"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"16","2021-03-15 16:37:00-03","NY","NYBG","788662","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan","M. Kuhlmann",NA,NA,NA,"M. Kuhlmann","1956","06","10","Brazil","São Paulo","Ubatuba","Enseada do Flamengo.","-45.0697","-23.4303",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788662","3788","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","788687","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"Lamgendorf",NA,NA,NA,"Brazil",NA,NA,"Corcovado.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788687","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,"NY00788687_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","788683","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"J. Lhotsky",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114985' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788683","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","788682","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"Lalande",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788682","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","788671","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"C. Gay","1828","10",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788671","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","788677","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"Liene","1958","06","24","Brazil","Rio de Janeiro",NA,"Estado da Guanabara, Estrada Grajaú-Jacarepaguá.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788677","3922","South America","sheet",NA,"Magnoliophyta","Asterales",NA,"NY00788677_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","788676","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"Cunningham","1867",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788676","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","788665","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan","D. D. Keck",NA,NA,NA,"M. Weddell","1844",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114965' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788665","106","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","788690","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"Martii Herbar. Florae Brasil.",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788690","135","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","788689","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"Corcovado.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788689","751","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","788692","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha oligantha","Baker","W. Hoehne",NA,NA,NA,"W. Hoehne","1953","07","13","Brazil","São Paulo","Caraguatatuba","Praia Negra.","-45.4097","-23.6203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788692","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,"oligantha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","788669","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"L. Riedel","1824",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114975' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788669","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","788664","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan","D. D. Keck",NA,NA,NA,"M. Weddell","1844",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114964' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788664","106","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","788688","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"M. Weddell","1843",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114966' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788688","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","788680","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"Pohl",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"In monte Corcovado.","-43.212076","-22.951842",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114982' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788680","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1182140","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.G.Mikan","J. M. A. Braga",NA,NA,NA,"M. V. Peron","1992","04","30","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Margens do rio Paraíso. Área FP20.","-42.883","-22.483",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1397883' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182140","942","South America","sheet",NA,"Magnoliophyta","Asterales",NA,"NY01182140_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","788678","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"R. F. de Oliveira","1977","10","16","Brazil","Rio de Janeiro",NA,"Iguaçu, Jaceruba, Rio Sao Pedro.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788678","390","South America","sheet",NA,"Magnoliophyta","Asterales",NA,"NY00788678_01 NY00788678_02 NY00788678_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","788679","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"G. Martinelli","1977","09","14","Brazil","Rio de Janeiro","Silva Jardim","Poço d'Anta.","-42.283141","-22.583352",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788679","2883","South America","sheet",NA,"Magnoliophyta","Asterales",NA,"NY00788679_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-05-17 10:21:00-03","NY","NYBG","02681755","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha",NA,NA,NA,NA,NA,"S. J. da Silva Neto","1997","05","07","Brazil","Rio de Janeiro","Duque de Caxias","trilha ao redor da barragem, lado direito, interior de mata. Reserva da Petrobras","-43.266667","-22.55",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2943073' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681755","916","South America","sheet",NA,"Magnoliophyta","Asterales",NA,"NY02681755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","788668","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"G. Gardner",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788668","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","788686","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"C. Gay",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=114967' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788686","s.n.","South America","sheet",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:28:54-03","UNESP-IBB","BOTU","20552","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C. Mikan","Monge, M.","2011","10",NA,"Miranda, L.C.","1996","06","04","Brasil","São Paulo","Bauru","Vila Falcão",NA,NA,"9999","9999","Arbusto de mais ou menos 2,0 m, caule rugoso marrom, folhas cartáceas, flores laranjas, capítulo isomorfo","BOTU020552","191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 11:07:32-03","UNESP-IBB","BOTU","19363","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C. Mikan","Monge, M.","2011","10",NA,"Grombone, M.T.","1986","01","15","Brasil","São Paulo","Botucatu","Distrito de Rubião Júnior, Jardim Botânico da Faculdade de Ciências Médicas e Biológicas","-48.733333","-22.466667","48°44'w","22°28's","Mata secundáriade até 15 m de altura, sub-bosque pouco denso","BOTU019363","12150186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:28:54-03","UNESP-IBB","BOTU","29088","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C. Mikan","Maruyama, A.S.","2012","06","27","Ogawa, C.","2012","05","23","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999","Arbusto, flores amarelas e secas, folhas verdes, botão verde, 3 metros de altura","BOTU029088","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 11:07:32-03","UNESP-IBB","BOTU","34016","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C. Mikan",NA,NA,NA,NA,"Castro Matheus, L.","2019","05","23","Brasil","São Paulo","Botucatu","Jardim Botânico do IBB","-48.833333","-23.016667","48°49'60w","22°60'60s",NA,"BOTU034016","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:29:21-03","UFRJ","RFA","35119","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan","C.M. Vieira",NA,NA,NA,"Cláudia M. Vieira","2000","04","01","Brasil","Rio de Janeiro","Macaé","Próximo à BR-101","-41.7868995666504","-22.3708000183105",NA,NA,"Arvoreta. Inflorescência passada acastanhada.","RFA22572","1531",NA,NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:29:21-03","UFRJ","RFA","15240","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"P. Occhioni","1974","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estrada do Rio - Serra dos Orgãos, morro Garrafão, meio da Serra","-43.2075004577637","-22.9027996063232",NA,NA,"Arbusto, capítulos dourados","RFA39033","6031",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:29:21-03","UFRJ","RFA","4260","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan","Graziella M. Barroso",NA,NA,NA,"Liene; Sucre, Duarte, E. Pereira","1958","06","24","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada Grajaú, Jacarépaguá","-43.2075004577637","-22.9027996063232",NA,NA,"Escandentes, flores amarelas","RFA39032","3922",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:29:21-03","UFRJ","RFA","19376","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan","Ana Carolina M. Pereira","2008","12","08","Dionisio Constantino","1935","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico","-43.2075004577637","-22.9027996063232",NA,NA,NA,"RFA39035",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-06-29 11:29:21-03","UFRJ","RFA","43592","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"P. Occhioni","1971","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Matas do Jardim Botânico","-43.2075004577637","-22.9027996063232",NA,NA,"Arvoreta, 5m de altura, capítulos dourados","RFA39031",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-06-29 11:29:21-03","UFRJ","RFA","736","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,"RFA39034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-06-29 11:29:21-03","UFRJ","RFA","8934","PreservedSpecimen","Plantae","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C.Mikan",NA,NA,NA,NA,"E. Pereira","1958","06","24","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada Grajaú - Jacarepaguá.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"RFA27795","3922",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
