"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"45","2020-02-08 09:13:24-03","NBC","NL-BOTANY","WAG.1028544","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Hatschbach GG",NA,"1978","11","13","Southern America","Brazil",NA,NA,"Guabirotuba (mun. Curitiba) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1028544 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1028544","NL-WAG1028544",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 09:13:24-03","NBC","NL-BOTANY","WAG.1028545","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Hatschbach GG",NA,"1966","01","09","Southern America","Brazil",NA,NA,"Agudos do Sul.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1028545 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1028545","NL-WAG1028545",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"47","2020-11-04 11:09:18-03","ESALQ","ESA","36772","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel)M.J.Silva & A.M.G Azevedo","Silva,M.J.","Carvalho, P.E.","131.0","1984","04","30",NA,"Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,"ESA036772",NA,"2010",NA,NA,"47271","auto","07","15",NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:09:18-03","ESALQ","ESA","69007","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel)M.J.Silva & A.M.G Azevedo","Silva,M.J.","Bufo, L.V.B. ; Sabadim, P.C.","52.0",NA,NA,NA,NA,"Brasil","São Paulo","Porto Feliz",NA,"-47.5200004577637","-23.2099990844727",NA,NA,"ESA069007",NA,"2010",NA,NA,"19715","auto","07","15",NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:09:18-03","ESALQ","ESA","69031","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel)M.J.Silva & A.M.G Azevedo","Silva,M.J.","Bufo, L.V.B. ; Sabadim, P.C.","51.0",NA,NA,NA,NA,"Brasil","São Paulo","Porto Feliz",NA,"-47.5200004577637","-23.2099990844727",NA,NA,"ESA069031",NA,"2010",NA,NA,"19715","auto","07","15",NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:09:18-03","ESALQ","ESA","63914","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel)M.J.Silva & A.M.G Azevedo","Silva,M.J.","Bufo, L.V.B. ; Sabadim, P.C.","52.0",NA,NA,NA,NA,"Brasil","São Paulo","Porto Feliz",NA,"-47.5200004577637","-23.2099990844727",NA,NA,"ESA063914",NA,"2010",NA,NA,"19715","auto","07","15",NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 11:09:18-03","ESALQ","ESA","26848","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel)M.J.Silva & A.M.G Azevedo","Silva,M.J.","Cardoso-Leite, E. ; Oliveira, A.","350.0","1993","09","01",NA,"Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,"ESA026848",NA,"2010",NA,NA,"15567","auto","07","18",NA,NA,NA,NA,NA,NA,NA
"52","2020-11-04 11:09:18-03","ESALQ","ESA","93411","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G.Azevedo","Silva,M.J.","Romão, G.O. ; Duarte, A.R.","117.0","2000","09","19",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA093411",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:09:18-03","ESALQ","ESA","26845","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel)M.J.Silva & A.M.G Azevedo","Silva,M.J.","Cardoso-Leite, E. ; Oliveira, A.","404.0","1994","12","06",NA,"Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,"ESA026845",NA,"2010",NA,NA,"15567","auto","07","15",NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:09:44-03","ESALQ","ESA","19857","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens",NA,"Silva, M.J.","Tamashiro, J.Y. et al.","1259.0","1995","06","14",NA,"Brasil","São Paulo","Timburi",NA,"-49.5999984741211","-23.2000007629395",NA,NA,"ESA019857","ESA019857","2009",NA,NA,"12656","auto","01","29",NA,NA,NA,NA,NA,NA,NA
"55","2021-01-14 15:29:40-03","MN","R","66102","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Poppendieck, H.H.","Freire Allemão, F. 431; Cysneiros, M.",NA,NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará. Herb. J. de Saldanha 7807","R000066102","R000066102_001","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-01-14 15:29:40-03","MN","R","220170","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Dias, M.C.","Pavão, O.C.",NA,"1999","12","07",NA,"Brasil","Paraná","Ventania",NA,"-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"2000",NA,NA,"32424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-07-02 14:02:00-03","JBP","HPL","4536","S","Plantae",NA,NA,"Fabaceae-Faboideae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. & Benth.","V.C. Souza","G.F. Arbocz","331","1994","04","20",NA,"Brasil","SP","Piracaia","Coletada na rodovia entre Piracaia e Joanópolis.","-46.35","-23.05",NA,NA,NA,NA,"2012",NA,NA,"26647","auto","11","05",NA,NA,NA,NA,NA,NA,NA
"58","2015-07-02 14:02:00-03","JBP","HPL","6519","S","Plantae",NA,NA,"Fabaceae-Faboideae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens",NA,"H. Lorenzi","H. Lorenzi","6201","2006","12","20",NA,"Brasil","SP","Nova Odessa","Coletado e cultivado como ornamental no Instituto Plantarum, originária possivelmente da região norte do Espírito Santo.","-47.29","-22.77",NA,NA,NA,NA,"2009",NA,NA,"8440","auto","05","05",NA,NA,NA,NA,NA,NA,NA
"59","2015-07-02 14:02:00-03","JBP","HPL","4535","S","Plantae",NA,NA,"Fabaceae-Faboideae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex. Benth","G.F. Arbocz","G.F. Arbocz","1129","1995","01","17",NA,"Brasil","PR","Senzés","Coletada na rodovia PR-151, na mata de planalto.",NA,NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,"01","17",NA,NA,NA,NA,NA,NA,NA
"60","2015-07-02 14:02:00-03","JBP","HPL","4537","S","Plantae",NA,NA,"Fabaceae-Faboideae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth","G.F. Arbocz","G.F. Arbocz","1035","1994","12","01",NA,"Brasil","PR","Sengés","Coletada na margem da rodovia entre Itapeva e Ponta Grossa.","-49.4636","-24.1128",NA,NA,NA,NA,"1994",NA,NA,"55682","auto","12","01",NA,NA,NA,NA,NA,NA,NA
"61","2016-02-02 14:38:29-02","BGBM","B","B 10 0294317","S","Plantae",NA,NA,"Leguminosae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100294317 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100294317","B100294317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA
"62","2019-07-26 11:40:26-03","IPA","IPA","9534","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Koscinski, M.","9534","1930","02",NA,"Southern America","Brasil","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,"Fruto: abril-junho","IPA0009534",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-12-06 13:59:45-03","IAP","PACA-AGP","118865","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Slusarski, S.R.","Francisco, E.M.",NA,"2002","12","04",NA,"Brasil","PR","Leópolis","Leópolis para Sertaneja","-50.7510986328125","-23.0799999237061",NA,"FUEL 38406&nf;botão e flor cor azul Habitat: beira do rio Tangará Hábito: árvore","PACA118865",NA,"2004",NA,NA,"22638","auto",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"64","2019-12-06 13:59:45-03","IAP","PACA-AGP","64136","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Burkart","Hatschbach, G.","1825","1950","02","12",NA,"Brasil","PR","Piraquara","Florestal","-49.0633010864258","-25.4416999816895",NA,"Habitat: in silva Fenofase: flor e fruto subevoluto","PACA064136",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"65","2021-04-07 11:44:02-03","UFMS","CGMS","12754","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","L.C.P. Lima","O.C. Pavão; et al.",NA,"1999","12","07",NA,"Brasil","Paraná","Ventania","Sítio Três Minas. Borda da mata.","-50.2427777","-24.2458333",NA,"Papilionoideae. Flores vinho. Habitat: Borda da mata. Habito: Árvore. 15,00 m de altura.","CGMS1042148",NA,"2013","-50,2427777","-24,2458333",NA,NA,"10","21","990","990",NA,NA,NA,NA,NA
"66","2021-04-07 11:44:02-03","UFMS","CGMS","63076","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo",NA,"D.S. Nascimento; J. Cordeiro","73","2004","10","06",NA,"Brasil","Paraná","Curitiba","Jardim Botânico Municipal.","-49.2731018066406","-25.4277992248535",NA,"Papilionoideae. Flor lilás. Habitat: Capão com araucária. Habito: Árvore. 5m de altura.","CGMS1096044",NA,"2021",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:30:21-03","UNICAMP","UEC","068827","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & Tozzi","Silva, MJ","Toledo Filho, DV; Bertoni, JEA","26026","1990","11","19",NA,"Brazil","São Paulo","Águas da Prata","Reserva Estadual de Águas da Prata, Mata mesófila semidecídua.","-47.333333","-21.866667",NA,"árvore 7-8 m interior da mata",NA,NA,"2010","-47.333333","-21.866667",NA,NA,"07","15",NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:30:21-03","UNICAMP","UEC","122808","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & Tozzi","Reis, TR","Reis, TR; Silva, ED; Galvão, JC; Escobar, NAG","113","2012","03","25",NA,"Brazil","São Paulo","Cajamar","Estrada Cajamar-Pirapora.","-46.916111","-23.310278",NA,"Árvore, 5,0. Frutos verdes (imaturos).","UEC157242","UEC157242","2013","-46.916111","-23.310278",NA,NA,"01",NA,"755","755",NA,NA,NA,NA,NA
"69","2021-03-01 16:30:21-03","UNICAMP","UEC","190572","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & Tozzi","Reis, TR","Reis, TR; Silva, ED; Galvão, JC; Escobar, NAG","114","2012","03","25",NA,"Brazil","São Paulo","Cajamar","Estrada Cajamar-Pirapora.","-46.916111","-23.310278",NA,"Árvore, 4m. Flores róseas a violáceas com pequenas mácula esverdeada no estandarte.","UEC160653","UEC160653","2013","-46.916111","-23.310278",NA,NA,"01",NA,"755","755",NA,NA,NA,NA,NA
"70","2021-03-01 16:30:21-03","UNICAMP","UEC","41417","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & Tozzi","Silva, MJ","Gentry, A; Zardini, E","49233","1985","01","05",NA,"Brazil","São Paulo",NA,"Forest at camping facility, Represa Atibainha Lake, ca. 21 km W of Igaratá off Dom Pedro highway between Campinas and Jacareí, alt. ca. 700 m.","-46.833333","-23.416667",NA,"Tree 12 m, flowers purple",NA,NA,"2010","-46.833333","-23.416667",NA,NA,"07","15",NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:30:24-03","UNICAMP","UEC","80425","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & Tozzi","Silva, MJ","Leite, C; Oliveira, A","404","1994","12","06",NA,"Brazil","São Paulo","São Roque","Mata da Câmara, Mata mesófila semidecídua.","-47.1125","-23.523889",NA,"Árvore",NA,NA,"2010","-47.1125","-23.523889",NA,NA,"07","15",NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:30:24-03","UNICAMP","UEC","80428","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & Tozzi","Silva, MJ","Leite, C; Oliveira, A","350","1994","12","06",NA,"Brazil","São Paulo","São Roque","Mata da Câmara, Mata mesófila semidecídua.","-47.1125","-23.523889",NA,"Árvore.",NA,NA,"2010","-47.1125","-23.523889",NA,NA,"07","15",NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:30:24-03","UNICAMP","UEC","94419","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & Tozzi","Tozzi, AMGA","Kranz, WM","615","1997","12","22",NA,"Brazil","Paraná","Cândido de Abreu",NA,"-51.3333015441895","-24.5669002532959",NA,"Árvore 6m alt.; flor rósea, pequena ramificação.","UEC051677","UEC051677","2015",NA,NA,"55411","auto",NA,NA,"500","500",NA,NA,NA,NA,NA
"74","2021-03-01 16:30:24-03","UNICAMP","UEC","65491","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & Tozzi","Silva, MJ","Silva, JM; Cordeiro, J","780","1990","01","05",NA,"Brazil","Paraná","Rio Branco do Sul","Serra do Bromado.","-49.3142013549805","-25.1900005340576",NA,"árvore 8 m; flor lilás. Mata dos Vales entre colinas.",NA,NA,"2010",NA,NA,"37352","auto","07","15",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:30:24-03","UNICAMP","UEC","41818","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & Tozzi","Silva, MJ","Silva, JM; Hatschbach, G","43","1985","12","18",NA,"Brazil","Paraná","Teixeira Soares","Rod. BR-277","-50.4606018066406","-25.3682994842529",NA,"Árvore 10 m, flor lilás. Mata.",NA,NA,"2010",NA,NA,"31767","auto","07","15",NA,NA,NA,NA,NA,NA,NA
"76","2020-11-11 16:41:54-03","UNICAMP","UEC","92815","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & Tozzi","Silva, MJ","Hoehne, W","s.n.","1951","08","05",NA,"Brazil","São Paulo","Jundiaí","Próximo à Jundiaí. Sítio do Sr. Vallim.","-46.8800010681152","-23.1800003051758",NA,"fruto, Nome vulgar: Sacambú.","UEC083890","UEC083890","2010",NA,NA,"17840","auto","07","15",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:30:24-03","UNICAMP","UEC","77887","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & Tozzi","Silva, MJ","Durigan, G","30563","1991","01","24",NA,"Brazil","São Paulo","Marília","Estação Experimental de Marília, Mata ciliar","-49.939998626709","-22.2099990844727",NA,"Árvore de grande porte, casca amarelada clara. (ramo jovem)",NA,NA,"2010",NA,NA,"38865","auto","07","15",NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:30:21-03","UNICAMP","UEC","40868","S","Plantae","Magnoliopsida",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J.Silva & Tozzi","Silva, MJ","Rodrigues, RR","18331","1986","02","18",NA,"Brazil","São Paulo","Pilar do Sul","Fazenda Ribeirão","-47.7099990844727","-23.8099994659424",NA,"Árvore de até 8 m. Flores rosas",NA,NA,"2010",NA,NA,"21910","auto","07","15",NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:30:46-03","UNICAMP","UEC","156137","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Tozzi, AMGA","Santos, K","2507","2000","07","01",NA,"Brazil","São Paulo","Campinas","Mata Fazenda Malabar, Campinas/Itatiba.","-46.883333","-22.916667",NA,"Árvore perenifólia; anemocórica. Altura total 3,0m;&nf;altura do fuste:2,8m.&nf;PAP: 32cm.","UEC067966","UEC067966","2001","-46.883333","-22.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:30:46-03","UNICAMP","UEC","156637","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Franco, GADC","Aguiar, OT; Baitello, JB; Cielo-Filho, R","777","2007","12","06",NA,"Brazil","São Paulo","Paranapanema","Estação Ecológica, Região da Grevílea.","-48.741944","-23.508333",NA,"Flores roxo claro.","UEC008982","UEC008982","2007","-48.741944","-23.508333",NA,NA,"12","13","630","630",NA,NA,NA,NA,NA
"81","2021-03-01 16:30:46-03","UNICAMP","UEC","161734","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Lovato, MC","Lovato, MC; et al.","323","2003","06","03",NA,"Brazil","Paraná","Londrina","Fazenda Figueira-Paiquerê","-50.975556","-23.540833",NA,"Árvore 6 m; frutos secos amarronzados. Fragmento 24.","UEC009662","UEC009662","2003","-50.975556","-23.540833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:30:46-03","UNICAMP","UEC","25598","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Tozzi, AMGA","Tamashiro, JY; Rodrigues, RR; Goldenberg, R; Ivanauskas, NM; Belinello, R; Galvão, JC","1259","1995","06","14",NA,"Brazil","São Paulo","Timburi","fazenda Domiciana","-49.6345","-23.231639",NA,"Árvore de 6m. Frutos maduros.","UEC018740","UEC018740","1997","-49.6345","-23.231639",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:30:46-03","UNICAMP","UEC","67625","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Tozzi, AMGA","Tamashiro, JY; Torres, RB; Marcondes-Ferreira, W; Monteiro, R","447","1994","08","06",NA,"Brazil","São Paulo","Iperó","Fazenda Ipanema","-47.683333","-23.383333",NA,"Árvore de 7m. Frutos imaturos marrons.","UEC124239","UEC124239","1997","-47.683333","-23.383333",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:30:46-03","UNICAMP","UEC","71887","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Tozzi, AMGA","Tamashiro, JY; Rodrigues, RR; Goldenberg, R; Ivanauskas, NM; Belinello, R; Galvão, JC","1259","1995","06","14",NA,"Brazil","São Paulo","Timburi","fazenda Domiciana","-49.6345","-23.231639",NA,"Árvore de 6m. Frutos maduros.","UEC124240","UEC124240","1997","-49.6345","-23.231639",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-08-20 10:13:57-03","UNICAMP","UEC","24762","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Tozzi, AMGA","Torres, M","s.n.","1981","01","11",NA,"Brazil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,"flor, Árvore 5m, flor lilás.",NA,NA,"1989",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-08-20 10:13:57-03","UNICAMP","UEC","24756","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Hatschbach, G","Kummrow, R","1422","1980","12","30",NA,"Brazil","Paraná","Bocaiúva do Sul","Bacaetava.","-49.1150016784668","-25.2061004638672",NA,"flor, Árvore 8m, flor lilás. Da mata. Xiloteca.",NA,NA,"1981",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-08-20 10:13:57-03","UNICAMP","UEC","8487","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Tozzi, AMGA","Hatschbach, G","41090","1978","01","03",NA,"Brazil","Paraná","Campo Largo","Retiro Grande.","-49.5283012390137","-25.4585990905762",NA,"flor, Árvore 6m, flor lilás, mata secundária.",NA,NA,"1989",NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-08-20 10:13:57-03","UNICAMP","UEC","65456","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Hatschbach, G","20649","1968","12","27",NA,"Brazil","Paraná","Campo Largo","Rondinha.","-49.5283012390137","-25.4585990905762",NA,"flor, Arvoreta, flor lilás, mata secundária.",NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-08-20 10:13:57-03","UNICAMP","UEC","65494","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Fortuna-Perez, AP","Oliveira, VP","31","1990","01","28",NA,"Brazil","Paraná","Guapirama","Sítio JP.","-50.0396995544434","-23.5160999298096",NA,"flor, Árvore 25m, diam. 22cm, flor lilás.",NA,NA,"2002",NA,NA,"18301","auto","12",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-11-11 16:42:18-03","UNICAMP","UEC","27203","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Tozzi, AMGA","?","s.n.","1941","01","21",NA,"Brazil","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,"flor, Nome vulgar: Timbó.",NA,NA,"1989",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-08-20 10:13:57-03","UNICAMP","UEC","48434","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Tozzi, AMGA","Mello, GP","9","1985","11","28",NA,"Brazil","Paraná","São Jerônimo da Serra",NA,"-50.7411003112793","-23.7275009155273",NA,"flor, Flores roxas, hábito arbóreo.",NA,NA,"1988",NA,NA,"30511","auto","04",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-11-11 16:42:18-03","UNICAMP","UEC","48803","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Tozzi, AMGA","Souza, WS; Silva, SM; Britez, RM","232","1986","07","18",NA,"Brazil","Paraná","São Mateus do Sul","Faz. do Durgo.","-50.3828010559082","-25.8742008209229",NA,"fruto, Árvore de 18m, CAP=183cm com frutos samaróides, floresta de Araucária.",NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-11-11 16:42:18-03","UNICAMP","UEC","48802","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Tozzi, AMGA","Britez, RM; Motta, JT; Kierski, MI","334","1986","01","09",NA,"Brazil","Paraná","São Mateus do Sul","Faz. do Durgo.","-50.3828010559082","-25.8742008209229",NA,"flor, Árvore de aproximadamente 25m, com ramos de flores roxas à beira da floresta de Araucária.",NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:30:46-03","UNICAMP","UEC","157041","S","Plantae","Magnoliopsida",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Barbosa, MR","s.n.","1988","10","13",NA,"Brazil","Rio de Janeiro","Piraí","Represa de Ribeirão das Lajes, Remanescente de Mata Secundária.","-43.8981018066406","-22.6291999816895",NA,"Árvore nº 673 10 m de alt. 51 cm de C.A.P.","UEC008427","UEC008427",NA,NA,NA,"20293","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
