"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","typeStatus","individualCount"
"271","2019-08-20 10:25:31-03","UNICAMP","UEC","88456","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Zickel, CS; Belinello, R","1992","07","10",NA,"Brazil",NA,NA,"Vegetativo, Indivíduo com 11 cm de altura e 0,25 cm diametro-vegetativo","UEC097916","Magnoliopsida",NA,"A.St.-Hil.",NA,"30308","São Paulo","Brotas","Mata da Fazenda Santa Elisa",NA,NA,"UEC097916","-48.1199989318848","-22.2800006866455","26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-03-01 16:40:30-03","UNICAMP","UEC","88457","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Zickel, CS; Belinello, R","1992","07","10",NA,"Brazil",NA,NA,"Indivíduo com 11 cm de altura e 0,25 cm diametro-vegetativo","UEC042509","Magnoliopsida",NA,"A.St.-Hil.",NA,"30307","São Paulo","Brotas","Mata da Fazenda Santa Elisa.",NA,NA,"UEC042509","-48.1199989318848","-22.2800006866455","26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2021-03-01 16:40:30-03","UNICAMP","UEC","49849","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Bernacci, LC","1986","10","03",NA,"Brazil",NA,NA,"Arvoreta do interior da mata mesófila, ca. 5m de altura; pétalas e disco cor de vinho, anteras alvas, estigma verde; Interior da mata mesófila.","UEC031216","Magnoliopsida",NA,"A.St.-Hil.",NA,"280","São Paulo","Cajuru","Fazenda Santa Carlota",NA,NA,"UEC031216","-47.2999992370605","-21.2700004577637","21243","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-03-01 16:40:30-03","UNICAMP","UEC","49847","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Bernacci, LC","1985","11","29",NA,"Brazil",NA,NA,"Arvoreta ca. 5m altu.; flores vermelho-escuro.; Mata de Planalto.","UEC031213","Magnoliopsida",NA,"A.St.-Hil.",NA,"138","São Paulo","Cajuru","Fazenda Santa Carlota",NA,NA,"UEC031213","-47.2999992370605","-21.2700004577637","21243","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2021-03-01 16:40:30-03","UNICAMP","UEC","49844","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Bernacci, LC","1985","07","15",NA,"Brazil",NA,NA,"Arvoreta ca. 5m alt.; frutos imaturos cinza-esverdeados","UEC042514","Magnoliopsida",NA,"A.St.-Hil.","Meira Neto, JAA","324","São Paulo","Cajuru","Fazenda Sta. Carlota.",NA,NA,"UEC042514","-47.2999992370605","-21.2700004577637","21243","auto","1989",NA,NA,"07","07",NA,NA,NA,NA,NA,NA
"276","2021-03-01 16:40:30-03","UNICAMP","UEC","104946","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Cielo-Filho, R; Chiste, FS","1998","11","16",NA,"Brazil",NA,NA,"Árvore de aproximadamente 7,5m; flores vermelho escuro com cheiro desagradável. Indivíduo número 1108.; Interior de Floresta Estacional Semidecidual.","UEC074833","Magnoliopsida",NA,"A.St.-Hil.",NA,"35807","São Paulo","Campinas","Bosque dos Alemães.",NA,NA,"UEC074833","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2021-03-01 16:40:30-03","UNICAMP","UEC","070827","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Santin, DA; Fernandes, MA","1993","10","22",NA,"Brazil",NA,NA,"Árvore de aprox. 10m","UEC081460","Magnoliopsida",NA,"A.St.-Hil.","Santim, D","33568","São Paulo","Campinas","Bosque São José",NA,NA,NA,"-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2021-03-01 16:40:30-03","UNICAMP","UEC","14207","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Tozzi, AMGA; Yamamoto, K","1978","11","19",NA,"Brazil",NA,NA,"Árvore de 4,0m de altura; Flôres purpúras.","UEC021138","Magnoliopsida",NA,"A.St.-Hil.",NA,"8814","São Paulo","Campinas","Bosque São José.",NA,NA,"UEC021138","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-08-20 10:25:31-03","UNICAMP","UEC","14219","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Matthes, LAF",NA,NA,NA,NA,"Brazil",NA,NA,NA,"UEC074729","Magnoliopsida",NA,"Engl.",NA,"7761","São Paulo","Campinas","Coleção Bosque dos Jequitibás n° 182-B",NA,NA,"UEC074729","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,"brevifolia",NA,NA,NA
"280","2021-03-01 16:40:30-03","UNICAMP","UEC","14208","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Branzi, LM","1978","10","05",NA,"Brazil",NA,NA,"Árvore, flores avermelhadas.","UEC031219","Magnoliopsida",NA,"A.St.-Hil.",NA,"8842","São Paulo","Campinas","Fazenda Santa Elisa",NA,NA,"UEC031219","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2021-03-01 16:40:30-03","UNICAMP","UEC","56174","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Poubal, ECP","1991","10","24",NA,"Brazil",NA,NA,"Arbustiva ca. 2,5 metros; pétalas cor carmim; Mata mesófila.","UEC081454","Magnoliopsida",NA,"A.St.-Hil.",NA,"25624","São Paulo","Campinas","Fazenda Santa Genebra.",NA,NA,"UEC081454","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-08-20 10:25:28-03","UNICAMP","UEC","14208","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Beanzi, LX","1978","10","05",NA,"Brazil",NA,NA,"Flor / Fruto, Árvore, flores avermelhadas",NA,"Magnoliopsida",NA,"A.St.-Hil.",NA,"8842","São Paulo","Campinas","Fazenda Sta. Eliza",NA,NA,NA,"-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2019-08-20 10:25:31-03","UNICAMP","UEC","50409","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","?","1987","03","23",NA,"Brazil",NA,NA,"Flor, Arvoreta 2,5 mde alt, corola bordô, interior da mata",NA,"Magnoliopsida",NA,"A.St.-Hil.",NA,"20968","São Paulo","Campinas","Fazenda Sta Genebra",NA,NA,NA,"-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2019-08-20 10:25:31-03","UNICAMP","UEC","56174","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","?","1991","10","24",NA,"Brazil",NA,NA,"Flor, Mata mesófila, arbstiva + ou - 2,5 m, pétalas cor carmim",NA,"Magnoliopsida",NA,"A.St.-Hil.",NA,"25624","São Paulo","Campinas","Fazenda Sta Genebra",NA,NA,NA,"-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2021-03-01 16:40:30-03","UNICAMP","UEC","50409","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Torres, C","1987","03","23",NA,"Brazil",NA,NA,"Arvoreta, 2,5m de alt.; corola bordô.; Interior da Mata","UEC081453","Magnoliopsida",NA,"A.St.-Hil.",NA,"20968","São Paulo","Campinas","Mata Santa Genebra",NA,NA,"UEC081453","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2021-03-01 16:40:30-03","UNICAMP","UEC","80100","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Santin, DA; Fernandes, A","1993","04","06",NA,"Brazil",NA,NA,"Árvore + ou - 7m","UEC021142","Magnoliopsida",NA,"A.St.-Hil.",NA,"30197","São Paulo","Campinas","Remanescente da Fazenda Pau DAlho, sítio da Jilie",NA,NA,"UEC021142","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2021-03-01 16:40:30-03","UNICAMP","UEC","45526","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Tamashiro, JY; Zickel, CS; Salis, SM","1986","12",NA,NA,"Brazil",NA,NA,"Árvore de 10m; flores creme-esverdeadas.","UEC081498","Magnoliopsida",NA,"A.St.-Hil.","Yamamoto, K","18229","São Paulo","Campinas","Reserva Biológica ARA",NA,NA,"UEC081498","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2021-03-01 16:40:30-03","UNICAMP","UEC","45525","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Tamashiro, JY; Zickel, CS; Sallis, SM","1986","12",NA,NA,"Brazil",NA,NA,"Arvoreta de 3m, flores creme, frutos jovens e maduros.","UEC031405","Magnoliopsida",NA,"A.St.-Hil.","Pirani, JR","18230","São Paulo","Campinas","Reserva Biológica ARA.",NA,NA,"UEC031405","-47.060001373291","-22.8999996185303","23900","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-08-20 10:25:31-03","UNICAMP","UEC","61084","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Pombal, ECP","1992","10","24",NA,"Brazil",NA,NA,"Flor, Arbóreo, flores violeta acastanhado","UEC042555","Magnoliopsida",NA,"A.St.-Hil.",NA,"27223","São Paulo","Campinas","Reserva Sta Genebra",NA,NA,"UEC042555","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2021-03-01 16:40:30-03","UNICAMP","UEC","109277","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Constâncio, SS; Spinelli, T; Ahn, YJ","1999","10","06",NA,"Brazil",NA,NA,"Árvore, 3m; flor roxa, folha com pontuações","UEC081495","Magnoliopsida",NA,"A.St.-Hil.",NA,"171","São Paulo","Campinas","Sítio São Francisco; trilha central",NA,NA,"UEC081495","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2021-03-01 16:40:30-03","UNICAMP","UEC","61125","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Moraes, PLR; Seike, SH; Motta, PC; Rossaro, SC; Romero, R","1990","09","26",NA,"Brazil",NA,NA,"Arvoreta 3 metros; Mata particular das Três Pontes.","UEC042557","Magnoliopsida",NA,"A.St.-Hil.","Pirani, JR","23656","São Paulo","Campinas","Sousas",NA,NA,"UEC042557","-47.060001373291","-22.8999996185303","23900","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2021-03-01 16:40:30-03","UNICAMP","UEC","61126","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Moraes, PLR; Seike, SH; Romero, R; Rossaro, SC; Motta, PC","1990","09","26",NA,"Brazil",NA,NA,"Arvoreta 5 metros.","UEC074837","Magnoliopsida",NA,"A.St.-Hil.",NA,"23648","São Paulo","Campinas","Sousas, Mata particular das Três Pontes",NA,NA,"UEC074837","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2021-03-01 16:40:30-03","UNICAMP","UEC","61280","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Moraes, PLR; Seike, SH; Romero, R; Rossato, SC; Motta, PC","1990","10","18",NA,"Brazil",NA,NA,"Arbusto de 2,5 metros; frutos imaturos verdes, frutos maduros marrons. Botões vinho.","UEC074723","Magnoliopsida",NA,"A.St.-Hil.",NA,"23602","São Paulo","Campinas","Sousas, Mata particular das Três Pontes.",NA,NA,"UEC074723","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2021-03-01 16:40:30-03","UNICAMP","UEC","61305","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Moraes, PLR; Seike, SH; Romero, R; Rossato, SC; Motta, PC","1990","10","18",NA,"Brazil",NA,NA,"Arvoreta de 6 metros, flores de cor vinho. Botões vinho.","UEC074726","Magnoliopsida",NA,"A.St.-Hil.",NA,"23621","São Paulo","Campinas","Sousas, Mata particular das Três Pontes.",NA,NA,"UEC074726","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-08-20 10:25:31-03","UNICAMP","UEC","61090","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Moraes, PLR; Seike, SH; Rossato, SC; Motta, PC; Romero, R","1990","09","29",NA,"Brazil",NA,NA,"Fruto, Arvoreta 2 m, flores vinho","UEC042554","Magnoliopsida",NA,"A.St.-Hil.",NA,"23638","São Paulo","Campinas","Sousas Mata particular da Três Pontes",NA,NA,"UEC042554","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2021-03-01 16:40:30-03","UNICAMP","UEC","114956","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Cielo-Filho, R; Batista, ER","1999","10","15",NA,"Brazil",NA,NA,"Árvore de aproximadamente 5m de altura. Flores roxas. Indivíduo 403.",NA,"Magnoliopsida",NA,"A.St.-Hil.","Cielo-Filho, R","72","São Paulo","Campinas","Sousas, Mata Ribeirão Cachoeira. (Condomínio Colinas do Atibaia).",NA,NA,NA,"-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2021-03-01 16:40:30-03","UNICAMP","UEC","14209","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Leitão Filho, HF; Stubblebine, WH; Gabrielli, AC; Taroda, N; Ratter, JA; Tamashiro, JY;","1978","11","14",NA,"Brazil",NA,NA,"Árvore; flores vermelhas.","UEC021136","Magnoliopsida",NA,"A.St.-Hil.","Cardamone, RB","8644","São Paulo","Campinas","Souzas.",NA,NA,"UEC021136","-47.060001373291","-22.8999996185303","23900","auto","1979",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"298","2021-03-01 16:40:30-03","UNICAMP","UEC","167541","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Barros, F","1980","10","07",NA,"Brazil",NA,NA,"Árvore da mata com ca. 6 m alt. Flors com corola roseo-escura.","UEC035946","Magnoliopsida",NA,"Engl.",NA,"463","São Paulo","Cananéia","Ilha do Cardoso",NA,NA,"UEC035946","-47.9199981689453","-25.0100002288818","37574","auto",NA,NA,NA,NA,NA,NA,NA,"brevifolia",NA,NA,NA
"299","2021-03-01 16:40:30-03","UNICAMP","UEC","24374","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Grande, DA; Lopes, EA","1978","11","12",NA,"Brazil",NA,NA,"Arbusto ca. 3,5m de altura. Inflorescência em cacho; flores amarelas","UEC031217","Magnoliopsida",NA,"A.St.-Hil.",NA,"169","São Paulo","Cananéia","Ilha do Cardoso, trilha de acesso à captação de água.",NA,NA,"UEC031217","-47.9199981689453","-25.0100002288818","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2021-03-01 16:40:30-03","UNICAMP","UEC","136797","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Kirizawa, M; Webster, GL","1986","10","15",NA,"Brazil",NA,NA,"Ávore ca. 4 m de altura; corola rósea; ornamental.; Subida de morro.","UEC042510","Magnoliopsida",NA,"A.St.-Hil.","Pirani, JR","1802","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, morro de captação de água doce",NA,NA,"UEC042510","-47.9199981689453","-25.0100002288818","37574","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2019-08-20 10:25:31-03","UNICAMP","UEC","81808","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Tozzi, AMGA; Dias, MC","1994","11","09",NA,"Brazil",NA,NA,"Flor, Arvoreta, 3 m, flores e botõis vináceos",NA,"Magnoliopsida",NA,"A.St.-Hil.",NA,"s.n.","São Paulo","Cássia dos Coqueiros",NA,NA,NA,NA,"-47.1699981689453","-21.2800006866455","13265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2019-08-20 10:25:31-03","UNICAMP","UEC","81808","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Tozzi, AMGA; Dias, MC","1994","11","09",NA,"Brazil",NA,NA,"Flor, Arvoreta, 3 m, flores e botõis vináceos",NA,"Magnoliopsida",NA,"A.St.-Hil.",NA,"s.n.","São Paulo","Cássia dos Coqueiros",NA,NA,NA,NA,"-47.1699981689453","-21.2800006866455","13265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2019-08-20 10:25:31-03","UNICAMP","UEC","81808","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Tozzi, AMGA; Dias, MC","1994","11","09",NA,"Brazil",NA,NA,"Flor, Arvoreta, 3 m, flores e botõis vináceos",NA,"Magnoliopsida",NA,"A.St.-Hil.",NA,"s.n.","São Paulo","Cássia dos Coqueiros",NA,NA,NA,NA,"-47.1699981689453","-21.2800006866455","13265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2021-03-01 16:40:30-03","UNICAMP","UEC","117835","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Fiaschi, P; Rapini, A; Elautério, AA","2000","11","11",NA,"Brazil",NA,NA,"Arvoreta ca. 4 m alt.; Inflorescência com pedúnculo verde; flores com sépalas esverdeadas, pétalas creme; nectário avermelhado.; Interior da floresta.","UEC042513","Magnoliopsida",NA,"A.St.-Hil.","Pirani, JR","472","São Paulo","Cubatão","Parque Estadual da Serra do Mar - Núcleo Cubatão. Trilha da bica.",NA,NA,"UEC042513","-46.4199981689453","-23.8899993896484","15123","auto","2000",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA
"305","2021-03-01 16:40:30-03","UNICAMP","UEC","56469","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Leitão Filho, HF; Pagano, SN","1991","11","13",NA,"Brazil",NA,NA,"Árvore até 6m; flores vinosas, algo brancacentas.; Mata de encosta.","UEC021135","Magnoliopsida",NA,"A.St.-Hil.","Pirani, JR","25629","São Paulo","Cubatão","Vale do Rio Pilões.",NA,NA,"UEC021135","-46.4199981689453","-23.8899993896484","15123","auto","1996",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"306","2019-08-20 10:25:31-03","UNICAMP","UEC","82879","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Bernacci, LC; Metezger, JP; Goldenberg, R","1993","06","14",NA,"Brazil",NA,NA,"Vegetativo, Árvore , material estéril",NA,"Magnoliopsida",NA,"A.St.-Hil.",NA,"34868","São Paulo","Dourado","Morro Chato",NA,NA,NA,"-48.310001373291","-22.1000003814697","13775","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2019-08-20 10:25:31-03","UNICAMP","UEC","82874","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Bernacci, LC; Metezger, JP; Goldenberg, R","1993","06","14",NA,"Brazil",NA,NA,"Vegetativo, Árvore , material estéril","UEC031222","Magnoliopsida",NA,"A.St.-Hil.",NA,"34868","São Paulo","Dourado","Morro Chato",NA,NA,"UEC031222","-48.310001373291","-22.1000003814697","13775","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2021-03-01 16:40:30-03","UNICAMP","UEC","54745","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Silveira, LT; Grombone-Guaratini, MT; Sales, MF","1989","11","28",NA,"Brazil",NA,NA,"Árvore com 7m alt.; flores e botões vináceos.","UEC042507","Magnoliopsida",NA,"A.St.-Hil.","Pirani, JR","22865","São Paulo","Guarujá",NA,NA,NA,"UEC042507","-46.25","-23.9899997711182","18989","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2019-08-20 10:25:31-03","UNICAMP","UEC","54233","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","?","1989","11","29",NA,"Brazil",NA,NA,"Flor, Árvore com 7 m alt, flores e botões vináceos",NA,"Magnoliopsida",NA,"A.St.-Hil.","Pirani, JR","22248","São Paulo","Guarujá","Ilha do Guarujá",NA,NA,NA,"-46.25","-23.9899997711182","18989","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2021-03-01 16:40:30-03","UNICAMP","UEC","28564","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Stubblebine, WH; Tamashiro, JY; Shepherd, GJ","1981","12","10",NA,"Brazil",NA,NA,"Arvoreta de 3m; flores de cor vinoso.; Mata da encosta","UEC031218","Magnoliopsida",NA,"A.St.-Hil.",NA,"13211","São Paulo","Iguape","Estação Ecológica da Juréira (SEMA)",NA,NA,"UEC031218","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2021-03-01 16:40:30-03","UNICAMP","UEC","33925","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Figueiredo, N; Rodrigues, R","1983","01","16",NA,"Brazil",NA,NA,"Árvore 4m, com fruto.; Beira de rio","UEC042508","Magnoliopsida",NA,"A.St.-Hil.","Meira, RM","14509","São Paulo","Iguape","Estação Ecológica de Juréia",NA,NA,"UEC042508","-47.5499992370605","-24.7000007629395","55628","auto","1987",NA,NA,"10","05",NA,NA,NA,NA,NA,NA
"312","2021-03-01 16:40:30-03","UNICAMP","UEC","33887","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra nigra","Rodrigues, RR; Figueiredo, N","1982","11","17",NA,"Brazil",NA,NA,"Flor, Arvoreta com 3 m, flores vinhos. Trilha norte; Arvoreta com 3 metros, flores vinho","UEC081497","Magnoliopsida",NA,NA,NA,"14949","São Paulo","Iguape","Est. Ecol. de Juréia, Trilha norte",NA,NA,"UEC081497","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,NA,NA,NA,NA,"nigra",NA,NA,NA
"313","2019-08-20 10:25:31-03","UNICAMP","UEC","59741","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Rodrigues, RR; Zandoval, JA",NA,NA,NA,NA,"Brazil",NA,NA,"Flor, Arvoreta de 4 m de altura, com flores vinho, beira do rio",NA,"Magnoliopsida",NA,"A.St.-Hil.","Rodrigues, RR","ESA 6524","São Paulo","Ipeúna","Remanescente Florestal do Rio Passa Cinc",NA,NA,NA,"-47.7099990844727","-22.4300003051758","12906","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2021-03-01 16:40:30-03","UNICAMP","UEC","59741","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Rodrigues; Ricardo, R; Zandoval, JA",NA,NA,NA,NA,"Brazil",NA,NA,"Arvoreta de 4m de altura, com flores vinho.; Beira de Rio.","UEC081456","Magnoliopsida",NA,"A.St.-Hil.","Rodrigues, RR","s.n.","São Paulo","Ipeúna","Remanescente Florestal do Rio Passa-Cinco.",NA,NA,"UEC081456","-47.7099990844727","-22.4300003051758","12906","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2021-03-01 16:40:30-03","UNICAMP","UEC","59456","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Rodrigues, RR; Zandoval, JA","1989","07","11",NA,"Brazil",NA,NA,"Árvore de 7m de altura, com frutos verdes.","UEC074836","Magnoliopsida",NA,"A.St.-Hil.","Rodrigues, RR","1540","São Paulo","Ipeúna","Remanescente Florestal do Rio Passa-Cinco.",NA,NA,"UEC074836","-47.7099990844727","-22.4300003051758","12906","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2021-03-01 16:40:30-03","UNICAMP","UEC","53006","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Silva, DM","1989","10","15",NA,"Brazil",NA,NA,"Arbusto, inflorescências em cimas carinhosas, com flores pequenas roxas.","UEC042512","Magnoliopsida",NA,"A.St.-Hil.",NA,"22057","São Paulo","Jundiaí","Serra do Japi",NA,NA,"UEC042512","-46.8800010681152","-23.1800003051758","17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2021-03-01 16:40:30-03","UNICAMP","UEC","77893","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Durigan, G","1992","10","13",NA,"Brazil",NA,NA,"Árvore de estrato inferior, flores vináceas.; Mata ciliar.","UEC042551","Magnoliopsida",NA,"A.St.-Hil.",NA,"30569","São Paulo","Marília","Estação Experimental de Marília.",NA,NA,"UEC042551","-49.939998626709","-22.2099990844727","38865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2019-08-20 10:25:31-03","UNICAMP","UEC","77893","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","?","1992","10","13",NA,"Brazil",NA,NA,"Flor, Árvore de estrato inferior, flores vináceas",NA,"Magnoliopsida",NA,"A.St.-Hil.",NA,"30569","São Paulo","Marília","Estyação Experimental de Maríllia, mata",NA,NA,NA,"-49.939998626709","-22.2099990844727","38865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2019-08-20 10:25:31-03","UNICAMP","UEC","96929","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","?","1995","06","08",NA,"Brazil",NA,NA,"Fruto, Árvore 3,5 m. frutos imaturos verdes",NA,"Magnoliopsida",NA,"A.St.-Hil.",NA,"38","São Paulo","Matão","Fazenda Cambuhy",NA,NA,NA,"-48.3600006103516","-21.6000003814697","26922","auto","1995",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"320","2019-08-20 10:25:28-03","UNICAMP","UEC","22306","S","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","?","1995","06","08",NA,"Brazil",NA,NA,"Fruto, Árvore 3,5 m. frutos imaturos verdes","UEC105280","Magnoliopsida",NA,"A.St.-Hil.",NA,"38","São Paulo","Matão","Fazenda Cambuhy",NA,NA,"UEC105280","-48.3600006103516","-21.6000003814697","26922","auto","1995",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
