"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","typeStatus","individualCount"
"1","2020-09-23 10:43:11-03","E","E","161257","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","pubescens","Metrodorea pubescens","Ibáñez García, A. & Bridgewater, S.","1996","10","23","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:168663","<a href=http://data.rbge.org.uk/herb/E00161257 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00161257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","687458","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","E. Forero","1980","09","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687458","Magnoliophyta","Sapindales","A.St.-Hil.","J. R. Pirani","8382","São Paulo","Moji-Guaçu","Padua Sales. Fazenda Campininha.","600","600","NY00687458_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","382702","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","G. G. Hatschbach","1999","08","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382702","Magnoliophyta","Sapindales","A.St.-Hil.","G. G. Hatschbach","69278","Paraná","Paranavaí","Bosque da Cidade",NA,NA,"NY00382702_01","-52.4653","-23.0733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","03148565","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","L. J. T. Cardoso","2012","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3394968' target='other'> <mi>dwc_moreinfo</mi></a>","NY03148565","Magnoliophyta","Sapindales","A.St.-Hil.",NA,"1695","Rio de Janeiro","Rio de Janeiro","Divisa entre os Bairros de Botafogo e Copacabana, cumeeira do Morro São João, vertente voltada para o Condomínio Morada do Sol. Coordenadas aproximadas do indivíduo (WGS84). Floresta de topo de morro, em nível sucessional médio-avançado, trecho de mata na","130","130","NY03148565_01","-43.18","-22.9588889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","632069","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","C. A. G. Assunçao","1998","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632069","Magnoliophyta","Sapindales","A.St.-Hil.","M. C. Dias",NA,"Paraná","Assaí","Fazenda Santana",NA,NA,"NY00632069_01","-50.8414","-23.3733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","227777","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","W. W. Thomas","1998","02","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00227777","Magnoliophyta","Sapindales","A.St.-Hil.","J. A. Kallunki","11729","Bahia","Jussari","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso.","300","450","NY00227777_01","-39.58","-15.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","382466","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","W. W. Thomas","1995","05","10","South America","Brazil","sheet",NA,"Inflor. in ethanol. DNA sample. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562585' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382466","Magnoliophyta","Sapindales","A.St.-Hil.","J. A. Kallunki","10851","Bahia","Jussari","Ca. 9 km north of Jussari, east off of road to Palmira on farm road past cattle fazenda of Alciato Carvalho.",NA,NA,"NY00382466_01","-39.5328","-15.1161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1145655","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","F. França","2003","07","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320972' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145655","Magnoliophyta","Sapindales","A.St.-Hil.","J. R. Pirani","4778","Bahia",NA,"Ibiquera: C. 20 km L do entrocamento para Lençois na rodovia BR 242.","460","470","NY01145655_01","-41.1847","-12.5075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","382472","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","G. G. Hatschbach","1969","05","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382472","Magnoliophyta","Sapindales","A.St.-Hil.","R. C. Kaastra","21517","Paraná","Terra Boa","Fda. Murure, Rio Ivai.",NA,NA,"NY00382472_01","-52.4442","-23.7683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","02641658","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","P. Fiaschi","2012","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2914232' target='other'> <mi>dwc_moreinfo</mi></a>","NY02641658","Magnoliophyta","Sapindales","A.St.-Hil.",NA,"3804","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas. Rodovia SIlva Jadim-Casimiro de Abreu, ramal à direirta ca. 6,5 km antes da sede do parque. Estrada para a barragem Jurtunaíba, 5 km. Trilha da Pelonha. Floresta Ombrófila Densa (Mata Atlântica).","20",NA,"NY02641658_01","-42.3031","-22.5444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","566389","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","J. G. Jardim","1998","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566389","Magnoliophyta","Sapindales","A.St.-Hil.","J. A. Kallunki","1481","Bahia","Jussari","Rod. Jussari/Palmira. Entrada ca. 7.5 km percorrendo mais 1.7 km até a sede da Faz. Teimoso. Serra do Teimoso. RPPN Serra do Teimoso","300","450","NY00566389_01","-39.58","-15.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1279944","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","G. Martinelli","1984","12","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514654' target='other'> <mi>dwc_moreinfo</mi></a>","NY01279944","Magnoliophyta","Sapindales","A.St.-Hil.","J. R. Pirani","10582","Rio de Janeiro","Magé","Paraiso, Centro de Primatologia, floresta higrófilade encosta, margens do rio Paraiso.","150","150","NY01279944_01","-43.0406","-22.6531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","382478","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","A. C. Cervi","1982","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382478","Magnoliophyta","Sapindales","A.St.-Hil.",NA,"2034","Paraná","Morretes","Serra Graciosa, Recanto Mae Catira.",NA,NA,"NY00382478_01","-48.8342","-25.4769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","382477","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","M. C. H. Mamede","1990","09","20","South America","Brazil","sheet",NA,"The first initial of Nagatami difficult to read on label. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382477","Magnoliophyta","Sapindales","A.St.-Hil.","J. A. Kallunki","311","São Paulo","Iguape","Iguape, Reserva Ecológica da Juréia, trilha para a Figueira Grande. Mata.",NA,NA,"NY00382477_01","-47.5497","-24.7003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01096263","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","M. Kawall","1992","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1235927' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096263","Magnoliophyta","Sapindales","A.St.-Hil.","L. Rossi","251","São Paulo","Piracicaba","Estaçao Ecológica de Ibicatu.",NA,NA,"NY01096263_01","-47.6397","-22.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","382471","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","G. G. Hatschbach","1967","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382471","Magnoliophyta","Sapindales","A.St.-Hil.","R. C. Kaastra","16948","Paraná","Cianorte","Fda. Lagoa. Flores bordeau mata pluvial da bacia do rio Paraná.",NA,NA,"NY00382471_01","-52.6047","-23.6633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","382486","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","R. de Lemos Fróes","1942","12","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382486","Magnoliophyta","Sapindales","A.St.-Hil.","R. C. Kaastra","19971","Bahia","Itambé","Estrada de Sapucaia a Itambé.",NA,NA,"NY00382486_01","-40.6242","-15.245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","382464","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","R. Kummrow","1974","11","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562591' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382464","Magnoliophyta","Sapindales","A.St.-Hil.","G. G. Hatschbach","732","Paraná","Antonina","Xaxim.",NA,NA,"NY00382464_01","-48.7117","-25.4286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","382482","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Illegible collector name","1877","10","21","South America","Brazil","sheet",NA,"collector: M. E. M. Ramos (?) et al. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562579' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382482","Magnoliophyta","Sapindales","A.St.-Hil.","J. A. Kallunki","6568","São Paulo","Moji-Guaçu","Fazenda Campininha Mata do Bugio.",NA,NA,"NY00382482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","382469","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","G. G. Hatschbach","1965","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382469","Magnoliophyta","Sapindales","A.St.-Hil.","J. R. Pirani","12937","Paraná","Maringá","Orto Florestal",NA,NA,"NY00382469_01","-51.9383","-23.4256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","382488","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","R. de Lemos Fróes","1942","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382488","Magnoliophyta","Sapindales","A.St.-Hil.","R. C. Kaastra","12667/33","Bahia","Itambé","Basin of Rio Pardo near Sapucaia.",NA,NA,"NY00382488_01","-40.6242","-15.245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","382480","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","F. Rawitscher","1946","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562576' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382480","Magnoliophyta","Sapindales","A.St.-Hil.","F. Rawitscher",NA,"São Paulo","Sao Paulo","S. Paulo. Cap. Butanta. Margem da floresta.",NA,NA,"NY00382480_01","-46.723823","-23.56563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01096330","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","W. Hoehne","1946","11","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236354' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096330","Magnoliophyta","Sapindales","A.St.-Hil.","R. C. Kaastra","s.n.","São Paulo","Limeira",NA,NA,NA,"NY01096330_01","-47.4","-22.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02641657","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","P. Fiaschi","2012","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2914230' target='other'> <mi>dwc_moreinfo</mi></a>","NY02641657","Magnoliophyta","Sapindales","A.St.-Hil.",NA,"3804","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas. Rodovia SIlva Jadim-Casimiro de Abreu, ramal à direirta ca. 6,5 km antes da sede do parque. Estrada para a barragem Jurtunaíba, 5 km. Trilha da Pelonha. Floresta Ombrófila Densa (Mata Atlântica).","20",NA,"NY02641657_01","-42.3031","-22.5444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","382703","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","J. A. Ferreira","1999","08","24","South America","Brazil","sheet",NA,"Herbário FUEL <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382703","Magnoliophyta","Sapindales","A.St.-Hil.","M. C. Dias",NA,"Paraná","Rancho Alegre","Fazenda Congonha, Rancho Alegre.",NA,NA,"NY00382703_01","-50.9131","-23.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","382479","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","J. R. Pirani","1985","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562577' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382479","Magnoliophyta","Sapindales","A.St.-Hil.","J. R. Pirani","1148","Espírito Santo","Cachoeiro de Itapemirim","Cachoeiro do Itapemirim, BR 482, a 6 km da cidade, indo para Carangola. Na encosta de morro.",NA,NA,"NY00382479_01","-41.1128","-20.8492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","499006","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","O. C. Pavao","2000","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00499006","Magnoliophyta","Sapindales","A.St.-Hil.","M. C. Dias","s.n.","Paraná","Bela Vista do Paraíso","Fazenda Cascata.",NA,NA,"NY00499006_01","-51.1906","-22.9967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","382489","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Helmreichen",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382489","Magnoliophyta","Sapindales","A.St.-Hil.","R. C. Kaastra","17","São Paulo","Sao Carlos","S. Carlos in prov. S. Paulo",NA,NA,"NY00382489_01","-47.8897","-22.0103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","382487","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","R. de Lemos Fróes","1942","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562571' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382487","Magnoliophyta","Sapindales","A.St.-Hil.","R. C. Kaastra","19983","Bahia",NA,"Entre Iracema e Mucugê.",NA,NA,"NY00382487_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01091695","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","M. M. da R. F. de Melo","1985","07","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250858' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091695","Magnoliophyta","Sapindales","A.St.-Hil.","J. R. Pirani","586","São Paulo","Cananéia","Ilha do Cardoso Ipanema, Morro das Pedras.",NA,NA,"NY01091695_01","-47.966514","-25.140513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","382483","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","F. C. Hoehne","1919","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562596' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382483","Magnoliophyta","Sapindales","A.St.-Hil.","R. C. Kaastra","3456","São Paulo","Sao Paulo","Butantan, S. Paulo. Cult.no Horto Osw.[Oswaldo] Cruz.",NA,NA,"NY00382483_01","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","382467","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","S. A. Mori","1978","05","07","South America","Brazil","sheet",NA,"Fls. em álcool. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382467","Magnoliophyta","Sapindales","A.St.-Hil.","J. A. Kallunki","10084","Bahia","Itabuna","Cerca de 3 km a NW de Juçari. Regiao de Mata Higrófila Sul Baiana. Folha SD - 24 (15-39c).","200","200","NY00382467_01","-39.5166","-15.1666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","382484","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","J. C. Lindeman","1966","06","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382484","Magnoliophyta","Sapindales","A.St.-Hil.","R. C. Kaastra","1699","Paraná","Altônia","Vicinity of Pôrto Byington; forest on steep slope towards várzea land of Rio Paraná.","180","180","NY00382484_01","-53.9017","-23.8744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","382481","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","G. Martinelli","1984","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382481","Magnoliophyta","Sapindales","A.St.-Hil.",NA,"10277","Rio de Janeiro","Magé","III° Distrito, Paraiso, Centro de Primatologia do RJ, mata das margens do Rio Paraiso.","150","150","NY00382481_01","-43.0406","-22.6531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","382704","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","W. Hoehne","1944","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382704","Magnoliophyta","Sapindales","A.St.-Hil.",NA,NA,"São Paulo","Sao Paulo","S. Paulo - Parque do Estado.",NA,NA,"NY00382704_01","-46.621883","-23.654505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01132032","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","H. C. de Lima","1993","06","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287129' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132032","Magnoliophyta","Sapindales","A.St.-Hil.",NA,"4733","Rio de Janeiro","Armaçao dos Búzios","Prõximo a baia Formosa entroncamento com a estrada da Lixeira.",NA,NA,"NY01132032_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","382485","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","R. P. Belém","1965","05","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382485","Magnoliophyta","Sapindales","A.St.-Hil.","J. A. Kallunki","1130","Bahia","Ilhéus","Bahia, Centro de Pesquisa Cacau (CEPEC) Ilhéus.",NA,NA,"NY00382485_01","-39.2273659","-14.771874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","821723","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","R. Kral","1988","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=903331' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821723","Magnoliophyta","Sapindales","A.St.-Hil.","I. Cordeiro","75710","São Paulo","Sao Paulo","Instituto de Botanica, natural forest around Herbarium",NA,NA,"NY00821723_01","-46.622105","-23.64266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","382475","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","D. S. Silva","1985","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382475","Magnoliophyta","Sapindales","A.St.-Hil.","C. D. Rennó","2","São Paulo","Jacareí","Jacareí, Mata da Escola Técnica Agrícola Cônego José Bento",NA,NA,"NY00382475_01","-45.96","-23.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","382476","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","D. S. Silva","1985","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382476","Magnoliophyta","Sapindales","A.St.-Hil.","C. D. Rennó","1","São Paulo","Jacareí","Jacareí, Mata da Escola Técnica Agrícola Cônego José Bento",NA,NA,"NY00382476_01","-45.96","-23.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02703991","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","E. G. A. Martins","2011","10","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2989549' target='other'> <mi>dwc_moreinfo</mi></a>","NY02703991","Magnoliophyta","Sapindales","A.St.-Hil.",NA,"277","São Paulo","Cubatão","Parque Ecológico do Perequê. 200 m após travessia do rio no sentido da cachoeira, trilha secundaria ao interior da mata.",NA,NA,"NY02703991_01","-46.41664","-23.84867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","382463","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","R. Kummrow","1974","11","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=562590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382463","Magnoliophyta","Sapindales","A.St.-Hil.","G. G. Hatschbach","732","Paraná","Antonina","Xaxim.",NA,NA,"NY00382463_01","-48.7117","-25.4286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
