"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount"
"11","2020-02-08 09:12:52-03","NBC","NL-BOTANY","L.3892237","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"Pedersen TM",NA,"1980","11","14","Southern America","Argentina",NA,"Plantae Argentinae. Colonia Habana. Dep. Concepción. Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3892237 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3892237","NL-L3892237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:12:52-03","NBC","NL-BOTANY","U.1243012","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"Vanni RO; Cáceres S; Lopez G; Radovancich A",NA,"1990","02","27","Southern America","Argentina",NA,"Corrientes, Dep. San Miguel. Loc. 12 km NE de San Miguel, Ea. Toro-y.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1243012 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1243012","NL-U1243012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:12:52-03","NBC","NL-BOTANY","U.1243122","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"Pedersen TM",NA,"1994","02","08","Southern America","Brazil","Mato Grosso do Sul","About 10 km W of Tacur·. Mun. Tacur·. Mato Grosso do Sul.",NA,"Grassland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1243122 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1243122","NL-U1243122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0122139",NA,NA,NA,NA,NA
"14","2020-02-08 09:12:52-03","NBC","NL-BOTANY","U.1243123","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"Woolston AL",NA,"1955","03","11","Southern America","Paraguay",NA,"Depto. San Pedro, Alto Paraguay, Primavera, Enclosed low campo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1243123 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1243123","NL-U1243123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:09:21-03","ESALQ","ESA","3976","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"Suzuki, H.T. et al.",NA,"1993","10","10",NA,"Brasil","São Paulo",NA,NA,NA,"ESA003976","ESA003976","Novo Horizonte",NA,NA,"-49.2200012207031","-21.4599990844727",NA,NA,NA,NA,NA,NA,NA,"32394","auto",NA,NA,NA
"16","2020-11-19 10:23:45-03","CPAP","CPAP","24466","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","A. Pott","Pott, A.","13630","2005","11","15",NA,"Brasil","MT",NA,NA,"Subarbusto 80cm de de altura. Flor amarela. Fruto não obsErvado.Forrageira.. Solo: arenoso. Relevo: plano. Cerrado com Curatella americana e Elionurus muticus",NA,NA,"Cáceres",NA,NA,"-58.102778","-16.516944","58°06'10 W","16°31'01 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-19 10:23:45-03","CPAP","CPAP","3485","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"Pott, A.","3086","1987","07","28",NA,"Brasil","MS","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - defronte entrada da fazenda Morrinho, no caminho Carandazal-Caieira - próximo ao ponto nº",NA,"Subarbusto ereto, 0,6 a 1,2m de altura. FLOR: amarela. FRUTO: não visto. INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Caronal (savana de Elyonurus). SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"Corumbá","90","90","-57.183333","-19.8","57°11' W","19°48' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-19 10:23:45-03","CPAP","CPAP","7840","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","R. Vanni","Pott, A.","5690","1990","10","15",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - Reserva Biológica - próximo divisa e lagoa 83, junto a trilha",NA,"Arbusto 1 - 2 m de altura. FLOR: não vista. FRUTO: preto. INTERESSE: Forrageira. FREQUÊNCIA: Mancha rala, ocasional. AMBIENTE: Borda de cerradão/mata. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano covexo, não alagável.",NA,NA,"Corumbá","90","90","-56.65","-18.983333","56°39' W","18°59' S","1992","02",NA,NA,NA,NA,NA,NA,NA,NA
"19","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035693","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","R. Vanni","R. Vanni; S. Caceres, G. Lopez, A. Radovancich","1461","1990","2","27",NA,"Argentina","Corrientes","Dep. San Miguel. 12 Km NE de San Miguel. Ea. Toro-y.",NA,"Sufrutice 50-100 cm alt, flores amarillas, frutos maduros marrones.",NA,NA,NA,NA,NA,"-57.588829","-27.993261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-07 11:44:09-03","UFMS","CGMS","59936","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","A.C.M. Cristaldo","A. Pott; V.J. Pott","16039","2011","02","12",NA,"Brasil","Mato Grosso do Sul","Fazenda Santa Cláudia, próximo ao Rio Sucuriú.",NA,"Papilionoideae. Flor ausente. Fruto preto. Habitat: Cerradão com espécies de floresta ripária em borda de lagoa marginal. Solo arenoso. Relevo quase plano. Habito: Subarbusto, 1,20 m de altura. Esparso.","CGMS1089838",NA,"Inocência","324","324","-52.1305556","-20.0330556","-52,1305556","-20,0330556","2017","04","03",NA,NA,NA,NA,NA,NA,NA
"21","2021-04-07 11:44:09-03","UFMS","CGMS","50789","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"Josiane F. Santos; A.L.B. Sartori; A.C.M. Cristaldo; P.R.de Souza; G.P. Nunes; G.A. Amador","79","2002","02","08",NA,"Brasil","Mato Grosso do Sul","Reserva Embrapa - CNPGC.",NA,"Papilionoideae.Botões amarelados. Fruto maduro amarronzado. Habitat: Cerrado. Solo arenoso. Relevo levemente ondulado. Raro. Habito: Subarbusto. 40cm de altura.","CGMS1080771",NA,"Campo Grande","462","462","-54.51","-20.4236111","-54,51","-20,4236111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-07 11:44:09-03","UFMS","CGMS","28918","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"R.B. Caboco; A. Sciamarelli","9","2009","04","18",NA,"Brasil","Mato Grosso do Sul","Parque Estadual das Várzeas do Rio Ivinhema.",NA,"Papilionoideae. Flores amarelas. Frutos imaturos. Habitat: Beira da estrada próximo à base, brejos nas laterais do parque. Habito: Subarbusto.","CGMS1058377",NA,"Entre Taquarussu, Jateí e Naviraí",NA,NA,"-53.7186111","-22.9294445","-53,7186111","-22,9294445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-07 11:44:09-03","UFMS","CGMS","59234","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","A.C. Cristaldo","C.S. Souza; C. Aoki; J.H.F. Dargas; A.C. Araújo","233","2015","01","20",NA,"Brasil","Mato Grosso do Sul","Base de Estudos do Pantanal.",NA,"FaboideaeFlor amarela. Habitat: Áreas de Canjiqueiral, Paratudal e Mata Ciliar dentro do Pantanal do Miranda e Abobral. Habito: Subarbusto.","CGMS1089150",NA,"Corumbá","250","250","-57.0308334","-19.6044444","-57,0308334","-19,6044444","2017","01","26",NA,NA,NA,NA,NA,NA,NA
"24","2021-04-07 11:44:09-03","UFMS","CGMS","28919","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"R.B. Caboco; A. Sciamarelli","10","2009","04","18",NA,"Brasil","Mato Grosso do Sul","Parque Estadual das Várzeas do Rio Ivinhema.",NA,"Papilionoideae. Flores amarelas. Frutos imaturos. Habitat: Beira da estrada próximo à base, brejos nas laterais do parque. Habito: Subarbusto.","CGMS1058378",NA,"Entre Taquarussu, Jateí e Naviraí",NA,NA,"-53.7186111","-22.9294445","-53,7186111","-22,9294445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:44:09-03","UFMS","CGMS","56471","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","A.C.M. Cristaldo","A. Pott; V.J. Pott","13630","2005","11","15",NA,"Brasil","Mato Grosso","Fazenda São João Lisito, próximo a Fazenda Santa Cecília, sub-região de Cáceres, Pantanal.",NA,"Papilionoideae. Flor amarela. Fruto não observado. Habitat: Cerrado com Curatella americana e Elionurus muticus. Solo arenoso. Relevo plano. Habito: Subarbusto. 80cm de altura.","CGMS1086429",NA,"Cáceres",NA,NA,"-58.1027778","-16.5169445","-58,1027778","-16,5169445","2009","04","17",NA,NA,NA,NA,NA,NA,NA
"26","2021-04-07 11:44:09-03","UFMS","CGMS","28891","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"Z.V. Pereira; S. F. Luft; R. B. Caboco; C. Gomes","34","2005","03","12",NA,"Brasil","Mato Grosso do Sul","Parque Estadual das Várzeas do Rio Ivinhema.",NA,"Papilionoideae. Flores amarelas. Habitat: Beira da estrada. Habito: Subarbusto.","CGMS1058297",NA,"Entre Taquarussu, Jateí e Naviraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:44:09-03","UFMS","CGMS","10497","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","A.C.M. Cristaldo","R.S. de Arruda","242","1997","11","04",NA,"Brasil","Mato Grosso do Sul","Capão 37. Pantanal de Miranda/Abobral.",NA,"Papilionoideae. Habitat: Pantanal. Solo arenoso. Habito: Arbusto.","CGMS1039791",NA,"Corumbá","118","118","-57.6533333","-19.0091667","-57,6533333","-19,0091667","2007","06","11",NA,NA,NA,NA,NA,NA,NA
"28","2021-04-07 11:44:09-03","UFMS","CGMS","68653","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","R. Vanni","A. Pott","5690","1990","10","15",NA,"Brasil","Mato Grosso do Sul","Fazenda Nhumirim (Embrapa), Reserva Biológica, Nhecolândia, Pantanal.",NA,"Papilionoideae. Fruto preto. Próximo à divisa e lagoa 83, junto à trilha. Habitat: Borda de cerradão/mata. Solo arenoso (podzol hidromórfico). Relevo convexo, não alagável. Habito: Arbusto, 1,0-2,0 m de altura. Mancha rala, ocasional","CGMS1101611",NA,"Corumbá","90","90","-56.65","-18.9833333","-56,65","-18,9833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-07 11:44:09-03","UFMS","CGMS","52922","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","A.C.M. Cristaldo","A. Pott; V.J. Pott","14277","2006","12","12",NA,"Brasil","Mato Grosso do Sul","2 km NW da Sede do Parque Estadual das Várzeas do Rio Ivinhema.",NA,"Papilionoideae. Flor amarela. Habitat: Vegetação secundária em pastagem de Brachiaria spp. em área de floresta aluvial. Solo arenoso. Relevo barranco fluvial. Frequente. Habito: Subarbusto. 0,60 m de altura.","CGMS1082891",NA,"Jateí","226","226","-53.6522222","-22.9083333","-53,6522222","-22,9083333","2016","01","06",NA,NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:44:09-03","UFMS","CGMS","68636","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","A.C.M. Cristaldo","A. Pott; V.J. Pott","11057","2003","05","08",NA,"Brasil","Mato Grosso do Sul","Reserva Acurizal, Serra do Amolar, borda oeste do Pantanal.",NA,"Papilionoideae. Flor amarela. Habitat: Campo cerrado mal drenado (campina). Solo areno-siltoso, hidromórfico. Relevo plano. Habito: Subarbusto.","CGMS1101594",NA,"Corumbá","100","100","-57.5552778","-17.8616667","-57,5552778","-17,8616667","2007","08","18",NA,NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:44:09-03","UFMS","CGMS","36929","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","A.C.M. Cristaldo","P.I. Martins; M.B. Santos","37","2012","12","16",NA,"Brasil","Mato Grosso do Sul","Estância Betânia.",NA,"Papilionoideae. Flor ausente. Fruto escuro. Habitat: Cerrado. Mata ciliar (borda). Solo argiloso arenoso. Relevo plano. Frequente. Habito: Subarbusto. 1,70 m de altura.","CGMS1066343",NA,"Aquidauana",NA,NA,"-55.8166667","-20.4619444","-55,8166667","-20,4619444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:44:09-03","UFMS","CGMS","8663","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","A.C.M. Cristaldo","Alunos de Biologia",NA,"1999","05","28",NA,"Brasil","Mato Grosso do Sul","Câmpus UFMS.",NA,"Papilionoideae. Flor amarela. Cultivada.","CGMS1015075",NA,"Campo Grande",NA,NA,"-54.6","-20.5","-54,6","-20,5","2013","05","20",NA,NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:44:09-03","UFMS","CGMS","56478","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","A.C.M. Cristaldo","V.J. Pott; A. Pott","9259","2007","05","20",NA,"Brasil","Mato Grosso do Sul","Estância Ecológica Nhumirim (Reserva da Embrapa Pantanal), Nhecolândia, Pantanal.",NA,"Papilionoideae. Flor amarela. Fruto castanho. Habitat: Campo cerrado. Solo arenoso. Relevo plano. Ocasional. Habito: Erva. 1,00 - 1,20 m de altura.","CGMS1086436",NA,"Corumbá","97","97","-56.6288889","-18.9733334","-56,6288889","-18,9733334","2016","10","05",NA,NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:44:09-03","UFMS","CGMS","8476","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","549","1999","04","12",NA,"Brasil","Mato Grosso do Sul","Margem direita do Rio Paraná.",NA,"Papilionoideae. Frutos pilosos. Habitat: No brejo. Campo com ilhas de vegetação com representantes de cerrado. Habito: Arbusto. 1,00m de altura.","CGMS1015076",NA,"Bataguassu",NA,NA,"-52.2777778","-21.6438889","-52,2777778","-21,6438889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-07 11:44:09-03","UFMS","CGMS","31360","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","A.C.M. Cristaldo","T.H.D. Leandro; W.S. Arruda; S. Zacharias","126","2010","11","28",NA,"Brasil","Mato Grosso do Sul","RPPN Acurizal: Riacho Fundão - Reserva Ecotrópica.",NA,"Papilionoideae. Habitat: Campo sujo alagável. Habito: Arbusto. 2,00m de altura.","CGMS1060791",NA,"Corumbá",NA,NA,"-57.55","-17.8772223","-57,55","-17,8772223","2011","12","26",NA,NA,NA,NA,NA,NA,NA
"36","2021-04-07 11:44:09-03","UFMS","CGMS","56534","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"Josiane F. Santos; A.L.B. Sartori; A.C.M. Cristaldo","94","2002","01","29",NA,"Brasil","Mato Grosso do Sul","Reserva Embrapa - CNPGC.",NA,"Papilionoideae. Flor amarelaFruto imaturo verde Habitat: Cerrado. Solo latossolo. Habito: Arbusto","CGMS1086493",NA,"Campo Grande","573","573","-54.6855555","-20.4216667","-54,6855555","-20,4216667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-07 11:44:09-03","UFMS","CGMS","34261","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","U.M.Resende","A.C. Araújo; R.S. Arruda","748","2000","01","16",NA,"Brasil","Mato Grosso do Sul","Fazenda Xaraés, Pantanal.",NA,"Papilionoideae. Flor amarela. Capão 37 - borda. 21K 0498084 e UTM 7847347 Habitat: Capão. Habito: Erva.","CGMS1063657",NA,"Corumbá",NA,NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA
"38","2021-04-07 11:44:09-03","UFMS","CGMS","10487","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","A.C.M. Cristaldo","R.S. de Arruda","242","1997","11","04",NA,"Brasil","Mato Grosso do Sul","Pantanal de Miranda e Abobral. Capão 37.",NA,"Papilionoideae. Habitat: Solo arenoso. Habito: Arbuisto","CGMS1039782",NA,"Corumbá",NA,NA,"-57.6533012390137","-19.0091991424561",NA,NA,"2007","06","11",NA,NA,"295160","auto",NA,NA,NA
"39","2019-08-20 10:13:29-03","UNICAMP","UEC","100396","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","Fortuna-Perez, AP","Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","97-01","1997","01","13",NA,"Brazil","São Paulo","Rod. Anhanguera, km 233, em lago.",NA,"fruto","UEC004812","UEC004812","Porto Ferreira",NA,NA,"-47.4700012207031","-21.8500003814697",NA,NA,"2012","11",NA,NA,NA,"13859","auto",NA,NA,NA
"40","2019-11-06 09:55:32-03","UFOP","OUPR","27210","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","Fortuna-Perez, A.P.","Faria, A.D.; Matsumoto, K.; Aona, L.Y.S.; Galvão, J.C. & Belinello, R.","97/01","1997","01","13",NA,"Brasil","São Paulo","Rod. Anhanguera, km 233, em lago",NA,NA,NA,NA,"Porto Ferreira",NA,NA,"-47.4700012207031","-21.8500003814697",NA,NA,"2014",NA,NA,NA,NA,"13859","auto",NA,NA,NA
"41","2020-12-21 16:26:29-03","MBM","MBM","202035","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli",NA,"Pedersen, T.M.","15972",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Tacuru",NA,NA,"MBM202035","MBM202035","Tacuru",NA,NA,"-55.0158004760742","-23.6324996948242",NA,NA,NA,NA,NA,NA,NA,"36822","auto",NA,NA,NA
"42","2020-12-21 16:26:29-03","MBM","MBM","260289","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","Fortunato, R.H.","Pott, A.","5690","1990","02","15","Southern America","Brazil","Mato Grosso do Sul","Reserva Biológica da Fazenda Nhumirim, Embrapa, pantanal",NA,"Arbusto, 1-2m, fruto preto. Borda de cerradão-mata. Solo arenoso (podzol hidromórfico) plano-convexo, não alagável","MBM260289","MBM260289","Corumbá","90","90","-57.6533012390137","-19.0091991424561",NA,NA,"2009",NA,NA,NA,NA,"295160","auto",NA,NA,NA
"43","2020-12-21 16:26:29-03","MBM","MBM","280815","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","platycarpon","Eriosema platycarpon","Micheli","Fortunato, R.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74821","2003","03","17","Southern America","Brazil","Mato Grosso do Sul","Agachi, Rio Agachi",NA,NA,"MBM280815","MBM280815","Miranda",NA,NA,"-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA
