"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","typeStatus","imagecode","identifiedBy","county","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"48","2021-03-31 13:35:11-03","MN","R","115221","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Schwacke, C.A.W",NA,"1887","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-31 13:35:11-03","MN","R","219604","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Korte, A.","482","2009","10","15",NA,"Brasil","Santa Catarina",NA,"-49.320833","-27.271667","458",NA,NA,"R010014724",NA,NA,"Oliveira, A.A.","Presidente Nereu","458","2010","01","25","49°19'15''W","27°16'18''S",NA,NA,NA,NA,NA,NA
"50","2021-03-31 13:35:11-03","MN","R","219605","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Ducke, W.A.; Kuhlmann, J.G.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"R010014725",NA,NA,"Kuhlmann, J.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-31 13:35:11-03","MN","R","23945","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Mosén, C.W.H.","4259","1875","12","05",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Ex Herb. Brasil Regnellian. Musei bot. Stockholm. Número 4259",NA,NA,NA,"Kuhlmann, J.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-04-02 18:54:33-03","MN","R","26971","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.",NA,"176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inspectoria Florestal: Estrada de Ferro Central do Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-31 13:35:11-03","MN","R","76782","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Woodson Jr., R.E.",NA,NA,"1954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-01-14 15:20:37-03","MN","R","12086","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Glaziou, A.F.M.","6636","1873","08","16",NA,"Brasil","Rio de Janeiro","São Cristóvão","-43.2075004577637","-22.9027996063232",NA,NA,"Plantas do Brasil Central","R000012086",NA,"R000012086_001 R000012086_002",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"55","2019-07-26 11:39:22-03","IPA","IPA","55146","S","Plantae","Plantae",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Hoehne, W.","55146","1945","09","27","Southern America","Brasil","São Paulo","Jardim da Luz","-46.6300010681152","-23.5400009155273",NA,NA,"Árvore 6-8m, com 20-30cm diâmetro. Cauliflora.","IPA0055146",NA,NA,"Hoehne, W.","São Paulo",NA,"1945",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"56","2019-08-27 13:34:13-03","IAP","PACA-AGP","115677","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Uller, H. F.","236","2011","09","22",NA,"Brasil","SC","Escola Agrícola","-49.090556","-26.8875",NA,NA,"DAP: 25cm; apresenta formato piramidal, com ramos desde os 2 m de altura; altural: 7m; cor/flor: creme. Habitat: Floresta Ombrófila Densa Hábito: árvore","PACA115677",NA,NA,"Uller, H. F.","Blumenau",NA,"2011","09","22","49°05'26,00W","26°53'15,00S",NA,NA,"Magnoliopsida",NA,NA,NA
"57","2020-12-20 21:15:28-03","UFV","VIC","14709","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Triângulo Mineiro, Mata de Furnas.",NA,NA,NA,NA,NA,"VIC014709",NA,"VIC014709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-20 21:15:28-03","UFV","VIC","14881","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Mota, A.L.P.; et al.","347",NA,NA,NA,NA,"Brasil","Minas Gerais","Triângulo Mineiro, Mata de Galeria Fazenda Barreiro.",NA,NA,NA,NA,NA,"VIC014881",NA,"VIC014881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-20 21:15:28-03","UFV","VIC","530","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","s.col.","s.n.","1930","06","14",NA,"Brasil","Minas Gerais",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC000530",NA,"VIC000530",NA,"Viçosa",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA
"60","2019-11-21 14:30:21-03","UFJF","CESJ","X-108","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","?","s.n.",NA,NA,NA,"América do Sul","Brasil","São Paulo","Museu Florestal",NA,NA,NA,NA,"Nome vulgar: Guatambú-amarelo.Arvore com12-30m.","CESJ00X108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:30:21-03","UFJF","CESJ","32341","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","J.R. Stehmann","s.n.","1997","08","07","América do Sul","Brasil","Minas Gerais","Campus da UFMG","-43.937801361084","-19.9207992553711",NA,NA,"Árvore, ca. 6m. Flores amarelas.","CESJ032341",NA,"CESJ032341","J.A. Lombardi; J.R. Stehmann","Belo Horizonte",NA,"1997","08",NA,NA,NA,"17082","auto",NA,NA,NA,NA
"62","2019-11-21 14:30:21-03","UFJF","CESJ","32357","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","A. Salino","3264","1997","07","20","América do Sul","Brasil","Minas Gerais","Vale do Peruaçu, Mata ciliar do rio, a caminho do janelão. 15 07'23'' S e 44 14'34'' W.","-44.3616981506348","-15.4881000518799",NA,NA,"Árvore, com mais de 10m de alt. folhas cartáceas, flores creme com cálice marrom.","CESJ032357",NA,"CESJ032357","J.A. Lombardi; L.G.Temponi","Januária",NA,"1999","03","08",NA,NA,"148972","auto",NA,NA,NA,NA
"63","2019-08-20 10:03:08-03","UNICAMP","UEC","101583","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Salino, A","3264","1997","07","20",NA,"Brazil","Minas Gerais","Vale do rio Peruaçu, mata ciliar do rio,","-44.242778","-16.208333",NA,NA,"flor, Árvore com mais de 10 m de altura, folhas cartáceas, flores creme com cálice marrom.","UEC109332",NA,"UEC109332","Marcondes-Ferreira, W","Januária",NA,"2015","05",NA,"-44.242778","-16.208333",NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:21:45-03","UNICAMP","UEC","194514","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Pires, TP; Silva, BG","81","2016","10","11",NA,"Brazil","São Paulo","Serra do Japi","-47.604536","-23.385372","916",NA,"Hábito arbóreo, 8 m de altura, látex no ramo, sombra parcial, meio seco.; Floresta Estacional Semidecidual","UEC131800",NA,"UEC131800 UEC131800_v01 UEC131800_v02","Castello, ACD","Jundiaí","916","2016","10","11","-47.604536","-23.385372",NA,NA,NA,NA,NA,NA
"65","2019-08-20 10:03:08-03","UNICAMP","UEC","136980","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Santos, K","24","1996","08","24",NA,"Brazil","São Paulo","Sousas, Mata Ribeirão Cachoeira. Floresta Estacional semidecidual. Interior de mata.","-46.932778","-22.836944",NA,NA,"Árvore, 22 m. de altura, PAP 112cm. Frutos velhos, botões jovens, planta quase totalmente desprevida de folhas.","UEC109337",NA,"UEC109337","Marcondes-Ferreira, W","Campinas",NA,"2015","05",NA,"-46.932778","-22.836944",NA,NA,NA,NA,NA,NA
"66","2019-08-20 10:03:08-03","UNICAMP","UEC","136981","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Santos, K","75","1996","10","04",NA,"Brazil","São Paulo","Sousas, Mata Ribeirão Cachoeira. Floresta Estacional semidecidual. Interior de mata.","-46.932778","-22.836944",NA,NA,"Árvore, 15 m. de altura, PAP 83 cm. Flores amarelas.","UEC109338",NA,"UEC109338","Marcondes-Ferreira, W","Campinas",NA,"2015","05",NA,"-46.932778","-22.836944",NA,NA,NA,NA,NA,NA
"67","2020-02-10 17:49:24-03","UNICAMP","UEC","168772","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Sims; Melis, J van","1274","2008","08",NA,NA,"Brazil","São Paulo","Mata Ribeirão Cachoeira.","-47.535186","-23.368519","650",NA,NA,"UEC007855",NA,"UEC007855","Marcondes-Ferreira, W","Campinas","760","2015","07",NA,"-47.535186","-23.368519",NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:21:45-03","UNICAMP","UEC","167294","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Santos, K; Belinello, R","703","1999","11","29",NA,"Brazil","São Paulo","Mata Ribeirão Cachoeira (Área C3); área total : 244,9 ha., Floresta estacional semidecidual.","-46.916667","-22.816667","756",NA,"Árvore decídua, anemocórica; cortéx rugoso, madeira moderamente pesada; altura total: 9 m; altura do fuste: 7,5 m; PAP: 40 cm.","UEC091275",NA,"UEC091275","Marcondes-Ferreira, W","Campinas","756","2015","05",NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:21:45-03","UNICAMP","UEC","167296","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Santos, K; Belinello, R","1856","2000","06","10",NA,"Brazil","São Paulo","Mata da Fazenda Santana do Atalaia (Fragmento M4); área total : 25,2 ha., Floresta estacional semidecidual.","-46.883333","-22.8","733",NA,"Árvore decídua, anemocórica; cortéx rugoso, madeira moderamente pesada; altura total: 9 m; altura do fuste: 8 m; PAP: 36 cm. 76-100 % da copa infestada por lianas.","UEC091274",NA,"UEC091274","Marcondes-Ferreira, W","Campinas","733","2015","05",NA,"-46.883333","-22.8",NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:21:45-03","UNICAMP","UEC","167297","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Santos, K; Belinello, R","440","1999","09","28",NA,"Brazil","São Paulo","Mata do Macucu (Fragmento G1); área total : 41,8 ha., Floresta estacional semidecidual.","-46.933333","-22.783333","739",NA,"Árvore decídua, anemocórica; cortéx rugoso, madeira moderamente pesada; altura total: 14 m; altura do fuste: 9 m; PAP: 71 cm. 01-25 % da copa infestada por lianas.","UEC091271",NA,"UEC091271","Marcondes-Ferreira, W","Campinas","739","2015","05",NA,"-46.933333","-22.783333",NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:21:45-03","UNICAMP","UEC","167298","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Santos, K; Belinello, R","370","1999","08","03",NA,"Brazil","São Paulo","Mata Ribeirão Cachoeira (Área C1); área total : 244,9 ha., Floresta estacional semidecidual.","-46.916667","-22.816667","653",NA,"Árvore decídua, anemocórica; cortéx rugoso, madeira moderamente pesada; altura total: 9 m; altura do fuste: 6 m; PAP: 96 cm.","UEC091272",NA,"UEC091272","Marcondes-Ferreira, W","Campinas","653","2015","05",NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:21:45-03","UNICAMP","UEC","167412","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Santos, K; Belinello, R","2923","2000","08","15",NA,"Brazil","São Paulo","Mata da Fazenda Capoeira Grande (Fragmento M1); área total: 19,9 ha., floresta estacional semidecidual.","-46.9","-22.866667","885",NA,"Árvore decídua, anemocórica; córtex rugoso, madeira moderadamente pesada; altura total: 8 m; altura do fuste: 5 m; PAP: 40 cm. 01-25% da copa infestada por lianas.","UEC091279",NA,"UEC091279","Marcondes-Ferreira, W","Campinas","885","2015","05",NA,"-46.9","-22.866667",NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:21:45-03","UNICAMP","UEC","167413","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Santos, K; Belinello, R","2163","2000","06","16",NA,"Brazil","São Paulo","Mata da Fazenda Santa Helena (Fragmento P1); área total: 12,4 ha., floresta estacional semidecidual.","-46.9","-22.9","887",NA,"Árvore decídua, anemocórica; córtex rugoso, madeira moderadamente pesada; altura total: 14 m; altura do fuste: 10 m; PAP: 58 cm.","UEC091278",NA,"UEC091278","Marcondes-Ferreira, W","Campinas","887","2015","05",NA,"-46.9","-22.9",NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:21:45-03","UNICAMP","UEC","168973","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Vieira, LT","270","2006","06","15",NA,"Brazil","São Paulo","Souzas, Mata Ribeirão Cachoeira, Floresta Estacional Semidecídua.","-46.916667","-22.833333","700",NA,"Indivíduojovem de árvore com folhas cotiledonais.","UEC040418",NA,"UEC040418","Vieira, LT","Campinas","700",NA,NA,NA,"-46.916667","-22.833333",NA,NA,NA,NA,NA,NA
"75","2019-08-20 10:03:08-03","UNICAMP","UEC","46042","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Gentry, AH; Vieira, MC; Calos, A","59185","1987","09","08",NA,"Brazil","Minas Gerais","Fazenda Lagoa","-46.25","-21.416667",NA,NA,"fruto, Tree 30 m, flowers white, fruits brown, base of trunk somewhat fluted and twisted. Alt: 800 m.","UEC109346",NA,"UEC109346","Marcondes-Ferreira, W","Monte Belo",NA,"2015","05",NA,"-46.25","-21.416667",NA,NA,NA,NA,NA,NA
"76","2019-08-20 10:03:08-03","UNICAMP","UEC","101584","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Stehmann, JR","s.n.","1997","08","07",NA,"Brazil","Minas Gerais","Cultivada no campus da UFMG","-43.937801361084","-19.9207992553711",NA,NA,"flor, Árvore ca. 6 m de altura. Flores amarelas.","UEC109340",NA,"UEC109340","Marcondes-Ferreira, W","Belo Horizonte",NA,"2015","05",NA,NA,NA,"17082","auto",NA,NA,NA,NA
"77","2019-08-20 10:03:08-03","UNICAMP","UEC","150569","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Morokawa, R","226","2008","09","06",NA,"Brazil","Minas Gerais","Vão dos Cândidos, mata da Replanta","-46.3657989501953","-20.2453002929688",NA,NA,"Árvore, flores e frutos caídos no chão","UEC109681",NA,"UEC109681","Marcondes-Ferreira, W","São Roque de Minas",NA,"2015","05",NA,NA,NA,"57119","auto",NA,NA,NA,NA
"78","2019-08-20 10:03:08-03","UNICAMP","UEC","77305","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Toledo Filho, DV; Bertoni, JEA","25964","1990","12","17",NA,"Brazil","São Paulo","Reserva Estadual de Águas da Prata.","-46.7099990844727","-21.9300003051758",NA,NA,"estéril, Árvore 12 a 15 m. Interior da mata. Ramos com folhas.","UEC109343",NA,"UEC109343","Marcondes-Ferreira, W","Águas da Prata",NA,"2015","05",NA,NA,NA,"13435","auto",NA,NA,NA,NA
"79","2019-08-20 10:03:08-03","UNICAMP","UEC","46826","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Salis, SM; Joly, CA; Lieberg, SA","19228","1986","10","08",NA,"Brazil","São Paulo","Mata ciliar do Rio Jacaré - Pepira Mirim","-48.1199989318848","-22.2800006866455",NA,NA,"estéril, Árvore com 11 m.","UEC109336",NA,"UEC109336","Marcondes-Ferreira, W","Brotas",NA,"2015","05",NA,NA,NA,"26585","auto",NA,NA,NA,NA
"80","2019-08-20 10:03:08-03","UNICAMP","UEC","145065","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Cielo-Filho, R","363","2001","09","17",NA,"Brazil","São Paulo","Distrito de Souzas, Mata Ribeirão Cachoeira. Condomínio Colinas do Atibaia.","-47.060001373291","-22.8999996185303",NA,NA,"Árvore com aproximadamente 12 m de altura, casa lisa, flores amarelas.","UEC109349",NA,"UEC109349","Marcondes-Ferreira, W","Campinas",NA,"2015","05",NA,NA,NA,"23900","auto",NA,NA,NA,NA
"81","2019-08-20 10:03:08-03","UNICAMP","UEC","62692","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Bernacci, LC","25733","1990","06","15",NA,"Brazil","São Paulo","Fazenda São Vicente. Mata mesófila semid","-47.060001373291","-22.8999996185303",NA,NA,"estéril, Árvore ca. 10 m de altura. Material vegetativo. Interior da mata.","UEC109339",NA,"UEC109339","Marcondes-Ferreira, W","Campinas",NA,"2015","05",NA,NA,NA,"23900","auto",NA,NA,NA,NA
"82","2019-08-20 10:03:08-03","UNICAMP","UEC","50290","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Leitão Filho, HF; Morellato, LPC","20753","1988","09","20",NA,"Brazil","São Paulo","Remanescente da mata da Reserva Floresta","-47.060001373291","-22.8999996185303",NA,NA,"flor, Árvore de até 12 m . Flores cremes.","UEC109335",NA,"UEC109335","Marcondes-Ferreira, W","Campinas",NA,"2015","05",NA,NA,NA,"23900","auto",NA,NA,NA,NA
"83","2019-08-20 10:03:08-03","UNICAMP","UEC","84211","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Durigan, G; Metzger, JP","35062","1993","11","09",NA,"Brazil","São Paulo","Fazenda São Carlos e Fazenda Santa Gertr","-48.310001373291","-22.1000003814697",NA,NA,"estéril, Árvore, material estéril.","UEC109334",NA,"UEC109334","Marcondes-Ferreira, W","Dourado",NA,"2015","05",NA,NA,NA,"13775","auto",NA,NA,NA,NA
"84","2019-08-20 10:03:08-03","UNICAMP","UEC","67016","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Souza, HM","s.n.","1971","09","28",NA,"Brazil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"flor, Árvore de 10 m. Flores creme, floresce em setembro - outubro.","UEC109342",NA,"UEC109342","Marcondes-Ferreira, W","Piracicaba",NA,"2015","05",NA,NA,NA,"44778","auto",NA,NA,NA,NA
"85","2019-08-20 10:03:08-03","UNICAMP","UEC","128654","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Robles, FA","150","1989","05","15",NA,"Brazil","São Paulo","Parque da ESALQ-USP","-47.6399993896484","-22.7199993133545",NA,NA,"flor, Árvore de 15 m de altura, flores amarelas, fruto tipo folículo. Nome vulgar: guatambu.","UEC109347",NA,"UEC109347","Marcondes-Ferreira, W","Piracicaba",NA,"2015","05",NA,NA,NA,"44778","auto",NA,NA,NA,NA
"86","2021-03-01 16:21:45-03","UNICAMP","UEC","95436","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Zandoval, JA","36","1985","09","11",NA,"Brazil","São Paulo","Parque da ESALQ-USP, PARQUE DA ESALQ-USP","-47.6399993896484","-22.7199993133545",NA,NA,"N.V. Guatambú&nf;flores amarelas, com botões","UEC109341",NA,"UEC109341","Marcondes-Ferreira, W","Piracicaba",NA,"2015","05",NA,NA,NA,"44778","auto",NA,NA,NA,NA
"87","2019-08-20 10:03:08-03","UNICAMP","UEC","95437","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Grossi, F","s.n.","1987","07","24",NA,"Brazil","São Paulo","Parque da ESALQ-USP, PARQUE DA ESALQ-USP","-47.6399993896484","-22.7199993133545",NA,NA,NA,"UEC109345",NA,"UEC109345","Marcondes-Ferreira, W","Piracicaba",NA,"2015","05",NA,NA,NA,"44778","auto",NA,NA,NA,NA
"88","2019-08-20 10:03:08-03","UNICAMP","UEC","32802","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Hoehne, W","s.n.","1945","09","27",NA,"Brazil","São Paulo","Jardim da Luz","-46.6300010681152","-23.5400009155273",NA,NA,"esteril, Árvore de 6-8 m. com 20-30cm de diâmetro. Cauliflora. guatambu.","UEC109344",NA,"UEC109344","Marcondes-Ferreira, W","São Paulo",NA,"2015","05",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"89","2020-10-14 09:58:18-03","FURB","FURB","18965","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","847","2009","12","10",NA,"Brasil","Santa Catarina",NA,"-49.0477777","-26.1925","576",NA,NA,"FURB14770",NA,"FURB14770","Sobral, M","Joinville","576","2010","01","25","-49.0477777","-26.1925000",NA,NA,NA,NA,NA,NA
"90","2020-10-14 09:58:18-03","FURB","FURB","19555","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Korte, A.; Kniess, A.","482","2009","10","15",NA,"Brasil","Santa Catarina","Braço Thieme.","-49.3208334","-27.2716667","458",NA,"Fito IFFSC 465 /L/78 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: árvore; flor esverdeada","FURB14769",NA,"FURB14769","Oliveira, AA de","Presidente Nereu","458","2010","01","25","-49.3208334","-27.2716667",NA,NA,NA,NA,NA,NA
"91","2020-10-14 09:58:18-03","FURB","FURB","20078","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Gasper, A.L. de; Dreveck, S. & Brogni, E.","2507","2008","04","07",NA,"Brasil","Santa Catarina","Morro do Taió.","-50.04","-26.73","765",NA,"Fito IFFSC 796 /S/22 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB14768",NA,"FURB14768","Sobral, M","Santa Terezinha","765","2008","08","01","-50.0400000","-26.7300000",NA,NA,NA,NA,NA,NA
"92","2020-10-14 09:58:18-03","FURB","FURB","30002","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2044","2010","05","06",NA,"Brasil","Santa Catarina","Serra Dona Francisca.","-49.0477777","-26.1925","576",NA,"Florística IFFSC e1048b (Arbórea) - forófito 3 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB14767",NA,"FURB14767","Sobral, M","Joinville","576","2010","08","15","-49.0477777","-26.1925000",NA,NA,NA,NA,NA,NA
"93","2020-10-14 09:58:18-03","FURB","FURB","36478","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Uller, H.F.","236","2011","09","22",NA,"Brasil","Santa Catarina","Escola Agrícola.","-49.0905555","-26.8875",NA,NA,"DAP: 25cm. apresenta formato piramidal, com ramos desde os 2 m de altura Habitat: Floresta Ombrófila Densa; Habito: árvore; flor creme","FURB14766",NA,"FURB14766","Uller, HF","Blumenau",NA,"2011","09","22","-49.0905555","-26.8875000",NA,NA,NA,NA,NA,NA
"94","2020-10-14 09:58:18-03","FURB","FURB","36566","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Dallabona, G.",NA,"2010","06","13",NA,"Brasil","Santa Catarina","Rua Guilherme Marquardt (próximo a rodovia estadual SC/417).","-49.2836111","-26.7580556","84",NA,"Divisa com Rio dos Cedros Habitat: Floresta Ombrófila Densa; floresta Habito: arbórea;","FURB00514",NA,"FURB00514 FURB00514_1","Oliveira, AA de","Timbó","84","2010",NA,NA,"-49.2836111","-26.7580556",NA,NA,NA,NA,NA,NA
"95","2020-10-14 09:58:18-03","FURB","FURB","46672","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Oliveira, A.A. de","1335","2015","03","20",NA,"Brasil","Santa Catarina","Morro do Taió.","-50.04","-26.73","765",NA,"Regeneração IFFSC 796 /L/40 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB14765",NA,"FURB14765","Oliveira, AA de","Santa Terezinha","765","2015","03","20","-50.0400000","-26.7300000",NA,NA,NA,NA,NA,NA
