"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","relatedCatalogItem"
"13","2019-11-13 11:19:36-03","USP","SPF","181470","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum","Peyr.","Jara, A","Borges, RAX","694","2007","01","23",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita","-39.565278","-15.391667",NA,NA,"SPF00181470",NA,"835","835","2012",NA,NA,"-39.565278","-15.391667",NA,NA,NA,NA,NA,NA
"14","2019-10-07 09:30:14-03","UEFS","HUEFS","39562","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum","Peyr.",NA,"Thomas, W.W.","9950","1993","10","17",NA,"Brasil","Bahia","Uruçuca","7,3 km north of Serra Grande on road to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.016667","-14.416667",NA,"Southern Bahian moist forest.","HUEFS0039562","HUEFS0039562",NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,"Rosanae",NA,NA,NA
"15","2019-10-07 09:30:14-03","UEFS","HUEFS","44841","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum","Peyr.","M.I.B.Loiola","Oliveira, R.P.","547","2000","05","05",NA,"Brasil","Bahia","Ituberá","estrada para a praia de Prati Gi, ca. 1km do entroncamento.","-39.117778","-13.672222",NA,"Borda da mata.","HUEFS0044841","HUEFS0044841","20","20","2012","06",NA,"39W7'4''","13S40'20''",NA,NA,"Rosanae",NA,NA,NA
"16","2019-10-07 09:30:14-03","UEFS","HUEFS","2613","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum","Peyr.",NA,"Mattos-Silva, L.A.","1662","1983","03","08",NA,"Brasil","Bahia","Canavieiras",NA,"-38.9472007751465","-15.6750001907349",NA,NA,"HUEFS0002613","HUEFS0002613",NA,NA,NA,NA,NA,NA,NA,"48203","auto","Rosanae",NA,NA,NA
"17","2019-10-07 09:30:14-03","UEFS","HUEFS","5665","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum","Peyr.","M.I.B.Loiola","Carvalho, A.M.de","1195","1982","04","19",NA,"Brasil","Bahia","Porto Seguro",NA,"-39.0647010803223","-16.4496994018555",NA,NA,"HUEFS0005665","HUEFS0005665",NA,NA,"2005","06",NA,NA,NA,"68835","auto","Rosanae",NA,NA,NA
"18","2019-09-04 17:26:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,NA,"L. Riedel","636","1822","2",NA,"South America","Brazil","Bahia",NA,"Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA
"19","2019-09-04 17:26:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,NA,"L. Riedel","636","1822","2",NA,"South America","Brazil","Bahia",NA,"Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA
"20","2019-01-23 10:58:28-02","F","FMNH-SEEDPLANTS","V0055649F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,NA,"L. Riedel","636","1822","2",NA,"South America","Brazil","Bahia",NA,"Ilhéus",NA,NA,NA,NA,"V0055649F","V0055649F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA
"21","2015-03-13 19:07:26-03","F","FMNH-SEEDPLANTS","V0269186F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,NA,"L. A. Mattos Silva & T. S. dos Santos","1666","1983","3","8","South America","Brazil","Bahia",NA,"Canavieiras, 26 Km da Rod. Canavieiras/Una",NA,NA,NA,NA,"V0269186F","V0269186F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"22","2015-03-13 19:07:26-03","F","FMNH-SEEDPLANTS","V0269187F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,NA,"A. M. de Carvalho et al.","1195","1982","4","19","South America","Brazil","Bahia",NA,"Porto Seguro, Estacao Ecologica Pau-brasil. Ceplac. Reg. da Mata Higrofila",NA,NA,NA,NA,"V0269187F","V0269187F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"23","2015-03-13 19:07:26-03","F","FMNH-SEEDPLANTS","V0269188F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,NA,"T. S. dos Santos","455","1969","10","29","South America","Brazil","Bahia",NA,"Ilabuna. Ba. Una Fazenda Sao Rafael",NA,NA,NA,NA,"V0269188F","V0269188F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"24","2017-04-20 13:54:56-03","F","FMNH-SEEDPLANTS","V0354479F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,"RRC ID Flag","L. A. Mattos Silva","1662","1983","3","8","South America","Brazil","Bahia",NA,"Canavieiras, Km 26 da Rod. Canavieiras/Una",NA,NA,NA,NA,"V0354479F","V0354479F_01 V0354479F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"1662",NA
"25","2020-07-23 12:05:27-03","CEPLAC","CEPEC","29449","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,"T. Plowman","A. M. de Carvalho","1195","1982","04","19",NA,"Brasil","Bahia","PORTO SEGURO","Area da ESPAB. CEPLAC.","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0*0'0","0*0'0","68835","auto",NA,NA,NA,"30/12/1983"
"26","2020-07-23 12:05:27-03","CEPLAC","CEPEC","140512","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,"Sem Informação","T. Araújo","90","2012","12","20",NA,"Brasil","Bahia","CAMAMÚ","Ponta do Muta","-38.947778","-13.880278",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W56'52","13S52'49",NA,NA,NA,NA,NA,NA
"27","2020-07-23 12:05:27-03","CEPLAC","CEPEC","116224","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,"Sem Informação","Borges, R.A.X.","694","2007","01","23",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.565278","-15.391667",NA,NA,NA,NA,"835","835",NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA
"28","2020-07-23 12:05:27-03","CEPLAC","CEPEC","128613","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,"T. Araújo","Liuth, H.S.","40","2010","06","24",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita, trilha da fenologia entre os transectos","-39.566111","-15.395833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W33'58","15S23'45",NA,NA,NA,NA,NA,NA
"29","2020-07-23 12:05:27-03","CEPLAC","CEPEC","140513","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,"Sem Informação","T. Araújo","39","2011","02","12",NA,"Brasil","Bahia","ITACARÉ","RPPN Capitão","-39.062222","-14.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W3'44","14S19'12",NA,NA,NA,NA,NA,NA
"30","2020-07-23 12:05:27-03","CEPLAC","CEPEC","87902","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,"P. Fiaschi","J. G. Jardim","1488","1968","05","03",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km percorrendo mais 1,7Km até sede Faz. Teimoso. RPPN Serra do Teimoso.","-39.583333","-15.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,NA,NA,"30/03/2003"
"31","2020-07-23 12:05:27-03","CEPLAC","CEPEC","59775","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,"J. A. Kallunki","W. W. Thomas","9950","1993","10","17",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra rande Rod. P/ Itacaré, Faz.lagoa do Conj. Sta. Cruz.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,"30/04/1998"
"32","2020-07-23 12:05:27-03","CEPLAC","CEPEC","31081","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,"T. Plowman",NA,"1666","1983","03","08",NA,"Brasil","Bahia","CANAVIEIRAS","Km 26 da Rod. Canavieiras/Una.","-38.9472007751465","-15.6750001907349",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0","48203","auto",NA,NA,NA,"26/07/1983"
"33","2020-07-23 12:05:27-03","CEPLAC","CEPEC","31125","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,"T. Plowman","L. A. Mattos-Silva","1662","1983","03","08",NA,"Brasil","Bahia","CANAVIEIRAS","Km 26 da Rod. Canavieiras/Una.","-38.9472007751465","-15.6750001907349",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0","48203","auto",NA,NA,NA,"26/07/1983"
"34","2020-07-23 12:05:27-03","CEPLAC","CEPEC","5299","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,"T. Plowman","T. S. dos Santos","455","1969","10","29",NA,"Brasil","Bahia","UNA","Faz. Sao Rafael.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0*0'99","99*99'99","36070","auto",NA,NA,NA,"01/12/1978"
"35","2020-07-23 12:05:27-03","CEPLAC","CEPEC","78192","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,"T. Araújo","T. G. Bacelar","17","1998","02","18",NA,"Brasil","Bahia","UNA","Faz. São Rafael. Ramal a esquerda, aproxim. A 1Km da sede, rumo ao córrego do Tucum.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,"30/12/2011"
"36","2020-07-23 12:05:27-03","CEPLAC","CEPEC","34952","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum",NA,"T. Plowman","R. Callejas","1772","1983","11","19",NA,"Brasil","Bahia","UNA","Ramal a dir. Km 5 estr. Una/Canavieiras.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,"30/12/1985"
"37","2017-09-11 17:09:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","compressum","Erythroxylum compressum","Peyr.",NA,"Luschnath, B","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Habitat in Brasilia prov. Bahia prope Ilheos in silvis",NA,NA,NA,"Floret mens. Februario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
