"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber"
"11","2016-11-01 14:03:00-02","NY","NYBG","586144","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla",NA,"R. C. Barneby",NA,NA,NA,"L. R. Landrum","1981","12","06","Brazil","Santa Catarina","Itajaí","Playa Brava","-48.58","-26.95",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264329' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586144","NY00586144_01","3986","5","5","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2016-10-28 15:13:00-02","NY","NYBG","00984707","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla",NA,"G. P. Lewis",NA,NA,NA,"A. Sehnem","1967","10","05","Brazil","Santa Catarina",NA,"Peri-Morro- Ilha de SC",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131108' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984707","NY00984707_01","9546",NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","586145","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart","A. E. Burkart",NA,NA,NA,"R. Reitz","1954","07","19","Brazil","Santa Catarina","Luis Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=264332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586145","NY00586145_01","1979","350","350","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:25:11-03","PUCPR","HUCP","21322","S","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) .","Selusniaki, M",NA,NA,NA,"Ariati, V","2010","04","09","Brasil","Paraná","Morretes","Serra da Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,"HUCP00011427","HUCP00011427","414",NA,NA,"Eudicotiledonea",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"15","2019-12-04 15:25:11-03","PUCPR","HUCP","3660","S","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) .","Silva, SM","1986","11","16","Silva, SM; Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha das Cobras","-48.5092010498047","-25.5200004577637",NA,NA,NA,"HUCP00011776","HUCP00011776","831/1110",NA,NA,"Eudicotiledonea",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"16","2019-12-04 15:25:11-03","PUCPR","HUCP","11024","S","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) .","Silva, SM",NA,NA,NA,"Jaster, C","1997","02","04","Brasil","Paraná","Pontal do Paraná","Parque Nacional Ilha Currais","-48.511100769043","-25.6735992431641",NA,NA,NA,"HUCP00011783","HUCP00011783","s.n.",NA,NA,"Eudicotiledonea",NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA
"17","2019-12-04 15:25:11-03","PUCPR","HUCP","18474","S","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) .","Kersten, RA",NA,NA,NA,"Kersten, RA; Ceolin, L; Cervi, AC",NA,NA,NA,"Brasil","Santa Catarina","Itajaí",NA,"-48.6618995666504","-26.9078006744385",NA,NA,NA,"HUCP00011029","HUCP00011029","1205",NA,NA,"Eudicotiledonea",NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA
"18","2020-02-08 09:12:08-03","NBC","NL-BOTANY","L.1139484","PreservedSpecimen","Plantae","Leguminosae-Pap.","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart",NA,NA,NA,NA,"Hatschbach GG","1967","10","06","Brazil",NA,NA,"Est. Parana. Mun. Camp. Gde. Sul. Sitio do Belizario.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1139484 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1139484","NL-L1139484",NA,NA,NA,NA,"Fabales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"19","2020-02-08 09:12:08-03","NBC","NL-BOTANY","L.1139485","PreservedSpecimen","Plantae","Leguminosae-Pap.","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart",NA,NA,NA,NA,"Hatschbach GG","1967","10","06","Brazil",NA,NA,"Est. Parana. Mun. Camp. Gde. Sul. Sitio do Belizario.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1139485 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1139485","NL-L1139485",NA,NA,NA,NA,"Fabales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-02-08 09:12:08-03","NBC","NL-BOTANY","L.1139526","PreservedSpecimen","Plantae","Leguminosae-Pap.","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart",NA,NA,NA,NA,"Hatschbach GG","1967","10","06","Brazil",NA,NA,"Est. Parana. Mun. Camp. Gde. Sul. Sitio do Belizario.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1139526 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1139526","NL-L1139526",NA,NA,NA,NA,"Fabales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 09:12:08-03","NBC","NL-BOTANY","L.1139527","PreservedSpecimen","Plantae","Leguminosae-Pap.","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart",NA,NA,NA,NA,"Hatschbach GG","1967","10","06","Brazil",NA,NA,"Est. Parana. Mun. Camp. Gde. Sul. Sitio do Belizario.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1139527 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1139527","NL-L1139527",NA,NA,NA,NA,"Fabales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 09:12:08-03","NBC","NL-BOTANY","L.1984466","PreservedSpecimen","Plantae","Leguminosae-Pap.","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart",NA,NA,NA,NA,"Klein RM","1955","09","15","Brazil",NA,NA,"Plantas de Santa Catarina. Morro da Ressacada, Itajaí. Capoeirão.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1984466 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1984466","NL-L1984466",NA,NA,NA,NA,"Fabales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 09:12:08-03","NBC","NL-BOTANY","L.1984467","PreservedSpecimen","Plantae","Leguminosae-Pap.","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart",NA,NA,NA,NA,"Hatschbach GG","1967","10","06","Brazil",NA,NA,"Est. Parana. Mun. Camp. Gde. Sul. Sitio do Belizario.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1984467 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1984467","NL-L1984467",NA,NA,NA,NA,"Fabales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 09:12:08-03","NBC","NL-BOTANY","L.1984468","PreservedSpecimen","Plantae","Leguminosae-Pap.","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart",NA,NA,NA,NA,"Hatschbach GG","1967","12","14","Brazil",NA,NA,"Est. Paraná. Mun. Guaraqueçaba. Rio do Cedro.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1984468 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1984468","NL-L1984468",NA,NA,NA,NA,"Fabales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 09:12:08-03","NBC","NL-BOTANY","L.1984469","PreservedSpecimen","Plantae","Leguminosae-Pap.","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart",NA,NA,NA,NA,"Klein RM","1955","06","24","Brazil",NA,NA,"Plantas de Santa Catarina. Morro da Fazenda, Itajaí. Mata.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1984469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1984469","NL-L1984469",NA,NA,NA,NA,"Fabales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 09:12:08-03","NBC","NL-BOTANY","L.4294676","PreservedSpecimen","Plantae","Leguminosae-Pap.","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","17","Brazil",NA,NA,"Hab. Est. Parana. Ca. 10 km S.E. of Cerro Azul. Capoeira.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4294676 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4294676","NL-L4294676",NA,NA,NA,NA,"Fabales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 09:12:08-03","NBC","NL-BOTANY","U.1240645","PreservedSpecimen","Plantae","Leguminosae-Pap.","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","17","Brazil",NA,NA,"Hab. Est. Parana. Ca. 10 km S.E. of Cerro Azul. Capoeira.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1240645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1240645","NL-U1240645",NA,NA,NA,NA,"Fabales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 09:12:08-03","NBC","NL-BOTANY","U.1240646","PreservedSpecimen","Plantae","Leguminosae-Pap.","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","08","17","Brazil",NA,NA,"Hab. Est. Parana. Ca. 10 km S.E. of Cerro Azul. Capoeira.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1240646 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1240646","NL-U1240646",NA,NA,NA,NA,"Fabales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 09:12:08-03","NBC","NL-BOTANY","U.1240647","PreservedSpecimen","Plantae","Leguminosae-Pap.","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","01","04","Brazil",NA,NA,"Hab. Est. Parana. Prainhas, Mun. Morretes, low forest on bank of small river.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1240647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1240647","NL-U1240647",NA,NA,NA,NA,"Fabales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-11-04 11:09:18-03","ESALQ","ESA","62417","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burk.","Pinto, R.B.",NA,NA,NA,"Batista, E.R. et al.","1999","01","08","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,"ESA062417","ESA062417","87.0",NA,NA,"Magnoliophyta",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"31","2020-11-04 11:09:18-03","ESALQ","ESA","24081","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla",NA,"Prado, L.R.","2007","12","05","Sakai, L. et al.","1995","02","09","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,"ESA024081","ESA024081",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA
"32","2020-11-04 11:09:18-03","ESALQ","ESA","95355","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burk.","Pinto, R.B.",NA,NA,NA,"Meireles, J.E. et al.","2005","03","28","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,"ESA095355",NA,"294.0",NA,NA,"Magnoliophyta",NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA
"33","2020-11-04 11:09:18-03","ESALQ","ESA","28815","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burk.","Pinto, R.B.",NA,NA,NA,"Ivanauskas, N.M.","1995","11","10","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,"ESA028815",NA,"543.0",NA,NA,"Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"34","2020-11-04 11:09:18-03","ESALQ","ESA","15318","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burk.","Pinto, R.B.",NA,NA,NA,"Barreto, K.D. et al.","1993","07","01","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA015318",NA,"805.0",NA,NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"35","2020-11-04 11:09:18-03","ESALQ","ESA","14734","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burk.","Pinto, R.B.",NA,NA,NA,"Ivanauskas, N.M.","1994","05","17","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA014734",NA,"83.0",NA,NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"36","2020-11-04 11:09:18-03","ESALQ","ESA","105440","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla",NA,"Aguiar, O.T.","2002","03","17","Aguiar, O.T.","2002","03","13","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,"ESA105440","ESA105440",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"37","2020-11-04 11:09:18-03","ESALQ","ESA","21126","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burk.","Pinto, R.B.",NA,NA,NA,"Gorenstein, M.R. et al.","1994","09","09","Brasil","São Paulo","Tapiraí",NA,"-47.5","-23.9599990844727",NA,NA,NA,"ESA021126",NA,"42.0",NA,NA,"Magnoliophyta",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA
"38","2020-11-04 11:09:18-03","ESALQ","ESA","21904","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burk.","Pinto, R.B.",NA,NA,NA,"Souza, J.P.; Zandoval, J.A.; Miyagi, P.H.","1995","02","16","Brasil","São Paulo","Tapiraí","Cachoeira do Chá, a 12km de Tapiraí em direção a Juquiá. 20° 01' 46, 6 S; 47° 33' 39 W. Mata mesófila.","-47.5","-23.9599990844727",NA,NA,"Árvore, + 10m alt. Flores vermelhas.","ESA021904",NA,"122.0",NA,NA,"Magnoliophyta",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA
"39","2020-11-04 11:09:18-03","ESALQ","ESA","88452","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burkart","Pinto, R.B.",NA,NA,NA,"Udulutsch, R.G.; Ferrucci, M.S.; Souza, V.C.; Souza, J.P.; Tsuji, R.","2003","09","26","Brasil","São Paulo","Cananéia","Parque Estadual Ilha do Cardoso. Restinga.","-47.9199981689453","-25.0100002288818",NA,NA,"Árvore, ca. 2m. Flores vermelho-fogo.","ESA088452",NA,"2421.0",NA,NA,"Magnoliophyta",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"40","2020-11-04 11:09:18-03","ESALQ","ESA","84690","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burk.","Pinto, R.B.",NA,NA,NA,"Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2003","04","17","Brasil","São Paulo","Guapiara","Parque Estadual Intervales, Trilha da Bocaina em direção à gruta da Mãozinha e do Minotauro.Vegetação Secundária de Floresta Ombrófila Densa Montana, com trechos mais preservados sobre rochas cársticas (calcáreas)","-48.265","-241.615","-48,265","-241,615","Árvore","ESA084690",NA,"47.0","820","820","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:09:18-03","ESALQ","ESA","68307","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burk.",NA,NA,NA,NA,"Souza, J.P.; Zidko, A.; Mendonça, C.G.; Baptista, V.R.; Ferreira, L.; Cielo Filho, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","18","Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Estrada Intermediária, Próximo a Estação de Bombeamento da Petrobrás. Floresta Ombrófila Densa de Encosta com perturbação, 590msm. Beira do rio","-453.813","-234.058","-453,813","-234,058","Árvore, 6m de alt.; frutos imaturos verdes","ESA068307","ESA068307","3251.0",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:09:18-03","ESALQ","ESA","84692","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burk.","Pinto, R.B.",NA,NA,NA,"Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","2003","04","16","Brasil","São Paulo","Ribeirão Grande","Parque Est.Intervales, trilha da cachoeira das pedrinhas, Floresta Ombrófila Densa, próximo ao rio","-482.188","-241.728","-482,188","-241,728","Árvore.Cálice marron; corola vermelha","ESA084692",NA,"151.0","790","790","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:09:18-03","ESALQ","ESA","62244","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burk.",NA,NA,NA,NA,"Kozera, C. et al.","1999","01","13","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,"ESA062244","ESA062244","897.0",NA,NA,"Magnoliophyta",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"44","2020-11-04 11:09:18-03","ESALQ","ESA","93691","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burk.","Pinto, R.B.",NA,NA,NA,"Destefani, A.C.C. et al.","2005","03","22","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,"ESA093691",NA,"32.0",NA,NA,"Magnoliophyta",NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA
"45","2020-11-04 11:09:18-03","ESALQ","ESA","10109","PreservedSpecimen","Plantae","Fabaceae","Dahlstedtia","pentaphylla","Dahlstedtia pentaphylla","(Taub.) Burk,","Pinto, R.B.",NA,NA,NA,"Martins, R.B.","1991","09","20","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA010109",NA,"114.0",NA,NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
