"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"53","2008-05-27 22:02:00-03","MO","MOBOT","2857219","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Gert G. Hatschbach","Hatschbach 42599","1979","11","23","South America","Brazil","Paraná",NA,"Cab. Rib. do Tigre ( Mun. Cerro Azul).",NA,NA,NA,NA,NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2012-07-02 15:56:00-03","MO","MOBOT","3323516","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","J.M. Cruz|J. Cordeiro","Cruz 225","1999","12","16","South America","Brazil",NA,NA,"Pontal do Sul (Mun. Pontal do Paraná).",NA,NA,NA,NA,NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","3326496","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","J. Carneiro","Carneiro 1021","2000","12","19","South America","Brazil","Paraná",NA,"Barra deo Penacho (Mun. Ribeirao do Pinhal).",NA,NA,NA,NA,NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2008-05-27 22:02:00-03","MO","MOBOT","3326906","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","J. Cordeiro","Cordeiro 1131","1993","12","8","South America","Brazil","Paraná",NA,"Parque Náutico (Mun. Curitiba).",NA,NA,NA,NA,NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","3327106","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Gert G. Hatschbach","Hatschbach 39249","1976","11","19","South America","Brazil","Paraná",NA,"Rod. PR-092 (Mun. Quatiguá).",NA,NA,NA,NA,NA,"W.R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-06-22 14:18:37-03","UNESP-IBILCE","SJRP","27441","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Cordeiro, J.",NA,NA,NA,NA,"América do Sul","Brasil","Paraná","Curitiba","Parque Náutico","-49.2731018066406","-25.4277992248535",NA,"Trepadeira, flor alaranjada;",NA,"W.R. Anderson",NA,NA,NA,NA,"25180","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-08-31 09:03:53-03","INPA","INPA","124642","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Hatschbach, GG","42599","1979","11","23","Southern America","Brasil","Paraná","Cerro Azul","Cab. Rib. do Tigre. Mata pluvial.","-49.261100769043","-24.823600769043",NA,NA,"INPA0124642","Anderson, WR",NA,NA,NA,"INPA0124642 INPA0124642_e","32006","auto",NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 18:28:30-03","USP","SPF","156372","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Carneiro, J","1021","2000","12","19",NA,"Brasil","Paraná","Ribeirão do Pinhal","Barra do Penacho.","-50.3567008972168","-23.4074993133545",NA,"Trepadeira lenhosa, flor amarela. Orla da floresta.","SPF00156372","Anderson, WR",NA,NA,NA,"SPF00156372","21709","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-25 13:52:31-03","UNIVILLE","JOI","8570","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","G. Hatschbach","39289","1977","11","20",NA,"Brasil","Paraná","Joaquim Távora","Arredores.","-49.9047012329102","-23.4993991851807",NA,"Floresce no alto de árvores do interior do cânion; HABITO: trepadeira","JOI008570","W.R. Anderson",NA,NA,NA,NA,"21735","auto",NA,"2002","01","01",NA,NA,NA,NA,NA,NA
"62","2019-10-07 09:32:02-03","UEFS","HUEFS","218913","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Pulzatto, M.M.","26","2012","04","11",NA,"Brasil","Paraná","Porto Rico","Rio Paraná, ilha Mutum, margem direita.","-53.351389","-22.781389",NA,NA,"HUEFS0218913",NA,"205","205",NA,"HUEFS0218913",NA,NA,"Rosanae",NA,NA,NA,"53W21'5''","22S46'53''",NA,NA,NA,NA
"63","2015-03-13 18:47:05-03","F","FMNH-SEEDPLANTS","V0223420F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0223420F",NA,NA,NA,NA,"V0223420F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2015-03-13 18:47:05-03","F","FMNH-SEEDPLANTS","V0223421F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0223421F",NA,NA,NA,NA,"V0223421F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-09-04 20:02:14-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata obtusa",NA,"A. Glaziou","4768","1872",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"obtusa",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"66","2019-09-04 18:37:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Hiraea","dentulata","Hiraea dentulata",NA,"J. S. Blanchet","911",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"67","2020-07-23 12:11:37-03","CEPLAC","CEPEC","57969","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata",NA,"O. J. Pereira","2216","2005","10","08",NA,"Brasil","Espírito Santo","guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/1993"
"68","2020-07-23 12:11:37-03","CEPLAC","CEPEC","104286","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata",NA,"P. Fiaschi","2766","2005","03","12",NA,"Brasil","Bahia","ALMADINA","Rodovia Almadina/Ibitupã, c.a 20Km. Fazenda São Roque, ca. 10Km da entrada do ramal.","-39.713056","-14.640833",NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W42'47","14S38'27",NA,NA,NA,"30/12/2012"
"69","2020-07-23 12:11:37-03","CEPLAC","CEPEC","125979","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata",NA,"Amorim, A. M.","7185",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,"R.F.Almeida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-07-23 12:11:37-03","CEPLAC","CEPEC","146041","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata",NA,"G.S. Siqueira","520",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,"R.F.Almeida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-07-23 12:11:37-03","CEPLAC","CEPEC","72418","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata",NA,"J. G. Jardim","970","1997","02","26",NA,"Brasil","Bahia","ALMADINA","Rod. Almadina/Ibitupã, entrada a 7Km. Serra dos Sete Paus, ca. 12Km da entrada. Faz. Cruzeiro do Sul.","-39.696111","-14.735",NA,NA,NA,"W. R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W41'46","14S44'6",NA,NA,NA,NA
"72","2020-07-23 12:11:37-03","CEPLAC","CEPEC","94597","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata",NA,"O. S. Ribas","3120","2000","01","15",NA,"Brasil","Paraná","TUNAS DO PARANÁ","Pacas.","-49.0858001708984","-24.9743995666504",NA,NA,NA,"W. R. Anderson",NA,NA,NA,NA,"41885","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2002"
"73","2020-11-04 17:29:38-03","UEM","HUEM","22915","Extra","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Pulzatto, MM; J.M.Garcia; Bento Fernandes, CE; Pacifco, RB","26","2012","04","11",NA,"Brasil","Mato Grosso do Sul","Batayporã","rio Paraná, ilha Mutum, margem direita","-53.351358","-22.781369",NA,"Arbustiva escandente; botões florais e flores amarelas; na margem.",NA,"R.F. Almeida","205","205",NA,NA,NA,NA,NA,"2013","06",NA,"-53.351358","-22.781369",NA,NA,NA,NA
"74","2020-11-04 17:29:38-03","UEM","HUEM","23173","Extra","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","J.M.Garcia; Bento Fernandes, CE; Pacifco, RB; Pulzatto, MM; Souza, VF","200","2012","04","09",NA,"Brasil","Mato Grosso do Sul","Batayporã","rio Samambaia, margem esquerda, próximo a ponte","-53.156194","-22.479694",NA,"Liana; botões florais coloração verde claro, pétalas coloração amarela; cerca de 4m da margem.",NA,"R.F. Almeida","252","252",NA,NA,NA,NA,NA,"2013","06",NA,"-53.156194","-22.479694",NA,NA,NA,NA
"75","2020-11-04 17:29:38-03","UEM","HUEM","25355","Extra","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Rosa, GS; L.M.Garcia; Bento Fernandes, CE","286","2012","11","29",NA,"Brasil","Paraná","São Pedro do Paraná","rio Paraná, mata ciliar do porto de areia, Associação dos Portos de Areia Presalino Semprebom","-53.167333","-22.710167",NA,"Arbusto escandente; botões florais e flores coloração amarela.",NA,"A. Francener","245","245",NA,NA,NA,NA,NA,"2013","06","07","-53.167333","-22.710167",NA,NA,NA,NA
"76","2016-07-14 11:21:05-03","UEM","HUEM","28034","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","K.K.Kita","192","1998","04","20",NA,"Brasil","Paraná","Porto Rico","Dique do Ressaco do Leopoldo, Ilha Porto Rico, Rio","-53.2668991088867","-22.7721996307373",NA,"Trepadeira; sujeito a alagamento.",NA,"R. Sebastiani",NA,NA,NA,NA,"18063","auto",NA,"2014","08","13",NA,NA,NA,NA,NA,NA
"77","2019-07-03 20:06:31-03","UEM","HUEM","27393","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Ma.C.Souza-Stevaux","1321","1994","01","16",NA,"Brasil","Paraná","Porto Rico","rio Paraná, remanescente entre a base e a cidade","-53.2668991088867","-22.7721996307373",NA,"Trepadeira; fruto alado, coloração paleácea; frequente; solo seco, localiza-se no alto do barranco.",NA,"R. Sebastiani",NA,NA,NA,NA,"18063","auto",NA,"2014","08","13",NA,NA,NA,NA,NA,NA
"78","2020-11-12 17:01:14-03","UEL","FUEL","8786","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Soares-Silva, LH","277","1989","12","15",NA,"Brasil","Paraná","Londrina","Pq. Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Rossetto, EFS",NA,NA,NA,NA,"63728","auto",NA,"2011","05",NA,NA,NA,NA,NA,NA,NA
"79","2020-11-12 17:01:14-03","UEL","FUEL","6306","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Gimenez, DC","s.n.","1988","11","27",NA,"Brasil","Paraná","Londrina","Rio Três Bocas","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Almeida, RF",NA,NA,NA,NA,"63728","auto",NA,"2013","06",NA,NA,NA,NA,NA,NA,NA
"80","2020-11-12 17:01:14-03","UEL","FUEL","6309","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Thomaz, ME","s.n.","1988","11","27",NA,"Brasil","Paraná","Londrina","Rio Três Bocas","-51.1627998352051","-23.3103008270264",NA,NA,NA,"Almeida, RF",NA,NA,NA,NA,"63728","auto",NA,"2013","06",NA,NA,NA,NA,NA,NA,NA
"81","2019-11-01 15:03:14-03","UnB","UB","133468","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Grisebach","Hatschbach, G","39289","1977","11","20","Southern America","Brasil","Paraná ","Joaquim Távora","Arredores","-49.9047012329102","-23.4993991851807",NA,"Flor amarela.; Trepadeira.",NA,"Anderson, WR",NA,NA,NA,NA,"21735","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-04 15:44:44-03","IF","SPSF","42113","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","R.T.Polisel","963","2008","12","29","América do Sul","Brasil","SP","Juquitiba","Estrada dos Carmos","-47.695278","-23.936667",NA,"COLETA: Trepadeira de botões amarelos; GEOGRAFIA: No km.02, antes da CANOAR.;",NA,"R.F.Almeida","700","700",NA,NA,NA,NA,"Magnoliopsida","2013","05","30",NA,NA,NA,NA,NA,NA
"83","2021-03-04 15:44:44-03","IF","SPSF","32267","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata",NA,"G. Hatschbach","39289","1977","11","20","América do Sul","Brasil","PR","Joaquim Távora arredores",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"Isótipo",NA,NA
"84","2021-03-04 15:44:44-03","IF","SPSF","41378","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","J.Cordeiro & A.A.Soares","1131","1993","12","08","América do Sul","Brasil","PR","Curitiba","parque Nautico","-49.2731018066406","-25.4277992248535",NA,"COLETA: Capoeira.&nf;Trepadeira de flores alaranjadas.;",NA,"W.R.Anderson",NA,NA,NA,NA,"25180","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:10:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Tweedie, J","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"et Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 16:27:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","São João Batista do Glória","in prov. minarum, prope S. João Baptista","-46.51","-20.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.51","-20.64",NA,NA,NA,NA
"87","2017-09-11 17:10:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In prov. Rio de Janeiro, in Serra do Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:10:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"In prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:08:58-03","IBt","SP","311756","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Jardim, JG; Monteiro, SHN; Castro, ER; Santos, JF","970","1997","02","26",NA,"Brasil","Bahia","Almadina","Serra dos Sete-Paus, Fazenda Cruzeiro do Sul","-39.696111","-14.735",NA,NA,"SP019426","Anderson, WR","578","578",NA,"SP019426",NA,NA,NA,"2001",NA,NA,"-39.696111","-14.735",NA,NA,NA,NA
"90","2019-11-21 10:08:58-03","IBt","SP","316625","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Lombardi, JA","1513","1996","12","06",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Fim da trilha da Campolina","-42.516389","-19.704444",NA,NA,"SP019486","Mamede, MCH","263","263",NA,NA,NA,NA,NA,"2005","10",NA,"-42.516389","-19.704444",NA,NA,NA,NA
"91","2019-11-21 10:08:58-03","IBt","SP","346456","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Sobral, M; Jarenkow, JA","8018","1995","12",NA,NA,"Brasil","Rio Grande do Sul","Tajuva","Morrinhos do Sul",NA,NA,NA,NA,"SP019496","Mamede, MCH","50","50",NA,NA,NA,NA,NA,"2005","10","11",NA,NA,NA,NA,NA,NA
"92","2019-11-21 10:08:58-03","IBt","SP","256498","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Sobral, M; et al.","6773","1991","01",NA,NA,"Brasil","Bahia","Itororó","Rio do Meio","-40.0703010559082","-15.1169004440308",NA,NA,"SP019497","Mamede, MCH",NA,NA,NA,NA,"20588","auto",NA,"2005","10",NA,NA,NA,NA,NA,NA,NA
"93","2019-11-21 10:08:58-03","IBt","SP","446879","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Weinberg, B","894","1983","01","15",NA,"Brasil","Espírito Santo","Guarapari","Setisa","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Almeida, RF",NA,NA,NA,NA,"28401","auto",NA,"2012","09",NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:08:58-03","IBt","SP","332138","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Folli, DA","2625","1995","06","12",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares, Estrada Flamengo, no final da estrada, próximo ao aceiro","-40.0722007751465","-19.3910999298096",NA,NA,"SP019480","Almeida, RF",NA,NA,NA,"SP019480","48094","auto",NA,"2012","09",NA,NA,NA,NA,NA,NA,NA
"95","2019-11-21 10:08:58-03","IBt","SP","447211","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Almeida, RF; Hall, CF; Fajardo, F; Guimarães, L","518","2012","01","20",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRD, Aceiro Marco de Ferro","-40.0722007751465","-19.3910999298096",NA,NA,"SP048303","Almeida, RF",NA,NA,NA,"SP048303","48094","auto",NA,"2012","09",NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 10:08:58-03","IBt","SP","298219","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Nicolau, SA; Tomasulo, PLB; Sparks, J","1083","1992","12","07",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional de Foz do Iguaçu, Estrada do Poço Preto","-54.5881004333496","-25.5478000640869",NA,NA,"SP019482","Mamede, MCH",NA,NA,NA,NA,"39570","auto",NA,"2005","10",NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:08:58-03","IBt","SP","370728","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Bueno, MC","s.n.","1995","09","23",NA,"Brasil","São Paulo","Platina","Fazenda Santa Isabel","-50.2000007629395","-22.6299991607666",NA,NA,"SP019472","Mamede, MCH",NA,NA,NA,NA,"16708","auto",NA,"2004","12","09",NA,NA,NA,NA,NA,NA
"98","2019-11-21 10:08:58-03","IBt","SP","384763","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Sebastiani, R; Ito, DSC","108","2006","08","24",NA,"Brasil","São Paulo","Santo André","Paranapiacaba, Trilha do Mogi","-46.5299987792969","-23.6599998474121",NA,NA,"SP019447","Sebastiani, R",NA,NA,NA,"SP019447","27258","auto",NA,"2012","05","08",NA,NA,NA,NA,NA,NA
