"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","class","infraspecificEpithet","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"671","2019-08-16 08:39:06-03","UTFPR","HCF","18665","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","J. Cordeiro","2015","J.T. Motta","2015","02","11","Brasil","PR","Curitiba","CIC","-49.326944","-25.553333","49°19'37 W","25°33'12 S","herbácea. Em campo sujo.",NA,NA,"07",NA,"4579","906","906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2019-08-16 08:39:06-03","UTFPR","HCF","22569","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","R. Trevisan","2018","M.G. Caxambu","2017","03","23","Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu - Restaurante","-54.432222","-25.692722","54°25'56 W","25°41'33,8 S","erva ca. 0,60 m, ripária, heliófita, rupícola.",NA,NA,"06","05","7774","181","181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2019-08-16 08:39:06-03","UTFPR","HCF","8601","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","J. Cordeiro & E. Barboza","2012","A.R. Silva","2010","03","31","Brasil","PR","Campo Mourão","afloramento rochoso, no terreno frente","-52.346472","-24.032556","52°20'47,3 W","24°01'57,2 S","erva ca. 0,20 m, ereta, cespitosa. Sobre depressão rochosa com acúmulo de materia orgânica.",NA,NA,NA,NA,"736","535","535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2019-08-16 08:39:06-03","UTFPR","HCF","7974","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","M. Alves","2009","J. Bueno","2009","05","19","Brasil","PR","Campo Mourão","RPPN Ana Tramujas - Propriedade do Sr.","-52.421611","-24.251889","52°25'17,8 W","24°15'06,8 S","erva heliófita, cespitosa. Sementes castanhas.",NA,NA,"06","08","140","652","652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2019-08-16 08:39:06-03","UTFPR","HCF","22407","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","R. Trevisan","2018","M.G. Caxambu","2017","03","03","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu - Estrada de","-53.861111","-25.239","53°51'40 W","25°14'20,4 S","erva cespitosa, heliófita, palustre, ca. 0,50 m de altura.",NA,NA,"06","07","7767","580","580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2019-08-16 08:39:06-03","UTFPR","HCF","25052","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","R. Trevisan","2018","E.L. Siqueira","2018","03","08","Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, Rafting do","-54.441333","-25.68675","54°26'28,8 W","25°41'12,3 S","erva heliófita, ripária. Sementes maduras castanhas.",NA,NA,"06","15","2454","148","148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2019-08-16 08:39:06-03","UTFPR","HCF","16086","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","P. Weber","2014","P. Weber","2014","02","06","Brasil","SC","Florianópolis","UFSC - Departamento de Botânica","-48.525214","-27.602406","48°31'30.77 W","27°36'08.66 S","Em gramado. Muito comum. Flores e frutos.",NA,NA,"02","06","402","20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2019-08-16 08:39:06-03","UTFPR","HCF","19437","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","R. Trevisan","2017","M.G. Caxambu","2016","03","31","Brasil","PR","Mato Rico","Estação Ecológica Municipal Juquiri","-52.127056","-24.426306","52°07'37,4 W","24°25'34,7 S","erva ca. 0,30 m, heliófita, entouceirada. Sementes castanhas.",NA,NA,NA,NA,"7316","814","814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2019-12-07 11:15:36-03","UTFPR","HCF","30080","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","J. Cordeiro","2018","R.R. Völtz","2018","10","06","Brasil","PR","Tibagi","Rio Tibagi, Cerrado Bowman","-50.406111","-24.5525","50°24'22 W","24°33'09 S","erva ca. 0,5 m alt. Inflorescência amarronzada com estames alvos. Fisionomia herbáceo/arbustiva em solo arenoso com lajeados de pedra. Savana/Estepe.",NA,NA,"10","11","1820","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2019-08-16 08:39:06-03","UTFPR","HCF","24058","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","R. Alves","2009","J.M. Silva","2008","04","20","Brasil","PR","Ortigueira","Serra do Mulato, Pedra Branca","-50.9494018554688","-24.2082996368408",NA,NA,"Campo de altitude.",NA,NA,NA,NA,"6475",NA,NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA
"681","2021-03-21 19:40:11-03","UFC","EAC","31074","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Amado, R.","2001","Amado, R.","2000","05","12","Brasil","Ceará","Aquiraz","Lagoa de Catú, Próximo à Tapera, substrato arenoso.","-38.3911018371582","-3.90139007568359",NA,NA,"Herbácea, fruto pardo-claro.; Paludoso","EAC0031074","EAC0031074","06","10","s.n.",NA,NA,"Monocotyledon",NA,"Southern America",NA,"22325","auto",NA,NA,NA,NA,NA,NA,NA
"682","2021-03-21 19:40:11-03","UFC","EAC","31045","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Amado, R.","2001","Amado, R.","2000","03","12","Brasil","Ceará","Caucaia","Rodovia estruturante indo para o Pecém, km 09, beira da estrada, substrato argiloso, alagados.","-38.6530990600586","-3.73610997200012",NA,NA,"Herbácea, fruto branco amarelado.","EAC0031045","EAC0031045","05","16","194",NA,NA,"Monocotyledon",NA,"Southern America",NA,"40484","auto",NA,NA,NA,NA,NA,NA,NA
"683","2021-03-21 19:40:11-03","UFC","EAC","29372","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, M.","2008","Amado, R.","1999","06","04","Brasil","Ceará","Fortaleza","Campus do Pici, Matagal próximo à agricultura, Engenharia de Pesca.","-38.543098449707","-3.71722006797791",NA,NA,"Flor creme-esbraquiçada.","EAC0029372","EAC0029372","07",NA,"145",NA,NA,"Monocotyledon",NA,"Southern America",NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA
"684","2021-03-21 19:40:11-03","UFC","EAC","13158","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, M.","2008","Fernandes, A.; et al.","1985","05","16","Brasil","Ceará","Lavras da Mangabeira","próximo à Lavras da Mangabeira","-38.9644012451172","-6.75333023071289",NA,NA,"Erva.; Caatinga","EAC0013158","EAC0013158","07",NA,"EAC13158",NA,NA,"Monocotyledon",NA,"Southern America",NA,"29929","auto",NA,NA,NA,NA,NA,NA,NA
"685","2021-03-21 19:40:11-03","UFC","EAC","31969","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Prata, A.P.","2002","Amado, R.","1999","06","20","Brasil","Ceará","Pacatuba","Serra da Aratanha, Próximo ao poste e aos quartos amarelos do CETREF.","-38.6203002929688","-3.98416996002197",NA,NA,"Planta da flor marrom escura.","EAC0031969","EAC0031969","08",NA,"163",NA,NA,"Monocotyledon",NA,"Southern America",NA,"16295","auto",NA,NA,NA,NA,NA,NA,NA
"686","2021-03-21 19:40:11-03","UFC","EAC","13793","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, M.","2008","Cesar, H.L.; et al.","1982","01","22","Brasil","Pará","Santa Isabel do Pará","Americano.","-48.1605987548828","-1.29860997200012",NA,NA,"Inflorescência parda.","EAC0013793","EAC0013793","07",NA,"933",NA,NA,"Monocotyledon",NA,"Southern America",NA,"27708","auto",NA,NA,NA,NA,NA,NA,NA
"687","2021-03-21 19:40:11-03","UFC","EAC","36049","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, M.","2008","Luetzelburg, P.","1935","07",NA,"Brasil","Paraíba","Sousa","São Gonçalo","-38.228099822998","-6.7591700553894",NA,NA,"Várzea","EAC0036049",NA,"07",NA,"s.n.",NA,NA,"Monocotyledon",NA,"Southern America",NA,"21208","auto",NA,NA,NA,NA,NA,NA,NA
"688","2021-03-21 19:40:11-03","UFC","EAC","11","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, M.","2008","Bezerra, P.","1939","02",NA,"Brasil","Rio de Janeiro",NA,"Bom Sucesso, Distrito Federal, Em terreno baldio.&nf;Nota do EAC: observe que esse distrito federal não é o de Brasília, que foi fundada somente em 1960. O distrito nesse caso (da década de 30) refere-se ao estado do Rio de Janeiro.",NA,NA,NA,NA,NA,"EAC0000011","EAC0000011","07",NA,"11",NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","2021-03-21 19:40:11-03","UFC","EAC","36051","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, M.","2008","Gadelha, J.","1941","04","17","Brasil","Paraíba","São Gonçalo",NA,NA,NA,NA,NA,NA,"EAC0036051","EAC0036051","07",NA,"s.n.",NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","2021-03-21 19:40:11-03","UFC","EAC","36746","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, M.","2008","Luetzelburg, P.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"EAC0036746",NA,"07",NA,"s.n.",NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","2021-03-21 19:40:11-03","UFC","EAC","43834","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Lucena, M.","1996","Paula-Zárate, E.L.","1996","06","13","Brasil","Ceará","Quixeré","Fazenda Mato Alto, Substrato: calcário jandaíra.","-37.783333","-5.2","-37.783333","-5.2","Erva.; Caatinga arbustivo-arbórea","EAC0043834","EAC0043834","10","01","262",NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","2021-03-21 19:40:11-03","UFC","EAC","47099","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Amado, R.","2003","Paula-Zárate, E.L.; et al.","1996","06","13","Brasil","Ceará","Quixeré","Fazenda Mato Alto, Afloramento de rocha.","-37.8","-5.2","-37.8","-5.2","Erva, 0,45m.; Caatinga arbustivo-arbórea","EAC0047099","EAC0047099","01","28","262","110","110","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","2021-03-21 19:40:11-03","UFC","EAC","62340","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Souza, E.B.","2017","Souza, E.B.; Araújo, F.F.; Silva, A.L.C.; Ponte, L.F.A.","2017","03","15","Brasil","Ceará","Granja","Localidade de Papagaios","-40.744444","-3.1875","-40.744444","-3.1875","Inventário florístico do noroeste do estado do Ceará: diversidade e potencialidades do bioma Caatinga.; Erva ereta, ca. 30 cm de alt. Caules verdes. Folhas cartáceas. Espiguetas castanhas.; Área de Cerrado.","EAC0062340","EAC0062340","03",NA,"4490","77","77","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","2021-03-21 19:40:11-03","UFC","EAC","29282","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Amado, R.","2000","Amado, R.","2000","05","12","Brasil","Ceará","Cascavel","10 km após a Lagoa de Cascavel.","-38.2419013977051","-4.13305997848511",NA,NA,NA,"EAC0029282","EAC0029282","05","27","259",NA,NA,"Monocotyledon",NA,"Southern America",NA,"42722","auto",NA,NA,NA,NA,NA,NA,NA
"695","2021-03-21 19:40:11-03","UFC","EAC","36050","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, M.","2008","Luetzelburg, P.","1937","07",NA,"Brasil","Ceará","Crato",NA,"-39.4094009399414","-7.23416996002197",NA,NA,"Tabuleiro","EAC0036050",NA,"07",NA,"s.n.",NA,NA,"Monocotyledon",NA,"Southern America",NA,"30071","auto",NA,NA,NA,NA,NA,NA,NA
"696","2021-03-21 19:40:11-03","UFC","EAC","1303","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Prata, A.P.","2002","Black, G.A.","1955","06","26","Brasil","Ceará","Fortaleza","Barra do Ceará","-38.543098449707","-3.71722006797791",NA,NA,NA,"EAC0001303","EAC0001303","08",NA,"102",NA,NA,"Monocotyledon",NA,"Southern America",NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA
"697","2021-03-21 19:40:11-03","UFC","EAC","36582","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, M.","2008","Luetzelburg, P.","1935","03",NA,"Brasil","Ceará","Granjeiro",NA,"-39.2178001403809","-6.88832998275757",NA,NA,"Tabuleiros","EAC0036582",NA,"07",NA,"s.n.",NA,NA,"Monocotyledon",NA,"Southern America",NA,"15407","auto",NA,NA,NA,NA,NA,NA,NA
"698","2021-03-21 19:40:11-03","UFC","EAC","40758","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, M.","2007","Roque, A.A.","2007","06","29","Brasil","Rio Grande do Norte","Grossos","Salina Salmar","-37.1547012329102","-4.97972011566162",NA,NA,"Tipo de vegetação: ruderal. Hábito: erva ereta.","EAC0040758","EAC0040758","08","27","253",NA,NA,"Monocotyledon",NA,"Southern America",NA,"19025","auto",NA,NA,NA,NA,NA,NA,NA
"699","2020-12-04 11:31:08-03","UFSM","SMDB","17797","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Trevisan, R",NA,"Araújo, AC","2007","12","17","Brasil","Rio Grande do Sul","Gaio","às margens do rio Uruguai",NA,NA,NA,NA,"Beira de rio, solo arenoso seco. ICN 113659","SMDB017797",NA,NA,NA,"482s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","2020-08-26 10:32:22-03","UFSM","SMDB","14401","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Trevisan, R","2012","Gaio, J","2012","04",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","N. Sra. Saúde Rua J.Q. Toigo","-51.1794013977051","-29.1681003570557",NA,NA,"Junto ao sedimento, no meio fio Alt; 780m. HUCS 37.523","SMDB014401",NA,"04",NA,"95",NA,NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"701","2020-12-21 16:22:18-03","MBM","MBM","229139","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, M.",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","1998","10","14","Brazil","Bahia","Valença","Guaibim, arredores","-39.0731010437012","-13.3703002929688",NA,NA,NA,"MBM229139","MBM229139",NA,NA,"68512",NA,NA,NA,NA,"Southern America",NA,"43634","auto",NA,NA,NA,NA,NA,NA,NA
"702","2020-12-21 16:22:18-03","MBM","MBM","293777","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Strong, M.T.",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","2004","03","15","Brazil","Mato Grosso do Sul","Porto Murtinho","Rod. BR-267, Jardim - Porto Murtinho, próximo ao Rio Perdido","-57.8824996948242","-21.6989002227783",NA,NA,NA,"MBM293777","MBM293777",NA,NA,"77128",NA,NA,NA,NA,"Southern America",NA,"185577","auto",NA,NA,NA,NA,NA,NA,NA
"703","2020-12-21 16:22:18-03","MBM","MBM","203620","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Araujo, A.C.",NA,"Kuniyoshi, Y.S.","1965","02","20","Brazil","Paraná","Antonina","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM203620","MBM203620",NA,NA,"1291",NA,NA,NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"704","2020-12-21 16:22:18-03","MBM","MBM","250644","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Prata, A.P.",NA,"Hashimoto, G.","1997","09",NA,"Brazil","Paraná","Antonina","Rio do Nunes","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM250644","MBM250644",NA,NA,"s.n.",NA,NA,NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"705","2020-12-21 16:22:18-03","MBM","MBM","334222","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Trevisan, R.","2008","Carneiro, J.","2006","04","30","Brazil","Paraná","Jundiaí do Sul",NA,"-50.247501373291","-23.4367008209229",NA,NA,"Ruderal; solo úmido","MBM334222","MBM334222","09","10","1629",NA,NA,NA,NA,"Southern America",NA,"17300","auto",NA,NA,NA,NA,NA,NA,NA
"706","2020-12-21 16:22:18-03","MBM","MBM","203621","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Araujo, A.C.",NA,"Dombrowski, L.T.","1968","01",NA,"Brazil","Paraná","Matinhos","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,NA,"MBM203621","MBM203621",NA,NA,"2839",NA,NA,NA,NA,"Southern America",NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA
"707","2020-12-21 16:22:18-03","MBM","MBM","174636","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Pedersen, T.M.",NA,"Dombrowski, L.T.","1978","04",NA,"Brazil","Paraná","Morretes","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM174636","MBM174636",NA,NA,"9618",NA,NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"708","2020-12-21 16:22:18-03","MBM","MBM","26536","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Smith, S.F.; L.B.",NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","1966","01","06","Brazil","Paraná","Morretes","Usina Hidrelétrica Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM026536",NA,NA,NA,"13454",NA,NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"709","2020-12-21 16:22:18-03","MBM","MBM","26529","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Barros, M.",NA,"Hatschbach, G.","1957","04","05","Brazil","Paraná","Paranaguá","Rio Perequê","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM026529","MBM026529",NA,NA,"3693",NA,NA,NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"710","2020-12-21 16:22:18-03","MBM","MBM","202672","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Falkenberg, D.B.",NA,"Falkenberg, D.B.","1994","04","10","Brazil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú","-48.8272018432617","-26.8997001647949",NA,NA,NA,"MBM202672","MBM202672",NA,NA,"6623",NA,NA,NA,NA,"Southern America",NA,"18275","auto",NA,NA,NA,NA,NA,NA,NA
"711","2020-12-21 16:22:18-03","MBM","MBM","397103","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Martins, S.","2011","Martins, S.","2011","01","28","Brazil","São Paulo","Rio Claro","Universidade Estadual Paulista","-47.560001373291","-22.4099998474121",NA,NA,"Herbáceas; Área antropizada.","MBM397103","MBM397103","02","01","414",NA,NA,NA,NA,"Southern America",NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA
"712","2020-12-21 16:22:18-03","MBM","MBM","271480","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Prata, A.P.",NA,"Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","2002","05","19","Brazil","Mato Grosso do Sul","Miranda","Rod. BR-262, Miranda - Aquidauana","-56.3782997131348","-20.2406005859375",NA,NA,NA,"MBM271480","MBM271480",NA,NA,"72138",NA,NA,NA,NA,"Southern America",NA,"92112","auto",NA,NA,NA,NA,NA,NA,NA
"713","2020-12-21 16:22:18-03","MBM","MBM","203619","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Araujo, A.C.",NA,"Kuniyoshi, Y.S.","1966","10",NA,"Brazil","Paraná","Antonina","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM203619","MBM203619",NA,NA,"1588",NA,NA,NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"714","2020-12-21 16:22:18-03","MBM","MBM","231016","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, M.",NA,"Kuniyoshi, Y.S.","1965","02","20","Brazil","Paraná","Antonina","Antonina, arredores","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM231016","MBM231016",NA,NA,"1278",NA,NA,NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"715","2020-12-21 16:22:18-03","MBM","MBM","174639","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Hooper, S.",NA,"Dombrowski, L.T.","1965","03","03","Brazil","Paraná","Matinhos","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,NA,"MBM174639","MBM174639",NA,NA,"1585",NA,NA,NA,NA,"Southern America",NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA
"716","2020-12-21 16:22:18-03","MBM","MBM","69709","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Pedersen, T.M.",NA,"Kummrow, R.","1981","02","04","Brazil","Paraná","Piraquara","Colônia Maria Luiza","-49.0633010864258","-25.4416999816895",NA,NA,NA,"MBM069709","MBM069709",NA,NA,"1459",NA,NA,NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"717","2020-12-21 16:22:18-03","MBM","MBM","291701","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Strong, M.T.",NA,"Barbosa, M.E.","2004","02","19","Brazil","Paraná","Santa Maria do Oeste","Santa Maria do Oeste, arredores","-51.8624992370605","-24.9391994476318",NA,NA,NA,"MBM291701","MBM291701",NA,NA,"76829",NA,NA,NA,NA,"Southern America",NA,"29384","auto",NA,NA,NA,NA,NA,NA,NA
"718","2020-12-21 16:22:18-03","MBM","MBM","250060","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Prata, A.P.",NA,"Pedersen, T.M.","1984","03",NA,"Brazil","Rio Grande do Sul","Arroio Grande","Arroio Grande","-53.0868988037109","-32.2374992370605",NA,NA,NA,"MBM250060","MBM250060",NA,NA,"13849",NA,NA,NA,NA,"Southern America",NA,"65487","auto",NA,NA,NA,NA,NA,NA,NA
"719","2020-12-21 16:22:18-03","MBM","MBM","250635","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Kral, R.",NA,"Godfrey, R.K.","1963","10","01","USA",NA,NA,"Florida",NA,NA,NA,NA,NA,"MBM250635","MBM250635",NA,NA,"63111",NA,NA,NA,NA,"Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","2020-12-21 16:22:18-03","MBM","MBM","101113","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Davidse, G.",NA,"Gómez, L.D.; et al.; et al.","1983","05","04","Costa Rica",NA,NA,"7km of Bribrí, Limón",NA,NA,NA,NA,NA,"MBM101113","MBM101113",NA,NA,"20418",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","2020-12-21 16:22:18-03","MBM","MBM","174637","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl",NA,NA,"Arbo, M.M.","1974","05","02","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM174637","MBM174637",NA,NA,"624",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","2020-12-21 16:22:18-03","MBM","MBM","101114","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Davidse, G.",NA,"Juncosa, A.","1983","01","13","Colombia",NA,NA,"East side of Serrania del Darien, Choco",NA,NA,NA,NA,NA,"MBM101114","MBM101114",NA,NA,"621",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
