"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","identifiedBy","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber"
"50","2019-08-27 13:33:43-03","IAP","PACA-AGP","32097","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Rambo, B.","1946","02","14","Brasil","RS","São Francisco de Paula","Serra do Fachinal","-50.5835990905762","-29.4480991363525",NA,NA,"PACA032097",NA,"Magnoliophyta","Umbellales","Emrich-Rambo",NA,NA,NA,NA,NA,"VULNERÁVEL Habitat: In silvula nebulari. Fenofase: flor",NA,"76715","auto","1954","05","Magnoliatae",NA,"05",NA,NA
"51","2019-08-27 13:33:43-03","IAP","PACA-AGP","34954","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Rambo, B.","1947","01","08","Brasil","RS","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,"PACA034954",NA,"Magnoliophyta","Umbellales","Emrich-Rambo",NA,NA,NA,NA,NA,"VULNERÁVEL Habitat: In araucarieto. Fenofase: alabastris novis",NA,"63451","auto","1954","05","Magnoliatae",NA,"05",NA,NA
"52","2019-08-27 13:33:43-03","IAP","PACA-AGP","51589","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Rambo, B.","1951","01","27","Brasil","RS","Vacaria","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,NA,"PACA051589",NA,"Magnoliophyta","Umbellales","Emrich-Rambo",NA,NA,NA,NA,NA,"VULNERÁVEL Habitat: In araucarieto Fenofase: estéril",NA,"63451","auto","1954","05","Magnoliatae",NA,"05",NA,NA
"53","2019-08-27 13:33:43-03","IAP","PACA-AGP","94114","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Mauhs, J.","1999","01","28","Brasil","RS","Vacaria","Refugiado","-50.9338989257812","-28.5121994018555",NA,NA,"PACA094114",NA,"Magnoliophyta","Umbellales","J. Mauhs",NA,NA,NA,NA,NA,"VULNERÁVEL Habitat: Interior de capão.",NA,"63451","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"54","2019-08-27 13:33:43-03","IAP","PACA-AGP","50817","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Reitz, R.","1948","12","28","Brasil","SC","Bom Retiro","Figueiredo","-49.489200592041","-27.7971992492676",NA,NA,"PACA050817",NA,"Magnoliophyta","Umbellales","Smith","3689",NA,"1000","1000",NA,"VULNERÁVEL&nf;Altura de 6m. Habitat: In araucarieto. Mata. Fenofase: alabastris novis Hábito: árvore",NA,"35974","auto","1949",NA,"Magnoliatae",NA,NA,NA,NA
"55","2019-08-27 13:33:43-03","IAP","PACA-AGP","49584","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Rambo, B.","1951","01","10","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"PACA049584",NA,"Magnoliophyta","Umbellales","Emrich-Rambo",NA,NA,NA,NA,NA,"VULNERÁVEL&nf;alabastris novis - SEM MATERIAL Habitat: in araucarieto",NA,"70701","auto","1954","05","Magnoliatae",NA,"05",NA,NA
"56","2019-08-27 13:33:43-03","IAP","PACA-AGP","91521","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Mauhs, J.","1995","01","25","Brasil","RS","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,"PACA091521",NA,"Magnoliophyta","Umbellales","P. Fiaschi",NA,NA,NA,NA,NA,"HASU 5704 Habitat: mata com araucária",NA,"76715","auto","2011","03","Magnoliatae",NA,NA,NA,NA
"57","2020-12-20 21:15:32-03","UFV","VIC","53435","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Gonzatti, F.","2015","06","28","Brasil","Rio Grande do Sul","Caxias do Sul",NA,"-51","-28","-51","-28","VIC053435",NA,NA,NA,"Gonzatti, F.","1947",NA,"634","634",NA,"arbórea ca 7m de altura, em orda de mata.",NA,NA,NA,"2015","08",NA,NA,"19",NA,NA
"58","2021-03-10 14:35:01-03","UFSC","CTBS","1022","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Santos, Vanderlei dos (Guga)","2014","03","13","Brasil","Santa Catarina","Curitibanos","Trilha UFSC, Campus Curitibanos","-50.533219","-27.286703","50°31'59.59W","27°17'12.13S",NA,NA,NA,NA,"Santos, V. dos","113",NA,NA,NA,NA,"Embauvarana",NA,NA,NA,"2014","05",NA,NA,"06",NA,NA
"59","2019-11-21 14:30:57-03","UFJF","CESJ","70848","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","A.A. de Oliveira","2015","01","03","Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim, Morro da igreja","-49.498333","-28.082778","-49.498333","-28.082778","CESJ070848","CESJ070848","Angiosperma",NA,"A.A. de Oliveira","969","América do Sul","154","154",NA,"Floresta Ombrófila Mista Alto Montana; estágio médio de regeneração.",NA,NA,NA,"2015","01",NA,NA,"03",NA,NA
"60","2019-11-21 14:30:57-03","UFJF","CESJ","70853","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","M. Verdi; R.P. Hasckel; G. Klemz","2009","04","03","Brasil","Santa Catarina","Urubici","RPPN Leão da Montanha, Floresta Ombrófila Mista; estágio avançado. Árvore.","-49.371389","-28.015833","-49.371389","-28.015833","CESJ070853","CESJ070853","Angiosperma",NA,"A.L. de Gaspar","1894","América do Sul","103","103",NA,"Floresta Ombrófila Mista; estágio avançado. Árbore.",NA,NA,NA,"2009","05",NA,NA,"12",NA,NA
"61","2019-11-27 13:46:07-03","UFS","ASE","41315","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Gonzatti, F","2015","06","28","Brasil","Rio Grande do Sul","Caxias do sul","Estrada Criúva para Ponte dos Korff","-51.0024","-28.4943","-51.0024","-28.4943","ASE0042829",NA,"Magnoliophyta",NA,NA,"1947","Southern America",NA,NA,NA,"Arbórea ca. 7 m de altura, em borda de mata.",NA,NA,NA,"2015","08",NA,NA,"19",NA,NA
"62","2019-11-27 13:46:07-03","UFS","ASE","38938","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Santos, V","2014","03","13","Brasil","Santa Catarina","Curitibanos","Trilha UFSC, Campus Curitibanos","-50.3503","-27.1659","-50.3503","-27.1659","ASE0040250",NA,"Magnoliophyta",NA,"Santos, V","113","Southern America",NA,NA,NA,NA,NA,NA,NA,"2014","05",NA,NA,"06",NA,NA
"63","2019-11-27 13:46:07-03","UFS","ASE","39590","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Verdi, M; Gasper, AL de","2009","05","07","Brasil","Santa Catarina","Rio Rufino","Morro das Torres, Entorno do fragmento.","-49.5136","-27.54","-49.5136","-27.54","ASE0041111",NA,"Magnoliophyta",NA,"Verdi, M","2144","Southern America",NA,NA,NA,"Árvore, fruto verde.; FOM. Estágio avançado.",NA,NA,NA,"2009","05",NA,NA,"07",NA,NA
"64","2021-03-01 16:22:37-03","UNICAMP","UEC","64747","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Lorenzi, H","1993","10","27","Brazil","Minas Gerais","Andradas","Rodovia Andradas, Poços de Caldas; no alto da Serra.","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"Magnoliopsida",NA,"Fiaschi, P","29161",NA,NA,NA,NA,"Árvore 6-10m ; elegante; capa rala.",NA,NA,NA,"2001","02",NA,NA,NA,NA,NA
"65","2021-03-01 16:22:37-03","UNICAMP","UEC","188756","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Cotarelli, VM; Francisco, EM","2008","04","26","Brazil","Paraná","Mauá da Serra","Estância Manain.","-51.133333","-23.933333","-51.133333","-23.933333","UEC126700","UEC126700","Magnoliopsida",NA,"Dall#?#Agnol, RF","FUEL44163",NA,NA,NA,NA,"Árvore 6m. Frutos imaturos.",NA,NA,NA,"2008","08",NA,NA,"11",NA,NA
"66","2021-03-01 16:22:37-03","UNICAMP","UEC","199438","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Verdi, M; Gasper, AL","2009","05","07","Brazil","Santa Catarina","Rio Rufino","Morro das Torres.","-49.86","-27.9","-49.86","-27.9","UEC160500","UEC160500","Magnoliopsida",NA,"Verdi, M","2144",NA,"143","143",NA,"Árvore, fruto verde.; Floresta ombrófila mista. Estágio avançado, entorno do fragmento.",NA,NA,NA,"2009","05",NA,NA,"07",NA,NA
"67","2020-12-04 13:18:54-03","UDESC","LUSC","7537","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","E. March.","Souza,K.","2015","02","23","Brasil","Santa Catarina","Capão Alto","Próximo a Divisa do Estado de SC e RS (Rio Pelotas).","-50.5119018554688","-27.9368991851807",NA,NA,"LUSC000974","LUSC000974",NA,NA,"Higuchi, P.","5",NA,NA,NA,NA,NA,NA,"41668","auto","2013","10",NA,NA,"25",NA,NA
"68","2020-12-04 13:18:54-03","UDESC","LUSC","2295","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","E. March.","Aguiar, M.D.","2008","09","01","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"LUSC000972","LUSC000972",NA,NA,"Silva, A.C. & Higuchi, P.",NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-04 13:18:54-03","UDESC","LUSC","7720","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","E. March.","Larsen, J.G.","2015","02","21","Brasil","Santa Catarina","Lages","Pedras Brancas.","-50.326099395752","-27.8160991668701",NA,NA,"LUSC085374",NA,NA,NA,"Silva, A.C.",NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-04 13:18:54-03","UDESC","LUSC","2139","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","E. March.","Sá, M.","2009","03","14","Brasil","Santa Catarina","São Joaquim","Fazenda Altos Despraiado.","-49.9317016601562","-28.2938995361328",NA,NA,"LUSC000970","LUSC000970",NA,NA,"Sá, M.; Tomasi, A.",NA,NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-04 13:18:54-03","UDESC","LUSC","2137","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","E. March.","Martins, D.","2008","09","10","Brasil","Santa Catarina","Urupema","Fazenda das Nascentes.","-49.8731002807617","-27.9528007507324",NA,NA,"LUSC000971","LUSC000971",NA,NA,"Martins, D.",NA,NA,NA,NA,NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-04 13:18:54-03","UDESC","LUSC","3876","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","E. March.","Martins, D.","2008","02","01","Brasil","Santa Catarina","Urupema","Fazenda das Nascentes.","-49.8731002807617","-27.9528007507324",NA,NA,"LUSC000973","LUSC000973",NA,NA,"Martins, D.","187",NA,NA,NA,NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-04 13:18:54-03","UDESC","LUSC","9570","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","M. Verdi; A.L. de Gasper","2009","05","07","Brasil","Santa Catarina","Rio Rufino","Morro das Torres. entorno do fragmento.","-49.86","-27.9","49º51'36''W","27º54'S","LUSC005966",NA,NA,NA,"M. Verdi","2144",NA,"143","143",NA,NA,NA,NA,NA,"2009","05",NA,NA,"07",NA,NA
"74","2020-12-04 13:18:54-03","UDESC","LUSC","9566","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","M. Verdi; N.L. de Souza & D.H. Klettenberg","2010","03","08","Brasil","Santa Catarina","Urubici","RPPN Leão da Montanha.","-49.375","-28.01","49º22'30''W","28º0'36''S","LUSC005959",NA,NA,NA,"M. Verdi","3813",NA,"105","105",NA,NA,NA,NA,NA,"2010","03",NA,NA,"08",NA,NA
"75","2021-03-26 10:43:28-03","UDESC","LUSC","8478","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Felitto, G.; et al.","2014","03","21","Brasil","Rio Grande do Sul","São José dos Ausentes","Cachoeirão dos Rodrigues.","-50.0657997131348","-28.7483005523682",NA,NA,"LUSC006021","LUSC006021",NA,NA,"Felitto, G.","836",NA,NA,NA,NA,NA,NA,"42598","auto","2014",NA,NA,NA,NA,NA,NA
"76","2020-12-04 13:18:54-03","UDESC","LUSC","8643","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Coldebella, F. D.","2012","04","07","Brasil","Santa Catarina","Videira","São Brás - Interior.","-51.1516990661621","-27.00830078125",NA,NA,"LUSC000976","LUSC000976",NA,NA,"Coldebella, F. D.",NA,NA,NA,NA,NA,NA,NA,"18720","auto",NA,NA,NA,NA,NA,NA,NA
"77","2019-01-17 11:23:57-02","PUCRS","MPUC","9582","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal",NA,"2001","01","28","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,"Apiales","N.I. Matzenbacher",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA
"78","2020-10-14 09:58:31-03","FURB","FURB","48979","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","E. March.","Cotarelli, V.M.; Francisco, E.M.","2008","04","26","Brasil","Paraná","Mauá da Serra","Estância Manain.","-51.2294006347656","-23.9013996124268",NA,NA,"FURB48979","FURB48979",NA,NA,"Dall#?#Agnol, RF","275",NA,NA,NA,NA,NA,NA,"16036","auto","2008","08",NA,NA,"11",NA,NA
"79","2020-10-14 09:58:31-03","FURB","FURB","22222","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Verdi, M.; Souza, N.L. de & Klettenberg, D.H.","2010","03","08","Brasil","Santa Catarina","Urubici","RPPN Leão da Montanha.","-49.375","-28.01","-49.3750000","-28.0100000","FURB16200","FURB16200",NA,NA,"Verdi, M","3813",NA,"1050","1050",NA,"Florística IFFSC mv30 (Arbórea) Habitat: Floresta Ombrófila Mista; Habito: arbórea;",NA,NA,NA,"2010","03",NA,NA,"08",NA,NA
"80","2020-10-14 09:58:31-03","FURB","FURB","12367","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","04","03","Brasil","Santa Catarina","Urubici","RPPN Leão da Montanha.","-49.3713889","-28.0158333","-49.3713889","-28.0158333","FURB00624","FURB00624",NA,NA,"Gasper, AL de","1894",NA,"1035","1035",NA,"Florística IFFSC 1193(Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: árvore;",NA,NA,NA,"2009","05",NA,NA,"12",NA,NA
"81","2020-10-14 09:58:31-03","FURB","FURB","12448","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Verdi, M.; Gasper, A.L. de","2009","05","07","Brasil","Santa Catarina","Rio Rufino","Morro das Torres.","-49.86","-27.9","-49.8600000","-27.9000000","FURB16205","FURB16205",NA,NA,"Verdi, M","2144",NA,"1432","1432",NA,"Florística IFFSC 214(Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Avançado; entorno do fragmento Habito: árvore; Fruto verde;",NA,NA,NA,"2009","05",NA,NA,"07",NA,NA
"82","2020-10-14 09:58:31-03","FURB","FURB","45526","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Oliveira, A.A. de","2015","01","03","Brasil","Santa Catarina","Urubici","Morro da Igreja - Parque Nacional São Joaquim.","-49.4983333","-28.0827778","-49.4983333","-28.0827778","FURB16199","FURB16199",NA,NA,"Oliveira, AA de","969",NA,"1546","1546",NA,"Regeneração IFFSC 166 /L/35",NA,NA,NA,"2015","01",NA,NA,"03",NA,NA
"83","2020-10-14 09:58:32-03","FURB","FURB","4727","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Grippa, C.R.","2007","03","22","Brasil","Santa Catarina","Cerro Negro","Margem do Rio Tijolos.","-50.9341666","-27.9261111","-50.9341666","-27.9261111","FURB16207","FURB16207",NA,NA,NA,"35",NA,NA,NA,NA,"Grupo de estudos reófitas UHBG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-14 09:58:32-03","FURB","FURB","51654","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Uller, H.F.; Klitzke, A.R; Bollmann, G.O.","2016","10","08","Brasil","Santa Catarina","São Joaquim",NA,"-50.04","-28.26","-50.0400000","-28.2600000","FURB51654","FURB51654",NA,NA,"Farias, D.M.","735",NA,"1206","1206",NA,"frutos verdes, árvore tortuosa Habitat: encosta íngreme de solo rochoso Habito: Árvore",NA,NA,NA,"2016","10",NA,NA,NA,NA,NA
"85","2020-10-14 09:58:32-03","FURB","FURB","58739","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","03","06","Brasil","Santa Catarina","Bom Jardim da Serra","Santa Bárbara.","-49.59","-28.1702778","-49.5900000","-28.1702778","FURB58739","FURB58739",NA,NA,"Kassner-Filho, A.","2225",NA,"1560","1560",NA,"flor creme Habitat: beira de estrada Habito: arvoreta",NA,NA,NA,"2018","04",NA,NA,"26",NA,NA
"86","2020-10-14 09:58:32-03","FURB","FURB","62757","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2019","02","03","Brasil","Santa Catarina","Orleans","Trilha pedra Furada.","-49.4791667","-28.1338889","-49.4791667","-28.1338889","FURB62757","FURB62757",NA,NA,"Kassner-Filho, A.","4553",NA,NA,NA,NA,"Botão Habitat: Beira de trilha Habito: Arbórea",NA,NA,NA,"2019","02",NA,NA,"03",NA,NA
"87","2020-10-14 09:58:32-03","FURB","FURB","62956","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Gonzatti, F.","2015","06","28","Brasil","Rio Grande do Sul","Caxias do Sul","Estrada Criúva para Ponte dos Korff.","-51.0066667","-28.8286111","-51.0066667","-28.8286111","FURB62956","FURB62956",NA,NA,"Gonzatti, F.","1947",NA,"634","634",NA,NA,NA,NA,NA,"2015","08",NA,NA,"19",NA,NA
"88","2020-10-14 09:58:32-03","FURB","FURB","8926","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Gasper, A.L. de; Brogni, E.","2008","03","17","Brasil","Santa Catarina","Ponte Alta","Ponte Altinha.","-50.2336111","-27.3611111","-50.2336111","-27.3611111","FURB16203","FURB16203",NA,NA,"Gasper, AL de","1600",NA,"1150","1150",NA,"Florística IFFSC 413. Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbórea; flor branca e melífera",NA,NA,NA,"2008","03",NA,NA,"17",NA,NA
"89","2020-10-14 09:58:32-03","FURB","FURB","9169","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Dreveck, S.; Verdi, M.","2008","02","17","Brasil","Santa Catarina","Salto Veloso","Próximo ao Centro.","-51.3883333","-26.9072222","-51.3883333","-26.9072222","FURB16206","FURB16206",NA,NA,"Gasper, AL de","216",NA,"1089","1089",NA,"Florística IFFSC 668.",NA,NA,NA,"2008","09",NA,NA,"28",NA,NA
"90","2020-10-14 09:58:31-03","FURB","FURB","1311","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Sobral, M.","1995","06","01","Brasil","Rio Grande do Sul","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,"FURB16202","FURB16202",NA,NA,"Sobral, M",NA,NA,NA,NA,NA,NA,NA,"42598","auto","1995","06",NA,NA,"01",NA,NA
"91","2020-10-14 09:58:31-03","FURB","FURB","2123","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Sevegnani, L.","1997","05","01","Brasil","Rio Grande do Sul","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,"FURB16201","FURB16201",NA,NA,"Oliveira, AA de",NA,NA,"1200","1200",NA,NA,NA,"42598","auto","2011","02",NA,NA,"02",NA,NA
"92","2020-10-14 09:58:31-03","FURB","FURB","2484","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Sevegnani, L.","1997","05","01","Brasil","Rio Grande do Sul","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,"FURB16204","FURB16204",NA,NA,"Cordeiro, J",NA,NA,NA,NA,NA,NA,NA,"42598","auto","2006",NA,NA,NA,NA,NA,NA
"93","2021-03-16 17:50:08-03","UCS","HUCS","39878","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Grizzon, M.","2013","02","24","Brasil","Rio Grande do Sul","São Marcos",NA,"-51.020525","-29.035956","-51.020525","-29.035956",NA,NA,"Angiospermae","Apiales","Grizzon, M.","183",NA,NA,NA,NA,"borda da mata ciliar do Rio São Marcos",NA,NA,NA,"2013","03",NA,NA,"05",NA,NA
"94","2021-03-16 17:50:08-03","UCS","HUCS","43157","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Gonzatti, F.","2015","06","28","Brasil","Rio Grande do Sul","Caxias do Sul","Estrada Criúva para Ponte dos Korff","-51.006611","-28.828528","-51.006611","-28.828528",NA,NA,"Angiospermae","Apiales","Gonzatti, F.","1947",NA,"634","634",NA,"arbórea ca. 7m de altura, em borda de mata.",NA,NA,NA,"2015","08",NA,NA,"19",NA,NA
"95","2021-03-16 17:50:08-03","UCS","HUCS","25027","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Wasum, R.A.","2005","01","07","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Angiospermae","Apiales","Sobral, M.","2333",NA,NA,NA,NA,"interior da mata - orla do caminho",NA,"55856","auto","2005","03",NA,NA,NA,NA,NA
"96","2021-03-16 17:50:08-03","UCS","HUCS","02867","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Rossato, M.","1987","05","31","Brasil","Rio Grande do Sul","Nova Prata","Fazenda Palameira Alta","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,"Angiospermae","Apiales","Smith, S.F.","s.n.",NA,NA,NA,NA,"árvore de 8 m - com frutos",NA,"18634","auto","1987","08",NA,NA,NA,NA,NA
"97","2021-03-16 17:50:08-03","UCS","HUCS","12389","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtus","Oreopanax permixtus","Marchal","Wasum, R.A.","1998","03","15","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda do CIlho","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Angiospermae","Apiales","Smith, S.F.","s.n.",NA,NA,NA,NA,"interior da mata",NA,"55856","auto","1998","05",NA,NA,NA,NA,NA
"98","2021-03-16 17:50:08-03","UCS","HUCS","13366","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtus","Oreopanax permixtus","Marchal","Rossato, M.","1999","03","19","Brasil","Rio Grande do Sul","Bom Jesus","margem do Rio Tainhas","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Angiospermae","Apiales","Smith, S.F.","73",NA,NA,NA,NA,"interior da mata",NA,"55856","auto","1999","06",NA,NA,NA,NA,NA
"99","2021-03-16 17:50:08-03","UCS","HUCS","20273","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtus","Oreopanax permixtus","Marchal","Kegler, A.","2003","01","17","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Angiospermae","Apiales","Smith, S.F.","1400",NA,NA,NA,NA,"mata secundária",NA,"49662","auto","2003","03",NA,NA,NA,NA,NA
"100","2019-08-16 08:38:22-03","UTFPR","HCF","27410","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Camila C. de Jesus","2016","04","08","Brasil","PR","Curitiba","UFPR - Campus Jardim Botânico","-49.233333","-25.433333","49°14'00 W","25°26'00 S",NA,NA,NA,NA,"O. Miguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-08-16 08:38:22-03","UTFPR","HCF","11491","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","M.G. Caxambu","2012","11","09","Brasil","PR","Prudentópolis","Serra da Esperança, antiga estrada de","-51.161306","-25.340944","51°09'40,7 W","25°20'27,4 S",NA,NA,NA,NA,"M.G. Caxambu","4456",NA,"1012","1012",NA,"árvore ca. 8 m, heliófita. Frutos imaturos verdes e os maduros escuros.",NA,NA,NA,"2012","12",NA,NA,"03",NA,NA
"102","2019-08-16 08:38:22-03","UTFPR","HCF","24835","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","A.A. de Oliveira","2015","01","03","Brasil","SC","Urubici","Parque Nacional de São Joaquim - Morro","-49.498333","-28.082778","49°29'54 W","28°04'58 S",NA,NA,NA,NA,"A.A. de Oliveira","969",NA,"154","154",NA,"Estágio médio de regeneração (IFFSC 166).",NA,NA,NA,"2015","01",NA,NA,"03",NA,NA
"103","2019-08-16 08:38:22-03","UTFPR","HCF","28631","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","F. Gonzatti","2015","08","19","Brasil","RS","Caxias do Sul","estrada Criúva para Ponte dos Korff","-51.006667","-28.828611","51°00'24 W","28°49'43 S",NA,NA,NA,NA,"F. Gonzatti","1947",NA,"634","634",NA,"arbórea ca. 7 m de altura, em borda de mata.",NA,NA,NA,"2015","08",NA,NA,"19",NA,NA
