"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","barcode","typeStatus","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","eventTime","fieldNumber","sex"
"247","2020-11-04 11:19:53-03","ESALQ","ESA","121713","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare",NA,"Souza, V.C.","2011","05","06","Souza, V.C.","34158.0","2011","06","01","Brasil","São Paulo","Jundiaí","Beira da Rodovia dos Bandeirantes. Floresta estacional decidual bastante degradada. Projeto TAV. Levantamento Florístico 1.","-46.8800010681152","-23.1800003051758","17840",NA,"Arbusto, ca. 1,4m alt.; flores verdes.","auto",NA,NA,NA,"ESA121713",NA,"ESA121713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-11-04 11:19:54-03","ESALQ","ESA","75384","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schlecht.",NA,NA,NA,NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2165.0","2001","04","12","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Rio Branco. Floresta Altomontana sobre o divisor de água. Transição Floresta Altomontana-Floresta de encosta com campos adjacentes.","-46.7",NA,NA,NA,"Arvoreta delgada com ramos pendentes, 5m alt. Frutos imaturos verdes. Interior de mata de encosta.",NA,NA,NA,NA,"ESA075384",NA,"ESA075384","700","700",NA,"-46.7","-23,983,333",NA,NA,NA,NA,NA
"249","2020-11-04 11:19:54-03","ESALQ","ESA","101318","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Stehmann, J.R.","3866.0","2004","08","19","Brasil","Bahia","Alcobaça",NA,"-39.1955986022949","-17.5193996429443","50074",NA,NA,"auto",NA,NA,NA,"ESA101318",NA,"ESA101318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-11-04 11:19:54-03","ESALQ","ESA","47463","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Souza, V.C. et al.","14447.0","1997","03","18","Brasil","Mato Grosso","São Félix do Araguaia",NA,"-50.6693992614746","-11.6171998977661","290331",NA,NA,"auto",NA,NA,NA,"ESA047463",NA,"ESA047463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-11-04 11:19:54-03","ESALQ","ESA","50320","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Carboni, M. et al.","185.0","2005","03","29","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818","37574",NA,NA,"auto",NA,NA,NA,"ESA050320",NA,"ESA050320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-11-04 11:19:54-03","ESALQ","ESA","13245","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","1129.0","1993","09","01","Brasil","São Paulo","Iracemápolis",NA,"-47.5099983215332","-22.5799999237061","15394",NA,NA,"auto",NA,NA,NA,"ESA013245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-11-04 11:19:54-03","ESALQ","ESA","51292","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Belloti et al.",NA,"2005","09","17","Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25","22843",NA,NA,"auto",NA,NA,NA,"ESA051292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-11-04 11:19:54-03","ESALQ","ESA","64147","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Souza, J.P.",NA,"1998","03","01","Brasil","São Paulo","Monte Mor",NA,"-47.310001373291","-22.9400005340576","12206",NA,NA,"auto",NA,NA,NA,"ESA064147",NA,"ESA064147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-11-04 11:19:54-03","ESALQ","ESA","10963","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","333.0","1993","04","23","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545","44778",NA,NA,"auto",NA,NA,NA,"ESA010963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2020-11-04 11:19:54-03","ESALQ","ESA","7378","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Souza, V.C.",NA,"1992","07","18","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545","44778",NA,NA,"auto",NA,NA,NA,"ESA007378",NA,"ESA007378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-11-04 11:19:54-03","ESALQ","ESA","65271","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Souza, J.P.","2356.0","1998","06","12","Brasil","São Paulo","Monte Mor","Haras Vanguarda. Interior de Mata Ciliar","-47.310001373291","-22.9400005340576","12206",NA,"Botões verdes","auto",NA,NA,NA,"ESA065271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-11-04 11:19:54-03","ESALQ","ESA","91537","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.",NA,NA,NA,NA,"Viani, R.A.G. et al.","492.0","1999","07","12","Brasil","São Paulo","Bofete","Fazenda Santa Terezinha (Eucatex) . Remanescente de Floresta Estacional Semidecidual","-481.833","-230.333",NA,NA,NA,NA,NA,NA,NA,"ESA091537",NA,"ESA091537",NA,NA,NA,"-481,833","-230,333",NA,NA,NA,NA,NA
"259","2020-11-04 11:19:54-03","ESALQ","ESA","87751","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Sch.",NA,"1964","07","11","Hoehne, W.","5751.0","1964","07","11","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,NA,NA,"ESA087751",NA,"ESA087751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-11-04 11:19:54-03","ESALQ","ESA","76145","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Viegas, A.P.",NA,"1960","08","15","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303","23900",NA,NA,"auto",NA,NA,NA,"ESA076145",NA,"ESA076145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-11-04 11:19:54-03","ESALQ","ESA","2821","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Viegas, A.P.",NA,"1960","08","15","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303","23900",NA,NA,"auto",NA,NA,NA,"ESA002821",NA,"ESA002821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-11-04 11:19:54-03","ESALQ","ESA","2812","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Pacheco, C. ; Dedecca, D.",NA,"1949","05","20","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303","23900",NA,NA,"auto",NA,NA,NA,"ESA002812",NA,"ESA002812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-11-04 11:19:54-03","ESALQ","ESA","62572","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Albuquerque, G.B. et al.","609.0","1997","07","01","Brasil","São Paulo","Iperó",NA,"-47.6800003051758","-23.3500003814697","17831",NA,NA,"auto",NA,NA,NA,"ESA062572",NA,"ESA062572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2020-11-04 11:19:54-03","ESALQ","ESA","63189","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Souza, J.P.",NA,"1998","05","14","Brasil","São Paulo","Monte Mor",NA,"-47.310001373291","-22.9400005340576","12206",NA,NA,"auto",NA,NA,NA,"ESA063189",NA,"ESA063189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2020-11-04 11:19:54-03","ESALQ","ESA","10825","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","33.0","1993","02","08","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545","44778",NA,NA,"auto",NA,NA,NA,"ESA010825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-11-04 11:19:54-03","ESALQ","ESA","64000","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Bufo, L.V.B. ; Sabadim, P.C.","138.0",NA,NA,NA,"Brasil","São Paulo","Porto Feliz",NA,"-47.5200004577637","-23.2099990844727","19715",NA,NA,"auto",NA,NA,NA,"ESA064000",NA,"ESA064000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-11-04 11:19:54-03","ESALQ","ESA","27004","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","373.0","1994","06","10","Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637","15567",NA,NA,"auto",NA,NA,NA,"ESA027004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-11-04 11:19:54-03","ESALQ","ESA","27005","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Cardoso-Leite, E. ; Oliveira, A.","221.0","1993","10","02","Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637","15567",NA,NA,"auto",NA,NA,NA,"ESA027005",NA,"ESA027005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-11-04 11:19:54-03","ESALQ","ESA","24252","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,NA,NA,NA,NA,"Fernandes, G.D. et al.",NA,"1995","02","13","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666","34059",NA,NA,"auto",NA,NA,NA,"ESA024252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2021-01-14 15:33:40-03","MN","R","11980","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Silva, M.V.","2008","03","20","Glaziou, A.F.M.","337","1862","10","16","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,"R000011980",NA,"R000011980_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-01-14 15:33:40-03","MN","R","11990","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Silva, M.V.","2008","03","26","Glaziou, A.F.M.","11358","1879","08","22","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,"R000011990",NA,"R000011990_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-01-14 15:33:40-03","MN","R","208368","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Vignoli-Silva, M.","2008","03","27","Freire Allemão, F.; Cysneiros, M.","1248",NA,NA,NA,"Brasil","Ceará","Crato",NA,"-39.4094009399414","-7.23416996002197","30071",NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","auto",NA,NA,NA,"R010053450",NA,"R010053450_001 R010053450_002 R010053450_003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2021-01-14 15:33:40-03","MN","R","11991","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Silva, M.V.","2008","03","26","Glaziou, A.F.M.","5963","1872","06","05","Brasil","Rio de Janeiro","Rio de Janeiro","São Cristovão","-43.2075004577637","-22.9027996063232","57442",NA,"Plantas do Brasil Central","auto",NA,NA,NA,"R000011991",NA,"R000011991_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-03-12 01:36:30-03","UFPI","TEPB","19491","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum",NA,"O. Cano","2004","12","14","Oliveira, J. O. S.","10","2003","10","24","Brasil","Bahia","Ibirapitanga","As margens do lago da UHE-Funil","-39.3736000061035","-14.1641998291016","33549",NA,"Arbusto ca 5m, flor branco-amarelada, frequência pouca, solo pedregoso Ambiente: Mata Atlântica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-11-19 10:25:32-03","CPAP","CPAP","19270","PreserverdSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.",NA,NA,NA,NA,"Pott, A.","13132","2005","08","21","Brasil","MS","Corguinho","Sede da Estância Ecológica, 6 km SW da vila de Taboco, distrito de Taboco.","-55.152778","-19.738333",NA,NA,"Arbusto 1,5m de altura . FLOR: branca. FRUTO: ausente. INTERESSE: Aromática; Tóxica para bovino. FREQUÊNCIA: . AMBIENTE: Floreta ripária em área de cerradão. . SUBSTRATO: solo arenoso. RELEVO: vale..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55°09'10W","19°44'18S",NA,NA,NA,NA,NA
"276","2020-11-19 10:25:32-03","CPAP","CPAP","24268","PreserverdSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","A. Pott","2005",NA,NA,"Pott, A.","13139","2005","08","21","Brasil","MS","Corguinho","Fazenda Rodeio, 6 Km NE da vila de Taboco, distrito de Taboco.","-55.149167","-19.732778",NA,NA,"Arbusto de 2 m de altura. Esparsa. Flor branca. Floresta ripária com Mauritia flexuosa em cerrado. Solo: areno-siltoso. Relevo: vale. Flor odorosa ao anoitecer; nascente do córrego da bacia do Rio Negro.",NA,NA,NA,NA,NA,NA,NA,"400","400",NA,"55°08'57''W","19°43'58''S",NA,NA,NA,NA,NA
"277","2020-11-19 10:25:32-03","CPAP","CPAP","24606","PreserverdSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","A. Pott","2006","05",NA,"Pott, A.","13987","2006","02","20","Brasil","MS","Deodápolis","Lagoa Rica.","-54.1650009155273","-22.2756004333496","39149",NA,"Arbusto 1-2 m de altura. . Frequente. Flor branca e fruto preto. Pastagem degradada com Paspalum notatum/Brachiaria humidicola. Solo: argiloso.. Relevo: quade plano. Flor muito odorosa à noite. Tóxica para bovino. <ll>dwc_commonname:</ll> Perobinha-D#?#Água","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2015-07-02 14:04:19-03","JBP","HPL","7786","S","Plantae",NA,NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","V.C. Souza","2012","03","21","H. Lorenzi","1601","1994","08","05","Brasil","SP","Mococa","Coletado na Estação do Instituto Agronômico de Campinas (IAC).","-47","-21.46","24370",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2015-07-02 14:04:19-03","JBP","HPL","7791","S","Plantae",NA,NA,"Solanaceae","Cestrum","axillare","Cestrum axillare",NA,"H. Lorenzi","2000","08","04","H. Lorenzi","2357","2000","08","04","Brasil","MG","Itamogi","Coletado na Fazenda Ipoméia - em pasto sujo e a pleno sol.","-47.0483","-21.0781","11256",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2019-02-15 11:50:47-02","IPA","IPA","26914","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Vignoli-Silva, M.","2009","03",NA,"Grupo Flora Pedra do Cavalo","695","1980","09",NA,"Brasil","Bahia","Cachoeira","Estação Pedra do Cavalo. Vale dos Rios Paraguaçu e Jacuípe.","-39.833333","-12.533333",NA,NA,"Hábito: arbusto de aproximadamente 1 m de altura. Flores: amarelo-esverdeado. Com frutos.",NA,"Southern America",NA,NA,"IPA0026914",NA,NA,NA,NA,NA,"-39.833333","-12.533333",NA,NA,NA,NA,NA
"281","2019-02-15 11:50:47-02","IPA","IPA","10186","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Vignoli-Silva, M.","2009","03",NA,"Pickel, B.","5681","1942","05","04","Brasil","São Paulo",NA,"Santana do Riacho, Linha de Santo Amaro: Alto da Boa Vista. Cult.",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"IPA0010186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-02-15 11:50:47-02","IPA","IPA","1554","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Vignoli-Silva, M.","2009","03",NA,"Andrade-Lima","50-406","1950","01","03","Brasil",NA,NA,NA,NA,NA,NA,NA,"Flores: esverdeadas. Arb. Próximo a Conde. Ba.",NA,"Southern America",NA,NA,"IPA0001554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2019-02-15 11:50:47-02","IPA","IPA","23870","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Vignoli-Silva, M.","2009","03",NA,"Harley, R.M.","17248","1974","03","21","Brasil","Bahia",NA,"Coastal Zone. Fonte dos Protomártires do Brasil, Porto Seguro. Coastal rain forest with small river and clearing with disturbed ground. Alt.: 0 - 10 m.","-39.2","-16.416667",NA,NA,"Hábito: Tree 8 m. high.",NA,"Southern America",NA,NA,"IPA0023870",NA,NA,NA,NA,NA,"-39.2","-16.416667",NA,NA,NA,NA,NA
"284","2019-02-22 11:47:45-03","IPA","IPA","64547","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Stehmann, J.R.","2017","04","24","Ferreira, M.C.; Josta, T.; Josta, T.","893","1996","03","19","Brasil","Bahia","Conde","Fazenda do Bu, pasto do curral.","-42.666667","-12.055556",NA,NA,"Arbusto ca. 1,3n de altura; folhas membranáceas glabras alternas; botões florais verdes; flores tubulosas verdes.; Vegetação com influência marinha.",NA,"Southern America",NA,NA,"IPA0064547",NA,NA,NA,NA,NA,"-42.666667","-12.055556",NA,NA,NA,NA,NA
"285","2019-02-15 11:50:48-02","IPA","IPA","58447","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Vignoli-Silva, M.","2009","03",NA,"Siqueira-Filho, J.A.","775","1998","01","02","Brasil","Pernambuco","Maraial","Engenho Curtume, mesoregião da mata pernambucana. Microregião da mata úmida. 260 m alt. 170 Km do Recife.","-35.833333","-8.8",NA,NA,"Hábito: trepadeira. Flores: alvas, tubulosas.",NA,"Southern America",NA,NA,"IPA0058447",NA,NA,NA,NA,NA,"-35.833333","-8.8",NA,NA,NA,NA,NA
"286","2019-02-15 11:50:48-02","IPA","IPA","78974","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Stehmann, J.R.","2017","04","24","Sobral-Leite, M.; et al.; et al.","546","2007","11","21","Brasil","Pernambuco","Primavera","Zona da mata, bacia hidrográfica do Ipojuca, rio Ipojuca. Formação Ribeirinha Típica.","-35.35","-8.32",NA,NA,"Hidrófito arbustivo emergente ca. 1,6m de altura. Pouco ramificado. Indivíduos em plena floração. Flores tubulosas, amarelo-esverdeadas, não fragrantes.; Ambiente de entorno do rio desmatado e parte do leite assoreado.",NA,"Southern America",NA,NA,"IPA0078974",NA,NA,"129","129",NA,"-35.35","-8.32",NA,NA,NA,NA,NA
"287","2019-02-15 11:50:48-02","IPA","IPA","29491","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Vignoli-Silva, M.","2009","03",NA,"Viégas, O.","185","1979","09","25","Brasil","Alagoas","Rio Largo","Proximidade do Aeroporto dos Palmares. Mata em capoeira. Solo: bem drenado.","-35.8532981872559","-9.4783296585083","13982",NA,"Hábito: arbusto. Flor: branca.","auto","Southern America",NA,NA,"IPA0029491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2019-02-22 11:47:45-03","IPA","IPA","69695","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Stehmann, J.R.","2017","04","24","Lemos, R.; Silva, F.C.; Silva, F.C.","5854","2001","10","18","Brasil","Alagoas","Sâo Miguel dos Campos","Balneário Tipiriçá, mata próxima ao Campo 123. Em encosta. Coletado na borda.","-36.0936012268066","-9.78110980987549","30539",NA,"Erva em floração ca. 1,5m de altura; flores cremes; frutos ausentes.; Mata Atlântica.","auto","Southern America",NA,NA,"IPA0069695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-02-15 11:50:48-02","IPA","IPA","41923","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Vignoli-Silva, M.","2009","03",NA,"Pinto, G.C.P.","348",NA,NA,NA,"Brasil","Bahia","Candeias",NA,"-38.5505981445312","-12.667799949646","17657",NA,"Em bordadeira de capoeira; arboreta ramoso-flexuos","auto","Southern America",NA,NA,"IPA0041923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2019-02-15 11:50:48-02","IPA","IPA","87683","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Stehmann, J.R.","2017","04","24","Hatschbach, G.; Hatschbach, M.; Barbosa, E.; Hatschbach, M.; Barbosa, E.","76490","2003","10","18","Brasil","Mato Grosso do Sul","Bela Vista","estrada entre rodovia BR 060 e Santo Antonio. Orla da mata de galeria.","-56.5210990905762","-22.1089000701904","66197",NA,"Arbusto 1m; flor creme, base esverdeada.","auto","Southern America",NA,NA,"IPA0087683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2019-02-15 11:50:48-02","IPA","IPA","28493","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Vignoli-Silva, M.","2009","03",NA,"Fevereiro","54","1980","10","09","Brasil","Paraíba","Areia","Mata de Pau Ferro. Área devastada da mata. Local úmido.","-35.6916999816895","-6.96332979202271","15425",NA,"Hábito: arbusto de aproximadamente 4 m. Folhas: verdes. Frutos: verdes. Planta tóxica.","auto","Southern America",NA,NA,"IPA0028493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2019-02-15 11:50:47-02","IPA","IPA","28482","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Stehmann, J.R.","2017","04","24","Fevereiro","73","1980","10","30","Brasil","Paraíba","Areia","Mata de Pau Ferro. Área devastada e agrestada da mata.","-35.6916999816895","-6.96332979202271","15425",NA,"Hábito: arbusto com aprox. 3 m de alt. Folhas: verdes. Flores: avermelhadas. Caule cinza.","auto","Southern America",NA,NA,"IPA0028482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2019-02-15 11:50:48-02","IPA","IPA","89179","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Stehmann, J.R.","2017","04","24","Lima, J.L.","04","2013","12","11","Brasil","Paraíba","Campina Grande","Campus da UFCG","-35.8810997009277","-7.23055982589722","41577",NA,"Arbusto ca. 3m de altura, folhas simples alternas; flores em cachos amareladas. Frutos pequenos, quando maduros verdes.","auto","Southern America",NA,NA,"IPA0089179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2019-02-15 11:50:48-02","IPA","IPA","54529","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Vignoli-Silva, M.","2009","03",NA,"Agra, M.F.","2029","1993","06","19","Brasil","Paraíba","Campina Grande","Piemonte da Borborema.","-35.8810997009277","-7.23055982589722","41577",NA,"Arvoreta, fl, alvas.","auto","Southern America",NA,NA,"IPA0054529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-02-15 11:50:48-02","IPA","IPA","29330","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Vignoli-Silva, M.","2009","03",NA,"Andrade-Lima","7038","1972","10","06","Brasil","Pernambuco","Cortês",NA,"-35.5410995483398","-8.47027969360352","11836",NA,NA,"auto","Southern America",NA,NA,"IPA0029330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2019-02-15 11:50:48-02","IPA","IPA","48425","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Vignoli-Silva, M.","2009","03",NA,"Lima, V.C.","42","1985","12","04","Brasil","Pernambuco","Correntes","Fazenda do Ministério da Agricultura. Capoeira devastada. Solo: argilo-arenoso.","-36.3302993774414","-9.12889003753662","15594",NA,NA,"auto","Southern America",NA,NA,"IPA0048425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2019-02-15 11:50:48-02","IPA","IPA","46815","S","Plantae","Plantae",NA,"Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","Stehmann, J.R.","2017","04","24","Andrade-Lima; et al.; et al.","9558","1979","10","18","Brasil","Pernambuco","Garanhuns",NA,"-36.4928016662598","-8.89027976989746","21839",NA,NA,"auto","Southern America",NA,NA,"IPA0046815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
