"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","infraspecificEpithet","sex"
"49","2019-04-04 10:57:34-03","PUCRS","MPUC","14907","S","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don","C.H. Dalastra",NA,NA,"2004","01","05","South America","Brasil","RS","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,"São Francisco de Paula",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"2019","03","29","-50.1744444000","-29.4808333000","1",NA,NA,NA
"50","2021-01-28 13:24:37-03","PUCRS","MPUC","7797","S","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don","C.H. Dalastra",NA,NA,"1997","01","01","South America","Brasil","RS",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"São Francisco de Paula",NA,NA,"Magnoliopsida",NA,NA,"76715","auto","2019","03","29",NA,NA,"1",NA,NA,NA
"51","2021-01-28 13:24:37-03","PUCRS","MPUC","7721","S","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don","C.H. Dalastra",NA,NA,"1995","11","26","South America","Brasil","RS",".","-50.5835990905762","-29.4480991363525",NA,"Coletada em campo (F84)",NA,NA,"São Francisco de Paula",NA,NA,"Magnoliopsida",NA,NA,"76715","auto","2019","03","29",NA,NA,"1","26/01/1900",NA,NA
"52","2021-01-28 13:24:37-03","PUCRS","MPUC","8402","S","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don","C.H. Dalastra","E.D. Heuser",NA,"1994","09","09","South America","Brasil","RS",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"São Francisco de Paula",NA,NA,"Magnoliopsida",NA,NA,"76715","auto","2019","03","29",NA,NA,"1",NA,NA,NA
"53","2019-01-17 11:25:13-02","PUCRS","MPUC","20436","S","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don","L. Eggers",NA,NA,"2004","01","05","South America","Brasil","RS","CPCN Pró-Mata","-50.5835990905762","-29.4480991363525",NA,"Trabalho de Fitossociologia da Vegetação Campestre do CPCN Pró-Mata",NA,NA,"São Francisco de Paula",NA,NA,"Magnoliopsida",NA,NA,"76715","auto","2004","01","01",NA,NA,"1",NA,NA,NA
"54","2019-01-17 11:25:13-02","PUCRS","MPUC","21094","S","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don","P.M.A. Ferreira","C.F. Jurinitz",NA,"2015","10","24","South America","Brasil","RS","CPCN - Pró-Mata, campo da entrada, oeste da estrada, encosta próxima a estrada","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"São Francisco de Paula",NA,NA,"Magnoliopsida",NA,NA,"76715","auto","2015","01","01",NA,NA,"3","444",NA,NA
"55","2021-01-28 13:24:37-03","PUCRS","MPUC","7722","S","Plantae",NA,"Ericales","Ericaceae","Leucothoe","nummularia","Leucothoe nummularia","(Cham. & Schltdl.) DC.","W. Maier",NA,NA,"1997","03","17","South America","Brasil","RS",".","-50.5835990905762","-29.4480991363525",NA,"Coletada em campo (F84)",NA,NA,"São Francisco de Paula",NA,NA,"Magnoliopsida",NA,NA,"76715","auto","1997","01","01",NA,NA,"1",NA,NA,NA
"56","2021-03-16 17:51:46-03","UCS","HUCS","12860","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Smith, S.F.","Wasum, R.A.","s.n.","1998","11","22",NA,"Brasil","Rio Grande do Sul","Estrada p/ Fortaleza","-50.1446990966797","-29.0478000640869",NA,"no campo - em beira do caminho",NA,NA,"Cambará do Sul",NA,NA,NA,NA,NA,"30776","auto","1999","01",NA,NA,NA,NA,NA,NA,NA
"57","2021-03-16 17:51:46-03","UCS","HUCS","1631","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Rambo, B.","Sehnem, A.","s.n.","1950","01","12",NA,"Brasil","Rio Grande do Sul","Itacolumi","-50.9919013977051","-29.9444007873535",NA,"coleção ASSL - 4197; na mata",NA,NA,"Gravataí",NA,NA,NA,NA,NA,"25424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-16 17:51:46-03","UCS","HUCS","2872","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Sehnem, A.","Sehnem, A.","s.n.","1965","10","30",NA,"Brasil","Rio Grande do Sul","perto da cidade","-50.5835990905762","-29.4480991363525",NA,"planta lenhosa - coleção ASSL 8497",NA,NA,"São Francisco de Paula",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-25 12:11:49-03","UFSM","SMDB","10137","S","Plantae",NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Santos, FB","Deble, LP; Oliveira, AS; Marchiori, JNC","s.n.","2003","11","14",NA,"Brasil","Rio Grande do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,"SMDB010137",NA,"Cambará do Sul",NA,NA,NA,NA,NA,"30776","auto","2014","02","14",NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:23:19-03","MBM","MBM","275519","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Kinoshita, L.S.","Brüger, M.","25316","1991","05","19","Southern America","Brazil","Minas Gerais","Parque Estadual",NA,NA,NA,NA,"MBM275519","MBM275519","Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:23:19-03","MBM","MBM","345810","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C.H.","Silva, J.M.; Vasconcelos, G.C.; Vasconcelos, G.C.","6956","2008","08","27","Southern America","Brazil","Paraná","Fazenda Mato Limpo","-48.9911003112793","-24.6571998596191",NA,"Arbusto 1m, flor vermelha.; Campo limpo, em plantação de Pinus.","MBM345810","MBM345810","Adrianópolis",NA,NA,NA,NA,NA,"49901","auto","2019","02","12",NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:23:19-03","MBM","MBM","234339","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Smith, S.F.","Wasum, R.; et al.; et al.","s.n.","1998","11","22","Southern America","Brazil","Rio Grande do Sul","Estrada para Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,"MBM234339","MBM234339","Cambará do Sul",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:23:19-03","MBM","MBM","276498","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Rambo, B.","Sehnem, A.","4197","1950","01","12","Southern America","Brazil","Rio Grande do Sul","Itacolomi","-50.9919013977051","-29.9444007873535",NA,NA,"MBM276498","MBM276498","Gravataí",NA,NA,NA,NA,NA,"25424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:23:19-03","MBM","MBM","355843","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C.H.","Barboza, E.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.; Silva, J.M.","2439","2009","11","09","Southern America","Brazil","Rio Grande do Sul","Torre da Brasil Telecom","-53.3955993652344","-32.0236015319824",NA,"Arbusto 1,20m, flor alvacenta.; Campo rupestre.","MBM355843","MBM355843","Herval",NA,NA,NA,NA,NA,"51680","auto","2019","02","12",NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:23:19-03","MBM","MBM","265473","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Romão, G.O.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","72673","2001","11","13","Southern America","Brazil","Rio Grande do Sul","Rodovia São José dos Ausentes - Silveira","-50.0657997131348","-28.7483005523682",NA,NA,"MBM265473","MBM265473","São José dos Ausentes",NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-09-04 15:49:23-03","MNHN","RECOLNAT_MNHN_P","P04507649","PreservedSpecimen",NA,NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don",NA,"Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil","Rio Grande do Sul","Brésil. Province de Rio-Grande.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04507649' target='other'> <mi>dwc_moreinfo</mi></a>","P04507649","P04507649_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1824",NA,NA
"67","2015-09-04 15:49:23-03","MNHN","RECOLNAT_MNHN_P","P04507647","PreservedSpecimen",NA,NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don",NA,"Smith, L.B.|Klein, R.M.",NA,"1964","12","6",NA,"Brasil","Santa Catarina","6km west of Campo Erê","-53.1","-26.36667","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04507647' target='other'> <mi>dwc_moreinfo</mi></a>","P04507647","P04507647_01","Campo Erê","900","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13708",NA,NA
"68","2015-09-04 15:49:23-03","MNHN","RECOLNAT_MNHN_P","P04507648","PreservedSpecimen",NA,NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don",NA,"Hatschbach, G.",NA,"1966","10","16",NA,"Brasil","Paraná","Sta. Barbara.","-51.9906005859375","-26.4841995239258","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04507648' target='other'> <mi>dwc_moreinfo</mi></a>","P04507648","P04507648_01","Palmas",NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,"15005",NA,NA
"69","2020-12-11 11:35:01-03","UFMG","BHCB","63513","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don",NA,"Brugger, MC","s.n.","1991","11","30","Southern America","Brasil","Minas Gerais",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Lima Duarte",NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2018-06-22 05:25:00-03","MO","MOBOT","2457350","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Judd, W. S.","Pe. Raulino Reitz|Roberto M. Klein","Reitz 7456",NA,NA,NA,"South America","Brazil","Santa Catarina","São Joaquim. Bom Jardim, Serra da Oratorio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2011-03-01 10:05:00-03","MO","MOBOT","2897536","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Walter S. Judd","Balduino Rambo","Rambo 29495","1945","9","5","South America","Brazil",NA,"S. Leopoldo Lapucuia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2011-03-01 10:05:00-03","MO","MOBOT","2897599","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Walter S. Judd","Balduino Rambo","Rambo 29495","1945","9","5","South America","Brazil",NA,"S. Leopoldo Lapuscaia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2011-03-01 10:04:00-03","MO","MOBOT","2897627","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Walter S. Judd","Balduino Rambo","Rambo 36724","1948","2","2","South America","Brazil","Rio Grande do Sul","Cambara, S. Fr. de Paula. In campo dumetoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:45:48-03","MBML","MBML-HERBARIO","51664",NA,"Plantae",NA,NA,"Ericaceae","Agarista","cf. nummularia","Agarista cf. nummularia","(Cham. & Schltdl.) G.Don","C. Baez/XI-2016","C. Baez; P. Rosa, D. Maurenza, L. Moraes & R. Overney","824","2016","08","11",NA,"Brasil","Rio de Janeiro","Área de Proteção Ambiental de Macaé de Cima. Vegetação de baixo porte. Cume da Pedra Bicuda","-42.530833","-22.438611",NA,"Arbusto, terrícola, heliófila, 70cm. Caules com indumento ferrugíneo. Folhas discolores pilosas. Flores castanhas","MBML051664","MBML051664","Nova Friburgo","1534","1534",NA,NA,NA,NA,NA,NA,NA,NA,"42W31'51","22S26'19",NA,NA,NA,NA
"75","2019-11-07 11:44:30-03","FUVATES","HVAT","3597","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don","P. Zampol; M. Teixeira; L. Mayer","E. Freitas","s.n.","2010","11","16",NA,"Brasil","Rio Grande do Sul",NA,"-51.682222","-29.643056",NA,"Arbusto em morro","HVAT00003597",NA,"Tabaí",NA,NA,NA,NA,NA,NA,NA,"2012","01","26","-51º40'56''W","-29º38'35''S",NA,NA,NA,NA
"76","2021-01-26 14:12:34-03","CPACT","ECT","5108","PreservedSpecimen","Plantae","Embryophyta",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don","G.Heiden","G.Heiden; A.L.Bamberg | M.Bergmann | C.B.Gomes | R.Martinazzo | C.A.P.Silveira | P.vanStraaten","2335","2016","11","17",NA,"Brasil","Rio Grande do Sul","Serra da Rocinha. BR 285, próximo da divisa entre São josé dos Ausentes/RS e Timbé do Sul/SC. Campo de altitude subtropical (campos de cima da serra), afloramento basáltico.","-49.953056","-28.799722",NA,NA,"ECT0005108","ECT0005108","São José dos Ausentes","1213","1213",NA,NA,NA,NA,NA,"2016","11","17","49º57'11''W","28º47'59''S",NA,NA,NA,NA
"77","2021-03-01 11:47:17-03","UFPE","UFP","23416","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Leucothoe","nummularia","Leucothoe nummularia","(Cham. & Schltdl.) DC.","Schlindwein, C","Schlindwein, C","F57","1993","10","20",NA,"Brasil","Rio Grande do Sul",NA,"-50.5835990905762","-29.4480991363525",NA,"Campo. Mata mixta de araucaria.","UFP023416",NA,"São Francisco de Paula",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-09-12 05:00:02-03","US","US","3371864","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don",NA,"R. Wasum & et al.","12860","1998","11","22","South America","Brazil","Rio Grande do Sul","Mun. de Cambará do Sul-estrada para Fortaleza no campo - em beira do caminho.",NA,NA,NA,NA,"US02973533","US02973533_01",NA,"1050",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"79","2020-09-12 05:00:02-03","US","US","3713969","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don",NA,"C. Baez, P. Rosa, D. Maurenza, L. Moraes & R. Overney","824","2016","8","11","South America - Neotropics","Brazil","Rio de Janeiro","Nova Friburgo. Area de Proteção Ambiental de Macaé de Cima. Vegetação de baixo porte. Cume da Pedra Bicuda.","-42.5308","-22.4386",NA,NA,"US02973532","US02973532_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"80","2020-09-12 05:00:02-03","US","US","2104817","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don",NA,"R. Reitz","1926",NA,NA,NA,"South America","Brazil","Santa Catarina","Sombrio.",NA,NA,NA,NA,"US02973541","US02973541_01",NA,"10",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"81","2020-09-12 05:00:02-03","US","US","2841790","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don",NA,"Reitz & Klein, --","7456","1958","10","23","South America","Brazil","Santa Catarina","Serra do Oratório, Bom Jardim.",NA,NA,NA,NA,"US02973534","US02973534_01",NA,"1400",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"82","2020-09-12 05:00:02-03","US","US","2101848","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don",NA,"B. Rambo","36724","1948","2","2","South America","Brazil","Rio Grande do Sul","Brasiliae australis. Cambará p. S. Frsco de Paula.",NA,NA,NA,NA,"US02973540","US02973540_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US","2050000","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don",NA,"B. Rambo","48704","1950","9","7","South America","Brazil","Rio Grande do Sul","Sapucaia p. S. Leopoldo.",NA,NA,NA,NA,"US02973536","US02973536_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","2049973","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don",NA,"B. Rambo","42757","1949","8","5","South America","Brazil","Rio Grande do Sul","Gravatai.",NA,NA,NA,NA,"US02973539","US02973539_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","2049998","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don",NA,"B. Rambo","48695",NA,NA,NA,"South America","Brazil","Rio Grande do Sul","Sapucaia pr. S. Leopoldo.",NA,NA,NA,NA,"US02973537","US02973537_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","2249713","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don",NA,"L. Smith & R. Reitz","10333","1957","1","23","South America","Brazil","Santa Catarina","Mun. Bom Retiro: Bog and pasture, by Fazenda Santo Antônio, Campo dos Padres.",NA,NA,NA,NA,"US02973535","US02973535_01",NA,"1650",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"87","2020-09-12 05:00:02-03","US","US","2049997","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don",NA,"B. Rambo","48694","1950","9","7","South America","Brazil","Rio Grande do Sul","Sapucaia, prope S. Leopoldo.",NA,NA,NA,NA,"US02973538","US02973538_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"88","2019-10-07 09:12:40-03","UEFS","HUEFS","146717","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don",NA,"Hatschbach, G.","72673","2001","11","13",NA,"Brasil","Rio Grande do Sul","Rodovia São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,"Campo limpo , seco","HUEFS0146717","HUEFS0146717","São José dos Ausentes",NA,NA,"Asteranae",NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2018-10-25 11:33:16-03","F","FMNH-SEEDPLANTS","V0139632F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia",NA,NA,"N. I. Matzenbacher","1","1995","12","8","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0139632F","V0139632F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2018-10-25 11:33:16-03","F","FMNH-SEEDPLANTS","V0139633F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia",NA,NA,"J. C. Lindeman et al.","ICN 27894/serie 18.13","1972","7","12","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0139633F","V0139633F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2018-10-25 11:34:12-03","F","FMNH-SEEDPLANTS","V0142132F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia",NA,NA,"I. Fernandes","404","1988","8","27","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0142132F","V0142132F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-08-20 14:55:47-03","UFSC","FLOR","21396","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don","Dalastra, C.H.","Falkenberg, D.B.","1863a","1984","11","16",NA,"Brasil","Rio Grande do Sul","Estrada de Praia Grande a Itaimbezinho.","-50.1446990966797","-29.0478000640869",NA,"subarbusto, 1m altura, corola branca já deiscente. Material provavelmente misturado: K piloso e 'maior' misturado com K glabro e 'menor' Habitat: campo","FLOR0021396","FLOR0021396","Cambará do Sul","800","800",NA,NA,NA,"30776","auto","2019","02","15",NA,NA,NA,NA,NA,NA
"93","2020-08-20 14:55:47-03","UFSC","FLOR","21400","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don","Dalastra, C.H.","Falkenberg, D.B.","1859","1984","11","16",NA,"Brasil","Rio Grande do Sul","Estrada de Praia Grande ao Itaimbezinho.","-50.1446990966797","-29.0478000640869",NA,"subarbusto, 50cm altura, corola branca, cálice piloso Habitat: campo","FLOR0021400","FLOR0021400","Cambará do Sul","800","800",NA,NA,NA,"30776","auto","2019","02","15",NA,NA,NA,NA,NA,NA
"94","2020-08-20 14:55:47-03","UFSC","FLOR","16421","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don","Dalastra, C.H.","Falkenberg, D.B.; Souza, M.L.","3989","1986","11","08",NA,"Brasil","Santa Catarina","Beira do planalto no topo da Serra do Rio do Rastro.","-49.624698638916","-28.3369007110596",NA,"subarbusto, 1,2m altura, flor clara Habitat: capoeira em beira de riacho","FLOR0016421","FLOR0016421","Bom Jardim da Serra","1200","1200",NA,NA,NA,"32577","auto","2019","02","15",NA,NA,NA,NA,NA,NA
"95","2020-08-20 14:55:47-03","UFSC","FLOR","16422","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don","Dalastra, C.H.","Falkenberg, D.B.; Souza, M.L.","3980","1986","11","08",NA,"Brasil","Santa Catarina","Beira do planalto no topo da Serra do Rio do Rastro.","-49.624698638916","-28.3369007110596",NA,"subarbusto, flor creme, 1m altura Habitat: beira de matinha nebular","FLOR0016422","FLOR0016422","Bom Jardim da Serra","1300","1300",NA,NA,NA,"32577","auto","2019","02","15",NA,NA,NA,NA,NA,NA
"96","2020-08-20 20:38:33-03","UFSC","FLOR","35899","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don",NA,"Souza, M.L.; Zanin, A.; Rieper, M. & Nardin, J.","1854","2007","03","14",NA,"Brasil","Santa Catarina","Fazenda da Sra. Sônia Munaretto, campo Oeste do Canion do Espraiado, Campo dos Padres.","-49.5917015075684","-28.0149993896484",NA,"subarbusto, flor imaturo verde, 0,5m altura. Comum Habitat: campo turfoso próximo ao cânion","FLOR0035899","FLOR0035899","Urubici",NA,NA,NA,NA,NA,"30102","auto","2017",NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 17:09:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Ericaceae","Leucothoe","nummularia","Leucothoe nummularia","DC.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Habitat ad Porto-Alegro in prov. Rio Grande do Sul et circa Montevideo, m. Sept.",NA,NA,NA,"Pl. Napaea; HABITAT: Pl. Napaea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-02-08 12:40:55-03","UFRGS","ICN","016465","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don","Dalastra, CH","Rambo, B","36724","1948","01","23","América do Sul","Brasil","RS","Cambará","-50.5835990905762","-29.4480991363525",NA,"in campo dumetoso",NA,NA,"São Francisco de Paula",NA,NA,NA,NA,NA,"76715","auto","2019","08","20",NA,NA,NA,NA,NA,NA
"99","2021-02-08 12:40:55-03","UFRGS","ICN","174783","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don",NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2006","11","25","América do Sul","Brasil","RS","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"São Francisco de Paula","838","838",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-02-08 12:40:55-03","UFRGS","ICN","191030","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don","Silva Filho, PJS","Silva Filho, PJS","1823","2012","11","07","América do Sul","Brasil","RS","Serro das Almas","-52.544722","-31.768056",NA,"Arbusto de aprox 1m com flores cor-creme; Em campo seco com afloramentos graníticos",NA,NA,"Capão do Leão","205","205",NA,NA,NA,NA,NA,NA,NA,NA,"-52.544722","-31.768056",NA,NA,NA,NA
