"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","typeStatus","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","386693","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","spruceana","Aulomyrcia spruceana","R. Spruce","s.n.","1851","04",NA,"South America","Brazil","sheet",NA,"Spruce, Myrcia (16) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=557771' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386693","Magnoliophyta","Myrtales",NA,"O.Berg","type","Amazonas","In vicinibus Barra [Manaus] , prov. Rio Negro","NY00386693_01",NA,"-59.9953079","-3.0673242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","616234","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","R. Kummrow","2067","1982","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616234","Magnoliophyta","Myrtales",NA,"DC.",NA,"Paraná","Roça Nova","NY00616234_01","Piraquara","-49.0631","-25.4419","B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1552358","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","J. M. Pires","16304","1978","07","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1940849' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552358","Magnoliophyta","Myrtales",NA,"DC.",NA,"Mato Grosso","Sararé, Campo Base do Radambrasil, folha SD 21-YC. Ponto 48.","NY01552358_01",NA,"-59.42","-15.33","M. F. Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01461789","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","B. Maguire","40012","1954","11","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1711756' target='other'> <mi>dwc_moreinfo</mi></a>","NY01461789","Magnoliophyta","Myrtales",NA,"DC.",NA,NA,"Serra Tepequem, Território do Rio Branco. Northeast slopes","NY01461789_01",NA,NA,NA,"R. McVaugh","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00906998","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","B. A. Krukoff","1338","1931","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906998","Magnoliophyta","Myrtales",NA,"DC.",NA,"Rondônia","Near Tabajara, upper Machado River region.","NY00906998_01",NA,"-62.0803","-8.9203","C. M. D. E. Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","616232","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","R. Reitz","2199","1954","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616232","Magnoliophyta","Myrtales",NA,"DC.",NA,"Santa Catarina","Mata da Cia. Hering, Blumenau","NY00616232_01","Blumenau","-49.082834","-26.926032","B. K. Holst","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1009446","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","S. S. da Silva","s.n.","1989","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1750860' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009446","Magnoliophyta","Myrtales",NA,"DC.",NA,"Amazonas","Ca. 90 km N de Manaus. Distrito Agropecuário da SUFRAMA, Rodovia BR-174, km 72 depois 6km Oeste da BR, Fazenda Dimona. Reserva Nº 2303.","NY01009446_01","Manaus","-60.0917441","-2.326638","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","866733","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","C. A. Cid Ferreira","10192","1991","08","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866733","Magnoliophyta","Myrtales",NA,"DC.",NA,"Acre","Estrada para Assis Brasil, ramal 19, Colônia Nova Vida, a 21 Km de brasiléia.","NY00866733_01","Brasiléia","-68.83","-10.93","B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1009445","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","S. S. da Silva","s.n.","1989","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1750859' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009445","Magnoliophyta","Myrtales",NA,"DC.",NA,"Amazonas","Ca. 90 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR-174, km 64, depois 21 km leste na ZF3, Fazenda Porto Alegre.","NY01009445_01","Manaus","-59.9048156","-2.4341821","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01460254","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","A. B. Anderson","206","1975","09","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1332801' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460254","Magnoliophyta","Myrtales",NA,"DC.",NA,"Amazonas","Campina of Cacau Pereira, estrada para Manacapuru, km 5.","NY01460254_01",NA,"-60.1301587","-3.1852354","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01460257","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","M. L. Kawasaki","160","1987","11","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1334237' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460257","Magnoliophyta","Myrtales",NA,"DC.",NA,"Amazonas","Rio Uaupés, local chamado Ipanoré, uma hora de motor de popa acima de Taraquá. Estrada para Urubuquara","NY01460257_01",NA,"-68.666667","0.3","M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","616228","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","R. M. Klein","3996","1962","12","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616228","Magnoliophyta","Myrtales",NA,"DC.",NA,"Santa Catarina","Serra do Espigao","NY00616228_01","Papanduva","-50.1442","-26.3706","B. K. Holst","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01460260","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","A. Vicentini","704","1994","09","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1333941' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460260","Magnoliophyta","Myrtales",NA,"DC.",NA,"Amazonas","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Próximo ao acampamento do Acará.","NY01460260_01",NA,NA,NA,"M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","866734","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","D. C. Daly","6733","1991","05","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866734","Magnoliophyta","Myrtales",NA,"DC.",NA,"Acre","Seringal Porongaba, Colocaçào Sào José","NY00866734_01","Brasiléia","-68.8","-10.85","B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01067359","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","R. V. Flor","s.n.","1988","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1211049' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067359","Magnoliophyta","Myrtales",NA,"DC.",NA,"Minas Gerais","Serra do Ouro Branco; vertente sul","NY01067359_01","Ouro Branco","-43.6917","-20.5208","B. K. Holst","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01460255","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","J. M. Pires","51083","1961","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1702363' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460255","Magnoliophyta","Myrtales",NA,"DC.",NA,"Amapá","Along road between Porto Platón and Macapa","NY01460255_01",NA,NA,NA,"R. McVaugh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01460268","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","C. Farney","1887","1987","11","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1702371' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460268","Magnoliophyta","Myrtales",NA,"DC.",NA,"Amazonas","Rio Cubate, afluente do Içana.","NY01460268_01","São Gabriel da Cachoeira","-67.533333","0.45","M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00906393","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","W. R. Anderson","36249","1972","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906393","Magnoliophyta","Myrtales",NA,"DC.",NA,"Minas Gerais","Serra do Espinhaço, Serra do Cipó","NY00906393_01",NA,NA,NA,"M. F. Santos","1125","1125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00906923","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","M. G. da Silva","4867","1979","06","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983512' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906923","Magnoliophyta","Myrtales",NA,"DC.",NA,"Mato Grosso","Km 330 da Rod. BR-174, Rio Tucanã.","NY00906923_01",NA,NA,NA,"B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00906445","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","P. T. Sano","CFCR12717","1989","12","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906445","Magnoliophyta","Myrtales",NA,"DC.",NA,"Minas Gerais","Carrado na estrada para o Rio Ventania","NY00906445_01","Grão Mogol","-42.82","-16.53","M. Santos","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00906391","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","G. T. Prance","59190","1964","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906391","Magnoliophyta","Myrtales",NA,"DC.",NA,"Mato Grosso","Margin of Garapu airstrip.","NY00906391_01","Canarana","-52.2681","-13.5522","P. O. Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","616231","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","R. Reitz","1909","1954","07","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00616231","Magnoliophyta","Myrtales",NA,"DC.",NA,"Santa Catarina","Morro da Fazenda, Itajaí","NY00616231_01","Itajaí","-48.6617","-26.9081","B. K. Holst","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1009450","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","C. F. da Silva","s.n.","1989","08","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1750867' target='other'> <mi>dwc_moreinfo</mi></a>","NY01009450","Magnoliophyta","Myrtales",NA,"DC.",NA,"Amazonas","Manaus. ca. 90 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 21 km leste na ZF3, Fazenda Porto Alegre","NY01009450_01",NA,"-59.9048156","-2.4341821","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00906709","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","H. S. Irwin","17360","1966","06","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906709","Magnoliophyta","Myrtales",NA,"DC.",NA,"Mato Grosso","Serra Azul, ca. 85 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","NY00906709_01",NA,"-52.23","-15.4","C. E. B. Proença","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01460272","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","W. A. Archer","8330","1943","04","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1702396' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460272","Magnoliophyta","Myrtales",NA,"DC.",NA,"Pará",NA,"NY01460272_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00906453","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","G. C. G. Argent","6777","1968","08","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906453","Magnoliophyta","Myrtales",NA,"DC.",NA,"Mato Grosso","20 km N along road from Base Camp","NY00906453_01",NA,"-51.77","-12.82","C. E. B. Proença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01460259","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","M. G. da Silva","5298","1980","05","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1702367' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460259","Magnoliophyta","Myrtales",NA,"DC.",NA,"Pará","Margem direita do rio Tocantins.","NY01460259_01","Tucuruí","-49.6725","-3.76611","B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1281656","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","S. A. Mori","13038","1979","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1736438' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281656","Magnoliophyta","Myrtales",NA,"DC.",NA,"Bahia","Antiga rodovia que liga a Estaçao Ecológica Pau-brasil a Sta. Cruz de Cabralia, a 7 km ao NE da Estaçao. Ca. 12 km ao NW de Porto Seguro","NY01281656_01","Santa Cruz Cabrália","-39.0244","-16.2783","D. F. Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01460274","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","G. T. Prance","4841","1968","03","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1333555' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460274","Magnoliophyta","Myrtales",NA,"DC.",NA,"Amazonas","Manaus. Ponta Negra. Banks of rio Negro","NY01460274_01",NA,"-60.0925514","-3.0718694","B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00906948","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","E. P. Heringer","14609","1975","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906948","Magnoliophyta","Myrtales",NA,"DC.",NA,"Goiás",NA,"NY00906948_01","Luziânia","-47.9503","-16.2528","B. K. Holst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01460269","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","R. E. Schultes","9835","1948","04","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1702372' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460269","Magnoliophyta","Myrtales",NA,"DC.",NA,"Amazonas","Rio Curicuriarí, Serra Curicuriarí (summit).","NY01460269_01",NA,"-66.8300056","-0.3263238","R. McVaugh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1039431","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","amazonica","Myrcia amazonica","E. Foresto","151","2005","11","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1486267' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039431","Magnoliophyta","Myrtales",NA,"DC.",NA,"Minas Gerais","Parque Estadual do Rio Preto. Mata ciliar do córrego do Capão Azul.","NY01039431_01","São Gonçalo do Rio Preto","-43.3908","-18.0042","M. Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
