"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"179","2020-11-04 11:12:04-03","ESALQ","ESA","29156","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Moraes, P.L.R.","Ivanauskas, N.M.","1996","03","28","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029156",NA,NA,NA,NA,"737.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA
"180","2020-11-04 11:12:04-03","ESALQ","ESA","29197","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera",NA,NA,"Ivanauskas, N.M.","1996","03","29","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029197",NA,NA,NA,NA,"755.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA
"181","2020-11-04 11:12:04-03","ESALQ","ESA","486","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Ivanauskas, N.M.","Cabral, P.","1936","05","15","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA000486",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA
"182","2020-11-04 11:12:04-03","ESALQ","ESA","123835","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera",NA,"Souza, V.C.","Souza, V.C. ; Flores, T.B.","2013","04","30","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,"Árvore aromática, ca. 8 m alt. Vegetativo.","ESA123835",NA,"2013",NA,NA,"34936.0","Área da Cia. Votorantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"41034","auto",NA,NA,NA,NA
"183","2020-11-04 11:12:04-03","ESALQ","ESA","124215","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera",NA,"Barbosa, T.D.M.","Barbosa, T.D.M. ; Alves, F.M.","2008","11","09","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"ESA124215",NA,"2008","11","01","1009.0","Estação Biológica de Santa Lúcia, inicio da trilha seca, próximo ao rio Timbui, lado direito da trilha.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"23813","auto",NA,NA,NA,NA
"184","2020-11-04 11:12:04-03","ESALQ","ESA","121262","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera",NA,"Quinet, A.","Pessoa, S.V.A.","2001","04","01","Brasil","Rio de Janeiro","Duque de Caxias","-43.3116989135742","-22.7856006622314",NA,NA,NA,NA,NA,"ESA121262",NA,"2012",NA,NA,"1032.0","Reserva da Petrobras. Ponto quadrante 17.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"34388","auto",NA,NA,NA,NA
"185","2020-11-04 11:12:04-03","ESALQ","ESA","120106","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera",NA,NA,"Braga, J.M.A.","1997","08","01","Brasil","Rio de Janeiro","Duque de Caxias","-43.3116989135742","-22.7856006622314",NA,NA,"50","50",NA,"ESA120106",NA,NA,NA,NA,"4302.0","Reserva da Petrobras, trilha ao redor do lago da barragem.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"34388","auto",NA,NA,NA,NA
"186","2020-11-04 11:12:04-03","ESALQ","ESA","72540","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Franco, G.C.","Farah, F.T. et al.","1999","02","02","Brasil","São Paulo","Patrocício Paulista",NA,NA,NA,NA,NA,NA,NA,"ESA072540","ESA072540",NA,NA,NA,"862.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-11-04 11:12:04-03","ESALQ","ESA","9771","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Baitello, J.B.","Andrade, P.M. ; Lopes, M.A.","1984","09","25","Brasil","Minas Gerais","Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,"ESA009771",NA,NA,NA,NA,"383.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"49886","auto",NA,NA,NA,NA
"188","2020-11-04 11:12:04-03","ESALQ","ESA","93130","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Assis, L.C.S.","Assis, L.C.S. et al.","2002","09","22","Brasil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,"ESA093130","ESA093130",NA,NA,NA,"571.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"11991","auto",NA,NA,NA,NA
"189","2020-11-04 11:12:04-03","ESALQ","ESA","21946","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Assis, L.C.S.","Jarenkow, J.A.","1992","01","08","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"ESA021946",NA,"2009",NA,NA,"2042.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"190","2020-11-04 11:12:04-03","ESALQ","ESA","27837","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera",NA,"Assis, L.C.S","Souza, V.C. et al.","1996","01","25","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA027837",NA,"2006",NA,NA,"10486.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA
"191","2020-11-04 11:12:04-03","ESALQ","ESA","17557","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Moraes, P.L.R.","Moraes, P.L.R.","1994","06","29","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA017557",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA
"192","2021-03-31 13:40:24-03","MN","R","61311","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pretiosa","Ocotea pretiosa","(Nees & Mart.) Mez","Vattimo de, I.","Glaziou, A.F.M.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Herb. J. de Saldanha,7527","R000061311","R000061311_001","1965",NA,NA,"14206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2015-07-02 14:02:31-03","JBP","HPL","3863","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) J.G. Rohwer","H. Lorenzi","H. Lorenzi","1994","10","26","Brasil","AM","Manaus","-60.025","-3.10194",NA,NA,NA,NA,NA,NA,NA,"1994","10","26","1770","Coletada na reserva Ducke.",NA,NA,NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA
"194","2015-07-02 14:02:31-03","JBP","HPL","12083","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","G.A.D.C. Franco","F.A.R.D.P. Arzolla","2004","04","26","Brasil","SP","São Paulo","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,"2004","06","09","535","Coletado no Parque Estadual Alberto Löfgren.",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"195","2015-07-02 14:02:31-03","JBP","HPL","9440","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vellozo) Rohwer","R. Tsuji","R. Tsuji","2007","09","12","Brasil","PR","São Mateus do Sul","-50.3828","-25.8742",NA,NA,NA,NA,NA,NA,NA,"2007","09","12","2151","Coletado nas proximidades do município de São Mateus do Sul; em beira de estrada, antes da estrada para Pinheirinho (sentido São João do Triunfo-PR).",NA,NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA
"196","2015-07-02 14:02:31-03","JBP","HPL","3862","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) J.G. Rohwer","H. Lorenzi","H. Lorenzi","2002","12","11","Brasil","MG","São Sebastião do Paraiso","-46.9914","-20.9169",NA,NA,NA,NA,NA,NA,NA,"2002","12","11","3419","Em região de solo arenoso de altitude.",NA,NA,NA,NA,NA,NA,NA,"24792","auto",NA,NA,NA,NA
"197","2016-02-02 14:38:23-02","BGBM","B","B 10 0088603","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","Rohwer",NA,"Hatschbach",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100088603 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100088603","B100088603",NA,NA,NA,"HH8875",NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2016-02-02 14:38:23-02","BGBM","B","B 10 0185348","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","Rohwer",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"II <a href=http://herbarium.bgbm.org/object/B100185348 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185348","B100185348",NA,NA,NA,"168",NA,"Middle and South America",NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA
"199","2016-02-02 14:38:23-02","BGBM","B","B 10 0185349","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","Rohwer",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"I <a href=http://herbarium.bgbm.org/object/B100185349 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185349","B100185349",NA,NA,NA,"B 1388/c 423",NA,"Middle and South America",NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA
"200","2016-02-02 14:38:23-02","BGBM","B","B 10 0185350","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","Rohwer",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"II <a href=http://herbarium.bgbm.org/object/B100185350 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185350","B100185350",NA,NA,NA,"B 1388/c 423",NA,"Middle and South America",NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA
"201","2016-02-02 14:38:23-02","BGBM","B","B 10 0185352","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","Rohwer",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"I <a href=http://herbarium.bgbm.org/object/B100185352 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185352","B100185352 B100185352_1",NA,NA,NA,"168",NA,"Middle and South America",NA,NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA,NA
"202","2016-02-02 14:38:23-02","BGBM","B","B 10 0185484","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","Rohwer",NA,"?",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100185484 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185484","B100185484",NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2016-02-02 14:38:23-02","BGBM","B","B 10 0185346","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","Rohwer",NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Ex herbario horti Petropolitani <a href=http://herbarium.bgbm.org/object/B100185346 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185346","B100185346",NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA
"204","2016-02-02 14:38:23-02","BGBM","B","B 10 0185347","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","Rohwer",NA,"C. F. P. Martius",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100185347 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185347","B100185347",NA,NA,NA,NA,"Min. Ger.","Middle and South America",NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA
"205","2016-02-02 14:38:23-02","BGBM","B","B 10 0185351","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","Rohwer",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"III; ex reliquiis Sellowianis, Humboldt ded. 1836; ex Hb. Kunth <a href=http://herbarium.bgbm.org/object/B100185351 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185351","B100185351 B100185351_1",NA,NA,NA,"B 1388/c 423","Brasilia meridionalis, Yponnema.","Middle and South America",NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA
"206","2016-02-02 14:38:23-02","BGBM","B","B 10 0185483","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","Rohwer",NA,"?",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100185483 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185483","B100185483",NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2016-02-02 14:38:23-02","BGBM","B","B 18 0005962","S","Plantae","Lauraceae","Ocotea","pretiosa","Ocotea pretiosa","Benth. & Hook.",NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<2. Etikett:> Ocotea; Canella; N0. 1374 <a href=http://herbarium.bgbm.org/object/B180005962 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180005962",NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-02-15 11:40:57-02","IPA","IPA","32195","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Moraes, P.L.R.","Gemballa","1955","02","05","Brasil","Santa Catarina","Rio do Sul","-49.6431007385254","-27.2141990661621",NA,NA,NA,NA,"Árvore em flor.","IPA0032195",NA,"2014","02","10","s.n.",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,"15163","auto",NA,NA,NA,NA
"209","2019-02-15 11:40:57-02","IPA","IPA","32194","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Moraes, P.L.R.","Hoehne, W.","1943","09","08","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore de cascas e folhas aromáticas.","IPA0032194",NA,"2014","02","12","1166","Horto - Faculdade de Farmácia","Southern America",NA,NA,"Plantae",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"210","2019-02-15 11:40:57-02","IPA","IPA","13115","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Moraes, P.L.R.","Hoehne, F.C.","1931","10","26","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore grande.","IPA0013115",NA,"2014","02","12","s.n.","Parque do Estado, nativa no Jardim Botânico.","Southern America",NA,NA,"Plantae",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"211","2019-02-15 11:40:57-02","IPA","IPA","9322","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Moraes, P.L.R.","Brioso, N.","1937","09",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"IPA0009322",NA,"2014","02","12","s.n.","Serra da Cantareira","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-02-15 11:40:57-02","IPA","IPA","9323","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Moraes, P.L.R.","Brioso, N.","1937","09",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"IPA0009323",NA,"2014","02","12","s.n.","Serra da Cantareira","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-02-15 11:40:57-02","IPA","IPA","44207","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Moraes, P.L.R.","Hatschbach, G.","1982","01","12","Brasil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Árvore 6m, flor creme.; Mata secundária.","IPA0044207",NA,"2014","02","10","44528","Mata Preto","Southern America",NA,NA,"Plantae",NA,NA,NA,"32006","auto",NA,NA,NA,NA
"214","2019-02-15 11:40:57-02","IPA","IPA","80571","S","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Gomes, J.A.M.A.","Gomes, J.A.M.A.; Pena Filho, J.; Pena Filho, J.","2005","06","30","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"IPA0080571",NA,"2005","06","30","87","Bosque dos Jequitibás.","Southern America",NA,NA,"Plantae",NA,NA,NA,"23900","auto",NA,NA,NA,NA
"215","2019-08-27 13:30:39-03","IAP","PACA-AGP","103698","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Sobral, M.","Jagmin, N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"XILOTECA Nº 0016x","PACA103698",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"216","2019-08-27 13:30:39-03","IAP","PACA-AGP","113780","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","M. Verdi","M. Verdi","2010","06","14","Brasil","SC","Gão Pará","-49.322222","-28.17","49°19'20,00W","28°10'12,00S","332","332","FURB 24217 Ecossistema: floresta ombrófila densa","PACA113780",NA,"2010","04","14","4443","Barra do Rio do Meio",NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"217","2019-08-27 13:30:39-03","IAP","PACA-AGP","110443","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","A. Stival-Santos","A. Stival-Santos","2010","02","01","Brasil","SC","Angelina","-49.049444","-27.630278","49°02'58W","27°37'49S","590","590","FURB 21021 Habitat: interior do fragmento Fenofase: flor amarela Hábito: arbórea Ecossistema: floresta ombrófila densa","PACA110443",NA,"2010","02","01","1651","Rancho das Tábuas.",NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"218","2019-08-27 13:30:39-03","IAP","PACA-AGP","113778","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","A. Quinet","A. Stival-Santos","2010","03","17","Brasil","SC","São José","-48.689444","-27.540278","48°41'22W","27°32'25S","135","135","FURB 22917 Habitat: Interior do fragmento Ecossistema: floresta ombrófila densa","PACA113778",NA,"2010","09","15","2166","Forquilhas",NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"219","2019-08-27 13:30:39-03","IAP","PACA-AGP","113779","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","A. Quinet","E.M. Martins & M. Verdi","2010","08","30","Brasil","SC","Canoinhas","-50.384167","-26.193056","50°23'03,00W","26°11'35,00S","946","946","FURB 30688 Ecossistema: Floresta Ombrófila Mista","PACA113779",NA,"2010","09","15","1","Embrapa",NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"220","2019-08-27 13:30:39-03","IAP","PACA-AGP","114449","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"J.M. Braga","1997","08","05","Brasil","RJ","Duque de Caxias","-43.266667","-22.55","43°16'00W","22°33'00S","50","50","Habitat: trilha ao redor do lago da barragem","PACA114449",NA,NA,NA,NA,"4302","Reserva da Petrobrás.",NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"221","2019-08-27 13:30:39-03","IAP","PACA-AGP","104535","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Sobral, M.","Jagmin, N.","1995","07","05","Brasil","RS","Aratiba","-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"Xiloteca nº 629&nf;Altura: 8m; Circunferência: 70cm; Fuste: 1,5m.","PACA104535",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"18075","auto","Magnoliatae",NA,NA,NA
"222","2019-08-27 13:30:39-03","IAP","PACA-AGP","104922","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"Jagmin, N.","1996","05","09","Brasil","RS","Aratiba","-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"Xiloteca nº 758&nf;Altura: 12m; Circunferência: 1,50m; Fuste: 0,50m.","PACA104922",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"18075","auto","Magnoliatae",NA,NA,NA
"223","2019-08-27 13:30:39-03","IAP","PACA-AGP","93712","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","C. Mondin","Mondin, C.","2002","01","19","Brasil","RS","Arroio do Sal","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"árvore com cerca de 10m de alt.; flores em botão; categoria de ameaça: EN; HASU: 14742. Fenofase: flor em botão Hábito: árvore","PACA093712",NA,"2002","02",NA,"2527","Rondinha Nova, na costa da Lagoa Itapeva",NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"15157","auto","Magnoliatae",NA,NA,NA
"224","2019-08-27 13:30:39-03","IAP","PACA-AGP","85708","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","L. Hem","S. A. Mazzitelli","2000","03","29","Brasil","RS","Machadinho","-51.6678009033203","-27.5669002532959",NA,NA,NA,NA,NA,"PACA085708",NA,NA,NA,NA,"1559","Balsa da Linha Polo",NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"14933","auto","Magnoliatae",NA,NA,NA
"225","2019-08-27 13:30:39-03","IAP","PACA-AGP","85676","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","R. M. Senna","L. Kem","2000","12","11","Brasil","RS","Machadinho","-51.6678009033203","-27.5669002532959",NA,NA,NA,NA,NA,"PACA085676",NA,NA,NA,NA,NA,"Linha Canudo",NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"14933","auto","Magnoliatae",NA,NA,NA
"226","2019-08-27 13:30:39-03","IAP","PACA-AGP","85596","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","R. M. Senna","L. Kem","2000","05","24","Brasil","RS","Machadinho","-51.6678009033203","-27.5669002532959",NA,NA,NA,NA,NA,"PACA085596",NA,NA,NA,NA,NA,"Prop. Elias Polo",NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"14933","auto","Magnoliatae",NA,NA,NA
"227","2019-08-27 13:30:39-03","IAP","PACA-AGP","105475","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Sobral, M.","Jagmin, N.","1999","11","10","Brasil","RS","Mariano Moro","-52.1472015380859","-27.3539009094238",NA,NA,NA,NA,"Xiloteca nº 1031&nf;Altura: 12m; Circunferência: 53cm; Fuste: 2,60m.","PACA105475",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"9642","auto","Magnoliatae",NA,NA,NA
"228","2019-08-27 13:30:39-03","IAP","PACA-AGP","104067","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Sobral, M.","Jagmin, N.","1991","09","07","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Xiloteca nº 265, 272&nf;Sem madeira","PACA104067",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"20837","auto","Magnoliatae",NA,NA,NA
"229","2019-08-27 13:30:39-03","IAP","PACA-AGP","65496","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pretiosa","Ocotea pretiosa","Mez","I. de Vattimo","Reitz & Klein","1956","02","23","Brasil","SC",NA,NA,NA,NA,NA,NA,NA,"EM PERIGO&nf;canela-sassafraz Habitat: mata Fenofase: fruto Hábito: árvore","PACA065496",NA,"1956",NA,NA,"2758","Palhoca - Piloes",NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"230","2019-08-27 13:30:39-03","IAP","PACA-AGP","66315","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pretiosa","Ocotea pretiosa","Mez","I. de Vattimo","Reitz & Klein","1962","01","06","Brasil","SC",NA,NA,NA,NA,NA,NA,NA,"EM PERIGO&nf;imbuial Fenofase: fruto Hábito: árvore","PACA066315",NA,"1964",NA,NA,"11634","Porto Uniao",NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"231","2019-08-27 13:30:39-03","IAP","PACA-AGP","65480","PreservedSpecimen","Plantae","Lauraceae","Ocotea","pretiosa","Ocotea pretiosa","Mez","I. Vattimo","R. Klein","1954","08","12","Brasil","SC","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"EM PERIGO Habitat: mata Fenofase: fruto Hábito: árvore","PACA065480",NA,"1957",NA,NA,"813","Morro da Fazenda",NA,NA,NA,"Magnoliophyta","Laurales",NA,NA,"27253","auto","Magnoliatae",NA,NA,NA
