"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"1","2021-03-15 16:37:00-03","NY","NYBG","1171065","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","P. L. B. Lisboa","1247","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371898' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171065","NY01171065_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","755167","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","D. C. Daly","6744","South America","Brazil","Acre","separate fruit","Inv. no. 378 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=908902' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755167",NA,"R. C. Barneby","1991","05","27","Brasiléia","Seringal Porongaba, Colocaçào Sào José","-68.8","-10.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","1171082","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","M. Kuhlmann","308","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371900' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171082","NY01171082_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","01405748","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","C. A. Cid Ferreira","9492","South America","Brazil","Pará","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1383668' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405748","NY01405748_01","R. D. Ribeiro","1987","11","06","Monte Alegre","Campos gerais próximos da Serra da Lua, 25 Km de Monte Alegre.","-54.25","-1.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00979504","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","R. de Lemos Fróes","11955","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979504","NY00979504_01","Y.- T. Lee; J. H. Langenheim","1940","09",NA,NA,"Assutina-Carutapera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","1171071","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","M. G. da Silva","2563","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371903' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171071","NY01171071_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","1183489","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","A. A. de Oliveira","104","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1446893' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183489",NA,"R. C. Barneby","1991","09","13",NA,"Distrito Agropecuário, 90 km. NNE de Manaus. Reserva 1501 (Km. 41). Projeto Dinamica Biológica de Fragmentos Florestais.","-59.6854736","-2.3153702","50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1171064","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","N. T. da Silva","1843","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371893' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171064","NY01171064_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1171121","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","C. A. Cid Ferreira","9492","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373197' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171121","NY01171121_01","R. D. Ribeiro","1987","11","06","Monte Alegre","Campos gerais próximos da Serra da Lua, 25 Km de Monte Alegre.","-54.25","-1.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","1171086","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","C. R. Sperling","5941","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371859' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171086","NY01171086_01",NA,"1982","06","07",NA,"Serra dos Carajás; AMZA camp 3-Alfa","-50.55","-5.8","475","525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","1161300","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","G. T. Prance","3951","South America","Brazil","Roraima","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373898' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161300","NY01161300_01 NY01161300_02 NY01161300_03","H. S. Irwin","1967",NA,NA,NA,"Canta Galo, Rio Mucajaí between Pratinha and Rio Apiaú.","-61.1802006","2.6780147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1171089","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","B. A. Krukoff","1212","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371895' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171089","NY01171089_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","755166","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","D. C. Daly","6744","South America","Brazil","Acre","sheet","Inv. no. 378 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755166","NY00755166_01","R. C. Barneby","1991","05","27","Brasiléia","Seringal Porongaba, Colocaçào Sào José","-68.8","-10.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1171079","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","R. de Lemos Fróes","23056","South America","Brazil","Roraima","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370524' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171079","NY01171079_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01067946","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","G. Gardner","6007","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1218908' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067946","NY01067946_01","Y.- T. Lee; J. H. Langenheim","1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1171055","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","E. P. Killip","30150","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371104' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171055","NY01171055_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","755163","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","B. A. Krukoff","5519","South America","Brazil","Acre","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755163","NY00755163_01 NY00755163_02","Y.- T. Lee; J. H. Langenheim",NA,NA,NA,NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1171076","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber",NA,"5623","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373911' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171076","NY01171076_01","Y.- T. Lee","1969",NA,NA,NA,"Palhão Reserve.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1171074","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","W. Milliken","771","South America","Brazil","Roraima","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370450' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171074","NY01171074_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00979505","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","A. Raw","3287","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082863' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979505","NY00979505_01",NA,"1980","02","06",NA,"15 m de estrada. 2 km depois de Igreja de Santa Barbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00979555","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","R. de Lemos Fróes","30693","South America","Brazil","Maranhão","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082854' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979555","NY00979555_01 NY00979555_02 NY00979555_03","Y.- T. Lee; J. H. Langenheim","1954","04","08","São Luís","Ilha de São Luiz, sítio São Raimundo.","-44.3028","-2.5297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00979579","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","R. de Lemos Fróes","1921","South America","Brazil","Maranhão","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979579","NY00979579_01 NY00979579_02 NY00979579_03","Y.- T. Lee; J. H. Langenheim","1932","09","16",NA,"Maracassumé river Region; Mata da Cachoeira.","-45.8917809","-1.8926301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1171088","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","G. A. Black","F4 47-931","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371885' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171088","NY01171088_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00979480","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","R. de Lemos Fróes","30737","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082861' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979480","NY00979480_01","Y.- T. Lee; J. H. Langenheim","1954","04","10","Alcântara",NA,"-44.5619202","-2.3922642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1171097","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","J. M. Pires","1373","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371862' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171097","NY01171097_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1171090","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","N. T. da Silva","1526","South America","Brazil","Amapá","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372276' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171090","NY01171090_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2017-01-12 13:45:00-02","NY","NYBG","00979455","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia",NA,"R. de Lemos Fróes","30693","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979455","NY00979455_01","Y.- T. Lee; J. H. Langenheim","1954","04","08","São Luís","Ilha de São Luiz, sítio São Raimundo.","-44.3028","-2.5297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","755162","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","B. A. Krukoff","5519","South America","Brazil","Acre","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755162","NY00755162_01","Y.- T. Lee; J. H. Langenheim",NA,NA,NA,NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00979481","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","R. Vilhena","1012","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979481","NY00979481_01",NA,"1983","03","14",NA,"FUNAI, a 40 km da cidade do Arame.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1161304","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","M. Pacheco","210","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371299' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161304","NY01161304_01 NY01161304_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00979578","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","R. de Lemos Fróes","1900","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082832' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979578","NY00979578_01","Y.- T. Lee; J. H. Langenheim","1932","09","14",NA,"Maracassumé river Region; Mata da Cachoeira.","-45.8917809","-1.8926301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1171052","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","B. A. Krukoff","6250","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371103' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171052","NY01171052_01 NY01171052_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1171099","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","W. A. Ducke","613","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371861' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171099","NY01171099_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1171067","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","P. B. Cavalcante","1526","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371905' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171067","NY01171067_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1171101","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","B. M. Boom","8694","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371113' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171101","NY01171101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1171096","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","J. M. Pires","1373","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371860' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171096","NY01171096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1171093","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","N. T. da Silva","1904","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371854' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171093","NY01171093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1171060","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","A. P. da Silva","s.n.","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373889' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171060","NY01171060_01","R. C. Barneby","1989",NA,NA,"Manaus","Ca. 90 Km N de Manaus, Distrito Agropecuário da Suframa, Rodovia BR 174, Km 64, depois 23 Km leste na ZF3, Fazenda Esteio.","-59.8885828","-2.4292245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1171062","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","J. C. da Costa","s.n.","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371074' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171062","NY01171062_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1171054","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","G. T. Prance","6987","South America","Brazil","Rondônia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373896' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171054","NY01171054_01","Y.- T. Lee","1968","08","15",NA,"Porto Velho to Cuiabá highway. Vicinity of km 117.","-63.1634635","-9.2532558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1187551","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","B. W. Nelson","686","South America","Brazil","Acre","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=251588' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187551",NA,"A. S. Tavares","1980","10","11","Porto Acre","Km 33 of Rio Branco to Porto Acre highway","-67.83","-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","03361391","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","F. J. Kochanovski","725","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3547086' target='other'> <mi>dwc_moreinfo</mi></a>","NY03361391","NY03361391_01","B. M. Torke; J. Beros","2017","11","08","Belterra","Beira da BR 163, km 79, 500m do Porto.","-54.937198638916","-2.63638997077942",NA,NA,"74752","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1171053","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","M. G. da Silva","3529","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373895' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171053","NY01171053_01","M. G. da Silva","1978","05","12","Tucuruí","Rio Tocantins, arredores da Vila do Breu Branco.","-49.6725006103516","-3.76610994338989",NA,NA,"59618","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-10-01 03:46:00-03","NY","NYBG","02676238","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia",NA,"R. E. Schultes","13003","South America","Colombia","Vaupés","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2963758' target='other'> <mi>dwc_moreinfo</mi></a>","NY02676238","NY02676238_01",NA,"1951","07","10",NA,"Rio Apaporis; entre el río Pacoa y el rio Kananarí.","-71.158152","0.071602","205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","1171051","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","C. A. Cid Ferreira","7448","South America","Brazil","Rondônia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373894' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171051","NY01171051_01","R. C. Barneby","1986","06","15","Porto Velho","Área do Reservatório da Usina Hidrelétrica de Samuel.","-63.4547","-8.7517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","00979479","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenaea","parvifolia","Hymenaea parvifolia","Huber","R. de Lemos Fróes","1379","South America","Brazil","Rondônia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082834' target='other'> <mi>dwc_moreinfo</mi></a>","NY00979479","NY00979479_01","Y.- T. Lee; J. H. Langenheim","1931","11","18",NA,"near Tabajara, upper Machado River region.","-62.0581","-8.93419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
