"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","typeStatus","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","order","individualCount","fieldNumber","class","dayIdentified"
"11","2021-03-15 16:37:00-03","NY","NYBG","892218","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","W. R. Buck","27004","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00892218","1995","10","31","Bryophyta","(Broth.) G.L.Sm.","Minas Gerais","Parque Nacional do Caparaó, along trail from Tronqueira to Terreirao","-41.73","-20.43","1970","2350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","892217","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","D. M. Vital","11704","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00892217","1984","09","16","Bryophyta","(Broth.) G.L.Sm.","Minas Gerais","Parque Nacional do Caparaó, along trail to Pico da Bandeira from Tronqueira to Terreirao","-41.73","-20.43","1970","2350","G. L. Smith","Caparaó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","892219","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","D. M. Vital","11764","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00892219","1984","09","16","Bryophyta","(Broth.) G.L.Sm.","Espírito Santo","Parque Nacional do Caparaó, along trail from Terreirao to the summit of Pico da Bandeira","-41.72","-20.42","2350","2890",NA,"Iúna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","913082","PreservedSpecimen","Plantae","Polytrichaceae","Psilopilum","ulei","Psilopilum ulei","E. H. G. Ule","s.n.","South America","Brazil","packeted",NA,"Collection data reads, E. Ule. Bryotheca brasiliensis. 151. Psilopilum Ulei Broth. n. sp. Serra do Itatiaia, 2100 m. , in Campo, m. Martii 1894 leg. E. Ule. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00913082","1894","03",NA,"Bryophyta","Broth. ex Müll.Hal.",NA,"Serra do Itatiaia; in Campo","-44.61526","-22.368371","2100","2100",NA,NA,"isotype","NY00913082_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-12 15:31:34-03","UFABC","HUFABC","001667","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Yano, O; Marcelli, MP","15681",NA,"Brasil",NA,NA,"campo de altitudebarrancoperdo do mirante","HUFABC001667","1991","09","17",NA,"(Broth. ex Müll. Hal.) G.L. Smith","São Paulo","Parque Estadual de Campos do Jordão","-45.3523","-22.4348","2000","2000","Peralta, DF","Campos do Jordão",NA,NA,"2006","06","-45.3523","-22.4348",NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 13:20:08-03","IAP","PACA-BRYOPHYTES","83102","PreservedSpecimen","Plantae","Polytrichaceae","Psilopilum","ulei","Psilopilum ulei","Krieger, L.","16189",NA,"Brasil",NA,NA,"Habitat: Sobre arenito na mata de galeria.","PACA083102",NA,NA,NA,NA,"Broth.","MG","Parque Estadual de Ibitipoca",NA,NA,NA,NA,"A. Sehnem","Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:51:00-03","UFJF","CESJ","70742","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","D.M. Vital","4871","América do Sul","Brasil",NA,NA,"On a turfous soil along the trial, duplicata SP125728","CESJ070742","1974","09","24","Musgo","(Broth. ex Müll. Hal.) G.L. Sm.","Rio de Janeiro","Parque Nacional do Itatiaia","-44.264722","-22.280833","410","410","D.F. Peralta","Resende",NA,NA,"2009","01","-44.264722","-22.280833",NA,NA,NA,NA,NA,NA,NA
"18","2020-06-30 18:33:11-03","UFJF","CESJ","13946","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","L. Krieger","CESJ13946","América do Sul","Brasil",NA,NA,"Sobre arenito, na mata de galeria, fértil","CESJ013946","1975","07","03","Musgo","(Broth. ex Müll. Hal.) G.L. Sm.","Minas Gerais","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","1050","1784","O. Yano","Lima Duarte",NA,NA,"1993",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"19","2021-03-16 17:56:02-03","UCS","HUCS","42834","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Bordin, J.","1517",NA,"Brasil",NA,NA,"tronco podre, na água",NA,"2009","07","08","Bryophyta","(Broth. ex Müll. Hal.) G.L. Smith","Minas Gerais","Parque Nacional do Caparaó, trilha para terreirão, mata aberta, árvores baixas, local seco, com alguns córregos","-41.799167","-20.435278","2200","2200",NA,"Alto Caparaó",NA,NA,NA,NA,"-41.799167","-20.435278",NA,NA,"Polytrichale",NA,NA,NA,NA
"20","2021-03-16 17:56:02-03","UCS","HUCS","42909","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Bordin, J.","1658",NA,"Brasil",NA,NA,"barranco na mata, ao lado do rio, no solo",NA,"2009","07","11","Bryophyta","(Broth. ex Müll. Hal.) G.L. Smith","Minas Gerais","Parque Nacional do Caparaó, Cachoeira Bonita, mata ao lado do Rio José Pedro","-41.799167","-20.435278","1750","1750","Peralta, D.F.","Alto Caparaó",NA,NA,"2014","07","-41.799167","-20.435278",NA,NA,"Polytrichale",NA,NA,NA,NA
"21","2021-03-16 17:56:02-03","UCS","HUCS","47129","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, D.M.","3576",NA,"Brasil",NA,NA,"On turfous soil, along the road",NA,"1974","06","27","Bryophyta","(Broth. ex Müll. Hal.) G.L. Smith","Minas Gerais","Parque Nacional do Itatiaia","-44.87","-22.283889","2000","2000","Peralta, D.F.","Baependi",NA,NA,"2008","08","-44.87","-22.283889",NA,NA,"Polytrichale",NA,NA,NA,NA
"22","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","206149","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, D.M.; Buck, W.R.","11764","Southern America","BRASIL",NA,NA,"Along trail From Terreirão to the summit of Pico da Bandeira; dry, rocky hillsides along Rio José Preto with scattered shrubs and small trees.","SP087584","1984","09","16",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Espírito Santo","Parque Nacional do Caparaó","-41.716667","-20.433333","2350","2890","Peralta, D.F.","Iúna",NA,NA,"2009","01","-41.716667","-20.433333",NA,NA,NA,NA,NA,NA,NA
"23","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","089462","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, D.M.","905","Southern America","BRASIL",NA,NA,"Associado a Balantiopsis e Sematophyllum. No chão, debaixo de uma moita de bambuzinho","SP063840","1966","04","03",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Rio de Janeiro","Parque Nacional do Itatiaia","-44.563333","-22.496111","1120","1120","Peralta, D.F.","Itatiaia",NA,NA,"2009","01","-44.563333","-22.496111",NA,NA,NA,NA,NA,NA,NA
"24","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","123028","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, D.M.","3442","Southern America","BRASIL",NA,NA,"On bare soil, near Abrigo Rebouças","SP066045","1974","06","27",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Rio de Janeiro","Parque Nacional do Itatiaia","-44.563333","-22.496111","2350","2350","Peralta, D.F.","Itatiaia",NA,NA,"2008","08","-44.563333","-22.496111",NA,NA,NA,NA,NA,NA,NA
"25","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","125133","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, D.M.","3576","Southern America","BRASIL",NA,NA,"On turfous soil, along the road","SP066410","1974","06","27",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Minas Gerais","Parque Nacional do Itatiaia","-44.87","-22.283889","2000","2000","Peralta, D.F.","Itamonte",NA,NA,"2008","08","-44.87","-22.283889",NA,NA,NA,NA,NA,NA,NA
"26","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","125186","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, D.M.","3631","Southern America","BRASIL",NA,NA,"On turfour soil","SP066462","1974","06","27",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Minas Gerais","Parque Nacional do Itatiaia","-44.87","-22.283889","900","900","Peralta, D.F.","Itamonte",NA,NA,"2009","01","-44.87","-22.283889",NA,NA,NA,NA,NA,NA,NA
"27","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","125728","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, D.M.","4871","Southern America","BRASIL",NA,NA,"On a turfous soil along the trial","SP066995","1974","09","24",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Rio de Janeiro","Parque Nacional do Itatiaia","-44.446667","-22.468889","410","410","Peralta, D.F.","Resende",NA,NA,"2009","01","-44.446667","-22.468889",NA,NA,NA,NA,NA,NA,NA
"28","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","182710","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Yano, O.; Santos, D.P.","7656","Southern America","BRASIL",NA,NA,"No barranco úmido entre as gramineas altas","SP084360","1983","06","22",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Rio de Janeiro","Parque Nacional do Itatiaia, picada para lagoa de Sphagnum","-44.446667","-22.468889","1165","1165","Peralta, D.F.","Resende",NA,NA,"2009","01","-44.446667","-22.468889",NA,NA,NA,NA,NA,NA,NA
"29","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","191860","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Yano, O.; Watanabe, H.M.","9238","Southern America","BRASIL",NA,NA,"no barranco arenoso, próximo da estrada","SP086933","1984","09","29",NA,"(Broth. ex Müll. Hal.) G.L. Smith","São Paulo","Parque Estadual de Campos do Jordão","-45.589722","-22.73","2000","2000","Peralta, D.F.","Campos do Jordão",NA,NA,"2006","06","-45.589722","-22.73",NA,NA,NA,NA,NA,NA,NA
"30","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","191863","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Yano, O.; Watanabe, H.M.","9241","Southern America","BRASIL",NA,NA,"No solo arenoso úmido junto da estrada","SP086936","1984","09","29",NA,"(Broth. ex Müll. Hal.) G.L. Smith","São Paulo","Parque Estadual de Campos do Jordão","-45.589722","-22.73","2000","2000","Peralta, D.F.","Campos do Jordão",NA,NA,"2006","06","-45.589722","-22.73",NA,NA,NA,NA,NA,NA,NA
"31","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","206132","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, D.M.; Buck, W.R.","11746","Southern America","BRASIL",NA,NA,"No solo turfoso, no acampamento do terreirão, P.N. de caparaó","SP087568","1984","09","16",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Espírito Santo","Parque Nacional do Caparaó","-41.535833","-20.433333","660","660","Peralta, D.F.","Iúna",NA,NA,"2009","01","-41.535833","-20.433333",NA,NA,NA,NA,NA,NA,NA
"32","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","206132","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, D.M.; Buck, W.R.","11746","Southern America","BRASIL",NA,NA,"No solo turfoso, no acampamento do terreirão, P.N. de caparaó","SP087568","1984","09","16",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Espírito Santo","Parque Nacional do Caparaó","-41.535833","-20.433333","660","660","Peralta, D.F.","Iúna",NA,NA,"2009","01","-41.535833","-20.433333",NA,NA,NA,NA,NA,NA,NA
"33","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","206149","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, D.M.; Buck, W.R.","11764","Southern America","BRASIL",NA,NA,"Along trail From Terreirão to the summit of Pico da Bandeira; dry, rocky hillsides along Rio José Preto with scattered shrubs and small trees.","SP087584","1984","09","16",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Espírito Santo","Parque Nacional do Caparaó","-41.716667","-20.433333","2350","2890","Peralta, D.F.","Iúna",NA,NA,"2009","01","-41.716667","-20.433333",NA,NA,NA,NA,NA,NA,NA
"34","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","206616","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Yano, O.; Visnadi, S.R.","9919","Southern America","BRASIL",NA,NA,"No barranco da picada entre gramineas para Agulhas Negras","SP088356","1985","12","01",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Rio de Janeiro","Prateleiras","-44.446667","-22.468889","1165","1165","Peralta, D.F.","Resende",NA,NA,"2009","01","-44.446667","-22.468889",NA,NA,NA,NA,NA,NA,NA
"35","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","206618","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Yano, O.; Visnadi, S.R.","9922","Southern America","BRASIL",NA,NA,"Sobre pedras na margem das ilhotas, na picada para Agulhas Negras","SP088358","1985","12","01",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Rio de Janeiro","Prateleiras","-44.446667","-22.468889","1165","1165","Peralta, D.F.","Resende",NA,NA,"2009","01","-44.446667","-22.468889",NA,NA,NA,NA,NA,NA,NA
"36","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","206623","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Yano, O.; Visnadi, S.R.","9927","Southern America","BRASIL",NA,NA,"No barranco úmido, picada para Agulhas negras","SP088363","1985","12","01",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Rio de Janeiro","Prateleiras","-44.446667","-22.468889","1165","1165","Peralta, D.F.","Resende",NA,NA,"2009","01","-44.446667","-22.468889",NA,NA,NA,NA,NA,NA,NA
"37","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","206624","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Yano, O.; Visnadi, S.R.","9928","Southern America","BRASIL",NA,NA,"No barranco úmido, picada para Agulhas negras","SP088364","1985","12","01",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Rio de Janeiro","Prateleiras","-44.446667","-22.468889","1165","1165","Peralta, D.F.","Resende",NA,NA,"2009","01","-44.446667","-22.468889",NA,NA,NA,NA,NA,NA,NA
"38","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","206632","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Yano, O.; Visnadi, S.R.","9936","Southern America","BRASIL",NA,NA,"Na base dos blocos de pedra, picada para Agulhas negras","SP088372","1985","12","01",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Rio de Janeiro","Prateleiras","-44.446667","-22.468889","1165","1165","Peralta, D.F.","Resende",NA,NA,"2009","01","-44.446667","-22.468889",NA,NA,NA,NA,NA,NA,NA
"39","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","219936","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Gomes, L.G.S.","s.n.","Southern America","BRASIL",NA,NA,"barranco de saibro na beira da estrada","SP091556","1926","04","01",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Rio de Janeiro","Parque Nacional do Itatiaia, acima das macieiras","-44.446667","-22.468889","1165","1165","Peralta, D.F.","Resende",NA,NA,"2009","01","-44.446667","-22.468889",NA,NA,NA,NA,NA,NA,NA
"40","2019-05-02 10:55:13-03","IBt","SP-BRYOPHYTA","202147","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, D.M.; Buck, W.R.","11704","Southern America","BRASIL",NA,NA,"Along trail to Pico da Bandeira from Tronqueira do Terreirão; dry, rocky hillsides along Rio José Preto with scattered shrubs and small trees.","SP087541","1984","09","16",NA,"(Broth. ex Müll. Hal.) G.L. Smith","Minas Gerais","Parque Nacional do Caparaó","-41.733333","-20.433333","1970","2350","Peralta, D.F.","Caparaó Novo",NA,NA,"2009","01","-41.733333","-20.433333",NA,NA,NA,NA,NA,NA,NA
"41","2008-07-17 11:15:00-03","MO","MOBOT","90084814","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Alfons Schäfer-Verwimp","Schäfer-Verwimp 11189","South America","Brazil",NA,NA,NA,NA,"1989","6","4",NA,"(Broth. ex Müll. Hal.) G.L. Sm.","Minas Gerais","Mt. Itatiaia National Park, near Brejo da Lapa.","-44.6833333","-22.3666667","2130.00000000",NA,"A. Schäfer-Verwimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"42","2012-03-06 05:13:00-03","MO","MOBOT","90084815","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Daniel M. Vital|William R. Buck","Vital 11764","South America","Brazil",NA,NA,NA,NA,"1984","9","16",NA,"(Broth. ex Müll. Hal.) G.L. Sm.","Espírito Santo","Parque Nacional do Caparaó, ca. 3 km SW of Pico da Bandeira.","-41.7833333","-20.4333333",NA,NA,"W. R. Buck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"43","2008-07-17 11:27:00-03","MO","MOBOT","90144693","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Alfons Schäfer-Verwimp|Inge Verwimp","Schäfer-Verwimp 8325","South America","Brazil",NA,NA,NA,NA,"1987","4","17",NA,"(Broth. ex Müll. Hal.) G.L. Sm.","Rio de Janeiro","Serra de Itatiaia bei Visconde de Mauá, Strasse nach Marombá.","-44.6333333","-22.3833333","1450.00000000",NA,"Schäfer-Verwimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"44","2008-07-17 10:07:00-03","MO","MOBOT","90226223","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Alfons Schäfer-Verwimp|Inge Verwimp","Schäfer-Verwimp 8951","South America","Brazil",NA,NA,NA,NA,"1987","7","26",NA,"(Broth. ex Müll. Hal.) G.L. Sm.","Minas Gerais","Serra de Caparaó, Hochgebirgsvegetation am Weg zum Pico da Bandeira.","-41.85","-20.4","2180.00000000",NA,"A. Schäfer-Verwimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"45","2011-10-05 04:59:00-03","MO","MOBOT","100141041","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Dana G. Griffin, III|Daniel M. Vital","Griffin III 62","South America","Brazil",NA,NA,NA,NA,"1974","6","25",NA,"(Broth. ex Müll. Hal.) G.L. Sm.","Rio de Janeiro","Itatiaia National Park: Abrigo Rebouças.","-44.5833333","-22.3333333","2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"46","2012-03-06 05:13:00-03","MO","MOBOT","100141035","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","William R. Buck|Daniel M. Vital|Sandra R. Visnadi","Buck 27004","South America","Brazil",NA,NA,NA,NA,"1995","10","31",NA,"(Broth. ex Müll. Hal.) G.L. Sm.","Minas Gerais","Parque Nacional do Caparaó, along trail from Tronqueira to Terreirao.","-41.7333333","-20.4333333","1970.00000000","2350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"47","2020-08-31 08:50:43-03","INPA","INPA","266641","S","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, DM","11746","Southern America","Brasil",NA,NA,NA,"INPA0266641","1984","09","16","Bryophyta","(Broth. ex Müll.Hal.) Smith","Espírito Santo","Parque Nacional do Caparaó, Acampamento do terreirão.","-41.533333","-20.433333","660","660","Peralta, DF","Iuna",NA,NA,"2009","01","-41.533333","-20.433333",NA,NA,"Musgo",NA,NA,NA,NA
