"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","infraspecificEpithet","sex"
"131","2019-02-15 11:47:09-02","IPA","IPA","3762","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Vasconcelos, J.C.","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,"Matas.","IPA0003762","Plantae",NA,"(Spreng.) Harms","Gallindo, F.","Pernambuco","Paudalho",NA,"-35.1796989440918","-7.89666986465454",NA,NA,NA,NA,NA,"2014","02","12","17062","auto",NA,NA,NA,NA,NA,NA,NA
"132","2019-02-15 11:47:09-02","IPA","IPA","2177","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Andrade-Lima","51-920","1951","05","01","Southern America","Brasil",NA,NA,"Árvore grane, tronco amarelo queimado, liso; flor creme-claro.","IPA0002177","Plantae",NA,"(Spreng.) Harms","Gallindo, F.","Pernambuco",NA,"Serra Negra, chã da serra.",NA,NA,NA,NA,NA,NA,NA,"2014","02","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-02-15 11:47:09-02","IPA","IPA","2192","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Andrade-Lima","51-933","1951","09","05","Southern America","Brasil",NA,NA,"Árvore; frutos.; Mata.","IPA0002192","Plantae",NA,"(Spreng.) Harms","Gallindo, F.","Pernambuco",NA,"Serra Negra",NA,NA,NA,NA,NA,NA,NA,"2014","02","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-02-15 11:47:09-02","IPA","IPA","50167","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Bautista, H.P.; Pinto, G.C.P.; Pinto, G.C.P.","1020","1985","06","18","Southern America","Brasil",NA,NA,"Árvore de 20m de altura (fanerófita), casca do tronco lisa, escuras, com cheiro característico.; Floresta Estacional Decidual.","IPA0050167","Plantae",NA,"(Spreng.) Harms","Gallindo, F.","Bahia","Feira de Santana","Distrito de São José da Itapororoca, Serra de São José.","-38.9667015075684","-12.2666997909546",NA,NA,NA,NA,NA,"2014","02","12","46325","auto",NA,NA,NA,NA,NA,NA,NA
"135","2019-02-15 11:47:09-02","IPA","IPA","21138","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Andrade-Lima","70-5859","1970","04","10","Southern America","Brasil",NA,NA,"Árvore 18-20m. Flor creme. Toda a planta com cheiro de alho.","IPA0021138","Plantae",NA,"(Spreng.) Harms","Gallindo, F.","Paraíba","Bananeiras","Sítio Cumatí","-35.63330078125","-6.75",NA,NA,NA,NA,NA,"2014","02","12","19965","auto",NA,NA,NA,NA,NA,NA,NA
"136","2019-08-27 13:28:13-03","IAP","PACA-AGP","67944","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","P. I. Oliveira","805","1984","07","25",NA,"Brasil",NA,NA,"Árvore ramosa de 12m, forte cheirode alho","PACA067944","Magnoliophyta","Campanulales","(Spreng.) Harms","G. Hatschbach","PR","Morretes","Sambaqui","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"1985","03",NA,"30514","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"137","2019-08-27 13:28:13-03","IAP","PACA-AGP","116256","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","COLLETTA & ALVES","614","2012","05","14",NA,"Brasil",NA,NA,"HERBÁRIO ESA 118829&nf;15m; frutos passados; flores esverdeadas; folhas com forte aroma de alho Habitat: mata em volta da represa Hábito: árvore Ecossistema: Floresta Estacional Semidecidual","PACA116256","Magnoliophyta","Campanulales","(Spreng.) Harms","COLLETTA & ALVES","SP","Piratininga","Sítio Lagoa Azul","-49.1300010681152","-22.4099998474121",NA,NA,NA,NA,NA,"2012","05","14","19389","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"138","2019-08-27 13:28:13-03","IAP","PACA-AGP","76846","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","P. M. Andrade","185","1984","05","22",NA,"Brasil",NA,NA,"BHCB 5300&nf;Arboreo 15cm Habitat: Mata Atlântica","PACA076846","Magnoliophyta","Campanulales","(Spreng.) Harms","M. S. Marchioretto","MG",NA,"Est. Biol. Caratinga",NA,NA,NA,NA,NA,NA,NA,"1996","01","16",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"139","2020-12-20 21:18:50-03","UFV","VIC","25909","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Cavalheiro, A.L.; et al.","s.n.","2000","07","26",NA,"Brasil",NA,NA,"Árvore de 25 m, CAP 2,38m, copa caeia, frutos maduros palha amarela,localizadas na borda e interior de mata.","VIC025909",NA,NA,"(Spreng.) Harms",NA,"Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,"VIC025909",NA,NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA,NA,NA,NA
"140","2020-12-20 21:18:50-03","UFV","VIC","40994","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Lima Júnior, G.; et al.","415","2004","09","13",NA,"Brasil",NA,NA,"árvore de 12 m, frutos,odor forte.","VIC040994",NA,NA,"(Spreng.) Harms",NA,"Mato Grosso","B. Melgaço","RPPN SESC Pantanal",NA,NA,NA,NA,"VIC040994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-20 21:18:50-03","UFV","VIC","29061","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Drumond, J.G.","s.n.","1996","05","17",NA,"Brasil",NA,NA,NA,"VIC029061",NA,NA,"(Spreng.) Harms",NA,"Minas Gerais","Marliéria","PERD","-42.7322006225586","-19.7122001647949",NA,NA,"VIC029061",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA
"142","2020-12-20 21:18:50-03","UFV","VIC","4347","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Furlan, A.","s.n.","1934","05","16",NA,"Brasil",NA,NA,"Pau d'alho'","VIC004347",NA,NA,"(Spreng.) Harms",NA,"Minas Gerais","Viçosa","Esa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC004347",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"143","2021-03-24 17:09:46-03","UFES","SAMES","4625","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Menezes,L.F.T.; Giaretta,A.O.;Broggio,I.S.","1952","2010","08","06",NA,"Brasil",NA,NA,"Frutos alados. Folhas com forte odor de alho, quando masserados. Habito: Árvore","SAMES04625",NA,NA,"(Spreng.) Harms","Ribeiro,M.","Espírito Santo","Linhares","Povoação. Estrada de chão próximo ao Rio Doce. Floresta Aluvial caracterizada por cabruca.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"-399772223.0","-194211111.0","2010","08","06","48094","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-03-24 17:09:46-03","UFES","SAMES","7053","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Menezes,L.F.T.; Saporetti,A,M.J.","2270","2016","04","12",NA,"Brasil",NA,NA,"Com flores. Habitat: Mussununga. Habito: Árvore","SAMES07053",NA,NA,"(Spreng.) Harms","Ribeiro, M.","Espírito Santo","São Mateus","Palmitinho.","-39.8588981628418","-18.716100692749",NA,NA,NA,NA,NA,"2019","10","04","56510","auto",NA,NA,NA,NA,NA,NA,NA
"145","2019-11-21 14:41:22-03","UFJF","CESJ","65050","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","A.E. Martins","18","2014",NA,NA,"América do Sul","Brasil",NA,NA,"Arbórea com aproximadamente 30 metros de altura, com forte odor de alho;coletada no interior da fazenda","CESJ065050","Angiosperma",NA,"(Spreng.) Harms","A.E. Martins","Minas Gerais","Goianá","Fazenda Fortaleza de Santana","-43.2016983032227","-21.5372009277344",NA,NA,NA,NA,NA,"2014","06",NA,"10933","auto",NA,NA,NA,NA,NA,NA,NA
"146","2021-04-07 11:47:01-03","UFMS","CGMS","8475","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","354","1999","04","08",NA,"Brasil",NA,NA,"Estéril. Habitat: Beira do rio. Habito: Árvore 13,00-14,00m de altura.","CGMS1015625",NA,NA,"(Spreng.) Harms",NA,"Mato Grosso do Sul","Três Lagoas","Bairro de Jupiá. Margem direita do Rio Paraná. Subosque na beira do rio.","-51.8733334","-21.1286111",NA,NA,NA,"-51,8733334","-21,1286111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-04-07 11:47:01-03","UFMS","CGMS","6467","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","A. Amaral-Júnior; J.O. Mendonça; O. Dias; V. Evangelista","239","1998","10","17",NA,"Brasil",NA,NA,"Estéril. Habitat: Ilha na Represa da Barragem de Porto Primavera. Solo arenoso. Habito: Árvore. 8,00m de altura.","CGMS1015629",NA,NA,"(Spreng.) Harms",NA,"Mato Grosso do Sul","Anaurilândia","Rio Paraná, a montante da Barragem de Porto Primavera.","-52.9291667","-22.3977777",NA,NA,NA,"-52,9291667","-22,3977777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-04-07 11:47:01-03","UFMS","CGMS","8439","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","284","1999","04","07",NA,"Brasil",NA,NA,"Estéril. Habitat: Subosque. Habito: Árvore. 10,00m de altura.","CGMS1015626",NA,NA,"(Spreng.) Harms",NA,"São Paulo","Castilho","Margem esquerda do Rio Paraná.","-51.6244445","-20.8086111",NA,NA,NA,"-51,6244445","-20,8086111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-04-07 11:47:01-03","UFMS","CGMS","39144","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","A. Pott; V.J. Pott","14383","2007","06","11",NA,"Brasil",NA,NA,"Flor esverdeada. Fruto ausente. Esparsa. Ramos e folhas com forte odor a alho. Habitat: Remanescente de Floresta Decidual. Solo argiloso. Habito: Árvore copada. 12,00m de altura.","CGMS1068527",NA,NA,"(Spreng.) Harms",NA,"Mato Grosso","Poconé","Rodovia Transpantaneira.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"150","2021-04-07 11:47:01-03","UFMS","CGMS","6818","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","J.L.G. Salvador; C. Machado; J.A. Silva; D.V. Silva","79","1998","06","20",NA,"Brasil",NA,NA,"Fruto verde. Habitat: Pastagem com remanescente de floresta estacional. No sol. Habito: Arvoreta. 15,00m de altura.","CGMS1015628",NA,NA,"(Spreng.) Harms",NA,"Mato Grosso do Sul","Bataguassu","Fazenda Santa Clara.","-52.4221992492676","-21.7141990661621",NA,NA,NA,NA,NA,NA,NA,NA,"65610","auto",NA,NA,NA,NA,NA,NA,NA
"151","2021-04-07 11:47:01-03","UFMS","CGMS","7629","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","J. do L.G. Salvador; C. Machado; J.A. Silva; D.V. da Silva","79","1998","06","20",NA,"Brasil",NA,NA,"Fruto verde. Caule liso. No sol. Habitat: Pastagem com remanescente de floresta estacional. Habito: Arvoreta. 15m de altura.","CGMS1015627",NA,NA,"(Spreng.) Harms",NA,"Mato Grosso do Sul","Bataguassu","Fazenda Santa Clara.","-52.4221992492676","-21.7141990661621",NA,NA,NA,NA,NA,NA,NA,NA,"65610","auto",NA,NA,NA,NA,NA,NA,NA
"152","2021-04-07 11:47:01-03","UFMS","CGMS","23717","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","V.F. Kinupp; C. Medri; M.C. Dias","750","1997","08","08",NA,"Brasil",NA,NA,"Fruto verde alado. Resquícios. Florais secos. Habitat: Borda de mata. Habito: Árvore. 12,00 m de altura.","CGMS1053125",NA,NA,"(Spreng.) Harms","V.F. Kinupp","Paraná","Cambé","Parque Municipal Peroba Rosa.","-51.2783012390137","-23.2758007049561",NA,NA,NA,NA,NA,NA,NA,NA,"29438","auto",NA,NA,NA,NA,NA,NA,NA
"153","2021-04-07 11:47:01-03","UFMS","CGMS","78385","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","R. Braga; R. Lange","26","1959","11","04",NA,"Brasil",NA,NA,NA,"CGMS1111396",NA,NA,"(Spreng.) Harms",NA,"Paraná","Douradina",NA,"-53.2916984558105","-23.3808002471924",NA,NA,NA,NA,NA,NA,NA,NA,"20318","auto",NA,NA,NA,NA,NA,NA,NA
"154","2021-04-07 11:47:01-03","UFMS","CGMS","4024","PreservedSpecimen","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","P.I. Oliveira; G. Hatschbach","805","1984","07","25",NA,"Brasil",NA,NA,"Forte cheiro de alho. Habitat: Mata. Habito: Árvore. 12m de altura.","CGMS1015630",NA,NA,"(Spreng.) Harms","G. Hatschbach","Paraná","Morretes","Sambaqui.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"1984","07","25","30514","auto",NA,NA,NA,NA,NA,NA,NA
"155","2019-08-20 10:22:42-03","UNICAMP","UEC","36966","S","Plantae","Phytolaccaceae","Gallesia","gorazema","Gallesia gorazema","Carvalho, PER","148","1984","06","12",NA,"Brazil",NA,NA,NA,"UEC147207","Magnoliopsida",NA,"(Vell.) Moq.",NA,"Paraná","Engenheiro Beltrão",NA,"-52.2691993713379","-23.7971992492676",NA,NA,"UEC147207",NA,NA,NA,NA,NA,"20288","auto",NA,NA,NA,NA,NA,NA,NA
"156","2021-03-01 16:37:44-03","UNICAMP","UEC","12656","S","Plantae","Phytolaccaceae","Gallesia","gorazema","Gallesia gorazema","Hatschbach, G","s.n.","1978","08","31",NA,"Brazil",NA,NA,"Árvor 15m, tronco 1m, forte cheiro de alho. Mata pluvial rio Ribeira.","UEC147209","Magnoliopsida",NA,"(Vell.) Moq.","Hatschbach, G","Paraná","Cerro Azul","Barra do Lageado Grande","-49.261100769043","-24.823600769043",NA,NA,"UEC147209",NA,NA,"1978","10",NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"157","2021-03-01 16:37:44-03","UNICAMP","UEC","12657","S","Plantae","Phytolaccaceae","Gallesia","gorazema","Gallesia gorazema","Hatschbach, G; Haas, H","16651","1967","06","20",NA,"Brazil",NA,NA,"Árvore grande porte, 20m, e 50cm de diâmetro, mata pluvial, margens do rio Ivai.","UEC147206","Magnoliopsida",NA,"(Vell.) Moq.","Hatschbach, G","Paraná","Terra Boa","Rio Avaí","-52.4441986083984","-23.7681007385254",NA,NA,"UEC147206",NA,NA,"1967","11",NA,"26445","auto",NA,NA,NA,NA,NA,NA,NA
"158","2021-03-01 16:37:44-03","UNICAMP","UEC","60298","S","Plantae","Phytolaccaceae","Gallesia","gorazema","Gallesia gorazema","Itoman, MK","25","1991","05","09",NA,"Brazil",NA,NA,"Altura +ou- 15m.","UEC146127","Magnoliopsida",NA,"(Vell.) Moq.",NA,"São Paulo","Bauru","Bairro Mary Dota( Água dp Meleiro)","-49.060001373291","-22.3099994659424",NA,NA,"UEC146127",NA,NA,NA,NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA
"159","2021-03-01 16:37:44-03","UNICAMP","UEC","172334","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Garcia, LC","547","2010","03","12",NA,"Brazil",NA,NA,"Árvore plantada, vegetativo.; Reserva de abastecimento público, mata ciliar em processo de restauração desde 1998, Mata atlântica, floresta estacional semidecídua.","UEC016558","Magnoliopsida",NA,"(Spreng.) Harms","Garcia, LC","São Paulo","Santa Bárbara d'Oeste","Represa São Luis.","-47.719444","-23.383333","554","554","UEC016558","-47.719444","-23.383333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-02-10 17:56:30-03","UNICAMP","UEC","168791","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Sims; Melis, J van","1447","2008","08",NA,NA,"Brazil",NA,NA,NA,"UEC007874","Magnoliopsida",NA,"(Spreng.) Harms","Melis, J van","São Paulo","Campinas","Mata Ribeirão Cachoeira.","-47.535186","-23.368519","650","760","UEC007874","-47.535186","-23.368519","2008","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-01 16:37:44-03","UNICAMP","UEC","164706","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Cardoso, D; Santos, RM","1917","2007","05","22",NA,"Brazil",NA,NA,"Árvore ca. 6 m de altura, com odor forte de alho. Folhas cartáceas. Estéril.; Floresta Estacional semidecídua com dossel a ca. 20 m de altura e afloramentos rochosos no topo da serra.","UEC050315","Magnoliopsida",NA,"(Spreng.) Harms",NA,"Bahia","Anguera","Fazenda Retiro, ca. 18 Km de Feira de Santana na Estrada do Feijão sentido Ipirá.","-39.188889","-13.572222","300","600","UEC050315","-39.188889","-13.572222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-01 16:37:44-03","UNICAMP","UEC","103717","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Francisco, EM; Pavão, OC; Gonçalves, OM","s.n.","1998","05","20",NA,"Brazil",NA,NA,"Árvore 156m, alt., frutos imaturos verdes. Borda da mata.","UEC146136","Magnoliopsida",NA,"(Spreng.) Harms",NA,"Paraná","Bela Vista Do Paraíso","Fazenda Horizonte","-51.183333","-22.983333",NA,NA,"UEC146136","-51.183333","-22.983333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-01 16:37:44-03","UNICAMP","UEC","136885","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Santos, K","252","1997","05","31",NA,"Brazil",NA,NA,"Borda de mata, área queimada recentemente. Árvore, 15m de altura, PAP 360cm. Vários indivíduos próximos. Flores esverdeadas.","UEC146133","Magnoliopsida",NA,"(Spreng.) Harms","Santos, K","São Paulo","Campinas","sub distrito de Souza. Floresta Estacional, Semidecidual.","-46.916667","-22.833333",NA,NA,"UEC146133","-46.916667","-22.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-01 16:37:44-03","UNICAMP","UEC","157216","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Cunha, CN; Leitão Filho, HF; Moraes, ECC; Ferreira, LAD","1112","1984","05","31",NA,"Brazil",NA,NA,"Árvore ca. de 12 metros de altur. Flores alvo amareladas. odor forte, alho.","UEC013916","Magnoliopsida",NA,"(Spreng.) Harms",NA,"Mato Grosso","Transpantaneira","Mata do Rio Alegre",NA,NA,NA,NA,"UEC013916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-01 16:37:44-03","UNICAMP","UEC","168947","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Vieira, LT; Sims","357","2006","08","14",NA,"Brazil",NA,NA,"Plântula de árvore.","UEC040388","Magnoliopsida",NA,"(Spreng.) Harms","Vieira, LT","São Paulo","Campinas","Souza, Mata Ribeirão Cachoeira, Floresta Estacional Semidecídua.","-46.916667","-22.833333","700","700","UEC040388","-46.916667","-22.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-01 16:37:44-03","UNICAMP","UEC","177880","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Santos, K; Belinello, R","952","1999","12","28",NA,"Brazil",NA,NA,"Árvore perenofólia, anemocórica, córtex rugoso, madeira moderamedamente pesada, altura total: 16m; altura do fuste: 12m; PAP: 210cm. 01-25% da copa infestada por lianas. Com forte odor de alho, lenho creme. Nme popular: pau d'alho.; Fl","UEC031175","Magnoliopsida",NA,"(Spreng.) Harms","Santos, K","São Paulo","Campinas","Mata Ribeirão Cachoeira (Área C2); área total 244,9 ha.","-46.55","-22.49","660","660","UEC031175","-46.55","-22.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-01 16:37:44-03","UNICAMP","UEC","23210","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Gehrt, A","31735","1934","04","18",NA,"Brazil",NA,NA,"Árvore grande, flor verde.","UEC146128","Magnoliopsida",NA,"(Spreng.) Harms","Handro, O","São Paulo",NA,"Quilombo, Fazenda do Sr. Antonio Estineslau do Amaral.",NA,NA,NA,NA,"UEC146128",NA,NA,"1956","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-01 16:37:44-03","UNICAMP","UEC","177877","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Santos, K; Belinello, R","741","1999","11","29",NA,"Brazil",NA,NA,"Árvore perenifólia, anemocórica, córtex rugoso, madeira moderadamente pesada, altura total: 12m; altura do fuste: 10m; PAP: 98 cm. 76-100% da copa infestada po liandras. Com forte odor de alho, lenho creme. Nome popular: pau d'alho.; F","UEC031173","Magnoliopsida",NA,"(Spreng.) Harms","Santos, K","São Paulo","Campinas","Mata Ribeirão Cachoeira (Área C3). Área total: 244,9ha.","-46.55","-22.49","756","756","UEC031173","-46.55","-22.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-01 16:37:44-03","UNICAMP","UEC","77629","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Martins, AB","31479","1994","03","21",NA,"Brazil",NA,NA,"Ávore cm ca de 25m de altura. Flroes verdes.","UEC146126","Magnoliopsida",NA,"(Spreng.) Harms",NA,"São Paulo","Águas da Prata","Estrada para a Fazenda Retiro, 15Km do centro.","-47.333333","-21.866667",NA,NA,"UEC146126","-47.333333","-21.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-01 16:37:44-03","UNICAMP","UEC","55715","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Cunha, CN; Leitão Filho, HF; Moraes, ECC; Ferreira, LAD","1112","1984","05","31",NA,"Brazil",NA,NA,"Árvore ca. de 12 metros de altur. Flores alvo amareladas. odor forte, alho.","UEC146125","Magnoliopsida",NA,"(Spreng.) Harms",NA,"Mato Grosso","Transpantaneira","Mata do Rio Alegre",NA,NA,NA,NA,"UEC146125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-01 16:37:44-03","UNICAMP","UEC","82005","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Durigan, G","31693","1994","03","27",NA,"Brazil",NA,NA,"Árvore de grande porte.","UEC146132","Magnoliopsida",NA,"(Spreng.) Harms",NA,"Amazonas","Tarumã",NA,NA,NA,NA,NA,"UEC146132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-01 16:37:44-03","UNICAMP","UEC","65087","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Assis, MA","25319","1988","07","30",NA,"Brazil",NA,NA,"Árvore de 4,5 m, frutos com alas esverdeadas.","UEC146135","Magnoliopsida",NA,"(Spreng.) Harms",NA,"Mato Grosso do Sul","Ivinhema","Fazenda Lagoa Encantada","-53.815299987793","-22.3047008514404",NA,NA,"UEC146135",NA,NA,NA,NA,NA,"38521","auto",NA,NA,NA,NA,NA,NA,NA
"173","2021-03-01 16:37:44-03","UNICAMP","UEC","103507","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Kinupp, VF; Medri, C; Dias, MC","750","1997","08","08",NA,"Brazil",NA,NA,"Árvore 12m de altura. resquícios florais secos, frutos aladoa verdes. Borda da mata.","UEC146139","Magnoliopsida",NA,"(Spreng.) Harms","Kinupp, VF","Paraná","Cambé","Parque Municipal Peroba Rosa","-51.2783012390137","-23.2758007049561",NA,NA,"UEC146139",NA,NA,"1997","08",NA,"29438","auto",NA,NA,NA,NA,NA,NA,NA
"174","2021-03-01 16:37:44-03","UNICAMP","UEC","50898","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Hatschbach, G","47838","1984","07",NA,NA,"Brazil",NA,NA,"Árvore 15m, flor verde pálido. Mata Pluvial.","UEC146131","Magnoliopsida",NA,"(Spreng.) Harms","Hatschbach, G","Paraná","Guaraqueçaba","Tagaçaba","-48.3288993835449","-25.3066997528076",NA,NA,"UEC146131",NA,NA,"1984","05","09","37295","auto",NA,NA,NA,NA,NA,NA,NA
"175","2021-03-01 16:37:44-03","UNICAMP","UEC","172093","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Chagas e Silva, F; Soares-Silva, LH","990","1985","02","26",NA,"Brazil",NA,NA,"Árvore com 23m de alt.; com inflorescência verde.; Mata.","UEC016434","Magnoliopsida",NA,"(Spreng.) Harms","Dias, MC","Paraná","Londrina","Parque Estadual Mata dos Godoy.","-51.1627998352051","-23.3103008270264",NA,NA,"UEC016434",NA,NA,"1992",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"176","2021-03-01 16:37:44-03","UNICAMP","UEC","118348","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Filho, RC","298","2001","04","20",NA,"Brazil",NA,NA,"Árvore de aproximadamente 10 de altura, casca lisa, fruto imaturo verde, forte odor de alho. Borda da mata.","UEC146130","Magnoliopsida",NA,"(Spreng.) Harms","Filho, RC","São Paulo","Campinas","Distrito de Sousa, Mata Ribeirão Cachoeira, Condomínio Colinas do Atibaia.","-47.060001373291","-22.8999996185303",NA,NA,"UEC146130",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"177","2021-03-01 16:37:44-03","UNICAMP","UEC","84420","S","Plantae","Phytolaccaceae","Gallesia","integrifolia","Gallesia integrifolia","Durigan, G; Metzger, JP","35054","1993","06","07",NA,"Brazil",NA,NA,"Árvore, material estéril.","UEC146134","Magnoliopsida",NA,"(Spreng.) Harms",NA,"São Paulo","Dourado","Fazenda São Carlos e Faz. Santa Gertrude","-48.310001373291","-22.1000003814697",NA,NA,"UEC146134",NA,NA,NA,NA,NA,"13775","auto",NA,NA,NA,NA,NA,NA,NA
