"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","infraspecificEpithet","sex"
"371","2011-06-09 17:53:00-03","MO","MOBOT","2520227","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","C. Vargas C.","Vargas Calderón 3239","1943","3","3","South America","Peru",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms",NA,"Cusco","La Convención","Potroro.",NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2011-06-09 17:53:00-03","MO","MOBOT","2520231","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","C. Vargas C.","Vargas Calderón 20129","1968","1","11","South America","Peru",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms",NA,"Cusco","La Convención","Entre Palma Real y Ciriblo.",NA,NA,"600.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2020-07-23 19:02:00-03","MO","MOBOT","2551160","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","J. Uzquiano|et al.","Uzquiano Espinoza 13","2005","3","8","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Area Natural de Manejo Integrado Madidi, Virgen del Rosario, arroyo Yarimita. Bosque andino semideciduo, con Anadenanthera colubrina y Gallesia integrifolia. Parcela Permanente N. 9 (1 ha). Plantas secadas en campo.","-68.6936111","-14.5466666","940.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","05-01",NA,NA
"374","2020-07-24 10:53:00-03","MO","MOBOT","2566634","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","J. Uzquiano|et al.","Uzquiano Espinoza 83","2005","3","12","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Area Natural de Manejo Integrado Madidi, Virgen del Rosario, arroyo Yarimita. Bosque andino semideciduo, con Anadenanthera colubrina, Oxandra spintana. Parcela Permanente N. 10 (1 ha). Plantas secadas en campo.","-68.69","-14.5413889","1030.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","05-02",NA,NA
"375","2016-12-17 05:24:00-02","MO","MOBOT","2588875","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","D. Choque A.|L. Cayola|A. T. Fernández C.|Noel Cuevas|Evert Cuevas","Choque Ajata 35","2005","3","7","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi. Noroeste de Apolo,","-68.6859166","-14.5549167","1036.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","05-02",NA,NA
"376","2020-07-14 21:52:00-03","MO","MOBOT","2698077","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Alejandro Araujo M.|A. Antezana|D. Choque A.|Remberto Jove|Gerardo Jove","Araujo Murakami 1959","2005","6","17","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","R. Liesner (MO)","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, Resina.","-68.5597222","-14.3297223","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","05-07",NA,NA
"377","2020-09-02 05:45:00-03","MO","MOBOT","2701568","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","L. Cayola","Cayola Pérez 1702","2005","5","20","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","R. Liesner (MO)","La Paz","Franz Tamayo","Parque Nacional y Área Natural de Manejo Integrado Madidi. NW de Apolo, Asariamas, Río Resina.","-68.5597222","-14.33","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","05-14",NA,NA
"378","2016-12-17 05:24:00-02","MO","MOBOT","2703453","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","A. T. Fernández C.|L. Cayola|J. Uzquiano|Pepe Sevillanos|Guzmán Jove","Fernández Choque 10","2005","5","21","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Área Natural de Manejo Integrado Madidi, Azariamas al Norte de Apolo.","-68.5558056","-14.3313611","796.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","05-01",NA,NA
"379","2018-01-11 14:47:00-02","MO","MOBOT","2823611","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","S. Paredes|Alejandro Araujo M.|A. T. Fernández C.|Guzmán Jove|Remberto Jove|Lisandro Molina","Paredes Salinas 5","2005","11","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, Rio San Juan, Bosque seco del sector Azariamas, con Oxandra espintana y Myroxylon balsamun. Fondo de valle. Parcela Permanente de Muestreo # 15. Plantas secadas en campo.","-68.6558333","-14.2002778","840.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","05-01",NA,NA
"380","2016-12-17 05:23:00-02","MO","MOBOT","2823647","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","S. Paredes|et al.","Paredes Salinas 65","2005","11","9","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, Rio San Juan, Bosque seco del sector Azariamas, con Oxandra espintana y Phyllostylon rhamnoides. Ladera. Parcela Permanente de Muestreo # 16. Plantas secadas en campo.","-68.65194","-14.19944","935.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","05-02",NA,NA
"381","2020-07-22 12:03:00-03","MO","MOBOT","2836134","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Vania Torrez|Manuel J. Macía|D. Choque A.|Pilar Garagorri|Pepe Sevillanos|J. Mamani","Torrez Flores 152","2005","10","7","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, Rio San Juan. Bosque semideciduo de Yungas subandino xerico con Oxandra espintana y Erythrochiton fallax; ladera con exposicion SE. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.","-68.6413889","-14.2063889","873.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","05-04",NA,NA
"382","2016-12-02 05:30:00-02","MO","MOBOT","2849002","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","J.G. Graham|José Schunke V.","Graham 1618","2002","7","3","South America","Peru",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms",NA,"Ucayali","Purus","Dtto. Purús. Rio Curanja, cerca la comunidad nativa Colombiana.","-71.1","-10.06666","300.00000000","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2020-09-08 07:59:00-03","MO","MOBOT","2866404","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","L. Cayola|et al.","Cayola Pérez 2226","2005","11","27","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Area Natural de Manejo Integrado Madidi, Azariamas, 2 km al E del arroyo Javillas. Bosque de yungas subandino pluviestacional con Oxandra espintana y Eugenia sp. Ladera ondulada. Parcela permanente de muestreo #18. Plantas NO alcoholizadas.","-68.5252778","-14.2525","933.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","05-44",NA,NA
"384","2012-02-22 13:05:00-02","MO","MOBOT","2866859","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","L. Cayola|et al.","Cayola Pérez 2316","2005","12","3","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, 1 km al N del rio Chiriuno. Bosque de yungas subandino pluviestacional con Piptadenia viridiflora y Capparis polyantha. Terraza antigua. Parcela permanente de muestreo #19. Plantas NO alcoholizadas.","-68.58583","-14.24638","853.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","05-45",NA,NA
"385","2012-02-22 13:05:00-02","MO","MOBOT","2871169","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","L. Cayola|et al.","Cayola Pérez 2332","2005","12","10","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Area Natural de Manejo Integrado Madidi, Azariamas, arroyo Huanechaquimayu. Bosque de yungas subandino pluviestacional con Phyllostylon rhamnoides y Capparis polyantha. Terraza antigua. Parcela temporal de muestreo #20. Plantas NO alcoholizadas.","-68.51916","-14.31722","794.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","05-46",NA,NA
"386","2020-09-04 08:08:00-03","MO","MOBOT","2879857","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","L. Cayola|et al.","Cayola Pérez 1788","2005","10","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","L. Cayola (LPB)","La Paz","Franz Tamayo","Area Natural de Manejo Integrado Madidi, Azariamas, Encuentro Azariamas. Bosque de yungas subandino pluviestacional con Oxandra espintana y Eugenia sp. Fondo de valle. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.","-68.53","-14.2411111","667.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","05-29",NA,NA
"387","2020-09-04 13:58:00-03","MO","MOBOT","2880521","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","L. Cayola|et al.","Cayola Pérez 1861","2005","10","3","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Area Natural de Manejo Integrado Madidi, Azariamas, frente al Encuentro Azariamas. Bosque de yungas subandino pluviestacional con Oxandra espintana y Eugenia sp. Ladera pronunciada, exposicion SW. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.","-68.5297223","-14.2461111","810.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","05-31",NA,NA
"388","2011-06-08 11:53:00-03","MO","MOBOT","2926168","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","José Schunke V.","Schunke Vigo 6327","1963","10","3","South America","Peru",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms",NA,"San Martín",NA,"Road to Chazuta. Tall forest.",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2017-01-15 11:08:00-02","MO","MOBOT","3025915","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","I. Loza|L. Cayola|G. Chive|S. Paredes|E. Segundo","Loza Rivera 12","2006","5","25","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Parque Nacional Madidi, NW de Apolo, senda Azariamas-San Fermin.","-68.7326945","-14.1515278","1219.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","06-01",NA,NA
"390","2020-07-21 17:18:00-03","MO","MOBOT","3026198","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","E. Ticona|Alejandro Araujo M.|Vania Torrez|C. Pérez|Guzmán Jove","Ticona Plata 12","2006","5","25","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Parque Nacional Madidi, senda Azariamas-San Fermin, sector Monos. Bosque yungueño subandino pluviestacional humedo con Moraceae, Sapotaceae y Juglans boliviana; ladera surcada por arroyo seco. PPM-1 (1 ha). Plantas secadas en campo.","-68.7241667","-14.155","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","06-01",NA,NA
"391","2020-07-21 18:59:00-03","MO","MOBOT","3026200","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","E. Ticona|Alejandro Araujo M.|Vania Torrez|C. Pérez|Guzmán Jove|A. Urbano","Ticona Plata 130","2006","6","4","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Parque Nacional Madidi, senda Azariamas-San Fermin sector Mutún. Bosque yungueño subandino superior pluviestacional humedo, con Fabaceae, Sapotaceae y Capparis coimbrana; ladera. PPM-2 (1 ha). Plantas secadas en campo.","-68.745","-14.1455555","1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","06-02",NA,NA
"392","2020-07-21 19:59:00-03","MO","MOBOT","3026204","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","E. Ticona|Alejandro Araujo M.|Vania Torrez|C. Pérez|Guzmán Jove|Lisandro Molina","Ticona Plata 229","2006","6","7","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Fuentes (LPB)","La Paz","Franz Tamayo","Parque Nacional Madidi, senda Azariamas-San Fermin sector Cumbre. Bosque yungueño subandino pluviestacional humedo, con Capparaceae, Moraceae y Ampelocera ruizii; ladera. PPM-3 (1 ha). Plantas secadas en campo.","-68.74","-14.1583333","1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","06-03",NA,NA
"393","2013-06-02 05:38:00-03","MO","MOBOT","3337387","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Isau Huamantupa|Efraín Suclli|A. Carazas","Huamantupa Chuquimaco 7189","2005","11","16","South America","Peru",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms",NA,"Cusco","La Convención","Dist. Echarate, Ivochote, Comunidad Nativa Monte Carmelo. Bosque secundario","-72.95416","-12.45138","580.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA
"394","2011-04-01 18:09:00-03","MO","MOBOT","3397783","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Martha Serrano|I. Llanos|Jeaneth Villalobos","Serrano 4150","2003","4","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","M. Serrano (HSB)","Chuquisaca","Luis Calvo","Parque Nacional y Área de Manejo Integrado Serranía del Iñao. Comunidad Ticucha. Bajando el Río Jarca Mayu grande. Entre Jarca Mayu Chico y Grande. Colinas intermedias de la Serranía del Iñao. Bosque decíduo, altura del dosel 22 m. dominado por cebiles (Anadenanthera spp) y cuchi (Astronium urundeuva).","-63.86833","-19.58083","1247.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2010-02-15 12:21:00-02","MO","MOBOT","3418255","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Sarah DeWalt|Carlos Batte|E. Racua|D. Bree","DeWalt 603","1995","8","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","R. de Michel","La Paz",NA,"Prov. Iturralde, Comunidad de Santa Fe. Parcela Permanente de 1 ha de Estudio Etnobotánico, 4 km N de la comunidad, bosque amazónico entre sabanas húmedas.","-68.2","-13.66666","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2008-05-27 22:02:00-03","MO","MOBOT","3418298","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Renate Seidel","Seidel 2435","1988",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","R. Seidel","La Paz","Sud Yungas","Alto Beni, carretera de Palos Blancos hacia la Cumbre",NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2009-12-04 16:23:00-02","MO","MOBOT","3418339","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Gert G. Hatschbach|J.M. Silva","Hatschbach 50394","1986","6","14","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","G. Hatschbach","Minas Gerais",NA,"Pasmado (mun. Itaobim)",NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2008-05-27 22:02:00-03","MO","MOBOT","3418455","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Gert G. Hatschbach","Hatschbach 41566","1978","8","31","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","J. Rohwer","Paraná",NA,"Barra do Lageado Grande (Cerro Azul)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2011-02-19 10:51:00-02","MO","MOBOT","3418461","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Bruce W. Nelson","Nelson 790","1980","10","23","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","D. Daly","Acre",NA,"Estrada Rio Branco/Sena Madureira, km 42; Mata periodicamente inundatda pela pequena igarapé, atualmente seca; solo úmido, argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","2009-05-07 09:24:00-03","MO","MOBOT","3418958","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Boris A. Krukoff","Krukoff 10118","1939","7","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","J. Rohwer","La Paz","Sud Yungas","Basin of Rio Bopi, San Bartolome (near Calisaya(.",NA,NA,"750.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"401","2016-11-15 05:15:00-02","MO","MOBOT","3418969","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 36597","1980","4","27","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","R. Liesner","Santa Cruz","Chiquitos","28 Km NE de San José, Puesto San Marcos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","2008-05-27 22:02:00-03","MO","MOBOT","3419193","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Michael H. Nee","Nee 53055","2005","5","19","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","M.Nee","Santa Cruz",NA,"Prov. Ibanez. floodplain of Rio Pirai, 1 km N of El Torno. Disturbed brushy areas, sandy and gravelly soil, with Acacia albicrticata, A. aroma, Tessaria intergrifolia, Baccharis salicifolia, and slightly above flood plain with Gallesia intefrifolia, Diospyros inconstans.","-63.36666","-17.96666","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2008-05-27 22:02:00-03","MO","MOBOT","3419245","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Terceros","Terceros 17","1976","7","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","J. Rohwer","Beni",NA,"Creisafo, rio matos, Prov. Ballivan.",NA,NA,"340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2008-05-27 22:02:00-03","MO","MOBOT","3419367","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Michael H. Nee","Nee 53303","2005","6","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","M.Nee","Santa Cruz","Cordillera","Along highway from Camiri to Abapo, 2.4 km SW of turnoff to Agua Buena, 20 km SW of bridge over Rio Grande at Abapo. Charo thorn scrub forest on hillsides in narrow valley. With Ceiba boliviana, Gallesia integrifolia, Reichenbachia hirsuta, Acacia.","-63.43333","-19.03333","710.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2009-09-02 12:19:00-03","MO","MOBOT","3419398","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","F.M. Valverde B.","Valverde Badillo 2061","1982","6","26","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms",NA,"Guayas",NA,"Cerro al noroeste de la poblacion de Salanguillo en la cordillera de Naranjo, Cord. de Colonche.","-80.5333","-1.75","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2009-09-24 14:06:00-03","MO","MOBOT","3419482","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","George S. Bunting","Bunting 5288","1977","7","27","South America","Venezuela",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","Robert S. Wallace","Zulia",NA,"malezas alrededor de los tanques de agua en el Jardín Botánico de Maracaibo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2019-07-28 04:35:00-03","MO","MOBOT","3419546","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Nur Ritter|J.R.I. Wood|R. K. Brummitt|Dieter C. Wasshausen","Ritter 3231","1996","5","28","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","N. Ritter","Santa Cruz","Ichilo","Parque Nacional Amboro, The road to Macunucu.",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2009-10-30 07:48:00-02","MO","MOBOT","3418363","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Boris A. Krukoff","Krukoff 5405","1933","8","11","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Gentry","Acre",NA,"Near mouth of Rio Macauhan (bributary of Rio Yaco). On terra firma.","-69","-9.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2014-01-22 12:40:00-02","MO","MOBOT","3419645","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","W.L. Balée|O. Álvares da Silva","Balée 4976","1993","8","12","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","R.L. Liesner",NA,NA,"Forest inventory on Indian mound, app. Siriono name: irare Spanish name: ajo.","-64.40972","-14.80305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2014-01-22 12:40:00-02","MO","MOBOT","3419751","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","W.L. Balée|O. Álvares da Silva","Balée 4973","1993","8","12","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","R.L. Liesner",NA,NA,"Forest inventory on Indian mound, app. Siriono name: irare Spanish name: ajo. Indigenous uses: wood used for making soap; ash is salt substitue.","-64.40972","-14.80305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","2011-10-08 00:05:00-03","MO","MOBOT","3419789","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","A. Gonzáles","Gonzáles 125","1976","11","12","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms",NA,"Santa Cruz",NA,"Reserva Forestal El Chore, Bosque humedo subtropical. Copa pequena, de follaje verde claro, hojas caducas, flores pequenas en racimos terminales corteza externa amarillo-parduzco, interna crema desprende olor penetrante a ajo, Usos: ca joneria, tablas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"412","2012-01-05 06:07:00-02","MO","MOBOT","3419957","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Heinz Ellenberg","Ellenberg 4467","1971","2","13","South America","Argentina",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","Ronald Liesner","Tucumán",NA,"5 km to SW.",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2008-05-27 22:02:00-03","MO","MOBOT","3420248","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Gert G. Hatschbach","Hatschbach 47838","1984","5","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","Ronald Liesner","Paraná",NA,"Tagacaba (mun. Guaraquecaba) Parana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2008-05-27 22:02:00-03","MO","MOBOT","3420300","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Gert G. Hatschbach","Hatschbach 21535","1969","5","17","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms","A. Gentry","Paraná",NA,"Fds. Murure (Mun. Terra Boa) Parana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2008-05-27 22:02:00-03","MO","MOBOT","3420345","PreservedSpecimen","Plantae","Petiveriaceae","Gallesia","integrifolia","Gallesia integrifolia","Gert G. Hatschbach","Hatschbach 21746","1969","7","10","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Spreng.) Harms",NA,"São Paulo",NA,"Rio Parana (mun. Porto Epitacio) S. Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
