"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-30 12:43:17-03","EAO","IAN","119203","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","andersonii","Struthanthus andersonii","Kuijt","Caires, CS","Sucre, D; Heringer, EP","548","1965","06","17","Southern America","Brasil","Distrito Federal","Perto da ponte de São Bartolomeu, cerrado.",NA,"Semi-parasita; frutos verdes.","IAN119203",NA,NA,NA,NA,NA,NA,NA,NA,"2009","12","07",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:43:17-03","EAO","IAN","52507","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","glomeriflorus","Struthanthus glomeriflorus","Eichler","Caires, CS","Blanchet, JS","8812",NA,NA,NA,"Southern America","Brasil","Pará","Herbário do Museu Goeldi.",NA,NA,"IAN052507",NA,NA,NA,NA,NA,NA,NA,NA,"2009","12","10",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:43:17-03","EAO","IAN","138206","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","planaltinae","Struthanthus planaltinae","Rizzini","Caires, CS","Irwin, HS; Souza, R; Santos, RR dos","8755","1965","09","28","Southern America","Brasil","Distrito Federal","Gallery forest, immediately W. of Planaltina.",NA,"Leaves and flowers yellow-green.","IAN138206",NA,NA,NA,"950","950",NA,NA,NA,"2009","12","10","isoparatipo",NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:43:17-03","EAO","IAN","138259","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Loranthaceae","Struthanthus","planaltinae","Struthanthus planaltinae","Rizzini","Caires, CS","Irwin, HS; Soderstrom, TR","6188","1964","09","13","Southern America","Brasil","Distrito Federal","Gallery forest, ca. 55km E of Brasília on road to Planaltina. Only 1 seen.",NA,"Attached to tree branch ca. 8m above ground. Flowers white.","IAN138259",NA,NA,NA,"700","1000",NA,NA,NA,"2009","12","10","isotipo",NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:18:29-03","UFBA","ALCB","59043","PreservedSpecimen","Plantae","Dicotyledon",NA,"Loranthaceae","Struthanthus","andersonii","Struthanthus andersonii","Kuijt",NA,"Carvalho, AM de; Jardim, JG; Juchum, F; Sant'Ana, SC de; Santos, J dos","6972","2001","08","17","Southern America","Brasil","Bahia","Sudoeste, Rod. Encruzilhada / Ribeirão do Largo, 13,3 km N",NA,"Folhas verdes com a face inferior mais clara. Frutos maduros de cor vermelha.",NA,"Encruzilhada","-40.814167","-15.515","895","895",NA,NA,NA,NA,NA,NA,NA,"-40.814167","-15.515",NA,NA,NA,NA
"16","2021-01-14 15:31:26-03","MN","R","57312","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Struthanthus","taubatensis","Struthanthus taubatensis","Eichler","Rizzini, C.T.","Glaziou, A.F.M.; Netto, L.S.M. & Schwacke, C.A.W.",NA,"1881","09",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,"R000057312","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"R000057312_001","40069","auto","1963","10",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:33:03-03","UNICAMP","UEC","32287","S","Plantae","Magnoliopsida",NA,"Loranthaceae","Struthanthus","hoehnei","Struthanthus hoehnei","Krause",NA,"Oliveira, PEAM","142","1982","10","11",NA,"Brazil","Distrito Federal","Parque do Gama.",NA,"Hemiparasita com inflorescencia de botões esverdeados e flores com estames marrons.; Parque do Gama.","UEC014651","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"UEC014651","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:31:59-03","MBM","MBM","392904","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Struthanthus","andersonii","Struthanthus andersonii","Kuijt","Caires, C.","Amorim, A.M.A.; Forzza, R.C.; Paixão, J.L.; Gomes, L.C.J.; Forzza, R.C.; Paixão, J.L.; Gomes, L.C.J.","7538","2008","07","17","Southern America","Brazil","Espírito Santo","Área de Proteção Ambiental da Pedra do Elefante, Estrada de acesso a Pedra do Elefante",NA,"Parasita sob árvore na beira da estrada. Frutos maduros avermelhados.; Floresta Estacional Semidecidual.","MBM392904","Nova Venécia","-40.443889","-18.776944","400","400","MBM392904",NA,NA,"2013","08","30",NA,"-40.443889","-18.776944",NA,NA,NA,NA
"19","2019-08-15 09:03:46-03","UESC","UESC","7024","S","Plantae","Angiospermae","Florideophycidae","Loranthaceae","Struthanthus","andersonii","Struthanthus andersonii","Kuijt","C.S. Caires","Carvalho, A.M.","6972","2001","08","17",NA,"Brasil","Bahia",NA,NA,"Parasita.","UESC0007024","Encruzilhada","-40.814167","-15.515","895","895",NA,NA,NA,"2009","03",NA,NA,"40W48'51''","15S30'54''","Dicotyledoneae",NA,NA,NA
"20","2004-08-09 17:39:54-03","MNHN","RECOLNAT_MNHN_P","P00207947","PreservedSpecimen",NA,NA,NA,"Loranthaceae","Struthanthus","glomeriflorus","Struthanthus glomeriflorus","Eichler",NA,"Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,"Bahia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00207947' target='other'> <mi>dwc_moreinfo</mi></a>","P00207947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA,"3181",NA,NA
"21","2017-12-29 12:55:38-02","MNHN","RECOLNAT_MNHN_P","P00207923","PreservedSpecimen",NA,NA,NA,"Loranthaceae","Struthanthus","maricensis","Struthanthus maricensis","Rizzini","Rizzini","Irwin, H.S.|Souza, R.|Santos, Reis|, R.",NA,"1965","10","27",NA,"Brazil",NA,"Distrito Federal [Planalto do Brasil]: Chapada da Contagem, ca. 20 km N. E. of Brasilia, D.F.","hb","P!, NY, ?Univ. Brasilia. Note attached to specimen: Prelevement de pollen J.P. Ybert, 25.06.97. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00207923' target='other'> <mi>dwc_moreinfo</mi></a>","P00207923",NA,NA,NA,"1000",NA,"P00207923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9616",NA,NA
"22","2015-09-04 12:57:05-03","MNHN","RECOLNAT_MNHN_P","P00210907","PreservedSpecimen",NA,NA,NA,"Loranthaceae","Struthanthus","taubatensis","Struthanthus taubatensis","Eichler",NA,"Riedel, L.",NA,"1833","11",NA,NA,"Brazil",NA,"Sao Paulo Prov. In arbor pr. Taubate","hb","LE [ex herbario horti Petropolitani]. Riedel 24 at P [P00210908] certainly conspecific according to my data file under S. taubatensis - ?therefore an isotype? <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00210907' target='other'> <mi>dwc_moreinfo</mi></a>","P00210907",NA,NA,NA,NA,NA,"P00210907_01",NA,NA,NA,NA,NA,"holotype",NA,NA,NA,NA,NA,NA
"23","2017-12-29 12:56:33-02","MNHN","RECOLNAT_MNHN_P","P00210908","PreservedSpecimen",NA,NA,NA,"Loranthaceae","Struthanthus","taubatensis","Struthanthus taubatensis","Eichler",NA,"Riedel, L.",NA,"1833",NA,NA,NA,"Brazil",NA,"Sao Paulo Prov., pr. Taubate","hb","P !. See Struthanthus data file: Riedel 24 certainly conspecific with Riedel s.n. [P, holotype] - ?therefore an isotype? <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00210908' target='other'> <mi>dwc_moreinfo</mi></a>","P00210908",NA,NA,NA,NA,NA,"P00210908_01",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,"24",NA,NA
"24","2015-09-04 18:19:45-03","MNHN","RECOLNAT_MNHN_P","P00210909","PreservedSpecimen",NA,NA,NA,"Loranthaceae","Struthanthus","taubatensis","Struthanthus taubatensis","Eichler",NA,"Glaziou, A.",NA,"1881","7","22",NA,"Brazil",NA,"Rio de Janeiro. Entre Lagoa do Peixe et Rio Bonito","hb","P ! [Herbier de A. Glaziou donne par Mme Simard, sa fille, en 1907 - Collector therefore presumably Glaziou, failing any other name on sheet]. [1 of 2 sheets at P - see P00210910] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00210909' target='other'> <mi>dwc_moreinfo</mi></a>","P00210909",NA,NA,NA,NA,NA,"P00210909_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12753",NA,NA
"25","2015-09-04 12:23:24-03","MNHN","RECOLNAT_MNHN_P","P00210910","PreservedSpecimen",NA,NA,NA,"Loranthaceae","Struthanthus","taubatensis","Struthanthus taubatensis","Eichler",NA,"Glaziou, A.",NA,"1881","7","22",NA,"Brazil",NA,"Rio de Janeiro. Entre Lagoa do Peixe et Rio Bonito","hb","P ! [Herbier de A. Glaziou donne par Mme Simard, sa fille, en 1907 - collector therefore presumably Glaziou, failing any other name on the sheet]. [2 of 2 sheets at P - see P00210909] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00210910' target='other'> <mi>dwc_moreinfo</mi></a>","P00210910",NA,NA,NA,NA,NA,"P00210910_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12753",NA,NA
"26","2020-10-01 14:24:45-03","JBB","HEPH","2947","S","Plantae","Dicotyledon","Santalales","Loranthaceae","Struthanthus","andersonii","Struthanthus andersonii","Kuijt","Caires, CS","Oliveira, PEAM de","142","1982","10","11","Southern America","Brasil","Distrito Federal","Parque do Gama",NA,NA,NA,"Gama",NA,NA,NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-10-01 14:24:45-03","JBB","HEPH","20929","S","Plantae","Dicotyledon","Santalales","Loranthaceae","Struthanthus","andersonii","Struthanthus andersonii","Kuijt","Caires, CS","Azevedo, INC de; Oliveira, MS","241","2004","10","13","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília",NA,NA,NA,"Brasília","-47.85","-15.866667","1025","1025",NA,NA,NA,"2008",NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA
"28","2020-10-01 14:24:45-03","JBB","HEPH","21819","S","Plantae","Dicotyledon","Santalales","Loranthaceae","Struthanthus","andersonii","Struthanthus andersonii","Kuijt","Caires, CS","Azevedo, INC de; Oliveira, MS","370","2005","04","26","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília próximo a Caesb",NA,NA,NA,"Brasília","-47.85","-15.866667","1025","1025",NA,NA,NA,"2008",NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA
"29","2020-10-01 14:24:45-03","JBB","HEPH","27285","S","Plantae","Dicotyledon","Santalales","Loranthaceae","Struthanthus","andersonii","Struthanthus andersonii","Kuijt","Kuhlmann, MP","Kuhlmann, MP","64","2008","06","10","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília",NA,"Material testemunha Estudos Morfológicos de Frutos Zoocóricos de M. Kuhlmann, M.R.V. Zanatta, C. Proença",NA,"Brasília","-47.85","-15.866667","1025","1150",NA,NA,NA,"2008",NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA
"30","2020-10-01 14:24:45-03","JBB","HEPH","34402","S","Plantae","Dicotyledon","Santalales","Loranthaceae","Struthanthus","andersonii","Struthanthus andersonii","Kuijt","Caires, CS","Rosa, PO; Soares, ACA","2258","2018","10","31","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília, Sede da Caesb",NA,NA,NA,"Brasília","-47.846389","-15.883056",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.846389","-15.883056",NA,NA,NA,NA
"31","2020-10-01 14:24:45-03","JBB","HEPH","35275","S","Plantae","Dicotyledon","Santalales","Loranthaceae","Struthanthus","andersonii","Struthanthus andersonii","Kuijt","Caires, CS","Faria, JEQ; Paz, JRL","8956","2018","10","07","Southern America","Brasil","Distrito Federal","Parque Ecológico Dom Bosco",NA,NA,NA,"Brasília","-47.807222","-15.796944","1037","1037",NA,NA,NA,"2018","10",NA,NA,"-47.807222","-15.796944",NA,NA,NA,NA
"32","2020-10-01 14:24:45-03","JBB","HEPH","27280","S","Plantae","Dicotyledon","Santalales","Loranthaceae","Struthanthus","andersonii","Struthanthus andersonii","Kuijt","Kuhlmann, MP","Kuhlmann, MP; Oliveira, MS","69","2008","06","24","Southern America","Brasil","Distrito Federal","Jardim Botânico de Brasília - trilha do mirante",NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-11 17:19:25-03","UFPR","UPCB","76696","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Struthanthus","andersonii","Struthanthus andersonii","Kyit","Claires, C.","Amorim, A.M.A.","7538","2008","07","17",NA,"Brasil","Espírito Santo","Área de Proteção Ambiental da Pedra do Elefante. Coletas na estrada de acesso a Pedra do Elefante. Floresta Estacional Semidecidual. Elev.: 400m",NA,"Parasita sob árvore na beira da estrada. Frutos maduros avermelhados..",NA,"Nova Venécia","-40.444","-18.777",NA,NA,NA,NA,NA,"2013","08","30",NA,"-40.444","-18.777",NA,NA,NA,NA
"34","2011-01-23 07:06:00-02","MO","MOBOT","3067085","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Phthirusa","organensis","Phthirusa organensis","Rizzini","Rizzini","Carlos T. Rizzini","Rizzini 1152","1952","11","29","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2014-10-24 13:54:00-02","MO","MOBOT","3081928","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Struthanthus","glomeriflorus","Struthanthus glomeriflorus","Eichler",NA,"Jacques S. Blanchet","Blanchet 3181","1840","9",NA,"South America","Brazil","Bahia","Partie Méridonale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","3081931","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Struthanthus","hoehnei","Struthanthus hoehnei","K. Krause",NA,"HOHNE","HOHNE 11803",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2011-04-04 16:30:00-03","MO","MOBOT","3084616","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Struthanthus","taubatensis","Struthanthus taubatensis","Eichler",NA,"Auguste F.M. Glaziou","Glaziou 12753",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-17 15:25:13-03","UNESP-RC","HRCB","10863","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Struthanthus","taubatensis","Struthanthus taubatensis","Eichler ","Marie Sugiyama","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Picinguaba",NA,NA,NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-17 15:25:13-03","UNESP-RC","HRCB","11323","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Struthanthus","taubatensis","Struthanthus taubatensis","Eichler ","Marie Sugiyama","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Picinguaba",NA,NA,NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-17 15:25:13-03","UNESP-RC","HRCB","9518","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Struthanthus","taubatensis","Struthanthus taubatensis","Eichler ","Marie Sugiyama","Cunha, N. M. L.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Picinguaba",NA,NA,NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Santalales","Loranthaceae","Struthanthus","glomeriflorus","Struthanthus glomeriflorus","Eichler",NA,"Riedel, --","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"42","2020-09-12 05:00:02-03","US","US","2994055","PreservedSpecimen","Plantae",NA,"Santalales","Loranthaceae","Struthanthus","maricensis","Struthanthus maricensis","Rizzini",NA,"E. P. Heringer, T. S. Figueiras, R. C. Mendonça, B. A. S. Pereira, A. E. Heringer Salles & F. Chagas e Silva","5542","1980","10","2","South America - Neotropics","Brazil","Distrito Federal","Bacia do Rio São Barolomeu",NA,NA,"US01335118","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01335118_01","70570","auto",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"43","2020-09-12 05:00:02-03","US","US","2322802","PreservedSpecimen","Plantae",NA,"Santalales","Loranthaceae","Struthanthus","maricensis","Struthanthus maricensis","Rizzini",NA,"J. G. Kuhlmann","1597","1934","10","17","South America - Neotropics","Brazil","Minas Gerais","ESA",NA,NA,"US01335124","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"US01335124_01","13937","auto",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"44","2020-09-12 05:00:02-03","US","US","2994056","PreservedSpecimen","Plantae",NA,"Santalales","Loranthaceae","Struthanthus","maricensis","Struthanthus maricensis","Rizzini",NA,"E. P. Heringer, T. S. Figueiras, R. C. Mendonça, B. A. S. Pereira, A. E. Heringer Salles & F. Chagas e Silva","5537","1980","10","2","South America - Neotropics","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.",NA,NA,"US01335119","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01335119_01","70570","auto",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"45","2020-09-12 05:00:02-03","US","US","2843239","PreservedSpecimen","Plantae",NA,"Santalales","Loranthaceae","Struthanthus","maricensis","Struthanthus maricensis","Rizzini",NA,"H. S. Irwin & T. R. Soderstrom","6188","1964","9","13","South America - Neotropics","Brazil","Distrito Federal","ca. 55 km E of Brasília on road to Planaltina",NA,NA,"US01335123",NA,NA,NA,"700","1000","US01335123_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"46","2020-09-12 05:00:02-03","US","US","2953113","PreservedSpecimen","Plantae",NA,"Santalales","Loranthaceae","Struthanthus","maricensis","Struthanthus maricensis","Rizzini",NA,"E. P. Heringer, T. S. Figueiras, R. C. Mendonça, B. A. S. Pereira, A. E. Heringer Salles & F. Chagas e Silva","5560","1980","10","9","South America - Neotropics","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu",NA,NA,"US01335117","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01335117_01","70570","auto",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"47","2020-09-12 05:00:02-03","US","US","2955864","PreservedSpecimen","Plantae",NA,"Santalales","Loranthaceae","Struthanthus","maricensis","Struthanthus maricensis","Rizzini",NA,"E. P. Heringer","5527","1980","9","30","South America - Neotropics","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu",NA,NA,"US01335121","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01335121_01","70570","auto",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","2955798","PreservedSpecimen","Plantae",NA,"Santalales","Loranthaceae","Struthanthus","maricensis","Struthanthus maricensis","Rizzini",NA,"E. P. Heringer, T. S. Figueiras, R. C. Mendonça, B. A. S. Pereira, A. E. Heringer Salles & F. Chagas e Silva","5528","1980","9","30","South America - Neotropics","Brazil","Distrito Federal","Bacia do Rio São BArtolomeu",NA,NA,"US01335120","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01335120_01","70570","auto",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"49","2020-09-12 05:00:02-03","US","US","2843254","PreservedSpecimen","Plantae",NA,"Santalales","Loranthaceae","Struthanthus","maricensis","Struthanthus maricensis","Rizzini",NA,"H. S. Irwin, R. Souza & R. R. Santos","9616","1965","10","27","South America - Neotropics","Brazil","Distrito Federal","Steep cerrado hillside, Chapada da Contagem, ca. 20km N.E. of Brasília, D.F.",NA,NA,"US01335122","Brasília","-47.9296989440918","-15.7797002792358","1000",NA,"US01335122_01","70570","auto",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"50","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Santalales","Loranthaceae","Struthanthus","taubatensis","Struthanthus taubatensis","Eichler",NA,"L. Riedel","s.n.","1905","1","6","South America - Neotropics","Brazil","São Paulo",NA,NA,NA,NA,"Taubaté","-45.5499992370605","-23.0200004577637",NA,NA,NA,"25704","auto",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
