"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber"
"12","2021-03-15 16:37:00-03","NY","NYBG","1135825","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba amazonicum","(Huber ex Ducke) Barneby","L. F. Coêlho",NA,NA,NA,"D. G. Campbell","P21222","1974","06","24","Brazil","Amazonas","Lábrea","Lago Marrahã, Seringal São Clemente, Rio Purus.","-65.28","-7.47",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374181' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135825","NY01135825_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","amazonicum",NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1135832","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba amazonicum","(Huber ex Ducke) Barneby",NA,NA,NA,NA,"W. A. Archer","7538",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372008' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135832","NY01135832_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","amazonicum",NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","582439","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba","(Vell.) S.F.Blake","Hoehne",NA,NA,NA,"F. C. Hoehne","864","1917","11","06","Brazil","São Paulo","Sao Paulo","Butantan, S. Paulo","-46.724373","-23.565521",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582439","NY00582439_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","755287","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba amazonicum","(Huber ex Ducke) Barneby",NA,NA,NA,NA,"B. A. Krukoff","5567",NA,NA,NA,"Brazil","Acre",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911114' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755287","NY00755287_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","amazonicum",NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","582430","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba parahyba","(Vell.) S.F.Blake",NA,NA,NA,NA,"T. S. dos Santos","2201","1971","11","22","Brazil","Bahia","Uruçuca","Rod. Uruçuca a Taboquinha","-39.2842","-14.5933",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582430","NY00582430_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","parahyba",NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1135823","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba amazonicum","(Huber ex Ducke) Barneby",NA,NA,NA,NA,"B. A. Krukoff","4217",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371286' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135823","NY01135823_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","amazonicum",NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","582431","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba","(Vell.) S.F.Blake","R. S. Cowan",NA,NA,NA,"G. Eiten","2561","1961","03",NA,"Brazil","São Paulo","Sao Paulo","Parque do Estado, northern edge, a few meters west of A. Miguel Estefno","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171385' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582431","NY00582431_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","582434","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba parahyba","(Vell.) S.F.Blake",NA,NA,NA,NA,"W. Hoehne","52128","1944","10","03","Brazil","São Paulo","Sao Paulo","Jadim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582434","NY00582434_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","parahyba",NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1135822","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba amazonicum","(Huber ex Ducke) Barneby",NA,NA,NA,NA,"B. A. Krukoff","4217",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371289' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135822","NY01135822_01 NY01135822_02",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","amazonicum",NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","582440","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba parahyba","(Vell.) S.F.Blake",NA,NA,NA,NA,"G. G. Hatschbach","42545","1979","12","07","Brazil","Paraná","Morretes","Estr. da Graciosa, Rio Mae Catira","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582440","NY00582440_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","parahyba",NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","582438","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba","(Vell.) S.F.Blake","Hoehne",NA,NA,NA,"F. C. Hoehne","864","1917","11","06","Brazil","São Paulo","Sao Paulo","Butantan, S. Paulo","-46.724373","-23.565521",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171390' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582438","NY00582438_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00934244","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba parahyba","(Vell.) S.F.Blake",NA,NA,NA,NA,"M. L. Fonseca","404","1995","06","03","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=932283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934244","NY00934244_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","parahyba",NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","582437","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba","(Vell.) S.F.Blake","Graziela",NA,NA,NA,"R. P. Belém","2746","1966","10","08","Brazil","Bahia","Guaratinga",NA,"-39.78","-16.58",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171389' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582437","NY00582437_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1135828","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba amazonicum","(Huber ex Ducke) Barneby",NA,NA,NA,NA,"W. A. Archer","7538",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371971' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135828","NY01135828_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","amazonicum",NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1135824","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba amazonicum","(Huber ex Ducke) Barneby",NA,NA,NA,NA,"W. A. Ducke","313",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371273' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135824","NY01135824_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","amazonicum",NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1135821","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba amazonicum","(Huber ex Ducke) Barneby",NA,NA,NA,NA,"W. A. Ducke","400",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371305' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135821","NY01135821_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","amazonicum",NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1135827","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba amazonicum","(Huber ex Ducke) Barneby",NA,NA,NA,NA,"J. M. Pires","12552",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371972' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135827","NY01135827_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","amazonicum",NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","582432","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba parahyba","(Vell.) S.F.Blake",NA,NA,NA,NA,"W. Hoehne","52128","1944","10","03","Brazil","São Paulo","Sao Paulo","Jadim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582432","NY00582432_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","parahyba",NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","755286","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba amazonicum","(Huber ex Ducke) Barneby",NA,NA,NA,NA,"B. A. Krukoff","5567",NA,NA,NA,"Brazil","Acre",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=41736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755286","NY00755286_01 NY00755286_02",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","amazonicum",NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02686833","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba parahyba","(Vell.) S.F.Blake",NA,NA,NA,NA,"E. A. Nascimento","36","1982","11","28","Brazil","Distrito Federal","Brasília","Instituto Central de Ciências, entre os módulos 0-23 e 0-24 C sul","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966152' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686833","NY02686833_01","70570","auto","Magnoliophyta","Fabales",NA,"South America","sheet","parahyba",NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02686836","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba parahyba","(Vell.) S.F.Blake",NA,NA,NA,NA,"L. Riedel","1125","1831",NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966157' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686836","NY02686836_01","57442","auto","Magnoliophyta","Fabales",NA,"South America","sheet","parahyba",NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02686835","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba parahyba","(Vell.) S.F.Blake",NA,NA,NA,NA,"L. Riedel","1125","1831",NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966156' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686835","NY02686835_01","57442","auto","Magnoliophyta","Fabales",NA,"South America","sheet","parahyba",NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1802227","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba","(Vell.) S.F.Blake",NA,NA,NA,NA,"J. M. A. Braga","4524","1997","12","05","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia.","-44.68333","-22.35833",NA,NA,"1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2047295' target='other'> <mi>dwc_moreinfo</mi></a>","NY01802227","NY01802227_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1039192","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba","(Vell.) S.F.Blake","H. C. de Lima",NA,NA,NA,"H. C. de Lima","4362","1992","01","03","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Campinho, próximo à represa da CEDAE. Área FP 10.","-42.883","-22.483",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482162' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039192","NY01039192_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","582433","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba","(Vell.) S.F.Blake","R. S. Cowan",NA,NA,NA,"G. Eiten","2561","1961","03",NA,"Brazil","São Paulo","Sao Paulo","Parque do Estado, northern edge, a few meters west of A. Miguel Estefno","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171386' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582433","NY00582433_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","582428","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba","(Vell.) S.F.Blake","R. C. Barneby",NA,NA,NA,"J. G. Jardim","1850","1998","10","09","Brazil","Bahia","Ilhéus","Campus da Universidade Estadual de Santa Cruz - UESC","-39.0492","-14.7892",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582428","NY00582428_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","582435","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba","(Vell.) S.F.Blake",NA,NA,NA,NA,"J. Y. Tamashiro","18285","1985","09","23","Brazil","São Paulo","Campinas","Reseva Municipal de Sta. Genebra","-47.06","-22.9",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=171392' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582435","NY00582435_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02144736","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba","(Vell.) S.F.Blake",NA,NA,NA,NA,"G. Pereira-Silva","16325","2012","08","17","Brazil","Rondônia","Porto Velho","Margem esquerda do rio Madeira (Ilha do Baleado)","-65.1683","-9.5719",NA,NA,"90",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2327098' target='other'> <mi>dwc_moreinfo</mi></a>","NY02144736","NY02144736_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1135830","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba amazonicum","(Huber ex Ducke) Barneby",NA,NA,NA,NA,"W. A. Ducke","1239",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372001' target='other'> <mi>dwc_moreinfo</mi></a>","NY01135830","NY01135830_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","amazonicum",NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02686832","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba amazonicum","(Huber ex Ducke) Barneby",NA,NA,NA,NA,"G. T. Prance","5779","1968","07","10","Bolivia","Pando",NA,"W. bank of Rio Madeira opposite Abuña","-65.371241","-9.706585",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2966150' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686832","NY02686832_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","amazonicum",NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","755224","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba amazonicum","(Huber ex Ducke) Barneby",NA,NA,NA,NA,"C. A. Cid Ferreira","10259b","1991","06","07","Brazil","Acre","Senador Guiomard","BR-317, estrada Rio Branco Brasiléia, km 68 a 4 km da BR, Centro de Estudos Tropicais - FUNTAC.","-67.75","-10.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=896994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755224","NY00755224_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","amazonicum",NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","582444","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba parahyba","(Vell.) S.F.Blake",NA,NA,NA,NA,"R. M. Klein","294","1949","11","08","Brazil","Santa Catarina","Brusque",NA,"-48.9172","-27.0983",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582444","NY00582444_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","parahyba",NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","582441","PreservedSpecimen","Plantae","Fabaceae","Schizolobium","parahyba","Schizolobium parahyba parahyba","(Vell.) S.F.Blake",NA,NA,NA,NA,"R. Reitz","3133","1956","04","13","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P. Ibirama","-49.5178","-27.0569",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582441","NY00582441_01",NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","parahyba",NA,NA,NA,NA
