"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","infraspecificEpithet","relatedCatalogItem"
"1","2020-09-23 10:43:42-03","E","E","190908","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum","syntype","Gardner, George","557","1905","01","11","E. Tropical South America","BR","Organ Mountains","herbarium specimen of unspecif","BGBASE:214164","<a href=http://data.rbge.org.uk/herb/E00190908 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00190908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","01096390","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"L. C. d. S. Giordano","2262","2000","06","21","South America","Brazil","Vargem Grande, altura do km. 76 da rodovia BR 40, estrada para Rocio, em direção ao cindacta (área da Aeronáutica).","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236952' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096390","Magnoliophyta","Solanales","Sendtn.","L. Freire","Rio de Janeiro","Petrópolis","-43.1783","-22.505","1100","1100","NY01096390_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","00697302","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"Y. E. J. Mexia","4131","1929","12","19","South America","Brazil","Eastern part of Agricultural College grounds","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832773' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697302","Magnoliophyta","Solanales","Sendtn.","P. C. Standley","Minas Gerais","Viçosa","-42.868031","-20.7613428","690","690","NY00697302_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","669838","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"M. V. Peron","814","1989","07","17","South America","Brazil","Macaé de Cima, Sítio Sophronites, picada p/ Pedra Bicuda.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286754' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669838","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","Rio de Janeiro","Nova Friburgo","-42.5308","-22.2819","1200","1200","NY00669838_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","01096392","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"C. Pardo","870","2004","09","02","South America","Brazil","Rio Paquequer, proximo ao km. 2 estrdaa para Barragem.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1236963' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096392","Magnoliophyta","Solanales","Sendtn.",NA,"Rio de Janeiro","Teresópolis","-42.9656","-22.4122","1150","1150","NY01096392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","00853860","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"O. T. Aguiar","s.n.","1977","04","14","South America","Brazil","Serra da Cantareira. Pedra Grande.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00853860","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","São Paulo",NA,NA,NA,NA,NA,"NY00853860_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","669832","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"M. S. F. Silvestre-Capelato","209","1979","09","26","South America","Brazil","Reserva Biológica do Parque Estadual das Fontes do Ipiranga.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669832","Magnoliophyta","Solanales","Sendtn.","J. R. Stehmann; L. A. Mentz","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,"NY00669832_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","669828","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"N. A. Rosa","3780","1980","11","16","South America","Brazil","Reserva do Instituto de Botânica de São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669828","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","São Paulo",NA,NA,NA,NA,NA,"NY00669828_01 NY00669828_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","669821","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"M. R. F. Melo","228","1980","06","04","South America","Brazil","Capital, Reserva Biológica, Parque Estadual das Fontes do Ipiranga. Portao 2.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669821","Magnoliophyta","Solanales","Sendtn.","J. R. Stehmann; L. A. Mentz","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,"NY00669821_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","00722963","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"M. Sugiyama","1034","1992","09","24","South America","Brazil","Pq. E. C. Botelho; coletada na trilha do Mirante","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00722963","Magnoliophyta","Solanales","Sendtn.","J. R. Stehmann; J. Semir","São Paulo","Sao Miguel Arcanjo","-47.99","-23.8703",NA,NA,"NY00722963_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","00697304","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"E. P. Heringer","2676","1951","01","15","South America","Brazil","Proximidades da Serra do Cipó","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697304","Magnoliophyta","Solanales","Sendtn.","J. R. Stehmann; L. A. Mentz","Minas Gerais",NA,NA,NA,NA,NA,"NY00697304_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","669825","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"M. Kirizawa","2705","1992","09","22","South America","Brazil","Bairro Taquaral, Parque Estadual de Carlos Botelho. Estrada de servicio para represa.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669825","Magnoliophyta","Solanales","Sendtn.","J. R. Stehmann; L. A. Mentz","São Paulo","Sao Miguel Arcanjo","-47.99","-23.8703",NA,NA,"NY00669825_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00697382","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"M. T. V. do A. Campos","s.n.","1994","03","04","South America","Brazil","Serra do Cipó, Rodovia MG-010, Belo Horizonte a Conceição do Mato Dentro, cerca de 400 m antes da bifurcação para Morro do Pilar. A W da rodovia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697382","Magnoliophyta","Solanales","Sendtn.","L. L. Giacomin","Minas Gerais","Santana do Riacho","-43.7142","-19.1692",NA,NA,"NY00697382_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","669835","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"B. Coe-Teixeira","55","1966","06","08","South America","Brazil","Capital, Santo Amaro, Chácara Flora.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669835","Magnoliophyta","Solanales","Sendtn.","J. R. Stehmann; L. A. Mentz","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,"NY00669835_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01195851","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"J. G. Jardim","3164","2000","11","03","South America","Brazil","Rod. Itambé/Encruzilhada, entrada para fazendas de cafe, 22.3 km. Regiao do Tomba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265858' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195851","Magnoliophyta","Solanales","Sendtn.","L. L. Giacomin","Bahia","Ribeirao do Largo","-40.7511","-15.3283",NA,NA,"NY01195851_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00853818","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"B. Braga","s.n.","1969","03","17","South America","Brazil","Serra da Cantareira - Pinheirinho.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00853818","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","São Paulo",NA,NA,NA,NA,NA,"NY00853818_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00697300","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"G. G. Hatschbach","49978","1985","10","20","South America","Brazil","Venda Nova, Corrego Telest.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697300","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","Espírito Santo","Conceiçao do Castelo","-41.2439","-20.3683","1000","1000","NY00697300_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","669837","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"R. R. Guedes","2162","1988","09","12","South America","Brazil","Macaé de Cima, Sítio Sophronites, nascente do rio das Flores. Parcela I-B, Microparcela 2-D.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286771' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669837","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","Rio de Janeiro","Nova Friburgo","-42.5308","-22.2819",NA,NA,"NY00669837_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00853863","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"J. B. Baitello","s.n.","1981","04","03","South America","Brazil","Serra da Cantareira. Na estrada da Pedra Grande.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00853863","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","São Paulo",NA,NA,NA,NA,NA,"NY00853863_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","669834","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"O. Handro","242","1951","04","06","South America","Brazil","Capital, Jabaquara.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669834","Magnoliophyta","Solanales","Sendtn.","J. R. Stehmann; L. A. Mentz","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,"NY00669834_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","669823","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"F. R. Martins","12363","1980","07","11","South America","Brazil","Res. Est. de Cunha.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669823","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","São Paulo","Cunha","-45.052474","-23.263965",NA,NA,"NY00669823_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00947965","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"G. G. Hatschbach","74991","2003","06","08","South America","Brazil","Rod. BR-262, Rio Cavalo.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=972923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00947965","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","Espírito Santo","Marechal Floriano","-40.6831","-20.4131",NA,NA,"NY00947965_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","669830","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"F. de Barros","536","1980","10","17","South America","Brazil","Capital, Reserva Biológica Parque Estadual das Fontes do Ipiranga.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286756' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669830","Magnoliophyta","Solanales","Sendtn.","J. R. Stehmann; L. A. Mentz","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,"NY00669830_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","139094","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum","isotype","G. Gardner","II.557","1837",NA,NA,"South America","Brazil","Serra dos Orgaos. Brasil. trop.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00139094","Magnoliophyta","Solanales","Sendtn.",NA,"Rio de Janeiro",NA,"-43.073169","-22.496706",NA,NA,"NY00139094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","669831","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"H. Makino","36","1977","05","20","South America","Brazil","Km 64 entre Cotia e Ibiuna, SP 250.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669831","Magnoliophyta","Solanales","Sendtn.","J. R. Stehmann; L. A. Mentz","São Paulo","Cotia","-46.9097","-23.6003",NA,NA,"NY00669831_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","669833","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"O. Handro","s.n.","1932","03","31","South America","Brazil","Nativa no Jardim Botânico.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669833","Magnoliophyta","Solanales","Sendtn.","J. R. Stehmann; L. A. Mentz","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,"NY00669833_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","669829","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"J. Cordeiro","52137","1988","06","08","South America","Brazil","Serra Sao Miguel.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669829","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","Paraná","Bocaiúva do Sul","-49.115","-25.2061",NA,NA,"NY00669829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00853821","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"A. C. Dias","49","1985","05","08","South America","Brazil","Parque Estadual Carlos Botelho, Instituto Florestal.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093269' target='other'> <mi>dwc_moreinfo</mi></a>","NY00853821","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","São Paulo","Sao Miguel Arcanjo","-47.989753","-24.144027",NA,NA,"NY00853821_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","669824","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"A. F. M. Glaziou","12109","1880","05","03","South America","Brazil",NA,"sheet",NA,"Recule 12 mai 1881. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669824","Magnoliophyta","Solanales","Sendtn.",NA,"Rio de Janeiro","Petrópolis","-43.1783","-22.505",NA,NA,"NY00669824_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","669839","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"C. M. B. Correia","s.n.","1990","08","12","South America","Brazil","Macaé de Cima, rio Macaé, Sítio Fazenda Velha. Parcela II-B, Microparcela 7-E.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669839","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","Rio de Janeiro","Nova Friburgo","-42.5308","-22.2819","1100","1100","NY00669839_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","669826","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"B. Braga","s.n.","1969","03","17","South America","Brazil","Serra da Cantareira - Pinheirinho.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669826","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","São Paulo",NA,NA,NA,NA,NA,"NY00669826_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
