"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","infraspecificEpithet","relatedCatalogItem"
"32","2021-03-15 16:37:00-03","NY","NYBG","669822","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"M. R. F. Melo","228","1980","06","04","South America","Brazil","Capital, Reserva Biológica, Parque Estadual das Fontes do Ipiranga. Portao 2.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669822","Magnoliophyta","Solanales","Sendtn.","J. R. Stehmann; L. A. Mentz","São Paulo","Sao Paulo","-46.621883","-23.654505",NA,NA,"NY00669822_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","810655","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"A. M. V. de Carvalho","6907","2001","08","14","South America","Brazil","Ca. 23 km na estrada, Itambé/Encruzilhada.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=806824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810655","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","Bahia","Ribeirao do Largo","-40.75138889","-15.3275","870","870","NY00810655_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","669840","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"G. Martinelli","10889","1985","05","08","South America","Brazil","Vila Sao Bento de Urânio.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669840","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","Espírito Santo","Alfredo Chaves","-40.917605","-20.471909","800","1000","NY00669840_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00697299","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"G. G. Hatschbach","65238","1996","07","07","South America","Brazil","Estrada São Bento de Urânia a Castelinho","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697299","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","Espírito Santo","Alfredo Chaves","-40.958603","-20.507297","900","1000","NY00697299_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","139093","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum","isotype","G. Gardner","II.557","1837",NA,NA,"South America","Brazil","Serra dos Orgaos. Brasil. trop.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00139093","Magnoliophyta","Solanales","Sendtn.",NA,"Rio de Janeiro",NA,"-43.073169","-22.496706",NA,NA,"NY00139093_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00697303","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"Y. E. J. Mexia","4638","1930","04","25","South America","Brazil","Road to São Miguel beyond km.4","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697303","Magnoliophyta","Solanales","Sendtn.","C. V. Morton","Minas Gerais","Viçosa","-42.8817","-20.7542","710","710","NY00697303_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00697298","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"G. G. Hatschbach","65207","1996","07","06","South America","Brazil","Mata Fria","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=832747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00697298","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","Espírito Santo","Venda Nova do Imigrante","-41.1344","-20.3397","900","1000","NY00697298_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","669836","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"M. Kuhlmann","3430","1948","10","20","South America","Brazil","Nativa no Jardim Botânico.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669836","Magnoliophyta","Solanales","Sendtn.","J. R. Stehmann; L. A. Mentz","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,"NY00669836_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00853885","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"A. C. Dias","17","1984","11","08","South America","Brazil","Parque Estadual de Carlos Botelho, Instituto Florestal.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00853885","Magnoliophyta","Solanales","Sendtn.","M. H. Nee","São Paulo","Sao Miguel Arcanjo","-47.989753","-24.144027",NA,NA,"NY00853885_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-02-01 14:01:00-02","NY","NYBG","00754280","PreservedSpecimen","Plantae","Solanaceae","Solanum","sericeum","Solanum sericeum",NA,"É. André","4450","1876","11","16","South America","Ecuador","Chuquiribamba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=895942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754280","Magnoliophyta","Solanales",NA,"S. D. Knapp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","27041","PreservedSpecimen","Plantae","Solanaceae","Solanum","cinnamomeum","Solanum cinnamomeum",NA,"Hatschbach, G.","21704","1969","06","04",NA,"Brasil",NA,NA,NA,"árvore 10m, tronco com 25cm de diâmetro, flor alva, anteras amarelas","BOTU027041",NA,NA,"Sendtn","Carvalho, L.F.","Paraná","Antonina",NA,NA,NA,NA,NA,"1991","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
