"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount","previousCatalogNumber","infraspecificEpithet"
"46","2021-03-01 16:36:02-03","UNICAMP","UEC","125488","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Proença, C","Kinoshita, LS; Tozzi, AMGA","00397","2000","11",NA,"Brazil","Parque Nacional Serra do Cipó, Vellozias Gigantes.",NA,"Arbusto ca. 1,5m; flores brancas.; Campo Rupestre",NA,NA,"Minas Gerais","22","-43.7144012451172","-19.1688995361328","1240","1240","Santana do Riacho",NA,NA,"26557","auto","2004","05",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-06 09:56:37-03","UFOP","OUPR","22533","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Santos, M.F.","Araújo, V.A.","s.n.","2003","04",NA,"Brasil","Serra de Ouro Branco, Campo rupestre",NA,"Arbustivo, 60cm",NA,NA,"Minas Gerais","16","-43.6918983459473","-20.5207996368408",NA,NA,"Ouro Branco",NA,NA,"13809","auto","2010","11","04",NA,NA,NA,NA,NA,NA
"48","2020-03-12 10:29:23-03","UFOP","OUPR","35067","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Pedrosa, L.G.","Pedrosa, L.G.","2523","2020","01",NA,"Brasil","Cabloco",NA,"Arbusto ca. 1m. Campo rupestre",NA,NA,"Minas Gerais","29","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto",NA,NA,"44599","auto","2020","01",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-06 09:56:37-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Kawasaki, M.L.","Magalhães-Gomes, C.T.","s.n.","1893","09",NA,"Brasil","Capanema, Batatal, Serra do Capanema",NA,"Arbusto, flores brancas",NA,NA,"Minas Gerais","19","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto",NA,NA,"44599","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-06 09:56:37-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Kawasaki, M.L.","Magalhães-Gomes, C.T.","s.n.","1894","10",NA,"Brasil","Morro do Gambá",NA,"Flores albi",NA,NA,"Minas Gerais","18","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto",NA,NA,"44599","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-03-12 10:29:23-03","UFOP","OUPR","34686","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Pedrosa, L.G.","Pedrosa, L.G.","2155","2019","11",NA,"Brasil","Parque Estadual do Itacolomi, Cascabulho",NA,"Arbusto, ca. 90cm, flores alvas. Campo sujo",NA,NA,"Minas Gerais","10","-43.5080986022949","-20.2875003814697",NA,NA,"Ouro Preto",NA,NA,"44599","auto","2019","11",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-04 13:19:26-03","UDESC","LUSC","7087","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","M.Sobral","V.C.Souza; et al.","28648","2002","02",NA,"Brasil","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, km 121-123.",NA,NA,"LUSC006906","LUSC006906","Minas Gerais","28","-43.7144012451172","-19.1688995361328",NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2014-10-14 15:56:57-03","BS","M","M-0146748","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil","Crescit in Brasiliae prov. Minarum, in S. Caraço et prope Mainarde.",NA,NA,"M0146748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA
"54","2014-10-14 15:56:57-03","BS","M","M-0146749","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil","Crescit in Brasiliae prov. Minar., in S. Carapa et prope Mainarde.",NA,NA,"M0146749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA
"55","2021-02-12 18:12:19-03","UFES","VIES","26501","S","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Faria, J.E.Q.","Faria, J.E.Q.; Villarroel, D. & Filho, J.J.","981","2010","11",NA,"Brasil","RPPN Serra do Caraça.",NA,NA,"VIES026501","VIES026501","Minas Gerais","13","-43.4075012207031","-20.0746994018555","1699","1699","Catas Altas",NA,NA,"11966","auto","2010","11",NA,NA,NA,NA,NA,NA,NA
"56","2020-06-29 09:31:24-03","UFRRJ","RBR","36658","S","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","M.C. Souza","A. Gentry; E. Zardine, C. Farney","49605","1985","01",NA,"Brasil","Caraça, Caraça, trail to cascatinha, behind monastery, Parque Natural de Caraça, alt.1300m, transition between cerrado and campo de altura along black water stream.",NA,NA,"RBR00036658","RBR00036658","Minas Gerais","16",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"2012","12",NA,NA,NA,NA,NA,NA,NA
"57","2020-06-18 10:58:02-03","UFRRJ","RBR","46784","S","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"M.C. Souza","1146","2012","12",NA,"Brasil","Serra do Cipó. Beira da estrada para Conceição do Mato Dentro (MG-010).",NA,NA,"RBR00046784","RBR00046784","Minas Gerais","08","-43.514444","-19.235","1390","1390","Morro do Pilar","43º30'52''W","19º14'6''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-21 19:37:29-03","UFC","EAC","52887","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(Mart. ex DC.) Landrum","Costa, I.R.","Costa, I.R.; Verola, C.F.","532","2004","09","Southern America","Brasil","Caminho para Velloziaceae gigantes, entrada após a",NA,"Arbusto, menos de 1m; margem das folhas e pedunculo avermelhadas","EAC0052887","EAC0052887","Minas Gerais","30","-43.523194","-19.255806",NA,NA,NA,"-43.523194","-19.255806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-21 19:37:29-03","UFC","EAC","53207","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(Mart. ex DC.) Landrum","Costa, I.R.","Costa, I.R.; Verola, C.F.","670","2006","04","Southern America","Brasil","Serra do Ouro Branco",NA,"Arvoretas, pouco mais de 1m; frutos imaturos; cálice persistente","EAC0053207","EAC0053207","Minas Gerais","22","-43.7","-20.483333",NA,NA,"Ouro Branco","-43.7","-20.483333",NA,NA,"2008","04",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-21 19:37:29-03","UFC","EAC","53208","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(Mart. ex DC.) Landrum","Costa, I.R.","Costa, I.R.; Verola, C.F.","692","2006","04","Southern America","Brasil","Serra do Cipó, caminho para as Vellozia gigantes",NA,"Arbustos com menos de 1m; frutos imaturos verdes","EAC0053208","EAC0053208","Minas Gerais","24","-43.523528","-19.256444",NA,NA,NA,"-43.523528","-19.256444",NA,NA,"2008","04",NA,NA,NA,NA,NA,NA,NA
"61","2021-03-21 19:37:29-03","UFC","EAC","52888","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(Mart. ex DC.) Landrum","Costa, I.R.","Costa, I.R.; Verola, C.F.","559","2004","10","Southern America","Brasil","Serra de Ouro Branco, penúltima entrada antes das, próximo à cachoeira.",NA,"Campo com muitos indivíduos de Accara, Blepharocalyx e Myrsinaceae. Arbusto, 1m; muitos indivíduos; plena floração com alguns frutos imaturos.","EAC0052888","EAC0052888","Minas Gerais","28","-43.6918983459473","-20.5207996368408",NA,NA,"Ouro Branco",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:36:11-03","MBM","MBM","346510","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Graziela","Krieger, L.","s.n.","1970","12","Southern America","Brazil",NA,NA,"Arbusto, pequeno, frutos novos","MBM346510","MBM346510","Minas Gerais","19",NA,NA,NA,NA,"Itabirita",NA,NA,NA,NA,"1979","07","16",NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:36:11-03","MBM","MBM","235387","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Kawasaki, M.L.","Souza, J.P.; et al.; et al.","238","1995","10","Southern America","Brazil","Ca. 10km na direção a Belo Horizonte",NA,NA,"MBM235387","MBM235387","Minas Gerais","14","-43.801399230957","-20.2532997131348",NA,NA,"Itabirito",NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:36:11-03","MBM","MBM","235746","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Kawasaki, M.L.","Kawasaki, M.L.; et al.; et al.","1073","1998","12","Southern America","Brazil","Serra do Caraça, Catas Altas",NA,NA,"MBM235746","MBM235746","Minas Gerais","02","-43.4152984619141","-19.959400177002",NA,NA,"Santa Bárbara",NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:36:11-03","MBM","MBM","287549","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Sobral, M.","Araújo, A.O.; et al.; et al.","28629","2002","02","Southern America","Brazil","Serra do Cipó",NA,NA,"MBM287549","MBM287549","Minas Gerais","28","-43.7144012451172","-19.1688995361328",NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-09-04 20:54:40-03","MNHN","RECOLNAT_MNHN_P","P05258265","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Saint-Hilaire, A.",NA,NA,NA,NA,"Brasil","Serra de Carassa.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258265' target='other'> <mi>dwc_moreinfo</mi></a>","P05258265","P05258265_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-09-04 20:47:57-03","MNHN","RECOLNAT_MNHN_P","P05258266","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Saint-Hilaire, A. de",NA,"1816","1",NA,"Brasil","Serra do Caraça.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258266' target='other'> <mi>dwc_moreinfo</mi></a>","P05258266","P05258266_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2015-09-04 20:47:57-03","MNHN","RECOLNAT_MNHN_P","P05258267","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Weddell, H.A.",NA,"1844","1",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258267' target='other'> <mi>dwc_moreinfo</mi></a>","P05258267","P05258267_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1291",NA,NA,NA
"69","2015-09-04 20:47:57-03","MNHN","RECOLNAT_MNHN_P","P05258268","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Weddell, H.A.",NA,"1844","1",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258268' target='other'> <mi>dwc_moreinfo</mi></a>","P05258268","P05258268_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-09-04 20:47:57-03","MNHN","RECOLNAT_MNHN_P","P05258269","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Riedel",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258269' target='other'> <mi>dwc_moreinfo</mi></a>","P05258269","P05258269_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-09-04 20:54:40-03","MNHN","RECOLNAT_MNHN_P","P05258270","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Saint-Hilaire",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258270' target='other'> <mi>dwc_moreinfo</mi></a>","P05258270","P05258270_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-09-04 20:54:40-03","MNHN","RECOLNAT_MNHN_P","P05258271","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,NA,NA,NA,NA,NA,"Brasil","Serra da Carassa.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258271' target='other'> <mi>dwc_moreinfo</mi></a>","P05258271","P05258271_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-09-04 20:54:40-03","MNHN","RECOLNAT_MNHN_P","P05258272","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Sellow",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258272' target='other'> <mi>dwc_moreinfo</mi></a>","P05258272","P05258272_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2015-09-04 20:54:40-03","MNHN","RECOLNAT_MNHN_P","P05258273","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Claussen",NA,"1841","1",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258273' target='other'> <mi>dwc_moreinfo</mi></a>","P05258273","P05258273_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA
"75","2015-09-04 20:54:40-03","MNHN","RECOLNAT_MNHN_P","P05258275","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Claussen",NA,NA,NA,NA,"Brasil","Serra do Itatiaya.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258275' target='other'> <mi>dwc_moreinfo</mi></a>","P05258275","P05258275_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"119",NA,NA,NA
"76","2015-09-04 20:54:40-03","MNHN","RECOLNAT_MNHN_P","P05258276","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Claussen",NA,"1843","1",NA,"Brasil","Carapa.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258276' target='other'> <mi>dwc_moreinfo</mi></a>","P05258276","P05258276_01","Minas Gerais","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"280",NA,NA,NA
"77","2015-09-04 20:54:40-03","MNHN","RECOLNAT_MNHN_P","P05258277","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Glaziou, A.",NA,"1883","1",NA,"Brasil","Environs de Rio-de-Janeiro et D´Ouro-Preto.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258277' target='other'> <mi>dwc_moreinfo</mi></a>","P05258277","P05258277_01",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14841",NA,NA,NA
"78","2015-09-04 20:54:40-03","MNHN","RECOLNAT_MNHN_P","P05258278","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Glaziou, A.",NA,"1884","11",NA,"Brasil","Serra d´Ouro Branco.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258278' target='other'> <mi>dwc_moreinfo</mi></a>","P05258278","P05258278_01","Minas Gerais","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14841",NA,NA,NA
"79","2015-09-04 20:54:40-03","MNHN","RECOLNAT_MNHN_P","P05258279","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Sellow",NA,NA,NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05258279' target='other'> <mi>dwc_moreinfo</mi></a>","P05258279","P05258279_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-10-01 14:23:56-03","JBB","HEPH","21089","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Proença, CEB","Salles, AEH; et al.","3290","2004","11","Southern America","Brasil","Serra do Cipó próximo a Estátua do Juquinha",NA,NA,NA,NA,"Minas Gerais","13","-43.558889","-19.253056","140","140","Jaboticatubas","-43.558889","-19.253056",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-11 11:38:58-03","UFMG","BHCB","163974","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Mendes, MS","s.n.","2012","01","Southern America","Brasil","Acesso às minas de Capanema e Timbopeba - VALE, Coordenadas aproximadas.",NA,"Coordenadas aproximadas.; Arbustivo.; Campo Rupestre sobre Quartzito.",NA,NA,"Minas Gerais",NA,"-43.991603","-20.352483","1728","1728","Mariana","-43.991603","-20.352483",NA,NA,"2019","04",NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:38:58-03","UFMG","BHCB","144606","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Rodrigues, LC","71","2007","10","Southern America","Brasil","Parque Nacional da Serra do Cipó, Alto do Palácio",NA,"arbusto 0.5 m em campo, flor branca",NA,NA,"Minas Gerais","13","-43.516667","-19.25","1400","1400","Morro do Pilar","-43.516667","-19.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:38:58-03","UFMG","BHCB","165997","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","1823","2013","01","Southern America","Brasil","Mina de Fábrica, Cava João Pereira. Litotipo: Itabirito hematítico, magnetítico indiferenciados.",NA,"Arbusto 1,2m em, flores brancas, frutos negros, com cálice persistente verde.; Campo Rupestre Ferruginoso com e sem Vellozia","BHCB037632",NA,"Minas Gerais","30","-43.918889","-20.441111","1470","1470","Congonhas","-43.918889","-20.441111",NA,NA,"2016","06","08",NA,NA,NA,NA,NA,NA
"84","2020-12-11 11:38:58-03","UFMG","BHCB","166003","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","1829","2013","01","Southern America","Brasil","Mina de Fábrica, Cava João Pereira. Litotipo: Itabirito hematítico, magnetítico indiferenciados.",NA,"Arbusto com e sem Vellozia, frutos negros.; Campo Rupestre Ferruginoso Arbustivo","BHCB048770",NA,"Minas Gerais","30","-43.918889","-20.441111","1470","1470","Congonhas","-43.918889","-20.441111",NA,NA,"2018","08","02",NA,NA,NA,NA,NA,NA
"85","2020-12-11 11:38:58-03","UFMG","BHCB","172056","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Faria, JEQ; Moreira, HJC","2069","2011","10","Southern America","Brasil","Serra do Cipó, Margem da rodovia entre Conceição do Mato Dentro e o povoado de Serra do Cipó, próximo ao Alto do Palácio. Campo sujo de altitude",NA,"Arbusto ca. 1m de altura, botões florais e flores verdes (coletado material em sílica gel)","BHCB016840",NA,"Minas Gerais","20","-43.516944","-19.233056","1294","1294","Santana do Riacho","-43.516944","-19.233056",NA,NA,"2011","10",NA,NA,NA,NA,NA,NA,NA
"86","2020-12-11 11:38:58-03","UFMG","BHCB","184151","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Sousa, NL; Souza, JAM; Avelar, R","522","2016","12","Southern America","Brasil","RPPN Córrego Seco",NA,"Arbustivo, 1m alt. Terrestre. Fruto verde com cálice vermelho, pedicelo vermelho. Folha cartácea, ápice do limbo e pecíolo vermelhos.; Campo Rupestre Quartizito. Afloramento rochoso.",NA,NA,"Minas Gerais","07","-43.886389","-20.280278","1397","1397","Itabirito","-43.886389","-20.280278",NA,NA,"2019","04",NA,NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:38:58-03","UFMG","BHCB","199086","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Brina, AE","s.n.","2018","02","Southern America","Brasil","Serra de Ouro Branco",NA,"Coordenadas aproximadas","BHCB199086",NA,"Minas Gerais","22","-43.705","-20.481667","1337","1337","Ouro Branco","-43.705","-20.481667",NA,NA,"2018","03",NA,NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:38:58-03","UFMG","BHCB","33871","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:38:58-03","UFMG","BHCB","165959","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","1979","2013","02","Southern America","Brasil","Morro do Baú, Litotipo: Itabirito e itabirito dolomítico, com lentes de dolomito",NA,"Arbusto com frutos imaturos verdes e flores brancas.; Campo Rupestre Ferruginoso arbustivo","BHCB048771",NA,"Minas Gerais","19","-43.579722","-20.023889","1286","1286","Barão de Cocais","-43.579722","-20.023889",NA,NA,"2018","08","02",NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:38:58-03","UFMG","BHCB","177754","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Ribeiro, OBC","681","2014","11","Southern America","Brasil","Serra de Capanema",NA,"Planta abundante.; Campo de canga ferruginosa","BHCB026762",NA,"Minas Gerais","01","-43.434733","-18.888194","1233","1233","Itabirito","-43.434733","-18.888194",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:38:58-03","UFMG","BHCB","103969","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Teles, AM","272","2006","10","Southern America","Brasil","Cardeal Mota, Parque Nacional da Serra do Cipó, trilha para as Vellozia gigantea, ca 23 km da sede do IBAMA",NA,"Arbusto ereto, ca. 1m alt. Flores brancas.","BHCB000691","BHCB000691","Minas Gerais","20","-43.7144012451172","-19.1688995361328",NA,NA,"Santana do Riacho",NA,NA,"26557","auto","2006","10",NA,NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:38:58-03","UFMG","BHCB","39958","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,NA,"s.n.",NA,NA,"Southern America","Brasil","Parque Natural do Caraça. Tabões.",NA,NA,NA,NA,"Minas Gerais",NA,"-43.4075012207031","-20.0746994018555",NA,NA,"Catas Altas",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:38:58-03","UFMG","BHCB","11430","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Coutinho, JMD","s.n.","1987","11","Southern America","Brasil","Serra de Itabirito.",NA,NA,NA,NA,"Minas Gerais","14","-43.801399230957","-20.2532997131348",NA,NA,"Itabirito",NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:38:58-03","UFMG","BHCB","11443","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Jammal, AR","s.n.","1987","11","Southern America","Brasil","Serra de Itabirito.",NA,NA,NA,NA,"Minas Gerais","14","-43.801399230957","-20.2532997131348",NA,NA,"Itabirito",NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-11 11:38:58-03","UFMG","BHCB","14044","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Campos, EDG","s.n.","1988","10","Southern America","Brasil","Serra de Ouro Branco",NA,NA,NA,NA,"Minas Gerais","02","-43.6918983459473","-20.5207996368408","1150","1150","Ouro Branco",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:38:58-03","UFMG","BHCB","67278","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum",NA,"Mota, RC da","1091","2000","12","Southern America","Brasil","Serra do Caraça.",NA,"Planta coletada em campo sujo; arbusto.",NA,NA,"Minas Gerais","14","-43.4075012207031","-20.0746994018555",NA,NA,"Catas Altas",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
