"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","typeStatus","class","relatedCatalogItem"
"49","2019-10-07 09:16:53-03","UEFS","HUEFS","114117","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Novais, J.S.de","39","2006","11","18",NA,"Brasil",NA,NA,NA,"HUEFS0114117","Angiospermae","Lamiales","B.L.Turner","Bahia","Palmeiras","Morro da Mãe Inácia, Chapada Diamantina. Coletada em cavernas associadas a campo rupestre.","-41.383333","-12.566667",NA,NA,"HUEFS0114117",NA,NA,NA,"2008","06",NA,"41W23'","12S34'",NA,NA,"Asteranae",NA
"50","2019-10-07 09:16:53-03","UEFS","HUEFS","2797","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Noblick, L.R.","2794","1983","11","19",NA,"Brasil",NA,NA,NA,"HUEFS0002797","Angiospermae","Lamiales","B.L.Turner","Bahia","Palmeiras","Pai Inácio.","-41.466667","-12.45","100","1060","HUEFS0002797",NA,NA,NA,NA,NA,NA,"41W28'","12S27'",NA,NA,"Asteranae",NA
"51","2019-10-07 09:16:53-03","UEFS","HUEFS","163105","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Funch, R.","7","2004","03","12",NA,"Brasil",NA,NA,NA,"HUEFS0163105","Angiospermae","Lamiales","B.L.Turner","Bahia","Lençóis","Fazenda Salobrinho","-41.383333","-12.533333",NA,NA,"HUEFS0163105","A.V.Scatigna",NA,NA,"2016","10",NA,"41W23'","12S32'",NA,NA,"Asteranae",NA
"52","2019-10-07 09:16:53-03","UEFS","HUEFS","174965","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Miranda, A.A.C.","14","2011","02","19",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0174965","Angiospermae","Lamiales","B.L.Turner","Bahia","Igatu",NA,NA,NA,NA,NA,"HUEFS0174965","R.M.Harley",NA,NA,"2011","10",NA,NA,NA,NA,NA,"Asteranae",NA
"53","2019-10-07 09:16:53-03","UEFS","HUEFS","181209","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Oliveira, R.P.","1969","2011","11","01",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0181209","Angiospermae","Lamiales","B.L.Turner","Bahia","Mucugê","Serra do Esbarrancado. No topo da serra.","-41.509167","-12.730833",NA,NA,"HUEFS0181209",NA,NA,NA,NA,NA,NA,"41W30'33''","12S43'51''",NA,NA,"Asteranae",NA
"54","2019-10-07 09:16:53-03","UEFS","HUEFS","21544","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Carvalho, A.M.de","PCD1079","1994","10","27",NA,"Brasil",NA,NA,"Campo rupestre com predominância de arbusto. Solo arenoso com afloramentos de rochas areníticas.","HUEFS0021544","Angiospermae","Lamiales","B.L.Turner","Bahia","Lençóis","Chapadinha.","-41.433333","-12.45","910","910","HUEFS0021544","R.M.Harley",NA,NA,"1999","03",NA,"41W26'","12S27'",NA,NA,"Asteranae",NA
"55","2019-10-07 09:16:53-03","UEFS","HUEFS","92951","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Castro, R.M.","1088","2005","01","20",NA,"Brasil",NA,NA,"Campo rupestre no declive. Blocos de rocha expostos. Nascentes e cursos d'água efêmeros presentes.","HUEFS0092951","Angiospermae","Lamiales","B.L.Turner","Bahia","Mucugê","Pico do Gobira.","-41.377778","-13.084722",NA,NA,"HUEFS0092951",NA,NA,NA,NA,NA,NA,"41W22'40''","13S5'5''",NA,NA,"Asteranae",NA
"56","2019-10-07 09:16:53-03","UEFS","HUEFS","43091","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Queiroz, L.P.de","5648","2000","01","24",NA,"Brasil",NA,NA,NA,"HUEFS0043091","Angiospermae","Lamiales","B.L.Turner","Bahia","Mucugê","Encosta da serra na subida para o campo do Gobira.","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0043091","R.M.Harley","52493","auto","2000","06",NA,NA,NA,NA,NA,"Asteranae",NA
"57","2020-07-23 12:22:49-03","CEPLAC","CEPEC","87936","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","J. G. Jardim","2321","1999","12","15",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","ANDARAÍ","Igatú. Gruta do Brejão.","-41.3314018249512","-12.8072004318237",NA,NA,NA,"A. V. Scatigna","58558","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2002"
"58","2020-07-23 12:22:46-03","CEPLAC","CEPEC","20452","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","R. M. Harley","18865","1987","08","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","MUCUGÊ","Aprox. 15Km ao N de Mucugê, Rod. p/ Andaraí.","-41.333333","-12.95",NA,NA,NA,"A. V. Scatigna",NA,NA,NA,NA,NA,"41W20'","12S57'",NA,NA,NA,"30/12/1977"
"59","2020-07-23 12:22:46-03","CEPLAC","CEPEC","17548","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","S. A. Mori","12688","1979","07","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","MUCUGÊ","10-15Km ao NW de Mucugê, na estrada p/ Andaraí.","-41.333333","-12.95",NA,NA,NA,"A. V. Scatigna",NA,NA,NA,NA,NA,"41W20'","12S57'",NA,NA,NA,"09/09/1988"
"60","2020-07-23 12:22:46-03","CEPLAC","CEPEC","25604","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","R. M. Harley","20667","1997","04","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","MUCUGÊ","5Km de Mucugê, ao longo da Rod. p/ Andaraí.","-41.333333","-12.966667",NA,NA,NA,"A. V. Scatigna",NA,NA,NA,NA,NA,"41W20'","12S58'",NA,"Isótipo",NA,"09/09/1988"
"61","2020-07-23 12:22:46-03","CEPLAC","CEPEC","30060","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","G. P. Lewis","889","1973","04","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","palmeiras","Morro do Pai Inácio Km 224 da Rod. BR-242.","-41.45","-12.5",NA,NA,NA,"A. V. Scatigna",NA,NA,NA,NA,NA,"41W27'","12S30'",NA,NA,NA,"27/06/1992"
"62","2020-07-23 12:22:46-03","CEPLAC","CEPEC","68561","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","A. M. de Carvalho","10798","1994","10","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","LENÇÓIS","Chapadinha.","-41.440278","-12.459722",NA,NA,NA,"V. C. Souza",NA,NA,NA,NA,NA,"41W26'25","12S27'35",NA,NA,NA,"30/06/2005"
"63","2020-07-23 12:22:46-03","CEPLAC","CEPEC","69488","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","E. de Melo","1145","1994","11","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","palmeiras","Pai Inácio.","-41.471389","-12.458611",NA,NA,NA,"V. C. Souza",NA,NA,NA,NA,NA,"41W28'17","12S27'31",NA,NA,NA,"30/06/2005"
"64","2020-07-23 12:22:46-03","CEPLAC","CEPEC","85422","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","J. G. Jardim","2538","2000","01","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"MUCUGÊ","10Km ao N da cidadena Rod. para Andaraí.","-41.318889","-12.965833",NA,NA,NA,"V. C. Souza",NA,NA,NA,NA,NA,"41W19'8","12S57'57",NA,NA,NA,"30/06/2005"
"65","2020-07-23 12:22:49-03","CEPLAC","CEPEC","92306","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","R. M. Harley",NA,"1992","01","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","ABAÍRA","Campo de Ouro Fino baixo).","-41.9","13.25",NA,NA,NA,"V. C. Souza",NA,NA,NA,NA,NA,"41W54'","13N15'",NA,NA,NA,"30/12/1998"
"66","2020-07-23 12:22:49-03","CEPLAC","CEPEC","92307","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","V. C. Souza",NA,"1994","02","26",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","ABAÍRA","Entre Abaíra e catolés. Serra do Barbado, ao longo do caminho da forquilha da Serra.","-41.908056","-13.297222",NA,NA,NA,"V. C. Souza",NA,NA,NA,NA,NA,"41W54'29","13S17'50",NA,NA,NA,"30/12/1998"
"67","2020-07-23 12:22:49-03","CEPLAC","CEPEC","92309","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","P. T. Sano",NA,"1992","02","25",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","ABAÍRA","Campo do Cigano.","-41.916667","13.25",NA,NA,NA,"V. C. Souza",NA,NA,NA,NA,NA,"41W55'","13N15'",NA,NA,NA,"30/12/1998"
"68","2020-07-23 12:22:49-03","CEPLAC","CEPEC","92308","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","R. M. Harley",NA,"1992","01","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","ABAÍRA","Serra ao Sul do Richo da Taquara.","-41.916667","13.25",NA,NA,NA,"V. C. Souza",NA,NA,NA,NA,NA,"41W55'","13N15'",NA,NA,NA,"30/12/1998"
"69","2020-07-23 12:22:49-03","CEPLAC","CEPEC","119903","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","L. P. de Queiroz","5648","2000","01","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","MUCUGÊ","Encosta da Serra na subida para o campo do Gobira.","-41.3708000183105","-13.0052995681763",NA,NA,NA,"L. P. de Queiroz","52493","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2000"
"70","2020-07-23 12:22:46-03","CEPLAC","CEPEC","84534","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","S. A. Mori","14369","1981","06","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Bahia","palmeiras","Pai Inácio, BR-242, ao W de Lençóis e Km 232.","-41.5588989257812","-12.5289001464844",NA,NA,NA,"A. V. Scatigna","20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,"27/04/1992"
"71","2020-10-22 10:13:52-03","IBt","SP","348778","S","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Harley, RM","50738","1992","01","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"B.L.Turner","Bahia","Abaíra",NA,"-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
