"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","continentOcean","country","locality","barcode","year","month","stateProvince","occurrenceRemarks","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","day","imagecode","order","minimumElevationInMeters","individualCount","maximumElevationInMeters","class","preparationType","fieldNumber","typeStatus","sex"
"50","2019-11-01 15:15:19-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","piracanjubensis","Encyclia piracanjubensis","L.C. Menezes",NA,NA,NA,NA,"Menezes, LC","UB10","Southern America","Brasil",NA,"UB0040168","1991","11","Goiás","Esta ficha floral pertenceu ao acervo pessoal de Zenilton de Jesus Gayoso Miranda, amigo de L. C. Menezes. Este material complemente o holótipo correspondente. A incorporação no Herbário da Universidade de Brasília ocorreu em 23 de Jul","Piracanjuba","-49.0167007446289","-17.3027992248535","41044","auto",NA,NA,"09","UB0040168",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-01 15:15:19-03","UnB","UB","114342","PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","piracanjubensis","Encyclia piracanjubensis","L.C. Menezes",NA,NA,NA,NA,"Menezes, LC","UB10","Southern America","Brasil",NA,"UB0040169","1991","11","Goiás","Esta ficha floral pertenceu ao acervo pessoal de Zenilton de Jesus Gayoso Miranda, amigo de L. C. Menezes. Este material complemente o holótipo correspondente. A incorporação no Herbário da Universidade de Brasília ocorreu em 23 de Jul","Piracanjuba","-49.0167007446289","-17.3027992248535","41044","auto",NA,NA,"09","UB0040169",NA,NA,NA,NA,NA,NA,NA,"holotype",NA
"52","2019-11-01 15:15:19-03","UnB","UB","2009","PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","schmidtii","Encyclia schmidtii","L.C. Menezes","Incógnito",NA,NA,NA,"Schmidt, A","s.n.","Southern America","Brasil","Região Sorriso, perto da chapada dos Parecis",NA,"1990","10","Mato Grosso","Tipo.; Erva; .",NA,NA,NA,NA,NA,NA,NA,"05",NA,NA,"700",NA,"700",NA,NA,NA,"type",NA
"53","2020-01-09 09:12:38-03","FMM","FMM","2421","MachineObservation","Plantae",NA,"Orchidadeae","Encyclia","cf. argentinensis","Encyclia cf. argentinensis","(Speg.) Hoehne",NA,NA,NA,NA,NA,NA,NA,"Brasil","Parque Nacional da Chapada dos Veadeiros","FMM02421","2017","09","Goiás","Hábito: Erva; Domínio Fitogeográfico: Cerrado; Vegetação: Campo rupestre","Alto Paraíso de Goiás","-47.739756","-14.114578",NA,NA,"47°44'23.12W","14°6'52.48S","29","FMM02421_v1 FMM02421_v2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2018-02-26 18:32:31-03","UFMT","UFMT","37159","S","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne",NA,NA,NA,NA,"Petini-Benelli, A.","52",NA,"Brasil",NA,"UFMT00037159","2006","10","Mato Grosso do Sul","Epífeta, flores mais escura do que o tipo.; Mata ciliar.","Sonora","-54.7578010559082","-17.5769004821777","115152","auto",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2018-02-26 18:32:31-03","UFMT","UFMT","37158","S","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne",NA,NA,NA,NA,"Petini-Benelli, A.","53",NA,"Brasil","Usina Ponte de Pedra.","UFMT00037158","2006","10","Mato Grosso do Sul","Planta epífeta.; Mata ciliar.","Sonora","-54.7578010559082","-17.5769004821777","115152","auto",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2018-02-26 18:32:31-03","UFMT","UFMT","15423","S","Plantae",NA,"Orchidaceae","Encyclia","confusa","Encyclia confusa","L.C.Menezes",NA,"1997","11","03","Godinho, R.; Macedo, M.","221",NA,"Brasil","Salto utiarit. Reserva Indigena Tirecatinga.","UFMT00015423","1996","08","Mato Grosso","Herbácea epífita. Inflorescência com flores esverdeadas e roxas; aromáticas.; Mata ciliar.","Sapezal","-58.7641983032227","-12.9893999099731","123036","auto",NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-04-17 16:12:06-03","UFMT","UFMT","27779","S","Plantae",NA,"Orchidaceae","Encyclia","saltensis","Encyclia saltensis","Hoehne",NA,NA,NA,NA,"Pañozzo, J.","405",NA,"Bolívia","Santa Cruz.","UFMT00027779","2008","12",NA,"Herbácea de 20-80 cm de altura. Flores cremes, labelo alvo.; Yungas com mata.","Santa Cruz",NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 10:13:06-03","IBt","SP","305448","S","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","Meneguzzo, TEC","2011","11","28","Santos, HGP; Santos, IAM; Santos, A; Pereira, JB; Buosi, D","413",NA,"Brasil",NA,NA,"1994","10","Goiás",NA,"Ipameri","-48.1596984863281","-17.7219009399414","102542","auto",NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:13:07-03","IBt","SP","36510A","S","Plantae",NA,"Orchidaceae","Encyclia","saltensis","Encyclia saltensis","Hoehne","Hoehne, FC","1938",NA,NA,"Rodriguez, D","1164","Southern America","Argentina","Urundel, Orán","SP002047","1913","12","Salta","Flor amarillo claro","Montealto",NA,NA,NA,NA,NA,NA,"06","SP002047",NA,NA,NA,NA,NA,NA,NA,"Holotype",NA
"60","2010-08-16 16:42:42-03","AMES","HU-HERB","AMES 00064978","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","saltensis","Encyclia saltensis","Hoehne",NA,NA,NA,NA,"D. Rodriguez","1164","South America","Argentina","Orán",NA,"1913","12","Salta",NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,"Sheet","1164","Isotype","undetermined"
"61","2014-09-23 10:59:00-03","G","G","G00168756","S","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","?",NA,NA,NA,"Menezes, L. C.","17","AMERIQUE DU SUD","Brazil",NA,"G00168756","1991",NA,"Distrito Federal","Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=138921&base=img&lang=en",NA,"-47.7925","-15.76666667",NA,NA,"-47.7925","-15.76666667","00",NA,NA,"750",NA,"750",NA,NA,NA,NA,NA
