"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"50","2019-08-16 08:40:26-03","UTFPR","HCF","13074","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"M.G. Caxambu","4840","2013","10","31",NA,"Brasil","Propriedade do Sr. Flávio","54","54",NA,"erva epífita, ciófila. Flores verde-amareladas. Forófito: Bathysa australis (A.St.-Hil.) K.Schum.",NA,NA,"M.E. Engels","SP","Cananéia","-47.886111","-24.800222","2014","04",NA,"47°53'10 W","24°48'00,8 S",NA,NA,NA,NA,NA,NA,NA
"51","2019-08-16 08:40:26-03","UTFPR","HCF","2873","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"H.C.L. Geraldino","131","2005","10","09",NA,"Brasil","Comunidade do Candonga/ rio Sagrado",NA,NA,NA,"herbácea, epífita, semi-ciófila, com flores amarelas. Forófito: Citrus sp.",NA,NA,"J.F. Stancik","PR","Morretes","-48.834400177002","-25.476900100708","2006","05","03",NA,NA,"30514","auto",NA,NA,NA,NA,NA
"52","2021-03-21 19:40:20-03","UFC","EAC","15347","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Lima-Verde, L.W.","s.n.","1986","11",NA,"Southern America","Brasil",NA,NA,NA,NA,"Epífita de casca de arbusto, flor amarela.; Floresta úmida","EAC0015347","EAC0015347","Lima-Verde, L.W.","Ceará","Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,NA,"40608","auto",NA,NA,NA,NA,NA
"53","2021-03-21 19:40:20-03","UFC","EAC","49291","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Lima-Verde, L.W.","3511","2008","09","27","Southern America","Brasil","Pico Alto, estrada linha da serra.","1015","1015",NA,"Epífita, flor amarelo-esverdeada; Mata ombrófila","EAC0049291","EAC0049291","Lima-Verde, L.W.","Ceará","Guaramiranga","-38.974361","-4.209472","2008","09","27","-38.974361","-4.209472",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-21 19:40:20-03","UFC","EAC","50689","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Lima-Verde, L.W.; et al.","3495a","2008","06","26","Southern America","Brasil","Mata do Pico Alto","110","110",NA,"Herbáceo.; Mata úmida","EAC0050689","EAC0050689","Lima-Verde, L.W.","Ceará","Guaramiranga","-38.9331016540527","-4.26332998275757","2008","06","26",NA,NA,"13198","auto",NA,NA,NA,NA,NA
"55","2020-12-21 16:38:53-03","MBM","MBM","403794","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Engels, M.E.","2865","2014","09","18","Southern America","Brazil","Resgate da Flora da UHE Colíder, Lote B de supressão","267","267",NA,"Epífita. Pseudobulbos e folhas verdes amareladas. Folhas carnosas. Inflorescências totalmente alaranjadas.; Floresta do Planalto dos Parecís, região de ecótono entre a Floresta Amazônica e Cerrado.","MBM403794","MBM403794","Engels, M.E.","Mato Grosso","Colíder","-55.467222","-11.002778","2014","09","18","-55.467222","-11.002778",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:38:53-03","MBM","MBM","385476","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Ariati, V.","592","2011","10",NA,NA,"Brasil","UHE Mauá","520","750",NA,"Resgate de flora da UHE Mauá; Epífita.","MBM385476","MBM385476","Ariati, V.","Paraná","Telêmaco Borba","-50.706944","-24.100556","2011","10",NA,"-50.706944","-24.100556",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:38:53-03","MBM","MBM","386237","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Silva, J.M.; Bonaldi, R.A.; Roher, D.A.; Bonaldi, R.A.; Roher, D.A.","8407","2013","10","15","Southern America","Brazil","Rio Sapitanduva","19","19",NA,"Epífita, flor amarela.; Floresta Ombrófila Densa (floresta atlântica), margem de estrada.","MBM386237","MBM386237","Viana, L.H.O.","Paraná","Antonina","-48.808789","-25.455783","2013","10","29","-48.808789","-25.455783",NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:38:53-03","MBM","MBM","402841","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Zanin, H.R.W.; Thomé, R.S.; Thomé, R.S.","s.n.","2014","09","22","Southern America","Brazil","Resgate da Flora da UHE Colíder, Lote C de supressão","270","270",NA,"Epífita. Folhas concolores, carnosas. flores com sépalas e pétalas alaranjadas.; Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado. Encontrada em Floresta Amazônica, mata primária, solo seco e","MBM402841","MBM402841","Ferneda Rocha, L.C.","Mato Grosso","Itaúba","-55.716111","-10.979444","2014","12",NA,"-55.716111","-10.979444",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:38:53-03","MBM","MBM","403829","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Engels, M.E.","3242","2014","09","24","Southern America","Brazil","Resgate da Flora da UHE Colíder, Lote E de supressão","266","266",NA,"Epífita. Folhas e pseubulbos verde amarelados. Inflorescência totalmente laranjada.; Floresta do Planalto dos Parecís, região de ecótono entre a Floresta Amazônica e Cerrado.","MBM403829","MBM403829","Engels, M.E.","Mato Grosso","Itaúba","-55.586944","-10.967222","2015","05","07","-55.586944","-10.967222",NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:38:53-03","MBM","MBM","403841","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Dias, D.C.; Salgueiro, A.; Amorim, D.P.; Salgueiro, A.; Amorim, D.P.","s.n.","2014","09","22","Southern America","Brazil","Resgate da Flora da UHE Colíder, Lote C de supressão","267","267",NA,"Epífita. Flores cor alaranjadas.; Floresta do Planalto dos Parecís, região de ecótono entre a Floresta Amazônica e Cerrado.","MBM403841","MBM403841","Ferneda Rocha, L.C.","Mato Grosso","Itaúba","-55.716111","-10.976944","2015","04",NA,"-55.716111","-10.976944",NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:38:53-03","MBM","MBM","417186","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Engels, M.E.","2952","2014","10","16","Southern America","Brazil","Resgate da Flora da UHE Colíder, Lote B de supressão.","263","263",NA,"Epífita. Folhas verdes carnosas. Flores laranjadas.; Floresta do Planalto dos Percís, região de ecótono entre Floresta Amazônica e Cerrado.","MBM417186","MBM417186","Engels, M.E.","Mato Grosso","Colíder","-55.618889","-10.96","2014","10","16","-55.618889","-10.96",NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:38:53-03","MBM","MBM","417187","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Engels, M.E.","2946","2014","10","08","Southern America","Brazil","Resgate da Flora da UHE Colíder, Lote B de supressão.","263","263",NA,"Epífita. Folhas verde claras, carnosas. Inflorescência verde amarelada. Flores alvacentas com labelo laranjado.; Floresta do Planalto dos Percís, região de ecótono entre Floresta Amazônica e Cerrado.","MBM417187","MBM417187","Engels, M.E.","Mato Grosso","Colíder","-55.618889","-10.96","2014","10","08","-55.618889","-10.96",NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:38:53-03","MBM","MBM","423585","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Schwirkowski, P.","2455","2017","10","05","Southern America","Brazil","Rio Natal, Na trilha de subida para o Morro da Igreja","300","600",NA,"Ciófita, epífita, flores amarelas.","MBM423585",NA,"Blanco, M.","Santa Catarina","São Bento do Sul","-49.263889","-26.361111","2017","10","05","-49.263889","-26.361111",NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:38:53-03","MBM","MBM","74034","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Davidse, G.; et al.; et al.","18368","1980","06","21","Southern America","Venezuela","Zulia, Distrito Perijá",NA,NA,NA,NA,"MBM074034","MBM074034","Carnevali, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:38:53-03","MBM","MBM","78647","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Garcia Barriga, H.","21166","1979","10","14","Southern America","Colombia","Departamento de Boyacá; carretera al Llano; San luis de Gaceno","480","480",NA,"Sobre arboles. Flores muy pequeñas de color amarillo claro","MBM078647","MBM078647","Mancinelli, W.S.",NA,NA,NA,NA,"2009","11","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:38:53-03","MBM","MBM","50169","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Hatschbach, G.","12815","1965","09","17","Southern America","Brazil","Estrada Cacatu - Serra Negra",NA,NA,NA,NA,"MBM050169","MBM050169","Pabst, G.","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"67","2020-12-21 16:38:53-03","MBM","MBM","7742","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Hatschbach, G.","17446","1967","10","18","Southern America","Brazil","Rio do Cedro",NA,NA,NA,NA,"MBM007742","MBM007742","Pabst, G.","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"68","2020-12-21 16:38:53-03","MBM","MBM","307194","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Basso, R.L.","40","1989","10","22","Southern America","Brazil",NA,NA,NA,NA,"Epífita, pétalas de cor amarela, monocotiledôneas","MBM307194","MBM307194","Mancinelli, W.S.","Paraná","Morretes","-48.834400177002","-25.476900100708","2009","11","24",NA,NA,"30514","auto",NA,NA,NA,NA,NA
"69","2020-12-21 16:38:53-03","MBM","MBM","314344","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Geraldino, H.C.L.","s.n.","2005","10","09","Southern America","Brazil","Comunidade do Condonga/ Rio Sagrado",NA,NA,NA,"Herbácea, epífita, semi-ciófila, com flores amarelas","MBM314344","MBM314344","Stancik, J.F.","Paraná","Morretes","-48.834400177002","-25.476900100708","2006","05","03",NA,NA,"30514","auto",NA,NA,NA,NA,NA
"70","2020-12-21 16:38:53-03","MBM","MBM","50170","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Hatschbach, G.","840","1947","10","30","Southern America","Brazil","Prainhas",NA,NA,NA,NA,"MBM050170","MBM050170","Hoehne, F.C.","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"71","2020-12-21 16:38:53-03","MBM","MBM","79915","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Hatschbach, G.","45313","1982","09","22","Southern America","Brazil","Rio Xaxim",NA,NA,NA,NA,"MBM079915","MBM079915","Chase, M.W.","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"72","2020-12-21 16:38:53-03","MBM","MBM","387623","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","1732","2013","11","09","Southern America","Brazil","Estrada da Graciosa, Rio Mãe Catira",NA,NA,NA,"Epífita, 10 cm, flores amarelas, margem de rio.; Floresta Ombrófila Densa Submontana","MBM387623","MBM387623","Smidt, E.C.","Paraná","Morretes","-48.834400177002","-25.476900100708","2013",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"73","2020-12-21 16:38:53-03","MBM","MBM","395713","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Engels, M.E.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.; Ferneda Rocha, L.C.; Cardozo, A.P.; Buturi, C.","1847","2013","10","21","Southern America","Brazil","Parque Nacional Saint-Hilaire/Lange, trilha do Salto Cambará",NA,NA,NA,"Epífita. Pseudobulbos e folhas verdes. Flores alvas amareladas.; Floresta Ombrófila Densa.","MBM395713","MBM395713","Engels, M.E.","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637","2013","10","21",NA,NA,"24916","auto",NA,NA,NA,NA,NA
"74","2020-12-21 16:38:53-03","MBM","MBM","50168","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Hatschbach, G.","2606","1951","09","14","Southern America","Brazil","Rio Cachoeirinha",NA,NA,NA,NA,"MBM050168","MBM050168","Handro, O.","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"75","2020-12-02 15:58:41-03","MNHN","RECOLNAT_MNHN_P","P00441513","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Gaudichaud, C.",NA,NA,NA,NA,NA,"Brésil","Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441513' target='other'> <mi>dwc_moreinfo</mi></a>","P00441513","P00441513_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"375",NA
"76","2015-09-03 19:47:44-03","MNHN","RECOLNAT_MNHN_P","P00441514","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Gaudichaud, C.",NA,"1831",NA,NA,NA,"Brésil","Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441514' target='other'> <mi>dwc_moreinfo</mi></a>","P00441514","P00441514_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379",NA
"77","2015-09-16 20:25:35-03","MNHN","RECOLNAT_MNHN_P","P00441512","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Triana, J.J.",NA,"1851",NA,NA,NA,"Colombie","Nouvelle-Grenade : prov. de Pasto",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441512' target='other'> <mi>dwc_moreinfo</mi></a>","P00441512","P00441512_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2016-12-28 15:48:42-02","MNHN","RECOLNAT_MNHN_P","P00441509","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Geay, F.",NA,NA,NA,NA,NA,"Venezuela","forêts du rio Apure",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441509' target='other'> <mi>dwc_moreinfo</mi></a>","P00441509","P00441509_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-09-19 07:18:30-03","MNHN","RECOLNAT_MNHN_P","P00441510","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Davidse, G.",NA,"1977","6","8",NA,"Venezuela","Mirana : Distrito Paez, drainage of the Rio Guapo, Cerro Riberon between Rio Guapo and Rio Chiquito, 44,5 km directly SE of Caucagua","200","400","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441510' target='other'> <mi>dwc_moreinfo</mi></a>","P00441510","P00441510_01",NA,NA,NA,"-66.01667","10.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13722",NA
"80","2015-09-03 19:47:44-03","MNHN","RECOLNAT_MNHN_P","P00441511","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Bonpland, A.J.A.",NA,NA,NA,NA,NA,"Colombie","Amérique équatoriale",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441511' target='other'> <mi>dwc_moreinfo</mi></a>","P00441511","P00441511_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2015-09-03 19:47:44-03","MNHN","RECOLNAT_MNHN_P","P00441515","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Gaudichaud, C.",NA,"1831",NA,NA,NA,"Brésil","Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441515' target='other'> <mi>dwc_moreinfo</mi></a>","P00441515","P00441515_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379",NA
"82","2020-12-02 15:58:42-03","MNHN","RECOLNAT_MNHN_P","P00441516","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Gaudichaud, C.",NA,"1831",NA,NA,NA,"Brésil","Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441516' target='other'> <mi>dwc_moreinfo</mi></a>","P00441516","P00441516_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379",NA
"83","2015-09-19 07:18:39-03","MNHN","RECOLNAT_MNHN_P","P00441517","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Gaudichaud, C.",NA,"1831",NA,NA,NA,"Brésil","Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441517' target='other'> <mi>dwc_moreinfo</mi></a>","P00441517","P00441517_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379",NA
"84","2016-12-21 16:20:30-02","MNHN","RECOLNAT_MNHN_P","P00441518","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil","Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00441518' target='other'> <mi>dwc_moreinfo</mi></a>","P00441518","P00441518_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5493",NA
"85","2021-02-11 17:21:02-03","UFPR","UPCB","88434","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Völtz, R.R.","1110","2016","11","04",NA,"Brasil","Reserva Guaricica, SPVS","10","10",NA,"Erva epífita a 1 m altura; flores alvo-amareladas; borda de Floresta Ombrófila Densa Aluvial secundária..","UPCB0029984","UPCB0029984","Santos, T.F.","Paraná","Antonina","-48.671667","-25.311667","2016","12","13","-48.671667","-25.311667",NA,NA,NA,NA,NA,NA,NA
"86","2021-02-11 17:21:02-03","UFPR","UPCB","90015","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Santos, T.F. et al.","225","2016","11","22",NA,"Brasil","Próximo ao Rio sagrado de Cima - Serra Canavieiras",NA,NA,NA,NA,"UPCB0028151","UPCB0028151","Santos, T.F.","Paraná","Morretes","-48.834400177002","-25.476900100708","2016",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"87","2021-02-11 17:21:02-03","UFPR","UPCB","67299","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Mancinelli, W.S.","1076","2009","12","02",NA,"Brasil","Serra da Prata","50","50",NA,"Epífita, ocorrente em Floresta Ombrófila Densa Sub Montana..",NA,NA,"Mancinelli, W.S.","Paraná","Morretes","-48.834400177002","-25.476900100708","2009","12","02",NA,NA,"30514","auto",NA,NA,NA,NA,NA
"88","2008-12-27 03:32:00-02","MO","MOBOT","3586126","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","andina","Trizeuxis andina","Schltr.",NA,"Robert S. Williams","Williams 1634","1902","2",NA,"South America","Bolivia","Huaya",NA,NA,NA,NA,NA,NA,"Foster's 1958 catalog notes file","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2013-08-23 04:12:00-03","MO","MOBOT","100341616","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Roberto Vásquez|Julio Rivero","Vásquez C. 633",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"R. Vásquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"90","2015-08-18 12:54:00-03","MO","MOBOT","1159605","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Rodolfo Vásquez|et al.","Vásquez Martínez 21526","1996","11","5","South America","Peru","Distrito Imaza, Yamayakat. Bosque primario, Quebrada Kusú, transecto 2 x 500 m.","380.00000000",NA,NA,NA,NA,NA,"Stig Dalstrom (SEL)","Amazonas","Bagua","-78.33972","-5.05555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"91","2011-10-22 04:57:00-02","MO","MOBOT","1813757","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Álvaro Cogollo P.","Cogollo Pacheco 4475","1983",NA,NA,"South America","Colombia","Concesión de Cementos Rio Claro. Bosque sobre rocas calcáreas.","800.00000000",NA,NA,NA,NA,NA,"A. Cogollo","Antioquia","Sonsón","-74.85","5.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2013-10-05 06:33:00-03","MO","MOBOT","1823859","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Gerrit Davidse|Ángel C. González","Davidse 13722","1977","6","8","South America","Venezuela","Distrito Páez; drainage of the Río Guapo, Cerro Riberón between Río Guapo and Río Chiquito, 44.5 km directly (in a straight line) SE of Caucagua.","200.00000000","400.00000000",NA,NA,NA,NA,"G. Carnevali","Miranda",NA,"-66.01666","10.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1282",NA
"93","2013-10-05 06:33:00-03","MO","MOBOT","1844106","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Gerrit Davidse|Ángel C. González|R.A. León","Davidse 18368","1980","6","21","South America","Venezuela","Distrito Perijá; 2.5 airline km SW of Los Angeles de Tucuco at Quebrada Cosira. Forest along caño, partially degraded.","250.00000000",NA,NA,NA,NA,NA,"G. Carnevali","Zulia",NA,"-72.81666","9.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1406",NA
"94","2018-06-22 05:25:00-03","MO","MOBOT","2475514","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 10275",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2009-10-21 21:10:00-02","MO","MOBOT","2846297","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Julian A. Steyermark|Ronald L. Liesner|Victor Carreño E.","Steyermark 121365","1980","2","19","South America","Venezuela","Distrito Benítez: Serranía de la Paloma: rocky forested slopes along Río Frio, between Ajíes and Guariquén, 8 1/2 km south of Ajíes.","60.00000000",NA,NA,NA,NA,NA,"Dunsterville","Sucre",NA,"-63.1","10.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2009-07-31 08:59:00-03","MO","MOBOT","2846816","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Julian A. Steyermark|Ronald L. Liesner|Franciso Delascio C.","Steyermark 114952","1977","10","19","South America","Venezuela","Depto Antonio Díaz: upper reaches of riverine forest of Caño Atoiba tributary of Boca Araguao.","50.00000000",NA,NA,NA,NA,NA,"Eric A. Christenson","Delta Amacuro",NA,"-60.95","9.25472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2008-08-07 03:32:00-03","MO","MOBOT","2846896","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Nur Ritter","Ritter 3837","1996","10","27","South America","Bolivia","Wetland next to road between Ivirgarsama and Puerto Villarroel; ca. 3 kilometers NE of town.","220.00000000",NA,NA,NA,NA,NA,"R. Vásquez","Cochabamba","Carrasco","-64.83277","-17.01444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2012-11-10 05:09:00-02","MO","MOBOT","634693","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Carl A. Luer|R. Kent","Luer 512","1975","7","26","South America","Ecuador","Tena-Baeza.","600.00000000",NA,NA,NA,NA,NA,NA,"Napo",NA,"-77.792","-0.644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
