"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"55","2020-06-29 09:30:52-03","UFRRJ","RBR","9891","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","L.F.T. Menezes","1292","2004","12",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Floresta do cordão arenoso","-44.040599822998","-22.9596996307373",NA,NA,"RBR00009891",NA,NA,"27","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-06-29 09:30:52-03","UFRRJ","RBR","9835","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","G.V. Somner","708","1991","10",NA,"Brasil","Rio de Janeiro","Saquarema","Reserva Ecológica Estadual de Jacarepiá","-42.5102996826172","-22.9200000762939",NA,NA,"RBR00009835",NA,NA,"29","17036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:33:24-03","MBM","MBM","253184","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","71533","2000","10","Southern America","Brazil","Espírito Santo","Itapemirim","Região doGomes","-40.8339004516602","-21.011100769043",NA,NA,"MBM253184","MBM253184","Krapovickas, A.","23","28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:33:24-03","MBM","MBM","295691","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","Weinberg, B.; et al.; et al.","425","1984","10","Southern America","Brazil","Espírito Santo","Vila Coelho","Rod. BR-060",NA,NA,NA,NA,"MBM295691","MBM295691","Esteves, G.L.","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:33:24-03","MBM","MBM","410637","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","Stehmann, J.R.","6164","2011","07","Southern America","Brazil","Espírito Santo","Anchieta","Praia da Guanabara, remanescente próximo à Pousada das Bromélias (Rua dos Caranguejos)","-40.618889","-20.821389",NA,"Árvore. Flores amarelas.; Na restinga.","MBM410637","MBM410637","Stehmann, J.R.","19",NA,NA,"9","9","2011","08","20","-20.821389","-40.618889",NA,NA,NA,NA,NA
"60","2015-11-06 15:33:57-02","MNHN","RECOLNAT_MNHN_P","P02285698","PreservedSpecimen",NA,NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro, Paraty.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02285698' target='other'> <mi>dwc_moreinfo</mi></a>","P02285698","P02285698_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","62",NA,NA,NA
"61","2015-11-06 15:33:59-02","MNHN","RECOLNAT_MNHN_P","P02285699","PreservedSpecimen",NA,NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro, Paraty.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02285699' target='other'> <mi>dwc_moreinfo</mi></a>","P02285699","P02285699_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","62",NA,NA,NA
"62","2015-11-06 15:34:02-02","MNHN","RECOLNAT_MNHN_P","P02285700","PreservedSpecimen",NA,NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro, Paraty.",NA,NA,"hb","Musaeo Parisiensi dedit Aug. de St. Hilaire. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02285700' target='other'> <mi>dwc_moreinfo</mi></a>","P02285700","P02285700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","62",NA,NA,NA
"63","2015-09-04 19:32:04-03","MNHN","RECOLNAT_MNHN_P","P06607779","PreservedSpecimen",NA,NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gaudichaud",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06607779' target='other'> <mi>dwc_moreinfo</mi></a>","P06607779","P06607779_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"946",NA,NA,NA
"64","2015-09-04 19:32:04-03","MNHN","RECOLNAT_MNHN_P","P06607781","PreservedSpecimen",NA,NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Glaziou",NA,"1869","9",NA,"Brasil","Rio de Janeiro",NA,"Passeio Público.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06607781' target='other'> <mi>dwc_moreinfo</mi></a>","P06607781","P06607781_01",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3780",NA,NA,NA
"65","2015-09-04 19:32:04-03","MNHN","RECOLNAT_MNHN_P","P06607782","PreservedSpecimen",NA,NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gaudichaud",NA,"1831","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06607782' target='other'> <mi>dwc_moreinfo</mi></a>","P06607782","P06607782_01",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"946",NA,NA,NA
"66","2017-06-14 15:03:26-03","MNHN","RECOLNAT_MNHN_P","P06607784","PreservedSpecimen",NA,NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Glaziou, A.",NA,"1891","4",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Itaipu.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06607784' target='other'> <mi>dwc_moreinfo</mi></a>","P06607784","P06607784_01",NA,"3","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,"18140",NA,NA,NA
"67","2015-09-04 19:32:04-03","MNHN","RECOLNAT_MNHN_P","P06607783","PreservedSpecimen",NA,NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Glaziou, A.",NA,"1891","4",NA,"Brasil","Rio de Janeiro","Niterói","Restinga d´Itaipu.","-43.1035995483398","-22.88330078125","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06607783' target='other'> <mi>dwc_moreinfo</mi></a>","P06607783","P06607783_01",NA,"3","14785","auto",NA,NA,NA,NA,NA,NA,NA,NA,"18140",NA,NA,NA
"68","2020-12-11 11:37:51-03","UFMG","BHCB","151625","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Stehmann, JR","6164","2011","07","Southern America","Brasil","Espírito Santo","Anchieta","Praia da Guanabara","-40.618889","-20.821389",NA,"Árvore, na restinga remanescente próximo à Pousada das Bromélias (Rua dos Caranguejos). Flores amareladas.","BHCB003126",NA,NA,"19",NA,NA,"9","9","2011","08","20","-20.821389","-40.618889",NA,NA,NA,NA,NA
"69","2020-12-11 11:37:51-03","UFMG","BHCB","70966","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Hatschbach, G; Hatschbach, M; Silva, JM","71533",NA,NA,"Southern America","Brasil","Espírito Santo","Itapemirim",NA,"-40.8339004516602","-21.011100769043",NA,NA,NA,NA,NA,NA,"28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-11 17:19:30-03","UFPR","UPCB","44652","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Hatschbach, G.","71533","2000","10",NA,"Brasil","Espírito Santo","Itapemirim","BLOQUEADO",NA,NA,NA,"Arbusto apoiante, pétalas amarelas, base vermelha. Restinga arbórea. Alt.: 3-5m..",NA,NA,"Krapovickas, A.","23",NA,NA,NA,NA,"2001","01","01","9999","9999",NA,NA,NA,NA,NA
"71","2018-06-26 05:23:00-03","MO","MOBOT","100413861","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","W. Wayt Thomas|André M. Amorim|Pedro Fiaschi|J. Lima da Paixão|Sérgio C. de Sant'Ana","Thomas 13743","2004","1","South America","Brazil","Minas Gerais","Salto da Divisa","Estação Repetidora de Salto da Divisa, 1.9 km S of road from Salto da Divisa to Itajimirim, 7.1 km E of Salto da Divisa.","-39.9213889","-16.0286111",NA,NA,NA,NA,"P.A. Fryxell","31",NA,NA,"495.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"72","2011-03-24 18:28:00-03","MO","MOBOT","2458528","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","M. Silvia Ferrucci|G.V. Somner","Ferrucci 947","1996","7","South America","Brazil","Rio de Janeiro",NA,"Saquarema. Reserva Estadual de Jacarepiá. Mata de restinga",NA,NA,NA,NA,NA,NA,"Krapovickas, A., //","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2009-12-05 05:17:00-02","MO","MOBOT","3050536","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 71533","2000",NA,"South America","Brazil","Espírito Santo",NA,"Região do Gomes (Mun. Itapemirim).",NA,NA,NA,NA,NA,NA,"A. Krapovickas",NA,NA,NA,"3.00000000","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","2950",NA,"Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","W. Boone","666","1985","08",NA,"Brasil","Espírito Santo","Santa Teresa","Vale do Canaã","-40.601944","-19.906111",NA,"Arbusto com 3,5m, diâmetro de 10cm, lactescente, folhas envolvidas por pêlos brancos e castanhos nas nervuras, flores castanho pilosas, heliófila, rupícola.","MBML002950","MBML002950","G. L. Esteves/16-10-1992","15",NA,NA,NA,NA,NA,NA,NA,"19S54'22","40W36'7",NA,NA,NA,NA,NA
"75","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","30839",NA,"Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","F.A.R. Matos; P. F. Souza","63","2006","01",NA,"Brasil","Espírito Santo","Vila Velha","Morada do Sol","-40.343333","-20.462222",NA,"Botões florais verde/amarelados","MBML030839","MBML030839","V.M. Gonçalez/21-01-2015","29",NA,NA,NA,NA,NA,NA,NA,"20S27'44","40W20'36",NA,NA,NA,NA,NA
"76","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","33109",NA,"Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","P. F. Souza; et al","187","2006","07",NA,"Brasil","Espírito Santo","Vila Velha","Morada do Sol","-40.343333","-20.462222",NA,"Flor amarela. Borda de mata.","MBML033109","MBML033109","L.F.S. Magnago/16-02-2007","21",NA,NA,NA,NA,NA,NA,NA,"20S27'44","40W20'36",NA,NA,NA,NA,NA
"77","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","4812",NA,"Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","B. Weinberg","479","1983","11",NA,"Brasil","Espírito Santo","Vila Velha","Barra do Jucu","-40.327778","-20.426944",NA,NA,"MBML004812","MBML004812","G. L. Esteves/16-10-1992","06",NA,NA,NA,NA,NA,NA,NA,"20S25'37","40W19'40",NA,NA,NA,NA,NA
"78","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","4762",NA,"Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","B. Weinberg; et al","425","1984","10",NA,"Brasil","Espírito Santo","Vila Velha",NA,"-40.2924995422363","-20.3297004699707",NA,NA,"MBML004762","MBML004762","G. L. Esteves/16-10-1992","28","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-01-04 11:29:52-03","UEMA","SLUI","5342","PreservedSpecimen","Plantae","Angiospermae",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","C. Farney et al.","1404","1987","06",NA,"Brasil","Rio de Janeiro","Saquarema","Restinga de Ipitanjas","-42.5102996826172","-22.9200000762939",NA,NA,"SLUI005342",NA,NA,"13","17036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-01-04 11:29:52-03","UEMA","SLUI","5314","PreservedSpecimen","Plantae","Angiospermae",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","C. Farney; Pedro Azevedo Rodrigues","1144","1986","08",NA,"Brasil","Rio de Janeiro","Saquarema","Restinga de Massambaba","-42.5102996826172","-22.9200000762939",NA,NA,"SLUI005314",NA,NA,"10","17036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-01-26 13:56:00-03","IMA","MAC","7239","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","O.J.Pereira; et al.","1003","1987","08",NA,"Brasil","Espírito Santo","Vitória","Lagoa de Corais entre o km 30 a 35 de Setiba - Guarapari.","-40.583333","-20.535278",NA,"Arbusto ca. de 2m de alt. Flores esverdeadas, estames amarelos.; Restinga","MAC0007239","MAC0007239","G.L.Esteves","28",NA,NA,NA,NA,"1989","07",NA,"-20.535278","-40.583333",NA,NA,NA,NA,NA
"82","2021-01-26 13:56:00-03","IMA","MAC","7238","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","O.J.Pereira","1393","1985","12",NA,"Brasil","Espírito Santo","Vitória","KM-01, Setiba - Guarapari.","-40.583333","-20.535278",NA,"Restinga","MAC0007238","MAC0007238","G.L.Esteves","27",NA,NA,NA,NA,"1989","07",NA,"-20.535278","-40.583333",NA,NA,NA,NA,NA
"83","2021-01-26 13:56:00-03","IMA","MAC","7236","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","O.J.Pereira; et al.","244","1983","11",NA,"Brasil","Espírito Santo","Vitória","KM-32, Setiba - Guarapari.","-40.583333","-20.535278",NA,"Restinga","MAC0007236","MAC0007236","G.L.Esteves","16",NA,NA,NA,NA,"1989","07",NA,"-20.535278","-40.583333",NA,NA,NA,NA,NA
"84","2021-02-25 10:12:56-03","CVRD","CVRD","13032","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","Folli, D.A.","6627","2010","05","América do Sul","BRASIL","ES","Itapemirim",NA,"-40.813743","-20.939238",NA,"<ll>dwc_commonname:</ll> Algodoeiro amarelo","CVRD013032",NA,"V.M. Gonçalvez & J.S. Eriksson","16",NA,NA,"10","10","2015","01","26","-20,939238","-40,813743",NA,NA,NA,"Magnoliopsida",NA
"85","2021-02-25 10:12:56-03","CVRD","CVRD","3245","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","Souza, V.D.","88","1991","05","América do Sul","BRASIL","ES","Guarapari","3 km de Cetíba, sentido Vila Velha, 500m do asfalto, lado direito de Setiba - Guarapari - ES.","-40.5110015869141","-20.6580009460449",NA,"Projeto coleta de sementes. <ll>dwc_commonname:</ll> Algodoeiro amarelo","CVRD003245",NA,"Paul A. Fryxell","15","28401","auto",NA,NA,"1992","07","01",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"86","2021-02-25 10:12:56-03","CVRD","CVRD","2732","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","Gibran, M.","70","1990","05","América do Sul","BRASIL","ES","Itapemirim",NA,"-40.8339004516602","-21.011100769043",NA,"Flor amarela com estrias rubra e base rubra. arosto retorcido. <ll>dwc_commonname:</ll> Algodoeiro amarelo","CVRD002732",NA,"Paul A. Fryxell","09","28626","auto",NA,NA,"1991","01","03",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"87","2021-02-25 10:12:56-03","CVRD","CVRD","3513","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","Souza, V.D.","230","1991","10","América do Sul","BRASIL","ES","Itapemirim","Lado direito do asfalto indo de Itaóca para Itapemirim, próximo dos Pinheiros.","-40.8339004516602","-21.011100769043",NA,"Projeto coleta de sementes. <ll>dwc_commonname:</ll> Algodoeiro amarelo","CVRD003513",NA,"Paul A. Fryxell","18","28626","auto",NA,NA,"1992","07","01",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"88","2020-09-12 05:00:02-03","US","US","2341194","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","F. Segadas-Vianna, L. Dau, W. T. Ormond, G. Machline & J. Lorêdo Jr.","1339","1953",NA,"South America - Neotropics","Brazil","Rio de Janeiro","Cabo Frio","Arraial do Cabo, Pontal beach","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"89","2019-11-13 11:24:54-03","USP","SPF","72367","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, OJ","244","1983","09",NA,"Brasil","Espírito Santo",NA,"Parque Estadual de Setiba-Guarapari.",NA,NA,NA,NA,"SPF00072367",NA,"Esteves, GL","16",NA,NA,NA,NA,"1996","10",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-13 11:24:54-03","USP","SPF","112837","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Mello-Silva, R","1182","1996","06",NA,"Brasil","Espírito Santo","Itapemirim","Estrada Marataízes-Piúma, c. 4 km ao norte da ponte sobre o Rio Itapemirim.","-40.811667","-20.971111",NA,NA,"SPF00112837",NA,"Esteves, GL","21",NA,NA,NA,NA,"1996","10",NA,"-20.971111","-40.811667",NA,NA,NA,NA,NA
"91","2019-11-13 11:24:54-03","USP","SPF","72358","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Rosa, LV","20","1990","10",NA,"Brasil","Espírito Santo",NA,"Parque Estadual de Setiba-Guarapari.",NA,NA,NA,NA,"SPF00072358",NA,"Esteves, GL","31",NA,NA,NA,NA,"1996","10",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-13 11:24:54-03","USP","SPF","72365","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, OJ","1003","1987","08",NA,"Brasil","Espírito Santo",NA,"Parque Estadual de Setiba-Guarapari.",NA,NA,NA,NA,"SPF00072365",NA,"Esteves, GL","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-13 11:24:54-03","USP","SPF","72368","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, OJ","2214","1990","09",NA,"Brasil","Espírito Santo",NA,"Parque Estadual de Setiba-Guarapari.",NA,NA,NA,NA,"SPF00072368",NA,"Esteves, GL","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-13 11:24:54-03","USP","SPF","72369","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gibram, M","70","1990","05",NA,"Brasil","Espírito Santo",NA,"Itaoca-Itapemirim.",NA,NA,NA,NA,"SPF00072369",NA,"Esteves, GL","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-13 11:24:54-03","USP","SPF","72370","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gibram, M","87","1990","05",NA,"Brasil","Espírito Santo",NA,"Parque Estadual de Setiba-Guarapari.",NA,NA,NA,NA,"SPF00072370",NA,"Esteves, GL","11",NA,NA,NA,NA,"1996","10",NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-13 11:24:54-03","USP","SPF","72371","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, OJ","2105","1989","07",NA,"Brasil","Espírito Santo",NA,"Parque Estadual de Setiba-Guarapari.",NA,NA,NA,NA,"SPF00072371",NA,"Esteves, GL","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-13 11:24:54-03","USP","SPF","72372","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gomes, JML","1216","1990","08",NA,"Brasil","Espírito Santo",NA,"Itaoca-Itapemirim.",NA,NA,NA,NA,"SPF00072372",NA,"Esteves, GL","09",NA,NA,NA,NA,"1996","10",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-13 11:24:54-03","USP","SPF","72380","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gomes, JML","608","1988","05",NA,"Brasil","Espírito Santo",NA,"Lagoa de Caraís. Parque Estadual de Setiba-Guarapari.",NA,NA,NA,NA,"SPF00072380",NA,"Esteves, GL","12",NA,NA,NA,NA,"1996","10",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-13 11:24:54-03","USP","SPF","78645","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Esteves, GL","2385","1992","02",NA,"Brasil","Rio de Janeiro",NA,"Restinga do Grumari. Vegetação arbustiva densa, cerca de 40 m do mar.",NA,NA,NA,NA,"SPF00078645",NA,"Esteves, GL","29",NA,NA,NA,NA,"1992","03",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-13 11:24:54-03","USP","SPF","220085","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Carvalho, AMV","3163","1990","05",NA,"Brasil","Espírito Santo","Guarapari","Ca. 25 km na Estrada do Sol, de Vila Velha a Guarapari.","-40.5110015869141","-20.6580009460449",NA,NA,"SPF00220085",NA,"Gonçalez, VM","21","28401","auto",NA,NA,"2017","06",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-13 11:24:54-03","USP","SPF","100698","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pirani, JR","3593","1995","02",NA,"Brasil","Espírito Santo","Itapemirim","Estrada para Marataízes.","-40.8339004516602","-21.011100769043",NA,NA,"SPF00100698",NA,"Anônimo","22","28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-13 11:24:54-03","USP","SPF","150394","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Hatschbach, G","71533","2000","10",NA,"Brasil","Espírito Santo","Itapemirim","Região do Gomes.","-40.8339004516602","-21.011100769043",NA,NA,"SPF00150394",NA,"Krapovickas, A","23","28626","auto",NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-13 11:24:54-03","USP","SPF","72366","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, OJ","1393","1985","07",NA,"Brasil","Espírito Santo","Vila Velha",NA,"-40.2924995422363","-20.3297004699707",NA,NA,"SPF00072366",NA,"Esteves, GL","27","27156","auto",NA,NA,"1996","10",NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-13 11:24:54-03","USP","SPF","198768","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Farney, C","4412","2001","11",NA,"Brasil","Rio de Janeiro","Arraial do Cabo","Ilha de Cabo Frio. Vertente N.","-42.0278015136719","-22.966100692749",NA,NA,"SPF00198768",NA,"Bovini, MG","22","25964","auto",NA,NA,"2004","03",NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-25 13:52:31-03","UNIVILLE","JOI","12844","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Melo-Júnior, J.C.F.","1102","2011","11",NA,"Brasil","Santa Catarina","São Francisco do Sul","Parque Estadual do Acaraí.","-48.6380996704102","-26.2432994842529",NA,"DP; HABITO: herbácea","JOI012844",NA,"JCM","09","23627","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-10-07 09:33:23-03","UEFS","HUEFS","64766","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Hatschbach, G.","71533","2000","10",NA,"Brasil","Espírito Santo","Itapemirim","Região do Gomes.","-40.8339004516602","-21.011100769043",NA,"Restinga arbórea.","HUEFS0064766","HUEFS0064766",NA,"23","28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"107","2019-09-04 19:43:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia",NA,"A. Saint-Hilaire",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"Dicotyledoneae",NA
