"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","infraspecificEpithet","relationshipType","relatedCatalogItem","fieldNumber","previousCatalogNumber","typeStatus"
"48","2019-11-08 08:54:13-03","FURB","FURB","17364","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Mancinelli, WS","2010","01","25","Cadorin, T.J.; Oliveira, C.P.L. & Boing, E.","352","2009","10","28","Brasil","Santa Catarina","Angelina",NA,"-49.05","-27.45","-49.0500000","-27.4500000","822","822",NA,"FURB34531","FURB34531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-14 10:03:57-03","FURB","FURB","15789","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Korte, A","2009","10","21","Korte, A.; Kniess, A.","647","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556","-49.4105556","-27.3605556","895","895","Florística IFFSC 422 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB34530","FURB34530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-10-14 10:03:57-03","FURB","FURB","16575","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Cadorin, TJ","2009","11","09","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","518","2009","11","09","Brasil","Santa Catarina","Antônio Carlos",NA,"-48.87","-27.45","-48.8700000","-27.4500000","710","710",NA,"FURB34527","FURB34527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:03:57-03","FURB","FURB","17373","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Mancinelli, WS","2010","01","25","Verdi, M.; Tomazi, A.L. & Klemz, G.","3311","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal.","-49.2322223","-28.6191667","-49.2322223","-28.6191667","50","50","Florística IFFSC 51 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor amarela esverdeada","FURB34529","FURB34529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:03:57-03","FURB","FURB","17374","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Mancinelli, WS","2010","01","25","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3248","2009","11","30","Brasil","Santa Catarina","Nova Veneza","São Bento Baixo.","-49.4994444","-28.7108333","-49.4994444","-28.7108333","48","48","Florística IFFSC 40 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor pétalas amarelo esverdeado e labelo laranja","FURB02691","FURB02691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 10:03:57-03","FURB","FURB","17610","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Mancinelli, WS","2010","01","25","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","524","2009","11","02","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4977777","-26.9097222","-49.4977777","-26.9097222","788","788","Epífita IFFSC e689a (Acima de 4m), forófito 10. Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita;","FURB34528","FURB34528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:03:57-03","FURB","FURB","32077","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Korte, A","2010","11","09","Korte, A.; Kniess, A.","4717","2010","10","20","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Rio da Nova Descoberta.","-48.7808334","-27.81","-48.7808334","-27.8100000","558","558","Florística IFFSC 255 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor branca","FURB34526","FURB34526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 10:03:57-03","FURB","FURB","33344","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Korte, A","2010","11","24","Korte, A.","5121","2010","11","24","Brasil","Santa Catarina","Garuva","Estrada Bonita (Serra do Quiriri).","-48.9605556","-26.1002778","-48.9605556","-26.1002778","800","800","Florística IFFSC 1066b (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita; flor rosa","FURB34524","FURB34524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-08 08:54:13-03","FURB","FURB","39662","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Caetano, JO","2012","08",NA,"Caetano, J.O.",NA,"2012","08","12","Brasil","Santa Catarina","Benedito Novo","Campo do ZInco.","-49.4794445","-26.8958333","-49.4794445","-26.8958333","767","767",NA,"FURB34525","FURB34525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:03:57-03","FURB","FURB","48354","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Schwirkowski, P","2015","09","07","Schwirkowski, P.","1218","2015","09","13","Brasil","Santa Catarina","São Bento do Sul",NA,"-49.2166667","-26.2927777","-49.2166667","-26.2927777","948","948",NA,"FURB48354","FURB48354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 10:03:57-03","FURB","FURB","51534","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Funez, L.A.","2016","10","24","Funez, L.A.; Zermiani, A.E.","5572","2016","10","24","Brasil","Santa Catarina","Rodeio","Eremitério Frei Egídio.","-49.4008333","-26.8788889","-49.4008333","-26.8788889","808","808","Pétalas alvo-rosado e labelo rosa forte com estrias amareladas Habitat: Floresta Habito: Epífita","FURB51534","FURB51534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:03:57-03","FURB","FURB","52095","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Schwirkowski, P.","2016","10","23","Schwirkowski, P.","1991","2016","10","23","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho. Em beira de estrada, após a capelinha.","-49.4061111","-26.3172223","-49.4061111","-26.3172223","899","899","Epífita, pétalas brancas com labelo com listras arroxeadas","FURB52095","FURB52095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:03:57-03","FURB","FURB","55069","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Kassner-Filho, A.","2017","10","06","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1193","2017","10","06","Brasil","Santa Catarina","Orleans",NA,"-49.4119444","-28.2597222","-49.4119444","-28.2597222","309","309","flor branca e rosa Habitat: interior do fragmento Habito: epífita","FURB55069","FURB55069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:03:57-03","FURB","FURB","56007","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Kassner-Filho, A.","2017","11","08","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1405","2017","11","08","Brasil","Santa Catarina","Santo Amaro da Imperatriz",NA,"-48.78","-27.72","-48.7800000","-27.7200000","612","612","flor branca e púrpura Habitat: interior do fragmento Habito: epífita","FURB56007","FURB56007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-09 14:47:03-03","FURB","FURB","66822","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Schwirkowski, P.","2020","09","20","Schwirkowski, P.","4291","2020","09","20","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Entorno do CEPA Rugendas.","-49.3080556","-26.3227778","-49.3080556","-26.3227778","650","650","FOD. Interior da mata Habitat: Ciófita, corola rosada, labelo avermelhado Habito: Epífita","FURB66822","FURB66822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-10-14 10:03:57-03","FURB","FURB","31241","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2165","2010","04","30","Brasil","Santa Catarina","Jacinto Machado","Interior do Cânion Fortaleza (Tigre Preto).","-49.763599395752","-28.9974994659424",NA,NA,NA,NA,"Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de arbórea; Fruto verde;","FURB34522","FURB34522",NA,NA,NA,NA,"23999","auto",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-16 17:50:18-03","UCS","HUCS","46149","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Mancinelli, W.S.","2010","01","25","Verdi, M.","3248","2009","11","30","Brasil","Santa Catarina","Nova Veneza","São Bento Baixo.","-49.499444","-28.710833","-49.499444","-28.710833","4","4","Florística IFFSC 40 (Epífita)",NA,NA,"Angiospermae","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-16 17:50:18-03","UCS","HUCS","33010","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Koehler, S.","2003",NA,NA,"Kummrow, R.","2630","1985","10","08","Brasil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"epífita, flor alva, albelo com nervuras vinosas; mata de base do morro",NA,NA,"Angiospermae","Asparagales",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA
"66","2021-03-16 17:50:18-03","UCS","HUCS","32920","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Koehler, S.","2003",NA,NA,"Silva, J.M.","1528","1995","09","15","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1300","1300","flore creme , labelo lilás, rupícola; próximo ao alto do morro",NA,NA,"Angiospermae","Asparagales",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-16 17:50:18-03","UCS","HUCS","32394","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.","Menini, L.","2005",NA,NA,"Silva, J.M.","3792","2003","10","04","Brasil","Paraná","Balsa Nova","Serra São Luis do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"rupícola, flor creme , labelo vinoso; afloramento de arenito",NA,NA,"Angiospermae","Asparagales",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA
"68","2019-08-16 08:40:23-03","UTFPR","HCF","4612","S","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb. f.","J.F. Stancik","2007","03","28","A.R. Silva","129","2006","11","18","Brasil","PR","Piraquara","Mananciais da Serra","-48.981111","-25.497778","48°58'52 W","25°29'52 S","1021","1021","herbácea, epífita, ciófila, com pseudo-bulbos desenvolvidos. Flores predominantemente brancas, com o labelo rubro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:38:16-03","MBM","MBM","289989","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.","Mancinelli, W.S.","2009","11","24","Silva, J.M.; Lucas, E.; Mazine, F.F.; Sakuragui, C.M.; Lucas, E.; Mazine, F.F.; Sakuragui, C.M.","3808","2003","10","30","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Rupícola, flor violeta. Campo de altitude","MBM289989","MBM289989",NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:38:16-03","MBM","MBM","8163","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","20070","1968","10","13","Brazil","Paraná","Jaguariaíva","Fazenda Cajuru","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,"MBM008163","MBM008163",NA,NA,"Southern America",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:38:16-03","MBM","MBM","46084","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","38864","1976","09","05","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM046084","MBM046084",NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:38:16-03","MBM","MBM","339881","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.","Mancinelli, W.S.","2007","11","24","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","6227","2007","11","24","Brazil","Paraná","Ponta Grossa","Recanto Botuquara","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Flor vinosa; afloramento rochoso. Unicata","MBM339881","MBM339881",NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:38:16-03","MBM","MBM","395623","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.","Engels, M.E.","2013","10","13","Engels, M.E.; Lozano, E.D.; Buturi, C.; Pereira, S.; Hekavey, C.; Lozano, E.D.; Buturi, C.; Pereira, S.; Hekavey, C.","1745","2013","10","13","Brazil","Paraná","São José dos Pinhais","RPPN Nhandara Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Epífita. Pseudobulbos e folhas verdes escuras. Flores com sépalas róseas, pétalas alvas, labelo com lobo central róseo e lobos laterais amarelos com estrias vináceas.; Ecótono entre Floresta Ombrófila Densa e Floresta Ombrófila Mista","MBM395623","MBM395623",NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:38:16-03","MBM","MBM","49088","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","2803","1952","11","02","Brazil","Paraná","São José dos Pinhais","Vossoroca","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM049088","MBM049088",NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:38:16-03","MBM","MBM","406729","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.","Barboza, E.","2016","11","22","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9536","2016","10","28","Brazil","Paraná","Castro","PCH Rio Iapó, Fazenda do Pulo","-50.142222","-24.716111","-50.142222","-24.716111","975","975","Erva epífita; flor branca com estrias cor de vinho.; Floresta Ombrófila Mista, na margem de rio encachoeirado.","MBM406729","MBM406729",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:38:16-03","MBM","MBM","49090","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","9404",NA,NA,NA,"Brazil","Paraná","Campo Largo","Conceição de São Silvestre","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,NA,"MBM049090","MBM049090",NA,NA,"Southern America",NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:38:16-03","MBM","MBM","294762","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.","Lemos, J.V.","2010","11","10","Varotto, R.","25","2003","11","11","Brazil","Paraná","Piraquara","Morro do Vigia","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Rupícola, flor roxo-esbranquiçado com labelo amarelo e o guia de néctar vinho","MBM294762","MBM294762",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:38:16-03","MBM","MBM","7780","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae alba","Kraenzl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","17351","1967","10","06","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita e rupícola","MBM007780","MBM007780",NA,NA,"Southern America",NA,"55154","auto",NA,"alba",NA,NA,NA,NA,NA
"79","2020-12-21 16:38:16-03","MBM","MBM","49089","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae alba","Kraenzl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","11671","1964","10","03","Brazil","Paraná","Castro","Carambeí, Rio São João","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,"Epífita e rupícola","MBM049089","MBM049089",NA,NA,"Southern America",NA,"50779","auto",NA,"alba",NA,NA,NA,NA,NA
"80","2020-12-21 16:38:16-03","MBM","MBM","16975","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae alba","Kraenzl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","25751","1970","12","03","Brazil","Paraná","Piraquara","Serra do Emboque","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Epífita e rupícola","MBM016975","MBM016975",NA,NA,"Southern America",NA,"12577","auto",NA,"alba",NA,NA,NA,NA,NA
"81","2020-12-21 16:38:16-03","MBM","MBM","49087","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae alba","Kraenzl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","15083","1966","11","07","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Epífita e rupícola","MBM049087","MBM049087",NA,NA,"Southern America",NA,"17116","auto",NA,"alba",NA,NA,NA,NA,NA
"82","2020-12-21 16:38:16-03","MBM","MBM","49091","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae grandiflora","Hort.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","9403","1962","09",NA,"Brazil","Paraná","Campina Grande do Sul","Rod. BR-2, Serra do Espia","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita e rupícola","MBM049091","MBM049091",NA,NA,"Southern America",NA,"55154","auto",NA,"grandiflora",NA,NA,NA,NA,NA
"83","2020-12-21 16:38:16-03","MBM","MBM","12478","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae harrisoniae","(Hook.) Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","22428","1969","10","11","Brazil","Paraná","Piraquara","S. Maria","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM012478","MBM012478",NA,NA,"Southern America",NA,"12577","auto",NA,"harrisoniae",NA,NA,NA,NA,NA
"84","2020-12-21 16:38:16-03","MBM","MBM","7777","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae harrisoniae","(Hook.) Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","17375","1967","10","10","Brazil","Paraná","Ponta Grossa","Passo do Pupo","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM007777","MBM007777",NA,NA,"Southern America",NA,"46557","auto",NA,"harrisoniae",NA,NA,NA,NA,NA
"85","2020-12-21 16:38:16-03","MBM","MBM","8161","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae pubigera","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","20032","1968","10","12","Brazil","Paraná","Arapoti","Rio das Cinzas","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,"Epífita e rupícola","MBM008161","MBM008161",NA,NA,"Southern America",NA,"41852","auto",NA,"pubigera",NA,NA,NA,NA,NA
"86","2020-12-21 16:38:16-03","MBM","MBM","49092","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae pubigera","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","17353","1967","10","06","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita e rupícola","MBM049092",NA,NA,NA,"Southern America",NA,"55154","auto",NA,"pubigera",NA,NA,NA,NA,NA
"87","2020-12-21 16:38:16-03","MBM","MBM","16976","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae pubigera","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","25373","1970","11","13","Brazil","Paraná","Morretes","Serra Marumbi, Pico Olimpo","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita e rupícola","MBM016976","MBM016976",NA,NA,"Southern America",NA,"30514","auto",NA,"pubigera",NA,NA,NA,NA,NA
"88","2020-12-21 16:38:16-03","MBM","MBM","49091","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae grandiflora","Hort.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","9403","1962","09",NA,"Brazil","Paraná","Campina Grande do Sul","Rod. BR-2, Serra do Espia","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita e rupícola","MBM049091","MBM049091",NA,NA,"Southern America",NA,"55154","auto",NA,"grandiflora",NA,NA,NA,NA,NA
"89","2020-12-21 16:38:16-03","MBM","MBM","8161","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae pubigera","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","20032","1968","10","12","Brazil","Paraná","Arapoti","Rio das Cinzas","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,"Epífita e rupícola","MBM008161","MBM008161",NA,NA,"Southern America",NA,"41852","auto",NA,"pubigera",NA,NA,NA,NA,NA
"90","2020-12-21 16:38:16-03","MBM","MBM","49092","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae pubigera","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","17353","1967","10","06","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita e rupícola","MBM049092",NA,NA,NA,"Southern America",NA,"55154","auto",NA,"pubigera",NA,NA,NA,NA,NA
"91","2020-12-21 16:38:16-03","MBM","MBM","16976","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae pubigera","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","25373","1970","11","13","Brazil","Paraná","Morretes","Serra Marumbi, Pico Olimpo","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita e rupícola","MBM016976","MBM016976",NA,NA,"Southern America",NA,"30514","auto",NA,"pubigera",NA,NA,NA,NA,NA
"92","2019-11-01 15:28:29-03","PUC-RIO","FCAB","2025","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.",NA,NA,NA,NA,"P.E. Leite S.J.","s.n.","1949","07",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"002025",NA,NA,"Angiospermae",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"93","2015-09-03 19:39:17-03","MNHN","RECOLNAT_MNHN_P","P00455836","PreservedSpecimen",NA,"Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.",NA,NA,NA,NA,"Hort. Bot. Parisiensis",NA,NA,NA,NA,"Brésil",NA,NA,"Brésil : Hatiaya, cultivé en 1927 au Museum",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455836' target='other'> <mi>dwc_moreinfo</mi></a>","P00455836","P00455836_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2015-09-03 19:39:17-03","MNHN","RECOLNAT_MNHN_P","P00455837","PreservedSpecimen",NA,"Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.",NA,NA,NA,NA,"Desvaux, E.",NA,"1853","6",NA,"Brésil",NA,NA,"cultivé à l'Ecole de Médecine de Paris, origine Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455837' target='other'> <mi>dwc_moreinfo</mi></a>","P00455837","P00455837_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2015-09-04 03:54:46-03","MNHN","RECOLNAT_MNHN_P","P00455838","PreservedSpecimen",NA,"Orchidaceae","Bifrenaria","harrisoniae","Bifrenaria harrisoniae","(Hook.) Rchb.f.",NA,NA,NA,NA,"Regnell, A.F.",NA,"1861","4","2","Brésil",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455838' target='other'> <mi>dwc_moreinfo</mi></a>","P00455838","P00455838_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"III 1140",NA,NA
