"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","individualCount","relatedCatalogItem","previousCatalogNumber"
"1","2021-03-15 16:37:00-03","NY","NYBG","2554046","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","A. C. Brade","15817","1937","06","17","South America","Brazil","Rio de Janeiro","Frade do Macahé.","500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808643' target='other'> <mi>dwc_moreinfo</mi></a>","NY02554046","NY02554046_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","2554039","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","P. H. Labiak E.","5462","2013","02","09","South America","Brazil","Rio de Janeiro","Parque Nacional do Itatiaia.","800",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808635' target='other'> <mi>dwc_moreinfo</mi></a>","NY02554039","NY02554039_01","Itatiaia","-44.611","-22.451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","2554040","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","P. H. Labiak E.","3654","2006","08","06","South America","Brazil","Bahia","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22.4 km de Arataca com entrada no Assentamento Santo Antônio. RPPN. Caminho das Pedras.","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808636' target='other'> <mi>dwc_moreinfo</mi></a>","NY02554040","NY02554040_01","Arataca","-39.3417","-15.1736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1015617","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","P. H. Labiak E.","4121","2007","07","13","South America","Brazil","Espírito Santo","São Roque do Canaã. Alto Misterioso.","1130","1130","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108944' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015617","NY01015617_01",NA,"-40.7719","-19.8028","P. H. Labiak E.; F. B. Matos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","2554041","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","A. Salino","2578","1996","02","24","South America","Brazil","Espírito Santo","Estação Ecológica de Santa Lucia.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808637' target='other'> <mi>dwc_moreinfo</mi></a>","NY02554041","NY02554041_01","Santa Teresa","-40.6003","-19.9358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","02554036","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","P. von Luetzelburg","6933","1916","10",NA,"South America","Brazil","Rio de Janeiro","Serra dos Órgãos, Retiro.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808632' target='other'> <mi>dwc_moreinfo</mi></a>","NY02554036","NY02554036_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","2554037","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","A. M. Amorim","5317","2005","10","12","South America","Brazil","Bahia","Serra do Peito-de-Moça, complexo Serra das Lontras. Estrada que liga Arataca a Una, ramal ca. 22,4 km de Arataca com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras. Trilha de acesso ao Peito-de-Moça, após residência do Senhor Mormaço",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808633' target='other'> <mi>dwc_moreinfo</mi></a>","NY02554037","NY02554037_01","Arataca","-39.4142","-15.2633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","2554045","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","C. Spannagel","543","1924",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808642' target='other'> <mi>dwc_moreinfo</mi></a>","NY02554045","NY02554045_01","Petrópolis","-43.1783","-22.505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","2554047","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","A. C. Brade","18210","1946","05","14","South America","Brazil","Espírito Santo","Alto Limoeiro",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808644' target='other'> <mi>dwc_moreinfo</mi></a>","NY02554047","NY02554047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","2554038","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","A. M. Amorim","6398","2006","09","24","South America","Brazil","Bahia","Serra do Peito-de-Moca. Estrada que liga Arataca a Una, ramal ca. 22,4 km de Arataca, com entrada no Assentamento Santo Antonio. RPPN Caminho das Pedras. Trilha nova de acesso ao topo da serra, margeando o rumo da fazenda","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808634' target='other'> <mi>dwc_moreinfo</mi></a>","NY02554038","NY02554038_01","Arataca","-39.3417","-15.1736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","1015623","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","P. H. Labiak E.","4176","2007","07","17","South America","Brazil","Espírito Santo","Morro do Caparaó (de Itaguaçu).","1360","1360","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108960' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015623","NY01015623_01","Itaguaçu","-40.9803","-19.7411","P. H. Labiak E.; F. B. Matos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1015622","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","P. H. Labiak E.","4173","2007","07","17","South America","Brazil","Espírito Santo","Morro do Caparaó (de Itaguaçu).","1360","1360","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108957' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015622","NY01015622_01","Itaguaçu","-40.9803","-19.7411","P. H. Labiak E.; F. B. Matos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1015609","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","P. H. Labiak E.","4055","2007","07","12","South America","Brazil","Espírito Santo","Alto de Santo Antonio. Terreno do Bozza.","760","760","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108922' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015609","NY01015609_01","Santa Teresa","-40.5911","-19.9086","P. H. Labiak E.; F. B. Matos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2554043","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","A. C. Brade","18210","1946","05","14","South America","Brazil","Espírito Santo","Alto Limoeiro",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808640' target='other'> <mi>dwc_moreinfo</mi></a>","NY02554043","NY02554043_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2554044","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","C. Spannagel","543","1924",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808641' target='other'> <mi>dwc_moreinfo</mi></a>","NY02554044","NY02554044_01","Petrópolis","-43.1783","-22.505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2554042","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","J. N. Rose","20800","1915","08","12","South America","Brazil","Rio de Janeiro","Organ Mountains",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808638' target='other'> <mi>dwc_moreinfo</mi></a>","NY02554042","NY02554042_01",NA,"-43.073169","-22.496706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:51:03-03","EAO","IAN","94578","PreservedSpecimen","Plantae","Fern",NA,"Schizaeaceae","Anemia","organensis","Anemia organensis","Rosenst.","Brade, AC; Duarte, AP","18210","1946","05","14","Southern America","Brasil","Espírito Santo","Alto Limoeiro.",NA,NA,NA,NA,"IAN094578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:51:03-03","EAO","IAN","94578","PreservedSpecimen","Plantae","Fern",NA,"Schizaeaceae","Anemia","organensis","Anemia organensis","Rosenst.","Brade, AC; Duarte, AP","18210","1946","05","14","Southern America","Brasil","Espírito Santo","Alto Limoeiro.",NA,NA,NA,NA,"IAN094578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:45:47-03","NBC","NL-BOTANY","U.1037666","PreservedSpecimen","Plantae",NA,"Schizaeales","Schizaeaceae","Anemia","organensis","Anemia organensis","Rosenst.","Brade AC; Apparicio",NA,"1946","05","14","Southern America","Brazil",NA,"Estado do espirito santo alto beinveiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1037666 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1037666","NL-U1037666",NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:21:12-03","ESALQ","ESA","101061","PreservedSpecimen","Plantae","Pteridophyta",NA,"Anemiaceae","Anemia","organensis","Anemia organensis",NA,"Paciencia, M.B.","2425.0","2006","04","10",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,"ESA101061",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:21:12-03","ESALQ","ESA","105104","PreservedSpecimen","Plantae","Pteridophyta",NA,"Anemiaceae","Anemia","organensis","Anemia organensis",NA,"Paciencia, M.B.","2367.0","2006","04","07",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,"ESA105104",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:19:47-03","MN","R","111319","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Brade, A.C. 18210; Barbosa, A. & Duarte, A.P.",NA,"1946","05","14",NA,"Brasil","Espírito Santo","Alto Limoeiro",NA,NA,NA,"Ex Jardim Botânico do Rio de Janeiro 56917","R010041363","R010041363",NA,NA,NA,"Brade, A.C.",NA,NA,NA,"1946",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:19:47-03","MN","R","216210","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Barcia, J.C.C.","731","1975","08","15",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R010041362","R010041362","Petrópolis","-43.1786003112793","-22.5049991607666","Costa, F.S.N.",NA,"36524","auto","2017","04","27",NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:19:47-03","MN","R","13933","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Spannagel, C.","543","1926",NA,NA,NA,"Brasil","Rio de Janeiro","Araras",NA,NA,NA,NA,"R010041397,R010041398","R010041397 R010041398","Petrópolis","-43.1786003112793","-22.5049991607666","Mickel, J.T.",NA,"36524","auto","1961",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:19:47-03","MN","R","26189","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Brade, A.C. 11649; Lima Jr., J.S.",NA,"1932","04",NA,NA,"Brasil","Rio de Janeiro","Santo Antônio do Imbé",NA,NA,NA,NA,"R010041394,R010041395,R010041396","R010041394 R010041395 R010041396","Santa Maria Madalena","-42.0080986022949","-21.9552993774414","Mickel, J.T.",NA,"30526","auto","1961",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:19:47-03","MN","R","86390","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Brade, A.C. 11650; Lima Jr., J.S.",NA,"1932","04",NA,NA,"Brasil","Rio de Janeiro","Santo Antônio do Imbé","500","500",NA,NA,"R010041392,R010041393,R010041391","R010041391 R010041392 R010041393","Santa Maria Madalena","-42.0080986022949","-21.9552993774414","Mickel, J.T.",NA,"30526","auto","1961",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-02-15 11:50:29-02","IPA","IPA","24534","S","Plantae","Plantae",NA,"Schizaeaceae","Anemia","organensis","Anemia organensis","Rosenst.","Brade; Pereira, A.B.; Duarte, A.P.; Pereira, A.B.; Duarte, A.P.","18210","1946","05","14","Southern America","Brasil","Espirito Santo","Alto Limoeiro.",NA,NA,NA,NA,"IPA0024534",NA,NA,NA,NA,"Brade",NA,NA,NA,"1946",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-02-15 11:50:29-02","IPA","IPA","24548","S","Plantae","Plantae",NA,"Schizaeaceae","Anemia","organensis","Anemia organensis","Rosenst.","Santos Lima","153","1933","06",NA,"Southern America","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"IPA0024548",NA,"Santa Maria Madalena","-42.0080986022949","-21.9552993774414","Brade",NA,"30526","auto","1933",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-20 21:15:23-03","UFV","VIC","16858","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Silva, A.F.S.","et al","1997","03","04",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,NA,NA,"Coletada em afloramento rochoso à beira de uma lagoa dentro da reserva.","VIC016858","VIC016858","Santa Teresa","-40.6002998352051","-19.9356002807617","Schwartsburd, P.B.",NA,"23813","auto","2019","04",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-20 21:15:23-03","UFV","VIC","20699","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Valente, G.E.; Silva, I.V.","1612","2004","05","31",NA,"Brasil","Minas Gerais","P.E.S.B.",NA,NA,NA,"Coletada em afloramento rochoso granitóide, em local úmido.","VIC020699","VIC020699","Araponga","-42.5208015441895","-20.6667003631592","Schwartsburd, P.B.",NA,"16385","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:51:21-03","UFJF","CESJ","3158","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","A.C. Brade","18210","1946",NA,NA,"América do Sul","Brasil","Espirito Santo",NA,NA,NA,NA,NA,"CESJ003158","CESJ003158","Alto Limoeiro",NA,NA,"A.C. Brade",NA,NA,NA,"1946",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:51:21-03","UFJF","CESJ","57343","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","T.E. Almeida; D.T. Souza; M.M.T.Cota","2057","2009","08","28","América do Sul","Brasil","Minas Gerais","Margens do rio José Pedro, Floresta Estacional Semidecidual e Mata Ciliar. 20º02'53''S 41º44'41''W. 371m.","371","371",NA,"Erva rupícula em cachoeira, borda de floresta.","CESJ057343","CESJ057343","Chalé","-41.744722","-20.048056","T.E. Almeida",NA,NA,NA,"2009","08","28","-41.744722","-20.048056",NA,NA,NA,NA
"33","2019-11-21 14:51:21-03","UFJF","CESJ","71394","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","V.A.O. Dittrich; L.V. Lima","2039","2015","03","23","América do Sul","Brasil","Minas Gerais","Estrada de acesso à sede (Fazenda Santa Rita)","1720","1720",NA,"Terrícola em barranco de estrada em área aberta no domínio da Floresta Atlântica","CESJ071394",NA,"Baependi","-44.731944","-22.164444","A. Salino",NA,NA,NA,"2018","08",NA,"-44.731944","-22.164444",NA,NA,NA,NA
