"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","individualCount","relatedCatalogItem","previousCatalogNumber"
"34","2020-01-10 18:17:05-03","UFJF","CESJ","72901","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Anemiaceae","Anemia","organensis x villosa","Anemia organensis x villosa",NA,"R. Mello-Silva; R.C. Forzza; L.G. Temponi; M.F.A. Calió","2652","2004","06","18","América do Sul","Brasil","Rio de Janeiro","Pedra Dubois, trilha para o alto da pedra, após a mata de encosta.","1050","1050",NA,"Área aberta, com Lycopodiela e Anemia (Pteridophyta), em solo brejoso. Grande popuylação entre licopódios. Heliófila. Folhas verde-claras.","CESJ072901",NA,"Santa Maria Madalena","-42.0080986022949","-21.9552993774414","C.E. Jascone",NA,"30526","auto","2005","05","12",NA,NA,NA,NA,NA,NA
"35","2021-03-24 16:38:33-03","FURB","FURB","66949","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Gonzatti, F.; Kulkamp, J.; Coelho, G.P. & Guerra, E.","4705","2018","12","09",NA,"Brasil","Bahia",NA,"760","760",NA,NA,"FURB66949","FURB66949","Arataca","-39.3463889","-15.1805556","Gonzatti, F.",NA,NA,NA,"2019","08",NA,"-39.3463889","-15.1805556",NA,NA,NA,NA
"36","2021-03-16 17:57:02-03","UCS","HUCS","43893","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Windisch, P.G.","94","1974","03","21",NA,"Brasil","Minas Gerais","Serra dos Marinhos","1200","1200",NA,"rochas","HUCS000036","HUCS000036",NA,NA,NA,"Gonzatti, F.",NA,NA,NA,"2019","09",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-16 17:57:02-03","UCS","HUCS","50069","PreservedSpecimen","Plantae","Pteridophyta","Schizaeales","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Gonzatti, F.","4705","2018","12","09",NA,"Brasil","Bahia","Parque Nacional da Serra das Lontras, Serra do Peito de Moça","760","760",NA,"Erva rosetada cespitosa em afloramento nebular do topo da serra","HUCS003833","HUCS003833","Arataca","-39.346389","-15.180556","Gonzatti, F.",NA,NA,NA,"2019","08",NA,"-39.346389","-15.180556",NA,NA,NA,NA
"38","2020-04-27 16:08:32-03","UFES","VIES","41158","S","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Pena, N.T.L.; Amaral, R.N.; Moraes, Q.S.","369","2015","07","29",NA,"Brasil","Espírito Santo","APA Pedra do Elefante.",NA,NA,NA,NA,"VIES041158","VIES041158","Nova Venécia","-40.274167","-18.462778","Pena, N.T.L.",NA,NA,NA,"2016","07","22","40º16'27''W","18º27'46''S",NA,NA,NA,NA
"39","2020-04-27 16:08:32-03","UFES","VIES","38954","S","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Pena, N.T.L.; Alves-Araújo, A.","600","2016","03","07",NA,"Brasil","Espírito Santo","APA Pedra do Elefante.",NA,NA,NA,NA,"VIES038954","VIES038954","Nova Venécia","-40.274167","-18.4625","Pena, N.T.L.",NA,NA,NA,"2016","07","22","40º16'27''W","18º27'45''S",NA,NA,NA,NA
"40","2020-04-27 16:08:32-03","UFES","VIES","40941","S","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Pena, N.T.L.; Freitas, J.; Silva, L.A.; Souza, W.O.; Luber, J. & Sossai, B.G.","155","2015","03","25",NA,"Brasil","Espírito Santo","APA Pedra do Elefante. Pedra do Elefante.",NA,NA,NA,NA,"VIES040941","VIES040941","Nova Venécia","-40.4006004333496","-18.710599899292","Pena, N.T.L.",NA,"42400","auto","2016","07","22",NA,NA,NA,NA,NA,NA
"41","2021-02-19 17:01:37-03","UFRRJ","RBR","28058","S","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","F.B. Matos","1017","2006","02","16",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"RBR00028058",NA,"Arataca","-39.4143981933594","-15.2632999420166","M.L.S. Guedes",NA,"19859","auto","2020","12","24",NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:11:49-03","MBM","MBM","283812","PreservedSpecimen","Plantae",NA,NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Hatschbach, G.; et al.; et al.","75190","2003","06","11","Southern America","Brazil","Bahia","Estação Repetidora de Montinho",NA,NA,NA,NA,"MBM283812","MBM283812","Porto Seguro","-39.0647010803223","-16.4496994018555","Smith, A.R.",NA,"68835","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-01 15:28:43-03","PUC-RIO","FCAB","0445","PreservedSpecimen","Plantae",NA,"Pteridophyta","Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","P. Capell S.J.","s.n.","1951","09",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"000445",NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838","Dr. Brade",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-29 14:53:06-03","UFPR","UPCB","57550","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Labiak, P.H.","4173","2007","07","17",NA,"Brasil","Espírito Santo","BLOQUEADO","1360","1360",NA,"Rupícola, em local exposto ao sol. Afloramentos rochosos, com pequenas matas úmidas nos vales..",NA,NA,"Itaguaçu",NA,NA,"Labiak, P.H. & Matos, F.B.",NA,NA,NA,"2007","07",NA,"9999","9999",NA,NA,NA,NA
"45","2020-09-29 14:53:06-03","UFPR","UPCB","92210","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Pena, N.T.L. | Amaral, R.N. | Moraes, Q.S.","369","2015","07","29",NA,"Brasil","Espirito Santo","APA Pedra do elefante",NA,NA,NA,NA,"UPCB0038254","UPCB0038254","Nova Venécia","-40.274167","-18.462778","Pena, N.T.L.",NA,NA,NA,"2016","07","22","-40.274167","-18.462778",NA,NA,NA,NA
"46","2020-09-29 14:53:06-03","UFPR","UPCB","3076","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Brade, A.C.","18210","1946","05","14",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,"UPCB0000758","UPCB0000758","Alto Limoeiro",NA,NA,"Brade, A.C.",NA,NA,NA,"1946","01","01","9999","9999",NA,NA,NA,NA
"47","2020-09-29 14:53:06-03","UFPR","UPCB","57501","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Labiak, P.H.","4104","2007","07","13",NA,"Brasil","Espírito Santo","BLOQUEADO","1130","1130",NA,"Rupícola e exposta ao sol. (Sílica) Afloramentos rochosos, com vales úmidos de mata de encosta..","UPCB0000752","UPCB0000752","São Roque do Canaã",NA,NA,"Labiak, P.H. & Matos, F.B.",NA,NA,NA,"2007","07",NA,"9999","9999",NA,NA,NA,NA
"48","2020-09-29 14:53:06-03","UFPR","UPCB","57514","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Labiak, P.H.","4121","2007","07","13",NA,"Brasil","Espírito Santo","BLOQUEADO","1130","1130",NA,"Terrestre no interior da mata. Afloramentos rochosos, com vales úmidos de mata de encosta..","UPCB0000757","UPCB0000757","São Roque do Canaã",NA,NA,"Labiak, P.H. & Matos, F.B.",NA,NA,NA,"2007","07",NA,"9999","9999",NA,NA,NA,NA
"49","2020-09-29 14:53:06-03","UFPR","UPCB","57553","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Labiak, P.H.","4176","2007","07","17",NA,"Brasil","Espírito Santo","BLOQUEADO","1360","1360",NA,"Rupícola, em local exposto ao sol. Afloramentos rochosos, com pequenas matas úmidas nos vales..","UPCB0000756","UPCB0000756","Itaguaçu",NA,NA,"Labiak, P.H. & Matos, F.B.",NA,NA,NA,"2007","07",NA,"9999","9999",NA,NA,NA,NA
"50","2020-09-29 14:53:06-03","UFPR","UPCB","57751","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Anemiaceae","Anemia","organensis","Anemia organensis","Rosenst.","Labiak, P.H.","4036","2007","07","11",NA,"Brasil","Espírito Santo","BLOQUEADO","800","800",NA,"Terrestre à beira da trilha. Mata de encosta..","UPCB0000753","UPCB0000753","Santa Teresa",NA,NA,"Labiak, P.H. & Matos, F.B.",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA
