"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem","previousCatalogNumber"
"47","2020-11-04 11:18:26-03","ESALQ","ESA","69440","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Souza, V.C.","Oliveira, A.A.; Baptista, V.R.; Forster, W.; Ferreira, L.; Cielo Filho, R.; Zidko, A.; Mendonça, C.G.","3656.0","2000","04","23",NA,"Brasil","São Paulo","São Sebastião","Praia da Baleia. R. Olavo Pazzanesi, 100 m da antiga Rio-Santos, remanescente margeando loteamentos. Interior de Floresta de Restinga - Caixetal, com perturbação.","-453.954","-234.627",NA,"Árvore ca. 2m alt.; frutos imaturos verdes.","ESA069440","ESA069440","10","10",NA,NA,NA,NA,"-453,954","-234,627",NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:18:26-03","ESALQ","ESA","125998","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana",NA,"Di Mario, F.R.","Bovini, M.G.","732.0","1905","06","17",NA,"Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809",NA,NA,"ESA125998",NA,NA,NA,NA,"1905","06","27",NA,NA,"34470","auto",NA,NA,NA,NA,NA
"49","2020-11-04 11:18:26-03","ESALQ","ESA","105520","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana",NA,"Souza, V.C.","Aguiar, O.T.",NA,"2002","03","13",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA105520","ESA105520",NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"50","2020-11-04 11:18:26-03","ESALQ","ESA","36108","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Souza, V.C.","Cezare, C.H.",NA,"1995","09","10",NA,"Brasil","São Paulo","Brotas",NA,"-48.1199989318848","-22.2800006866455",NA,NA,"ESA036108","ESA036108",NA,NA,NA,"1995","12","23",NA,NA,"26585","auto",NA,NA,NA,NA,NA
"51","2020-11-04 11:18:26-03","ESALQ","ESA","88742","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Souza, V.C.","Baitello, J.B.","49.0","1981","11","10",NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,"ESA088742","ESA088742",NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"52","2020-11-04 11:18:26-03","ESALQ","ESA","18098","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Gomes, M.","Bernacci, L.C. et al.","49.0","1994","04","12",NA,"Brasil","São Paulo","Jundiai",NA,"-46.8800010681152","-23.1800003051758",NA,NA,"ESA018098","ESA018098",NA,NA,NA,"1997","04","28",NA,NA,"17840","auto",NA,NA,NA,NA,NA
"53","2020-11-04 11:18:26-03","ESALQ","ESA","11455","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Souza, V.C.","Souza, V.C.","342.0","1988","11","06",NA,"Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"ESA011455","ESA011455",NA,NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA
"54","2020-11-04 11:18:26-03","ESALQ","ESA","52059","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Souza, V.C.","Lima, R.A.F.","496.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,"no sub-bosque","ESA052059","ESA052059","400","400",NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"55","2020-11-04 11:18:26-03","ESALQ","ESA","109687","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana",NA,"Souza, V.C.","Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29283.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109687","ESA109687",NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"56","2020-11-04 11:18:26-03","ESALQ","ESA","25070","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","Delprete, P.G.","Souza, V.C.; Souza, J.P. et al.","9267.0","1995","10","09",NA,"Brasil","São Paulo","Peruíbe",NA,"-46.9900016784668","-24.3199996948242",NA,NA,"ESA025070","ESA025070",NA,NA,NA,"1999",NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA
"57","2020-12-20 21:19:17-03","UFV","VIC","22301","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Uberlândia","UHE de Miranda área 5","-48.2771987915039","-18.9186000823975",NA,"Árvore de flores brancas aromáticas.","VIC022301",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"58","2020-12-20 21:19:17-03","UFV","VIC","12974","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth",NA,"Silva, A.F.; Fontes, N.R.L.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Viçosa","mata da Biologia","-42.8819007873535","-20.7539005279541",NA,NA,"VIC012974",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"59","2020-12-20 21:19:17-03","UFV","VIC","42254","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth",NA,"Santos, M.L.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Viçosa","mata de seu Nico- Sitio Bonsucesso","-42.8819007873535","-20.7539005279541",NA,"Arboreta com flores cor creme.","VIC042254",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"60","2021-03-01 16:39:34-03","UNICAMP","UEC","108269","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Grombone-Guaratini, MT","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","182","1996","11","07",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra.","-47.109167","-22.829167",NA,"Arvoreta com 5m de alt, botões Jovens.","UEC108953","UEC108953",NA,NA,NA,NA,NA,NA,"-47.109167","-22.829167",NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:39:34-03","UNICAMP","UEC","108270","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Grombone-Guaratini, MT","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","184","1997","01","02",NA,"Brazil","São Paulo","Campinas","Reserva Munipal de Santa Genebra.","-47.109167","-22.829167",NA,"Arvoreta com 5m de alt, flores brancas de perfume adocicado, frutos bem jovens.","UEC108955","UEC108955",NA,NA,NA,NA,NA,NA,"-47.109167","-22.829167",NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:39:34-03","UNICAMP","UEC","108271","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Grombone-Guaratini, MT","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","185","1997","02","04",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra.","-47.109167","-22.829167",NA,"Arvoreta com 5m de alt, frutos imaturos verdes.","UEC108963","UEC108963",NA,NA,NA,NA,NA,NA,"-47.109167","-22.829167",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:39:34-03","UNICAMP","UEC","108272","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Grombone-Guaratini, MT","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","183","1996","11","19",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra.","-47.109167","-22.831667",NA,"Arvoreta com 5m de altura, botões jovens.","UEC108949","UEC108949",NA,NA,NA,NA,NA,NA,"-47.109167","-22.831667",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:39:34-03","UNICAMP","UEC","108404","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Grombone-Guaratini, MT","Grombone-Guaratini, MT; Galvão, JC; Belinello, R","183","1996","11","19",NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra.","-47.109167","-22.831667",NA,"Arvoreta com 5m de altura, botões jovens.","UEC108954","UEC108954",NA,NA,NA,NA,NA,NA,"-47.109167","-22.831667",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:39:34-03","UNICAMP","UEC","170511","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Silveira, MF","Garcia, LC","167","2008","06","19",NA,"Brazil","São Paulo","Campinas","Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira.","-47.550233","-23.3923",NA,"Árvore de 9 m, vegetativo.; Mata Atlântica. Floresta Estacional Semidecídua.","UEC010224","UEC010224","711","711",NA,NA,NA,NA,"-47.550233","-23.3923",NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:39:34-03","UNICAMP","UEC","171311","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Santos, K","Santos, K; Belinello, R","2856","2000","07","06",NA,"Brazil","São Paulo","Itatiba","Mata da Fazenda Malabar - mata da torre (fragmento P4; área total: 12,5ha.","-46.883333","-22.916667",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira pesada; altura total: 7m; altura fuste: 4m; PAP: 45cm. 01-25% da copa infestada por lianas.; Floresta estacional semidecidual.","UEC073151","UEC073151","808","808",NA,NA,NA,NA,"-46.883333","-22.916667",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:39:34-03","UNICAMP","UEC","171038","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Santos, K; Belinello, R","2252","2000","06","16",NA,"Brazil","São Paulo","Campinas","Mata da Fazenda Santa Helena (Fragmento P1).","-46.54","-22.54",NA,"Árvore perenifólia 4m alt. Zoocórica. Córtex rugoso. Madeira pesada. Fuste 1,6m alt. PAP: 17cm.; Floresta estacional semidecidual.","UEC073203","UEC073203",NA,NA,NA,NA,NA,NA,"-46.54","-22.54",NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:39:34-03","UNICAMP","UEC","171036","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Santos, K; Belinello, R","838","1999","12","21",NA,"Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira (Área C3).","-46.55","-22.49",NA,"Árvore perenifólia 15m alt. Zoocórica. Córtex rugoso. Madeira pesada. Fuste 8m alt. PAP: 133cm. 1-25% da copa infestada por lianas.; Floresta estacional semidecidual.","UEC073185","UEC073185",NA,NA,NA,NA,NA,NA,"-46.55","-22.49",NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:39:34-03","UNICAMP","UEC","171037","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Santos, K; Belinello, R","4118","2001","09","13",NA,"Brazil","São Paulo","Campinas","Mata da Fazenda Recreio (Fragmento G2).","-46.56","-22.45",NA,"Árvore perenifólia 8m alt. Zoocórica. Córtex rugoso. Madeira pesada. Fuste 1,2m alt. PAP: 27cm. 1-25% da copa infestada por lianas.; Floresta estacional semidecidual.","UEC073201","UEC073201",NA,NA,NA,NA,NA,NA,"-46.56","-22.45",NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:39:34-03","UNICAMP","UEC","171308","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Santos, K","Santos, K; Belinello, R","1947","2000","06","10",NA,"Brazil","São Paulo","Campinas","Mata da Fazenda Santa do Atalaia (Fradmento M4); área total: 25,2ha.","-46.883333","-22.8",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira pesada; altura total: 12m; altura do fuste: 6m; PAP: 70cm. 1-25% da copa infestada de lianas.; Floresta estacional semidecidual.","UEC073160","UEC073160","733","733",NA,NA,NA,NA,"-46.883333","-22.8",NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:39:34-03","UNICAMP","UEC","171309","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Santos, K","Santos, K; Belinello, R","3049","2000","08","16",NA,"Brazil","São Paulo","Campinas","Mata da fazenda Capoeira Grande (Fragmento M1). área total 19.9ha.","-46.9","-22.866667",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira pesada; altura total 10m., altura do fuste 3m., PAP 59cm. 26-50% da copa infestada por lianas.; Floresta estacional semidecidual, no sub-bosque.","UEC073154","UEC073154","885","885",NA,NA,NA,NA,"-46.9","-22.866667",NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:39:34-03","UNICAMP","UEC","171310","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Santos, K","Santos, K; Belinello, R","1174","2000","04","17",NA,"Brazil","São Paulo","Campinas","Mata do Macuco (Fragmento G1); área total 41.8ha.","-46.933333","-22.783333",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira pesada; altura total 7m., alt. do fuste 2m., PAP 16cm.; Floresta estacional semidecidual, no sub-bosque.","UEC073153","UEC073153","739","739",NA,NA,NA,NA,"-46.933333","-22.783333",NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:39:34-03","UNICAMP","UEC","171315","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Santos, K","Santos, K; Belinello, R","357","1999","07","27",NA,"Brazil","São Paulo","Campinas","Mata Furnas (Fragmento P2); área total 13,2ha.","-47","-22.783333",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira pesada; altura total: 5m; altura do fuste: 2m; PAP: 37cm. 1-25% da copa infestada por lianas.; Floresta estacional semidecidual.","UEC073158","UEC073158","658","658",NA,NA,NA,NA,"-47","-22.783333",NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:39:34-03","UNICAMP","UEC","171316","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Santos, K","Santos, K; Belinello, R","994","2000","01","25",NA,"Brazil","São Paulo","Campinas","Mata Ribeirão Cachoeira (Área C1); área total 244,9ha.","-46.916667","-22.816667",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira pesada; altura total: 12m; altura do fuste: 1,6m; PAP: 90cm.; Floresta estacional semidecidual.","UEC073156","UEC073156","653","653",NA,NA,NA,NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:39:34-03","UNICAMP","UEC","171318","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Santos, K","Santos, K; Belinello, R","916","1999","12","27",NA,"Brazil","São Paulo","Campinas","Mata ribeirão cachoeira (área C2). área total 244.9ha.","-46.916667","-22.816667",NA,"Árvore perenifólia, zoocórica; córtex rugoso, madeira pesada; altura total 9m., altura do fuste 7m., PAP 39cm. 76-100% da copa infestada por lianas.; Floresta estacional semidecidual, no sub-bosque.","UEC073157","UEC073157","660","660",NA,NA,NA,NA,"-46.916667","-22.816667",NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:39:34-03","UNICAMP","UEC","188893","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","247","2015","02","09",NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.99","-24.064167",NA,"Árvore, 5 m de altura e 8 cm de DAP; Floresta Ombrófila Densa","UEC119488","UEC119488","800","800",NA,NA,NA,NA,"-47.99","-24.064167",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:39:34-03","UNICAMP","UEC","23591","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Heringer, EP; Figueiras, TS; Mendonça, RC; Pereira, BAS; Salles, AEH; Chagas e Silva, F","2949","1979","12","18",NA,"Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9296989440918","-15.7797002792358",NA,"Árvore com 8m de alt, folhas glabras, flores e botões florais, alvas, as primeiras agradavelmente perfumadas.; Mata.","UEC108960","UEC108960",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"78","2021-03-01 16:39:34-03","UNICAMP","UEC","23584","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Heringer, EP; Filgueiras, TS; Medonça, RC; Pereira, BAS; Salles, AEH; Chagas e Silva, F; Silv","2950","1979","12","18",NA,"Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9296989440918","-15.7797002792358",NA,"Árvore com mais ou menos 8 m de alt, folhas glabras; botões florais alvos.; mata.","UEC108958","UEC108958",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"79","2021-03-01 16:39:34-03","UNICAMP","UEC","135809","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Jung-Mendaçolli, SL","Simões, AO; Singer, RB; Matsumoto, K; Belinello, R","564","1998","10","13",NA,"Brazil","Minas Gerais","Carrancas","Serra do Moleque, mata na descida da Serra.","-44.6425018310547","-21.4874992370605",NA,"Árvore, 5-6m, botões esverdeados. Em beira de mata.","UEC108946","UEC108946","1100","1100",NA,NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"80","2021-03-01 16:39:34-03","UNICAMP","UEC","22888","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Leitão Filho, HF; Martins, A; et al.","12030","1980","12","11",NA,"Brazil","Minas Gerais","Lavras","Polo, cerca de 3 Km da Reserva Biologica. Poço - Bonito.","-44.999698638916","-21.2453002929688",NA,"Árvore até 5 m de alt, flores branco creme.; Em mata ciliar da Faz.","UEC108947","UEC108947",NA,NA,NA,NA,NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA
"81","2021-03-01 16:39:34-03","UNICAMP","UEC","22699","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Leitão Filho, HF; Shepherd, GJ; Martins, FR; et al.","11875","1980","12","09",NA,"Brazil","Minas Gerais","Lavras","Próximo a Cidade.","-44.999698638916","-21.2453002929688",NA,"Arvoreta até 3 m de alt, flores brancas. Em mata de encosta.; Em cerrado.","UEC108957","UEC108957",NA,NA,NA,NA,NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA
"82","2021-03-01 16:39:34-03","UNICAMP","UEC","45465","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Leitão Filho, HF","Weyland Vieira, MC","830","1985","11","19",NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa.","-46.3675003051758","-21.3264007568359",NA,"Árvore. Botões verdes.","UEC108952","UEC108952",NA,NA,NA,"1985","11","22",NA,NA,"16667","auto",NA,NA,NA,NA,NA
"83","2021-03-01 16:39:34-03","UNICAMP","UEC","167732","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Martins, FR","Weiser, VL","344","2004","02","14",NA,"Brazil","São Paulo","Bauru","Jardim Botânico Municipal de Bauru, Trilha para Antiga Raia, Parcela 28, Forófito 857.&nf;Cerradão.","-49.060001373291","-22.3099994659424",NA,"Árvore ca. 6 m alt.; DAP = 5 cm. Folhas simples, opostas e glabras. Flores cremes reunidas em inflorescência.","UEC091827","UEC091827",NA,NA,NA,"2006","06","06",NA,NA,"29186","auto",NA,NA,NA,NA,NA
"84","2020-02-10 17:56:57-03","UNICAMP","UEC","070826","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Delprete, PG","Santin, DA; Bertani, DF","33566","1994","09","13",NA,"Brazil","São Paulo","Campinas","Bosque São José.","-47.060001373291","-22.8999996185303",NA,NA,"UEC108944","UEC108944",NA,NA,NA,"1999",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"85","2021-03-01 16:39:34-03","UNICAMP","UEC","115499","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Cielo-Filho, R","Cielo-Filho, R; Batista, ER","93","1999","12","03",NA,"Brazil","São Paulo","Campinas","Disrtrito de Sousas, Mata Ribeirão Cachoeira (condomínio colinas do Atibaia).","-47.060001373291","-22.8999996185303",NA,"Árvore de aproximadamente 7m de alt, flores em botão verde claro, casca lisa.","UEC108951","UEC108951",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"86","2021-03-01 16:39:34-03","UNICAMP","UEC","114968","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Cielo-Filho, R","Cielo-Filho, R; Batista, ER","95","1999","12","21",NA,"Brazil","São Paulo","Campinas","Distrito de Sousas, Mata ribeirão Cachoeira (C0ndominio Colinas do Atibaia).","-47.060001373291","-22.8999996185303",NA,"Árvore de aproximadamente 7m, casca lisa, flores creme de odor agradável.","UEC108950","UEC108950",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"87","2021-03-01 16:39:34-03","UNICAMP","UEC","118330","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Jung-Mendaçolli, SL","Cielo-Filho, R; Cielo-Filho, R","279","2000","12","08",NA,"Brazil","São Paulo","Campinas","Distrito de Sousas, mata Ribeirão Cachoeira. (condomínio Colinas Do Atibaia.","-47.060001373291","-22.8999996185303",NA,"Árvore de apr 12 m de alt, casca fissurada, flores brancas de odor agradável.","UEC108959","UEC108959",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"88","2019-08-20 10:24:35-03","UNICAMP","UEC","60744","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","218","1984",NA,NA,NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra.","-47.060001373291","-22.8999996185303",NA,NA,"UEC104673","UEC104673",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"89","2019-08-20 10:24:35-03","UNICAMP","UEC","60745","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.",NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","4293","1984",NA,NA,NA,"Brazil","São Paulo","Campinas","Reserva Municipalde Santa Genebra.","-47.060001373291","-22.8999996185303",NA,NA,"UEC104674","UEC104674",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"90","2021-03-01 16:39:34-03","UNICAMP","UEC","97686","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Santos, K","Santos, K","182","1996","12","11",NA,"Brazil","São Paulo","Campinas","Sub distrito de Sousas.","-47.060001373291","-22.8999996185303",NA,"Beira de Riacho. Árvore de 11m de alt, PAP 67cm. Vários individuos próximos. Flores brancas.; Floresta Estacional Semideciola.","UEC108956","UEC108956",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"91","2021-03-01 16:39:34-03","UNICAMP","UEC","120976","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","gardneriana","Ixora gardneriana","Benth.","Jung-Mendaçolli, SL","Hoehne, FC","179","2001","05","25",NA,"Brazil","São Paulo","São Paulo","Parque do Estado Alto do Viveiro das Orchidaceas, defronte da Pic. C. Velloso.","-46.6300010681152","-23.5400009155273",NA,"Planta viva Nº 179.","UEC108961","UEC108961",NA,NA,NA,"2001","05","25",NA,NA,"53584","auto",NA,NA,NA,NA,NA
"92","2021-03-01 16:39:34-03","UNICAMP","UEC","133523","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","Urbanetz, C","Urbanetz, C; Mariuza; Domingos; Lelo","229","2003","11","18",NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha da Vitória.","-47.916667","-24.883333",NA,"Arvoreta de 4m, flores brancas.","UEC105637","UEC105637","30","155",NA,NA,NA,NA,"-47.916667","-24.883333",NA,NA,NA,NA,NA,NA,NA
"93","2021-03-01 16:39:34-03","UNICAMP","UEC","13984","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","Delprete, PG","Davis, PH; Shepherd, GJ; M.; et al.","59883","1976","08","22",NA,"Brazil","São Paulo",NA,"Between Ubatuba and Caraguatatuba.",NA,NA,NA,"10. m. Rain forest (secondary). Small tree. Pedicels red in fruit.","UEC108975","UEC108975",NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:39:34-03","UNICAMP","UEC","146731","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Ixora","heterodoxa","Ixora heterodoxa","Müll.Arg.","Arzolla, FARDP","Arzolla, FARDP; Paula, GCR; Vilela, FESP; Santos, JR; Nunes, CS; Gregorato, V","1034","2007","01","23",NA,"Brazil","São Paulo","São Paulo","Parque Estadual da Cantareira, Estrada da Cuca, Floresta Ombrófila Montana, estádio médio de regeneração.","-46.640472","-23.44825",NA,"Árvore, 5m de alt, com frutos imaturos.","UEC108971",NA,"850","850",NA,"2007","02","08","-46.640472","-23.44825",NA,NA,NA,NA,NA,NA,NA
