"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount"
"16","2015-09-04 15:51:25-03","MNHN","RECOLNAT_MNHN_P","P04610205","PreservedSpecimen",NA,NA,NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F. Guim. & Fontella-Pereira",NA,"Harley, R.M.|Pinheiro, R.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.",NA,"1974","2","28",NA,"Brasil","Bahia",NA,"Serra da Jacobina, W. of Estiva, ca. 12km N. of Senhor do Bonfim on the BA 130 to Juazeiro. Upper W. facing slopes of serra to the summit with television mast.","-40.25","-10.3","1100",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04610205' target='other'> <mi>dwc_moreinfo</mi></a>","P04610205","P04610205_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16543",NA
"17","2015-08-13 05:50:00-03","MO","MOBOT","100265491","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F. Guim. & Fontella","Zappi","R.M. Harley|et al.","Harley 16543","1974","2","28","South America","Brazil","Bahia",NA,"Serra da Jacobina, W. of Estiva, ca 12 km N of Senhor do Bonfim on the BA 130 to Juazeiro. Upper W facing slopes of serra to the summit with television mast. Dry metamorphic rocks, burnt over scrub and damp woodland in rocky declivities.","-40.25","-10.3","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"18","2015-08-13 05:50:00-03","MO","MOBOT","100265491","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F. Guim. & Fontella","Zappi","R.M. Harley|et al.","Harley 16543","1974","2","28","South America","Brazil","Bahia",NA,"Serra da Jacobina, W. of Estiva, ca 12 km N of Senhor do Bonfim on the BA 130 to Juazeiro. Upper W facing slopes of serra to the summit with television mast. Dry metamorphic rocks, burnt over scrub and damp woodland in rocky declivities.","-40.25","-10.3","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"19","2020-09-12 05:00:02-03","US","US","3584719","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F. Guim. & Fontella",NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro","16543","1974","2","28","South America - Neotropics","Brazil","Bahia",NA,"Serra da Jacobina, W. of Estiva, ca. 12km. N. of Senhor do Bonfim on the BA 130 to Juazeiro. Upper W. facing slopes of serra to the summit with television mast.","-40.25","-10.3","1100",NA,NA,NA,"US03160166","US03160166_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"20","2020-09-12 05:00:02-03","US","US","3584719","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F. Guim. & Fontella",NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro","16543","1974","2","28","South America - Neotropics","Brazil","Bahia",NA,"Serra da Jacobina, W. of Estiva, ca. 12km. N. of Senhor do Bonfim on the BA 130 to Juazeiro. Upper W. facing slopes of serra to the summit with television mast.","-40.25","-10.3","1100",NA,NA,NA,"US03160166","US03160166_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"21","2019-11-13 11:23:42-03","USP","SPF","205002","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","Zappi, DC","Harley, RM","16543","1974","02","28",NA,"Brasil","Bahia",NA,"Serra da Jacobina","-40.25","-10.3","1100","1100",NA,NA,"SPF00205002",NA,"2010",NA,"-40.25","-10.3",NA,NA,NA,NA,NA,NA,NA
"22","2019-11-13 11:23:42-03","USP","SPF","36637","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","Zappi, DC","Lewis, GP","CFCR7637","1984","12","26",NA,"Brasil","Bahia","Senhor do Bonfim","Serra de Santana","-40.1893997192383","-10.4614000320435",NA,NA,NA,NA,"SPF00036637",NA,"1985",NA,NA,NA,NA,NA,"27716","auto",NA,NA,NA
"23","2019-11-13 11:23:42-03","USP","SPF","205002","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","Zappi, DC","Harley, RM","16543","1974","02","28",NA,"Brasil","Bahia",NA,"Serra da Jacobina","-40.25","-10.3","1100","1100",NA,NA,"SPF00205002",NA,"2010",NA,"-40.25","-10.3",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-13 11:23:42-03","USP","SPF","36637","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","Zappi, DC","Lewis, GP","CFCR7637","1984","12","26",NA,"Brasil","Bahia","Senhor do Bonfim","Serra de Santana","-40.1893997192383","-10.4614000320435",NA,NA,NA,NA,"SPF00036637",NA,"1985",NA,NA,NA,NA,NA,"27716","auto",NA,NA,NA
"25","2019-10-07 09:13:57-03","UEFS","HUEFS","110148","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Barreto, V.","120","2005","09","11",NA,"Brasil","Bahia","Senhor do Bonfim","Carrapichel - Serra de Santana.","-40.2","-10.366667",NA,NA,NA,"Herbáceae - arbustiva. Rupícola.","HUEFS0110148","HUEFS0110148","2006","09","40W12'","10S22'","Asteranae",NA,NA,NA,NA,NA,NA
"26","2019-10-07 09:13:57-03","UEFS","HUEFS","111806","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Andrade-Lima, D.de","74","1974","03","03",NA,"Brasil","Bahia","Senhor do Bonfim","Bonfim.","-40.2","-10.366667",NA,NA,NA,NA,"HUEFS0111806","HUEFS0111806","2006","09","40W12'","10S22'","Asteranae",NA,NA,NA,NA,NA,NA
"27","2019-10-07 09:13:56-03","UEFS","HUEFS","84516","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Queiroz, L.P.de","9354","2004","07","28",NA,"Brasil","Bahia","Rui Barbosa","Serra do Orobó. Encosta da Serra. Transição cerrado-campo rupestre.","-40.475556","-12.314444","700","700",NA,"Vegetação arbustiva sobre solo arenoso. Campo rupestre.","HUEFS0084516","HUEFS0084516","2005","10","40W28'32''","12S18'52''","Asteranae",NA,NA,NA,NA,NA,NA
"28","2019-10-07 09:13:56-03","UEFS","HUEFS","85567","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Queiroz, L.P.de","9497","2004","09","04",NA,"Brasil","Bahia","Rui Barbosa","Serra do Orobó.","-40.480833","-12.3125","1001","1001",NA,NA,"HUEFS0085567","HUEFS0085567","2005","10","40W28'51''","12S18'45''","Asteranae",NA,NA,NA,NA,NA,NA
"29","2019-10-07 09:13:56-03","UEFS","HUEFS","97828","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Cardoso, D.","662","2005","07","12",NA,"Brasil","Bahia","Senhor do Bonfim","Serra de Santana.","-40.207778","-10.375278","818","818",NA,"Campo rupestre. Solo arenoso com afloramentos de quartzito.","HUEFS0097828","HUEFS0097828","2005","10","40W12'28''","10S22'31''","Asteranae",NA,NA,NA,NA,NA,NA
"30","2019-10-07 09:13:56-03","UEFS","HUEFS","98349","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Nunes, T.S.","1185","2005","07","28",NA,"Brasil","Bahia","Senhor do Bonfim","Alto da Serra de Santana.","-40.202222","-10.362778",NA,NA,NA,"Campo rupestre.","HUEFS0098349","HUEFS0098349","2005","10","40W12'8''","10S21'46''","Asteranae",NA,NA,NA,NA,NA,NA
"31","2019-10-07 09:13:56-03","UEFS","HUEFS","98618","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Souza, E.B.","1389","2005","07","27",NA,"Brasil","Bahia","Senhor do Bonfim","Trilha para a Serra a partir de Carrapichel.","-40.205278","-10.370833","916","916",NA,"Pico quartzítico.","HUEFS0098618","HUEFS0098618","2005","10","40W12'19''","10S22'15''","Asteranae",NA,NA,NA,NA,NA,NA
"32","2019-10-07 09:13:56-03","UEFS","HUEFS","99478","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Souza-Silva, R.F.","30","2005","06","25",NA,"Brasil","Bahia","Jaguarari","Serra dos Morgados. Beira de estrada.","-40.216667","-10.133333",NA,NA,NA,NA,"HUEFS0099478","HUEFS0099478","2005","10","40W13'","10S8'","Asteranae",NA,NA,NA,NA,NA,NA
"33","2019-10-07 09:13:56-03","UEFS","HUEFS","64057","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella",NA,"Lewis, G.P.","CFCR7637","1984","12","26",NA,"Brasil","Bahia","Senhor do Bonfim","Serra de Santana.","-40.1893997192383","-10.4614000320435","650","900",NA,NA,"HUEFS0064057","HUEFS0064057",NA,NA,NA,NA,"Asteranae",NA,"27716","auto",NA,NA,NA
"34","2019-10-07 09:13:57-03","UEFS","HUEFS","110148","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Barreto, V.","120","2005","09","11",NA,"Brasil","Bahia","Senhor do Bonfim","Carrapichel - Serra de Santana.","-40.2","-10.366667",NA,NA,NA,"Herbáceae - arbustiva. Rupícola.","HUEFS0110148","HUEFS0110148","2006","09","40W12'","10S22'","Asteranae",NA,NA,NA,NA,NA,NA
"35","2019-10-07 09:13:57-03","UEFS","HUEFS","111806","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Andrade-Lima, D.de","74","1974","03","03",NA,"Brasil","Bahia","Senhor do Bonfim","Bonfim.","-40.2","-10.366667",NA,NA,NA,NA,"HUEFS0111806","HUEFS0111806","2006","09","40W12'","10S22'","Asteranae",NA,NA,NA,NA,NA,NA
"36","2019-10-07 09:13:56-03","UEFS","HUEFS","84516","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Queiroz, L.P.de","9354","2004","07","28",NA,"Brasil","Bahia","Rui Barbosa","Serra do Orobó. Encosta da Serra. Transição cerrado-campo rupestre.","-40.475556","-12.314444","700","700",NA,"Vegetação arbustiva sobre solo arenoso. Campo rupestre.","HUEFS0084516","HUEFS0084516","2005","10","40W28'32''","12S18'52''","Asteranae",NA,NA,NA,NA,NA,NA
"37","2019-10-07 09:13:56-03","UEFS","HUEFS","85567","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Queiroz, L.P.de","9497","2004","09","04",NA,"Brasil","Bahia","Rui Barbosa","Serra do Orobó.","-40.480833","-12.3125","1001","1001",NA,NA,"HUEFS0085567","HUEFS0085567","2005","10","40W28'51''","12S18'45''","Asteranae",NA,NA,NA,NA,NA,NA
"38","2019-10-07 09:13:56-03","UEFS","HUEFS","97828","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Cardoso, D.","662","2005","07","12",NA,"Brasil","Bahia","Senhor do Bonfim","Serra de Santana.","-40.207778","-10.375278","818","818",NA,"Campo rupestre. Solo arenoso com afloramentos de quartzito.","HUEFS0097828","HUEFS0097828","2005","10","40W12'28''","10S22'31''","Asteranae",NA,NA,NA,NA,NA,NA
"39","2019-10-07 09:13:56-03","UEFS","HUEFS","98349","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Nunes, T.S.","1185","2005","07","28",NA,"Brasil","Bahia","Senhor do Bonfim","Alto da Serra de Santana.","-40.202222","-10.362778",NA,NA,NA,"Campo rupestre.","HUEFS0098349","HUEFS0098349","2005","10","40W12'8''","10S21'46''","Asteranae",NA,NA,NA,NA,NA,NA
"40","2019-10-07 09:13:56-03","UEFS","HUEFS","98618","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Souza, E.B.","1389","2005","07","27",NA,"Brasil","Bahia","Senhor do Bonfim","Trilha para a Serra a partir de Carrapichel.","-40.205278","-10.370833","916","916",NA,"Pico quartzítico.","HUEFS0098618","HUEFS0098618","2005","10","40W12'19''","10S22'15''","Asteranae",NA,NA,NA,NA,NA,NA
"41","2019-10-07 09:13:56-03","UEFS","HUEFS","99478","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","E.B.Miranda","Souza-Silva, R.F.","30","2005","06","25",NA,"Brasil","Bahia","Jaguarari","Serra dos Morgados. Beira de estrada.","-40.216667","-10.133333",NA,NA,NA,NA,"HUEFS0099478","HUEFS0099478","2005","10","40W13'","10S8'","Asteranae",NA,NA,NA,NA,NA,NA
"42","2019-10-07 09:13:56-03","UEFS","HUEFS","64057","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella",NA,"Lewis, G.P.","CFCR7637","1984","12","26",NA,"Brasil","Bahia","Senhor do Bonfim","Serra de Santana.","-40.1893997192383","-10.4614000320435","650","900",NA,NA,"HUEFS0064057","HUEFS0064057",NA,NA,NA,NA,"Asteranae",NA,"27716","auto",NA,NA,NA
"43","2018-04-04 16:36:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii",NA,"RRC ID Flag","G. P. Lewis","7637",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"7637",NA
"44","2015-03-07 08:22:53-03","F","FMNH-SEEDPLANTS","V0197280F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0197280F","V0197280F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"45","2015-03-07 08:22:53-03","F","FMNH-SEEDPLANTS","V0197281F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0197281F","V0197281F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"46","2018-04-04 16:36:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii",NA,"RRC ID Flag","G. P. Lewis","7637",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"7637",NA
"47","2015-03-07 08:22:53-03","F","FMNH-SEEDPLANTS","V0197280F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0197280F","V0197280F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"48","2015-03-07 08:22:53-03","F","FMNH-SEEDPLANTS","V0197281F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0197281F","V0197281F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
