"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","590694","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","D. C. Zappi","G. P. Lewis","7637","1984","12","26","South America","Brazil","Bahia","Senhor do Bonfim","Serra de Santana","-40.1892","-10.4617","650","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=44135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590694","NY00590694_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1183795","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","D. C. Zappi","R. M. Harley","16543","1974","02","28","South America","Brazil","Bahia",NA,"Serra da Jacobina, W. of Estiva, ca. 12km. N. of Senhor do Bonfim on the BA 130 to Juazeiro. Upper W. facing slopes of serra to the summit with television mast","-40.25","-10.3","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453631' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183795","NY01183795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","590694","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","D. C. Zappi","G. P. Lewis","7637","1984","12","26","South America","Brazil","Bahia","Senhor do Bonfim","Serra de Santana","-40.1892","-10.4617","650","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=44135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590694","NY00590694_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1183795","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","D. C. Zappi","R. M. Harley","16543","1974","02","28","South America","Brazil","Bahia",NA,"Serra da Jacobina, W. of Estiva, ca. 12km. N. of Senhor do Bonfim on the BA 130 to Juazeiro. Upper W. facing slopes of serra to the summit with television mast","-40.25","-10.3","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453631' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183795","NY01183795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2019-10-09 11:18:24-03","UFBA","ALCB","102569","PreservedSpecimen","Plantae","Dicotyledon",NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","Brandão, EKS","Roque, N; Alunos de Botânica III","3428","2011","11","19","Southern America","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Estrada Araújo para a Serra do Tombador","-40.695","-11.241111","950","950",NA,"1m de alt. Folhas discolores. Sépalas verde-vináceas. Corola rósea com lacíneas alvas. Frutos verdes com ápice vináceo.","ALCB008517","ALCB008517","2015","11","-40.695","-11.241111",NA,NA,NA,NA,NA,NA,NA
"6","2019-10-09 11:18:24-03","UFBA","ALCB","102569","PreservedSpecimen","Plantae","Dicotyledon",NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","Brandão, EKS","Roque, N; Alunos de Botânica III","3428","2011","11","19","Southern America","Brasil","Bahia","Jacobina","Piemonte da Diamantina, Estrada Araújo para a Serra do Tombador","-40.695","-11.241111","950","950",NA,"1m de alt. Folhas discolores. Sépalas verde-vináceas. Corola rósea com lacíneas alvas. Frutos verdes com ápice vináceo.","ALCB008517","ALCB008517","2015","11","-40.695","-11.241111",NA,NA,NA,NA,NA,NA,NA
"7","2020-02-08 09:21:42-03","NBC","NL-BOTANY","WAG.1061474","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","Fernández Casas FJ","Lewis GP; Mello-Silva R de; Pirani JR; Furlan A; Harley RM",NA,"1984","12","26","Southern America","Brazil","Bahía",NA,"Senhor do Bonfim, Serra de Santana.","-40.25","-10.45",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1061474 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1061474","NL-WAG1061474",NA,NA,"-40.25","-10.45","Magnoliopsidae","WAG0322641",NA,NA,NA,NA,NA
"8","2020-02-08 09:21:42-03","NBC","NL-BOTANY","WAG.1061474","PreservedSpecimen","Plantae",NA,"Gentianales","Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F.Guim. & Fontella","Fernández Casas FJ","Lewis GP; Mello-Silva R de; Pirani JR; Furlan A; Harley RM",NA,"1984","12","26","Southern America","Brazil","Bahía",NA,"Senhor do Bonfim, Serra de Santana.","-40.25","-10.45",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1061474 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1061474","NL-WAG1061474",NA,NA,"-40.25","-10.45","Magnoliopsidae","WAG0322641",NA,NA,NA,NA,NA
"9","2019-02-15 11:44:28-02","IPA","IPA","29928","S","Plantae","Plantae",NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F. Guim. & Fontella-Pereira","Miranda, A.M.","Andrade-Lima","74-7711","1974","03","03","Southern America","Brasil","Bahia","Senhor do Bonfim",NA,"-40.1893997192383","-10.4614000320435",NA,NA,NA,NA,"IPA0029928",NA,"2008","03",NA,NA,NA,NA,"27716","auto",NA,NA,NA
"10","2019-02-15 11:44:28-02","IPA","IPA","29803","S","Plantae","Plantae",NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F. Guim. & Fontella-Pereira","Alcântara, H.","Andrade-Lima","74-7575","1974","03","03","Southern America","Brasil","Bahia","Bonfim",NA,NA,NA,NA,NA,NA,NA,"IPA0029803","IPA0029803","2004","03",NA,NA,NA,NA,NA,NA,"07",NA,NA
"11","2019-02-15 11:44:28-02","IPA","IPA","29928","S","Plantae","Plantae",NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F. Guim. & Fontella-Pereira","Miranda, A.M.","Andrade-Lima","74-7711","1974","03","03","Southern America","Brasil","Bahia","Senhor do Bonfim",NA,"-40.1893997192383","-10.4614000320435",NA,NA,NA,NA,"IPA0029928",NA,"2008","03",NA,NA,NA,NA,"27716","auto",NA,NA,NA
"12","2019-02-15 11:44:28-02","IPA","IPA","29803","S","Plantae","Plantae",NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F. Guim. & Fontella-Pereira","Alcântara, H.","Andrade-Lima","74-7575","1974","03","03","Southern America","Brasil","Bahia","Bonfim",NA,NA,NA,NA,NA,NA,NA,"IPA0029803","IPA0029803","2004","03",NA,NA,NA,NA,NA,NA,"07",NA,NA
"13","2020-12-21 16:31:47-03","MBM","MBM","138972","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F. Guim. & Fontella","Zappi, D.C.","Lewis, G.P.; et al.; et al.","7637",NA,NA,NA,"Southern America","Brazil","Bahia","Senhor do Bonfim","Serra de Santana","-40.1893997192383","-10.4614000320435",NA,NA,NA,NA,"MBM138972","MBM138972",NA,NA,NA,NA,NA,NA,"27716","auto",NA,NA,NA
"14","2020-12-21 16:31:47-03","MBM","MBM","138972","PreservedSpecimen","Plantae",NA,NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F. Guim. & Fontella","Zappi, D.C.","Lewis, G.P.; et al.; et al.","7637",NA,NA,NA,"Southern America","Brazil","Bahia","Senhor do Bonfim","Serra de Santana","-40.1893997192383","-10.4614000320435",NA,NA,NA,NA,"MBM138972","MBM138972",NA,NA,NA,NA,NA,NA,"27716","auto",NA,NA,NA
"15","2015-09-04 15:51:25-03","MNHN","RECOLNAT_MNHN_P","P04610205","PreservedSpecimen",NA,NA,NA,"Loganiaceae","Spigelia","kuhlmannii","Spigelia kuhlmannii","E.F. Guim. & Fontella-Pereira",NA,"Harley, R.M.|Pinheiro, R.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.",NA,"1974","2","28",NA,"Brasil","Bahia",NA,"Serra da Jacobina, W. of Estiva, ca. 12km N. of Senhor do Bonfim on the BA 130 to Juazeiro. Upper W. facing slopes of serra to the summit with television mast.","-40.25","-10.3","1100",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04610205' target='other'> <mi>dwc_moreinfo</mi></a>","P04610205","P04610205_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16543",NA
