"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","imagecode","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","relatedCatalogItem","sex"
"49","2020-06-18 10:55:20-03","UFRRJ","RBR","38450","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","D.M. Braz; A.H.N. Souza, J.C.R. Moraes","2009","09","04",NA,"Brasil",NA,NA,NA,"RBR00038450",NA,NA,"Vell.","282",NA,"D.M. Braz","Rio de Janeiro","Paracambi","Nas proximidades da entrada da trilha principal. Parque Natural Municipal do Curió","-43.7092018127441","-22.6107997894287",NA,NA,"13366","auto","2009",NA,"09","04",NA,NA,NA,NA,NA,NA,NA
"50","2020-06-18 10:55:20-03","UFRRJ","RBR","38449","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","D.M. Braz; A.H.N. Souza","2010","11","29",NA,"Brasil",NA,NA,NA,"RBR00038449",NA,NA,"Vell.","336",NA,"D.M. Braz","Rio de Janeiro","Paracambi","Trilha principal. Parque Natural Municipal do Curió","-43.7092018127441","-22.6107997894287",NA,NA,"13366","auto","2010",NA,"11","29",NA,NA,NA,NA,NA,NA,NA
"51","2020-06-18 10:55:20-03","UFRRJ","RBR","38452","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","D.M. Braz; A.H.N. Souza","2010","09","13",NA,"Brasil",NA,NA,NA,"RBR00038452",NA,NA,"Vell.","327",NA,"D.M. Braz","Rio de Janeiro","Paracambi","Ao longo da trilha principal. Parque Natural Municipal do Curió","-43.7092018127441","-22.6107997894287",NA,NA,"13366","auto","2010",NA,"09","13",NA,NA,NA,NA,NA,NA,NA
"52","2020-06-29 09:28:59-03","UFRRJ","RBR","1536","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","H. Monteiro","1935","08","00",NA,"Brasil",NA,NA,NA,"RBR00001536",NA,NA,"Vell.","1207","RBR00001536","D.M. Braz","Rio de Janeiro","Rio de Janeiro","Mata da Tijuca, Mata da Tijuca, às margens da Estrada, pelos alunos da Escola Nacional de Agronomia","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2006",NA,"08","31",NA,NA,NA,NA,NA,NA,NA
"53","2020-06-18 10:55:20-03","UFRRJ","RBR","37907","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","D.M. Braz","2011","07","15",NA,"Brasil",NA,NA,NA,"RBR00037907",NA,NA,"Vell.","373",NA,"D.M. Braz","Rio de Janeiro","Paracambi","Na margem da trilha dos escravos. Parque Natural Municipal do Curió","-43.7092018127441","-22.6107997894287",NA,NA,"13366","auto","2011",NA,"07","15",NA,NA,NA,NA,NA,NA,NA
"54","2020-06-29 09:28:59-03","UFRRJ","RBR","33068","S","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","D.A. Folli","1999","06","23",NA,"Brasil",NA,NA,NA,"RBR00033068",NA,NA,"Vell.","3444","RBR00033068","D.M. Braz","Espírito Santo","Linhares","Reserva Florestal de Linhares, estrada do Flamengo km 6,8, Trilha do Tatú Canastra.","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","1999",NA,"06","23",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:11:08-03","MBM","MBM","187103","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Amorim, M.A.; Santos, T.S.; Sant'Ana, S.C.; Jardim, J.G.; Jardim, E.B.;; Santos, T.S.; Sant'Ana, S.C.; Jardim, J.G.; Jardim, E.B.;","1992","12","14","Southern America","Brazil",NA,NA,"Folhas verdes levemente discolores; flores com cálice verde, corola amarela no botão e lilás após a ântese.; Orla da mata, volúvel.&nf;Mata higrofila sul baiana.","MBM187103",NA,NA,"Vell.","878","MBM187103","Wasshausen, D.C.","Bahia","Itacaré","Estrada para Taboquinhas.","-38.9967002868652","-14.2775001525879",NA,NA,"41230","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:11:08-03","MBM","MBM","219124","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Silva, J.M.; Poliquesi, C.B.; Barboza, E.; Poliquesi, C.B.; Barboza, E.","1997","09","11","Southern America","Brazil",NA,NA,"Ereta; flor lilás.; Floresta atlântica.","MBM219124",NA,NA,"Vell.","1965","MBM219124","Silva, M.G.","Paraná","Tunas","Parque das Lauráceas, Estrada para o parque, próximo a sede.",NA,NA,NA,NA,NA,NA,"2010",NA,"05","05",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:11:08-03","MBM","MBM","422717","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","2019","04","03","Southern America","Brazil",NA,NA,"Erva com 1,5 m de altura; flor magenta.; Floresta Ombrófila das Terras Baixas, em Mussununga.","MBM422717",NA,NA,"Vell.","3427",NA,"Barboza, E.","Espírito Santo","Linhares","Reserva Natural Vale","-40.065472","-19.162694","52","52",NA,NA,"2019",NA,"06","26","-40.065472","-19.162694",NA,NA,NA,NA,NA
"58","2020-12-21 16:11:08-03","MBM","MBM","174255","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Dombrowski, L.T.; Kuniyoshi, Y.S.; Kuniyoshi, Y.S.","1971","09","01","Southern America","Brazil",NA,NA,"Arbusto; frequnete.","MBM174255",NA,NA,"Vell.","3616","MBM174255","Silva, M.G.","Paraná","Morretes","Serra do Mar","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","2010",NA,"05","05",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:11:08-03","MBM","MBM","3890","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.","1967","03","20","Southern America","Brazil",NA,NA,"Flor lilás, interior do tubo alvacenta.; Interior da mata, encosta oriental da serra.","MBM003890",NA,NA,"Vell.","16209","MBM003890","Ezcurra, C.","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,"55154","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:11:08-03","MBM","MBM","15610","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.","1970","09","24","Southern America","Brazil",NA,NA,"Erva 50cm; flor lilás.; Mata pluvial; margens de rio.","MBM015610",NA,NA,"Vell.","24751","MBM015610","Wasshausen, D.C.","Paraná","Guaraqueçaba","Fazenda Abobreira","-48.3288993835449","-25.3066997528076",NA,NA,"37295","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:11:08-03","MBM","MBM","10120","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.","1968","08","14","Southern America","Brazil",NA,NA,"Subarbusto 35cm; flor lilás.; Mata pluvial, encosta de morro. Alt.: 100-200m.","MBM010120",NA,NA,"Vell.","19601","MBM010120","Ezcurra, C.","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","1968",NA,"08","14",NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:11:08-03","MBM","MBM","10109","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.","1968","08","07","Southern America","Brazil",NA,NA,"Subarbusto 50cm; flor lilás.; Interior da mata pluvial; vertente atlântica. Alt.: 300/500m.","MBM010109",NA,NA,"Vell.","19556","MBM010109","Ezcurra, C.","Paraná","Morretes","Estrada da Graciosa, Ferradura","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:11:08-03","MBM","MBM","32917","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.","1974","08","27","Southern America","Brazil",NA,NA,"Erva; flor lilás.; Interior da mata; encosta de morro.","MBM032917",NA,NA,"Vell.","34793","MBM032917","Ezcurra, C.","Paraná","Morretes","Estrada da Graciosa, Grota Funda.","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","1992",NA,"08","27",NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:11:08-03","MBM","MBM","36387","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.","1946","08","18","Southern America","Brazil",NA,NA,"Erva; flor violeta claro.; Mata higrophila.","MBM036387",NA,NA,"Vell.","345","MBM036387","Ezcurra, C.","Paraná","Morretes","Formigueiro","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:11:08-03","MBM","MBM","36516","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.","1957","08","25","Southern America","Brazil",NA,NA,"Erva 0,60m; flor lilás claro.; Mata higrofila.","MBM036516",NA,NA,"Vell.","4068","MBM036516","Hatschbach, G.","Paraná","Morretes","Grota Funda, Serra do Mar.","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:11:08-03","MBM","MBM","144837","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Ribas, O.S.; Brunner; Brunner","1991","09","01","Southern America","Brazil",NA,NA,"Erva 40cm; flor lilás.; Margem de caminho para o Pico Olimpo.","MBM144837",NA,NA,"Vell.","370","MBM144837","Wasshausen, D.C.","Paraná","Morretes","Marumbi","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:11:08-03","MBM","MBM","250282","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Kozera, C.; Kozera, O.P.; Kozera, O.P.","1999","08","07","Southern America","Brazil",NA,NA,"Herbácea; flores azuis, ca. 40cm.; Subosque; Floresta Ombrófila Densa de Encosta.","MBM250282",NA,NA,"Vell.","1142","MBM250282","Kozera, C.","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","1999",NA,"08",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:11:08-03","MBM","MBM","64868","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.; Kasper, A.; Kasper, A.","1979","09","13","Southern America","Brazil",NA,NA,"Terricola; flor lilás.; Mata pluvial, sombria.","MBM064868",NA,NA,"Vell.","42499","MBM064868","Ezcurra, C.","Paraná","Morretes","Rio Bromado","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:11:08-03","MBM","MBM","1186","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.; Guimarães, O.; Guimarães, O.","1966","09","13","Southern America","Brazil",NA,NA,"Erva 30cm; flor lilás.; Mata pluvial, vertente atlântica.","MBM001186",NA,NA,"Vell.","14708","MBM001186","Ezcurra, C.","Paraná","Morretes","Rio São João, Estrada Itupava.","-48.834400177002","-25.476900100708",NA,NA,"30514","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:11:08-03","MBM","MBM","76248","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.","1982","07","06","Southern America","Brazil",NA,NA,"Flor lilás.; Mata pluvial; encosta de morro.","MBM076248",NA,NA,"Vell.","44983","MBM076248",NA,"Paraná","Morretes","Rio Taquaral","-48.834400177002","-25.476900100708",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:11:08-03","MBM","MBM","237176","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Kuniyoshi, N.; Ziller, S.R.; Ziller, S.R.","1996","08","15","Southern America","Brazil",NA,NA,"Subarbusto; flores azuis.; Comum no interior da floresta aluvial; planicíe litorânea. Margem do rio.","MBM237176",NA,NA,"Vell.","5920","MBM237176","Kameyama, C.","Paraná","Paranaguá","Rio Cachoeirinha, Fazenda Herbert Barkman.","-48.5092010498047","-25.5200004577637",NA,NA,"24916","auto","2009",NA,"05","27",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:11:08-03","MBM","MBM","363465","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Farney, C.; Gomes, J.C.; Sá, R.C.; Gomes, J.C.; Sá, R.C.","2001","08","09","Southern America","Brazil",NA,NA,"Subarbusto frequente; folhas verdes discolores; flores lilás.; Floresta Estacional Semidecídua. Mata de esncosta. Alt.: 300m.","MBM363465",NA,NA,"Vell.","4377","MBM363465","Profice, S.R.","Rio de Janeiro","Arraial do Cabo","Ilha de Cabo Frio","-42.0278015136719","-22.966100692749",NA,NA,"25964","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:11:08-03","MBM","MBM","351037","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Farney, C.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Subarbusto ciófilo, cinzento; folhas verdes brilhante na face dorsal, face ventral vinácea; flores com sépalos alvos, pétalos arroxeados claros.; Solo humoso.","MBM351037",NA,NA,"Vell.","129","MBM351037",NA,"Rio de Janeiro","Saquarema","Serra da Pedra Branca","-42.5102996826172","-22.9200000762939",NA,NA,"17036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:11:08-03","MBM","MBM","420769","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","28","Southern America","Brazil",NA,NA,"Erva terrícola, interior de floresta.; Vegetação secundária média/avançada","MBM420769",NA,NA,"Vell.","4218",NA,"Mazziero, F.F.F.","Minas Gerais","Itueta",NA,"-41.105278","-19.393889","110","110",NA,NA,"2019",NA,"02","01","-41.105278","-19.393889",NA,NA,NA,NA,NA
"75","2020-12-21 16:11:08-03","MBM","MBM","201681","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.; Silva, J.M.; Deodato, F.; Silva, J.M.; Deodato, F.","1996","07","06","Southern America","Brazil",NA,NA,"Erva 35cm; flor lilás.; Interior da floresta atlântica. Alt.: 900-1000m.","MBM201681",NA,NA,"Vell.","65226","MBM201681","Wasshausen, D.C.","Espirito Santo","Venda Nova do Imigrante","Mata Fria","-41.1347007751465","-20.3397006988525",NA,NA,"15909","auto","1997",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:11:08-03","MBM","MBM","328404","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Castro, R.M.; Forzza, R.C.; Almeida, V.R.; Fazza, L.F.A.; Forzza, R.C.; Almeida, V.R.; Fazza, L.F.A.","2001","08","31","Southern America","Brazil",NA,NA,"Erva 0,25m; flores com cálice lilás claro.; Interior da mata, terreno sob influência de água.","MBM328404",NA,NA,"Vell.","606","MBM328404","Profice, S.R.","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"11991","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:11:08-03","MBM","MBM","36526","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.; Pabst, G.; Pereira, E.; Pabst, G.; Pereira, E.","1964","08","30","Southern America","Brazil",NA,NA,"Flor lilás.; Interior da mata.","MBM036526",NA,NA,"Vell.","11407","MBM036526","Kameyama, C.","Rio de Janeiro","Rio de Janeiro","Serra do Corcovado, Ponte do Inferno.","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2009",NA,"05","29",NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:11:08-03","MBM","MBM","252148","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Dittrich, V.A.; Jorge, M.C.O.; Jorge, M.C.O.","1999","07","28","Southern America","Brazil",NA,NA,"Terrícola; corola lilás; folhas arroxeadas na face abaxial.; Floresta Ambrófila Densa.Alt.; 30m.","MBM252148",NA,NA,"Vell.","642","MBM252148","Kameyama, C.","São Paulo","Ubatuba","Araribá","-45.0699996948242","-23.4300003051758",NA,NA,"34265","auto","2000",NA,"08",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:11:08-03","MBM","MBM","204334","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Cordeiro, J.; Cruz, J.M.; Cruz, J.M.","1996","10","15","Southern America","Brazil",NA,NA,"Subarbusto 80cm; flor lilás.; Mata próximo ao rio.","MBM204334",NA,NA,"Vell.","1319","MBM204334","Wasshausen, D.C.","Paraná","Campina Grande do Sul","Rio Capivari, Estrada para o Parque das Lauráceas.","-49.0553016662598","-25.3055992126465",NA,NA,"55154","auto","1997",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:11:08-03","MBM","MBM","7414","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Hatschbach, G.","1968","05","21","Southern America","Brazil",NA,NA,"Flor lilás.; Interior da mara pluvial. Alt.: 50m.","MBM007414",NA,NA,"Vell.","19237","MBM007414","Ezcurra, C.","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,"37295","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:11:08-03","MBM","MBM","363464","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Farney, C.; Gomes, J.C.; Gomes, J.C.","2001","08","23","Southern America","Brazil",NA,NA,"Erva esciófila; folhas verdes, flores lilás, cálice verde.; Floresta Estacional Semidecídua. Mata de esncosta.","MBM363464",NA,NA,"Vell.","4400","MBM363464","Profice, S.R.","Rio de Janeiro","Armação de Búzios","Praia Brava","-41.8816986083984","-22.7469005584717",NA,NA,"12927","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580686","PreservedSpecimen",NA,"Acanthaceae","Ruellia","calvescens","Ruellia calvescens","Saint-Hilaire","1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580686' target='other'> <mi>dwc_moreinfo</mi></a>","P03580686",NA,NA,"Nees",NA,"P03580686_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1 91",NA,NA,NA,NA
"83","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580684","PreservedSpecimen",NA,"Acanthaceae","Ruellia","calvescens","Ruellia calvescens","Weddell, H.A.","1843","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580684' target='other'> <mi>dwc_moreinfo</mi></a>","P03580684",NA,NA,"Nees",NA,"P03580684_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"315",NA,NA,NA,NA
"84","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580685","PreservedSpecimen",NA,"Acanthaceae","Ruellia","calvescens","Ruellia calvescens","Weddell, H.A.","1843","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580685' target='other'> <mi>dwc_moreinfo</mi></a>","P03580685",NA,NA,"Nees",NA,"P03580685_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"315",NA,NA,NA,NA
"85","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580687","PreservedSpecimen",NA,"Acanthaceae","Ruellia","calvescens","Ruellia calvescens","Gaudichaud",NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580687' target='other'> <mi>dwc_moreinfo</mi></a>","P03580687",NA,NA,"Nees",NA,"P03580687_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"459",NA,NA,NA,NA
"86","2015-09-04 07:49:41-03","MNHN","RECOLNAT_MNHN_P","P03566794","PreservedSpecimen",NA,"Acanthaceae","Ruellia","schaueriana","Ruellia schaueriana","Glaziou","1883","8","24",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03566794' target='other'> <mi>dwc_moreinfo</mi></a>","P03566794",NA,NA,"(Nees) Lindau",NA,"P03566794_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8202",NA,NA,NA,NA
"87","2015-09-04 07:49:41-03","MNHN","RECOLNAT_MNHN_P","P03566796","PreservedSpecimen",NA,"Acanthaceae","Ruellia","schaueriana","Ruellia schaueriana","Glaziou",NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03566796' target='other'> <mi>dwc_moreinfo</mi></a>","P03566796",NA,NA,"(Nees) Lindau",NA,"P03566796_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8202",NA,NA,NA,NA
"88","2015-09-04 07:49:41-03","MNHN","RECOLNAT_MNHN_P","P03566798","PreservedSpecimen",NA,"Acanthaceae","Ruellia","schaueriana","Ruellia schaueriana","Miers",NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03566798' target='other'> <mi>dwc_moreinfo</mi></a>","P03566798",NA,NA,"(Nees) Lindau",NA,"P03566798_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3567",NA,NA,NA,NA
"89","2015-09-04 07:49:41-03","MNHN","RECOLNAT_MNHN_P","P03566797","PreservedSpecimen",NA,"Acanthaceae","Ruellia","schaueriana","Ruellia schaueriana","Glaziou","1871","9","20",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03566797' target='other'> <mi>dwc_moreinfo</mi></a>","P03566797",NA,NA,"(Nees) Lindau",NA,"P03566797_01",NA,"Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,"9544",NA,NA,NA,NA
"90","2015-09-04 07:49:41-03","MNHN","RECOLNAT_MNHN_P","P03566795","PreservedSpecimen",NA,"Acanthaceae","Ruellia","schaueriana","Ruellia schaueriana","Glaziou","1878","7","23",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03566795' target='other'> <mi>dwc_moreinfo</mi></a>","P03566795",NA,NA,"(Nees) Lindau",NA,"P03566795_01",NA,"Rio de Janeiro","Niterói","Jurujuba.","-43.1035995483398","-22.88330078125",NA,NA,"14785","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2015-09-04 07:51:27-03","MNHN","RECOLNAT_MNHN_P","P03565404","PreservedSpecimen",NA,"Acanthaceae","Ruellia","solitaria","Ruellia solitaria",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03565404' target='other'> <mi>dwc_moreinfo</mi></a>","P03565404",NA,NA,"Vell.",NA,"P03565404_01",NA,NA,NA,"Brésil. Cult. Jardin de Buitenzorg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98",NA,NA,NA,NA
"92","2015-09-04 07:49:41-03","MNHN","RECOLNAT_MNHN_P","P03566775","PreservedSpecimen",NA,"Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Glaziou, A.","1876","6","18",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03566775' target='other'> <mi>dwc_moreinfo</mi></a>","P03566775",NA,NA,"Vell.",NA,"P03566775_01",NA,"Rio de Janeiro",NA,"Brésil: Haut de la Tijuca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9992",NA,NA,NA,NA
"93","2015-09-04 07:49:41-03","MNHN","RECOLNAT_MNHN_P","P03566779","PreservedSpecimen",NA,"Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Glaziou","1879","8","7",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03566779' target='other'> <mi>dwc_moreinfo</mi></a>","P03566779",NA,NA,"Vell.",NA,"P03566779_01",NA,"Rio de Janeiro",NA,"Brésil: Tijuca, a la Floresta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11342",NA,NA,NA,NA
"94","2015-09-04 07:49:41-03","MNHN","RECOLNAT_MNHN_P","P03566780","PreservedSpecimen",NA,"Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Smith, L.B.","1928","11","27",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03566780' target='other'> <mi>dwc_moreinfo</mi></a>","P03566780",NA,NA,"Vell.",NA,"P03566780_01",NA,"Rio de Janeiro","Rio de Janeiro","Estrada Dona Castorina, between Jardim Botanico and Alto da Boa Vista.","-43.25","-22.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1365",NA,NA,NA,NA
"95","2015-09-04 07:49:41-03","MNHN","RECOLNAT_MNHN_P","P03566777","PreservedSpecimen",NA,"Acanthaceae","Ruellia","solitaria","Ruellia solitaria","Glaziou, A.",NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03566777' target='other'> <mi>dwc_moreinfo</mi></a>","P03566777",NA,NA,"Vell.",NA,"P03566777_01",NA,"Rio de Janeiro","Rio de Janeiro","Brésil: Province de Rio de Janeiro, Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"11342",NA,NA,NA,NA
