"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","identifiedBy","scientificNameAuthorship","locality","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","order","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem"
"1","2020-11-04 11:13:12-03","ESALQ","ESA","115376","PreservedSpecimen","Plantae","Magnoliophyta","Marantaceae","Maranta","subterranea","Maranta subterranea","Lima, D.F.","141.0","2011","04","15","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094","ESA115376","ESA115376_1 ESA115376_2","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-11-04 11:13:12-03","ESALQ","ESA","115095","PreservedSpecimen","Plantae","Magnoliophyta","Marantaceae","Maranta","subterranea","Maranta subterranea","Lopes, J.C.","157.0","2011","04","14","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094","ESA115095","ESA115095","auto","Souza, V.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2015-07-02 14:42:43-03","JBP","HPL","13677","S","Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","D.F. Lima, E.R. Kotovskier, R.B. Pinto et al.","141","2011","04","15","Brasil","ES","Linhares","-39.152305","-19.268417",NA,NA,NA,NA,NA,"J.M.A. Braga","Reserva Natural Vale. Trilha Peroba Osso. Floresta de Tubeleiro. ESA-115376.","39° 9' 8,299 W","19° 16' 6,3 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-24 17:09:24-03","UFES","SAMES","3267","PreservedSpecimen","Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","Folli,D.A.","2963","1997","03","17","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094","SAMES03267",NA,"auto","Braga,J.M.A.","J.M.A.Braga","Reserva Natural Vale. Mata de Tabuleiro, ao lado da estrada calimã, estrada aceiro Calimã, 200 m.",NA,NA,"2003","12","01","Herbáceo, terrestre, cor botão verde, cor flor roxiado, cor fruto maduro vermelho, cor fruto imaturo verde, exsudação seiva, cor exsudação incolor.",NA,NA,NA,NA,NA,NA
"5","2021-03-24 17:09:24-03","UFES","SAMES","3266","PreservedSpecimen","Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","Folli,D.A.","4721","2003","12","23","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094","SAMES03266",NA,"auto","Folli,D.A.","J.M.A.Braga","Reserva Natural Vale. Mata de Tabuleiro, estrada Sapucaia Vermelha, 1800 m.",NA,NA,"2003","12","23","Herbáceo, terrestre, cor botão verde, cor flor branca, cor fruto imaturo verde, exsudação seiva e cor incolor.",NA,NA,NA,NA,NA,NA
"6","2021-03-24 17:09:24-03","UFES","SAMES","3263","PreservedSpecimen","Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","Broggio,I.S.; Giaretta,A.O.;Ribeiro,M.","160","2011","01","25","Brasil","Espírito Santo","Pinheiros","-40.2132987976074","-18.3703002929688","28525","SAMES03263",NA,"auto","Siqueira,G.S.","J.M.A.Braga","Reserva Biológica Córrego do Veado. Floresta alta de Tabuleiro, mata da água limpa.",NA,NA,NA,NA,NA,"Herbácea, com frutos verde e flor creme.",NA,NA,NA,NA,NA,NA
"7","2021-03-24 17:09:24-03","UFES","SAMES","3264","PreservedSpecimen","Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","Folli,D.A.","4729","2004","01","07","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094","SAMES03264",NA,"auto","Folli,D.A.","J.M.A.Braga","Reserva Natural Vale. Capoeirão, estrada municipal do MME, 2300 m.",NA,NA,"2004","01","07","Herbáceo, terrestre, cor botão branca, cor flor branca, exsudação seiva, cor exsudação incolor.",NA,NA,NA,NA,NA,NA
"8","2021-03-24 17:09:24-03","UFES","SAMES","3265","PreservedSpecimen","Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","Folli,D.A.","1811","1993","02","15","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094","SAMES03265",NA,"auto","Braga,J.M.A.","J.M.A.Braga","Reserva Natural Vale. Mata de Tabuleiro, erva em beira de estrada, aceiro com Catelã-João Pedro.",NA,NA,"2002","12","06","Herbáceo, terrestre, cor botão verde claro, cor flor branco.",NA,NA,NA,NA,NA,NA
"9","2019-11-21 14:39:17-03","UFJF","CESJ","7836","PreservedSpecimen","Plantae","Angiosperma","Marantaceae","Maranta","furcata","Maranta furcata","L. Krieger","CESJ7836","1969","12",NA,"Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596","41937","CESJ007836",NA,"auto","R.C. Forzza","Nees & Mart",NA,NA,NA,"2001","01",NA,"Na mata,perto da praia. Flores esbranquiçadas.","América do Sul",NA,NA,NA,NA,NA
"10","2020-04-22 16:26:33-03","UFPB","JPB","64546","PreservedSpecimen","Plantae","Angiosperma","Marantaceae","Maranta","subterranea","Maranta subterranea","Luna, NK; Pessoa, E","20","2013","11","21","Brasil","Pernambuco","Igarassu","-34.994444","-7.843056",NA,"JPB0064546",NA,NA,"Naédja-Luna","J.M.A. Braga","Usina São Jose, borda de mata","-34.994444","-7.843056","2013","11","21","; HABITAT: Fragmento de mata atlântica; DESC: Erva c/ 70 cm de alt., cor verde em ambos os lados da folha, ereta, frutos verdes, flor branca","Southern America","Monocotyledon",NA,NA,NA,NA
"11","2020-06-29 11:10:06-03","UFES","VIES","37596","S","Plantae",NA,"Marantaceae","Maranta","furcata","Maranta furcata","Souza, W.O.; Machado, J.O. & Alves-Araújo, A.","250","2014","02","12","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227","41644","VIES037596","VIES037596","auto",NA,"Nees & Mart","Parque Estadual de Itaúnas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:10:06-03","UFES","VIES","37327","S","Plantae",NA,"Marantaceae","Maranta","furcata","Maranta furcata","Souza, W.O.; Machado, J.O. & Alves-Araújo, A.","180","2013","08","08","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227","41644","VIES037327","VIES037327","auto",NA,"Nees & Mart","Parque Estadual de Itaúnas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-04-27 16:10:29-03","UFES","VIES","29653","S","Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","Folli, D.A.","2963","1997","03","17","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094","VIES029653",NA,"auto","Braga, J.M.A.","J.M.A.Braga","Reserva Natural Vale.",NA,NA,"2003","12","01",NA,NA,NA,NA,NA,NA,NA
"14","2019-09-27 18:05:21-03","UFES","VIES","29652","S","Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","Folli, D.A.","4721","2003","12","23","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094","VIES029652",NA,"auto","Folli, D.A.","J.M.A.Braga","Reserva Natural Vale.",NA,NA,"2003","12","23",NA,NA,NA,NA,NA,NA,NA
"15","2020-04-27 16:10:29-03","UFES","VIES","29638","S","Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","Folli, D.A.","1811","1993","02","15","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094","VIES029638",NA,"auto","Braga, J.M.A.","J.M.A.Braga","Reserva Natural Vale.",NA,NA,"2002","12","06",NA,NA,NA,NA,NA,NA,NA
"16","2020-04-27 16:10:29-03","UFES","VIES","29627","S","Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","Folli, D.A.","4729","2004","01","07","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094","VIES029627",NA,"auto","Folli, D.A.","J.M.A.Braga","Reserva Natural Vale.",NA,NA,"2004","01","07",NA,NA,NA,NA,NA,NA,NA
"17","2020-12-11 11:44:16-03","UFMG","BHCB","126797","PreservedSpecimen","Plantae","Monocotyledon","Marantaceae","Maranta","subterranea","Maranta subterranea","Stehmann, JR","5835","2007","02","09","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094","BHCB011035",NA,"auto",NA,"J.M.A. Braga","Reserva Natural da CVRD, Estrada da Flamengo Gavea Mussurunga",NA,NA,"2013","11",NA,"Flores creme-amareladas.","Southern America",NA,NA,NA,NA,NA
