"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","identifiedBy","scientificNameAuthorship","locality","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","order","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem"
"18","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","25390",NA,"Plantae",NA,"Marantaceae","Maranta","cf. subterranea","Maranta cf. subterranea","V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3816","2007","04","25","Brasil","Espírito Santo","Rio Bananal","-40.416389","-19.248889",NA,"MBML025390","MBML025390",NA,"M.N. Saka/XII-2013","J.M.A.Braga","Alto Bananal, Propr.: Jonas Graci","40W24'59","19S14'56",NA,NA,NA,"Herbácea 50cm botões florais, corola com base branca e ápice roxo. Interior da mata.",NA,NA,"300","300",NA,NA
"19","2020-07-10 09:47:17-03","MBML","MBML-HERBARIO","22902",NA,"Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","L. Kollmann; et al","7063","2004","10","16","Brasil","Espírito Santo","São Roque do Canaã","-40.608333","-19.725",NA,"MBML022902","MBML022902",NA,"João M. Braga/07-12-2005","J.M.A.Braga","Distrito São Jacinto, Militon","40W36'30","19S43'30",NA,NA,NA,"Erva 1,3m , meia sombra. Flores brancas.",NA,NA,NA,NA,NA,NA
"20","2021-03-04 11:05:43-03","UFRB","HURB","24974","PreservedSpecimen","Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","Costa, G.; Aona, L.Y.S.; E.H. Souza; Vitório, C.D.P.; Fonseca, W.O.","3709","2018","12","07","Brasil","Bahia","Ilhéus","-39.0494003295898","-14.7889003753662","61245","HURB000024974",NA,"auto",NA,"J.M.A.Braga",NA,NA,NA,NA,NA,NA,"PM 42",NA,NA,NA,NA,NA,NA
"21","2021-02-25 10:11:37-03","CVRD","CVRD","14988","PreservedSpecimen","Plantae","Magnoliophyta","Marantaceae","Maranta","subterranea","Maranta subterranea","Saka, M.N.","188","2012","12","06","BRASIL","ES","Sooretama","-40.085028","-19.131528",NA,"CVRD014988",NA,NA,"Geovane S. Siqueira","J.M.A. Braga",NA,"40°05'06,1''W","19°07'53,5''S","2012","12","06","Erva, profilo creme e róseo, catáfilos marrons, brácteas verdes, botões verdes, frutos imaturos verdes. Prensado em álcool, amostra em sílica. <ll>dwc_commonname:</ll> Caeté agulha","América do Sul","Zingiberales","82","82","Liliopsida",NA
"22","2021-02-25 10:11:37-03","CVRD","CVRD","14118","PreservedSpecimen","Plantae","Magnoliophyta","Marantaceae","Maranta","subterranea","Maranta subterranea","J.R. Stehmann","4708","2007","02","07","BRASIL","ES","Linhares","-39.962833","-19.209417",NA,"CVRD014118",NA,NA,"N.F.O. Mota","J.M.A. Braga","Curso de Taxonomia UFMG","39°57'46,2W","19°12'33,9S","2007","02","12","Herbácea, fruto imaturo verde, pétalas brancas e ápice amalero. Inflorescência subterrânea. <ll>dwc_commonname:</ll> Caeté agulha","América do Sul","Zingiberales","22","22","Liliopsida",NA
"23","2021-02-25 10:11:37-03","CVRD","CVRD","8455","PreservedSpecimen","Plantae","Magnoliophyta","Marantaceae","Maranta","subterranea","Maranta subterranea","Folli, D.A.","4721","2003","12","23","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094","CVRD008455",NA,"auto","Domingos A. Folli","J.M.A. Braga",NA,NA,NA,"2003","12","23","<ll>dwc_commonname:</ll> Caeté agulha","América do Sul","Zingiberales",NA,NA,"Liliopsida",NA
"24","2021-02-25 10:11:37-03","CVRD","CVRD","8493","PreservedSpecimen","Plantae","Magnoliophyta","Marantaceae","Maranta","subterranea","Maranta subterranea","Folli, D.A.","4729","2004","01","07","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094","CVRD008493","CVRD008493","auto","Domingos A. Folli","J.M.A. Braga",NA,NA,NA,"2004","01","07","<ll>dwc_commonname:</ll> Caeté agulha","América do Sul","Zingiberales",NA,NA,"Liliopsida",NA
"25","2021-02-25 10:11:37-03","CVRD","CVRD","9889","PreservedSpecimen","Plantae","Magnoliophyta","Marantaceae","Maranta","subterranea","Maranta subterranea","Vieira, S.","258","2006","12","11","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094","CVRD009889","CVRD009889","auto","Silvana Vieira","J.M.A. Braga",NA,NA,NA,"2006","12","11","RFL-089/86 <ll>dwc_commonname:</ll> Caeté agulha","América do Sul","Zingiberales",NA,NA,"Liliopsida",NA
"26","2021-02-25 10:11:37-03","CVRD","CVRD","16207","PreservedSpecimen","Plantae","Magnoliophyta","Marantaceae","Maranta","subterranea","Maranta subterranea","Lopes, J.C.","157","2011","04","14","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094","CVRD016207",NA,"auto","V.C. Souza & E.R. Martins","J.M.A. Braga",NA,NA,NA,"2011","04","14","Folhas discolores, face abaxial arroxeada e adaxial verde. Cálice verde. <ll>dwc_commonname:</ll> Caeté agulha","América do Sul","Zingiberales","52","52","Liliopsida",NA
"27","2021-02-25 10:11:37-03","CVRD","CVRD","16367","PreservedSpecimen","Plantae","Magnoliophyta","Marantaceae","Maranta","subterranea","Maranta subterranea","Lima, D.F.","141","2011","04","15","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094","CVRD016367",NA,"auto",NA,"J.M.A. Braga",NA,"39,983 W","19,1663 S",NA,NA,NA,"flores passadas; frutos verdes. <ll>dwc_commonname:</ll> Caeté agulha","América do Sul","Zingiberales",NA,NA,"Liliopsida",NA
"28","2021-02-25 10:11:37-03","CVRD","CVRD","9887","PreservedSpecimen","Plantae","Magnoliophyta","Marantaceae","Maranta","subterranea","Maranta subterranea","Vieira, S.","256","2006","12","11","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094","CVRD009887","CVRD009887","auto","Silvana Vieira","J.M.A. Braga",NA,NA,NA,"2006","12","11","RFL-089/86 <ll>dwc_commonname:</ll> Caeté agulha","América do Sul","Zingiberales",NA,NA,"Liliopsida",NA
"29","2021-02-25 10:11:37-03","CVRD","CVRD","5654","PreservedSpecimen","Plantae","Magnoliophyta","Marantaceae","Maranta","subterranea","Maranta subterranea","Folli, D.A.","2963","1997","03","17","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094","CVRD005654",NA,"auto","João Marcelo Alvarenga Braga","J.M.A. Braga","ao lado da estrada calimã",NA,NA,"2003","12","01","<ll>dwc_commonname:</ll> Caeté agulha","América do Sul","Zingiberales",NA,NA,"Liliopsida",NA
"30","2021-02-25 10:11:37-03","CVRD","CVRD","1662","PreservedSpecimen","Plantae","Magnoliophyta","Marantaceae","Maranta","subterranea","Maranta subterranea","Anderson, L.","1710","1986","02","20","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094","CVRD001662","CVRD001662","auto","João Marcelo Alvarenga Braga","J.M.A. Braga","Crescendo em peqs. abert. de luz.",NA,NA,"2003","12","01","Rizomas sem ramos especializadas, exceto inflor. basais. Caules aéreos em grupos peqs. de até 10 caules, com até 50cm de alt. total. Bainha fol. <ll>dwc_commonname:</ll> Caeté agulha","América do Sul","Zingiberales",NA,NA,"Liliopsida",NA
"31","2021-02-25 10:11:37-03","CVRD","CVRD","4276","PreservedSpecimen","Plantae","Magnoliophyta","Marantaceae","Maranta","subterranea","Maranta subterranea","Folli, D.A.","1811","1993","02","15","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096","48094","CVRD004276",NA,"auto","João Marcelo Alvarenga Braga","J.M.A. Braga","Erva em beira de estrada.",NA,NA,"2002","12","06","<ll>dwc_commonname:</ll> Caeté agulha","América do Sul","Zingiberales",NA,NA,"Liliopsida",NA
"32","2021-03-01 11:49:04-03","UFPE","UFP","79719","PreservedSpecimen","Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","Luna, NK; Pessoa, E","20","2013","11","21","Brasil","Pernambuco","Igarassu","-34.9063987731934","-7.83416986465454","24709","UFP079719",NA,"auto","Naédja-Luna","J.M.A. Braga",NA,NA,NA,"2013","11","21","Erva c/ 70 cm alt., cor verde em ambos os lados da folha, ereta, frutos verdes, flor branca.; Borda de mata. Fragmento de Mata Atlântica.",NA,NA,NA,NA,NA,NA
"33","2019-10-07 09:22:53-03","UEFS","HUEFS","198776","PreservedSpecimen","Plantae","Angiospermae","Marantaceae","Maranta","subterranea","Maranta subterranea","Popovkin, A.V.","1545","2013","09","18","Brasil","Bahia","Entre Rios","-37.966667","-12.166667",NA,"HUEFS0198776","HUEFS0198776",NA,NA,"J.M.A.Braga","Algodão.","37W58'","12S10'",NA,NA,NA,"Atlantic Forest.",NA,"Zingiberales",NA,NA,"Lilianae",NA
"34","2019-10-07 09:22:53-03","UEFS","HUEFS","208190","PreservedSpecimen","Plantae","Angiospermae","Marantaceae","Maranta","subterranea","Maranta subterranea","Popovkin, A.V.","1686",NA,NA,NA,"Brasil","Bahia","Entre Rios","-37.966667","-12.166667",NA,"HUEFS0208190","HUEFS0208190",NA,NA,"J.M.A.Braga","Algodão.","37W58'0''","12S10'",NA,NA,NA,NA,NA,"Zingiberales","150","150","Lilianae",NA
"35","2019-11-22 16:08:21-03","UEFS","HUEFS","253160","PreservedSpecimen","Plantae","Angiospermae","Marantaceae","Maranta","subterranea","Maranta subterranea","Luna, N.K.","20","2013","11","21","Brasil","Pernambuco","Igarassu","-34.994444","-7.843056",NA,"HUEFS0253160",NA,NA,NA,"J.M.A.Braga","Usina São José, borda de mata.","34W59'40''","7S50'35''",NA,NA,NA,"Frgamento de Mata Atlântica.",NA,"Zingiberales",NA,NA,"Lilianae",NA
"36","2020-07-23 12:12:25-03","CEPLAC","CEPEC","86185","PreservedSpecimen","Plantae",NA,"Marantaceae","Maranta","subterranea","Maranta subterranea","M. Alves","2010","2000","06","13","Brasil","Bahia","MATA DE SÃO JOÃO","-37.997222","-12.566389",NA,NA,NA,NA,"J. M. A. Braga",NA,"Praia do Forte, Loteamento Aldeia dos Pescadores, etapa das piscinas -Faz. Praia do Forte.","37W59'50","12S33'59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/12/2005"
