"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2016-09-30 06:27:00-03","NY","NYBG","1281707","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","T. Rolim","T. Rolim","336","2010","03","25","South America","Brazil","Minas Gerais","Parque Estadual do Itacolomi-PEI, caboclo (CQR).",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1741392' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281707","NY01281707_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00941676","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","J. J. Wurdack","H. S. Irwin","25690","1970","01","29","South America","Brazil","Minas Gerais","Morro das Pedras, ca. 40 km N.E. of Patrocínio","-43.2485756","-19.9480039","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941676","NY00941676_01","(DC.) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-28 14:17:00-03","NY","NYBG","514826","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","A. C. Brade","L. Lanstyack","s.n.","1937","04",NA,"South America","Brazil","São Paulo","Campos de Jordao","-45.540301","-22.687374",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514826","NY00514826_01",NA,"Campos do Jordao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 22:09:00-03","NY","NYBG","00941672","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","R. Romero","R. Romero","1594","1995","01","09","South America","Brazil","Minas Gerais","Próximo a guarita de Sacramento, PARNA Serra da Canastra.","-47.4397","-19.8656",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941672","NY00941672_01",NA,"Sacramento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1654135","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","T. Rolim","F. A. Michelangeli","1585","2011","02","04","South America","Brazil","Minas Gerais","Road from Parque Estadual do Itacolomi to Lavras Novas, area of campo vegetation","-43.52333333333","-20.45438333333","1321",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568264' target='other'> <mi>dwc_moreinfo</mi></a>","NY01654135","NY01654135_01","(DC.) Cogn.","Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00941675","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","J. J. Wurdack","H. S. Irwin","22417","1969","01","22","South America","Brazil","Minas Gerais","Ca. 26km SW of Diamantina on road to Gouveia. Serra do Espinhaço.","-43.7","-18.38","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018219' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941675","NY00941675_01","(DC.) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 22:09:00-03","NY","NYBG","00941682","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula",NA,"L. O. Williams","5588","1945","02","22","South America","Brazil","Minas Gerais","Serra da Mutuca, hills near Lagôa Seca, near Belo Horizonte.","-43.8467","-19.9858","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018481' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941682","NY00941682_01",NA,"Nova Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-28 14:17:00-03","NY","NYBG","514819","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","E. M. Woodgyer","S. Atkins","CFCR13794","1994","01","16","South America","Brazil","Minas Gerais","Serra Bico de Pedra","-43.5983","-20.4792","1270","1270","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514819","NY00514819_01",NA,"Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00941681","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","J. J. Wurdack","P. Clausen","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018477' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941681","NY00941681_01","(DC.) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00941684","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","J. J. Wurdack","W. R. Anderson","35081","1972","02","02","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 35 km SW of Gouveia, km 243 on MG-259","-43.98545","-18.6094","1080","1080","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018488' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941684","NY00941684_01","(DC.) Cogn.","Gouveia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4218402","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula",NA,"F. Almeda","7733","1998","05","26","South America","Brazil","Minas Gerais","Brasil Serra de Ouro Branco, subida para o Cruzeiro, próximo ao topo da serra","-43.6918983459473","-20.5207996368408",NA,NA,"Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451149' target='other'> <mi>dwc_moreinfo</mi></a>","NY04218402",NA,"(DC.) Cogn.","Ouro Branco","13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 22:09:00-03","NY","NYBG","00941683","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","L. B. Smith","L. B. Smith","6773","1952","04","28","South America","Brazil","Minas Gerais","Serra do Cipó, Palácio.","-43.58","-19.17","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018484' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941683","NY00941683_01",NA,"Jaboticatubas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00941677","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","J. J. Wurdack","H. S. Irwin","29284","1971","01","27","South America","Brazil","Minas Gerais","Serra do Espinhaço, lower slopes of Serra da Caraça, ca. 12 km W. of Barão de Cocais","-43.4927778","-20.1263","1500","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018228' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941677","NY00941677_01","(DC.) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00941678","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","P. J. F. Guimarães","Y. E. J. Mexia","5786","1931","05","08","South America","Brazil","Minas Gerais","Olariá.","-43.571739","-17.888053","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941678","NY00941678_01","(DC.) Cogn.","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00941673","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","J. J. Wurdack","H. S. Irwin","20501","1968","02","19","South America","Brazil","Minas Gerais","Serra do Cipó, km. 135 (ca. 150km N. of Belo Horizonte).","-43.38","-18.82","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941673","NY00941673_01","(DC.) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-28 14:17:00-03","NY","NYBG","514820","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92970' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514820","NY00514820_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","514824","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","J. J. Wurdack","G. G. Hatschbach","18018","1967","12","04","South America","Brazil","Paraná","Passo do Pupo","-49.96198","-25.145584",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=92964' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514824","NY00514824_01","(DC.) Cogn.","Ponta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 07:00:00-03","NY","NYBG","1522627","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","L. de S. Leoni","L. de S. Leoni","7120","2008","03","27","South America","Brazil","Minas Gerais","Parque Nacinoal. Proximo ao Mirante.","-41.836693","-20.410015","1950",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1775590' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522627","NY01522627_01",NA,"Alto Caparaó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-24 17:10:49-03","UTFPR","DVPR","3072","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","Barboza, E","Silva, JM","7712","2011","02","22",NA,"Brasil","Paraná","Biscaia","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Subarbusto 80 cm, flores lilases.","DVPR003072",NA,"(DC.) Cogn.","Ponta Grossa","46557","auto","2014","07","29",NA,NA,NA,NA,NA,NA,NA
"30","2020-01-20 14:40:39-03","UPM","MACK","3437","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Pleroma","frigidulum","Pleroma frigidulum",NA,"M. Fascina","46","2011","04","17",NA,"Brasil","SP","Colônia de Férias Mackenzie - Umuarama, Trilha do Pomar","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"HMACK00003437-M.Fascina46-17/4/2011,ColôniadeFériasMackenzie-Umuarama,TrilhadoPomar,CamposdoJordão,SP,Brasil",NA,"(Schrank et Mart. ex DC.) Triana","Campos do Jordão","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-01-20 14:40:39-03","UPM","MACK","2258","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","T. A. B. Mortale","T. A. B. Mortale","109","2013","02","17",NA,"Brasil","SP","Trilha Cajará","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"(Cham.) Cogn.","Campos do Jordão","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-01-20 14:40:39-03","UPM","MACK","3096","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","L. O. Andrade","L. O. Andrade","57","2016","10","09",NA,"Brasil","SP","Parque Estadual do Juquery","-46.7200012207031","-23.3199996948242",NA,NA,NA,NA,NA,NA,"(DC.) Cogn.","Franco da Rocha","12135","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-01-20 14:40:39-03","UPM","MACK","869","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","J. B. Baitello","J. B. Baitello","946","2001","02","02",NA,"Brasil","SP","Parque Estadual do Juquery. Campo cerrado.","-46.7200012207031","-23.3199996948242",NA,NA,NA,NA,NA,NA,"(DC.) Cogn.","Franco da Rocha","12135","auto","2003","03","10",NA,NA,NA,NA,NA,NA,NA
"34","2020-01-20 14:40:39-03","UPM","MACK","2130","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","E. D. Junior et al.","T. A. B. Mortale","139","2013","05","04",NA,"Brasil","SP",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"(DC.) Cogn.","Campos do Jordão","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-01-20 14:40:39-03","UPM","MACK","3234","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","D. Sampaio","M. Fascina","28","2011","03","26",NA,"Brasil","SP","Colônia Umuarama, Trilha das sete quedas","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"HMACK00003234-M.Fascina28-26/3/2011,ColôniaUmuarama,Trilhadassetequedas,CamposdoJordão,SP,Brasil",NA,"(DC.) Cogn.","Campos do Jordão","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:20:42-03","UFBA","ALCB","028896","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","Guimarães, P","Guedes, ML; Pirani, JR; Coffani-Nunes, JV; Campos, MTVA","12887","1992","03","07","Southern America","Brasil","Minas Gerais","Serra do Cipó, 125 km da rodovia Belo Horizonte-Conceição do Mato Dentro, Alto do Palácio. Em frente à Estatua do Velho Juca.","-43.634444","-19.358056","1350","1350",NA,"arvoreta 3m alt.. Petálas roxas, filetes e estilete alvos na base, rosados no ápice, antenas rosas. Frutos maduros marrom. Intença florada.; na orla de mata ciliar, 1300m.","ALCB068177",NA,"(DC.) Cogn.","Santana do Riacho",NA,NA,"1992",NA,NA,"-43.634444","-19.358056",NA,NA,NA,NA,NA
"37","2019-10-09 11:20:42-03","UFBA","ALCB","039769","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula",NA,"Hoehne, W","s/n","1952","05","12","Southern America","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"ALCB068585",NA,"(DC.) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:20:42-03","UFBA","ALCB","96124","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","Cordeiro, J; Martin, VC","Cordeiro, J; Cordeiro, J; Silva, JM","3483","2010","03","06","Southern America","Brasil","São Paulo","Serra da Bocaina","-44.5699996948242","-22.6399993896484","1640","1640",NA,"1,60 m alt. Flor purpúrea.","ALCB068586",NA,"(DC.) Cogn.","São José do Barreiro","30784","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:05:05-03","NBC","NL-BOTANY","U.1421008","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula",NA,"Hoehne W",NA,"1952","05","12","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1421008 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1421008","NL-U1421008","Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0102677",NA,NA,NA
"40","2020-02-08 10:05:05-03","NBC","NL-BOTANY","U.1421009","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula",NA,"Campos Porto P",NA,"1937","02","05","Southern America","Brazil",NA,"Campos de Jordão - Est. de S. Paulo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1421009 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1421009","NL-U1421009","(DC.) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 10:05:05-03","NBC","NL-BOTANY","WAG.1095139","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula",NA,"Hatschbach GG",NA,"1979","03","27","Southern America","Brazil",NA,"Serra do Caete (mun. Rio Branco de Sul). Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1095139","NL-WAG1095139","(DC.) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 10:05:05-03","NBC","NL-BOTANY","WAG.1095140","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula",NA,"Kuhlmann M",NA,"1959","01","21","Southern America","Brazil",NA,"São Paulo-Brasil. Estado de São Paulo: São Paulo, Vila Morais.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095140 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1095140","NL-WAG1095140","(DC.) Cogn.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-11-04 11:13:52-03","ESALQ","ESA","18633","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","Meyer, F.S.","Barreto, K.D. et al.","2452.0","1994","05","11",NA,"Brasil","São Paulo",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"ESA018633",NA,"(DC.) Cogn.","Campos do Jordão","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:13:52-03","ESALQ","ESA","122080","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","Vincent, R.C.","Vincent, R.C.","178.0","2000","06","28",NA,"Brasil","Minas Gerais","Sa. do Rola-Moça","-43.8466987609863","-19.9855995178223","1350","1350",NA,"Campo sobre canga hematítica nodular","ESA122080",NA,NA,"Nova Lima","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:13:52-03","ESALQ","ESA","122315","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","Vincent, R.C.","Vincent, R.C.","645.0","2001","03","30",NA,"Brasil","Minas Gerais","Sa. do Rola-Moça","-43.8466987609863","-19.9855995178223","1350","1350",NA,"Campo sobre canga hematítica nodular","ESA122315",NA,NA,"Nova Lima","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:13:52-03","ESALQ","ESA","39800","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Tibouchina","frigidula","Tibouchina frigidula","Wurdack, J.J.","Cordeiro, I. ; Ribas, O.S.","1141.0","1994","01","12",NA,"Brasil","Paraná",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"ESA039800","ESA039800","(DC.) Cogn.","Bocaiúva do Sul","61623","auto","1997","01","01",NA,NA,NA,NA,NA,NA,NA
