"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"121","2021-03-15 16:37:00-03","NY","NYBG","00987677","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","J. J. Wurdack","A. S. L. da Silva","1933","1984","03","20","South America","Brazil","Pará","Marabá","Serra dos Carajás. N-4, próximo a transição para a mata","-50.1736164","-6.0551244",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987677","NY00987677_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-15 16:37:00-03","NY","NYBG","229211","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota grandifolia","Cogn.",NA,"E. F. Poeppig",NA,"1831","10",NA,"South America","Brazil","Amazonas",NA,"In ripis flum. Teffí ad Ega [Tefé].",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=517742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229211","NY00229211_01","grandifolia","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-06-29 11:31:24-03","UFRJ","RFA","42462","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"R. Finotti; J. Caruzo","271",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Interior de fragmento florestal cujo o entorno é ocupado por propriedades particulares pequenas e pela Fazenda Recanto","-42.795278","-22.499722","50","50",NA,"Árvore com 12 m de altura e PAP 38,4 cm","RFA36823",NA,NA,NA,NA,NA,"42º47'43''W","22º29'59''S",NA,NA,NA,NA,NA,NA,NA,NA
"124","2018-08-28 10:13:06-03","UNEMAT","TANG","569","S","Plantae",NA,NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","Schrank & Mart. ex DC.",NA,"Silva, CA; Moraes, JQ","30","2009","09","28",NA,"Brasil","Mato Grosso","Tangará da Serra","Fragmento de mata ciliar do córrego São José","-57.4858016967773","-14.6194000244141",NA,NA,NA,",","TANG000000569",NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-30 12:44:33-03","EAO","IAN","136013","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Wurdack, JJ","Ratter, JA; Santos, RR dos","1438","1968","05","16","Southern America","Brasil","Mato Grosso",NA,"C 4km N of the Base Camp of the Expedition (Base Camp C270km N of Xavantina).","-51.866667","-12.9",NA,NA,NA,NA,"IAN136013",NA,NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-30 12:44:33-03","EAO","IAN","131963","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Ratter, JA; Bertoldo, J","871","1968","04","07","Southern America","Brasil","Mato Grosso",NA,"C. 50km N of the Base Camp of the Expedition on the Xavantina- São Félix road (Base Camp).","-51.866667","-12.9",NA,NA,NA,NA,"IAN131963",NA,NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-30 12:44:33-03","EAO","IAN","123696","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Meirelles, J","Paula, JE de","297","1966","08","23","Southern America","Brasil","Amazonas",NA,"Rio Tiquis, afl. do Uaupés, Pari Cachoeira.&nf;Capoeirão, aeroporto sobre laterite.",NA,NA,NA,NA,NA,NA,"IAN123696",NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"128","2021-03-30 12:44:33-03","EAO","IAN","131992","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Harley, RM","Philcox, D; Ferreira, A","4629","1968","03","29","Southern America","Brasil","Mato Grosso",NA,"Km 268, Xavantina-Cachimbo road. Dry forest.",NA,NA,NA,NA,NA,NA,"IAN131992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-30 12:44:33-03","EAO","IAN","133727","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Wurdack, JJ","Silva, NT da","1858","1969","04","12","Southern America","Brasil","Pará",NA,"Estrada entre Planalto A e Braço.",NA,NA,NA,NA,NA,NA,"IAN133727",NA,NA,NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA
"130","2021-03-30 12:44:33-03","EAO","IAN","134067","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Wurdack, JJ","Silva, NT da","2213","1969","06","17","Southern America","Brasil","Pará",NA,"Estrada entre Tinguelim e Braço, km 16.&nf;Mata de terra firme.",NA,NA,NA,NA,NA,NA,"IAN134067",NA,NA,NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA
"131","2021-03-30 12:44:33-03","EAO","IAN","137705","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Wurdack, JJ","Ratter, JA; Santos, RR dos","1378","1968","05","09","Southern America","Brasil","Mato Grosso",NA,"10km N of the Base Camp of the Expedition (Base Camp, c.270 km N of Xavantina).",NA,NA,NA,NA,NA,NA,"IAN137705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-30 12:44:33-03","EAO","IAN","144405","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Wurdack, JJ","Pires, JM; Leite, PF","266","1974","06","29","Southern America","Brasil","Roraima",NA,"Rod. Perimetral Norte a 30km de Caracaraí para Amapá. Mata.","-59.254167","0.737222",NA,NA,NA,NA,"IAN144405",NA,NA,NA,NA,NA,"-59.254167","0.737222","1976","12",NA,NA,NA,NA,NA,NA
"133","2021-03-30 12:44:33-03","EAO","IAN","144954","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Wurdack, JJ","Ratter, JA; Santos, RR dos","1378","1968","05","09","Southern America","Brasil","Mato Grosso",NA,"10km N of the Base Camp of the Expedition (Base Camp, c.270 km N of Xavantina).",NA,NA,NA,NA,NA,NA,"IAN144954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-30 12:44:33-03","EAO","IAN","152619","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Marinho, LR","425","1976","06","05","Southern America","Brasil","Amazonas",NA,"Proj. RADAM, Sub base rio Urubaxi, Ponto 16 SA-20-VC.",NA,NA,NA,NA,NA,NA,"IAN152619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-30 12:44:33-03","EAO","IAN","167051","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Renner, SS","Evans, R; Lewis, GP","1848","1994","07","01","Southern America","Suriname","Sipaliwini",NA,"Along road from Zanderij to Kraka, 4.4km from intersection with Zanderij Hwy. ).5km before bridge over Sabakoe Creek. Roadside, disturbed primary white sand forest.","-55.183333","5.416667","25","25",NA,"Tree, 10m tall; smallest stems, leaf petioles, infl. axes, and floral pedicels with a dull pinkish tint; fruit deep purple.","IAN167051",NA,NA,NA,NA,NA,"-55.183333","5.416667","1996",NA,NA,NA,NA,NA,NA,NA
"136","2021-03-30 12:44:33-03","EAO","IAN","38452","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Boschwezen","223","1944","08",NA,"Southern America","Suriname",NA,NA,NA,"-56.5","3.6",NA,NA,NA,NA,"IAN038452","IAN038452 IAN038452_e",NA,NA,NA,NA,"-56.5","3.6",NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-30 12:44:33-03","EAO","IAN","38559","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Woodherbarium Surinam","336","1945","07",NA,"Southern America","Suriname",NA,NA,NA,"-56.5","3.6",NA,NA,NA,NA,"IAN038559","IAN038559 IAN038559_e",NA,NA,NA,NA,"-56.5","3.6",NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-30 12:44:33-03","EAO","IAN","144755","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Ratter, JA; Bertoldo, J","871","1968","04","07","Southern America","Brasil","Mato Grosso",NA,"C. 50km N of the Base Camp of the Expedition on the Xavantina- São Félix road (Base Camp).","-51.866667","-12.9",NA,NA,NA,NA,"IAN144755",NA,NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-30 12:44:33-03","EAO","IAN","49475","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Gleason, HA","BW","764","1920","05","14","Southern America","Suriname",NA,NA,NA,"-56.5","3.6",NA,NA,NA,NA,"IAN049475",NA,NA,NA,NA,NA,"-56.5","3.6","1933",NA,NA,NA,NA,NA,NA,NA
"140","2021-03-30 12:44:33-03","EAO","IAN","96313","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Meirelles, J","Black, GA; Egler, WA","19872","1957","06","04","Southern America","Brasil","Pará",NA,"Região do Ariramba, margem direita do Rio Jamacaru. Mata ciliar.",NA,NA,NA,NA,NA,NA,"IAN096313",NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"141","2021-04-08 17:42:39-03","EAO","IAN","XILO2905","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Wurdack, JJ","Silva, NT da","1858","1969","04","12","Southern America","Brasil","Pará",NA,"Estrada entre Planalto A e Braço.",NA,NA,NA,NA,NA,NA,"IANXILO2905",NA,NA,NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA
"142","2021-03-30 12:44:33-03","EAO","IAN","110962","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Meirelles, J","Chagas, JC; Coêlho, DF","2590","1956","03","12","Southern America","Brasil","Amazonas","Manaus","Estrada Francês Novo.&nf;Terreno firme, arenoso, capoeira fechada, alta.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"IAN110962",NA,NA,NA,"138090","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"143","2021-03-30 12:44:33-03","EAO","IAN","43202","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Meirelles, J","Fróes, RL","24266","1949","05","14","Southern America","Brasil","Maranhão","São Luis","High land, secondary forest.","-44.3027992248535","-2.52972006797791",NA,NA,NA,NA,"IAN043202",NA,NA,NA,"33693","auto",NA,NA,"2012","10",NA,NA,NA,NA,NA,NA
"144","2021-03-30 12:44:33-03","EAO","IAN","163613","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Meirelles, J","Santos, JP","634","1979","06","16","Southern America","Brasil","Pará","Almeirim","Estrada da Água Azul.","-52.5816993713379","-1.52332997322083",NA,NA,NA,NA,"IAN163613",NA,NA,NA,"564600","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"145","2021-03-30 12:44:33-03","EAO","IAN","124831","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Meirelles, J","Oliveira, E","4646","1968","06","24","Southern America","Brasil","Pará","Almeirim","Monte Dourado, Rio Jarí, capoeira, terra firme, acidentado.","-52.5816993713379","-1.52332997322083",NA,NA,NA,NA,"IAN124831",NA,NA,NA,"564600","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-30 12:44:33-03","EAO","IAN","124783","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Meirelles, J","Oliveira, E","4598","1968","06","21","Southern America","Brasil","Pará","Almeirim","Monte Dourado, Rio Jarí, entre S-37 e S-40, capoeirão, terra firme, acidentado.","-52.5816993713379","-1.52332997322083",NA,NA,NA,NA,"IAN124783",NA,NA,NA,"564600","auto",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"147","2021-03-30 12:44:33-03","EAO","IAN","95517","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Oliveira, AA","Black, GA","19124","1957","03","21","Southern America","Brasil","Pará","Belém","IAN, beira da capoeira 157 L.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"IAN095517",NA,NA,NA,"48462","auto",NA,NA,"2018","03",NA,NA,NA,NA,NA,NA
"148","2019-10-09 11:20:27-03","UFBA","ALCB","135727","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Ramos, G","Ramos, G; Melchor, RB; Valsko, JJ","168","2018","04","07","Southern America","Brasil","Amazonas","Manaus","Lado oposto a Reserva Campina do INPA.","-60.033889","-2.588611",NA,NA,NA,"ca. 3 m. Inflorescências ferrugíneas. Folhas discolores, ferrugíneas na face abaxial.; área com solo arenoso com vegetação formando dossel.","ALCB064525","ALCB064525",NA,NA,NA,NA,"-60.033889","-2.588611","2018","04",NA,NA,NA,NA,NA,NA
"149","2019-10-09 11:20:27-03","UFBA","ALCB","88002","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Goldenberg, R","Passos Júnior, LA; Paixão, JL da; Braga, AJ; Jardim, JG; Santos, JA","958","2001","09","28","Southern America","Brasil","Bahia","Una","Litoral Sul, Reserva Biologica de Una trilha do Rio Maruim","-39.0675","-15.167778","40","40",NA,"Individuo nº 902. DAP.9,6 cm. Material estéril.; Sob influência fluvial sazonal. Projeto Mata Atlântica Nordeste- Subprojeto estudos ecologicos em Mata ciliar no Sul da Bahia, Rebio de Una.",NA,NA,NA,NA,NA,NA,"-39.0675","-15.167778","2014","10","21",NA,NA,NA,NA,NA
"150","2019-10-09 11:20:27-03","UFBA","ALCB","88008","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Goldenberg, R","Passos Júnior, LA; Paixão, JL da; Braga, AJ; Jardim, JG; Santos, JA","730","2001","09","25","Southern America","Brasil","Bahia","Una","Litoral Sul, Reserva Biológica de Una Trilha do Rio Marium","-39.0675","-15.167778","40","40",NA,"Individuo. nº348. DAP. 6,1cm. alt.6,0m. Material estéril.; Sob influência fluvial sazonal. Projeto Mata Atlântica Nordeste- Subprojeto estudos ecologicos em Mata ciliar no Sul da Bahia, Rebio de Una.",NA,NA,NA,NA,NA,NA,"-39.0675","-15.167778","2014","10","21",NA,NA,NA,NA,NA
"151","2020-02-08 10:03:59-03","NBC","NL-BOTANY","U.1384507","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Jansen-Jacobs MJ","Jansen-Jacobs MJ; Ramharakh G; Haripersaud P; Jubithana H; et al.",NA,"2004","11","24","Southern America","Surinam","Marowijne",NA,"Suriname, Marowijne Distr., Lely Mts., Airstrip, Plateau.","-54.739167","4.267222",NA,NA,NA,"Lateritic rocky soil. Mixed forest around camp at end of airstrip.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1384507 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1384507","NL-U1384507",NA,NA,NA,NA,"-54.739167","4.267222",NA,NA,NA,"Magnoliopsidae","U 0252936",NA,NA,NA
"152","2020-02-08 10:03:59-03","NBC","NL-BOTANY","U 0275734","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Lanjouw J; Lindeman JC",NA,"1949","02","24","Southern America","Surinam",NA,NA,"near pole 33",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw1698",NA,NA,NA
"153","2020-02-08 10:03:59-03","NBC","NL-BOTANY","L 0571838","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Stahel G",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200571838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0571838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"154","2020-02-08 10:03:59-03","NBC","NL-BOTANY","L 0571839","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Stahel G",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200571839 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0571839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"155","2020-02-08 10:03:59-03","NBC","NL-BOTANY","L 0571840","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Cuatrecasas J",NA,NA,NA,NA,"Southern America","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200571840 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0571840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"156","2020-02-08 10:03:59-03","NBC","NL-BOTANY","L 0571841","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Cuatrecasas J",NA,NA,NA,NA,"Southern America","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200571841 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0571841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"157","2020-02-08 10:03:59-03","NBC","NL-BOTANY","L 0571842","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Cuatrecasas J",NA,NA,NA,NA,"Southern America","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200571842 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0571842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"158","2020-02-08 10:03:59-03","NBC","NL-BOTANY","L.1070089","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Stahel G",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1070089 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1070089","NL-L1070089",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw223",NA,NA,NA
"159","2020-02-08 10:03:59-03","NBC","NL-BOTANY","L.1070090","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Stahel G",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1070090 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1070090","NL-L1070090",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0053745 | Uw 223",NA,NA,NA
"160","2020-02-08 10:03:59-03","NBC","NL-BOTANY","L.2551048","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Andel TR van","Andel TR van; Amimba J; Amimba E",NA,"2006","02","14","Southern America","Surinam","Para",NA,"Settler's area near Rijsdijkweg, Parara ballfield.","-55.220278","5.6225",NA,NA,NA,"Secondary forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2551048 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2551048","NL-L2551048",NA,NA,NA,NA,"-55.220278","5.6225","2006","10","16","Magnoliopsidae","L 0840110",NA,NA,NA
"161","2020-02-08 10:03:59-03","NBC","NL-BOTANY","L.2551049","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Andel TR van","Andel TR van; Friendwijk N; Koopmans D; Korte S de",NA,"2006","07","11","Southern America","Surinam","Brokopondo",NA,"Assemblee member Pinas house yard.","-55.070833","5.184167",NA,NA,NA,"Secondary shrubland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2551049 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2551049","NL-L2551049",NA,NA,NA,NA,"-55.070833","5.184167","2006","10","16","Magnoliopsidae","L 0840075",NA,NA,NA
"162","2020-02-08 10:03:59-03","NBC","NL-BOTANY","L.2551050","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.","Andel TR van","Andel TR van; Wachter I; Rijpkema HR; Havinga RM; Groenendijk S",NA,"2006","04","19","Southern America","Surinam","Brokopondo",NA,"Around the Afobakka main road, near Klaaskreek (creek itself).","-55.085667","5.175833",NA,NA,NA,"Secondary forest and roadside.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2551050 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2551050","NL-L2551050",NA,NA,NA,NA,"-55.085667","5.175833","2006","10","16","Magnoliopsidae","L 0840082",NA,NA,NA
"163","2020-02-08 10:03:59-03","NBC","NL-BOTANY","U 0004098","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Focke HC",NA,"1844","05","01","Southern America","Surinam","Para",NA,"Bergendaal",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200004098 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0004098","NL-U0004098",NA,"holotype",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","726",NA,NA,NA
"164","2020-02-08 10:03:59-03","NBC","NL-BOTANY","U 0053746","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Stahel G",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053746 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0053746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 223",NA,NA,NA
"165","2020-02-08 10:03:59-03","NBC","NL-BOTANY","U 0274969","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Stahel G",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200274969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0274969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw336",NA,NA,NA
"166","2020-02-08 10:03:59-03","NBC","NL-BOTANY","U 0275643","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Lindeman JC",NA,"1953","01","01","Southern America","Surinam","Para",NA,NA,"-54.966667","5.416667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275643 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275643",NA,NA,NA,NA,NA,"-54.966667","5.416667",NA,NA,NA,"Magnoliopsidae","Uw2849",NA,NA,NA
"167","2020-02-08 10:03:59-03","NBC","NL-BOTANY","U 0275678","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Heyligers PC",NA,"1956","01","01","Southern America","Surinam","Para",NA,"(suriname R.)","-54.966667","5.416667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275678 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275678",NA,NA,NA,NA,NA,"-54.966667","5.416667",NA,NA,NA,"Magnoliopsidae","Uw6733",NA,NA,NA
"168","2020-02-08 10:03:59-03","NBC","NL-BOTANY","U 0275715","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Stahel G",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275715 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw223",NA,NA,NA
"169","2020-02-08 10:03:59-03","NBC","NL-BOTANY","U 0275735","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","lepidota","Miconia lepidota","DC.",NA,"Heyligers PC",NA,"1956","01","01","Southern America","Surinam","Para",NA,NA,"-54.966667","5.416667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275735",NA,NA,NA,NA,NA,"-54.966667","5.416667",NA,NA,NA,"Magnoliopsidae","Uw6692",NA,NA,NA
