"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","year","month"
"1","2020-02-28 17:39:18-03","MCN-FZBRS","HAS","36900","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Tillandsia","itaubensis","Tillandsia itaubensis","Strehl","Strehl, T.","Strehl, T.","1173","Brasil","Rio Grande do Sul","Salto do Jacuí","Lago da Usina Hidr. De Itaúba","-53.2125015258789","-29.0883007049561","27781","Pendente em paredões rochosos expostos ao sol, na margem do lago. Floresceu em cultivo.","HAS0036900","auto",NA,NA
"2","2020-02-28 17:39:18-03","MCN-FZBRS","HAS","36898","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Tillandsia","itaubensis","Tillandsia itaubensis","Strehl",NA,"Strehl, T.","1172","Brasil","Rio Grande do Sul","Salto do Jacuí","Salto do Jacuí, Usina de Itaúba","-53.2125015258789","-29.0883007049561","27781","; epífito Epifítica na beira da barragem, em locais expostos de paredões rochosos.","HAS0036898","auto","1998","08"
