"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","continentOcean","preparationType","previousCatalogNumber","phylum","order","identifiedBy","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","dayIdentified","class","fieldNumber","individualCount","sex"
"443","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179967","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Lanjouw J",NA,"1933","11","10","Surinam",NA,NA,"Suriname R, near Kabelstation.",NA,NA,NA,NA,NA,"Riverside.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179967 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179967","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"444","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179968","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Landsbosbeheer Suriname",NA,"1947","06","06","Surinam",NA,NA,"Saramaccarivier, Klein Moho. Hamburg.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179968","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"445","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179969","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Lanjouw J",NA,"1933","11","08","Surinam",NA,NA,"Suriname R, near Kabelstation.",NA,NA,NA,NA,NA,"Riverside.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179969","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"446","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179970","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Wessels Boer JG",NA,"1963","03","27","Surinam",NA,NA,"Circa portum aeronaut. ad flum. Oelemari.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179970","Southern America",NA,NA,NA,"Gentianales","Lindeman JC",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"447","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179971","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Stahel G; Wilhelmina Mts. Expedition",NA,"1926","02","20","Surinam",NA,NA,"Upper Gran Rio",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179971","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"448","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179972","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Gonggrijp JW",NA,"1916","06","16","Surinam",NA,NA,"Suriname; fluv. Corantijn, Matappi",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179972 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179972","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"449","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179974","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,NA,NA,"1918","02","25","Surinam",NA,NA,"Gonini R",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179974 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179974","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"450","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179975","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,NA,NA,"1922","07","01","Surinam",NA,NA,"Kaboerie",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179975 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179975","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"451","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179976","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Granville J-J de",NA,"1985","09","13","French Guiana",NA,NA,"RiviÞre sur le grand Inini en aval et en amont de Degrad Fourmi.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179976 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179976","Southern America",NA,NA,NA,"Gentianales","Sloot DM",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"452","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179977","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Donselaar J van; Lanjouw J; Donselaar- Bokkel Huinink WAE van",NA,"1959","02","17","Guyana","Upper Takutu-Upper Essequ",NA,"Rupununi savanna, in directionem borealem de montibus Kanuku; N of Lethem.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179977 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179977","Southern America",NA,NA,NA,"Gentianales","Donselaar J van",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"453","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179978","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Stahel G; Woodherbarium Surinam",NA,"1945","09","01","Surinam",NA,NA,"Wayombo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179978","Southern America",NA,NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"454","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179979","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Oldeman RAA",NA,"1965","12","09","French Guiana","Bassin de l'Oyapock",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179979 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179979","Southern America",NA,NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"455","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179982","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,NA,NA,"1920","09","25","Surinam",NA,NA,"Kaboerie",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179982 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179982","Southern America",NA,NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"456","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179983","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Lanjouw J; Lindeman JC",NA,"1949","11","06","Surinam",NA,NA,"Ad ripas fluv. Marowijne, N. of Galibi.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179983 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179983","Southern America",NA,NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"457","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179984","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.","1937","05","Rombouts HE",NA,"1936","09","13","Surinam",NA,NA,"Upper Tapanahoni R., above Idenburg Rapids.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179984 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179984","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,"01","Magnoliopsidae",NA,NA,NA
"458","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179985","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Lanjouw J",NA,"1933","09","07","Surinam",NA,NA,"Coppename River near Kaaimanstone.",NA,NA,NA,NA,NA,"Island in river.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179985 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179985","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"459","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179987","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Granville J-J de",NA,"1970","08","21","French Guiana",NA,NA,"Guyane Francaise. ForÛt sur la rive droite du Grand Inini en aval du Saut Etats Unis.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179987 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179987","Southern America",NA,NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"460","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179988","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Pennington RT; Whitmore TC",NA,"1992","04","16","Guyana","Potaro-Siparuni",NA,"Region 9. Upper Takutu, Siparuni River, just below Pakatau Falls.","-59.016667","4.75","-59.016667","4.75",NA,"Riverside forest on basic soil, river bank.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179988 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179988","Southern America",NA,NA,NA,"Gentianales","Jansen-Jacobs MJ",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"461","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179989","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.","1936","04","Rombouts HE",NA,"1935","09","01","Surinam",NA,NA,"fluv. Corantijn",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179989 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179989","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,"01","Magnoliopsidae",NA,NA,NA
"462","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179990","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Versteeg GM",NA,"1903","08","01","Surinam",NA,NA,"Suriname, fluv. Gonini",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179990 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179990","Southern America",NA,NA,NA,"Gentianales","Pulle AA",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"463","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179991","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Versteeg GM",NA,"1904","08","06","Surinam",NA,NA,"Suriname, fluv. Tapanahoni.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179991 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179991","Southern America",NA,NA,NA,"Gentianales","Pulle AA",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"464","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179992","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Boon HA",NA,"1901","08","29","Surinam",NA,NA,"Suriname, fluv. Coppenam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179992 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179992","Southern America",NA,NA,NA,"Gentianales","Pulle AA",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"465","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179993","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Boon HA",NA,"1901","08","29","Surinam",NA,NA,"Suriname, fluv. Coppenam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179993 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179993","Southern America",NA,NA,NA,"Gentianales","Pulle AA",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"466","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179994","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Kock C",NA,"1972","10","01","Surinam",NA,NA,"Voltzberg",NA,NA,NA,NA,"76998","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179994 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179994","Southern America",NA,NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"467","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179995","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"McDowell T; Gopaul D",NA,"1990","05","12","Guyana","Cuyuni-Mazaruni",NA,"Guyana. Region: Cuyuni-Mazaruni. Along Mazaruni R., confluence with Kamarang R to 2 km downstream.","-60.616667","5.883333","-60.616667","5.883333",NA,"Gallery forest along river.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179995 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179995","Southern America",NA,NA,NA,"Gentianales","Taylor CM",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"468","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179996","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Hahn WJ; Gillespie LJ; Persaud H",NA,"1989","03","17","Guyana","Potaro-Siparuni",NA,"Guyana. Region: Potaro-Siparuni. Kato and vicinity.","-59.916667","4.666667","-59.916667","4.666667",NA,"Savanna vegetation. Some secondary vegetation occuring at edge of forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179996 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179996","Southern America",NA,NA,NA,"Gentianales","Taylor CM",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"469","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179998","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"BAFOG (Service Forestier)",NA,"1956","11","30","French Guiana",NA,NA,"Route de Cayenne",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179998 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179998","Southern America",NA,NA,NA,"Gentianales","Lindeman JC",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"470","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0179999","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"BAFOG (Service Forestier)",NA,"1956","02","01","French Guiana",NA,NA,"Cayenne",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200179999 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0179999","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"471","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180000","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"BAFOG (Service Forestier)",NA,"1956","02","01","French Guiana",NA,NA,"Cayenne",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180000 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180000","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"472","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180002","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Tresling JHAT",NA,"1908","07","26","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180002 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180002","Southern America",NA,NA,NA,"Gentianales","Pulle AA",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"473","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180003","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"BAFOG (Service Forestier)",NA,"1957","01","12","French Guiana",NA,NA,"RiviÞre La ComtÚ - Rive gauche Ó 2 kms en amont du Saut Bief - crique Bagote rive gauche Ó 10 mÞtres de la rives et Ó 75 mÞtres de l'embouchure de ladite crique.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180003 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180003","Southern America",NA,NA,NA,"Gentianales","Lindeman JC",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"474","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180004","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Smith AC",NA,NA,NA,NA,"Guyana",NA,NA,"Basin of Kuyuwini River (Essequibo tributary), c. 150 miles from mouth.",NA,NA,NA,NA,NA,"Dense forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180004 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180004","Southern America",NA,NA,NA,"Gentianales","Standley PC",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"475","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180005","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Boldingh I",NA,"1909","10","01","Surinam","Para",NA,"Suriname, Para R.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180005 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180005","Southern America",NA,NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"476","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180006","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,NA,NA,"1916","05","31","Surinam",NA,NA,"Watramiri",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180006 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180006","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"477","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180007","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,NA,NA,"1916","05","31","Surinam",NA,NA,"Watramiri",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180007 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180007","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"478","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180008","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,NA,NA,"1918","02","25","Surinam",NA,NA,"Gonini R",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180008 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180008","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"479","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180043","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Versteeg GM",NA,"1903","08","01","Surinam",NA,NA,"Suriname, fluv. Gonini",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180043 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180043","Southern America",NA,NA,NA,"Gentianales","Pulle AA",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"480","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180045","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Fanshawe DB",NA,"1944","10","01","Guyana",NA,NA,"Mazaruni River",NA,NA,NA,NA,NA,"Riverside vegetation.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180045","Southern America",NA,NA,NA,"Gentianales","Standley PC",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"481","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180046","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Landsbosbeheer Suriname",NA,"1950","05","07","Surinam",NA,NA,"Coesewijne",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180046","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"482","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180047","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Oldeman RAA",NA,"1969","07","05","French Guiana",NA,NA,"French Guiana. Fleuve Oyapock, saut Armontabo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180047","Southern America",NA,NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"483","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180049","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Gonggrijp JW",NA,"1916","06","15","Surinam",NA,NA,"Suriname, fluv. Corantijn, Matappi",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180049 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180049","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"484","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180050","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"Versteeg GM",NA,"1903","08","16","Surinam",NA,NA,"Suriname, fluv. Gonini",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180050 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180050","Southern America",NA,NA,NA,"Gentianales","Pulle AA",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"485","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180051","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"BAFOG (Service Forestier)",NA,"1961","09","01","French Guiana",NA,NA,"Criques Ouaqui, Grande et Petite.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180051","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"486","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180052","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"BAFOG (Service Forestier)",NA,"1961","09","01","French Guiana",NA,NA,"Criques Ouaqui, Grande et Petite.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180052 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180052","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"487","2020-02-08 09:24:12-03","NBC","NL-BOTANY","U 0180053","PreservedSpecimen","Plantae","Rubiaceae","Genipa","americana","Genipa americana","L.",NA,NA,"BAFOG (Service Forestier)",NA,"1961","01","01","French Guiana",NA,NA,"Itany et Marouini",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200180053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0180053","Southern America",NA,NA,NA,"Gentianales","Bremekamp CEB",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
