"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1519498","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","A. M. Amorim","5908","2006","South America","Brazil","Povoado de Talismã, Fazenda Duas Barras, Reserva Alto Cariri. Trilha do sul que sai em Santa Maria do Salto.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1747138' target='other'> <mi>dwc_moreinfo</mi></a>","NY01519498","NY01519498_01","R. Goldenberg","04","22","Minas Gerais","Santa Maria do Salto","-40.0544","-16.4036","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02514435","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","R. Goldenberg","2190","2015","South America","Brazil","Mun. Dores do Rio Preto, Parque Nacional do Caparaó, estrada acima da portaria.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2745610' target='other'> <mi>dwc_moreinfo</mi></a>","NY02514435","NY02514435_01",NA,"05","28","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1654180","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","M. K. Caddah","854","2011","South America","Brazil","Estação Biológica de Santa Lúcia. Trilha para o túmulo de Augusto Ruschi. Ao lado do rio Timbuí.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568341' target='other'> <mi>dwc_moreinfo</mi></a>","NY01654180","NY01654180_01","R. Goldenberg","02","08","Espírito Santo","Santa Teresa","-40.53495","-19.97022","760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","521990","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","A. F. M. Glaziou","8363","1876","South America","Brazil","Petropolis, Vila Thereza","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=408800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521990","NY00521990_01",NA,"01","18","Rio de Janeiro","Petrópolis","-43.1783","-22.505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:44:36-03","EAO","IAN","81508","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Gardner, A","395",NA,"Southern America","Brasil",NA,NA,NA,"IAN081508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:04:12-03","NBC","NL-BOTANY","L.2550780","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Glaziou AFM",NA,"1988","Southern America","Brazil","Prov. Rio de Janeiro.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550780 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2550780","NL-L2550780",NA,"01","01",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:13:38-03","ESALQ","ESA","64905","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardn.","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23757.0","2000",NA,"Brasil","Parque Nacional do Caparaó. Mata ciliar do Rio Norte. 20o26'45S; 41o44'07W. 1110msm",NA,"Árvore, ca. 8m alt.; frutos imaturos verdes","ESA064905","ESA064905","Faria, C.A.","02","22","Espírito Santo","Alegre","-41.5331001281738","-20.763599395752","1110","1110",NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:13:38-03","ESALQ","ESA","121631","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Souza, V.C.","33645.0","2009",NA,"Brasil","Subida para o Morro da Antena. Floresta Ombrófila Densa (Mata Atlântica) degradada.",NA,"Arbusto, ca. 2,5 m alt.; frutos imaturos verdes.","ESA121631","ESA121631","Goldenberg, R.","05","01","Rio de Janeiro","Santa Maria Madalena","-42.0080986022949","-21.9552993774414",NA,NA,NA,NA,"30526","auto","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:31:40-03","MN","R","9614","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Glaziou, A.F.M.","8363","1867",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000009614","R000009614_001",NA,"10","29","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:31:40-03","MN","R","136588","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Glaziou, A.F.M.",NA,"1895",NA,"Brasil",NA,NA,"Herb. J. de Saldanha; Gabinete de Botânica da Escola Polytechnica, 5113","R000136588","R000136588_001","Brade","05","28","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:34:42-03","UNICAMP","UEC","104214","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Chamas, CC; Santos, RR","083","1996",NA,"Brazil","Valsugana Velha, Estação Biológica de Santa Lúcia, Trilha Timbuí, Mata de vale.",NA,"Arbustiva, flor branca, fruto róseo alaranjado; Mata atlântica de encosta,","UEC114041","UEC114041","Bacci, LF","06","10","Espírito Santo","Santa Teresa","-40.543611","-19.956667","500","950",NA,NA,NA,NA,"2014","10","-40.543611","-19.956667",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:34:42-03","UNICAMP","UEC","172247","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Colletta, GD; Flores, TB","367","2010",NA,"Brazil","Distrito de Pedra Menina. Parque Nacional do Caparaó, trilha da portaria ao alojamento dos pesquisadores.",NA,"Árvore 4m alt.; frutos imaturos verdes.","UEC016389","UEC016389","Goldenberg, R","01","13","Minas Gerais","São Domingos",NA,NA,NA,NA,NA,NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-20 10:19:17-03","UNICAMP","UEC","69450","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Hoehne, FC","s.n.","1923",NA,"Brazil","Alto da Serra",NA,"flor","UEC038563","UEC038563","Goldenberg, R","02","28","São Paulo","Paranapiacaba",NA,NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-22 17:38:40-03","UNICAMP","UEC","99151","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Boudet Fernandes, HQ","3196","1997",NA,"Brazil","Valsugana Velha - Estação Biológica de S",NA,"flor, Arbusto de 4 m de altura x 2,5 cm. Botões florais verdes com indumento castanho. Frutos jovens verdes. Mata de encosta.","UEC162659","UEC162659",NA,"03","04","Espírito Santo","Santa Teresa","-40.543611","-19.956667","600","600",NA,NA,NA,NA,NA,NA,"-40.543611","-19.956667",NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:34:42-03","UNICAMP","UEC","206237","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Bacci, LF; Bochorny, T; Goldenberg, R","161","2015",NA,"Brazil","Brasil, ES, Mun. São Roque do Canaã, Luxemburgo, subida para o Alto Misterioso.",NA,"Árvore ca.7 m alt. Frutos imaturos verdes.","UEC178621","UEC178621","Goldenberg, R","05","11","Espirito Santo","São Roque do Canaã","-19.802778","-40.771944","280","280",NA,NA,NA,NA,"2015",NA,"-19.802778","-40.771944",NA,NA,NA,NA,NA,NA
"26","2019-06-27 10:25:39-03","UFES","VIES","17236","S","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Gomes, J.M.L.","3275","2009",NA,"Brasil",NA,NA,NA,"VIES017236","VIES017236","Goldenberg, R.","04","18","Espírito Santo","Castelo","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"23588","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-04-27 16:10:35-03","UFES","VIES","13811","S","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Iglesias, D.T.; Dutra, V.F. & Barros, P.H.D.","125","2013",NA,"Brasil","Parque Estadual do Forno Grande.",NA,NA,"VIES013811","VIES013811","Bacci, L.F.","03","02","Espírito Santo","Castelo","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"23588","auto","2014","04",NA,NA,"15",NA,NA,NA,NA,NA
"28","2020-04-27 16:10:35-03","UFES","VIES","11672","S","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Meirelles, J.; Fraga, C.N. & Goldenberg, R.","282","2009",NA,"Brasil","Parque Estadual do Forno Grande.",NA,NA,"VIES011672","VIES011672","Bacci, L.F.","04","07","Espírito Santo","Castelo","-41.184700012207","-20.6035995483398","1030","1030",NA,NA,"23588","auto","2014","04",NA,NA,"15",NA,NA,NA,NA,NA
"29","2021-02-12 18:12:15-03","UFES","VIES","32363","S","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Thomaz, L.D.","1862b","1997",NA,"Brasil","Aracê.",NA,NA,"VIES032363","VIES032363","Goldenberg, R.","04","29","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"48150","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-12 18:12:15-03","UFES","VIES","32364","S","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Thomaz, L.D.","1858a","1997",NA,"Brasil","Aracê.",NA,NA,"VIES032364","VIES032364","Goldenberg, R.","04","29","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"48150","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-06-27 10:25:39-03","UFES","VIES","16546","S","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Pereira, O.J.; Espindula, E.","6863","2001",NA,"Brasil","Fazenda Candelária.",NA,NA,"VIES016546","VIES016546","Goldenberg, R.","03","14","Espírito Santo","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"48150","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-06-27 10:25:39-03","UFES","VIES","38516","S","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Goldenberg, R.; Carrijo, T. & Garbin, M.","2190","2015",NA,"Brasil","Parque Nacional do Caparaó.",NA,NA,"VIES038516","VIES038516","Goldenberg, R.","05","28","Espírito Santo","Dores do Rio Preto","-41.8452987670898","-20.6888999938965",NA,NA,NA,NA,"23972","auto","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-06-27 10:25:39-03","UFES","VIES","28031","S","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Bacci, L.F.; Zorzanelli, J.P.F.","30","2013",NA,"Brasil","Serra do Caparaó, vale de Santa Marta.",NA,NA,"VIES028031","VIES028031","Bacci, L.F.","06","15","Espírito Santo","Ibitirama","-41.6671981811523","-20.5414009094238",NA,NA,NA,NA,"22282","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-06-27 10:25:39-03","UFES","VIES","33777","S","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Couto, D.R.; Pinto-Junior, H.","1785","2011",NA,"Brasil","Conceição do Muqui.",NA,NA,"VIES033777","VIES033777","Goldenberg, R.","01","05","Espírito Santo","Mimoso do Sul","-41.3664016723633","-21.0641994476318","920","920",NA,NA,"29430","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-04-27 16:10:35-03","UFES","VIES","34186","S","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Araújo, E.A.","295","2015",NA,"Brasil","Santa Marta. Parcela 02, indivíduo 192. Parque Nacional do Caparaó",NA,NA,"VIES034186","VIES034186","R. Goldenberg","02",NA,"Espírito Santo","Ibitirama","-41.746389","-20.491389",NA,NA,NA,NA,NA,NA,"2016","02","41º44'47''W","20º29'29''S",NA,NA,NA,NA,NA,NA
"36","2019-06-27 10:25:39-03","UFES","VIES","14256","S","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Zamborlini, F.","236","2004",NA,"Brasil","Estação Biológica de Santa Lúcia.",NA,NA,"VIES014256","VIES014256",NA,"03","02","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-06-27 10:25:39-03","UFES","VIES","28033","S","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Bacci, L.F.; Lima, D.F.","100","2013",NA,"Brasil","REBIO Augusto Ruschi, trilha da cachoeira.",NA,NA,"VIES028033","VIES028033","Bacci, L.F.","11","26","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","1400","1400",NA,NA,"23813","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:34:46-03","MBM","MBM","258828","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Silva, J.A.","s.n.","1977","Southern America","Brazil","Reserva Biológica do Poço da Anta",NA,NA,"MBM258828","MBM258828","Goldenberg, R.","03","04","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-11-06 17:22:36-02","MNHN","RECOLNAT_MNHN_P","P00723780","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Gardner, G.",NA,"1838",NA,"Brésil","Serra dos Orgaos","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723780' target='other'> <mi>dwc_moreinfo</mi></a>","P00723780","P00723780_01","Spach",NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,"395",NA,NA,NA,NA
"40","2015-11-06 17:22:37-02","MNHN","RECOLNAT_MNHN_P","P00723781","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Gardner, G.",NA,"1838",NA,"Brésil","Serra dos Orgaos","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723781' target='other'> <mi>dwc_moreinfo</mi></a>","P00723781","P00723781_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,"395",NA,NA,NA,NA
"41","2015-09-04 21:03:27-03","MNHN","RECOLNAT_MNHN_P","P05319909","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Riedel",NA,"1823",NA,"Brasil","Estrella.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05319909' target='other'> <mi>dwc_moreinfo</mi></a>","P05319909","P05319909_01",NA,"12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1834",NA,NA,NA,NA
"42","2015-09-04 21:03:30-03","MNHN","RECOLNAT_MNHN_P","P05319927","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Glaziou, A.",NA,"1880",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05319927' target='other'> <mi>dwc_moreinfo</mi></a>","P05319927","P05319927_01",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12180",NA,NA,NA,NA
"43","2015-09-04 21:03:31-03","MNHN","RECOLNAT_MNHN_P","P05319929","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Riedel",NA,"1834",NA,"Brasil","Estrela.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05319929' target='other'> <mi>dwc_moreinfo</mi></a>","P05319929","P05319929_01",NA,"12","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-09-04 21:03:30-03","MNHN","RECOLNAT_MNHN_P","P05319926","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Glaziou",NA,"1887",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05319926' target='other'> <mi>dwc_moreinfo</mi></a>","P05319926","P05319926_01",NA,"2","12","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,"16006",NA,NA,NA,NA
"45","2015-09-04 21:03:31-03","MNHN","RECOLNAT_MNHN_P","P05319931","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Glaziou, A.",NA,"1887",NA,"Brasil","Alto da Serra de Nova Fribrugo.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05319931' target='other'> <mi>dwc_moreinfo</mi></a>","P05319931","P05319931_01",NA,"3","18","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,"16012",NA,NA,NA,NA
"46","2015-09-04 21:03:30-03","MNHN","RECOLNAT_MNHN_P","P05319925","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Glaziou, A.",NA,"1893",NA,"Brasil","Alto Macaé.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05319925' target='other'> <mi>dwc_moreinfo</mi></a>","P05319925","P05319925_01",NA,"2","19","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,"20310",NA,NA,NA,NA
"47","2015-09-04 21:03:30-03","MNHN","RECOLNAT_MNHN_P","P05319924","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Glaziou, A.",NA,"1888",NA,"Brasil","Alto Macahé.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05319924' target='other'> <mi>dwc_moreinfo</mi></a>","P05319924","P05319924_01",NA,"1","22","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,"16936",NA,NA,NA,NA
"48","2015-09-04 21:03:31-03","MNHN","RECOLNAT_MNHN_P","P05319930","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","polyandra","Miconia polyandra","Gardner","Glaziou, A.",NA,"1880",NA,"Brasil","Serra da Estrela.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05319930' target='other'> <mi>dwc_moreinfo</mi></a>","P05319930","P05319930_01",NA,"2","1","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,"21280",NA,NA,NA,NA
