"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"93","2020-11-04 11:09:07-03","ESALQ","ESA","108682","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,"Franco, G.A.D.C.","2006",NA,NA,"Souza, F.M.","656.0","2006","09","19","Brasil","São Paulo","Ribeirão grande",NA,"-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"ESA108682","ESA108682",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"25028","auto",NA,NA,NA,NA
"94","2020-11-04 11:09:07-03","ESALQ","ESA","36323","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Zipparro, V.B.","1463.0","1995","07","14","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA036323","ESA036323",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"34059","auto",NA,NA,NA,NA
"95","2020-11-04 11:09:07-03","ESALQ","ESA","134388","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","216.0","2015","07","07","Brasil","São Paulo","Mombuca","Mata do Pinheirinho. Usina Rosana","-47.560001373291","-22.9200000762939","-47,657,290","-2,292,987","561","561","ESA134388",NA,"Árvore, 35m, 1,2m de diâmetro, com muitas lianas.",NA,NA,NA,"Magnoliophyta",NA,NA,"13659","auto",NA,NA,NA,NA
"96","2020-11-04 11:09:07-03","ESALQ","ESA","94483","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","312.0","1997","12","18","Brasil","Paraná","Sengés","Fazenda Pisa, Poço do encanto. Interior de floresta higrófila","-492.415","-241.209","-492,415","-241,209",NA,NA,"ESA094483","ESA094483","Árvore de 12 m. Frutos marrons.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-11-04 11:09:07-03","ESALQ","ESA","88852","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Barbosa, E. et al.","950.0","2004","02","28","Brasil","São Paulo","Barra do Turvo",NA,"-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"ESA088852","ESA088852",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"38172","auto",NA,NA,NA,NA
"98","2020-11-04 11:09:07-03","ESALQ","ESA","31958","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Árbocz, G.F. et al.","32668.0","1995","02","08","Brasil","São Paulo","Barra do Turvo",NA,"-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"ESA031958","ESA031958",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"38172","auto",NA,NA,NA,NA
"99","2020-11-04 11:09:07-03","ESALQ","ESA","132562","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,"Brosler, E. et al.","2009","10","18","Brosler, E. et al.","8.0","2009","10","18","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA132562",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"27729","auto",NA,NA,NA,NA
"100","2020-11-04 11:09:07-03","ESALQ","ESA","46926","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Penteado, S.",NA,"1998","01","01","Brasil","São Paulo","Paranapanema",NA,"-48.7200012207031","-23.3799991607666",NA,NA,NA,NA,"ESA046926","ESA046926",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"29740","auto",NA,NA,NA,NA
"101","2020-11-04 11:09:07-03","ESALQ","ESA","36241","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Braga, B.",NA,"1969","01","30","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA036241","ESA036241",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"53584","auto",NA,NA,NA,NA
"102","2020-11-04 11:09:07-03","ESALQ","ESA","36364","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Silva, R.M. et al.","579.0","1992","07","06","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA036364","ESA036364",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"34059","auto",NA,NA,NA,NA
"103","2020-11-04 11:09:07-03","ESALQ","ESA","36335","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Souza, H.M.",NA,"1969","08","07","Brasil","São Paulo","Valinhos",NA,"-46.9900016784668","-22.9699993133545",NA,NA,NA,NA,"ESA036335","ESA036335",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"12075","auto",NA,NA,NA,NA
"104","2020-11-04 11:09:07-03","ESALQ","ESA","109530","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30017.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109530","ESA109530",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"34059","auto",NA,NA,NA,NA
"105","2020-11-04 11:09:07-03","ESALQ","ESA","109574","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30018.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109574","ESA109574",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"34059","auto",NA,NA,NA,NA
"106","2020-11-04 10:55:47-03","ESALQ","ESA","137197","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Colletta, G. D","2376.0","2015","11","18","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, trilha interna Km 39","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA137197",NA,"Árvore, 25m (estéril)",NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA
"107","2021-01-14 15:29:01-03","MN","R","69756","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Freire Allemão, F.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Campo Grande",NA,NA,NA,NA,NA,NA,"R000069756","R000069756_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-31 13:39:52-03","MN","R","2560","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Ducke, W.A.","1917",NA,NA,"?","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA
"109","2021-03-31 13:39:52-03","MN","R","27577","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Kuhlmann","1932","07","24","?","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Avellar","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"110","2021-03-31 13:39:52-03","MN","R","161504","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","M. K. Arroyo","1973",NA,NA,"Irwin, H.S.; et al.","34632","1972","01","21","Brasil","Goiás","Niquelândia","ca. 15km S. of Niquelândia","-48.4597015380859","-14.4738998413086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74171","auto",NA,NA,NA,NA
"111","2021-01-14 15:29:01-03","MN","R","190200","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Vinicius C. de Almeida","1996","02",NA,"Almeida, V.C.","138","1995","01","10","Brasil","Minas Gerais","Lima Duarte","Fazenda da Serra","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA
"112","2021-03-31 13:39:52-03","MN","R","33012","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Mello Barreto",NA,NA,NA,"Mello Barreto, H.L.","6198","1935","01","11","Brasil","Minas Gerais","Belo Horizonte","Serra do Taquaril","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"Jardim Bot. de Belo Horizonte 19.328",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"113","2016-02-02 14:38:27-02","BGBM","B","B 10 0005672","S","Plantae","Leguminosae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"P. R. Reitz","5.711","1953","09","04","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100005672","B100005672","<a href=http://herbarium.bgbm.org/object/B100005672 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2016-02-02 14:38:27-02","BGBM","B","B 10 0005674","S","Plantae","Leguminosae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"G. Hatschbach","9765","1963","03","04","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100005674","B100005674","<a href=http://herbarium.bgbm.org/object/B100005674 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2016-02-02 14:38:27-02","BGBM","B","B 10 0005676","S","Plantae","Leguminosae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"P. R. Reitz","5.711","1953","09","04","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100005676","B100005676","<a href=http://herbarium.bgbm.org/object/B100005676 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2016-02-02 14:38:27-02","BGBM","B","B 10 0005678","S","Plantae","Leguminosae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"G. Hatschbach","9765",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100005678","B100005678","<a href=http://herbarium.bgbm.org/object/B100005678 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2016-02-02 14:38:27-02","BGBM","B","B 10 0089379","S","Plantae","Leguminosae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Silva","2853",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100089379","B100089379","<a href=http://herbarium.bgbm.org/object/B100089379 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2016-02-02 14:38:27-02","BGBM","B","B 10 0005673","S","Plantae","Leguminosae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Reitz & Klein","1.624","1954","03","02","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100005673","B100005673","<a href=http://herbarium.bgbm.org/object/B100005673 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2016-02-02 14:38:27-02","BGBM","B","B 10 0005675","S","Plantae","Leguminosae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Reitz & Klein","1.624","1954","03","02","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100005675","B100005675","<a href=http://herbarium.bgbm.org/object/B100005675 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2016-02-02 14:38:27-02","BGBM","B","B 10 0005677","S","Plantae","Leguminosae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"Reitz & Klein","6.564","1958","03","06","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100005677","B100005677","<a href=http://herbarium.bgbm.org/object/B100005677 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2016-02-02 14:38:27-02","BGBM","B","B 10 0089378","S","Plantae","Leguminosae","Copaifera","trapezifolia","Copaifera trapezifolia",NA,NA,NA,NA,NA,"L. C. Treviranus","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100089378","B100089378","<a href=http://herbarium.bgbm.org/object/B100089378 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-02-22 11:44:30-03","IPA","IPA","11011","S","Plantae","Leguminosae-Caes.","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Andrade-Lima","56-2590","1956","01","08","Brasil","Pernambuco","Pesqueira","Serra do Ororubá, Alto da Serra","-36.6963996887207","-8.35778045654297",NA,NA,NA,NA,"IPA0011011",NA,"Árvore 6 - 8m. Estéril","Southern America",NA,NA,"Plantae",NA,NA,"36615","auto",NA,NA,NA,NA
"123","2019-02-22 11:44:30-03","IPA","IPA","20054","S","Plantae","Leguminosae-Caes.","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Hatschbach, G.","1969",NA,NA,"Hatschbach, G.","20222","1968","11","06","Brasil","Paraná","Morretes","Col. Floresta. Encosta de morro.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"IPA0020054",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"30514","auto",NA,NA,NA,NA
"124","2019-02-22 11:44:30-03","IPA","IPA","29932","S","Plantae","Leguminosae-Caes.","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Barreto, R.","1982","12","02","Andrade-Lima","73-7272","1973","03","23","Brasil","Pernambuco","Taquaritinga do Norte","Sítio Cafundó","-36.0442008972168","-7.90305995941162",NA,NA,NA,NA,"IPA0029932",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"25558","auto",NA,NA,NA,NA
"125","2019-02-22 11:44:30-03","IPA","IPA","20608","S","Plantae","Leguminosae-Caes.","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Andrade-Lima","1968",NA,NA,"Andrade-Lima","68-5452","1968","10","12","Brasil","Pernambuco","Taquari","Alto da Serra",NA,NA,NA,NA,NA,NA,"IPA0020608",NA,"Árvore 20m, estéril","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-07-26 11:40:11-03","IPA","IPA","9479","S","Plantae","Leguminosae-Caes.","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Koscinski, M.","9479","1930","03",NA,"Brasil","São Paulo",NA,"Serra da Cantareira",NA,NA,NA,NA,NA,NA,"IPA0009479",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-02-22 11:44:30-03","IPA","IPA","12110","S","Plantae","Leguminosae-Caes.","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Andrade-Lima","60-3425","1960","01","20","Brasil","Pernambuco","Caruaru","Brejo dos Cavalos","-35.9761009216309","-8.28332996368408",NA,NA,NA,NA,"IPA0012110",NA,"Material estéril","Southern America",NA,NA,"Plantae",NA,NA,"35136","auto",NA,NA,NA,NA
"128","2019-08-27 13:29:18-03","IAP","PACA-AGP","70081","PreservedSpecimen","Plantae","Caesalpinaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","D. B. Falkenberg","1987",NA,NA,"R. M. Klein","7195","1967","02","15","Brasil","SC","Florianópolis","Morro Costa da Lagoa, Ilha de Sc.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA070081",NA,"Confirm. por R. L. C. Bortoluzzi, em 09.2003. Habitat: Na mata. Fenofase: flor branca Hábito: árvore",NA,NA,NA,"Magnoliophyta","Fagales",NA,"27000","auto","Magnoliatae",NA,NA,NA
"129","2019-08-27 13:29:18-03","IAP","PACA-AGP","67913","PreservedSpecimen","Plantae","Caesalpinaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","G. Hatschbach","1984","10",NA,"Hatschbach, G.","48089","1984","07","17","Brasil","PR","Cerro Azul","Bom Sucesso - Gaeria do Rio Ribeira.","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"PACA067913",NA,"10m de altura. Confirm. por R.L.C. Bortoluzzi em 09.2003. Habitat: Mata de galeria. Hábito: árvore",NA,NA,NA,"Magnoliophyta","Fagales",NA,"32006","auto","Magnoliatae",NA,NA,NA
"130","2019-08-27 13:29:18-03","IAP","PACA-AGP","25455","PreservedSpecimen","Plantae","Caesalpinaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","H.C. Lima","2009","06",NA,"Reitz, R.",NA,"1943","01","28","Brasil","SC","Antônio Carlos",NA,"-48.7675018310547","-27.5168991088867",NA,NA,NA,NA,"PACA025455",NA,"Habitat: in silva primaeva Fenofase: estéril",NA,NA,NA,"Magnoliophyta","Fagales",NA,"15769","auto","Magnoliatae",NA,NA,NA
"131","2019-08-27 13:29:18-03","IAP","PACA-AGP","65710","PreservedSpecimen","Plantae","Caesalpinaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","A. Burkart","1955",NA,NA,"P. R. Reitz","5711","1953","09","04","Brasil","SC","Brusque","Mata da Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"PACA065710",NA,"HBR 9435. Confirm. por R. L. C. Bortoluzzi, em 09.2003. UFRGS/ICN. Habitat: Capoeirão.",NA,NA,NA,"Magnoliophyta","Fagales",NA,"19684","auto","Magnoliatae",NA,NA,NA
"132","2019-08-27 13:29:18-03","IAP","PACA-AGP","58238","PreservedSpecimen","Plantae","Caesalpinaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","R. L. C. Bortoluzzi","2003","09",NA,"R. M. Klein","183","1949","10","27","Brasil","SC","Brusque","Mata do Hoffmann","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"PACA058238",NA,"HBR 4588. Habitat: In silva. Fenofase: fruto",NA,NA,NA,"Magnoliophyta","Fagales",NA,"19684","auto","Magnoliatae",NA,NA,NA
"133","2019-08-27 13:29:18-03","IAP","PACA-AGP","65711","PreservedSpecimen","Plantae","Caesalpinaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","A. Burkart","1955",NA,NA,"Reitz, R.","1624","1954","03","02","Brasil","SC","Ibirama",NA,"-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"PACA065711",NA,"HBR 9427. Confir.: R. L. C. Bortoluzzi, 09.2003 UFRGS/ICN. Habitat: Caapoeira",NA,NA,NA,"Magnoliophyta","Fagales",NA,"18533","auto","Magnoliatae",NA,NA,NA
"134","2020-12-20 21:17:19-03","UFV","VIC","27917","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Bosquetti, L.B.","2004","02",NA,"Nunes, SRDFS; et al.","71","2001","06","30","Brasil","Minas Gerais","Dionísio","PERD","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,"VIC027917",NA,"Árvore aproximadamente 27m com frutos verdes, sementes com arilo sóreo-avermelhado. Formigas visitantes.",NA,NA,NA,NA,NA,NA,"31394","auto",NA,NA,NA,NA
"135","2020-12-20 21:17:19-03","UFV","VIC","27918","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Bosquetti, L.B.","2004","02",NA,"Bosquetti, L.B.; et al.","93","2003","02","21","Brasil","Minas Gerais","Marliélia","PERD",NA,NA,NA,NA,NA,NA,"VIC027918",NA,"árvore ca 30m com botões e frutos imaturos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-20 21:17:19-03","UFV","VIC","27919","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Bosquetti, L.B.","2004","02",NA,"Bosquetti, L.B.; et al.","106","2003","03","20","Brasil","Minas Gerais","Marliélia","PERD",NA,NA,NA,NA,NA,NA,"VIC027919",NA,"árvore de 31m de altura com frutos. Folhas com mais de seis pares de folíolos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-20 21:17:19-03","UFV","VIC","27920","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","Bosquetti, L.B.","2004","02",NA,"Bosquetti, L.B.; Pereira, R.M.; Carvalho, E.O.","160","2003","06","26","Brasil","Minas Gerais","Marliélia","PERD",NA,NA,NA,NA,NA,NA,"VIC027920",NA,"árvore de 31m de frutos maduros de arilo rosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-20 21:17:19-03","UFV","VIC","27921","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Bosquetti, L.B.; Pereira, R.M.; Carvalho, E.O.","162","2003","06","26","Brasil","Minas Gerais","Marliélia","PERD",NA,NA,NA,NA,NA,NA,"VIC027921",NA,"árvore ca 30m com frutos maduros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-20 21:17:19-03","UFV","VIC","31075","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"Lima, H.C. de","5022","1995","03","18","Brasil","Rio de Janeiro","Macaé","Reserva Ecológica Municipal de Macaé de Cima, Estrada para Macaé de Cima, cerca de 500 metros após o Hotel Fazenda São João. Mata de encosta.","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,"VIC031075","VIC031075","Árvore, c.a. de 17 metros de altura. Tronco com casca levmente fissurada, acinzentada, DAP de 60 cm de altura. Frutos jovens esverdeados. Ocasional.",NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA
"140","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0019863","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","G. Hatschbach",NA,NA,NA,"J. M. Silva; E. Barbosa, J. Vaz","3628","2002","9","29","Brazil","Sao Paulo",NA,"Conchas (Mun. Cajati).","-48.102792","-24.729933",NA,NA,NA,NA,NA,NA,"Tree, 20cm.",NA,NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"141","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0019862","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","G. Hatschbach",NA,NA,NA,"J. M. Silva; L. A. Ferreira & L. M. Abe","2853","1999","1","15","Brazil","Sao Paulo",NA,"Salto Chico Salu (Mun. Barra do Turvo) .","-48.504925","-24.757996",NA,NA,NA,NA,NA,NA,"Tree, 20cm tall. Flower cream.",NA,NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"142","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0019864","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","G. Hatschbach",NA,NA,NA,"G. Hatschbach","48089","1984","7","17","Brazil","Paraná",NA,"Bom Sucesso (mun. Cerro Azul ).","-49.27366","-24.79626",NA,NA,NA,NA,NA,NA,"Tree 10m tall.",NA,NA,NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"143","2019-11-21 14:36:23-03","UFJF","CESJ","16302","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne",NA,NA,NA,NA,"L. Krieger; Pavan; M. Sabino","CESJ16302","1979","07","28","Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ016302",NA,"Árvore grande, frutos maduros.","América do Sul",NA,NA,"Angiosperma",NA,NA,"30417","auto",NA,NA,NA,NA
"144","2019-11-21 14:36:23-03","UFJF","CESJ","32196","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","G. Hatschbach","1993",NA,NA,"G. Hatschbach; R. Kummrow","57097","1992","06","23","Brasil","Paraná","Cerro Azul","Rio Ponta Grossa","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"CESJ032196",NA,"Árvore copada, 20m. Mata pluvial.","América do Sul",NA,NA,"Angiosperma",NA,NA,"32006","auto",NA,NA,NA,NA
"145","2019-11-21 14:36:23-03","UFJF","CESJ","43523","PreservedSpecimen","Plantae","Fabaceae","Copaifera","trapezifolia","Copaifera trapezifolia","Hayne","G. Hatschbach","2004",NA,NA,"E. Barbosa; J.M. Silva; J. Vaz","950","2004","02","28","Brasil","São Paulo","Barra do Turvo","Posto Manecão","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"CESJ043523",NA,"Árvore, 10m, flor creme. Floresta Atlântica.","América do Sul",NA,NA,"Angiosperma",NA,NA,"38172","auto",NA,NA,NA,NA
