"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"45","2019-08-15 09:03:27-03","UESC","UESC","7723","S","Plantae","Angiospermae","Florideophycidae","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reiss.",NA,"L.P.de Queiroz","3862","1994","04","27",NA,"Brasil","Bahia","Iaçu",NA,"-40.2117004394531","-12.7672004699707",NA,"Arbusto de ca. 2m, muito ramificado.","UESC0007723",NA,NA,NA,NA,NA,"50006","auto",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"46","2015-09-05 10:44:33-03","MNHN","RECOLNAT_MNHN_P","P05585971","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Glaziou",NA,"1871","8","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Andarahy","-43.2075004577637","-22.9027996063232","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05585971' target='other'> <mi>dwc_moreinfo</mi></a>","P05585971","P05585971_01",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"4931",NA,NA
"47","2015-09-05 10:44:33-03","MNHN","RECOLNAT_MNHN_P","P05585970","PreservedSpecimen",NA,NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Glaziou, A.",NA,"1871","8","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil.(RJ.) Andarahy","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05585970' target='other'> <mi>dwc_moreinfo</mi></a>","P05585970","P05585970_01",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"4931",NA,NA
"48","2020-07-29 12:06:00-03","MO","MOBOT","100287383","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","R.Liesner (MO)","J.B.E. Pohl","Pohl s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"49","2020-07-29 11:56:00-03","MO","MOBOT","100774364","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","R.Liesner (MO)","Leonardo Biral|D. Menzes|G.S. Silva","Biral 1072","2014","7","4","South America","Brazil","Bahia","Jequié","Morro do Castanhão.","-40.1752778","-13.9541667",NA,NA,NA,NA,"344.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2021-03-04 11:04:49-03","UFRB","HURB","23849","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral",NA,"Santos, C.; Cerqueira, L.O.; Martins, M.L.L. & Santos, C.S.S.","147","2019","09","24",NA,"Brasil","Bahia","Cabaceiras do Paraguaçú","Serra do Aporá; Aporá, Zona Rural de Cabaceiras do Paraguaçú","-39.175","-12.731389",NA,"árvore, sem flor, fruto amarronzado","HURB000023849","HURB000023849",NA,NA,NA,NA,NA,NA,"39º10'30W","12º43'53S",NA,NA,NA,NA,NA,NA,NA
"51","2021-03-04 11:04:49-03","UFRB","HURB","11137","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral",NA,"Aona, L.Y.S.; Costa, G.; Oliveira, W.F. & Pinho, R.","4294","2015","09","08",NA,"Brasil","Bahia","Tanquinho","Trilha da Serra da Pedra Bonita;","-39.104444","-11.983333",NA,NA,"HURB000011137",NA,"420",NA,NA,NA,NA,NA,"39º06'16W","11º59'S","420",NA,NA,NA,NA,NA,NA
"52","2021-03-04 11:04:09-03","UFRB","HURB","26011","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral",NA,"Campos, A.C.M; Montenegro, K.O.R.","162","2020","03","05",NA,"Brasil","Bahia","Milagres","Serra do Jatobá;","-39.8588981628418","-12.8699998855591",NA,NA,"HURB000026011","HURB000026011",NA,NA,NA,NA,"24432","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-06-15 15:29:51-03","UNESP-RC","HRCB","14072","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","Lombardi, J.A.","Taylor, N.P.","1561","1991","02","07",NA,"Brasil","Bahia","Ruy Barbosa","1,5 km SW of Rui Barbosa on tarmac road to main road Itaberaba-Seabra (via Morro das Flores)","-40.4939002990723","-12.2839002609253",NA,"Shrubby, leaves like in European Ilex; frutis bright red, pendent, slightly 4 parted, splitting into 2 halves",NA,NA,"360",NA,NA,"2007","68639","auto",NA,NA,"360","05","11",NA,NA,NA,NA
"54","2020-06-15 15:29:51-03","UNESP-RC","HRCB","63224","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reiss.","Biral, L.","Biral",NA,NA,NA,NA,NA,"Brasil","Bahia","Morro do Castanhão",NA,"-40.175278","-13.954222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40º10'31W","13º57'15.2S",NA,NA,NA,NA,NA,NA,NA
"55","2020-06-15 15:29:51-03","UNESP-RC","HRCB","49434","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","Lombardi, J.A.","Queiroz, L.P. de","12113","2006","01","19",NA,"Brasil","Bahia","Itaberaba","Serra do Orobó","-40.535","-12.412778",NA,"Arvoreta com ca. 3 m alt. Folhas coriáceas. Frutos vermelho-alaranjados",NA,NA,"940",NA,NA,"2008",NA,NA,"40º32'6W","12º24'46S","940","04",NA,NA,NA,NA,NA
"56","2020-06-15 15:29:51-03","UNESP-RC","HRCB","49459","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","Lombardi, J.A.","Costa, J.","451","2004","01","23",NA,"Brasil","Minas Gerais","Jacinto","Estrada Almenara-Jacinto, ca. 50 km de Almenara","-40.380833","-16.123611",NA,"Arbusto ca. 1 m alt. Folhas coriáceas. Flores com pedicelo, sépalas e pétalas esverdeadas, anteras amarelas <ll>dwc_commonname:</ll> Folha santa",NA,NA,"190",NA,NA,"2008",NA,NA,"40º22'51W","16º7'25S","190","04",NA,NA,NA,NA,NA
"57","2020-06-15 15:29:51-03","UNESP-RC","HRCB","56762","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","Biral, L.","Paula-Souza, J.","5531","2005","02","06",NA,"Brasil","Bahia","Iaçu","Estrada para fazenda Suíbra, seguindo a ferrovia","-40.114167","-12.735556",NA,"Arbusto, ca. 80 cm alt. Frutos alaranjados",NA,NA,"225",NA,NA,"2011",NA,NA,"40º06'51W","12º44'08S","225","11",NA,NA,NA,NA,NA
"58","2020-06-15 15:29:51-03","UNESP-RC","HRCB","56859","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","Biral, L.","Silva-Castro, M.M. da","943","2004","12","19",NA,"Brasil","Bahia","Maracás","Entrada da Boca do Mato","-40.435278","-13.365",NA,"Arbusto, ca. 1,5 m. Folhas coriáceas, duras. Flores amarela-esverdeada",NA,NA,"787",NA,NA,"2012",NA,NA,"40º26'7W","13º21'54S","787","03",NA,NA,NA,NA,NA
"59","2021-02-04 10:26:59-03","UFRPE","HST","9853","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","L.Biral","L.P. de Queiroz; N.S.Nascimento","3881","1994","04","27",NA,"Brasil","Bahia","Boa Vista do Tupim","ca. 3Km após a balsa para travessia do Rio Paraguaçu, para João Amaro, na estrada para Boa Vista do Tupim","-40.6091995239258","-12.6603002548218",NA,"Arbusto de ca. 1,5 m, muito ramificado. Folhas coriáceas. Frutos maduros. Pouco frequente, em frutificação.","HST009853",NA,NA,NA,NA,"2019","54602","auto",NA,NA,NA,"02",NA,NA,NA,NA,NA
"60","2020-09-02 16:22:45-03","Cenargen","CEN","89423","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","L. Biral","Ricardo Flores Haidar","722","2007","07","08",NA,"Brasil","TO","GURUPI",NA,"-48.738888","-11.262222","Exsicatas","Licenciamento Ambiental da Ferrovia Norte-Sul. VALEC / OIKOS Pesquisa Aplicada. Doação","CEN00089423","CEN00089423",NA,NA,NA,"2015",NA,NA,"-48.738888","-11.262222",NA,"09",NA,NA,NA,"1",NA
"61","2020-09-02 16:22:45-03","Cenargen","CEN","77289","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","L. Biral","Glocimar Pereira-Silva","8287","2003","12","07",NA,"Brasil","GO","FLORES DE GOIAS","Fazenda Regalito, margem esquerda do rio Santa Maria, próximo à sede.","-46.864444","-14.470555","Exsicatas","Mata subcaducufólia próxima ao rio Santa Maria.","CEN00077289","CEN00077289","500",NA,NA,"2015",NA,NA,"-46.864444","-14.470555","500","09",NA,NA,NA,"4",NA
"62","2020-09-02 16:22:45-03","Cenargen","CEN","45329","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","F. França","Flávio França","1480","1995","11","26",NA,"Brasil","BA","ITATIM","Morro do Agenor. Mata. Alt. 280 - 410. Ápice do morro.",NA,"-12.7","Exsicatas","Botões esverdeados. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (22145). Feira de Santana - Bahia.","CEN00045329","CEN00045329",NA,NA,NA,NA,NA,NA,"-3976667.0","-12.7",NA,NA,NA,NA,NA,"1",NA
"63","2019-10-07 09:23:54-03","UEFS","HUEFS","16795","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","R.C.Okano","Queiroz, L.P.de","3881","1995","04","27",NA,"Brasil","Bahia","Boa Vista do Tupim","Ca. 3 km após a balsa para travessia do Rio Paraguaçú, para João Amaro, na estrada para Boa Vista do Tupim.","-40.6091995239258","-12.6603002548218",NA,"Caatinga arbustiva densa em solo arenoso.","HUEFS0016795","HUEFS0016795",NA,NA,NA,"1998","54602","auto",NA,NA,NA,"07",NA,"Rosanae",NA,NA,NA
"64","2019-10-07 09:23:54-03","UEFS","HUEFS","190184","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Melo, E.","11566","2012","10","13",NA,"Brasil","Bahia","Milagres","Inselbergue morro do Letreiro ou Tyresoles.","-39.8588981628418","-12.8699998855591",NA,NA,"HUEFS0190184","HUEFS0190184",NA,NA,NA,NA,"24432","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"65","2019-10-07 09:23:54-03","UEFS","HUEFS","50275","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","L.B.Santos","Moraes, M.V.","158","2000","11","03",NA,"Brasil","Bahia","São Gonçalo dos Campos","Próximo ao refluxo da Pedra do Cavalo. Local antropizado.","-38.9667015075684","-12.4333000183105",NA,NA,"HUEFS0050275","HUEFS0050275",NA,NA,NA,"2009","16703","auto",NA,NA,NA,"07",NA,"Rosanae",NA,NA,NA
"66","2019-10-07 09:23:54-03","UEFS","HUEFS","105192","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","J.A.Lombardi","Queiroz, L.P.de","12113","2006","01","19",NA,"Brasil","Bahia","Itaberaba","Serra do Orobó. Fazenda Leão dos Brejos.","-40.535","-12.412778",NA,"Floresta Estacional Semidecidual com dossel a ca. de 25 m alt.","HUEFS0105192","HUEFS0105192","940",NA,NA,"2008",NA,NA,"40W32'6''","12S24'46''","940","04",NA,"Rosanae",NA,NA,NA
"67","2019-10-07 09:23:54-03","UEFS","HUEFS","126307","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Melo, E.","5120","2007","09","09",NA,"Brasil","Bahia","Feira de Santana","BA - 052. Estrada do Feijão. Fazenda Chapada.","-39.083333","-12.254167",NA,"Remanescente de mata de caatinga.","HUEFS0126307","HUEFS0126307","187",NA,NA,NA,NA,NA,"39W5'0''","12S15'15''","187",NA,NA,"Rosanae",NA,NA,NA
"68","2019-10-07 09:23:54-03","UEFS","HUEFS","132396","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","L.Biral","Conceição, S.F.","509","2007","12","19",NA,"Brasil","Bahia","Ibiquera","Morro de formação rochosa.","-40.981667","-12.465833",NA,NA,"HUEFS0132396","HUEFS0132396","709",NA,NA,"2014",NA,NA,"40W58'54''","12S27'57''","709","06",NA,"Rosanae",NA,NA,NA
"69","2019-10-07 09:23:54-03","UEFS","HUEFS","133500","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Melo, E.","5416","2007","11","23",NA,"Brasil","Bahia","Feira de Santana","Fazenda da Chapada.","-39.083889","-12.254444",NA,"Caatinga.","HUEFS0133500","HUEFS0133500",NA,NA,NA,NA,NA,NA,"39W5'2''","12S15'16''",NA,NA,NA,"Rosanae",NA,NA,NA
"70","2019-10-07 09:23:54-03","UEFS","HUEFS","133515","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Melo, E.","5431","2008","02","16",NA,"Brasil","Bahia","Feira de Santana","Fazenda da Chapada.","-39.082778","-12.256111",NA,"Caatinga.","HUEFS0133515","HUEFS0133515",NA,NA,NA,NA,NA,NA,"39W4'58''","12S15'22''",NA,NA,NA,"Rosanae",NA,NA,NA
"71","2019-10-07 09:23:54-03","UEFS","HUEFS","142679","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Melo, E.","5930","2008","08","28",NA,"Brasil","Bahia","Feira de Santana","Inselbergue Monte Alto.","-39.083056","-12.255",NA,"Mata de encosta.","HUEFS0142679","HUEFS0142679","130",NA,NA,NA,NA,NA,"39W4'59''","12S15'18''","130",NA,NA,"Rosanae",NA,NA,NA
"72","2019-10-07 09:23:54-03","UEFS","HUEFS","148053","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Melo, E.","6069","2008","12","12",NA,"Brasil","Bahia","Iaçu","Morro da Garrafa.","-39.863333","-12.755",NA,"Caatinga na base do inselbergue.","HUEFS0148053","HUEFS0148053","330",NA,NA,NA,NA,NA,"39W51'48''","12S45'18''","330",NA,NA,"Rosanae",NA,NA,NA
"73","2019-10-07 09:23:54-03","UEFS","HUEFS","194767","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","L.Biral","Carvalho, D.N.","223","2013","05","24",NA,"Brasil","Bahia","Lençóis","Fazenda Lago do Peixe.","-41.030833","-12.410833",NA,"Mata ciliar.","HUEFS0194767","HUEFS0194767","448",NA,NA,"2014",NA,NA,"41W1'51''","12S24'39''","448","06",NA,"Rosanae",NA,NA,NA
"74","2019-10-07 09:23:54-03","UEFS","HUEFS","22145","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"França, F.","1480","1995","11","25",NA,"Brasil","Bahia","Itatim","Morro do Agenor.","-39.766667","-12.7",NA,NA,"HUEFS0022145","HUEFS0022145","280",NA,NA,NA,NA,NA,"39W46'","12S42'","410",NA,NA,"Rosanae",NA,NA,NA
"75","2019-10-07 09:23:54-03","UEFS","HUEFS","221939","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Melo, E.","13091","2015","07","20",NA,"Brasil","Bahia","Feira de Santana","BA-052, Km 8, ramal a esquerda, Fazenda Chapada.","-39.083056","-12.255556",NA,"Caatinga antropizada.","HUEFS0221939","HUEFS0221939","190",NA,NA,NA,NA,NA,"39W4'59''","12S15'20''","190",NA,NA,"Rosanae",NA,NA,NA
"76","2019-10-07 09:23:54-03","UEFS","HUEFS","221952","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Melo, E.","13104","2015","09","07",NA,"Brasil","Bahia","Feira de Santana","Fazenda Chapada.","-39.083611","-12.254722",NA,"Caatinga antropizada.","HUEFS0221952","HUEFS0221952 HUEFS0221952_01","195",NA,NA,NA,NA,NA,"39W5'1''","12S15'17''","195",NA,NA,"Rosanae",NA,NA,NA
"77","2019-10-07 09:23:54-03","UEFS","HUEFS","228026","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Biral, L.","1072","2014","07","04",NA,"Brasil","Bahia","Jequié","Morro do Castanhão.","-40.175278","-13.954167",NA,"Caatinga. Solo arenoso.","HUEFS0228026","HUEFS0228026","344",NA,NA,NA,NA,NA,"40W10'31''","13S57'15''","344",NA,NA,"Rosanae",NA,NA,NA
"78","2019-10-07 09:23:54-03","UEFS","HUEFS","250033","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"França, F.","6194","2017","11","18",NA,"Brasil","Bahia","Feira de Santana","Fazenda Chapada, prox. BA-052, estrada do feijão.","-39.096389","-12.258889",NA,"Caatinga degradada.","HUEFS0250033",NA,"305",NA,NA,NA,NA,NA,"39W5'47''","12S15'32''","305",NA,NA,"Rosanae",NA,NA,NA
"79","2019-10-07 09:23:54-03","UEFS","HUEFS","25250","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","E.Melo","Melo, E.","1912","1996","12","15",NA,"Brasil","Bahia","Itatim","Morro da Quixaba.","-39.783333","-12.733333",NA,"Mata da base.","HUEFS0025250","HUEFS0025250","300",NA,NA,"1999",NA,NA,"39W47'","12S44'","300","08",NA,"Rosanae",NA,NA,NA
"80","2019-11-01 16:07:29-03","UEFS","HUEFS","252795","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Carrión, J.F.","1897","2018","12","07",NA,"Brasil","Bahia","Ibiquera","Morro da Gruta da Lapinha, entrando por uma cancela próxima à Rodovia BR 242.","-40.979444","-12.464722",NA,"Caatinga arbustiva-arbórea sobre afloramento calcário.","HUEFS0252795","HUEFS0252795","650",NA,NA,NA,NA,NA,"40W58'46''","12S27'53''","650",NA,NA,"Rosanae",NA,NA,NA
"81","2019-10-07 09:23:54-03","UEFS","HUEFS","26379","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","E.Melo","Melo, E.","1973","1997","01","26",NA,"Brasil","Bahia","Itatim","Interior da mata da base do Inselberg.","-39.783056","-12.753333",NA,NA,"HUEFS0026379","HUEFS0026379","300",NA,NA,"1999",NA,NA,"39W46'59''","12S45'12''","300","08",NA,"Rosanae",NA,NA,NA
"82","2019-10-07 09:23:54-03","UEFS","HUEFS","4482","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek",NA,"Noblick, L.R.","3708","1985","03","14",NA,"Brasil","Bahia","Iaçu",NA,"-40.116667","-12.716667",NA,NA,"HUEFS0004482","HUEFS0004482",NA,NA,NA,NA,NA,NA,"40W7'","12S43'",NA,NA,NA,"Rosanae",NA,NA,NA
"83","2019-10-07 09:23:54-03","UEFS","HUEFS","7036","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","L.Biral","Queiroz, L.P.de","1337","1986","11","20",NA,"Brasil","Bahia","Itaberaba",NA,"-40.2","-12.716667",NA,NA,"HUEFS0007036","HUEFS0007036","260",NA,NA,"2014",NA,NA,"40W12'","12S43'","260","06",NA,"Rosanae",NA,NA,NA
"84","2019-10-07 09:23:54-03","UEFS","HUEFS","77721","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","J.A.Lombardi","Costa, J.","451","2004","01","23",NA,"Brasil","Minas Gerais","Jacinto","Estrada Almenara-Jacinto, ca. 50 km de Almenara. Lado esquerdo da estrada.","-40.380833","-16.123611",NA,"Mata seca. Solo com húmus. Coletado subbosque.","HUEFS0077721","HUEFS0077721","190",NA,NA,"2008",NA,NA,"40W22'51''","16S7'25''","190","04",NA,"Rosanae",NA,NA,NA
"85","2019-10-07 09:23:54-03","UEFS","HUEFS","8677","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","R.M.de Carvalho-Okano","Arouck-Ferreira, J.D.C.","259","1983","02","26",NA,"Brasil","Bahia","Iaçu",NA,"-39.933333","-12.7",NA,NA,"HUEFS0008677","HUEFS0008677",NA,NA,NA,"1992",NA,NA,"39W56'","12S42'",NA,"10",NA,"Rosanae",NA,NA,NA
"86","2019-10-07 09:23:54-03","UEFS","HUEFS","16776","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla","Reissek","R.C.Okano","Queiroz, L.P.de","3862","1994","04","27",NA,"Brasil","Bahia","Iaçu","Fazenda Laranjo, a ca. 14 km do entroncamento para Iaçu, na estrada para João Amaro.","-40.2117004394531","-12.7672004699707",NA,"No morro da Pedreira (Sonéia) em solo areno-argiloso com afloramentos rochosos graníticos.","HUEFS0016776","HUEFS0016776",NA,NA,NA,"1998","50006","auto",NA,NA,NA,"07",NA,"Rosanae",NA,NA,NA
"87","2021-03-04 11:16:22-03","UEFS","HUEFS","186700","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla","(Reissek) Biral","L.Biral","Souza, J.P.de","5531","2005","02","06",NA,"Brasil","Bahia","Iaçu","Estrada para Fazenda Suíbra, seguindo a ferrovia.","-40.114167","-12.735556",NA,"Caatinga utilizada como pasto.","HUEFS0186700","HUEFS0186700","225",NA,NA,"2020",NA,NA,"40W6'51''","12S44'8''","225","06",NA,"Rosanae",NA,NA,NA
"88","2019-09-04 20:06:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla",NA,NA,"J. B. E. Pohl",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"89","2019-01-23 11:04:58-02","F","FMNH-SEEDPLANTS","V0053727F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla",NA,NA,"J. B. E. Pohl",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0053727F","V0053727F_01",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"90","2018-01-23 14:59:30-02","F","FMNH-SEEDPLANTS","V0448610F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Maytenus","acanthophylla","Maytenus acanthophylla",NA,NA,"L. Biral & S. G. Silva","1072","2014","7","4","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0448610F","V0448610F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"91","2020-07-27 09:40:29-03","CEPLAC","CEPEC","138533","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla",NA,"SpeciesLink network","Conceição, S.F.","509","2007","12","19",NA,"Brasil","Bahia","IBIQUERA","Morro de formação rochosa.","-40.981667","-12.465833",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,"40W58'54","12S27'57",NA,NA,NA,NA,NA,NA,NA
"92","2020-07-27 09:40:29-03","CEPLAC","CEPEC","36938","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla",NA,"SpeciesLink network","L. R. Noblick","3708","1985","03","14",NA,"Brasil","Bahia","IAÇÚ","Faz. Suibra, Morro do gado bravo.","-40.116667","-12.716667",NA,"<ll>dwc_commonname:</ll> Laranjeira-brava",NA,NA,NA,NA,NA,NA,NA,NA,"40W7'0","12S43'0",NA,NA,NA,NA,NA,NA,"30/12/2011"
"93","2020-07-27 09:40:29-03","CEPLAC","CEPEC","30961","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla",NA,"SpeciesLink network","L. A. Mattos-Silva","1579","1983","01","11",NA,"Brasil","Bahia","boa vista do tupim","Rodovia BR-242, trecho Itaberaba/Lençóis, Km 35. Margem esquerda da Rodovia.","-12.5","-40.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12W30'","40S30'",NA,NA,NA,NA,NA,NA,"30/12/2011"
"94","2020-07-27 14:03:44-03","CEPLAC","CEPEC","67981","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Monteverdia","acanthophylla","Monteverdia acanthophylla",NA,"SpeciesLink network","L. P. de Queiroz","3881","1994","04","27",NA,"Brasil","Bahia","boa vista do tupim","Ca. 3Km apos a balsa para travessia do Rio Paraguaçu/João Amaro, estrada para Boa Vista.","-40.6091995239258","-12.6603002548218",NA,NA,NA,NA,NA,NA,NA,NA,"54602","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1994"
