"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","phylum","order","scientificNameAuthorship","recordNumber","county","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount"
"47","2019-08-27 13:33:50-03","IAP","PACA-AGP","34752","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rambo, B.","1947","01","03",NA,"Brasil","RS",NA,NA,"fl. fr. Habitat: in humidis umbrosis Fenofase: flor e fruto","PACA034752","Faz. da Ronda","Magnoliophyta","Umbellales","A. Rich.",NA,"Vacaria","-50.9338989257812","-28.5121994018555",NA,"Emrich-Rambo",NA,NA,"1954","63451","auto","09","25",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"48","2019-08-27 13:33:50-03","IAP","PACA-AGP","55604","PreservedSpecimen","Plantae","Umbelliferae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Reitz, R.","1950","01","18",NA,"Brasil","SC",NA,NA,"fl. Habitat: ad rupes humidas Fenofase: flor","PACA055604","Rio Mirador","Magnoliophyta","Umbellales","A. Rich.","5161","Orleans","-49.2914009094238","-28.3589000701904",NA,"Asplund",NA,NA,"1955","31549","auto","04","08",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"49","2020-12-20 21:15:32-03","UFV","VIC","5843","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Coons, M.P.; et al.","1977","09","28",NA,"Brasil","Minas Gerais",NA,NA,"Rastejante, sobre barranco, folhas peltadas.","VIC005843","Vale Verde - Parque Nacional da Serra do Caparaó",NA,NA,"A. Rich.","231","Caparaó","-41.9043998718262","-20.523099899292","VIC005843","Krieger, L.",NA,NA,NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-10-15 19:26:19-03","UFJF","CESJ","2397","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","L. Roth","1955","07","20","América do Sul","Brasil","Minas Gerais",NA,NA,"Plantinha aquática, em brejo.","CESJ002397","Santa Luzia, Sanatório Hugo Werneck.","Angiosperma",NA,"A. Rich.","CESJ2397","Belo Horizonte","-43.937801361084","-19.9207992553711","CESJ002397",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 14:30:57-03","UFJF","CESJ","15056","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","L. Krieger","1977","09","28","América do Sul","Brasil","Minas Gerais",NA,NA,"Rastejante, sobre barrancos, folhas peltadas.","CESJ015056","Parque Nacional do Caparaó, Vale Verde, Alt.: 1100 m.s.n.m.","Angiosperma",NA,"A. Rich.","CESJ15056",NA,NA,NA,"CESJ015056 CESJ015056_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-04-07 11:41:09-03","UFMS","CGMS","46425","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","V.J. Pott; A. Pott; A.C.M. Cristaldo; G. Hatschbach","2002","11","12",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor ausente. Habitat: Brejo graminoso em nascente. Solo calcário com matéria orgânica. Relevo acidentado. Esparsa. Habito: Erva aquática rasteira, 1 - 2 cm de altura.","CGMS1076394","Fazenda Baía das Garças, cachoeiras do Aquidaban, próximo à cascata do meio, Serra da Bodoquena.",NA,NA,"A.Rich.","5999","Bonito","-56.8786111","-21.0347222",NA,"V.J. Pott (XI.2002); ! Moises Mendoza","340","340","2016",NA,NA,"01","22","-56,8786111","-21,0347222",NA,NA,NA,NA,NA,NA
"53","2021-04-07 11:41:09-03","UFMS","CGMS","46474","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","V.J. Pott; A. Pott; T.C. Pina; A.C.M. Cristaldo","2005","12","02",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1076443","Fazenda Modelo, Embrapa Gado de Corte, 2 km da sede.",NA,NA,"A.Rich.","8393","Campo Grande","-54.8194445","-20.5622222",NA,"Moises Mendoza","470","470","2016",NA,NA,"01","22","-54,8194445","-20,5622222",NA,NA,NA,NA,NA,NA
"54","2021-04-07 11:41:09-03","UFMS","CGMS","31457","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","G.S.V. Duarte","2010","08","16",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1060895","Jaguapiru I. Microbacia Laranja Doce.",NA,NA,"A.Rich.","32","Dourados","-54.8166667","-22.1863889",NA,"G.S.V. Duarte; V.J. Pott","424","424","2011",NA,NA,"03","02","-54,8166667","-22,1863889",NA,NA,NA,NA,NA,NA
"55","2021-04-07 11:41:09-03","UFMS","CGMS","71724","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","V. Nakamura; D. Cuadrado, R. Fernandes, V.J. Pott","2018","11","01",NA,"Brasil","Mato Grosso do Sul",NA,NA,"flores roxas, caule estolão Habitat: Vereda sem Buritis, com presença marcante de Capim Navalha Habito: Aquático","CGMS1104527","Fazenda Princesinha. Próximo ao Parque Nacional da Serra da Bodoquena",NA,NA,"A.Rich.","34","Bonito","-56.8336111","-21.0891666",NA,"V.J. Pott","543","543","2018",NA,NA,"11","01","-56,8336111","-21,0891666",NA,NA,NA,NA,NA,NA
"56","2021-04-07 11:41:09-03","UFMS","CGMS","31456","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","G.S.V. Duarte","2010","07","19",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1060894","Parque Antenor Martins. Microbacia Água Boa.",NA,NA,"A.Rich.","10","Dourados","-54.8166667","-22.2291667",NA,"G.S.V. Duarte; V.J. Pott","424","424","2011",NA,NA,"03","02","-54,8166667","-22,2291667",NA,NA,NA,NA,NA,NA
"57","2021-04-07 11:41:09-03","UFMS","CGMS","17478","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","V.J. Pott; A. Pott; G. Hatschbach; J. Silva","2002","11","16",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor esverdeada. Fruto laranja. Habitat: Córrego com afloramento rochoso e briófitas com mata ciliar. Solo argiloso-calcário. Mancha ocasional. Habito: Erva rasteira sobre rochas entre hepáticas.","CGMS1046775","Rodovia BR-267, Km 552, Rio Caracol, Balneário da Fazenda Margarida.",NA,NA,"A.Rich.","6013","Bela Vista","-56.7616667","-21.6805556",NA,"B.E. Irgang; J. Paz","340","340",NA,NA,NA,NA,NA,"-56,7616667","-21,6805556",NA,NA,NA,NA,NA,NA
"58","2021-04-07 11:41:09-03","UFMS","CGMS","72880","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","V.J. Pott; A. Pott; S.N. Moreira","2015","09","13",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor creme. Fruto verde, imaturo. Habitat: Nascente drenada com Andropogon bicornis (rabo-de-burro). Relevo plano. Habito: Erva anfíbia, 3 - 5 cm de altura. Mancha ocasional.","CGMS1105687","Fazenda Ribeirão.",NA,NA,"A.Rich.","11922","Sidrolândia","-54.8891666","-21.0105556",NA,"V.J. Pott","466","466","2015",NA,NA,"10","02","-54,8891666","-21,0105556",NA,NA,NA,NA,NA,NA
"59","2021-04-07 11:41:09-03","UFMS","CGMS","53285","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","S.N. Moreira; V.J. Pott; A. Pott; J.B. Fabri","2013","05","21",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1083250",NA,NA,NA,"A.Rich.","1562","Coxim","-54.89","-18.185",NA,"Moises Mendoza",NA,NA,"2016",NA,NA,"01","22","-54,89","-18,185",NA,NA,NA,NA,NA,NA
"60","2021-04-07 11:41:09-03","UFMS","CGMS","33686","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","T.C. Pina; D.C. Gomes","2006","04","01",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"CGMS1063083","Fazenda Modelo, Embrapa.",NA,NA,"A.Rich.","174","Terenos","-54.8166667","-20.5538889",NA,"V.J. Pott (01.VI.2006); ! Moises Mendoza","500","500","2016",NA,NA,"01","22","-54,8166667","-20,5538889",NA,NA,NA,NA,NA,NA
"61","2021-04-07 11:40:52-03","UFMS","CGMS","60763","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","V.J. Pott; A. Pott","2005","09","27",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Flor ausente. Fruto ausente. Habitat: Campo graminoso úmido, com veias d#?#água, e pisoteio de gado. Solo hidromórfico, com matéria orgânica. Relevo inclinado. Habito: Erva. Freqüente.","CGMS1093767","MS-141, Km 14, ao longo do pequeno afluente do rio Laranjaí, 14 Km de Naviraí a Ivinhema.",NA,NA,"A.Rich.","8281","Naviraí","-54.190601348877","-23.0650005340576",NA,"V.J. Pott; A. Pott",NA,NA,NA,"54855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-05 16:43:23-03","UFOP","OUPR","19391","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","s.col.",NA,NA,NA,NA,"Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,"A.Rich.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-05 16:43:23-03","UFOP","OUPR","1527","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","s.col.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"A.Rich.","s.n.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"Damazio, L.B.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-05 16:43:23-03","UFOP","OUPR","10293","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","s.col.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Morro da Forca",NA,NA,"A.Rich.","s.n.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"Alves, R.J.V.",NA,NA,"1988","44599","auto","05","26",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-05 16:43:23-03","UFOP","OUPR","23239","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","s.col.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Erva. Flores pálidas. Brejo",NA,"Serra do Itatiaia",NA,NA,"A.Rich.","s.n.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"Alves, R.J.V.",NA,NA,"1988","44599","auto","05","26",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 09:58:31-03","FURB","FURB","11135","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Verdi, M.; Grosch, B. & Klemz, G.","2008","12","12",NA,"Brasil","Santa Catarina",NA,NA,"Florística IFFSC 483 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: rupícola; flor branca","FURB00619",NA,NA,NA,"A.Rich.","1187","Capão Alto","-50.7161111","-28.2141667","FURB00619","Sobral, M","880","880","2009",NA,NA,"03",NA,"-50.7161111","-28.2141667",NA,NA,NA,NA,NA,NA
"67","2020-10-14 09:58:31-03","FURB","FURB","40158","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Funez, L.A.; Kemmelmeier, K. & Zermiani, A.E.","2013","01","21",NA,"Brasil","Santa Catarina",NA,NA,NA,"FURB16168","Trilha da Chuva, Parque Nacional da Serra do Itajaí.",NA,NA,"A.Rich.","1514","Blumenau","-49.0863889","-27.0588889","FURB16168","Nery, EK","290","290","2016",NA,NA,"01","26","-49.0863889","-27.0588889",NA,NA,NA,NA,NA,NA
"68","2020-10-14 09:58:31-03","FURB","FURB","45966","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Funez, L.A.","2015","01","17",NA,"Brasil","Santa Catarina",NA,NA,NA,"FURB16172","RPPN Emilio Fiorentino Battistella.",NA,NA,"A.Rich.","3345","Corupá","-49.3541667","-26.3936111","FURB16172","Nery, EK","660","660","2016",NA,NA,"02","15","-49.3541667","-26.3936111",NA,NA,NA,NA,NA,NA
"69","2020-10-14 09:58:31-03","FURB","FURB","63628","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Schwirkowski, P.","2018","12","04",NA,"Brasil","Santa Catarina",NA,NA,"FOM. Fragmento. Heliófita. Frutos vináceos Habitat: Borda de mata, em banhado Habito: Herbácea","FURB63628","Bairro Schramm. Próximo à Rua Frieda Pscheidt.",NA,NA,"A.Rich.","3204","São Bento do Sul","-49.3697223","-26.2547222","FURB63628","Schwirkowski, P.","900","900","2018",NA,NA,"12","04","-49.3697223","-26.2547222",NA,NA,NA,NA,NA,NA
"70","2021-03-16 17:50:08-03","UCS","HUCS","42490","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Valduga, E.","2014","11","28",NA,"Brasil","Rio Grande do Sul",NA,NA,"erva prostrada em solo úmido, na sombra; bordo de mata paludosa",NA,"Próximo à Lagoa das Traíras","Angiospermae","Apiales","A.Rich.","536","Osório","-50.187056","-29.868806",NA,"Demeda, C.","6","6","2015",NA,NA,"03","19","-50.187056","-29.868806",NA,NA,NA,NA,NA,NA
"71","2021-03-16 17:50:08-03","UCS","HUCS","49661","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Gonzatti, F.","2019","03","23",NA,"Brasil","Rio Grande do Sul",NA,NA,"Erva rastejante no solo, sobre base de tronco. Interior da mata",NA,"FLONA de Canela","Angiospermae","Apiales","A.Rich.","5014","Canela","-50.816667","-29.321389",NA,"Gonzatti, F.","788","788","2019",NA,NA,"05",NA,"-50.816667","-29.321389",NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:13:26-03","MBM","MBM","414806","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Pott, V.J.; Pott, A.; Hatschbach, G.; Silva, J.; Pott, A.; Hatschbach, G.; Silva, J.","2002","11","16","Southern America","Brazil","Mato Grosso do Sul",NA,NA,"Erva rasteira sobre rochas entre hepáticas. Flor: esverdeada. Fruto: laranja.; Córrego com afloramento rochoso e briófitas com mata ciliar. Solo argiloso-calcário.","MBM414806","Rodovia BR-267, Km 552. Rio Caracol, Balneário Fazenda Margarida.",NA,NA,"A. Rich.","6013","Bela Vista","-56.761639","-21.680583",NA,"Paz, J.; Irgang, B.E.",NA,NA,"2003",NA,NA,"06",NA,"-56.761639","-21.680583",NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:13:26-03","MBM","MBM","29434","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Brade, A.C.; Araujo, S.; Araujo, S.","1948","05","08","Southern America","Brazil","Minas Gerais",NA,NA,NA,"MBM029434","Sertão dos Martins",NA,NA,"Rich.","19067","Passa Quatro","-44.9667015075684","-22.3903007507324","MBM029434","Brae, A.C.",NA,NA,NA,"17293","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:13:26-03","MBM","MBM","163060","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Pinto, G.C.P.","1989","09","26","Southern America","Brazil","Bahia",NA,NA,NA,"MBM163060","Salvador",NA,NA,"Rich.","5","Salvador","-38.510799407959","-12.9710998535156",NA,"Pinto, G.C.P.",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:13:26-03","MBM","MBM","233967","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Ribas, O.S.","1998","11","02","Southern America","Brazil","Paraná",NA,NA,NA,"MBM233967","Parque Estadual do Cerrado",NA,NA,"Rich.","2783","Jaguariaíva","-49.7057991027832","-24.2511005401611","MBM233967","Hatschbach, G.",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2015-09-04 06:11:13-03","MNHN","RECOLNAT_MNHN_P","P00115383","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Balansa, B.","1875","11",NA,NA,"Argentine",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00115383' target='other'> <mi>dwc_moreinfo</mi></a>","P00115383","Buénos-Aires, terrains humides, bord des flaques d'eaux",NA,NA,"A.Rich.",NA,NA,NA,NA,"P00115383_01","Constance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2015-09-14 12:55:27-03","MNHN","RECOLNAT_MNHN_P","P00671565","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Commerson, P.","1767","11",NA,NA,"[Uruguay]",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00671565' target='other'> <mi>dwc_moreinfo</mi></a>","P00671565","in aridis circa Montevideo in rupestris",NA,NA,"A.Rich.",NA,NA,NA,NA,"P00671565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA
"78","2015-09-04 04:32:07-03","MNHN","RECOLNAT_MNHN_P","P03259002","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Saint-Hilaire, A.","1816","1","1",NA,"Brasil","São Paulo","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259002' target='other'> <mi>dwc_moreinfo</mi></a>","P03259002",NA,NA,NA,"A.Rich.",NA,NA,NA,NA,"P03259002_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1584",NA
"79","2015-09-04 04:32:07-03","MNHN","RECOLNAT_MNHN_P","P03259003","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Saint-Hilaire","1816","1","1",NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259003' target='other'> <mi>dwc_moreinfo</mi></a>","P03259003",NA,NA,NA,"A.Rich.",NA,NA,NA,NA,"P03259003_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 431",NA
"80","2015-09-04 04:32:07-03","MNHN","RECOLNAT_MNHN_P","P03259004","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Saint-Hilaire, A. de","1816","1","1",NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259004' target='other'> <mi>dwc_moreinfo</mi></a>","P03259004","Brésil. Province de Minas Geraes",NA,NA,"A.Rich.",NA,NA,NA,NA,"P03259004_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 580",NA
"81","2015-09-04 04:32:07-03","MNHN","RECOLNAT_MNHN_P","P03259005","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Saint-Hilaire, A.","1816","1","1",NA,"Brasil","Minas Gerais","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259005' target='other'> <mi>dwc_moreinfo</mi></a>","P03259005",NA,NA,NA,"A.Rich.",NA,NA,NA,NA,"P03259005_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 25",NA
"82","2015-09-04 04:32:07-03","MNHN","RECOLNAT_MNHN_P","P03259006","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Burchell",NA,NA,NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259006' target='other'> <mi>dwc_moreinfo</mi></a>","P03259006",NA,NA,NA,"A.Rich.",NA,NA,NA,NA,"P03259006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2172",NA
"83","2015-09-04 04:32:07-03","MNHN","RECOLNAT_MNHN_P","P03259007","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla",NA,NA,NA,NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259007' target='other'> <mi>dwc_moreinfo</mi></a>","P03259007","[Rio Paquequera]",NA,NA,"A.Rich.",NA,NA,NA,NA,"P03259007_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2015-09-04 04:32:06-03","MNHN","RECOLNAT_MNHN_P","P03259000","PreservedSpecimen",NA,"Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Weddell, H.A.","1844","1","1",NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03259000' target='other'> <mi>dwc_moreinfo</mi></a>","P03259000","Serra D Estrella",NA,NA,"A.Rich.",NA,"Petrópolis","-43.1786003112793","-22.5049991607666","P03259000_01",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,"827",NA
"85","2020-12-11 11:32:05-03","UFMG","BHCB","94860","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Echternacht, LA; Dornas, T; Mota, C; Almeida, TE","2004","12","11","Southern America","Brasil","Minas Gerais",NA,NA,"Herbácea em local brejoso. Botões avermelhados.; botões avermelhados.",NA,"Estação Ecológica Estadual da Mata do Cedro.","Dicotyledon",NA,"A.Rich.","765","Carmópolis de Minas","-44.622556","-2.458389",NA,NA,"825","825",NA,NA,NA,NA,NA,"-44.622556","-2.458389",NA,NA,NA,NA,NA,NA
"86","2020-12-11 11:32:05-03","UFMG","BHCB","2996","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Ferrari, JM","1977","11",NA,"Southern America","Brasil","Minas Gerais",NA,NA,"Terrestre-paludoso;herbáceo;nº402","BHCB007404","Campus da UFMG","Dicotyledon",NA,"A.Rich.","402","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"1995","17082","auto","03","08",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:32:05-03","UFMG","BHCB","54899","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Magalhães, GM","1942","07","28","Southern America","Brasil","Minas Gerais",NA,NA,"Herbacea rasteira; flor alva.; Brejo.","BHCB007408","Fazenda do Pastinho.","Dicotyledon",NA,"A.Rich.","3176","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:32:05-03","UFMG","BHCB","1798","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Rennó, LR","1953",NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,"Beira de água,região úmida; herbáceo; beira de água - região úmida","BHCB007405","Represa da Pampulha.","Dicotyledon",NA,"A.Rich.","s.n.","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"2006","17082","auto","01","10",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:32:05-03","UFMG","BHCB","54898","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Barreto, HLM","1934","07","26","Southern America","Brasil","Minas Gerais",NA,NA,"Herbacea rasteira.; Brejo.","BHCB007409","Ressaca","Dicotyledon",NA,"A.Rich.","8072","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-02-11 17:17:51-03","UFPR","UPCB","55993","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Tessmann, G.","1949","01","08",NA,"Brasil","Paraná",NA,NA,"Erva, flor com 5 tépalas carmim, 5 anteras brancas. Local pantonoso, entre Cyperaceae e outras ervas..",NA,"Cerca de 22km ao este de Curitiba",NA,NA,"A.Rich.",NA,"Piraquara","-49.0633010864258","-25.4416999816895",NA,"Constance, L.",NA,NA,"1959","12577","auto","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-02-11 17:17:51-03","UFPR","UPCB","2165","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Tessmann, G.","1949","01","08",NA,"Brasil","Paraná",NA,NA,"Erva, flor com 5 tépalas carmim, 5 anteras brancas. Local pantonoso, entre Cyperaceae e outras ervas..",NA,"Cerca de 22km ao este de Curitiba",NA,NA,"A.Rich.",NA,"Piraquara","-49.0633010864258","-25.4416999816895",NA,"Constance, L.",NA,NA,"1959","12577","auto","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-02-11 17:17:51-03","UFPR","UPCB","31706","PreservedSpecimen","Plantae","Apiaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Cervi, A.C.","1997","09","16",NA,"Brasil","Paraná",NA,NA,"Erva rastejante. Flores levemente róseas. Junto aos arenitos..",NA,"Parque Estadual de Vila Velha",NA,NA,"A.Rich.","6340","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,"Cervi, A.C.",NA,NA,"1997","46557","auto","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2010-11-22 16:01:00-02","MO","MOBOT","100197025","PreservedSpecimen","Plantae","Araliaceae","Hydrocotyle","pusilla","Hydrocotyle pusilla","Jeaneth Villalobos|M. Paredes|D. Villalobos","2005","11","30","South America","Bolivia","Chuquisaca",NA,NA,NA,NA,"Comunidad Nuevo Mundo. Quebrada Nuevo Mundo. Cañón húmedo al sudoeste del pueblo. Bosque semihúmedo Tucumano-Boliviano. Piso superior. Rodales de Blepharocalyx salicifolius y Myrcianthe pseudomato.",NA,NA,"A. Rich.","Villalobos 505a","Belisario Boeto","-64.2988889","-18.9919444",NA,"M. Mendoza (USZ)","2145.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
