"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"488","2019-08-16 08:39:43-03","UTFPR","HCF","5901","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","M.G. Caxambu","2007","09","27","Brasil","PR","Campo Mourão","Parque Estadual Lago Azul (PELA)","-52.312972","-24.1075","52°18'46,7 W","24°06'27 S","599","599",NA,NA,"2007","10","16","1696","árvore ca. 4 m de altura. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2019-08-16 08:39:43-03","UTFPR","HCF","11208","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","M.G. Caxambu","2012","10","03","Brasil","PR","Luiziana","Estação Ecológica Luiziana","-52.459556","-24.520639","52°27'34,4 W","24°31'14,3 S","671","671",NA,NA,"2012","10","18","4246","árvore ca. 5 m, heliófita. Flores alvas. Freqüente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2019-08-16 08:39:43-03","UTFPR","HCF","20985","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","E. Barboza & G. Felitto","G. Felitto","2015","10","01","Brasil","PR","Palmital","PCH Cantu 2, área de supressão do futuro","-52.441944","-24.748611","52°26'31 W","24°44'55 S","415","415",NA,NA,"2015","11",NA,"1001","árvore, 10 m, flores alvas. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2019-08-16 08:39:43-03","UTFPR","HCF","25908","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","E. Duarte","D.A. Estevan","2014","10","16","Brasil","PR","Dois Vizinhos",NA,"-53.045278","-25.733056","53°02'43 W","25°43'59 S",NA,NA,NA,NA,"2014","11","06","2047","árvore, flores brancas. Borda de mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2019-08-16 08:39:43-03","UTFPR","HCF","21332","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","M.G. Caxambu","2016","09","23","Brasil","PR","Mato Rico","Estação Ecológica Municipal Colombo","-52.244722","-24.750083","52°14'41 W","24°45'00,3 S","710","710",NA,NA,"2016","10","06","7572","árvore 7 m, heliófita. Flores com cálice verde e corola alva. Orla da floresta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2019-08-16 08:39:43-03","UTFPR","HCF","18133","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","M.G. Caxambu","2015","10","15","Brasil","PR","São Miguel do Iguaçu","Parque Nacional do Iguaçu- Linha Martins","-54.290389","-25.529472","54°17'25,4 W","25°31'46,1 S","271","271",NA,NA,"2015","11","03","7000","árvore ca. 15 m, heliófita. Flores com cálice verde e corola alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2019-08-16 08:39:43-03","UTFPR","HCF","11466","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","M.G. Caxambu","2012","11","09","Brasil","PR","Guarapuava","Serra da Esperança - antiga estrada para","-51.200861","-25.367056","51°12'03,1 W","25°22'01,4 S","1199","1199",NA,NA,"2012","11","28","4431","árvore ca. 8 m, heliófita. Flores com cálice verde e corola alva, odoríferas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2019-08-16 08:39:43-03","UTFPR","HCF","19703","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","G. Felitto","G. Felitto","2014","10","08","Brasil","PR","Nova Cantu","estrada vicinal para PCH Cantu II","-52.526667","-24.698611","52°31'36 W","24°41'55 S","507","507",NA,NA,"2014","12","09","855","árvore de 10 m de altura; flores alvacentas. Beira de estrada e de córrego.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2019-08-16 08:39:43-03","UTFPR","HCF","23649","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.L. Brotto","J.M. Silva","2017","02","05","Brasil","PR","Castro","PCH Rio Iapó, Fazenda do Pulo","-50.142222","-24.716111","50°08'32 W","24°42'58 S","975","975",NA,NA,"2017","03","31","9722","árvore com 6 m de altura; fruto imaturo. Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2019-08-16 08:39:43-03","UTFPR","HCF","20463","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","L. Sevegnani","L. Meyer","2011","11","25","Brasil","SC","Trombudo Central",NA,"-49.796503","-27.286494","49°47'47,41 W","27°17'11,38 S","328","328",NA,NA,"2011","11","25","15","árvore 10 m. Flor branca. Beira de estrada. Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2019-08-16 08:39:43-03","UTFPR","HCF","11231","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","F.F. Sanches","2012","09","29","Brasil","PR","Tuneiras do Oeste","cerrado alterado","-52.756389","-23.912222","52°45'23 W","23°54'44 S","509","509",NA,NA,"2012","10","22",NA,"árvore heliófita ca. 10 m. Flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2019-08-16 08:39:43-03","UTFPR","HCF","6438","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","E.L. Siqueira","2007","11","09","Brasil","PR","Dois Vizinhos","Campus da UTFPR","-53.101194","-25.695972","53°06'04,3 W","25°41'45,5 S",NA,NA,NA,NA,"2007","12","21","17","árvore ca. 7 m. Flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2019-08-16 08:39:43-03","UTFPR","HCF","17986","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","M.G. Caxambu","2015","10","01","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu - Estrada de","-53.872611","-25.195917","53°52'21,4 W","25°11'45,3 S","622","622",NA,NA,"2015","10","24","6905","árvore ca. 15 m. Ramos jovens ferrugíneos. Flores com cálice verde e corola alva. Orla de floresta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2019-08-16 08:39:43-03","UTFPR","HCF","18025","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","M.G. Caxambu","2015","10","01","Brasil","PR","Santa Tereza do Oeste","Parque Nacional do Iguaçu, Linha Gonçal","-53.656667","-25.144444","53°39'24 W","25°08'40 S","547","547",NA,NA,"2015","10","25","6944","árvore ca. 5 m, ripária, heliófita. Flores com cálice verde e corola alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2019-11-15 20:23:39-03","UTFPR","HCF","8220","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","E.S. Sekine","2009","10","07","Brasil","PR","Nova Aurora","Propriedade do Sr. David Ezuel Gurski","-53.198111","-24.532111","53°11'53,2 W","24°31'55,6 S","296","296",NA,NA,"2009","11","04","229","árvore heliófita ca. 6 m, ripária. Flores com cálice verde e corola alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2019-08-16 08:39:43-03","UTFPR","HCF","27333","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.L. Brotto","M.L. Brotto","2017","12","04","Brasil","PR","Bocaiúva do Sul","próximo a Serra da Bocaina","-49.013056","-25.090556","49°00'47 W","25°05'26 S","926","926",NA,NA,"2017","12","18","2545","árvore com 11 m de altura. Flores brancas e frutos no início de desenvolvimento. Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2019-08-16 08:39:43-03","UTFPR","HCF","23816","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.L. Brotto","E.L. Siqueira","2017","09","21","Brasil","PR","Serranópolis do Iguaçu","Parque Nacional do Iguaçu","-54.004639","-25.446139","54°00'16,7 W","25°26'46,1 S","375","375",NA,NA,"2017","12","20","2318","árvore ca. 12 m, emergente. Botões florais verde-claros. Flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2019-08-16 08:39:43-03","UTFPR","HCF","21564","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","M.G. Caxambu","2016","10","13","Brasil","PR","Serranópolis do Iguaçu","Parque Nacional do Iguaçu","-54.047472","-25.452444","54°02'50,9 W","25°27'08,8 S","279","279",NA,NA,"2016","10","21","7622","árvore ca. 8 m, heliófita. Flores com cálice verde e corola alva. Orla da floresta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2019-08-16 08:39:43-03","UTFPR","HCF","22363","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.L. Brotto","J.M. Silva","2015","11","23","Brasil","PR","Castro","PCH Rio Iapó, Fazenda do Pulo","-50.142222","-24.716111","50°08'32 W","24°42'58 S","975","975",NA,NA,"2016","11","22","9146","árvore com 8 m de altura; frutos imaturos. Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2019-08-16 08:39:43-03","UTFPR","HCF","26638","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","M.G. Caxambu","2018","11","08","Brasil","PR","Mamborê","Estação Ecológica Municipal David","-52.452972","-24.290139","52°27'10,7 W","24°17'24,5 S","705","705",NA,NA,"2018","11","29","8583","árvore ca. 12 m, emergente. Flores com cálice ferrugíneo-esverdeado e corola alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2019-11-15 20:23:39-03","UTFPR","HCF","18065","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","E.L. Siqueira","2015","10","06","Brasil","PR","Araruna","Fazenda Floresta Negra - Proprietário","-52.648944","-23.935889","52°38'56,2 W","23°56'09,2 S","557","557",NA,NA,"2015","10","26","1722","árvore ca. 6 m, heliófita. Flores alvas. Botões florais verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2019-08-16 08:39:43-03","UTFPR","HCF","24275","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.L. Brotto","J.M. Silva","2015","12","04","Brasil","PR","Reserva do Iguaçu","UHE Ney Braga, Salto Segredo","-52.1075","-25.800556","52°06'27 W","25°48'02 S","757","757",NA,NA,"2017","03","31","9180","árvore com 6 m de altura; frutos imaturos. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2019-08-16 08:39:43-03","UTFPR","HCF","7397","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","E.S. Sekine","2008","11","18","Brasil","PR","Nova Aurora","Propriedade do Sr. David Ezuel Gurski","-53.190139","-24.531611","53°11'24,5 W","24°31'53,8 S","305","305",NA,NA,"2008","11","28","81","árvore ca. 10 m, na orla da mata. Flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2019-08-16 08:39:43-03","UTFPR","HCF","15198","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","M.G. Caxambu","2014","10","17","Brasil","PR","Ortigueira","Morro da Pedra Branca","-51.090528","-23.975889","51°05'25,9 W","23°58'33,2 S","1105","1105",NA,NA,"2014","11","05","5624","árvore ca. 10 m, heliófita. Flores com cálice ferrugíneo e corola alva. Beira da estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2019-08-16 08:39:43-03","UTFPR","HCF","26527","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","E.L. Siqueira","2018","10","09","Brasil","PR","Campo Mourão","Vila Franciscana, próxima a Santa Casa","-52.405111","-24.01725","52°24'18,4 W","24°01'02,1 S","561","561",NA,NA,"2018","10","24","2812","árvore ca. 8 m, heliófita. Botões florais verdes e flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2019-08-16 08:39:43-03","UTFPR","HCF","27416","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","F. Marinero","R. Bach Júnior","2016","10","10","Brasil","PR","Pitanga",NA,"-49.5","-25.02","49°30'00 W","25°01'12 S",NA,NA,NA,NA,"2017","03","21","121","árvore 11 m. Flores amarelas. Conglomerado: 339 Subunidade: 3 Subparcela: 4 Árvore: 11.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2019-08-16 08:39:43-03","UTFPR","HCF","23534","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.L. Brotto","J.M. Silva","2016","11","14","Brasil","PR","Mangueirinha","Rio Marrecas, PCH do Tigre","-52.178056","-26.0475","52°10'41 W","26°02'51 S","890","890",NA,NA,"2017","03","31","9625","árvore com 6 m de altura; flor bege. Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2019-08-16 08:39:43-03","UTFPR","HCF","21296","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","M.G. Caxambu","2016","09","22","Brasil","PR","Mato Rico","Estação Ecológica Municipal Juquiri","-52.133139","-24.750056","52°07'59,3 W","24°45'00,2 S","652","652",NA,NA,"2016","10","05","7537","árvore ca. 8 m. Flores alvas. Botões florais verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","2019-08-16 08:39:43-03","UTFPR","HCF","9166","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","M.G. Caxambu","2010","10","13","Brasil","PR","Tuneiras do Oeste","Reserva Biológica Das Perobas - Palmital","-52.723306","-23.88925","52°43'23,9 W","23°53'21,3 S","584","584",NA,NA,"2010","11","17","3319","árvore ca. 7 m. Flores com cálice verde e corola alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","2019-11-15 20:23:39-03","UTFPR","HCF","12491","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","M.G. Caxambu","2013","08","15","Brasil","MG","Passos","Fazenda Tia Fia - Propriedade da família","-46.629472","-20.839306","46°37'46,1 W","20°50'21,5 S","968","968",NA,NA,"2013","08","30","4631","árvore heliófita, ripária, ca. 10 m. Flores com cálice verde e corola alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","2020-11-23 12:59:23-03","UTFPR","HCF","31055","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","E.L. Siqueira","2020","10","22","Brasil","PR","Reserva do Iguaçu","Estação Ecológica Municipal Francisco","-51.861444","-25.916583","51°51'41,2 W","25°54'59,7 S","1109","1109",NA,NA,"2020","11","20","3450","árvore ca. 8 m, heliófita. Flores com cálice verde e corola alva. Botões florais alvos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","2019-08-16 08:39:43-03","UTFPR","HCF","554","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","E.A. Maieski","2003","11","24","Brasil","PR","Arapoti",NA,"-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,NA,NA,"2004","01","14","3","Árvore com 12 m de altura, flores pubescente na superfície inferior. Presença de flores brancas.",NA,NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA
"520","2019-08-16 08:39:43-03","UTFPR","HCF","1825","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","R.P. Mormul","2004","10","25","Brasil","PR","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"2005","02","10","122","Árvore com 15m, ramos pilosos, folhas glabras. Flores brancas à creme, fruto grande.",NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"521","2019-08-16 08:39:43-03","UTFPR","HCF","2803","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","H.C.L. Geraldino","2005","09","17","Brasil","PR","Campo Mourão","Capela do Calvário","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"2006","02","02","99","Aproximadamente 4m, pilosa, presença de frutos imaturos.",NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"522","2019-08-16 08:39:43-03","UTFPR","HCF","292","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","G. Hatschbach","M.G. Caxambu","2003","08","20","Brasil","PR","Campo Mourão","CTG","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"2004","01","05","72","Presença de flor branca. Árvore com aproximadamente 10m de altura.",NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"523","2019-08-16 08:39:43-03","UTFPR","HCF","650","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","G. Hatschbach","A.E. Bianek","2003","10","02","Brasil","PR","Campo Mourão","Parque Municipal do Lago","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"2004","01","05","156","Árvore de grande porte, apresentado flores brancas.",NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"524","2019-08-16 08:39:43-03","UTFPR","HCF","7159","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","E.L. Siqueira","2008","10","07","Brasil","PR","Campo Mourão","próximo à nascente principal do Rio Km","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"2008","10","16","103","árvore ca. 4 m, com rebrote. Flores alvacentas. Folhas lanceoladas, glabras na superfície adaxial e pilosas na abaxial. Planta odorífera.",NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"525","2019-08-16 08:39:43-03","UTFPR","HCF","10118","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","C.Z. Silva","2011","10","31","Brasil","PR","Cascavel","Zoológico Municipal de Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"2012","02","23",NA,"árvore com flores alvas.",NA,NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA
"526","2019-11-15 20:23:39-03","UTFPR","HCF","10037","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","S. Segalla","2011","10","22","Brasil","PR","Corbélia","arredores","-53.3067016601562","-24.798900604248",NA,NA,NA,NA,NA,NA,"2012","02","15",NA,"árvore ca. 8 m. Flores com cálice cor de creme e corola alva.",NA,NA,NA,NA,NA,NA,NA,"33503","auto",NA,NA,NA,NA,NA,NA
"527","2019-08-16 08:39:43-03","UTFPR","HCF","21677","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.L. Brotto","P.H. Labiak","2001","12","08","Brasil","PR","Dois Vizinhos","Região compreendida entre Dois Vizinhos","-53.057201385498","-25.7336006164551",NA,NA,"500","500",NA,NA,"2012","10","23","2022","árvore ca. 15 m de altura. Flores brancas a amareladas. Ecótono entre Floresta com Araucária e Floresta Estacional.",NA,NA,NA,NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA
"528","2019-08-16 08:39:43-03","UTFPR","HCF","14217","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.L. Brotto","O.S. Ribas","2006","10","03","Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,NA,"2008","09",NA,"7416","árvore, 8 m, flor alva. Floresta Estacional Semidecídua.",NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA
"529","2019-08-16 08:39:43-03","UTFPR","HCF","28883","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.L. Brotto","J.M. Margarido","1984","10","31","Brasil","PR","Maringá","Parque do Ingá","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,NA,NA,"2010","06","24",NA,"árvore nativa, com aproximadamente 12 m de altura. Flores brancas. Inflorescências perfumadas. Junto ao portão do meio.",NA,NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA
"530","2019-08-16 08:39:43-03","UTFPR","HCF","12419","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","R.A. Bonaldi","R.A. Bonaldi","2011","12","08","Brasil","PR","Ortigueira",NA,"-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,NA,NA,NA,NA,NA,"465","(Resgate de Flora UHE Mauá).",NA,NA,NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"531","2019-08-16 08:39:43-03","UTFPR","HCF","4471","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","A.E. Bianek","2006","10","14","Brasil","PR","Pitanga","Pedreira São Judas Tadeu","-51.7613983154297","-24.7572002410889",NA,NA,NA,NA,NA,NA,"2006","12","18","292","Árvore com ramos jovens ferrugíneo-pubescentes. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,"37178","auto",NA,NA,NA,NA,NA,NA
"532","2019-08-16 08:39:43-03","UTFPR","HCF","25659","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.L. Feliceti","J. Otalakoski","2014","10","18","Brasil","PR","Quedas do Iguaçu","Sítio na linha Guarani","-52.9081001281738","-25.4496994018555",NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,"árvore, flores brancas. Borda da mata, encosta com lavoura de soja.",NA,NA,NA,NA,NA,NA,NA,"24667","auto",NA,NA,NA,NA,NA,NA
"533","2019-08-16 08:39:43-03","UTFPR","HCF","2118","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","G. Hatschbach","J.M. Cruz","1999","11","09","Brasil","PR","Rio Branco do Sul","Rio Açungui","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,NA,NA,"1999",NA,NA,"76","Pequena árvore de alva. Floresta degradada.",NA,NA,NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA
"534","2019-08-16 08:39:43-03","UTFPR","HCF","1673","S","Plantae","Lauraceae","Nectandra","lanceolata","Nectandra lanceolata","Nees","M.G. Caxambu","R. Dambros","2004","11","01","Brasil","PR","Santo Antônio do Sudoeste",NA,"-53.7252998352051","-26.073600769043",NA,NA,NA,NA,NA,NA,"2005","01","30",NA,"Árvore com flores brancas.",NA,NA,NA,NA,NA,NA,NA,"21285","auto",NA,NA,NA,NA,NA,NA
"535","2013-04-01 09:18:44-03","IPT","BCTW","7595","S","Plantae",NA,"Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","J. Baitello e L.C.S. Assis","Guimarães, F.B.","2011","06","01","Brasil","Santa Catarina","Concórdia",NA,"-51.964167","-27.234444","51W57'51","27S14'4",NA,NA,NA,NA,NA,NA,NA,"CON17",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"536","2013-04-01 09:18:43-03","IPT","BCTW","7475","S","Plantae",NA,"Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","J. Baitello e L.C.S. Assis","Guimarães, F.B.","2011","06","01","Brasil","Santa Catarina","Concórdia",NA,"-51.964167","-27.234444","51W57'51","27S14'4",NA,NA,NA,NA,NA,NA,NA,"CON01",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"537","2013-04-01 09:18:44-03","IPT","BCTW","7606","S","Plantae",NA,"Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","J. Baitello e L.C.S. Assis","Guimarães, F.B.","2011","06","01","Brasil","Santa Catarina","Concórdia",NA,"-51.964167","-27.234444","51W57'51","27S14'4",NA,NA,NA,NA,NA,NA,NA,"CON23",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"538","2013-04-01 09:18:43-03","IPT","BCTW","7402","S","Plantae",NA,"Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","J. Baitello e L.C.S. Assis","Guimarães, F.B.","2011","07","06","Brasil","Santa Catarina","Abdon Batista",NA,NA,"-27.633889","51W0'14'","27S38'2",NA,NA,NA,NA,NA,NA,NA,"ABB43",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"539","2013-04-01 09:18:43-03","IPT","BCTW","7414","S","Plantae",NA,"Nectandra","lanceolata","Nectandra lanceolata","Nees & Mart.","J. Baitello e L.C.S. Assis","Guimarães, F.B.","2011","07","06","Brasil","Santa Catarina","Abdon Batista",NA,NA,"-27.633889","51W0'14'","27S38'2",NA,NA,NA,NA,NA,NA,NA,"ABB53",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"540","2013-04-01 09:18:42-03","IPT","BCTW","4120","S","Plantae",NA,"Nectandra","lanceolata","Nectandra lanceolata","Nees","IPT",NA,NA,NA,NA,"Brasil","São Paulo","Joanópolis",NA,"-46.27","-22.93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"22329","auto","Magnoliopsida",NA,NA,NA,NA,NA
