"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"695","2019-11-27 13:47:42-03","UFS","ASE","17443","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) Rchb.","Costa, SM","2013","05",NA,"Prata, AP; Carregosa, T; Melo, DS; Machado, WJ","2010","08","11","Brasil","Sergipe","Lagarto","Assentamento Roseli Nunes","-37.39","-10.5502","-37.39","-10.5502",NA,NA,"ASE0024065","ASE0024065","2342","Erva de aproximadamente 25 cm. Inflorescência castanho; Erva de aproximadamente 25 cm. Inflorescência castanho; Caatinga","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","2019-11-27 13:47:42-03","UFS","ASE","17683","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","flavescens","Pycreus flavescens","(L.) Rchb.","Costa, SM","2013","05",NA,"Prata, AP; Melo, DS; Carregosa, T; Machado, WJ","2010","08","13","Brasil","Sergipe","Simão Dias","Assentamento Maria Bonita","-37.484","-10.4418","-37.484","-10.4418",NA,NA,"ASE0024572","ASE0024572","2445","Planta herbácea ca. 30 cm; inflorescência castanha.; Planta herbácea ca. 30 cm; inflorescência castanha.; Caatinga","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","2019-11-27 13:47:48-03","UFS","ASE","21712","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","piceus","Pycreus piceus","(Liebm.) C.B. Clarke",NA,NA,NA,NA,"Prata, AP; Carregosa, T; Santos, LAS; Santos E.","2011","08","16","Brasil","Sergipe","Indiaroba","Povoado Convento","-37.511389","-11.519444","-37.511389","-11.519444",NA,NA,"ASE0006302",NA,"2832","Herbácea, ca. 40cm. Inflorescência castanha.; Herbácea, ca. 40cm. Inflorescência castanha.; Restinga","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","2019-11-27 13:47:48-03","UFS","ASE","8362","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","piceus","Pycreus piceus","(Liebm.) C.B. Clarke","M. Alves",NA,NA,NA,"Shirley Martins; Alves-Araújo, A; M. Alves; Gome, J","2005","07","31","Brasil","Pernambuco","Bezerros","Distrito de Sapucarana, Pedra Antônio Bezerra","-35.841667","-8.336944","-35.841667","-8.336944",NA,NA,"ASE0018080","ASE0018080","139","Base do afloramento rochoso, próximo a um riacho.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","2019-11-27 13:47:48-03","UFS","ASE","9015","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","piceus","Pycreus piceus","(Liebm.) C.B. Clarke","Prata, AP","2006",NA,NA,"Costa, SM; Prata, AP; Silva, AC; Lemos, IC; M.Ibrahim","2006","07","17","Brasil","Alagoas","Canabrava","100m da entrada para Igreja Nova, BR-101","-36.554167","-9.933611","-36.554167","-9.933611",NA,NA,"ASE0018358","ASE0018358","41","Erva. Inflorescência verde/castanho-avemelhado.; Erva. Inflorescência verde/castanho-avemelhado.; Beira de estrada","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","2019-11-27 13:47:48-03","UFS","ASE","10239","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2007","12",NA,"Costa, SM; Nascimento - Júnior, JE","2007","11","27","Brasil","Sergipe","Areia Branca","Serra Comprida, Base da Serra próxima à rodovia","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"ASE0019130","ASE0019130","179","Erva. 30. Cm. Inflorescência esverdeada, base vinácea. Ocasional.; Erva. 30. Cm. Inflorescência esverdeada, base vinácea. Ocasional.; Solo arenoso encharcado, próximo à estrada","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","2019-11-27 13:47:48-03","UFS","ASE","10302","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2007","12",NA,"Costa, SM; Meneses, AR","2007","11","27","Brasil","Sergipe","Indiaroba","Povoado Pontal, Rua das Mangabeiras.","-37.511389","-11.519444","-37.511389","-11.519444",NA,NA,"ASE0021004","ASE0021004","202","Inflorescência Castanha, raiz aromática. Ocasional.; Inflorescência Castanha, raiz aromática. Ocasional.; Restinga, próxima a apicum de mangue.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2019-11-27 13:47:48-03","UFS","ASE","10765","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Silva, AC; Costa, SM; Lemos, IC","2007","08","23","Brasil","Sergipe","Aracaju","Mosqueiro","-37.071667","-10.911111","-37.071667","-10.911111",NA,NA,"ASE0019485","ASE0019485","127","Restinga.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","2019-11-27 13:47:48-03","UFS","ASE","12324","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2008","01",NA,"Costa, SM","2008","01","09","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Caju (EMBRAPA), Apicum do mangue do Rio Paruí.","-37.310278","-10.998333","-37.310278","-10.998333",NA,NA,"ASE0019999","ASE0019999","248","Erva. Inflorescência verde, raiz fortemente aromática. Ocasional.; Erva. Inflorescência verde, raiz fortemente aromática. Ocasional.; Apicum.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2019-11-27 13:47:49-03","UFS","ASE","12504","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Prata, AP; Sobrinho-Santos, CK; Nascimento - Júnior, JE; Menezes, IRN","2008","10","02","Brasil","Sergipe","Pirambu","Povoado Aguilhão, Ponto de referência: 3 Postes colados um no outro ( só existe neste local). 3 Km do ponto de coleta até a placa da Tartaruga que indica a entrada do Povoado Lagoa Redonda.","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"ASE0020150","ASE0020150","1578","Restinga.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","2019-11-27 13:47:49-03","UFS","ASE","12652","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Silva, AC","2008","11","25","Nascimento - Júnior, JE; Dantas, TVP","2008","12","18","Brasil","Sergipe","Barra dos Coqueiros",NA,"-37.038611","-10.908889","-37.038611","-10.908889",NA,NA,"ASE0019605","ASE0019605","417","Erva. Coleta realizada para o diagnóstico de uma área em virtude da criação de Parque Estadual.; Erva. Coleta realizada para o diagnóstico de uma área em virtude da criação de Parque Estadual.; Restinga.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","2019-11-27 13:47:49-03","UFS","ASE","12717","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2008","11","25","Nascimento - Júnior, JE; Dantas, TVP","2008","12","19","Brasil","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"ASE0019644","ASE0019644","488","Erva. Coleta realizada para o diagnóstico da área em virtude da criação de Parque Estadual.&nf;; Erva. Coleta realizada para o diagnóstico da área em virtude da criação de Parque Estadual.&nf;; Restinga.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","2019-11-27 13:47:49-03","UFS","ASE","13146","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2009","07",NA,"Barbosa, MR; Gadelha Neto, PC; Lima, IB; Lima, JR; Thomas, WW; Silva, CS; Galdino","2008","05","27","Brasil","Paraíba","Mataraca","Millenium Inorganic Chemicals Mineração LTDA.","-34.978611","-6.493611","-34.978611","-6.493611",NA,NA,"ASE0021091","ASE0021091","3234","Na areia alagada de restinga aberta.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","2019-11-27 13:47:49-03","UFS","ASE","2270","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Noblick, L.R.","1985","04",NA,"Viana, G","1982","04","16","Brasil","Sergipe","Areia Branca","Serra de Itabaiana","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"ASE0014155","ASE0014155","419","Erva. Folhas rosuladas, inflorescências esverdeadas.; Erva. Folhas rosuladas, inflorescências esverdeadas.; Margem de riacho","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","2019-11-27 13:47:49-03","UFS","ASE","13350","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Ribeiro, ARO","2008","04","11","Ribeiro, ARO; Oliveira, RC; Silva, AS; Araújo, JE; Leal, CCP","2008","02","22","Brasil","Rio Grande do Norte","Governador Dix-Sept Rosado","Sítio Pedrinha, Margem do Rio Apodi-Mossoró.","-37.461667","-5.329722","-37.461667","-5.329722",NA,NA,"ASE0021451","ASE0021451","112","Erva cespitosa; coletada em margem de lago; substrato aquático; frequente.; Erva cespitosa; coletada em margem de lago; substrato aquático; frequente.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","2019-11-27 13:47:49-03","UFS","ASE","13537","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2009","02","28","Costa, SM","2009","02","28","Brasil","Sergipe","Brejo Grande","Canal do Parapuca","-36.465833","-10.429444","-36.465833","-10.429444",NA,NA,"ASE0020827","ASE0020827","534","Erva cespitosa, ca. 30 cm. Inflorescência esverdeada, raiz aromática; Erva cespitosa, ca. 30 cm. Inflorescência esverdeada, raiz aromática; Manguezal","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","2019-11-27 13:47:49-03","UFS","ASE","13580","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2008","10","09","Costa, SM; Calazans, C","2008","10","09","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Serra Comprida.","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"ASE0020836","ASE0020836","492","Erva terrestre, ca. 20 cm. Inflorescência verde.; Erva terrestre, ca. 20 cm. Inflorescência verde.; Área antropizada","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","2019-11-27 13:47:49-03","UFS","ASE","14505","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Calazans, C; Mello, D; Santos, E","2008","07","14","Brasil","Sergipe","Pirambu",NA,"-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"ASE0025449","ASE0025449","ASE70",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","2019-11-27 13:47:49-03","UFS","ASE","14974","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Prata, AP; Costa, SM; Nascimento - Júnior, JE","2009","11","12","Brasil","Bahia","Pilão Arcado","Lagoa do Jatobá, Dourados.","-42.3015","-10.0012","-42.3015","-10.0012",NA,NA,"ASE0023355","ASE0023355 ASE0023355_1","1803",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","2019-11-27 13:47:49-03","UFS","ASE","16442","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2010","10",NA,"Sobrinho-Santos, CK","2009","03","16","Brasil","Sergipe","Pirambu",NA,"-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"ASE0011642","ASE0011642","15",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","2019-11-27 13:47:49-03","UFS","ASE","16443","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2010","10",NA,"Sobrinho-Santos, CK","2009","03","16","Brasil","Sergipe","Pirambu",NA,"-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"ASE0022917","ASE0022917","16",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","2019-11-27 13:47:49-03","UFS","ASE","16444","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2010","10",NA,"Sobrinho-Santos, CK","2009","03","16","Brasil","Sergipe","Pirambu",NA,"-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"ASE0022918","ASE0022918","17",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","2019-11-27 13:47:49-03","UFS","ASE","16963","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Amado, R","2000","05","07","Matias, LQ","2000","04","22","Brasil","Ceará","Beberibe","Lagoa do Uruaú","-38.130278","-4.179722","-38.130278","-4.179722",NA,NA,"ASE0023791","ASE0023791","221",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","2019-11-27 13:47:49-03","UFS","ASE","16983","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Amado, R","2000","06","10","Amado, R","2000","03","13","Brasil","Ceará","Caucaia","CE 085, km 11, Mata de Tabuleiro/Litorâneo","-38.653056","-3.736111","-38.653056","-3.736111",NA,NA,"ASE0023784","ASE0023784","202","Erva.; Erva.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","2019-11-27 13:47:49-03","UFS","ASE","19607","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Nascimento - Júnior, JE","2011","02","25","Brasil","Sergipe","Barra dos Coqueiros","Próximo as dunas do povoado Jatobá","-37.038611","-10.908889","-37.038611","-10.908889",NA,NA,"ASE0025916","ASE0025916","758","Anteduna.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","2019-11-27 13:47:49-03","UFS","ASE","19642","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2013",NA,NA,"Nascimento - Júnior, JE; Carregosa, T; Amarante, G","2011","03","28","Brasil","Sergipe","Santo Amaro das Brotas","Terreno da Jazida Lev Terra","-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"ASE0025941","ASE0025941","776","Inflorescência verde-acastanhada.; Inflorescência verde-acastanhada.; Restinga arbustiva. Trecho seco em uma lagoa.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","2019-11-27 13:47:49-03","UFS","ASE","20599","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Prata, AP","2012","05","04","Oliveira, M; Ramos, R; Libório, I","2009","11","26","Brasil","Pernambuco","Salgueiro","Assentamento Monte Alegre, Próximo a um reservatório de água.","-39.116722","-8.028389","-39.116722","-8.028389",NA,NA,"ASE0026750","ASE0026750","4538","Erva aquática. Inflorescência esverdeada.&nf;Frequânte.; Erva aquática. Inflorescência esverdeada.&nf;Frequânte.; caatinga antropizada.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","2019-11-27 13:47:49-03","UFS","ASE","21670","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Prata, AP; Carregosa, T; Santos, LAS; Santos E.","2011","08","16","Brasil","Sergipe","Indiaroba","Povoado Convento","-37.511389","-11.519444","-37.511389","-11.519444",NA,NA,"ASE0028052","ASE0028052","2790","Herbácea, ca. 20cm. Inflorescência esverdeada.; Herbácea, ca. 20cm. Inflorescência esverdeada.; Restinga","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","2019-11-27 13:47:49-03","UFS","ASE","21953","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Ribeiro, ARO","2012","10","01","Calazans, C",NA,NA,NA,"Brasil","Sergipe","Estância","Nascente 7.","-37.438056","-11.268611","-37.438056","-11.268611",NA,NA,"ASE0028220","ASE0028220","ASE21953",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","2019-11-27 13:47:49-03","UFS","ASE","23970","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2014","05",NA,"Farias, MCV; Pereira, OJ","2012","04","24","Brasil","Sergipe","Pirambu","Povoado Santa Isabel, Margem da Lagoa Santa Isabel","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"ASE0029269","ASE0029269","61","Coordenadas UTM: 746626 S 8824334 W; Coordenadas UTM: 746626 S 8824334 W; Restinga.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","2019-11-27 13:47:49-03","UFS","ASE","26493","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Melo, LMS","2013","01","30","Campos, DA; Matos, GMA; Freire, GS; Farias, MCV","2012","10","23","Brasil","Sergipe","Estância","Rodovia para Abais","-37.431192","-11.276475","-37.431192","-11.276475",NA,NA,"ASE0030988","ASE0030988","189","Erva, ca 30cm. Inflorescencia verde e ferruginea.; Restinga.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","2019-11-27 13:47:49-03","UFS","ASE","26596","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2013","04",NA,"Skvortzov, B","1963","04","21","?",NA,NA,NA,"-46.381","-23.3254","-46.381","-23.3254",NA,NA,"ASE0010485","ASE0010485","248","Duplicatas: UB, INPA, ASE, FUEL, TEPB.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","2019-11-27 13:47:49-03","UFS","ASE","26656","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Oliveira, EVS","2015","02","02","Oliveira, EVS; Ferreira, ES; Silva, TC","2012","11","05","Brasil","Sergipe","Pirambu","Rebio de Santa Isabel, Povoado Lagoa Redonda","-36.784167","-10.677222","-36.784167","-10.677222",NA,NA,"ASE0031079","ASE0031079","124","Erva. Cerca de 15 cm.; Restinga. Solo de areias brancas.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","2019-11-27 13:47:49-03","UFS","ASE","26831","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Nascimento - Júnior, JE","2012","07","20","Nascimento - Júnior, JE","2011","03","23","Brasil","Sergipe","Santo Amaro das Brotas","Terreno da Jazida Lev Terra, próx. ao Rio Pomonga","-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"ASE0031276","ASE0031276","809",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","2019-11-27 13:47:49-03","UFS","ASE","26852","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Nascimento - Júnior, JE","2012","07","20","Nascimento - Júnior, JE","2011","06","18","Brasil","Sergipe","Santo Amaro das Brotas","Terreno da Jazida Lev Terra, próx. ao Rio Pomonga","-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"ASE0031321","ASE0031321","1031",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","2019-11-27 13:47:49-03","UFS","ASE","27672","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Prata, AP","2012","11","02","Prata, AP; Barbosa, P; Santos, E","2012","08","30","Brasil","Sergipe","Siriri","Fosso SZ176","-37.1125","-10.604167","-37.1125","-10.604167",NA,NA,"ASE0032098","ASE0032098","3389",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","2019-11-27 13:47:49-03","UFS","ASE","27767","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Costa, SM","2013","12","10","Gomes, LA; Farias, MCV; Santos, E; Silva, BD","2013","03","27","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de mata. Próximo ao apicum. Solo arenoso.","-37.434306","-11.371944","-37.434306","-11.371944",NA,NA,"ASE0032055","ASE0032055","1026","Erva, 40cm. Inflorescência castanha.; Mata Atlântica","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","2019-11-27 13:47:49-03","UFS","ASE","28375","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Barbosa, P","2012","09",NA,"Prata, AP; Barbosa, P; Santos, E","2012","08","29","Brasil","Sergipe","Rosário do Catete","Fosso SZ71","-37.030556","-10.696111","-37.030556","-10.696111",NA,NA,"ASE0032394","ASE0032394","3331","Herbácea. Inflorescência castanha. UTM: 710723E, 8823104N.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","2019-11-27 13:47:49-03","UFS","ASE","28606A","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.",NA,NA,NA,NA,"Clayton, WD; Eiten, G","1965","02","16","Brasil","São Paulo",NA,"Southern tip along bay channel Barra de Cananeia. Mun. Cananeia 25°3' S, 47°54 1/2' W.","-47.926389","-25.015","-47.926389","-25.015",NA,NA,"ASE0000861",NA,"4698","Wet soil along creek through sand spit.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","2019-11-27 13:47:49-03","UFS","ASE","29442","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Oliveira, EVS","2013","07","23","Silva, TC; Oliveira, EVS","2012","03","26","Brasil","Sergipe","Aracaju","Praia da Aruana, Próximo a AABB","-37.102778","-10.923333","-37.102778","-10.923333",NA,NA,"ASE0000986","ASE0000986","57","Erva. Cerca de 50 cm.; Restinga","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","2019-11-27 13:47:49-03","UFS","ASE","31207","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Ribeiro, ARO","2009","05","15","Oliveira, RC; Araújo, JE de; Ribeiro, ARO","2009","05","15","Brasil","Rio Grande do Norte","Extremoz","Próximo à entrada de Muriú, após o trevo.","-35.1329","-5.4129","-35.1329","-5.4129",NA,NA,"ASE0002468","ASE0002468","2436","Erva cespitosa; coletada em campo úmido adjacente ao mangue; relevo plano; substrato argiloso; frequente.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","2019-11-27 13:47:49-03","UFS","ASE","3185","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Noblick, L.R.","1985","04",NA,"Carneiro, EM","1983","05","04","Brasil","Sergipe","Santa Luzia do Itanhy","Fazenda Santo Antônio","-37.424278","-11.378056","-37.424278","-11.378056",NA,NA,"ASE0014818","ASE0014818","697","Erva. Folhas simples, reunidas em inflorescências.; Erva. Folhas simples, reunidas em inflorescências.; Bordo de mata subperenifolia","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","2019-11-27 13:47:49-03","UFS","ASE","32105","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Lima, FS","2014","12","11","Oliveira, EVS; Lima, FS; Jesus, AB; Melo, AO; Pinto, AS; Landim, MF","2014","08","09","Brasil","Sergipe","Nossa Senhora das Dores","Campo Experimental Jorge P. Sobral, Embrapa Tabuleiros Costeiros","-37.1903","-10.4919","-37.1903","-10.4919",NA,NA,"ASE0003193","ASE0003193","459","Erva ruderal. Cerca de 15 cm. Caule trígono. Indivíduo isolado em alguns tratamentos. Folhas estreitas, dispostas em roseta com bainha cortante. &nf;; Pastagem","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","2019-11-27 13:47:49-03","UFS","ASE","38103","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos","(Rottb.) P. Beauv.","Freire, GS","2016","11","07","Menezes, IRN; Santos, LAS","2011","03","22","Brasil","Sergipe","Pacatuba","Povoado Atalho","-36.6514","-10.4533","-36.6514","-10.4533",NA,NA,"ASE0039309",NA,"184","Herbácea com ca. de 30 cm. Inflorecência esverdeada.; Restinga.","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
