"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"714","2019-11-25 12:12:43-03","UFSM","SMDB","6944","S","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","Paiva, M.R.C.","1997",NA,NA,"Paiva, M.R.C.; Alves, J; Francisco, EM","s.n.","1997","08","26","Brasil","Paraná","Ortigueira","Estrada para Ponta Grossa, próxima ao trevo.","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"Árvore 9-10 metros de altura, frutos imaturos.","SMDB006944",NA,NA,NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA
"715","2019-11-25 12:12:43-03","UFSM","SMDB","2050","S","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","Irgang, B","1981","05","13","Alvarez, A.F.","s.n.","1981","03","23","Brasil","Rio Grande do Sul","Nova Palma","Caemborá","-53.4688987731934","-29.471700668335",NA,NA,NA,NA,NA,"SMDB002050",NA,NA,NA,NA,NA,NA,NA,"23222","auto",NA,NA,NA,NA,NA
"716","2021-02-11 16:53:29-03","UFSM","SMDB","7796","S","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","Záchia, R.A",NA,NA,NA,"Záchia, R.A; Budke, JC","5120","2000","11","05","Brasil","Rio Grande do Sul","Santa Maria","CISM","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB007796",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"717","2019-11-25 12:12:43-03","UFSM","SMDB","2067","S","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","Alvarez, A.F.",NA,NA,NA,"Alvarez, A.F.","s.n.","1981","05","19","Brasil","Rio Grande do Sul","Santa Maria","Morro do Cechella","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB002067",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"718","2021-02-11 16:53:29-03","UFSM","SMDB","15610","S","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","Záchia, R.A","2013",NA,NA,"Záchia, R.A","6377","2013","11","13","Brasil","Rio Grande do Sul","Santo Cristo","estrada para Alecrim","-54.6627998352051","-27.8239002227783",NA,NA,NA,NA,"Com botão floral, e látex","SMDB015610",NA,NA,NA,NA,NA,NA,NA,"18454","auto",NA,NA,NA,NA,NA
"719","2020-03-03 15:59:08-03","UFSM","SMDB","5920","S","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","Filho, AA; Bortoluzzi, RLC","1995","08",NA,"Bortoluzzi, RLC","s.n.","1995","04","19","Brasil","RS","Santa Maria","Camobi","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB005920",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"720","2020-03-03 15:59:08-03","UFSM","SMDB","5579","S","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","Alvarez, AF",NA,NA,NA,"Alvarez, AF; et al.","s.n.","1993","09","30","Brasil","RS","Santa Maria","Santa Flora.Colônia Augusti","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB005579",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"721","2020-03-03 15:59:08-03","UFSM","SMDB","5612","S","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","Alvarez, AF",NA,NA,NA,"Alvarez, AF; et al.","s.n.","1993","07","20","Brasil","RS","Santa Maria","Tronqueiras","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB005612",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"722","2020-12-21 16:44:46-03","MBM","MBM","1250","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","14313",NA,NA,NA,"Brazil","Paraná","Cianorte","Fazenda Lagoa, Rio Ligeiro","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,NA,"MBM001250","MBM001250","Southern America",NA,NA,NA,NA,NA,"32009","auto",NA,NA,NA,NA,NA
"723","2020-12-21 16:44:46-03","MBM","MBM","424299","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Estevan, D.A.","2014","11","20","Duarte, E.","213","2014","10","30","Brazil","Paraná","Dois Vizinhos","UTFPR-DV., Arboreto dentro do campus da UTFPR","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Árvore, flores.","MBM424299",NA,"Southern America",NA,NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA
"724","2020-12-21 16:44:46-03","MBM","MBM","174840","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Portes, M.C.","70",NA,NA,NA,"Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,"MBM174840","MBM174840","Southern America",NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"725","2020-12-21 16:44:46-03","MBM","MBM","140769","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Oliveira, V.P. de","51",NA,NA,NA,"Brazil","Paraná","Guapirama","Sítio JP","-50.0396995544434","-23.5160999298096",NA,NA,NA,NA,NA,"MBM140769",NA,"Southern America",NA,NA,NA,NA,NA,"18301","auto",NA,NA,NA,NA,NA
"726","2020-12-21 16:44:46-03","MBM","MBM","322622","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Matos, W.H.",NA,NA,NA,"Matos, W.H.","84","2005","12","05","Brazil","Paraná","Londrina","Estância Patrial","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore 7m, borda da mata; flor creme","MBM322622","MBM322622","Southern America",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"727","2020-12-21 16:44:46-03","MBM","MBM","2914","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.",NA,NA,NA,NA,"Hatschbach, G.; Haas, H.; Haas, H.","16564",NA,NA,NA,"Brazil","Paraná","Matelândia","Céu Zaul","-53.9963989257812","-25.2408008575439",NA,NA,NA,NA,NA,"MBM002914","MBM002914","Southern America",NA,NA,NA,NA,NA,"40323","auto",NA,NA,NA,NA,NA
"728","2020-12-21 16:44:46-03","MBM","MBM","128034","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","52394",NA,NA,NA,"Brazil","Paraná","Palotina","Palotina, arredores","-53.8400001525879","-24.283899307251",NA,NA,NA,NA,NA,"MBM128034","MBM128034","Southern America",NA,NA,NA,NA,NA,"20826","auto",NA,NA,NA,NA,NA
"729","2020-12-21 16:44:46-03","MBM","MBM","154768","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.",NA,NA,NA,NA,"Vicentini, A.; et al.; et al.","34",NA,NA,NA,"Brazil","Paraná","Pinhão","Reserva do Rio dos Touros","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,NA,"MBM154768","MBM154768","Southern America",NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA
"730","2020-12-21 16:44:46-03","MBM","MBM","51249","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Reitz, R.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","16186",NA,NA,NA,"Brazil","Santa Catarina","Campos Novos","Caxambu, Tupitinga","-51.2249984741211","-27.4016990661621",NA,NA,NA,NA,NA,"MBM051249","MBM051249","Southern America",NA,NA,NA,NA,NA,"43319","auto",NA,NA,NA,NA,NA
"731","2020-12-21 16:44:46-03","MBM","MBM","174841","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Pennington, T.D.",NA,NA,NA,"Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62461",NA,NA,NA,"Brazil","Mato Grosso","Jauru","Rodovia para Figueirópolis, km 16","-58.8664016723633","-15.3418998718262",NA,NA,NA,NA,NA,"MBM174841","MBM174841","Southern America",NA,NA,NA,NA,NA,"40234","auto",NA,NA,NA,NA,NA
"732","2020-12-21 16:44:46-03","MBM","MBM","119657","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Pennington, T.D.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","51587",NA,NA,NA,"Brazil","Mato Grosso do Sul","Bela Vista","Bela Vista, rodovia para Caracol","-56.5210990905762","-22.1089000701904",NA,NA,NA,NA,NA,"MBM119657","MBM119657","Southern America",NA,NA,NA,NA,NA,"66197","auto",NA,NA,NA,NA,NA
"733","2020-12-21 16:44:45-03","MBM","MBM","109276","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Klein, R.",NA,NA,NA,"Leite, P.F.; et al.; et al.","22",NA,NA,NA,"Brazil","Mato Grosso do Sul","Itaquiraí","Fazenda Ituaçu","-54.185001373291","-23.4743995666504",NA,NA,NA,NA,NA,"MBM109276","MBM109276","Southern America",NA,NA,NA,NA,NA,"44527","auto",NA,NA,NA,NA,NA
"734","2020-12-21 16:44:46-03","MBM","MBM","339356","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Cordeiro, J.","2009",NA,NA,"Lescano, L.E.A.M.; et al.; et al.","276","2005","04","17","Brazil","Mato Grosso do Sul","Porto Murtinho","Estrada Bocaiuval 1 (Ponte do Rio Monguijá)","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,"Árvore, flor ausente, fruto verde. Com infrutescência, folhas opostas. Mata aberta.","MBM339356","MBM339356","Southern America",NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA
"735","2020-12-21 16:44:46-03","MBM","MBM","194106","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Leitão f.; H.F.",NA,NA,NA,"Andrade, P.M.","1257",NA,NA,NA,"Brazil","Minas Gerais","Nova Lima","Reserva Biológica do Jambeiro","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,"MBM194106","MBM194106","Southern America",NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA
"736","2020-12-21 16:44:46-03","MBM","MBM","175347","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Ferrari Tomé, M.V.","258",NA,NA,NA,"Brazil","Paraná","Bandeirantes","Mata do Laranjinha","-50.3675003051758","-23.1100006103516",NA,NA,NA,NA,NA,"MBM175347","MBM175347","Southern America",NA,NA,NA,NA,NA,"19645","auto",NA,NA,NA,NA,NA
"737","2020-12-21 16:44:46-03","MBM","MBM","170082","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Ferrari Tomé, M.V.","94",NA,NA,NA,"Brazil","Paraná","Bandeirantes","Mata São Francisco","-50.3675003051758","-23.1100006103516",NA,NA,NA,NA,NA,"MBM170082","MBM170082","Southern America",NA,NA,NA,NA,NA,"19645","auto",NA,NA,NA,NA,NA
"738","2020-12-21 16:44:46-03","MBM","MBM","175291","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Ferrari Tomé, M.V.","316",NA,NA,NA,"Brazil","Paraná","Bandeirantes","Mata São Francisco","-50.3675003051758","-23.1100006103516",NA,NA,NA,NA,NA,"MBM175291","MBM175291","Southern America",NA,NA,NA,NA,NA,"19645","auto",NA,NA,NA,NA,NA
"739","2020-12-21 16:44:46-03","MBM","MBM","230819","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Kinupp, V.F.",NA,NA,NA,"Kinupp, V.F.","349",NA,NA,NA,"Brazil","Paraná","Cambé","Parque Municipal Peroba Rosa","-51.2783012390137","-23.2758007049561",NA,NA,NA,NA,NA,"MBM230819","MBM230819","Southern America",NA,NA,NA,NA,NA,"29438","auto",NA,NA,NA,NA,NA
"740","2020-12-21 16:44:46-03","MBM","MBM","224120","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Kinupp, V.F.",NA,NA,NA,"Kinupp, V.F.","943",NA,NA,NA,"Brazil","Paraná","Cambé","Parque Municipal Peroba Rosa","-51.2783012390137","-23.2758007049561",NA,NA,NA,NA,NA,"MBM224120","MBM224120","Southern America",NA,NA,NA,NA,NA,"29438","auto",NA,NA,NA,NA,NA
"741","2020-12-21 16:44:46-03","MBM","MBM","301666","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Ribas, O.S.","2002","12",NA,"Labiak, P.; Ribas, O.S.; Petean, M.P.; Ribas, O.S.; Petean, M.P.","3196","2004","04","07","Brazil","Paraná","Capitão Leônidas Marques","Rio Iguaçu, Margem direita do rio","-53.614200592041","-25.4792003631592",NA,NA,"450","450","Árvore, 7 m, frutos imaturos.; Floresta Estacional Semidecidual.","MBM301666","MBM301666","Southern America",NA,NA,NA,NA,NA,"14258","auto",NA,NA,NA,NA,NA
"742","2020-12-21 16:44:46-03","MBM","MBM","130431","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Lindeman, J.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","919",NA,NA,NA,"Brazil","Paraná","Cianorte","Fazenda Lagoa, S do Rio Ivaí","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,NA,"MBM130431","MBM130431","Southern America",NA,NA,NA,NA,NA,"32009","auto",NA,NA,NA,NA,NA
"743","2020-12-21 16:44:46-03","MBM","MBM","1571","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Pennington, T.D.",NA,NA,NA,"Hatschbach, G.","15507",NA,NA,NA,"Brazil","Paraná","Clevelândia","Rincão Torcido","-52.4707984924316","-26.3957996368408",NA,NA,NA,NA,NA,"MBM001571",NA,"Southern America",NA,NA,NA,NA,NA,"30860","auto",NA,NA,NA,NA,NA
"744","2020-12-21 16:44:46-03","MBM","MBM","189133","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Ferrari Tomé, M.V.","622",NA,NA,NA,"Brazil","Paraná","Cornélio Procópio","Bosque Cornélio","-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,NA,"MBM189133","MBM189133","Southern America",NA,NA,NA,NA,NA,"23842","auto",NA,NA,NA,NA,NA
"745","2020-12-21 16:44:46-03","MBM","MBM","195732","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Ferrari Tomé, M.V.","693",NA,NA,NA,"Brazil","Paraná","Cornélio Procópio","Bosque Cornélio","-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,NA,"MBM195732","MBM195732","Southern America",NA,NA,NA,NA,NA,"23842","auto",NA,NA,NA,NA,NA
"746","2020-12-21 16:44:46-03","MBM","MBM","192803","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Ferrari Tomé, M.V.","504",NA,NA,NA,"Brazil","Paraná","Cornélio Procópio","Bosque Cornélio Procópio","-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,NA,"MBM192803","MBM192803","Southern America",NA,NA,NA,NA,NA,"23842","auto",NA,NA,NA,NA,NA
"747","2020-12-21 16:44:46-03","MBM","MBM","239751","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.",NA,NA,NA,NA,"Pavão, O.C.","s.n.",NA,NA,NA,"Brazil","Paraná","Cornélio Procópio","Parque Estadual Mata São Francisco","-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,NA,"MBM239751","MBM239751","Southern America",NA,NA,NA,NA,NA,"23842","auto",NA,NA,NA,NA,NA
"748","2020-12-21 16:44:46-03","MBM","MBM","6256","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.",NA,NA,NA,NA,"Hatschbach, G.; Haas, H.; Haas, H.","16645",NA,NA,NA,"Brazil","Paraná","Cruzeiro do Oeste","Cruzeiro do Oeste","-53.073299407959","-23.7849998474121",NA,NA,NA,NA,NA,"MBM006256","MBM006256","Southern America",NA,NA,NA,NA,NA,"32572","auto",NA,NA,NA,NA,NA
"749","2020-12-21 16:44:46-03","MBM","MBM","230534","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Barboza, E.; Abe, L.M.; Barboza, E.; Abe, L.M.","2504",NA,NA,NA,"Brazil","Paraná","Diamante do Norte","Rio Paranapanema","-52.8596992492676","-22.656400680542",NA,NA,NA,NA,NA,"MBM230534","MBM230534","Southern America",NA,NA,NA,NA,NA,"16110","auto",NA,NA,NA,NA,NA
"750","2020-12-21 16:44:46-03","MBM","MBM","24141","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","30313",NA,NA,NA,"Brazil","Paraná","Dois Vizinhos","Foz do Chopim","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,NA,"MBM024141","MBM024141","Southern America",NA,NA,NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA
"751","2020-12-21 16:44:46-03","MBM","MBM","194401","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Silva, S.M.",NA,NA,NA,"Mikich, S.B.","s.n.",NA,NA,NA,"Brazil","Paraná","Fênix","Fazenda Guajivira","-51.9791984558105","-23.9160995483398",NA,NA,NA,NA,NA,"MBM194401",NA,"Southern America",NA,NA,NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA
"752","2020-12-21 16:44:46-03","MBM","MBM","345419","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Equipe do Museu Botânico Municipal","2008","07","16","Bolson, M.","232","2008","06","18","Brazil","Paraná","Foz do Iguaçu","Refúgio Biológico Bela Vista - Trilha Guaimbê - ITAIPU","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"Árvore","MBM345419","MBM345419","Southern America",NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"753","2020-12-21 16:44:46-03","MBM","MBM","54074","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","39821",NA,NA,NA,"Brazil","Paraná","Guaíra","Parque Nacional Sete Quedas","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,NA,"MBM054074","MBM054074","Southern America",NA,NA,NA,NA,NA,"33984","auto",NA,NA,NA,NA,NA
"754","2020-12-21 16:44:46-03","MBM","MBM","6261","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.",NA,NA,NA,NA,"Hatschbach, G.","17056",NA,NA,NA,"Brazil","Paraná","Icaraíma","Porto Camargo","-53.613899230957","-23.3955993652344",NA,NA,NA,NA,NA,"MBM006261","MBM006261","Southern America",NA,NA,NA,NA,NA,"21289","auto",NA,NA,NA,NA,NA
"755","2020-12-21 16:44:46-03","MBM","MBM","243524","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Carneiro, J.","721",NA,NA,NA,"Brazil","Paraná","Jundiaí do Sul","Fazenda Monte Verde","-50.247501373291","-23.4367008209229",NA,NA,NA,NA,NA,"MBM243524","MBM243524","Southern America",NA,NA,NA,NA,NA,"17300","auto",NA,NA,NA,NA,NA
"756","2020-12-21 16:44:45-03","MBM","MBM","113188","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","50589",NA,NA,NA,"Brazil","Paraná","Jundiaí do Sul","Fazenda Monte Verde","-50.247501373291","-23.4367008209229",NA,NA,NA,NA,NA,"MBM113188","MBM113188","Southern America",NA,NA,NA,NA,NA,"17300","auto",NA,NA,NA,NA,NA
"757","2020-12-21 16:44:46-03","MBM","MBM","321208","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Cardoso, L.J.T.","2014","10","14","Kuniyoshi, Y.S.","4048","1976","11","03","Brazil","Paraná","Londrina","Bosque do IAPAR","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore, frequente.","MBM321208","MBM321208","Southern America",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"758","2020-12-21 16:44:46-03","MBM","MBM","129767","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Soares, L.H.; et al.; et al.","132",NA,NA,NA,"Brazil","Paraná","Londrina","Floresta do Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"MBM129767","MBM129767","Southern America",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"759","2020-12-21 16:44:46-03","MBM","MBM","164035","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Guapyassu, M.; et al.; et al.","317",NA,NA,NA,"Brazil","Paraná","Maringá","Parque do Ingá","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,NA,"MBM164035","MBM164035","Southern America",NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA
"760","2020-12-21 16:44:46-03","MBM","MBM","349166","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Ribas, O.S.","2009","02",NA,"Kaehler, M.","347","2008","10","30","Brazil","Paraná","Ortigueira","Futuro eixo da Barragem, margem esquerda do rio Tibagi","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"Árvore 15m de altura. Flores com pétalas brancas","MBM349166","MBM349166","Southern America",NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA
"761","2020-12-21 16:44:46-03","MBM","MBM","243523","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","69253",NA,NA,NA,"Brazil","Paraná","Paranavaí","Bosque da Cidade","-52.4653015136719","-23.0730991363525",NA,NA,NA,NA,NA,"MBM243523","MBM243523","Southern America",NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA
"762","2020-12-21 16:44:46-03","MBM","MBM","122933","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","gonocarpum","Chrysophyllum gonocarpum","(Mart. & Eichl. ex Miq.) Engl.","Vaz, A.",NA,NA,NA,"Furtado, P.P.","169",NA,NA,NA,"Brazil","Paraná","Peabiru","Próximo de Peabiru","-52.3431015014648","-23.9127998352051",NA,NA,NA,NA,NA,"MBM122933","MBM122933","Southern America",NA,NA,NA,NA,NA,"21732","auto",NA,NA,NA,NA,NA
