"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","yearIdentified","infraspecificEpithet","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"157","2015-09-04 20:40:15-03","MNHN","RECOLNAT_MNHN_P","P00551430","PreservedSpecimen",NA,"Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Lima","Glaziou, A.",NA,"1895","9","1","Brésil",NA,NA,"Entre-les Rios das pedras, Jatoba et Guarirola (Goyaz)",NA,NA,NA,NA,NA,NA,"P00551430","P00551430_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551430' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2015-09-04 20:40:15-03","MNHN","RECOLNAT_MNHN_P","P00551431","PreservedSpecimen",NA,"Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Lima","Glaziou, A.",NA,"1895","7","16","Brésil",NA,NA,"Serra dos Pyreneos (Goyaz)",NA,NA,NA,NA,NA,NA,"P00551431","P00551431_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551431' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21163",NA,NA
"159","2015-09-04 13:46:24-03","MNHN","RECOLNAT_MNHN_P","P00551432","PreservedSpecimen",NA,"Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Lima","Glaziou, A.",NA,"1895","7","16","Brésil",NA,NA,"Serra dos Pyreneos (Goyaz)",NA,NA,NA,NA,NA,NA,"P00551432","P00551432_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551432' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21163",NA,NA
"160","2015-09-04 20:40:15-03","MNHN","RECOLNAT_MNHN_P","P00551433","PreservedSpecimen",NA,"Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Lima","Glaziou, A.",NA,"1895","9","1","Brésil",NA,NA,"Guariroba, dans le campo (Goyaz)",NA,NA,NA,NA,NA,NA,"P00551433","P00551433_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551433' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21162",NA,NA
"161","2015-09-04 20:40:15-03","MNHN","RECOLNAT_MNHN_P","P00551434","PreservedSpecimen",NA,"Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Lima","Glaziou, A.",NA,"1894","10","23","Brésil",NA,NA,"Capelinha de Sto Antonio do Rio Discoberto (Goyaz)",NA,NA,NA,NA,NA,NA,"P00551434","P00551434_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551434' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21137",NA,NA
"162","2015-09-04 13:46:24-03","MNHN","RECOLNAT_MNHN_P","P00551435","PreservedSpecimen",NA,"Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Lima","Glaziou, A.",NA,"1894","10","23","Brésil",NA,NA,"Capelinha de Sto Antonio do Rio Discoberto (Goyaz)",NA,NA,NA,NA,NA,NA,"P00551435","P00551435_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00551435' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21137",NA,NA
"163","2015-09-04 20:44:02-03","MNHN","RECOLNAT_MNHN_P","P05203998","PreservedSpecimen",NA,"Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Lima","Glaziou, A.",NA,"1895","5","8","Brasil","Goiás",NA,"Córrego do Brejo.",NA,NA,NA,NA,NA,NA,"P05203998","P05203998_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05203998' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21135",NA,NA
"164","2015-09-04 21:56:17-03","MNHN","RECOLNAT_MNHN_P","P05291387","PreservedSpecimen",NA,"Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Rosa","Weddell, H.A.",NA,"1844","11","1","Brésil",NA,NA,"Entre Goyas et Cujaba",NA,NA,NA,NA,NA,NA,"P05291387","P05291387_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291387' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2970",NA,NA
"165","2015-09-04 21:56:17-03","MNHN","RECOLNAT_MNHN_P","P05291388","PreservedSpecimen",NA,"Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Rosa","Weddell, H.A.",NA,"1844","11","1","Brésil",NA,NA,"Entre Goyas et Cujaba",NA,NA,NA,NA,NA,NA,"P05291388","P05291388_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291388' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2970",NA,NA
"166","2016-03-09 18:11:31-03","MNHN","RECOLNAT_MNHN_P","P05291389","PreservedSpecimen",NA,"Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Rosa","Weddell, H.A.",NA,"1844","11","1","Brésil",NA,NA,"Entre Goyas et Cujaba",NA,NA,NA,NA,NA,NA,"P05291389","P05291389_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291389' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2970",NA,NA
"167","2015-09-04 21:56:18-03","MNHN","RECOLNAT_MNHN_P","P05291392","PreservedSpecimen",NA,"Myrtaceae","Myrcia","rubella","Myrcia rubella","Cambess.","Rosa","Weddell, H.A.",NA,"1844","11","1","Brésil",NA,NA,"Entre Goyas et Cujaba",NA,NA,NA,NA,NA,NA,"P05291392","P05291392_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05291392' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2970",NA,NA
"168","2020-10-01 14:24:16-03","JBB","HEPH","26044","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Correia, CAS","294","2008","09","05","Brasil","Distrito Federal","Sobradinho","Área de Proteção Ambiental do rio São Bartolomeu, Chácara Angaturama","-47.737778","-15.733889","-47.737778","-15.733889","1090","1090",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"169","2020-10-01 14:24:16-03","JBB","HEPH","25717","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Ramos, AE; Jesus, FPR de","1904","2009","08","11","Brasil","Distrito Federal","Recanto das Emas","Núcleo Rural Monjolo","-48.083333","-15.929722","-48.083333","-15.929722",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2019",NA,"02",NA,NA,NA,NA
"170","2020-10-01 14:24:16-03","JBB","HEPH","25620","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Ramos, AE; et al.","1808","2009","08","10","Brasil","Distrito Federal","Recanto das Emas","Núcleo Rural Monjolo","-48.083333","-15.929722","-48.083333","-15.929722",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"171","2020-10-01 14:24:16-03","JBB","HEPH","26033","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Correia, CAS","245","2008","06","18","Brasil","Distrito Federal","Sobradinho","Área de Proteção Ambiental do rio São Bartolomeu, Chácara Angaturama","-47.737778","-15.733889","-47.737778","-15.733889","1090","1090",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"172","2020-10-01 14:24:16-03","JBB","HEPH","19466","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Rodrigues Silva, R; Milhomens, LC","863","2003","09","09","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.904167","-15.916111","-47.904167","-15.916111","1013","1013",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"02",NA,NA,NA,NA
"173","2020-10-01 14:24:16-03","JBB","HEPH","19812","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Nóbrega, MGG; Jesus, FPR de","2024","2003","06","14","Brasil","Distrito Federal","Brasília","Área do Abatedouro chácara do Sr. Edimar F. de Souza","-47.816667","-15.868056","-47.816667","-15.868056",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"174","2020-10-01 14:24:16-03","JBB","HEPH","26051","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Correia, CAS","306","2008","09","14","Brasil","Distrito Federal","Sobradinho","Área de Proteção Ambiental do rio São Bartolomeu, Chácara Angaturama","-47.737778","-15.733889","-47.737778","-15.733889","1090","1090",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"175","2020-10-01 14:24:16-03","JBB","HEPH","26839","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Ramos, AE; et al.","2074","2010","07","23","Brasil","Distrito Federal","Planaltina","Núcleo Rural Fazenda Larga",NA,NA,NA,NA,"1018","1018",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"176","2020-10-01 14:24:16-03","JBB","HEPH","26885","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Ramos, AE; Oliveira, MS","2120","2010","07","29","Brasil","Distrito Federal","Planaltina","Núcleo Rural Fazenda Larga",NA,NA,NA,NA,"1002","1002",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2019",NA,"02",NA,NA,NA,NA
"177","2020-10-01 14:24:16-03","JBB","HEPH","27333","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Carvalho, FJ de; Moreira, HJC","78","2010","10","04","Brasil","Distrito Federal","Planaltina","Nucleo Rural Pipiripau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"178","2020-10-01 14:24:16-03","JBB","HEPH","27348","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Carvalho, FJ de; Moreira, HJC","93","2010","10","04","Brasil","Distrito Federal","Planaltina","Nucleo Rural Pipiripau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"179","2020-10-01 14:24:16-03","JBB","HEPH","27465","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Carvalho, FJ de; Carvalho, FJ de; Moreira, HJC; Zanatta, MRV","195","2010","09","15","Brasil","Distrito Federal","Sobradinho","Núcleo Rural Rio Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"180","2020-10-01 14:24:16-03","JBB","HEPH","28063","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Ramos, AE; Nóbrega, MGG","2417","2011","08","27","Brasil","Distrito Federal","Planaltina","Núcleo Rural Santos Dumont, Fazenda Várzea, Fonte Gameleira.",NA,NA,NA,NA,"1000","1000",NA,NA,"Inflorescencia vinácea, com flores brancas.","Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"181","2020-10-01 14:24:16-03","JBB","HEPH","26062","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Correia, CAS","360","2008","11","07","Brasil","Distrito Federal","Sobradinho","Área de Proteção Ambiental do rio São Bartolomeu, Chácara Angaturama","-47.737778","-15.733889","-47.737778","-15.733889","1090","1090",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"182","2020-10-01 14:24:16-03","JBB","HEPH","32968","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Rosa, PO; Soares, ACA; Cardoso, PPM; Oliveira, JAS; Tinti, BV; Santos-Silva, D","1898","2017","08","14","Brasil","Goiás","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji, Estrada saindo do mosteiro em direção a nascente II da Cachoeira do Dragão","-48.926111","-15.715833","-48.926111","-15.715833","1218","1218",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"06",NA,NA,NA,NA
"183","2020-10-01 14:24:16-03","JBB","HEPH","33094","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Chacon, RG; Oliveira, JAS","1554","2017","09","26","Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Trilha para Corredeiras","-47.8325","-14.161667","-47.8325","-14.161667","890","890",NA,NA,"Comum","Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"184","2020-10-01 14:24:16-03","JBB","HEPH","33268","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Rosa, PO; Soares, ACA; Tinti, BV; Santos, D; Cardoso, PPM","1998","2017","10","04","Brasil","Goiás","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji, Boqueirão","-48.939444","-15.72","-48.939444","-15.72","1010","1010",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"02",NA,NA,NA,NA
"185","2020-10-01 14:24:16-03","JBB","HEPH","26052","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Correia, CAS","308","2008","09","14","Brasil","Distrito Federal","Sobradinho","Área de Proteção Ambiental do rio São Bartolomeu, Chácara Angaturama","-47.737778","-15.733889","-47.737778","-15.733889","1090","1090",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"186","2020-10-01 14:24:16-03","JBB","HEPH","34354","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Chacon, RG; Gomes, BM; Carneiro, DC; Vieira, FC","1067","2013","09","01","Brasil","Goiás","Cristalina",NA,"-47.737222","-16.649167","-47.737222","-16.649167",NA,NA,NA,NA,"17 km antes de Cristalina","Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"187","2020-10-01 14:24:16-03","JBB","HEPH","34370","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Faria, JEQ","Rocha, GPE; Lemos, HL","762","2017","09","18","Brasil","Goiás","Campo Alegre de Goiás","Campo Alegre de Goiás","-47.695833","-17.8375","-47.695833","-17.8375","763","763",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2019",NA,"08",NA,NA,NA,NA
"188","2020-10-01 14:24:16-03","JBB","HEPH","34385","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Faria, JEQ","Rocha, GPE; Lemos, HL","743","2017","09","18","Brasil","Goiás","Campo Alegre de Goiás","Campo Alegre de Goiás","-47.714722","-17.8375","-47.714722","-17.8375","768","768",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2019",NA,"08",NA,NA,NA,NA
"189","2020-10-01 14:24:16-03","JBB","HEPH","34718","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Faria, JEQ","Faria, JEQ; Bringel, JBA","8688","2018","07","28","Brasil","Goiás","Ipameri","Estrada saindo da GO-020, ca. de 20 Km a leste da BR-050","-47.585","-17.330556","-47.585","-17.330556","908","908",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"07",NA,NA,NA,NA
"190","2020-10-01 14:24:16-03","JBB","HEPH","34725","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Faria, JEQ","Faria, JEQ; Bringel, JBA","8695","2018","07","28","Brasil","Goiás","Ipameri","Estrada saindo da GO-020, ca. de 20 Km a leste da BR-050","-47.585","-17.330556","-47.585","-17.330556","908","908",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"07",NA,NA,NA,NA
"191","2020-10-01 14:24:16-03","JBB","HEPH","34969","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Proença, CEB; Harris, SA","2955","2004","09","19","Brasil","Goiás","Pirenópolis","Estrada entre Pirenópolis e o Parque Estadual da Serra dos Pirineus","-48.910556","-15.837222","-48.910556","-15.837222","900","1100",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2019",NA,"06",NA,NA,NA,NA
"192","2020-10-01 14:24:16-03","JBB","HEPH","36045","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Fonseca, ML; Cardoso, E; Barros, BS","4892","2003","08","29","Brasil","Goiás","Pirenópolis","Santuário de Vida Silvestre Vaga Fogo","-48.993056","-15.8225","-48.993056","-15.8225","805","805",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2020",NA,"01",NA,NA,NA,NA
"193","2020-10-01 14:24:16-03","JBB","HEPH","36047","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Fonseca, ML; Oliveira, FCA; Cardoso, E","4987","2003","10","23","Brasil","Goiás","Pirenópolis","Parque Estadual da Serra dos Pirineus. Mirante do Pico dos Pirineus","-48.836667","-15.790833","-48.836667","-15.790833","1290","1290",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2020",NA,"01",NA,NA,NA,NA
"194","2020-10-01 14:24:16-03","JBB","HEPH","36048","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Fonseca, ML; Fagg, CW; Cardoso, E; Oliveira, NR","3539","2002","08","16","Brasil","Goiás","Pirenópolis","Santuário de Vida Silvestre Vaga Fogo","-48.986667","-15.830278","-48.986667","-15.830278","735","735",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2020",NA,"01",NA,NA,NA,NA
"195","2020-10-01 14:24:16-03","JBB","HEPH","36343","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Romão, DR; Pinto, JRR; Meinen, AA; Rodrigues, RR; Oliveira, NR","129","2017","10","22","Brasil","Goiás","Nova Roma","Estrada da Estação Ecológica de Nova Roma","-46.9975","-13.870556","-46.9975","-13.870556","600","600",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"04","07",NA,NA,NA
"196","2020-10-01 14:24:16-03","JBB","HEPH","36726","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Faria, JEQ","Faria, JEQ; Romão, DR; Soares, ACA","9781","2019","10","08","Brasil","Goiás","Alto Paraíso de Goiás","Região da Chapada dos Veadeiros, ca. de 13 km entrando ao lado esquerdo sentido São Jorge para Colinas do Sul, fazenda Hamadríades","-47.894167","-14.228333","-47.894167","-14.228333","731","731",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2019",NA,"10",NA,NA,NA,NA
"197","2020-10-01 14:24:16-03","JBB","HEPH","36862","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Faria, JEQ","Faria, JEQ; Romão, DR","10033","2019","12","12","Brasil","Goiás","Alto Paraíso de Goiás","Região da Chapada dos Veadeiros, entrando à direita ca. de 13 km sentido São Jorge para Colinas do Sul, fazenda Oréades, trilha para as escrituras rupestres","-47.9075","-14.221944","-47.9075","-14.221944","598","598",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2019",NA,"12",NA,NA,NA,NA
"198","2020-10-01 14:24:16-03","JBB","HEPH","9370","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Ramos, AE; Baumgarten, J","749","1994","04","15","Brasil","Tocantins","Palmas","Serra do Lageado Próximo ao córrego Brejão","-48.216667","-10","-48.216667","-10",NA,NA,NA,NA,"Com 11cm de circunf.a 30 cm do solo.B-6-2.","Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"199","2020-10-01 14:24:16-03","JBB","HEPH","9372","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Ramos, AE; Baumgarten, J","751","1994","04","15","Brasil","Tocantins","Palmas","Serra do Lageado","-48.216667","-10","-48.216667","-10",NA,NA,NA,NA,"Com 42 cm de circunf.a 30 cm do solo.B-8-1.","Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"200","2020-10-01 14:24:16-03","JBB","HEPH","9609","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Lima, IV","340","1994","04","15","Brasil","Tocantins","Palmas","Serra do Lageado Córrego Brejão","-48.216667","-10","-48.216667","-10",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"201","2020-10-01 14:24:16-03","JBB","HEPH","9613","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Lima, IV","344","1994","04","15","Brasil","Tocantins","Palmas","Serra do Lageado Córrego Brejão","-48.216667","-10","-48.216667","-10",NA,NA,NA,NA,"A-06-1.","Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"202","2020-10-01 14:24:16-03","JBB","HEPH","9628","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Lima, IV","359","1994","04","15","Brasil","Tocantins","Palmas","Serra do Lageado Córrego Brejão","-48.216667","-10","-48.216667","-10",NA,NA,NA,NA,"A-13-2.","Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"203","2020-10-01 14:24:16-03","JBB","HEPH","990","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Ferreira, MB","951","1971","11","17","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
"204","2020-10-01 14:24:16-03","JBB","HEPH","36046","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Fonseca, ML; Oliveira, FCA; Cardoso, E","4964","2003","10","22","Brasil","Goiás","Cocalzinho","Ca. 01 km da cidade","-48.771667","-15.813056","-48.771667","-15.813056","1140","1140",NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales",NA,NA,NA,NA,NA,"2020",NA,"01",NA,NA,NA,NA
"205","2020-10-01 14:24:16-03","JBB","HEPH","24246","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Amaral, AG; Eugênio, CUO","2062","2008","07","03","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Ponto de coleta nº 5. Cerrado sensu stricto. Próxomo à administração (Cancela).","-47.9296989440918","-15.7797002792358",NA,NA,"1024","1024",NA,NA,"Levantamento feito para o Plano de Manejo.","Southern America",NA,NA,"Dicotyledon","Myrtales","70570","auto",NA,NA,NA,"2019",NA,"02",NA,NA,NA,NA
"206","2020-10-01 14:24:16-03","JBB","HEPH","33280","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Rosa, PO; Soares, ACA; Cardoso, PPM","2009","2017","10","05","Brasil","Goiás","Pirenópolis","Cidade de Pedra","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales","40887","auto",NA,NA,NA,"2018",NA,"03",NA,NA,NA,NA
"207","2020-10-01 14:24:16-03","JBB","HEPH","10783","S","Plantae","Myrtaceae","Myrcia","myrtillifolia","Myrcia myrtillifolia","DC.","Rosa, PO","Nóbrega, MGG","182A","1994","12","17","Brasil","Goiás","Serranópolis","Fazenda Pedraria acima do rio Pedraria","-51.9622001647949","-18.3061008453369",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon","Myrtales","86936","auto",NA,NA,NA,"2018",NA,"11",NA,NA,NA,NA
