"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","931098","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","A. H. Gentry","H. S. Irwin","25665","1970","01","29","South America","Brazil","Minas Gerais",NA,"Morro da Pedras, ca. 30 km N.E. of Patrocínio","-43.2485756","-19.9480039","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990193' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931098","NY00931098_01","(Vell.) DC.","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","948840","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","A. H. Gentry","H. S. Irwin","12157","1966","01","31","South America","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 25 km N. E. of Brasília","-47.75172","-15.62355","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948840","NY00948840_01","(Vell.) DC.","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 21:42:00-03","NY","NYBG","931107","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","W. Morawetz","G. Pabst","7116","1962","10","14","South America","Brazil","Minas Gerais",NA,"Serrada moeda, a 26 km de Belo Horizonte.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931107","NY00931107_01",NA,"1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","931090","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","A. H. Gentry","B. Maguire","56205","1963","08","16","South America","Brazil","Distrito Federal","Brasília","Rio Torto, Brasilia","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989810' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931090","NY00931090_01","(Vell.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 21:42:00-03","NY","NYBG","931100","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","A. H. Gentry","E. P. Heringer","17494","1979","09","01","South America","Brazil","Minas Gerais","Paraopeba","Chapada dos Perdizes, Paropeba","-44.4042","-19.2744","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990281' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931100","NY00931100_01",NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","949437","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","A. H. Gentry","H. S. Irwin","5137","1964","08","15","South America","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 20 km E. of Brasília.","-47.82","-15.65","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949437","NY00949437_01","(Vell.) DC.","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 21:41:00-03","NY","NYBG","931089","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","A. H. Gentry","J. H. Kirkbride Jr.","3604","1980","08","05","South America","Brazil","Distrito Federal","Brasília","Na margem de estrada, DF 05, Chapada da Contagem","-47.97","-15.6","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931089","NY00931089_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","402560","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","I. de Vattimo","I. Mimura","550","1962","09","11","South America","Brazil","São Paulo","Sao José dos Campos","Uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamente por mata. Parte superior da encosta leste do vale do Córrego da Ressaca, 6-6 1/2 km ao SW (ao longo da Rodovia Pres. Dutra) da saída para Sao Jose dos Campos, 100-500 m ao lado SE da rodovia. Alt. ca. de 600 m. Cerrado quase-fechado, de arbustos e árvores pequenas. O trecho mais para o oeste ainda existente do cerrado de Sao Jose dos Campos.","-45.88","-23.1703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447540' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402560","NY00402560_01","(Vell.) DC.","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","402559","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","I. de Vattimo","I. Mimura","550","1962","09","11","South America","Brazil","São Paulo","Sao José dos Campos","Uma área disjuntiva de cerrado, de várias centenas de km2, rodeada antigamente por mata. Parte superior da encosta leste do vale do Córrego da Ressaca, 6-6 1/2 km ao SW (ao longo da Rodovia Pres. Dutra) da saída para Sao Jose dos Campos, 100-500 m ao lado SE da rodovia. Alt. ca. de 600 m. Cerrado quase-fechado, de arbustos e árvores pequenas. O trecho mais para o oeste ainda existente do cerrado de Sao Jose dos Campos.","-45.88","-23.1703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447539' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402559","NY00402559_01","(Vell.) DC.","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","931096","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","A. H. Gentry","H. S. Irwin","18087","1966","07","08","South America","Brazil","Distrito Federal","Brasília","Rio Torto, ca. 10 km. N. of Brasília.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931096","NY00931096_01","(Vell.) DC.","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 13:14:00-03","NY","NYBG","402558","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","I. de Vattimo","F. C. Hoehne","28579","1931","12","07","South America","Brazil","São Paulo","Sao Paulo","Jardim Botanico, S. Paulo","-46.618358","-23.646109","sheet","Planta viva, n° 176 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402558","NY00402558_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 21:42:00-03","NY","NYBG","931101","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","A. H. Gentry","R. Goodland","749","1967",NA,NA,"South America","Brazil","Minas Gerais",NA,"Triángulo region.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931101","NY00931101_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","931104","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","D. R. Hunt","H. S. Irwin","22079","1969","01","16","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 25 km S.W. of Diamantina on road to Gouveia","-43.68055","-18.40925","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931104","NY00931104_01","(Vell.) DC.","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","931097","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","A. H. Gentry","H. S. Irwin","18279","1966","07","19","South America","Brazil","Distrito Federal","Brasília","Fazenda Vargem Bonita, ca. 10km. S. of Brasília, road to Belo Horizonte.","-47.78","-15.85","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931097","NY00931097_01","(Vell.) DC.","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","931094","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","A. H. Gentry","H. S. Irwin","8390","1965","09","17","South America","Brazil","Distrito Federal","Brasília","East side of Lagôa Paranoá","-47.9297","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931094","NY00931094_01","(Vell.) DC.","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","931105","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","A. H. Gentry","H. S. Irwin","25524","1970","01","28","South America","Brazil","Minas Gerais","Patrocínio","Morro da Pedras, ca. 25 km N.E. of Patrocínio","-46.9925","-18.9439","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931105","NY00931105_01","(Vell.) DC.","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","931103","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","D. R. Hunt","H. S. Irwin","20449","1968","02","18","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, ca. km. 112 (ca. 135km N. of Belo Horizonte).","-43.4","-18.95","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931103","NY00931103_01","(Vell.) DC.","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 21:42:00-03","NY","NYBG","931108","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","I. de Vattimo","G. J. Shepherd","3862","1976","12","01","South America","Brazil","Minas Gerais",NA,"Estrada Diamantina a Corinto até 10 km.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931108","NY00931108_01 NY00931108_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-29 13:14:00-03","NY","NYBG","402557","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","I. de Vattimo","R. Goodland","9","1965","09","17","South America","Brazil","São Paulo","Piracicaba","Sao Paulo, Emas.","-47.370228","-21.932532","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402557","NY00402557_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","402556","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","I. de Vattimo","W. Mantovani","856","1980","08","05","South America","Brazil","São Paulo","Moji-Guaçu","Mogi-Guaçu, Martinho Prado, Reserva Biologica da Fazenda Campininha.","-47.164784","-22.242395","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447534' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402556","NY00402556_01","(Vell.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-30 18:51:00-03","NY","NYBG","720640","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba",NA,"W. Hoehne","803","1941","11","13","South America","Brazil","São Paulo","Sao Paulo","Campo de Congonhas","-46.660488","-23.627973","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720640","NY00720640_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","931148","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba",NA,"H. S. Irwin","17151","1966","06","15","South America","Brazil","Mato Grosso",NA,"Lower slopes, Serra Azul, ca. 85 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.23","-15.4","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931148","NY00931148_01","(Vell.) DC.","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","931147","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba",NA,"D. R. Hunt","5911","1966","06","10","South America","Brazil","Mato Grosso","Barra do Garças","Barra do Garças - Xavantina road, 25 km. from Xavantina.","-52.29","-14.86539","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931147","NY00931147_01","(Vell.) DC.","600","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","632323","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","L. G. Lohmann","W. Ganev","916","1992","08","20","South America","Brazil","Bahia","Piata","Estrada Inúbia-Piata, descida da Serra do Atalho para Inúbia","-41.93","-13.1","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447533' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632323","NY00632323_01","(Vell.) DC.","1350","1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-29 21:42:00-03","NY","NYBG","931091","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","A. H. Gentry","E. P. Heringer","1869","1979","07","17","South America","Brazil","Distrito Federal","Brasília","Brasília, Horto florestal de Sobradinho.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931091","NY00931091_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-30 18:51:00-03","NY","NYBG","720637","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba",NA,"W. Hoehne","4064","1955","03","20","South America","Brazil","São Paulo","Sao Vicente",NA,"-46.3897","-23.96","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720637","NY00720637_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","948839","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","A. H. Gentry","W. R. Anderson","35528","1972","02","05","South America","Brazil","Minas Gerais","Datas","Serra do Espinhaço, ca. 15 km S of Diamantina","-43.6897","-18.325","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017082' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948839","NY00948839_01","(Vell.) DC.","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-29 21:42:00-03","NY","NYBG","931102","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba",NA,"J. F. Widgren","s.n.","1845",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931102","NY00931102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","402822","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","I. de Vattimo","H. S. Irwin","14284","1966","03","30","South America","Brazil","Goiás","Formosa","Serra Geral de Goiás. Rio Paraná, ca. 35 km N of Formosa, Goiás","-46","-14","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=447538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402822","NY00402822_01","(Vell.) DC.","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-17 12:38:53-03","MCN-PUC-MINAS","HPUC-MG","ANG2530","S","Plantae",NA,NA,"Bignoniaceae","Jacaranda","caroba","Jacaranda caroba",NA,"M.F. Vasconcelos","14-055","2014","04","02",NA,"Brasil","Minas Gerais","Nova Lima","Lagoa dos Ingleses","-43.95","-20.201389",NA,NA,NA,NA,NA,"1.3","1.3","43°57'W","20°12'5S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-01-28 13:11:06-03","MCN-PUC-MINAS","HPUC-MG","ANG4020","S","Plantae",NA,NA,"Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","Lúcia Lohmann","M.Valentina W.","74",NA,NA,NA,NA,"Brasil","Minas Gerais","Nova Lima",NA,"-43.966944","-20.208611",NA,"Frutos verdes amarronzados. Altura 1,5 m. UTM: 7753380 x; 591146 y.",NA,NA,NA,"1.4","1.4","43º58'01''W","20°12'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","CARP010","S","Plantae",NA,NA,"Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","CUNHA, J. S. & Renato de Melo","M.F.Vasconcelos","14-055","2014","04","02",NA,"Brasil","Minas Gerais","Nova Lima","Lagoa dos ingleses","-43.95","-20.2",NA,"Fruto simples - Cápsula loculicida",NA,NA,NA,"1.3","1.3","43°57' W","20°12' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","CARP062","S","Plantae",NA,NA,"Bignoniaceae","Jacaranda","caroba","Jacaranda caroba","M.F.V.Starling & CUNHA, J.S","Juliana Rezende",NA,"2013","12","13",NA,"Brasil","Minas Gerais","Serro","Ausente","-43.378889","-18.603333",NA,"Fruto simples - Cápsula loculicida. Fruto utilizado como utensílio para mexer angu. Material da Juliana - nº 5",NA,NA,NA,"811","811","43°22'44''W","18°36'12''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-01-28 13:11:07-03","MCN-PUC-MINAS","HPUC-MG","ANG2183","S","Plantae",NA,NA,"Bignoniaceae","Jacaranda","caroba","Jacaranda caroba",NA,"Juliana Lima Passos Rezende",NA,"2013","12","13",NA,"Brasil","Minas Gerais","Serro","Ausente","-43.3793983459473","-18.604700088501",NA,"Cerca de 2-3 metros. Frutos cápsula, folhas compostas imparipinadas. Madeira usada para fazer colher de pau para mexer angu.",NA,NA,NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA
