"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","phylum","order","typeStatus","continentOcean","preparationType","imagecode","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"117","2020-10-14 10:02:59-03","FURB","FURB","26501","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, A. A.","2017","08","31","Korte, A.; Kniess, A.","3529","2010","06","01","Brasil","Santa Catarina","Vitor Meireles","Serra Cambará.","-49.8630556","-26.9097222","-49.8630556","-26.9097222","587","587","Florística IFFSC 685 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arbusto; Fruto com fruto;","FURB30066",NA,NA,NA,NA,NA,"FURB30066",NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-14 10:02:59-03","FURB","FURB","26822","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, A. A.","2017","08","31","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2855","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.78","-27.72","-48.7800000","-27.7200000","612","612","Florística IFFSC 286 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva; Fruto roxo;","FURB30070",NA,NA,NA,NA,NA,"FURB30070",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-10-14 10:02:59-03","FURB","FURB","28032","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, A. A.","2017","08","31","Korte, A.; Kniess, A.","3967","2010","02","22","Brasil","Santa Catarina","Rio do Campo","Anta Branca (Antigo Alto Rio do Oeste).","-50.2202778","-26.91","-50.2202778","-26.9100000","786","786","Florística IFFSC 681 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto com fruto;","FURB30060",NA,NA,NA,NA,NA,"FURB30060",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 10:02:59-03","FURB","FURB","29935","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, A. A.","2017","08","31","Korte, A.; Kniess, A.","3836","2010","06","23","Brasil","Santa Catarina","José Boiteux","Morro da Cruz.","-49.6783334","-26.9086111","-49.6783334","-26.9086111","652","652","Florística IFFSC 687 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; Fruto com fruto;","FURB30064",NA,NA,NA,NA,NA,"FURB30064",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:02:59-03","FURB","FURB","30445","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, A. A.","2017","08","31","Korte, A.; Kniess, A.","3879","2010","06","24","Brasil","Santa Catarina","Vitor Meireles","Jacú-Paca.","-49.77","-26.8216667","-49.7700000","-26.8216667","701","701","Florística IFFSC 742 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; Fruto com fruto;","FURB30061",NA,NA,NA,NA,NA,"FURB30061",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:02:59-03","FURB","FURB","30948","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, A. A.","2017","08","31","Korte, A.; Kniess, A.","3727","2010","06","10","Brasil","Santa Catarina","Itaiópolis","Rio do Bispo.","-49.8605556","-26.6402777","-49.8605556","-26.6402777","601","601","Florística IFFSC 853 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto com fruto;","FURB30058",NA,NA,NA,NA,NA,"FURB30058",NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-08 08:53:26-03","FURB","FURB","3218","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, A. A.","2017","08","31","Sobral, M.",NA,"2000","11","24","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB30059",NA,NA,NA,NA,NA,"FURB30059",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 10:02:59-03","FURB","FURB","32257","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, A. A.","2017","08","31","Verdi, M.; Caglioni, E. & Martins, E.M.","5229","2010","08","10","Brasil","Santa Catarina","Apiúna","Anta Gorda.","-49.4122222","-27.1788889","-49.4122222","-27.1788889","783","783",NA,"FURB30062",NA,NA,NA,NA,NA,"FURB30062",NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 10:02:59-03","FURB","FURB","33583","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, AA de","2011","01","26","Korte, A.; Kniess, A.","4514","2010","09","29","Brasil","Santa Catarina","Nova Trento","Rio Veado.","-49.1369444","-27.3605556","-49.1369444","-27.3605556","479","479","Florística IFFSC 425b (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto;","FURB30203",NA,NA,NA,NA,NA,"FURB30203",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 10:02:59-03","FURB","FURB","36197","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, A. A.","2017","08","31","Gasper, A.L. de; Salino, A.; Bueno, M.L.; Leal, B.S.S. & Rezende, V.L.","2614","2011","03","16","Brasil","Minas Gerais","Delfim Moreira","Fazenda Boa Esperança, Trilha do Marlon.","-45.3216667","-22.5752778","-45.3216667","-22.5752778","1400","1400",NA,"FURB30053",NA,NA,NA,NA,NA,"FURB30053",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 10:02:59-03","FURB","FURB","42586","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, A. A.","2017","08","31","Caglioni, E.; Weidlich, E.W.A.","38","2011","12","01","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0783334","-27.0591667","-49.0783334","-27.0591667","320","320",NA,"FURB30056",NA,NA,NA,NA,NA,"FURB30056",NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-10-14 10:02:59-03","FURB","FURB","45343","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, A. A.","2017","08","31","Mayer, M.","478","2014","09","10","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.14","-27.0002778","-49.1400000","-27.0002778","351","351","Regeneração IFFSC 636 /L/22","FURB30400",NA,NA,NA,NA,NA,"FURB30400",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 10:02:59-03","FURB","FURB","45781","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, A. A.","2017","08","31","Oliveira, A.A. de","1135","2015","02","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","Regeneração IFFSC 517 /O/43 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB30054",NA,NA,NA,NA,NA,"FURB30054",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 10:02:59-03","FURB","FURB","45785","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, AA de","2015","02","12","Oliveira, A.A. de","1139","2015","02","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","Regeneração IFFSC 517 /L/58 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: flor inflorescência amarela","FURB30202",NA,NA,NA,NA,NA,"FURB30202",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 10:02:59-03","FURB","FURB","46536","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Oliveira, A. A.","2017","08","31","Oliveira, A.A. de","1287","2015","03","10","Brasil","Santa Catarina","Rio Do Oeste","Santa Luzia / Três Luiz.","-49.8575","-27.0894444","-49.8575000","-27.0894444","401","401","Regeneração IFFSC 570 /N/29 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB30055",NA,NA,NA,NA,NA,"FURB30055",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 10:02:59-03","FURB","FURB","58616","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Kassner-Filho, A.","2018","02","14","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2037","2018","02","14","Brasil","Santa Catarina","José Boiteux",NA,"-49.5880555","-26.9116667","-49.5880555","-26.9116667",NA,NA,"fruto imaturo Habitat: interior da unidade amostral Habito: arbusto","FURB58616",NA,NA,NA,NA,NA,"FURB58616",NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-16 17:53:45-03","UCS","HUCS","15032","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Wurdack, J.J.","1995",NA,NA,"Hatschbach, G.","61390","1994","12","28","Brasil","Paraná","Bocaiúva do Sul","Parque das Lauráceas","-49.1150016784668","-25.2061004638672",NA,NA,"700","700","arbusto 1,50m , flor alva; mata pluvial",NA,"Angiospermae","Myrtales",NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"134","2014-10-14 15:56:54-03","BS","M","M-0165633","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,"Habitat prope Villam Ricam; Provinciae Min. Gener.",NA,NA,NA,NA,NA,NA,NA,"M0165633","Magnoliophyta","Myrtales","NOTATYPE",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"135","2020-04-27 16:10:35-03","UFES","VIES","33501","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Zorzanelli, J.P.F.","2014","01","27","Zorzanelli, J.P.F.","930","2014","01","27","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1358","1358",NA,"VIES033501",NA,NA,NA,NA,NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA
"136","2020-04-27 16:10:35-03","UFES","VIES","21441","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Goldenberg, R.","2013","11",NA,"Zorzanelli, J.P.F.; Senna, D.S.","202","2011","11","14","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,"VIES021441",NA,NA,NA,NA,NA,"VIES021441","32198","auto",NA,NA,NA,NA,NA,NA
"137","2020-04-27 16:10:35-03","UFES","VIES","38069","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Iglesias, D.T.","2012","03","24","Iglesias, D.T.; et al.","16","2012","03","24","Brasil","Espírito Santo","Serra","Área de Proteção Ambiental Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,NA,"VIES038069",NA,NA,NA,NA,NA,"VIES038069","16451","auto",NA,NA,NA,NA,NA,NA
"138","2020-04-27 16:10:35-03","UFES","VIES","34203","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg","2016","02",NA,"Araújo, E.A.","13","2015","01","19","Brasil","Espírito Santo","Ibitirama","Santa Marta. Trilha principal antes entrada P2. Parque Nacional do Caparaó","-41.744167","-20.490833","41º44'39''W","20º29'27''S",NA,NA,NA,"VIES034203",NA,NA,NA,NA,NA,"VIES034203",NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-04-27 16:10:35-03","UFES","VIES","34226","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg","2016","02",NA,"Araújo, E.A.","324","2016","01","12","Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 08, indivíduo 198. Parque Nacional do Caparaó","-41.769722","-20.490833","41º46'11''W","20º29'27''S",NA,NA,NA,"VIES034226",NA,NA,NA,NA,NA,"VIES034226",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-12-06 19:29:55-03","UFES","VIES","34228","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg","2016",NA,NA,"Araújo, E.A.","326","2015","09","13","Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 08, indivíduo 10. Parque Nacional do Caparaó","-41.769722","-20.490833","41º46'11''W","20º29'27''S",NA,NA,NA,"VIES034228",NA,NA,NA,NA,NA,"VIES034228",NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-12-06 19:29:55-03","UFES","VIES","34280","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","E.A. Araújo","2017",NA,NA,"Araújo, E.A.","231","2015","12","19","Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 08, indivíduo 336. Parque Nacional do Caparaó","-41.769722","-20.490833","41º46'11''W","20º29'27''S",NA,NA,NA,"VIES034280",NA,NA,NA,NA,NA,"VIES034280",NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-04-27 16:10:35-03","UFES","VIES","11676","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","R. Goldenberg","2015",NA,NA,"Goldenberg, R.; Fraga, C.N. & Forzza, R.C.","1278","2009","01","21","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande.","-41.184700012207","-20.6035995483398",NA,NA,"1700","1700",NA,"VIES011676",NA,NA,NA,NA,NA,"VIES011676","23588","auto",NA,NA,NA,NA,NA,NA
"143","2020-04-27 16:10:35-03","UFES","VIES","21443","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Goldenberg, R.","2013","11",NA,"Zorzanelli, J.P.F.; Carvalho Filho, J.H.","94","2011","08","28","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1","1",NA,"VIES021443",NA,NA,NA,NA,NA,"VIES021443","32198","auto",NA,NA,NA,NA,NA,NA
"144","2020-04-27 16:10:35-03","UFES","VIES","21442","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Goldenberg, R.","2013","11",NA,"Zorzanelli, J.P.F.; Silva, A.E.","272","2011","12","31","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,"VIES021442",NA,NA,NA,NA,NA,"VIES021442","32198","auto",NA,NA,NA,NA,NA,NA
"145","2020-04-27 16:10:35-03","UFES","VIES","27702","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","Iglesias, D.T.","2015","02","13","Iglesias, D.T.; et al.","45","2013","01","16","Brasil","Espírito Santo","Serra","APA Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,NA,"VIES027702",NA,NA,NA,NA,NA,"VIES027702","16451","auto",NA,NA,NA,NA,NA,NA
"146","2019-09-13 16:53:12-03","UTFPR","HCF","29387","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","A.A. de Oliveira","2017","08","31","A. Korte","3084","2010","05","05","Brasil","SC","Agronômica",NA,"-49.770833","-27.270278","49°46'15 W","27°16'13 S","458","458","arbustiva. Estágio avançado. Interior do fragmento.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-06-29 09:31:07-03","UFRRJ","RBR","45141","S","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(DC.) Naudin","J.F.A. Baumgratz","2018",NA,NA,"J. Melo; L.C.S. Giordano","81","1995","12","07","Brasil","Rio de Janeiro","Paraty","Córrego dos Ricos, trilha em direção ao Morro da Pedra Ralada.","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,"RBR00045141",NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA
"148","2021-03-21 19:37:22-03","UFC","EAC","53013","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Martins, E.","2009","10","30","Martins, E.; Lopes, G.L.; Roseto, V.M.; Jarema, L.; Zakrzevski, G.","56","2009","10","08","Brasil","Paraná","Irati","Itapará","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,"EAC0053013","Dicotyledon",NA,NA,"Southern America",NA,"EAC0053013","47271","auto",NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:34:36-03","MBM","MBM","168388","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Wurdack, J.J.",NA,NA,NA,"Queiróz, L.P. de; et al.; et al.","1568",NA,NA,NA,"Brazil","Bahia","Castro Alves","Serra da Jibóia","-39.4282989501953","-12.7656002044678",NA,NA,NA,NA,NA,"MBM168388",NA,NA,NA,"Southern America",NA,"MBM168388","26883","auto",NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:34:36-03","MBM","MBM","339467","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.",NA,NA,NA,NA,"Goldenberg, R.; et al.; et al.","1028","2008","01","05","Brazil","Espírito Santo","Santa Maria de Jetibá","Mata Projeto Muriqui.","-40.7461013793945","-20.040599822998",NA,NA,NA,NA,"Arvoreta 3m, Flores com pétalas e estames brancos. Floresta Ombrófila Densa Montana","MBM339467",NA,NA,NA,"Southern America",NA,"MBM339467","31867","auto",NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:34:36-03","MBM","MBM","23950","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.","31023",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","Cerrinho","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"MBM023950",NA,NA,NA,"Southern America",NA,"MBM023950","61623","auto",NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:34:36-03","MBM","MBM","171518","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","61390",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","Parque das Lauráceas","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"MBM171518",NA,NA,NA,"Southern America",NA,"MBM171518","61623","auto",NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:34:36-03","MBM","MBM","40686","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.","9699",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","Varginha do Carumbé","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"MBM040686",NA,NA,NA,"Southern America",NA,"MBM040686","61623","auto",NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:34:36-03","MBM","MBM","40687","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.","9558",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Jaguatirica","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM040687",NA,NA,NA,"Southern America",NA,"MBM040687","55154","auto",NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:34:36-03","MBM","MBM","294294","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Goldenberg, R.",NA,NA,NA,"Silva, J.M.; et al.; et al.","3974","2004","01","29","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM294294",NA,NA,NA,"Southern America",NA,"MBM294294","41937","auto",NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:34:36-03","MBM","MBM","393038","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Goldenberg, R.","2004",NA,NA,"Goldenberg, R.; Varassin, I.G.; Varassin, I.G.","616","2004","02",NA,"Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arbusto 15m, flores brancas, pleiostêmones, odor levemente acre e adocicado.","MBM393038",NA,NA,NA,"Southern America",NA,"MBM393038","12577","auto",NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:34:36-03","MBM","MBM","271501","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Goldenberg, R.",NA,NA,NA,"Ribas, O.S.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","4640","2002","04","06","Brazil","São Paulo","Barra do Turvo","Bela Vista","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,NA,"MBM271501",NA,NA,NA,"Southern America",NA,"MBM271501","38172","auto",NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:34:36-03","MBM","MBM","271108","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Goldenberg, R.",NA,NA,NA,"Souza, V.C.; et al.; et al.","2176","2001","04","12","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"MBM271108",NA,NA,NA,"Southern America",NA,"MBM271108","53584","auto",NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:34:36-03","MBM","MBM","251948","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Goldenberg, R.",NA,NA,NA,"Kamino, L.H.Y.; et al.; et al.","56",NA,NA,NA,"Brazil","Minas Gerais","Camanducaia","Fazenda São José","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,NA,"MBM251948",NA,NA,NA,"Southern America",NA,"MBM251948","22140","auto",NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:34:36-03","MBM","MBM","296955","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Goldenberg, R.",NA,NA,NA,"Dunaiski Jr.; A.; A.; et al.; et al.","1547","2000","05","24","Brazil","Paraná","Campina Grande do Sul","Estrada do Taquari","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM296955",NA,NA,NA,"Southern America",NA,"MBM296955","55154","auto",NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:34:36-03","MBM","MBM","21567","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Wurdack, J.",NA,NA,NA,"Hatschbach, G.","29222","1972","02","27","Brazil","Paraná","Sengés","Fazenda Morungava","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,"MBM021567",NA,NA,NA,"Southern America",NA,"MBM021567","55682","auto",NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:34:36-03","MBM","MBM","13218","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.","23458",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM013218",NA,NA,NA,"Southern America",NA,"MBM013218","45291","auto",NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:34:36-03","MBM","MBM","40685","PreservedSpecimen","Plantae","Melastomataceae","Miconia","doriana","Miconia doriana","Cogn.","Wurdack, J.J.",NA,NA,NA,"Hatschbach, G.","7740",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Serra do Mar, Morro do Campinho","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM040685",NA,NA,NA,"Southern America",NA,"MBM040685","45291","auto",NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:34:44-03","MBM","MBM","416804","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Meyer, F.S.","2019","09","23","Marinero, F.; Ariati, V.; Ariati, V.","778","2018","08","29","Brazil","Paraná","Balneário Camboriú","Propriedade particular","-48.678056","-27.022778","-48.678056","-27.022778","13","13","Levantamento de árvores isoladas.; Árvore 3,5 m; frutos marrons.; Floresta Ombrófila Densa Terras Baixas","MBM416804",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:34:44-03","MBM","MBM","388278","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Felitto, G.","2012","09","21","Felitto, G.; Carrano, E.; Carrano, E.","347","2012","09","21","Brazil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato","-48.298611","-25.172778","-48.298611","-25.172778","40","40","Arbusto 2m, frutos imaturos verdes.","MBM388278",NA,NA,NA,"Southern America",NA,"MBM388278",NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:34:44-03","MBM","MBM","409031","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Rau, T.G.","2017","05","10","Rau, T.G.; Brotto, M.L.; Ferreira, P.C.; Lozano, E.D.; Brotto, M.L.; Ferreira, P.C.; Lozano, E.D.","7","2017","05","06","Brazil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.968333","-25.87","-48.968333","-25.87","975","975","Arbusto ca. 2 m. Flores de pétalas e estames alvos.; Relevo: fortemente ondulado. Vegetação: Floresta Ombrófila Densa Montana, estágio avançado, interior da mata.","MBM409031",NA,NA,NA,"Southern America",NA,"MBM409031",NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:34:44-03","MBM","MBM","284824","PreservedSpecimen","Plantae","Melastomataceae","Miconia","paniculata","Miconia paniculata","(Mart. & Schrank ex DC.) Naudin","Baumgratz, J.F.",NA,NA,NA,"Silva, L.A.M.; et al.; et al.","4174","1986","03","06","Brazil","Bahia","Una","Serra Javi","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,"MBM284824",NA,NA,NA,"Southern America",NA,"MBM284824","36070","auto",NA,NA,NA,NA,NA,NA
