"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"159","2021-03-30 12:38:01-03","EAO","IAN","1734","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","verruculosum","Erythroxylum verruculosum","O.E.Schulz",NA,NA,NA,NA,"Hiebrig",NA,NA,NA,"Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,"IAN001734","IAN001734_f",NA,"67",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-12-12 15:31:41-03","UFABC","HUFABC","000508","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A. St.-Hil.",NA,NA,NA,NA,"Pereira-Silva, E F L; Hardt, E","2002","03","15","Brasil","São Paulo","Luiz Antonio","Estação Ecológica de Jataí - Oitocentos Alqueires, Expedito das parcelas permanentes (10x25m) de 2002. Remanescente Leste da EEJ, porção Norte - 1º Levantamento",NA,NA,NA,NA,NA,"HUFABC000508","HUFABC000508 HUFABC000508_2",NA,"EP0016EEJ-80",NA,NA,NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-12-12 15:31:41-03","UFABC","HUFABC","000553","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A. St.-Hil.",NA,NA,NA,NA,"Pereira-Silva, E F L; Hardt, E","2002","03","15","Brasil","São Paulo","Luiz Antonio","Estação Ecológica de Jataí - Oitocentos Alqueires, Expedito das parcelas permanentes (10x25m) de 2002. Remanescente Leste da EEJ, porção Norte - 1º Levantamento",NA,NA,NA,NA,NA,"HUFABC000553","HUFABC000553",NA,"EP0067EEJ-80",NA,NA,NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-11-26 18:07:50-03","CPAN-UFMS","COR","2311","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Ratter, J. A.; Pott, A.; Pott, V. J.; Almeida Rego, S. C.; Martins, F.; Tamashiro, J. & UFMS fieldcourse","1987","11","20","Brasil","Mato Grosso do Sul","Corumbá","Fazenda do Dr. Romeu.","-57.65","-19.016667","57º39'0''W","19º1'0''S","Árvore com 5m de altura; tronco com 15cm de diâmetro Habito: Árvore",NA,NA,NA,"6035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-11-26 18:07:50-03","CPAN-UFMS","COR","10873","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Damasceno-Junior, G.A.",NA,NA,NA,"Damasceno Junior, G.A. & Boabaid, L.","2000","09","14","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Coqueiro - Próx a baía do Jacadigo. Área de influência chaquenha - Mata decídua inundável; argiloso; Plano.","-57.6533012390137","-19.0091991424561",NA,NA,"Com Flor: creme",NA,NA,NA,"1922",NA,NA,NA,NA,NA,"120","120","295160","auto",NA,NA,NA,NA,NA
"164","2020-11-26 18:07:50-03","CPAN-UFMS","COR","2083","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Bueno,N.R.","1990","09","06","Brasil","Mato Grosso do Sul","Corumbá","Morro Bacaina .","-57.6533012390137","-19.0091991424561",NA,NA,"Com Flor: branca ; ramo com flores e folhas . Habito: Arbustiva",NA,NA,NA,"63",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"165","2020-11-26 18:07:50-03","CPAN-UFMS","COR","2043","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Bueno,N.R.;Mendes,C.R.","1990","09","01","Brasil","Mato Grosso do Sul","Corumbá","Morro Bocaina.","-57.6533012390137","-19.0091991424561",NA,NA,"Com Flor: branca; Importância Econômica : Medicinal Habito: Arbustiva",NA,NA,NA,"63",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"166","2020-11-26 18:07:50-03","CPAN-UFMS","COR","4176","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","I.M. Bortolotto","2002",NA,NA,"Damasceno Jr, G.A.; Cavalheiro, A.G.; Albuquerque, M.M.","1995","10","09","Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"933",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"167","2020-11-26 18:07:50-03","CPAN-UFMS","COR","10271","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Ieda M. Bortolotto, Geraldo A. Damasceno-Júnior, Iria H. Ishii, Elton M. de Assis, Celso Rosso, Valdemar Magalhães","2004","11","04","Brasil","Mato Grosso do Sul","Corumbá","Região do Amolar. mata semidecídua; ;.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"1649",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"168","2020-11-26 18:07:50-03","CPAN-UFMS","COR","10874","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","I.M.Bortolotto,",NA,NA,NA,"Damasceno Junior, G.A.; Lima, M.S.; Assis, E.M.; Urquiza, M.V.","2001","10","10","Brasil","Mato Grosso do Sul","Ladário","Fazenda São Sebastião do Carandá - área 5 da Fitossociologia. Mata decídua; litólico e rico em ferro; Morro.","-57.6016998291016","-19.0046997070312",NA,NA,"Com Flor: branca",NA,NA,NA,"2779",NA,NA,NA,NA,NA,"200","200","23141","auto",NA,NA,NA,NA,NA
"169","2020-11-26 18:07:50-03","CPAN-UFMS","COR","13516","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Damasceno-Junior, G.A.",NA,NA,NA,"Damasceno Junior, G.A.","2001","08","06","Brasil","Mato Grosso do Sul","Ladário","Fazenda São Sebastião do Carandá - próximo ao morro Ladário. Mata decídua de planície; argiloso; Plano.","-57.6016998291016","-19.0046997070312",NA,NA,"Fitossociologia 5924",NA,NA,NA,"3156",NA,NA,NA,NA,NA,"120","120","23141","auto",NA,NA,NA,NA,NA
"170","2019-10-09 11:13:51-03","UFBA","ALCB","69249","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Costa-Lima, JL","2013","07","09","Xavier, AB; Guedes, ML","2005","02","21","Brasil","Bahia","Formosa do Rio Preto","Oeste","-44.942778","-10.906111","-44.942778","-10.906111","Ca. de 2m. Folhas cartáceas, discolores. Frutos imaturos verde e maduros vináceos.; Cerrado","ALCB037207","ALCB037207",NA,"272","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-10-09 11:13:51-03","UFBA","ALCB","024648","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Loiola, I","2001","08",NA,"Bautista, HP","1983","11","14","Brasil","Bahia","Itaberaba","Paraguaçu, Fazenda Monte Verde, Pasto da Boa Perna","-40.3","-12.516667","-40.3","-12.516667","Secudária da Floresta Estacional Semidecidual. 3,0m de altura.Flores alvas. Peninerme.","ALCB037208","ALCB037208",NA,"1333","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-10-09 11:13:51-03","UFBA","ALCB","70116","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Costa-Lima, JL","2015","04","10","Xavier, AB; Guedes, ML","2005","10","09","Brasil","Bahia","Formosa do Rio Preto","Oeste, Mata ciliar: arbustiva-arbórea","-44.975833","-11.009167","-44.975833","-11.009167","ca. 1,60m. folhas membranáceas. flores pequenas e alvas. Ocasional.; caminho para Estação Ecológica do Rio Preto","ALCB037205","ALCB037205",NA,"495","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-10-09 11:13:51-03","UFBA","ALCB","82396","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Costa-Lima, JL","2014","12","08","Guedes, ML; Lima, DS; Valadão, RM","2007","12","20","Brasil","Bahia","Caetité","Serra Geral","-42.537222","-14.359167","-42.537222","-14.359167","de ca 1 m de altura. Folhas cartáceas, discolores. Inflorescência axilar, flores passadas. Freqüente.","ALCB037206","ALCB037206",NA,"14421","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275840","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Standley PC",NA,NA,NA,"Mexia YEJ","1930","10","28","Brazil","Minas Gerais",NA,NA,"-42.876638","-20.756822","-42.876638","-20.756822","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275840 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275840","NL-U1275840",NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","U 0106190",NA,NA,NA
"175","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275835","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","A; Amaral Jr",NA,NA,NA,"Gottsberger IS","1972","09","28","Brazil","São Paulo",NA,NA,"-48.416667","-22.75","-48.416667","-22.75","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275835","NL-U1275835",NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","U 0106185",NA,NA,NA
"176","2020-02-08 09:46:55-03","NBC","NL-BOTANY","L.2121640","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Amaral A","1970","12","14","Brazil",NA,NA,"Eastdo de São Paulo. Município de Botucatu, Districto de Rubiáo Jr, estrada da FDA. Nóva Era, ± 7 km de Rúbias Jr.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2121640 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2121640","NL-L2121640",NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"177","2020-02-08 09:46:55-03","NBC","NL-BOTANY","L.2121641","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Gottsberger IS",NA,NA,NA,"Brazil",NA,NA,"State of São Paulo. Município de Botuycatu: 18 km north of Botugatu, (14 km east of São Manuel). Along the S Manuel-Piracicaba highway. Near ex-RR station.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2121641 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2121641","NL-L2121641",NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"178","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U 0076459","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Plowman TC; et al.","1980","01","27","Brazil","Tocantins",NA,"Tocantinopolis",NA,NA,NA,NA,"cerrado among sandstone mesas with rocky and sandy soil<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200076459 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0076459",NA,NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","Uw32336",NA,NA,NA
"179","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U 0076460","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Plowman TC; et al.","1980","01","27","Brazil","Tocantins",NA,"Tocantinopolis",NA,NA,NA,NA,"cerrado among sandstone mesas with rocky and sandy soil<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200076460 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0076460",NA,NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","Uw32340",NA,NA,NA
"180","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275833","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Plowman TC",NA,NA,NA,"Prance GT; Lleras E; Coêlho DF","1973","10","24","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275833 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275833","NL-U1275833",NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","U 0106183",NA,NA,NA
"181","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275836","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Plowman TC",NA,NA,NA,"Braga PIS","1969","11","15","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275836","NL-U1275836",NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","U 0106186",NA,NA,NA
"182","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275837","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Prance GT",NA,NA,NA,"Prance GT; Silva NT","1964","10","19","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275837","NL-U1275837",NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","U 0106187",NA,NA,NA
"183","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275838","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Schulz OE",NA,NA,NA,"Mexia YEJ","1930","01","02","Brazil","Minas Gerais",NA,NA,"-42.876638","-20.756822","-42.876638","-20.756822","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275838","NL-U1275838",NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","U 0106188",NA,NA,NA
"184","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275839","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Standley PC",NA,NA,NA,"Mexia YEJ","1930","02","19","Brazil","Minas Gerais",NA,NA,"-42.876638","-20.756822","-42.876638","-20.756822","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275839 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275839","NL-U1275839",NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","U 0106189",NA,NA,NA
"185","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275841","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Standley PC",NA,NA,NA,"Mexia YEJ","1930","10","04","Brazil","Minas Gerais",NA,NA,"-42.876638","-20.756822","-42.876638","-20.756822","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275841 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275841","NL-U1275841",NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","U 0106191",NA,NA,NA
"186","2020-02-08 09:46:55-03","NBC","NL-BOTANY","U.1275834","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","A; Amaral Jr",NA,NA,NA,"Gottsberger IS","1972","08","18","Brazil","São Paulo",NA,NA,"-48.416667","-22.75","-48.416667","-22.75","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1275834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1275834","NL-U1275834",NA,NA,"Southern America",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,"Magnoliopsidae","U 0106184",NA,NA,NA
"187","2020-11-04 11:07:11-03","ESALQ","ESA","33783","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum",NA,NA,NA,NA,NA,"Andrade, P.M. ; Lopes, M.A.","1984","09","27","Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,"ESA033783","ESA033783",NA,"425.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA
"188","2020-11-04 11:07:11-03","ESALQ","ESA","99212","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum",NA,"Loiola, M.I.B.","2000","03","14","Krieger, L.","1980","10","02","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,"ESA099212","ESA099212",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"189","2020-11-04 11:07:11-03","ESALQ","ESA","70918","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum",NA,NA,NA,NA,NA,"Farah, F.T.","1998","11","12","Brasil","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,NA,NA,"ESA070918","ESA070918",NA,"761.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA
"190","2020-11-04 11:07:11-03","ESALQ","ESA","72215","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A. & Mendonça, J.O.","2004","04","27","Farah, F.T. et al.","1998","12","16","Brasil","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,NA,NA,"ESA072215","ESA072215",NA,"646.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA
"191","2020-11-04 11:07:11-03","ESALQ","ESA","20361","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum",NA,NA,NA,NA,NA,"Jarenkow, J.A. et al.","1987","07","23","Brasil","Rio Grande do Sul","Marcelino Ramos",NA,"-51.9063987731934","-27.4617004394531",NA,NA,NA,"ESA020361","ESA020361",NA,"733.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"18635","auto",NA,NA,NA,NA,NA
"192","2020-11-04 11:07:11-03","ESALQ","ESA","30942","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Mendonça, J.O.","1999","01","01","Souza, V.C. ; Souza, J.P.","1996","02","13","Brasil","São Paulo","Paraguaçu Paulista","19 km de Paraguaçu Paulista em direção a Assis. Estrada para a Fazenda São Francisco. 22*34'57, 4S, 50*29'46, 4W. 520 msm. Cerrado.","-50.5699996948242","-22.4099998474121",NA,NA,"Arbusto, ca. 1, 5 m alt.; botões creme.","ESA030942","ESA030942",NA,"10878.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"36102","auto",NA,NA,NA,NA,NA
"193","2020-11-04 11:07:11-03","ESALQ","ESA","23983","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A.",NA,NA,NA,"Barreto, K.D.; Fernandes, G.D.; Fernandes, R.D.","1994","12","07","Brasil","São Paulo","Itirapina","Próximo ao Pedágio (Represa do Broa). 22*10'52, 3S, 47*52'48, 6W. Cerrado.","-47.8199996948242","-22.25",NA,NA,"Arbusto, 1 m alt.; frutos imaturos verdes.","ESA023983","ESA023983",NA,"3345.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA
"194","2020-11-04 11:07:11-03","ESALQ","ESA","81909","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A. & Mendonça, J.O.","2004","04","27","Mazine, F. F. Araújo, A.O.; Duarte, A.R.; Tsuji, R.",NA,NA,NA,"Brasil","Minas Gerais","Riacho dos Machados","Estrada para BR 251 - Cerrado. 809 m.s.m.","-430.206","-160.326","-430,206","-160,326","Arbusto 1,5m, botões amarelos","ESA081909","ESA081909",NA,"509.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-11-04 11:07:11-03","ESALQ","ESA","103679","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum",NA,"Amaral Jr., A.","1983",NA,NA,"Krieger, L.","1970","07","28","Brasil","Minas Gerais","Santa Rita de Jacutinga",NA,"-44.0950012207031","-22.1494007110596",NA,NA,NA,"ESA103679","ESA103679",NA,"8873.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"20148","auto",NA,NA,NA,NA,NA
"196","2020-11-04 11:07:11-03","ESALQ","ESA","99211","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum",NA,"Loiola, M.I.B.","2000","03","14","Krieger, L.","1985","09","15","Brasil","Minas Gerais","São João Del Rey",NA,"-44.2616996765137","-21.1355991363525",NA,NA,NA,"ESA099211","ESA099211",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"39093","auto",NA,NA,NA,NA,NA
"197","2020-11-04 11:07:11-03","ESALQ","ESA","23023","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Amaral Jr., A.",NA,NA,NA,"Barreto, K.D. et al.","1995","01","11","Brasil","São Paulo","Anhembi",NA,"-48.1199989318848","-22.7800006866455",NA,NA,NA,"ESA023023","ESA023023",NA,"3513.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"25656","auto",NA,NA,NA,NA,NA
"198","2020-11-04 11:07:11-03","ESALQ","ESA","26025","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.","Mendonça, J.O.","1999","01","01","Souza, V.C. ; Souza, J.P.","1995","12","19","Brasil","São Paulo","Águas de Santa Bárbara","Ca. 10 Km da cidade em direção a Lençóis, próximo à entrada da Fazenda Água do Bugre. Cerrado.","-49.238899230957","-22.8805999755859",NA,NA,"Arbusto, ca. 1 m alt.; frutos vermelhos.","ESA026025","ESA026025",NA,"9559.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA
"199","2021-04-02 02:00:29-03","UFPI","TEPB","8297","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A. St. -Hil.",NA,NA,NA,NA,"A. J. CASTRO","1986","01",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Subarbusto, flor vermelha Ambiente: Cerrado",NA,NA,NA,"257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-03-22 17:45:26-03","UFPI","TEPB","8402","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A. St. -Hil.",NA,NA,NA,NA,"Alunos de pós-graduação da UNICAMP","1983","01","19","Brasil","São Paulo","Itirapina","Estação Experimental de Itirapina","-47.8199996948242","-22.25",NA,NA,"Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA
"201","2020-06-12 12:04:31-03","UFPI","TEPB","25904","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A. St.-Hil.",NA,NA,NA,NA,"J. E. A. Bertoni","1980","11","12","Brasil","São Paulo","Porto Ferreira","Reserva Estadual Porto Ferreira","-47.4700012207031","-21.8500003814697",NA,NA,"Arbusto 2m, frutos avermelhados Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13859","auto",NA,NA,NA,NA,NA
"202","2021-04-02 11:40:13-03","UFPI","TEPB","3903","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A. St. -Hil.","R. Teixeira",NA,NA,NA,"J. Semir","1980","09","30","Brasil","São Paulo","São Carlos","Distrito de Santa Eudoxia, próximo a fazenda Figueira Branca","-47.8899993896484","-22.0100002288818",NA,NA,"Arbusto com até 2m, flores creme-esverdeadas Ambiente: Cerradão <ll>dwc_commonname:</ll> Pau-brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA
"203","2020-11-19 10:23:27-03","CPAP","CPAP","23450","PreserverdSpecimen","Plantae","Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,NA,NA,NA,"Pott, A.","2002","09","19","Brasil","MS","Camapuã","Fazenda FAMA, 8Km N de Camapuã, rodovia MS-436","-53.993333","-19.484722","53°59'36 W","19°29'05 S","Árvoreta 3m de altura, frequência Ocasional.. Cerrado rupícola,. Solo: litólico (arenito),. Relevo: morrote.",NA,NA,NA,"10391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
