"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","sex"
"11","2019-12-04 15:26:25-03","PUCPR","HUCP","20744","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B. Sm.","Kersten, RA",NA,NA,"Gonçalves, DS","2008","09","30","Brasil","Paraná","Palmas","Refúgio de Vida Silvestre","-51.9906005859375","-26.4841995239258","46666",NA,NA,"auto","s.n.",NA,NA,NA,NA,"HUCP00004993","HUCP00004993",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-04 15:26:25-03","PUCPR","HUCP","19858","S","Plantae","Monocotiledonea",NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B. Sm.","Kersten, RA",NA,NA,"Kersten, RA","2008","08","10","Brasil","Paraná","Quatro Barras","Morro do Anhangava","-49.0769004821777","-25.3656005859375","17116",NA,NA,"auto","1318",NA,NA,NA,NA,"HUCP00004967","HUCP00004967",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:27:36-03","UFBA","ALCB","74532","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Smith.","Gaioto, DE","2004","10","Kersten, R","2004","10","04","Brasil","Paraná","Balsa Nova",NA,"-49.633333","-25.583333",NA,NA,"epífita e rupícola, muito frequente. Flores e brácteas rosadas.; capão, nas linhas de drenagem dos campos do segundo planalto. Cabeceira da Escarpa Devoniana.",NA,"968","Southern America","1000","1000",NA,"ALCB010733","ALCB010733","-49.633333","-25.583333",NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:12:23-03","NBC","NL-BOTANY","L.1426896","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.",NA,NA,NA,"Hatschbach GG","1961","07","30","Brazil",NA,NA,"Est. Parana (Brasil). Mun. Palmaira. Col. Wietmarsum.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1426896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,"NL-L1426896","NL-L1426896",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-02-08 10:12:23-03","NBC","NL-BOTANY","U.1174714","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Kramer KU; Mennega EA",NA,NA,"Lindeman JC; Haas JH de","1966","09","15","Brazil","Paraná",NA,"Est. Paraná. Edge of plateau of second planalto, 45 km W. of Curitiba.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174714 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,"NL-U1174714","NL-U1174714",NA,NA,"Magnoliopsidae","U 0074863",NA,NA,NA,NA
"16","2020-02-08 10:12:23-03","NBC","NL-BOTANY","U.1174715","PreservedSpecimen","Plantae",NA,"Poales","Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Smith LB",NA,NA,"Hatschbach GG; Lindeman JC; Haas JH de","1967","08","02","Brazil","Paraná",NA,"Est. Paraná. Serra do Mar, on top of Pico de Garatuva.",NA,NA,NA,NA,"On open rock.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174715 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,NA,"NL-U1174715","NL-U1174715",NA,NA,"Magnoliopsidae","U 0074862",NA,NA,NA,NA
"17","2021-04-07 11:41:58-03","UFMS","CGMS","50756","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","D.E. Gaioto",NA,NA,"R. Kersten","2004","10","04","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","27346",NA,"Flores e brácteas rosadas. Habitat: Capão de floresta ombrófila nas linhas de drenagem dos campos do segundo planalto. Cabeceira da Escarpa Devoniana. Muito frequente. Habito: Epífita e rupícola.","auto","968",NA,"1000","1000",NA,"CGMS1080737",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-16 17:54:13-03","UCS","HUCS","2724","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L. B. Smith","Hatschbach, G.","1987","03","Kummrow, R.","1986","05","20","Brasil","Paraná","São Luiz do Purunã","Balsa Nova",NA,NA,NA,NA,"Terrícola de matinha nebular",NA,"2765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-16 17:54:13-03","UCS","HUCS","31323","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L. B. Smith","Gaioto, D.E.","2004","10","Kersten, R.","2004","10","04","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","27346",NA,"Espífita e rupícola, capão de floresta Ombrófila, Cabeceira da Escarpa Devoniana","auto","968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-16 17:54:13-03","UCS","HUCS","27073","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L. B. Smith","Hatschbach, G.","2003",NA,"Barbosa, E.","2003","12","04","Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375","25228",NA,"Flor lilás-rosada; Rupícola, alto do morro","auto","819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-16 17:54:13-03","UCS","HUCS","10660","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L. B. Smith","Hatschbach, G.","1993",NA,"Ribas, O.S.","1993","05","25","Brasil","Paraná","Balsa Nova","Serra São Luis","-49.6356010437012","-25.5839004516602","27346",NA,NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:19:27-03","MBM","MBM","1104","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.",NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Rio Cotia","-48.7118988037109","-25.4286003112793","38300",NA,"Rupícola. Em paredões.","auto","14145","Southern America",NA,NA,NA,"MBM001104","MBM001104",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:19:27-03","MBM","MBM","113429","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.",NA,NA,"Kummrow, R.; Poliquesi, C.B.; Poliquesi, C.B.",NA,NA,NA,"Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602","27346",NA,"Rupícola. Em paredões.","auto","2765","Southern America",NA,NA,NA,"MBM113429","MBM113429",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:19:27-03","MBM","MBM","160889","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.",NA,NA,"Ribas, O.S.; Poliquesi, C.B.; Poliquesi, C.B.","1993","05","25","Brazil","Paraná","Balsa Nova","Serra São Luís","-49.6356010437012","-25.5839004516602","27346",NA,"Rupícola. Em paredões.","auto","512","Southern America",NA,NA,NA,"MBM160889","MBM160889",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:19:27-03","MBM","MBM","19315","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.",NA,NA,"Hatschbach, G.","1970","09","18","Brazil","Paraná","Balsa Nova","Serra São Luís","-49.6356010437012","-25.5839004516602","27346",NA,"Rupícola. Em paredões.","auto","24730","Southern America",NA,NA,NA,"MBM019315","MBM019315",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:19:27-03","MBM","MBM","34050","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.",NA,NA,"Hatschbach, G.; Haas, H.; Haas, H.","1967","08","02","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465","55154",NA,"Rupícola. Em paredões.","auto","16831","Southern America",NA,NA,NA,"MBM034050","MBM034050",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:19:27-03","MBM","MBM","34052","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Smith, L.B.",NA,NA,"Hatschbach, G.","1960","01","22","Brazil","Paraná","Campina Grande do Sul","Ribeirão do Mundeo","-49.0553016662598","-25.3055992126465","55154",NA,"Rupícola. Em paredões.","auto","6723","Southern America",NA,NA,NA,"MBM034052","MBM034052",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:19:27-03","MBM","MBM","34051","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Smith, L.B.",NA,NA,"Hatschbach, G.","1949","09","18","Brazil","Paraná","Campo Largo","Serra São Luís do Purunã","-49.5283012390137","-25.4585990905762","53742",NA,"Rupícola. Em paredões.","auto","1538","Southern America",NA,NA,NA,"MBM034051","MBM034051",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:19:27-03","MBM","MBM","217737","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.",NA,NA,"Silva, J.M.; Ribas, O.S.; Ribas, O.S.","1997","08","08","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596","41937",NA,NA,"auto","2014","Southern America",NA,NA,NA,"MBM217737","MBM217737",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:19:27-03","MBM","MBM","232853","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Santos, E.P.",NA,NA,"Santos, E.P.; et al.; et al.","1998","12","10","Brazil","Paraná","Guaratuba","Serra do Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596","41937",NA,NA,"auto","705","Southern America",NA,NA,NA,"MBM232853","MBM232853",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:19:27-03","MBM","MBM","34053","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.",NA,NA,"Hatschbach, G.","1961","07","30","Brazil","Paraná","Palmeira","Colônia Witmarsum","-50.0064010620117","-25.4293994903564","35166",NA,"Rupícola. Em paredões.","auto","8264","Southern America",NA,NA,NA,"MBM034053","MBM034053",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:19:27-03","MBM","MBM","208357","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.",NA,NA,"Cordeiro, J.; Barboza, E.; Barboza, E.","1996","10","24","Brazil","Paraná","Quatro Barras","Serra da Baitaca","-49.0769004821777","-25.3656005859375","17116",NA,NA,"auto","1352","Southern America",NA,NA,NA,"MBM208357","MBM208357",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:19:27-03","MBM","MBM","290896","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.",NA,NA,"Barboza, E.; Silva, J.M.; Silva, J.M.","2003","12","04","Brazil","Paraná","Tijucas do Sul","Serra de Papanduva","-49.1988983154297","-25.9281005859375","25228",NA,NA,"auto","819","Southern America",NA,NA,NA,"MBM290896","MBM290896",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:19:27-03","MBM","MBM","272998","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Gaiotto, D.F.",NA,NA,"Ribas, O.S.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","2003","04","07","Brazil","Paraná","Barra do Turvo","Boa Vista",NA,NA,NA,NA,NA,NA,"4673","Southern America",NA,NA,NA,"MBM272998","MBM272998",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:19:27-03","MBM","MBM","429362","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Lozano, E.D.","2019",NA,"Lozano, E.D.; Ariati, V.; Pfeffer, R.A.; Ariati, V.; Pfeffer, R.A.","2014","07","19","Brazil","Paraná","Campina Grande do Sul","Morro Capivari Mirim","-48.839722","-25.148861",NA,NA,"Rupícola, 80 cm, bracteas e flores róseas, em afloramento rochoso.; Refugio Vegetacional Altomontano.",NA,"2693","Southern America",NA,NA,NA,"MBM429362",NA,"-48.839722","-25.148861",NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:19:27-03","MBM","MBM","3277","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.",NA,NA,"Hatschbach, G.; Haas, H.; Haas, H.",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465","55154",NA,"Rupícola. Em paredões.","auto","16831","Southern America",NA,NA,NA,"MBM003277","MBM003277",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:19:27-03","MBM","MBM","34054","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Smith, L.B.",NA,NA,"Hatschbach, G.","1951","05","24","Brazil","Paraná","Campo Largo","Serra São Luís do Purunã","-49.5283012390137","-25.4585990905762","53742",NA,"Rupícola. Em paredões.","auto","2301","Southern America",NA,NA,NA,"MBM034054","MBM034054 MBM034054_1",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:19:27-03","MBM","MBM","184938","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.",NA,NA,"Silva, J.M.; Poliquesi, C.B.; Poliquesi, C.B.","1995","09","15","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596","41937",NA,"Rupícola. Em paredões.","auto","1499","Southern America",NA,NA,NA,"MBM184938","MBM184938",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:19:27-03","MBM","MBM","30590","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.",NA,NA,"Hatschbach, G.","1973","05","09","Brazil","Paraná","Balsa Nova","Serra São Luís","-49.6356010437012","-25.5839004516602","27346",NA,"Rupícola. Em paredões.","auto","31859","Southern America",NA,NA,NA,"MBM030590","MBM030590",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:19:27-03","MBM","MBM","34048","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Hatschbach, G.",NA,NA,"Hatschbach, G.","1963","03","23","Brazil","Paraná","Campina Grande do Sul","Picadão Rio Pardinho, Serra Negra","-49.0553016662598","-25.3055992126465","55154",NA,"Rupícola. Em paredões.","auto","10004","Southern America",NA,NA,NA,"MBM034048","MBM034048",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:19:27-03","MBM","MBM","5212","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Smith, L.B.",NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","1968","09","15","Brazil","Paraná","Curitiba","45km W de Curitiba","-49.2731018066406","-25.4277992248535","25180",NA,"Rupícola. Em paredões.","auto","2447","Southern America",NA,NA,NA,"MBM005212","MBM005212",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:19:27-03","MBM","MBM","171055","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Leme, E.M.C.",NA,NA,"Poliquesi, C.B.; Cordeiro, J.; Cordeiro, J.","1994","11","09","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596","41937",NA,"Rupícola. Em paredões.","auto","240","Southern America",NA,NA,NA,"MBM171055","MBM171055",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:19:27-03","MBM","MBM","34049","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","Smith, L.B.",NA,NA,"Hatschbach, G.","1948","09","05","Brazil","Paraná","Piraquara","Morro Albino Souza, Morro da Queimada","-49.0633010864258","-25.4416999816895","12577",NA,"Rupícola. Em paredões.","auto","1016","Southern America",NA,NA,NA,"MBM034049","MBM034049",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:43:32-03","UFMG","BHCB","32445","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:43:32-03","UFMG","BHCB","32445","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-11 17:18:23-03","UFPR","UPCB","67246","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Smith","Völtz, R.R.","2009","08","Völtz, R.R.","2009","08","16","Brasil","Paraná","Campina Grande do Sul","Serra do Capivari, Pico Capivari Médio.","-48","-25",NA,NA,"Planta rupícola com inflorescência rósea-avermelhada. Forma por vezes densos mas pouco extensos agrupamentos descontínuos..",NA,"52",NA,"1552","1552",NA,NA,NA,"-48","-25",NA,NA,"16",NA,NA,NA
"47","2021-02-11 17:18:23-03","UFPR","UPCB","43315","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Smith","Gaiotto, D.F.","2005","02","Santos, E.P.","2001","03","15","Brasil","Paraná","São Luiz do Purunã","Serra de São Luiz do Purunã",NA,NA,NA,NA,"Erva terrestre, flor rósea. Interior de floresta de encosta, 1000 m de altitude.",NA,"946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-11 17:18:23-03","UFPR","UPCB","36016","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Smith","Tardivo, R.C.","1998","12","Santos, E.P.","1998","12","10","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596","41937",NA,"Erva terrestre, ± 60 cm, folhas formando um tubo, fruto amarelo. Campo rupestre, 1280 m de altitude.","auto","705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA
"49","2021-02-11 17:18:23-03","UFPR","UPCB","39006","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Smith","Tardivo, R.C.","1998","06","Santos, E.P.","1998","05","12","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596","41937",NA,"Erva ± 50cm, inflorescência rósea, pétala violácea. Rupícola. Campo rupestre, 1390m de altitude..","auto","476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2008-05-27 22:02:00-03","MO","MOBOT","2453475","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B. Sm.",NA,NA,NA,"Foster","1939","8","26","Brazil","Paraná",NA,"Campo Largo.",NA,NA,NA,NA,NA,NA,"Foster 405","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-06-22 14:12:03-03","UNESP-IBILCE","SJRP","17686","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Quesnelia","imbricata","Quesnelia imbricata","L.B.Sm.","G. Hatschbach",NA,NA,"Cordeiro, J.",NA,NA,NA,"Brasil","Paraná","Quatro Barras","serra da baitaca","-49.0769004821777","-25.3656005859375","17116",NA,"Brácteas vermelho pálido, corola lilás;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA
