"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","typeStatus","recordNumber","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"13","2021-03-15 16:37:00-03","NY","NYBG","902429","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland",NA,NA,NA,NA,"B. Maguire","1952","03","Venezuela","Bolívar","Gran Sabana","Ilu-Tepui, drainage of the Rio Kamarang, northwest of San Raphael",NA,NA,NA,NA,"1067",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1027701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00902429",NA,"33613","26","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00898223","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens procerus","(Klotzsch) Moldenke","H. N. Moldenke",NA,NA,NA,"H. S. Irwin","1966","01","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 15 km E. of Brasília","-47.77671","-15.7833",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898223",NA,"11471","08","South America","sheet",NA,"Magnoliophyta","Poales","NY00898223_01","procerus",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00571924","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","A. M. Giulietti",NA,NA,NA,"W. Ganev","1992","09","Brazil","Bahia","Abaíra","Estrada Catolés-Ribeirao, próximo ao escorregador, beira do Riacho da Cruz","-41.83","-13.3",NA,NA,"1020","1020","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490149' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571924",NA,"1060","10","South America","sheet",NA,"Magnoliophyta","Poales","NY00571924_01",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01132088","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","A. M. Giulietti",NA,NA,NA,"J. R. Pirani","1985","07","Brazil","Minas Gerais","Rio Vermelho","Rio Vermelho, Pedra Menina. Serra do Ambrósio, Morro da Virada do Mato Virgem.","-43.0092","-18.2936",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289660' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132088",NA,"7806","31","South America","sheet",NA,"Magnoliophyta","Poales","NY01132088_01",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2086672","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland",NA,NA,NA,NA,"C. R. Sperling","1982","05","Brazil","Pará",NA,"Serra dos Carajás. 2 km W of AMZA camp N-5.","-50.13","-6.07",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2225876' target='other'> <mi>dwc_moreinfo</mi></a>","NY02086672",NA,"5640","13","South America","sheet",NA,"Magnoliophyta","Poales","NY02086672_01",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00002243","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","H. N. Moldenke",NA,NA,NA,"A. L. Moldenke","1948","09","Brazil","São Paulo","Sao Paulo","Sao Paulo.","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490122' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002243",NA,"19907","25","South America","sheet",NA,"Magnoliophyta","Poales","NY00002243_01",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00538245","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens hatschbachii","Moldenke","H. N. Moldenke",NA,NA,NA,"B. Rambo","1947","01","Brazil","Rio Grande do Sul","Bom Jesus","Bom Jesus. Fazenda Bernardo Velho","-50.388347","-28.558459",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538245",NA,"34685","13","South America","sheet",NA,"Magnoliophyta","Poales","NY00538245_01","hatschbachii",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00538251","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens angustifolius","Moldenke","H. N. Moldenke",NA,NA,NA,"R. Reitz","1953","01","Brazil","Santa Catarina","Mafra","Mafra","-49.810717","-26.134487",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538251",NA,"5343","26","South America","sheet",NA,"Magnoliophyta","Poales","NY00538251_01","angustifolius",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00538365","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","G. R. Proctor",NA,NA,NA,"M. H. Nee","1991","05","Bolivia","Santa Cruz","Ichilo","3 km. N of Buena Vista, on road to Laguna Madrejón","-63.67","-17.42",NA,NA,"315","315","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538365",NA,"40463","19","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 13:59:00-03","NY","NYBG","00538364","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens",NA,"N. Hensold",NA,NA,NA,"B. G. Stergios D.","1983","09","Venezuela","Portuguesa","Guanare","Terrenos de la UNELLEZ","-69.82","9.07",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538364",NA,"6401","30","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00002245","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","H. N. Moldenke",NA,NA,NA,"B. J. Pickel","1944","01","Brazil","São Paulo",NA,"Santa Olivia (Faz. Santa Albertina)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002245",NA,"539",NA,"South America","sheet",NA,"Magnoliophyta","Poales","NY00002245_01",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00002242","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","L. R. Parra",NA,NA,NA,"T. M. Koyama","1970","02","Brazil","São Paulo",NA,"Road from Pres. Venceslau to Campinas",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490115' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002242",NA,"13761","23","South America","sheet",NA,"Magnoliophyta","Poales","NY00002242_01",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00002231","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","H. N. Moldenke",NA,NA,NA,"L. B. Smith","1965","01","Brazil","Santa Catarina","Sao Joaquim","10 km south of Sao Joaquim","-49.93","-28.35",NA,NA,"1200","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002231",NA,"14314","05","South America","sheet",NA,"Magnoliophyta","Poales","NY00002231_01",NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 22:15:00-03","NY","NYBG","902537","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens",NA,"M. T. C. Watanabe",NA,NA,NA,"T. W. Henkel","1993","01","Guyana","Potaro-Siparuni",NA,"Pakaraima Mts, Upper Ireng R; Norugu Creek, 3-5 km from convergence with Ireng River","-60.03","4.8",NA,NA,"600","675","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1027809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00902537",NA,"727","13","South America","sheet",NA,"Magnoliophyta","Poales","NY00902537_01",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00538240","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens hatschbachii","Moldenke","H. N. Moldenke",NA,NA,NA,"R. M. Klein","1962","12","Brazil","Santa Catarina","Caçador","Fazenda dos carneiros, Caçador","-51.0147","-26.7756",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286221' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538240",NA,"3470","07","South America","sheet",NA,"Magnoliophyta","Poales","NY00538240_01","hatschbachii",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00002244","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","H. N. Moldenke",NA,NA,NA,"G. Tessmann","1949","01","Brazil","Paraná","Piraquara","Piraquara, ca. 22 km ao este de Curitiba","-49.0631","-25.4419",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002244",NA,"3784a","14","South America","sheet",NA,"Magnoliophyta","Poales","NY00002244_01",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00538359","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens hatschbachii","Moldenke","H. N. Moldenke",NA,NA,NA,"J. F. Ramos","1967","10","Brazil","Mato Grosso",NA,"Collected near the base camp of the expedition, c. 270 km N of Xavantina","-51.87","-12.9",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538359",NA,"127",NA,"South America","sheet",NA,"Magnoliophyta","Poales","NY00538359_01","hatschbachii",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00002226","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","H. N. Moldenke",NA,NA,NA,"Ceccatto","1936","07","Brazil","Paraná","Palmeira","Palmeira","-50.0064","-25.4294",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490124' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002226",NA,"117",NA,"South America","sheet",NA,"Magnoliophyta","Poales","NY00002226_01",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00898248","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","H. N. Moldenke",NA,NA,NA,"E. P. Heringer","1981","04","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967966' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898248",NA,"18150","07","South America","sheet",NA,"Magnoliophyta","Poales","NY00898248_01",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00898260","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","H. N. Moldenke",NA,NA,NA,"H. S. Irwin","1964","09","Brazil","Mato Grosso",NA,"Garapú.","-52.57","-13.2",NA,NA,"300","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898260",NA,"6478","30","South America","sheet",NA,"Magnoliophyta","Poales","NY00898260_01",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","2086690","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland",NA,NA,NA,NA,"G. T. Prance","1967","02","Brazil","Roraima",NA,"Plateau of Serra Tepequem","-61.726002","3.785408",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2225894' target='other'> <mi>dwc_moreinfo</mi></a>","NY02086690",NA,"4488","18","South America","sheet",NA,"Magnoliophyta","Poales","NY02086690_01",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00002240","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","H. N. Moldenke",NA,NA,NA,"G. Eiten","1960","04","Brazil","São Paulo","Moji-Guaçu","Fazenda Campininha, 3.7 km NNW of Padua Sales. About 50 m. south of colls. 1924 & 1937",NA,NA,NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002240",NA,"1985","22","South America","sheet",NA,"Magnoliophyta","Poales","NY00002240_01",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00538211","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","H. N. Moldenke",NA,NA,NA,"A. F. M. Glaziou",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538211",NA,"15679",NA,"South America","sheet",NA,"Magnoliophyta","Poales","NY00538211_01",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00538242","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens hatschbachii","Moldenke","H. N. Moldenke",NA,NA,NA,"A. L. Moldenke","1948","09","Brazil","São Paulo",NA,"Brooklyn, Sao Paulo","-46.680951","-23.621551",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538242",NA,"19671","30","South America","sheet",NA,"Magnoliophyta","Poales","NY00538242_01 NY00538242_02","hatschbachii",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00898266","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","H. N. Moldenke",NA,NA,NA,"J. Evangelista de Oliveira","1942","07","Brazil","Minas Gerais","Poços de Caldas",NA,"-46.5614","-21.7881",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898266",NA,"933","01","South America","sheet",NA,"Magnoliophyta","Poales","NY00898266_01",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00898264","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","H. N. Moldenke",NA,NA,NA,"H. L. de M. Barreto","1936","07","Brazil","Minas Gerais","São João del Rei","Agua Geral- Serra do Lenheiro","-44.2617","-21.1358",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898264",NA,"4674","08","South America","sheet",NA,"Magnoliophyta","Poales","NY00898264_01",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00538247","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens hatschbachii","Moldenke","H. N. Moldenke",NA,NA,NA,"B. Rambo","1947","01","Brazil","Rio Grande do Sul","Bom Jesus","Bom Jesus. Fazenda Bernardo Velho","-50.388347","-28.558459",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538247",NA,"34865","05","South America","sheet",NA,"Magnoliophyta","Poales","NY00538247_01","hatschbachii",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00898225","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens procerus","(Klotzsch) Moldenke","H. N. Moldenke",NA,NA,NA,"P. von Luetzelburg","1912","08","Brazil","Bahia",NA,"Rio Preto",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898225",NA,"357",NA,"South America","sheet",NA,"Magnoliophyta","Poales","NY00898225_01","procerus",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00898269","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens","(Poir.) Ruhland","N. Hensold",NA,NA,NA,"G. G. Hatschbach","1997","08","Brazil","Mato Grosso","Vila Bela da Santíssima Trindade","Córrego da Cascata","-59.9506","-15.0083",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968207' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898269",NA,"66998","18","South America","sheet",NA,"Magnoliophyta","Poales","NY00898269_01",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00898228","PreservedSpecimen","Plantae","Eriocaulaceae","Syngonanthus","caulescens","Syngonanthus caulescens hatschbachii","Moldenke","H. N. Moldenke",NA,NA,NA,"E. P. Heringer","1982","03","Brazil","Distrito Federal","Brasília","Lago Paranoá, confluencia do córrego Mata-gado.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967847' target='other'> <mi>dwc_moreinfo</mi></a>","NY00898228",NA,"7420","23","South America","sheet",NA,"Magnoliophyta","Poales","NY00898228_01","hatschbachii",NA,NA,NA,NA,NA,NA,NA
