"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"358","2020-11-04 11:10:13-03","ESALQ","ESA","102843","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Junqueira, D.I.","2008","03","21",NA,"Brasil",NA,NA,NA,"ESA102843","Magnoliophyta",NA,NA,"Lewis, G.P.","164.0","Goiás",NA,"ESA102843","Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,"36612","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2020-11-04 11:10:13-03","ESALQ","ESA","45284","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","1997","06","12",NA,"Brasil",NA,NA,"Arvoreta, ca. 3 m alt.; frutos imaturos verdes.","ESA045284","Magnoliophyta",NA,"Benth.",NA,"17807.0","Mato Grosso","Estrada MT-010. Cerca de 5km do entroncamento com MT-338. Savana arborizada com trechos alagáveis","ESA045284","Tapurah","-56.5416984558105","-12.7849998474121",NA,NA,NA,NA,"190293","auto","1997","-56,433,333","-12,816,667","11","01",NA,NA,NA,NA,NA
"360","2020-11-04 11:10:13-03","ESALQ","ESA","25280","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Nave, A.G.; Dário, F.R. Lopes, R.F.; Bertani, D.F.","1997","05","04",NA,"Brasil",NA,NA,"Arbórea. Altura de 3,0 m. e com fruto imaturo.","ESA025280","Magnoliophyta",NA,"Benth.",NA,"1422.0","Mato Grosso","Estrada para o rio Teles Pires. Savana Arbórea Aberta. Beira de estrada, antropizada","ESA025280","Nova Ubiratã","-55.2546997070312","-12.9905996322632",NA,NA,NA,NA,"183956","auto",NA,"-55,269,444","-13,583,333",NA,NA,NA,NA,NA,NA,NA
"361","2020-11-04 11:10:13-03","ESALQ","ESA","104820","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Iglesias, J.O.V.","2008","11","05",NA,"Brasil",NA,NA,NA,"ESA104820","Magnoliophyta",NA,NA,"Lewis, G.P.","112.0","Goiás",NA,NA,"Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,"36612","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-11-04 11:10:13-03","ESALQ","ESA","103374","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Junqueira, D.I.","2008","03","21",NA,"Brasil",NA,NA,NA,"ESA103374","Magnoliophyta",NA,NA,"Souza, V.C.","164.0","Goiás",NA,"ESA103374","Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,"36612","auto","2012",NA,NA,"03","30",NA,NA,NA,NA,NA
"363","2020-11-04 11:10:13-03","ESALQ","ESA","104897","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Iglesias, J.O.V.","2008","11","05",NA,"Brasil",NA,NA,NA,"ESA104897","Magnoliophyta",NA,NA,"Lewis, G.P.","115.0","Goiás",NA,"ESA104897","Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,"36612","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2020-11-04 11:10:13-03","ESALQ","ESA","104818","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Iglesias, J.O.V.","2008","11","05",NA,"Brasil",NA,NA,NA,"ESA104818","Magnoliophyta",NA,NA,"Lewis, G.P.","108.0","Goiás",NA,"ESA104818","Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,"36612","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2020-11-04 11:10:13-03","ESALQ","ESA","105684","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Iglesias, J.O.V.","2008","12","12",NA,"Brasil",NA,NA,NA,"ESA105684","Magnoliophyta",NA,NA,"Lewis, G.P.","130.0","Goiás",NA,"ESA105684","Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,"36612","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2020-11-04 11:10:13-03","ESALQ","ESA","104819","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Iglesias, J.O.V.","2008","11","05",NA,"Brasil",NA,NA,NA,"ESA104819","Magnoliophyta",NA,NA,"Lewis, G.P.","115.0","Goiás",NA,"ESA104819","Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,"36612","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-11-04 11:10:13-03","ESALQ","ESA","70972","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Farah, F.T. et al.","1998","12","01",NA,"Brasil",NA,NA,NA,"ESA070972","Magnoliophyta",NA,"Benth.",NA,"539.0","Minas Gerais",NA,"ESA070972","Patrocínio","-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-11-04 11:10:13-03","ESALQ","ESA","103450","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Hattori, E.K.O.","2003","12","03",NA,"Brasil",NA,NA,NA,"ESA103450","Magnoliophyta",NA,"Benth.","Gibau, A.","54.0","Minas Gerais",NA,"ESA103450","Perdizes","-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,"45889","auto","2018",NA,NA,"03","20",NA,NA,NA,NA,NA
"369","2020-11-04 11:10:13-03","ESALQ","ESA","33294","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Rocha, Y.T.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"ESA033294","Magnoliophyta",NA,"Mart.",NA,"166.0","São Paulo",NA,"ESA033294","Araraquara","-48.1699981689453","-21.7900009155273",NA,NA,NA,NA,"29178","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-11-04 11:10:13-03","ESALQ","ESA","82376","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Pinheiro, M.H.O.","1997","08","21",NA,"Brasil",NA,NA,NA,"ESA082376","Magnoliophyta",NA,"Benth.",NA,"409.0","São Paulo",NA,"ESA082376","Bauru","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2020-11-04 11:10:13-03","ESALQ","ESA","99797","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Henriques, K.","2001","05","06",NA,"Brasil",NA,NA,NA,"ESA099797","Magnoliophyta",NA,NA,"Bernacci, L.C. & Henriques","556.0","São Paulo",NA,"ESA099797","Ribeirão Preto","-47.810001373291","-21.1700000762939",NA,NA,NA,NA,"24390","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-11-04 10:55:49-03","ESALQ","ESA","139891","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Souza, V.C.","2017","07","16",NA,"Brasil",NA,NA,"Árvore, ca. 5 m alt.; frutos imaturos verdes.","ESA139891",NA,NA,"Benth.","Souza, V.C.","40751.0","Minas Gerais","Cerca de 2 km de Santana do Riacho em direção a Cardeal Mota. Cerrado pedregoso.",NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","800","800",NA,NA,"26557","auto","2017",NA,NA,"07","16",NA,NA,NA,NA,NA
"373","2020-11-04 10:55:49-03","ESALQ","ESA","132742","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Souza, V.C.","2013","07","02",NA,"Brasil",NA,NA,"Árvore. Frutos imaturos verdes.","ESA132742",NA,NA,NA,NA,NA,"São Paulo","Jardim Botânico Plantarum, Área de Estacionamento.",NA,"Nova Odessa","-47.2900009155273","-22.7700004577637",NA,NA,NA,NA,"8440","auto",NA,"47,30o","22,78o",NA,NA,NA,NA,NA,NA,NA
"374","2020-11-04 11:10:13-03","ESALQ","ESA","90339","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","2005","01","26",NA,"Brasil",NA,NA,"Árvore, ca. 8m alt. Frutos imaturos verdes","ESA090339","Magnoliophyta",NA,"Benth.","Scalon, V.R.","4735.0","Tocantins","Serra Geral de Goiás. 8km de Taguatinga (a partir do trevo para Palmas) em direção ao distrito de Luís Eduardo Magalhães (BA). Cerrado pedregoso.","ESA090339","Taguatinga","-46.4361000061035","-12.4039001464844","710","710",NA,NA,"53768","auto",NA,"-46,346,944","-12,353,611",NA,NA,NA,NA,NA,NA,NA
"375","2020-11-04 11:10:13-03","ESALQ","ESA","90309","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","2005","01","26",NA,"Brasil",NA,NA,"Arvoreta, ca. 4m alt. Frutos imaturos verdes","ESA090309","Magnoliophyta",NA,"Benth.","Scalon, V.R.","4705.0","Tocantins","Serra Geral de Goiás. 8km de Taguatinga (a partir do trevo para Palmas) em direção ao distrito de Luís Eduardo Magalhães (BA). Cerrado pedregoso.","ESA090309","Taguatinga","-46.4361000061035","-12.4039001464844","710","710",NA,NA,"53768","auto",NA,"-46,346,944","-12,353,611",NA,NA,NA,NA,NA,NA,NA
"376","2020-11-04 11:10:13-03","ESALQ","ESA","57824","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Caliari, C.P.","2008","07","01",NA,"Brasil",NA,NA,NA,"ESA057824","Magnoliophyta",NA,"Benth.","Kuntz-Galvão, J.","1701.0","Mato Grosso",NA,"ESA057824","Barão de Melgaço","-55.9674987792969","-16.1944007873535",NA,NA,NA,NA,"145819","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2020-11-04 11:10:13-03","ESALQ","ESA","111178","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Caliari, C.P.","2007","07","01",NA,"Brasil",NA,NA,NA,"ESA111178","Magnoliophyta",NA,NA,"Caliari, C.P.","711.0","Mato Grosso",NA,"ESA111178","Barão de Melgaço","-55.9674987792969","-16.1944007873535",NA,NA,NA,NA,"145819","auto","2007",NA,NA,"11","09",NA,NA,NA,NA,NA
"378","2020-11-04 11:10:13-03","ESALQ","ESA","45277","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Nave, A.G. et al.","1997","02","21",NA,"Brasil",NA,NA,NA,"ESA045277","Magnoliophyta",NA,"Benth.",NA,"1147.0","Mato Grosso",NA,"ESA045277","Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,NA,NA,"107042","auto","1997",NA,NA,"11","09",NA,NA,NA,NA,NA
"379","2020-11-04 11:10:13-03","ESALQ","ESA","45280","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Nave, A.G. et al.","1997","05","04",NA,"Brasil",NA,NA,NA,"ESA045280","Magnoliophyta",NA,NA,NA,"1422.0","Mato Grosso",NA,NA,"Nova Ubiratã","-55.2546997070312","-12.9905996322632",NA,NA,NA,NA,"183956","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2020-11-04 11:10:13-03","ESALQ","ESA","114237","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Breier, T.B.","2003","10","07",NA,"Brasil",NA,NA,NA,"ESA114237","Magnoliophyta",NA,NA,"Silva, R.R.","311.0","Mato Grosso do Sul",NA,"ESA114237","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2020-11-04 11:10:13-03","ESALQ","ESA","48512","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Lemos Filho, J.P.","1997","09","28",NA,"Brasil",NA,NA,NA,"ESA048512","Magnoliophyta",NA,"Benth.",NA,NA,"Minas Gerais",NA,"ESA048512","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"101169","auto","1998",NA,NA,"06","01",NA,NA,NA,NA,NA
"382","2020-11-04 11:10:13-03","ESALQ","ESA","48565","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Salino, A. ; Gotschalg, A.","1998","02","15",NA,"Brasil",NA,NA,NA,"ESA048565","Magnoliophyta",NA,"Benth.","Borges, I.M.","4031.0","Minas Gerais",NA,"ESA048565","Januária","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,"148972","auto","2007",NA,NA,"05","01",NA,NA,NA,NA,NA
"383","2020-11-04 11:10:13-03","ESALQ","ESA","70976","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Farah, F.T. ; Freitas, C.A.","1998","08","13",NA,"Brasil",NA,NA,NA,"ESA070976","Magnoliophyta",NA,"Mart.",NA,"246.0","Minas Gerais",NA,"ESA070976","Patrocínio","-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,"44638","auto","2004",NA,NA,"02","06",NA,NA,NA,NA,NA
"384","2020-11-04 11:10:13-03","ESALQ","ESA","81375","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Salino, A.","1999","06","11",NA,"Brasil",NA,NA,NA,"ESA081375","Magnoliophyta",NA,"Benth.",NA,"4775.0","Minas Gerais",NA,"ESA081375","São Gonçalo do Rio Preto","-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2020-11-04 11:10:13-03","ESALQ","ESA","82414","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Salino, A.","1999","06","11",NA,"Brasil",NA,NA,NA,"ESA082414","Magnoliophyta",NA,"Benth.",NA,"4776.0","Minas Gerais",NA,"ESA082414","São Gonçalo do Rio Preto","-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2020-11-04 11:10:13-03","ESALQ","ESA","103322","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Sylvestre, L.","1993","03","06",NA,"Brasil",NA,NA,NA,"ESA103322","Magnoliophyta",NA,NA,"Ribeiro, R.B.","1006.0","Rio de Janeiro",NA,"ESA103322","Silva Jardim","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"29995","auto","2007",NA,NA,"08","09",NA,NA,NA,NA,NA
"387","2020-11-04 11:10:13-03","ESALQ","ESA","20253","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Barreto, K.D. et al.","1994","07","27",NA,"Brasil",NA,NA,NA,"ESA020253","Magnoliophyta",NA,"Benth.",NA,"2728.0","São Paulo",NA,"ESA020253","Buritizal","-47.7000007629395","-20.1900005340576",NA,NA,NA,NA,"15008","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2020-11-04 11:10:13-03","ESALQ","ESA","88173","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Viani, R.A.G. et al.","2002","08","27",NA,"Brasil",NA,NA,NA,"ESA088173","Magnoliophyta",NA,"Benth.",NA,"278.0","São Paulo",NA,"ESA088173","Igarapava","-47.7400016784668","-20.0300006866455",NA,NA,NA,NA,"23637","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-11-04 11:10:13-03","ESALQ","ESA","45279","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Souza, V.C.; Souza, J.P.; Astorino, A.; Rezende, M.M.","1997","04","24",NA,"Brasil",NA,NA,"Árvore, até 6 m alt.; frutos imaturos verdes.","ESA045279","Magnoliophyta",NA,"Benth.",NA,"15606.0","Mato Grosso","BR-080. Cachoeirinha do Rio Peixoto. Cerca de 63 Km de Matupá em direção ao Rio Xingu. Gleba Leonislândia. Encrave de savana arborizada em área florestada.","ESA045279","Peixoto de Azevedo","-54.9796981811523","-10.2230997085571",NA,NA,NA,NA,"259886","auto","1997","-54,466,667","-10,416,667","11","01",NA,NA,NA,NA,NA
"390","2020-11-04 11:10:13-03","ESALQ","ESA","119391","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Farah, F.T. ; Vieira, D.M.","2005","06","05",NA,"Brasil",NA,NA,"Árvore","ESA119391","Magnoliophyta",NA,NA,"Farah, F.T.","2445.0","São Paulo","Fazenda Ytaoca",NA,"Cajuru","-47.2999992370605","-21.2700004577637",NA,NA,NA,NA,"21243","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2021-01-14 15:30:13-03","MN","R","105384","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Guedes, T.N.","1957","09","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.",NA,"599","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2021-01-14 15:30:13-03","MN","R","148398","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Irwin, H.S.; Maxwell,H. & Wasshausen, D.C.","1968","03","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.","Lewis, G.P.","21529","Goiás",NA,NA,NA,NA,NA,"550","550",NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2021-01-14 15:30:13-03","MN","R","15813","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Rocha, D.","1924","09",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.","Sampaio, A.J","7","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1926",NA,NA,"08",NA,NA,NA,NA,NA,NA
"394","2021-01-14 15:30:13-03","MN","R","171004","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Silva, F.C.F.","1981","11","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.","Pinto, G.C.P.","95","Minas Gerais",NA,NA,"Santana do Riacho","-43.633333","-19.35","790","790",NA,NA,NA,NA,"1982","43°38'W","19°21'S","03",NA,NA,NA,NA,NA,NA
"395","2021-03-31 13:40:07-03","MN","R","18755","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Sampaio, A.J.","1928","11","18",NA,"Brasil",NA,NA,"Expedição Rondon na Serra de Tumuc-Humac via Rio Cuminá",NA,NA,NA,"Benth.",NA,"5588","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2021-01-14 15:30:13-03","MN","R","18913","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Sampaio, A.J.","1928","11","18",NA,"Brasil",NA,NA,"Expedição Rondon na Serra de Tumuc-Humac via Rio Cuminá",NA,NA,NA,"Benth.","Harms, H.","5594","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1930",NA,NA,"04","13",NA,NA,NA,NA,NA
"397","2021-01-14 15:30:13-03","MN","R","19159","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Sampaio, A.J.","1928","07","02",NA,"Brasil",NA,NA,"Expedição Rondon na Serra de Tumuc-Humac via Rio Cuminá",NA,NA,NA,"Benth.","Haruy, H.","5788","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1930",NA,NA,"06","13",NA,NA,NA,NA,NA
"398","2021-01-14 15:30:13-03","MN","R","3066","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Freire Allemão, F. 510; Cysneiros, M.","1860","04","28",NA,"Brasil",NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R000003066",NA,NA,"Benth.","Ducke, W.A.",NA,"Ceará",NA,"R000003066_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2021-01-14 15:30:13-03","MN","R","3067","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Freire Allemão, F. 504; Cysneiros, M.",NA,NA,NA,NA,"Brasil",NA,NA,"M.N. Plantas da Comm. Scient da Prov. do Ceará. Herb. J. de Saldanha 7694","R000003067",NA,NA,"Benth.",NA,NA,"Ceará",NA,"R000003067_001 R000003067_002 R000003067_003 R000003067_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","2021-03-31 13:40:07-03","MN","R","64392","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Sampaio, A.J.",NA,NA,NA,NA,"Brasil",NA,NA,"Herv.° de Sant'Alda",NA,NA,NA,"Benth.",NA,"657","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2021-01-14 15:30:13-03","MN","R","66466","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Freire Allemão, F.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"R000066466",NA,NA,"Benth.","Andrade-Lima, A.D.",NA,"Ceará",NA,"R000066466_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976",NA,NA,"12","13",NA,NA,NA,NA,NA
"402","2021-01-14 15:30:13-03","MN","R","66740","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Zehntner, L.","1912","10",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.","Andrade-Lima, A.D.","370","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976",NA,NA,"12","10",NA,NA,NA,NA,NA
"403","2021-03-31 13:40:07-03","MN","R","69224","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Glaziou, A.F.M.","1876","02","12",NA,"Brasil",NA,NA,"Plantae Flum. Ex Herb. Glaziou; Herb. J. de Saldanha, 5619","R000069224",NA,NA,"Benth.",NA,"11939","Rio de Janeiro",NA,"R000069224_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2021-01-14 15:30:13-03","MN","R","76194","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Andrade-Lima, A.D.; Magalhães, M.","1952","06","25",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.",NA,"1004","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2021-03-31 13:40:07-03","MN","R","76891","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Ducke, W.A.","1952","01","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.",NA,"2298","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2021-01-14 15:30:13-03","MN","R","8372","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Glaziou, A.F.M.","1877","04","14",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008372",NA,NA,"Benth.",NA,"12638","Minas Gerais",NA,"R000008372_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2021-01-14 15:30:13-03","MN","R","5291","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Lisboa, M.A.","1909","08","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.",NA,"2516","Maranhão",NA,NA,"Grajaú","-46.138599395752","-5.81943988800049",NA,NA,NA,NA,"64236","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2021-01-14 15:30:13-03","MN","R","21658","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Malme, G.O.A.","1902","11","07",NA,"Brasil",NA,NA,"Herb. Brasil. Regnell. Musei bot Stockolm.",NA,NA,NA,"Benth.",NA,"s.n.","Mato Grosso",NA,NA,"Cuiabá","-56.0966987609863","-15.5960998535156",NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2021-01-14 15:30:13-03","MN","R","3071","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Hoehne, F.C.","1908","11",NA,NA,"Brasil",NA,NA,"Comissão Rondon",NA,NA,NA,"Benth.","Hoehne, F.C.","867","Mato Grosso",NA,NA,"Porto Esperidião","-58.4603004455566","-15.8528003692627",NA,NA,NA,NA,"113725","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2021-01-14 15:30:13-03","MN","R","33748","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Mello Barreto, H.L.","1939","07","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.","Mello Barreto, H.L.","10347","Minas Gerais",NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","2021-01-14 15:30:13-03","MN","R","32693","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Mello Barreto, H.L.","1932","10","18",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.","Mello Barreto, H.L.","6416","Minas Gerais",NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2021-01-14 15:30:13-03","MN","R","32695","PreservedSpecimen","Plantae","Fabaceae","Plathymenia","reticulata","Plathymenia reticulata","Mello Barreto, H.L.","1937","11","22",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.","Mello Barreto, H.L.","9971","Minas Gerais",NA,NA,"Itamarandiba","-42.8588981628418","-17.8572006225586",NA,NA,NA,NA,"39586","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
