"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","individualCount","relatedCatalogItem"
"47","2019-10-07 09:12:44-03","UEFS","HUEFS","213950","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Popovkin, A.V.","1825","2014","12","03",NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,"HUEFS0213950","HUEFS0213950 HUEFS0213950_e1","A.V.Popovkin",NA,NA,"2019","02","37W58'0''","12S10'",NA,"130","130","Asteranae",NA,NA
"48","2019-11-22 16:07:25-03","UEFS","HUEFS","253049","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Popovkin, A.V.","2082","2018","11","19",NA,"Brasil","Bahia","Entre Rios","Algodão","-37.966667","-12.166667",NA,"Mata ombrófila densa","HUEFS0253049",NA,NA,NA,NA,NA,NA,"37W58'","12S10'",NA,"90","90","Asteranae",NA,NA
"49","2019-10-07 09:12:44-03","UEFS","HUEFS","62815","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Jardim, J.G.","2870","2000","02","24",NA,"Brasil","Bahia","São Miguel das Matas","Faz. Engenho da Lama (Proprietário Genival Lucas), ca. 4,5 km ao S da cidade.","-39.432222","-13.046944",NA,"Mata Higrófila.","HUEFS0062815","HUEFS0062815","M.Ribeiro",NA,NA,"2014","10","39W25'56''","13S2'49''",NA,"400","400","Asteranae",NA,NA
"50","2020-07-23 12:09:46-03","CEPLAC","CEPEC","56982","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"A. M. Amorim","937","1992","12","14",NA,"Brasil","Bahia","ITACARÉ","Estrada de Itacaré/Taboquinhas. Ca. 6Km de Itacaré. Loteamento da Marambaia.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,"F. Catenocci","41230","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23/02/2016"
"51","2020-07-23 12:09:46-03","CEPLAC","CEPEC","22412","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"T. S. dos Santos","3550","1980","04","12",NA,"Brasil","Bahia","ITACARÉ","Km 16 Rod. Ubaitaba/Itacaré.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,"S. A. Mori","41230","auto",NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,"30/12/1981"
"52","2020-07-23 12:09:46-03","CEPLAC","CEPEC","81994","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"A. M. Amorim","2634","1998","01","01",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). Coletas efetuadas na estrada que leva a sede Maruim.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"A. M. Amorim","36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-07-23 12:09:46-03","CEPLAC","CEPEC","140141","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"Carvalho, G. M.",NA,NA,NA,NA,NA,"Brasil","Bahia","PORTO SEGURO","RPPN Estação Veracel","-39.133333","-16.333333",NA,"Indivíduo P56-07",NA,NA,"Sem Informação",NA,NA,NA,NA,"39W8'0","16S20'0",NA,"100","100",NA,NA,NA
"54","2020-07-23 12:09:46-03","CEPLAC","CEPEC","128544","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"Piotto, D.","2935","2010","06","02",NA,"Brasil","Bahia","URUÇUCA","Parque Estadual da Serra do Conduru","-39.083333","-14.416667",NA,"Floresta madura, bosque: 22, parcela: 14, dist: 0, dap: 10.1 cm, altura: 6.9 m",NA,NA,"Michel Ribeiro",NA,NA,NA,NA,"39W5'0","14S25'0",NA,"120","120",NA,NA,NA
"55","2020-07-23 12:09:46-03","CEPLAC","CEPEC","132063","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"J. D. Garcia G.","1493","2010","07","23",NA,"Brasil","Pernambuco","paudalho","Mata ao lado da PE-027 (recife-Aldeia) no Km 17.","-35.046389","-7.907222",NA,NA,NA,NA,"J. D. Garcia G.",NA,NA,NA,NA,"35W2'47","7S54'26",NA,NA,NA,NA,NA,"30/08/2010"
"56","2020-07-23 12:09:46-03","CEPLAC","CEPEC","141058","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"Lopes, L.C.M.","359","2012","07","24",NA,"Brasil","Bahia","UNA",NA,"-39.097222",NA,NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,"39W5'50","15S10'83",NA,NA,NA,NA,NA,NA
"57","2020-07-23 12:09:46-03","CEPLAC","CEPEC","153345","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"Schulte, T.F.","236","2016","03","08",NA,"Brasil","Bahia","MATA DE SÃO JOÃO","Conglomerado BA_770-1-10-11","-38.299167","-12.530278",NA,"<ll>dwc_commonname:</ll>",NA,NA,"M. Ribeiro",NA,NA,NA,NA,"38W17'57","12S31'49",NA,NA,NA,NA,NA,"27/1/2017"
"58","2020-07-23 12:09:46-03","CEPLAC","CEPEC","58285","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"J. G. Jardim","117","1993","04","15",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). (IBAMA). Entrada no KM 46 BA-001 Ilheus/Uma. Picada da Bandeira.","-39.083333","-15.15",NA,NA,NA,NA,"S. A. Mori",NA,NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,NA,"30/12/1993"
"59","2020-07-23 12:09:46-03","CEPLAC","CEPEC","60870","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"A. M. Amorim","1600","1994","03","22",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão (REBIO). Entr. KM 46 BA-001 Ilheus/Una. Faz. Maruim/Dois de Julho, fundo da Reserva.","-39.083333","-15.15",NA,NA,NA,NA,"S. A. Mori",NA,NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,NA,"30/12/1994"
"60","2020-07-23 12:09:46-03","CEPLAC","CEPEC","61538","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"W. W. Thomas","10300","1997","02","08",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). 4.1Km W BA-001 Ilheus/Uma, 5,6Km W portao da Reserva.","-39.083333","-15.15",NA,NA,NA,NA,"A. M. Amorim",NA,NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,NA,"30/12/1994"
"61","2020-07-23 12:09:46-03","CEPLAC","CEPEC","72097","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"A. M. de Carvalho","6309","1997","02","12",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). (IBAMA). Entrada Km 46 BA-001 Ilheus/Uma.","-39.083333","-15.15",NA,NA,NA,NA,"J. G. Jardim",NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,NA,"30/12/1997"
"62","2020-07-23 12:09:46-03","CEPLAC","CEPEC","87080","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"J. G. Jardim","3108","2000","10","29",NA,"Brasil","Bahia","ITACARÉ","Loteamento da Marambaia, viscinal que leva a Fazenda, ca. 1Km da Rod. BA-001.","-39.029444","-14.328056",NA,NA,NA,NA,"F. Catenocci",NA,NA,NA,NA,"39W1'46","14S19'41",NA,NA,NA,NA,NA,"23/02/2016"
"63","2020-07-23 12:09:46-03","CEPLAC","CEPEC","88529","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,NA,"J. G. Jardim","2870","2000","02","24",NA,"Brasil","Bahia","SÃO MIGUEL DAS MATAS","Faz. Engenho da Lama (Prop. Genival Lucas), ca. 4,5Km ao S da cidade.","-39.432222","-13.046944",NA,NA,NA,NA,"F. Catenocci",NA,NA,NA,NA,"39W25'56","13S2'49",NA,NA,NA,NA,NA,"23/02/2016"
"64","2020-07-23 12:09:46-03","CEPLAC","CEPEC","15366","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,"Holótipo","S. A. Mori","19819","1984","04","22",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Arredores da Estação Ecológica do Pau-brasil (Ca. 17Km ao W Porto Seguro), Estrada velha de Cabrália, 4-6Km a E da Estação.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"S. A. Mori","49584","auto",NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,"30/12/1981"
"65","2020-07-23 12:09:46-03","CEPLAC","CEPEC","15158","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,"Paratipo","A. Eupunino","403","1978","11","28",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Estação Ecologica do Pau-brasil (ESPAB), ca.16Km a W de Porto Seguro.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"S. A. Mori","49584","auto",NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,"30/12/1981"
"66","2020-07-23 12:09:46-03","CEPLAC","CEPEC","3786","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,"Paratipo","R. P. Belém","2858","1966","11","07",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Sem informação.","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"S. A. Mori","49584","auto",NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,"30/12/1981"
"67","2020-07-23 12:09:46-03","CEPLAC","CEPEC","5068","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii",NA,"Paratipo","T. S. dos Santos","303","1968","12","12",NA,"Brasil","Bahia","UNA","Faz. São Rafael.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"S. A. Mori","36070","auto",NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,"30/12/1981"
"68","2019-11-01 15:02:03-03","UnB","UB","132771","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A. Mori",NA,"Belém, RP","2858","1966","11","07","Southern America","Brasil","Bahia","Santa Cruz Cabrália",NA,"-39.0247001647949","-16.2780990600586",NA,"Flores esbranquiçadas.; Árvore 4m.; Mata costeira",NA,NA,"Mori, S","49584","auto","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-02-20 10:39:51-03","IBt","SP","334908","S","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","S.A.Mori",NA,"Amorim, AM; et al.","2634","1998","11","10",NA,"Brasil","Bahia","Una","Reserva Biológica de Una, Estrada que leva à sede Maruim","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"Mori, SA","36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2014-09-23 10:58:11-03","G","G","G00172074","S","Plantae",NA,NA,"Lecythidaceae","Eschweilera","alvimii","Eschweilera alvimii","Mori",NA,"Cervi, A. C., R. Spichiger, P.-A. Loizeau & E. Cottier","7385","1994","02","07","AMERIQUE DU SUD","Brazil","Alagoas","Pedra Talhada",NA,"-36.41666667","-9.25",NA,"Coordinate uncertainty: Approx. in a 1'000 m. radius Image URL: No picture available on the institution's web site","G00172074",NA,"Mori, S. A.",NA,NA,"2013","01","-36.41666667","-9.25","01","550","550",NA,NA,NA
