"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","phylum","order","continentOcean","preparationType","occurrenceRemarks","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","651225","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","M. A. Chase",NA,NA,NA,"G. Gardner","137","1836",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00651225","NY00651225_01","Brasilia","Magnoliophyta","Poales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215979' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","651221","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"C. E. Calderón","2022","1967","12","30","Brazil","Rio de Janeiro","Rio de Janeiro","-43.212143","-22.951524",NA,NA,NA,NA,"NY00651221","NY00651221_01","Guanabara: Rio de Janeiro; Serra do Corcovado, Sumaré","Magnoliophyta","Poales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215992' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","230287","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","M. H. Nee",NA,NA,NA,"M. H. Nee","47845","1998","01","09","Bolivia","Santa Cruz","Florida","-63.52","-18.17",NA,NA,"700","800","NY00230287",NA,"Easternmost rocky foothills of the Andes, above narrowest point at La Angostura on highway from Santa Cruz to Samaipata.","Magnoliophyta","Poales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215974' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","651222","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"M. A. Chase","8404","1925","02","09","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"220","220","NY00651222","NY00651222_01","Summit of Morro do Urea. Pao de Assucar, Vicinity of Rio de Janeiro","Magnoliophyta","Poales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215988' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"15","2016-09-28 16:33:00-03","NY","NYBG","651227","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata",NA,"F. O. Zuloaga",NA,NA,NA,"E. R. Guaglianone","2929","1995","11","18","Argentina","Misiones",NA,NA,NA,NA,NA,NA,NA,"NY00651227",NA,"San Pedro, Monte del vivero Yabotí","Magnoliophyta","Poales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215976' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","651220","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"C. E. Calderón","2024","1968","01","03","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,"NY00651220","NY00651220_01","Guanabara: Rio de Janeiro; Strada de Gávea, próximo a Sao Conrado","Magnoliophyta","Poales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215991' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA
"17","2016-10-18 16:27:08-02","UNEMAT","TANG","2069","S","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","TRIN.","Longui-Wagner, HM","2008","10","01","Yuyama, JS","s.n.","1998","10","01","Brasil","Paraná","Rolândia","-51.3692016601562","-23.309700012207",NA,NA,NA,NA,"TANG000002069",NA,"Fazenda Barra Grande, estrada São Rafael, km 18.&nf;Material vindo do Herbário FUEL.",NA,NA,NA,NA,"Arbustivo, 2,5m, flores amarelas.",NA,"19311","auto",NA,NA,NA,NA
"18","2019-11-19 15:45:27-03","UNEB","HUNEB","14203","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Perri, C.G.",NA,"1986","10","13","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"HUNEB0014203",NA,"Bosque II","Angiospermae","Florideophycidae",NA,NA,NA,NA,"63728","auto","Monocotyledoneae",NA,NA,NA
"19","2019-11-19 15:45:27-03","UNEB","HUNEB","14200","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Munhoz, V.B.",NA,"1986","11","08","Brasil","São Paulo","Dourado","-48.310001373291","-22.1000003814697",NA,NA,NA,NA,"HUNEB0014200",NA,"Fazenda Monte Alto","Angiospermae","Florideophycidae",NA,NA,NA,NA,"13775","auto","Monocotyledoneae",NA,NA,NA
"20","2021-03-30 12:53:40-03","EAO","IAN","162516","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","Killeen, TJ","1988",NA,NA,"Killeen, TJ","671","1984","12","28","Bolívia",NA,NA,"-62","-16.166667","-62","-16.166667","440","440","IAN162516",NA,"Santa Cruz, Nuflo de Chavez, 5 km E of Concepción on road to Esta La Paz. Rolling plain of precambrian shield; low forest probably second growth.","Monocotiledônea",NA,NA,NA,"Perennial from a single monopodial rhizome, understory herb to 1.5 m; arching; the tips often touching the ground; spikelets unisexual; plants moboecious or pistillate.",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:53:40-03","EAO","IAN","64915","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Allemão, F","1662",NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"IAN064915",NA,NA,"Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:53:40-03","EAO","IAN","64954","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"C","498",NA,NA,NA,"Brasil","Rio de Janeiro","Rio Grande",NA,NA,NA,NA,NA,NA,"IAN064954",NA,NA,"Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:53:40-03","EAO","IAN","66907","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Frazão, A","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN066907",NA,NA,"Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:53:40-03","EAO","IAN","90721","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","Soderstrom, TR","1983",NA,NA,"Macêdo, A","s.n.","1956","02","05","Brasil","Minas Gerais","Araxá","-46.940601348877","-19.5932998657227",NA,NA,NA,NA,"IAN090721",NA,"À beira de córrego, m barrancos.","Monocotiledônea",NA,"Southern America",NA,"Folhas grandes.",NA,"29994","auto",NA,NA,NA,NA
"25","2021-03-30 12:53:40-03","EAO","IAN","163327","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Rodrigues, IA","1339","1985","11","16","Brasil","Pará","Bragança","-46.7655982971191","-1.05360996723175",NA,NA,NA,NA,"IAN163327",NA,"Comunidade Cajueiro da mata","Monocotiledônea",NA,"Southern America",NA,NA,NA,"56429","auto",NA,NA,NA,NA
"26","2019-12-04 15:26:41-03","PUCPR","HUCP","25132","S","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","Longhi-Wagner, HM","2008","05","17","Tânia, A","s.n.","1997","11","01","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"HUCP00025132","HUCP00025132","Parque Arthur Thomas","Monocotiledonea",NA,NA,NA,"Herbácea 0,6m alt.",NA,"63728","auto",NA,NA,NA,NA
"27","2019-10-09 11:29:02-03","UFBA","ALCB","78063","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","Oliveira, RP de","2003",NA,NA,"Silva, JM; Soares, A; Maschio, W","2074","1997","10","14","Brasil","Paraná","Quedas do Iguaçu","-52.9081001281738","-25.4496994018555",NA,NA,NA,NA,"ALCB019149","ALCB019149","Barra do rio Perdido, Fazenda ADM.","Monocotyledon",NA,"Southern America",NA,"ereta; interior",NA,"24667","auto",NA,NA,NA,NA
"28","2020-02-08 10:18:29-03","NBC","NL-BOTANY","U.1509556","PreservedSpecimen","Plantae","Gramineae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","11","24","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1509556","NL-U1509556","Braziliae Australis, Est. Paraná. Parque Nacional do Iguaçú; rainforest 2 km W. of road to Capanema, S. of Jardinópolis.",NA,"Poales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1509556 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"29","2020-02-08 10:18:29-03","NBC","NL-BOTANY","U.1509557","PreservedSpecimen","Plantae","Gramineae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Calderón CE",NA,"1968","01","03","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1509557","NL-U1509557","Tropical American Grasses, Estado da Guanabara: Rio de Janeiro; Strada de Gávea, próximo a São Conrado.",NA,"Poales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1509557 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"30","2020-02-08 10:18:29-03","NBC","NL-BOTANY","U.1509558","PreservedSpecimen","Plantae","Gramineae","Olyra","fasciculata","Olyra fasciculata","Trin.","Radovancich A",NA,NA,NA,"Schinini A; Marmori GC",NA,"1990","10","13","Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,"NL-U1509558","NL-U1509558",NA,NA,"Poales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1509558 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae","U 0098870",NA,NA
"31","2020-02-08 10:18:29-03","NBC","NL-BOTANY","U.1509559","PreservedSpecimen","Plantae","Gramineae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","11","07","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1509559","NL-U1509559","Brasiliae Australis, Est, Paraná. S.E. of CampoNovo. By road in forest with little Araucaria.",NA,"Poales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1509559 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"32","2020-02-08 10:18:29-03","NBC","NL-BOTANY","U.1509560","PreservedSpecimen","Plantae","Gramineae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Hatschbach GG; Pereira E",NA,"1963","11","15","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1509560","NL-U1509560","Parana (Brasil). Mal. Cand. Rondon. Quatro Portões.",NA,"Poales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1509560 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"33","2020-02-08 10:18:29-03","NBC","NL-BOTANY","U.1509561","PreservedSpecimen","Plantae","Gramineae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","12","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1509561","NL-U1509561","Brasiliae Australis, Est. Paraná. Parque Nacional do Iguaçú; W. bank of Rio Floriano.",NA,"Poales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1509561 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"34","2020-02-08 10:18:29-03","NBC","NL-BOTANY","U.1509562","PreservedSpecimen","Plantae","Gramineae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","12","01","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1509562","NL-U1509562","Brasiliae Australis, Est. Paraná. Parque Nacional do Iguaçú; W. bank of Rio Floriano.",NA,"Poales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1509562 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-02-08 10:18:29-03","NBC","NL-BOTANY","U.1515238","PreservedSpecimen","Plantae","Gramineae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Schunke Vigo J",NA,"1976","12","17","Peru",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1515238","NL-U1515238","Huánuco. Prov.: Huánuco; Dtto.: Chinchao, San Juan de Cocheros.",NA,"Poales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1515238 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"36","2020-02-08 10:18:29-03","NBC","NL-BOTANY","U.1515239","PreservedSpecimen","Plantae","Gramineae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Tamayo F",NA,"1948","01","02","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1515239","NL-U1515239","Estado Lara: En las orillas de la Laguna del Salvajo Guarico.",NA,"Poales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1515239 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"37","2020-02-08 10:18:29-03","NBC","NL-BOTANY","U.1515240","PreservedSpecimen","Plantae","Gramineae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Klug G",NA,"1935","12","01","Peru",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1515240","NL-U1515240","Department of San Martín: Juan Jui, Alto Río Huallaga.",NA,"Poales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1515240 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"38","2020-02-08 10:18:29-03","NBC","NL-BOTANY","WAG.1406973","PreservedSpecimen","Plantae","Gramineae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Calderón CE",NA,"1967","12","30","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1406973","NL-WAG1406973","Estado da Guanabara: Rio de Janeiro; Serra do Corcovado, Sumaré.",NA,"Poales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1406973 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"39","2020-02-08 10:18:29-03","NBC","NL-BOTANY","WAG.1406974","PreservedSpecimen","Plantae","Gramineae","Olyra","fasciculata","Olyra fasciculata","Trin.",NA,NA,NA,NA,"Calderón CE",NA,"1968","01","03","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1406974","NL-WAG1406974","Tropical American Grasses, Estado da Guanabara: Rio de Janeiro; Strada de Gávea, próximo a São Conrado.",NA,"Poales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1406974 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"40","2019-11-21 14:42:50-03","UFJF","CESJ","9550","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","R.M.Pereira","1976","07","12","L. Krieger","CESJ9550","1970","10","31","Brasil","Rio de Janeiro","Itaipava",NA,NA,NA,NA,NA,NA,"CESJ009550",NA,"Vale do Bonsucesso, estrada do Contorno para Petrópolis.","Angiosperma",NA,"América do Sul",NA,"Na mata, até 3 m de altura, flores esverdeadas.",NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:42:50-03","UFJF","CESJ","47535","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","R.P.Oliveira","2003",NA,NA,"O.S. Ribas; F.C.Straube; A. Urben-Filho","5591","2003","10","11","Brasil","Paraná","São Pedro do Ivaí","-51.8563995361328","-23.8652992248535",NA,NA,NA,NA,"CESJ047535",NA,"Fazenda Barbacena","Angiosperma",NA,"América do Sul",NA,"Cespitosa, 2 m, inflorescência creme. Floresta Estacional Semidecídua.",NA,"16604","auto",NA,NA,NA,NA
"42","2021-03-01 16:20:32-03","UNICAMP","UEC","17016","S","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","Oliveira, RP","2003","12",NA,"Müller, C","43","1978","08","15","Brazil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"UEC070423","UEC070423","Corrégo Cambezinho, entre a fazenda Santa ana e a ponto nova do Igapó 3.&nf;Interior da mata grande.","Liliopsida",NA,NA,NA,"Inflorescencia verde claro.",NA,"63728","auto",NA,NA,NA,NA
"43","2021-03-01 16:20:32-03","UNICAMP","UEC","17012","S","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","Clayton, WD","1966",NA,NA,"Hatschbach, G","12929","1965","10","12","Brazil","Paraná","Maringá","-51.9385986328125","-23.4253005981445",NA,NA,NA,NA,"UEC070842","UEC070842","Orto Florestal","Liliopsida",NA,NA,NA,"Caespitosa 1.70 da mata.",NA,"19250","auto",NA,NA,NA,NA
"44","2020-12-04 13:19:38-03","UDESC","LUSC","7956","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","Longui-Wagner, H.M.",NA,NA,NA,"Perri, C.G.",NA,"1986","10","13","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"LUSC005265","LUSC005265","Bosque 2.",NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA
"45","2019-08-16 08:40:37-03","UTFPR","HCF","25225","S","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","C. Silva","2018","06","18","M.G. Caxambu","8071","2018","04","06","Brasil","PR","Céu Azul","-53.669389","-25.075278","53°40'09,8 W","25°04'31 S","722","722",NA,NA,"Parque Nacional do Iguaçu, Nascentes",NA,NA,NA,NA,"erva ca. 1 m, ciófila. Sementes verdes. Margem da trilha.",NA,NA,NA,NA,NA,NA,NA
"46","2019-08-16 08:40:37-03","UTFPR","HCF","24330","S","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","G.A. Dettke","2018","06","19","E.L. Siqueira","2367","2017","11","23","Brasil","PR","Nova Tebas","-51.845444","-24.447528","51°50'43,6 W","24°26'51,1 S","622","622",NA,NA,"Estação Ecológica Municipal João Dasko",NA,NA,NA,NA,"erva ca. 0,60 m, semi-ciófila. Sementes verdes.",NA,NA,NA,NA,NA,NA,NA
"47","2021-02-11 16:53:22-03","UFSM","SMDB","12029","S","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata",NA,"Záchia, R.A",NA,NA,NA,"Záchia, R.A","5663",NA,NA,NA,"Brasil","Rio Grande do Sul","Tavares","-51.0936012268066","-31.2872009277344",NA,NA,NA,NA,"SMDB012029",NA,"Parque Nacional da Lagoa do Peixe, fazenda Boiadei",NA,NA,NA,NA,"Erva; no inteirior da floresta arenosa. Substrato arenoso, bem drenado. Com flores e com frutos. Estames amarelos bem vistosos. Duplicata do ICN 134.580",NA,"26882","auto",NA,NA,NA,NA
"48","2020-12-21 16:40:36-03","MBM","MBM","26373","PreservedSpecimen","Plantae","Poaceae","Olyra","fasciculata","Olyra fasciculata","Trin.","Swallen, J.R.",NA,NA,NA,"Pereira, E.; Hatschbach, G.; Hatschbach, G.","7905",NA,NA,NA,"Brazil","Paraná","Marechal Cândido Rondon","-54.0567016601562","-24.5561008453369",NA,NA,NA,NA,"MBM026373","MBM026373","Quatro Portões",NA,NA,"Southern America",NA,NA,NA,"27823","auto",NA,NA,NA,NA
