"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","individualCount","infraspecificEpithet"
"46","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","26446","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Blanchet, J.S.","3828",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Tamandua, Jacobina","-41.15","-15.1",NA,NA,NA,NA,"BM000934994",NA,"isolectotype",NA,NA,"2009","12",NA,"Dicotyledoneae","-41.15","-15.1",NA,NA,NA,NA
"47","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","26446","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Blanchet, J.S.","3828",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Tamandua, Jacobina","-41.15","-15.1",NA,NA,NA,NA,"G00070171","G00070171","isolectotype",NA,NA,"2009","12",NA,"Dicotyledoneae","-41.15","-15.1",NA,NA,NA,NA
"48","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","26446","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Blanchet, J.S.","3828",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Tamandua, Jacobina","-41.15","-15.1",NA,NA,NA,NA,"G00301658",NA,"isolectotype",NA,NA,"2009","12",NA,"Dicotyledoneae","-41.15","-15.1",NA,NA,NA,NA
"49","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","26446","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Blanchet, J.S.","3828",NA,NA,NA,"Southern America","Brazil","Bahia",NA,"Tamandua, Jacobina","-41.15","-15.1",NA,NA,NA,NA,"GH00310382",NA,"isolectotype",NA,NA,"2009","12",NA,"Dicotyledoneae","-41.15","-15.1",NA,NA,NA,NA
"50","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32349","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Duarte, A.P.","8621","1964","11","27","Southern America","Brazil","Minas Gerais",NA,"Serra da Ouro Preto, para Belo Horizonte",NA,NA,NA,NA,NA,"plantas escandente; flores arroxeadas",NA,NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae",NA,NA,"F2078947",NA,NA,NA
"51","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32351","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Souza, R.; Reis dos Santos, R.","11355","1965","12","17","Southern America","Brazil","Distrito Federal",NA,"Chapada da Contagem, ca. 10 km E of Brasilia (Planalto do Brasil)","-47.933333","-15.616667","1000","1000",NA,"twining vien to 1.5 m long; in wet places in cerrado","E00394026",NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae","-47.933333","-15.616667",NA,NA,NA,NA
"52","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32351","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Souza, R.; Reis dos Santos, R.","11355","1965","12","17","Southern America","Brazil","Distrito Federal",NA,"Chapada da Contagem, ca. 10 km E of Brasilia (Planalto do Brasil)","-47.933333","-15.616667","1000","1000",NA,"twining vien to 1.5 m long; in wet places in cerrado",NA,NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae","-47.933333","-15.616667","MEXU252745",NA,NA,NA
"53","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32352","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Fonseca, S.F. da; Souza, R.; Reis dos Santos, R.; Ramos, J.","27093","1970","03","07","Southern America","Brazil","Minas Gerais",NA,"Joaquim Felício, 8 km W of Joaquim Felicio, Serra do Cabral","-44.220969","-17.783333","1200","1200",NA,"twining herbaceous vine to ca. 3 m long; corolla lavender, stamens yellow; fruit green maturing black-violet; cerrado and low forest among sandstone outcrops, summit grey sandy soil","E00394025",NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae","-44.220969","-17.783333",NA,NA,NA,NA
"54","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32352","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Fonseca, S.F. da; Souza, R.; Reis dos Santos, R.; Ramos, J.","27093","1970","03","07","Southern America","Brazil","Minas Gerais",NA,"Joaquim Felício, 8 km W of Joaquim Felicio, Serra do Cabral","-44.220969","-17.783333","1200","1200",NA,"twining herbaceous vine to ca. 3 m long; corolla lavender, stamens yellow; fruit green maturing black-violet; cerrado and low forest among sandstone outcrops, summit grey sandy soil",NA,NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae","-44.220969","-17.783333",NA,NA,NA,NA
"55","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","34606","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Rambo, B.","31238","1946","02","07","Southern America","Brazil","Rio Grande do Sul",NA,"Vila Oliva, pr. Caxias","-50.886669","-29.224719",NA,NA,NA,"fl. fr. submaturo; in araucarieto aperto",NA,NA,NA,NA,NA,"2008","11",NA,"Dicotyledoneae","-50.886669","-29.224719",NA,NA,NA,NA
"56","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32352","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Fonseca, S.F. da; Souza, R.; Reis dos Santos, R.; Ramos, J.","27093","1970","03","07","Southern America","Brazil","Minas Gerais",NA,"Joaquim Felício, 8 km W of Joaquim Felicio, Serra do Cabral","-44.220969","-17.783333","1200","1200",NA,"twining herbaceous vine to ca. 3 m long; corolla lavender, stamens yellow; fruit green maturing black-violet; cerrado and low forest among sandstone outcrops, summit grey sandy soil",NA,NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae","-44.220969","-17.783333","MEXU252752",NA,NA,NA
"57","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32353","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Puggiari, J.I.","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"sin. loc.",NA,NA,NA,NA,NA,NA,"P00549331",NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"58","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32355","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Puggiari, J.I.","3141","1885","07","08","Southern America","Brazil","São Paulo",NA,"Apiahy, sites de Juan Barbosas, en las Arcias, camino del sitio de Lorenzo de Rosa","-48.8425","-24.509444",NA,NA,NA,NA,"P00549333",NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae","-48.8425","-24.509444",NA,NA,NA,NA
"59","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32677","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Dusén, P.","9379","1910","03","17","Southern America","Brazil","Paraná",NA,"Calmon",NA,NA,"1000","1000",NA,"ad marg. silvae primavae","GH00310385",NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"60","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32677","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Dusén, P.","9379","1910","03","17","Southern America","Brazil","Paraná",NA,"Calmon",NA,NA,"1000","1000",NA,"ad marg. silvae primavae","K000438188",NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"61","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32807","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Grear, J.W.; Souza, R.; Reis dos Santos, R.","18293","1966","07","20","Southern America","Brazil","Distrito Federal",NA,"Planaltina, Planalto do Brasil","-47.663769","-15.640186",NA,NA,NA,"semiscandent herb, the stems to ca. 2 m long; corolla lilac, anthers yellow; gallery forest",NA,NA,NA,NA,NA,"2008","06",NA,"Dicotyledoneae","-47.663769","-15.640186","F1802996",NA,NA,NA
"62","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32807","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Grear, J.W.; Souza, R.; Reis dos Santos, R.","18293","1966","07","20","Southern America","Brazil","Distrito Federal",NA,"Planaltina, Planalto do Brasil","-47.663769","-15.640186",NA,NA,NA,"semiscandent herb, the stems to ca. 2 m long; corolla lilac, anthers yellow; gallery forest","K000196350",NA,NA,NA,NA,"2008","06",NA,"Dicotyledoneae","-47.663769","-15.640186",NA,NA,NA,NA
"63","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32809","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Saint-Hilaire, A. de","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","06",NA,"Dicotyledoneae",NA,NA,"F977149",NA,NA,NA
"64","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32811","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Anonymous","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"sin. loc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","02",NA,"Dicotyledoneae",NA,NA,"F875564",NA,NA,NA
"65","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","34605","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Sehnem, A.","5757","1951","01","28","Southern America","Brazil","Rio Grande do Sul",NA,"Passo do Socorro, Vacaria","-50.930367","-28.510139","800","800",NA,"sarmentum; in silvatico",NA,NA,NA,NA,NA,"2008","11",NA,"Dicotyledoneae","-50.930367","-28.510139",NA,NA,NA,NA
"66","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","34607","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Rambo, B.","51595","1951","12","27","Southern America","Brazil","Rio Grande do Sul",NA,"Passo do Socorro, prope Vacaria","-50.930367","-28.507361",NA,NA,NA,"in araucarieto",NA,NA,NA,NA,NA,"2008","11",NA,"Dicotyledoneae","-50.930367","-28.507361",NA,NA,NA,NA
"67","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","39383","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Riedel, L.","s.n.","1824","01","01","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","10","14","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"68","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","41127","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Blanchet, J.S.","s.n.","1847","01","01","Southern America","Brazil","Bahia",NA,"sin. loc.",NA,NA,NA,NA,NA,"[this specimen is mounted with type of Solanum heteromorphum; it shows very clearly the simple and pinnate leaves from the same stem - see photograph]","G00144852","G00144852",NA,NA,NA,"2009","12",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"69","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","48059","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Irwin, H.S.; Reis dos Santos, R.; Souza, R.; Fonseca, S.F. da","22864","1969","01","29","Southern America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 17 km E of Diamantina, road to Mendanha","-43.503628","-18.141625","1250","1250",NA,NA,NA,NA,NA,NA,NA,"2010","01","01","Dicotyledoneae","-43.503628","-18.141625","2771560",NA,NA,NA
"70","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","48315","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Smith, L.B.; Klein, R.M.","14004","1964","12","15","Southern America","Brazil","Santa Catarina","Ponte Serrada","Ponte Serrada, 94 km W of Joaçaba","-52.083333","-26.866667","700","900",NA,"ruderal",NA,NA,"isoneotype",NA,NA,"2010","01","01","Dicotyledoneae","-52.083333","-26.866667","2492240",NA,NA,NA
"71","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","48316","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Mello Barreto, H.L.","7627","1933","09","02","Southern America","Brazil","Minas Gerais",NA,"Serra do Cipó, k 132","-43.65","-19",NA,NA,NA,NA,"ECON00310404",NA,NA,NA,NA,"2010","01","01","Dicotyledoneae","-43.65","-19",NA,NA,NA,NA
"72","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54292","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Heringer, E.P.","9139","1963","06","10","Southern America","Brazil","Distrito Federal",NA,"Fazenda Vargem Bonita, Brasilia",NA,NA,NA,NA,NA,"planta vistosa; mata ciliar",NA,NA,NA,NA,NA,"2011","02",NA,"Dicotyledoneae",NA,NA,"2544245",NA,NA,NA
"73","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54293","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Hunt, D.R.; Ferreira Ramos, J.","6684","1966","07","19","Southern America","Brazil","Distrito Federal",NA,"Fazenda Vargem Bonita, ca. 10 km south of Brasilia",NA,NA,NA,NA,NA,"gallery forest",NA,NA,NA,NA,NA,"2011","02",NA,"Dicotyledoneae",NA,NA,"2570063",NA,NA,NA
"74","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54294","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Mori, S.A.; Santos, T.S. dos; Thompson, C.B.","11311","1978","11","22","Southern America","Brazil","Bahia","Barra do Choça","Barra do Choça, 3-6 km a E, estrada que liga Barra do Choça a Faz. Roda d'Agua (Rio Catolé)","-40.506267","-14.871064",NA,NA,NA,"trepadeira; corola azul-claro e anteras amarelas",NA,NA,NA,NA,NA,"2011","02",NA,"Dicotyledoneae","-40.506267","-14.871064","2852485",NA,NA,NA
"75","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54295","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Kirkbride Jr, J.H.","5243","1983","04","25","Southern America","Brazil","Distrito Federal",NA,"Córrego Jatobá","-48.1","-15.6","1240","1240",NA,"trepadeira ate 4 m; petalas brancas, androceu amarelo; frutos verdes; mata ciliar seca",NA,NA,NA,NA,NA,"2011","02",NA,"Dicotyledoneae","-48.1","-15.6","3222123",NA,NA,NA
"76","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54298","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Smith, L.B.; Klein, R.","7341","1956","11","06","Southern America","Brazil","Santa Catarina","Campo Alegre","Campo Alegre, 4 km south on road to Jaraguá do Sul","-49.265917","-26.192803","900","1000",NA,"campo and pinheiral",NA,NA,NA,NA,NA,"2011","02",NA,"Dicotyledoneae","-49.265917","-26.192803","2267527",NA,NA,NA
"77","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54299","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Reitz, P.R.; Klein, R.","8510","1959","02","21","Southern America","Brazil","Santa Catarina",NA,"Pinhal da Compania, Lauro Muller-Urussanga","-49.3175","-28.522675","300","300",NA,"erva; flor roxa; pinhal",NA,NA,NA,NA,NA,"2011","03",NA,"Dicotyledoneae","-49.3175","-28.522675","137033",NA,NA,NA
"78","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54299","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Reitz, P.R.; Klein, R.","8510","1959","02","21","Southern America","Brazil","Santa Catarina",NA,"Pinhal da Compania, Lauro Muller-Urussanga","-49.3175","-28.522675","300","300",NA,"erva; flor roxa; pinhal",NA,NA,NA,NA,NA,"2011","03",NA,"Dicotyledoneae","-49.3175","-28.522675","2323793",NA,NA,NA
"79","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","66588","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Pohl, J.B.E.","3627",NA,NA,NA,"Southern America","Brazil",NA,NA,"sin. loc.",NA,NA,NA,NA,NA,NA,"G00301681",NA,NA,NA,NA,"2012","08",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"80","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54623","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Reitz, P.R.; Klein, R.","7040","1958","08","23","Southern America","Brazil","Santa Catarina","Pinhal da Compania","Lauro Muller-Urussanga","-49.317606","-28.522675","300","300",NA,"erva; flor azul; pinhal",NA,NA,NA,NA,NA,"2011","03",NA,"Dicotyledoneae","-49.317606","-28.522675","30817",NA,NA,NA
"81","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54623","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Reitz, P.R.; Klein, R.","7040","1958","08","23","Southern America","Brazil","Santa Catarina","Pinhal da Compania","Lauro Muller-Urussanga","-49.317606","-28.522675","300","300",NA,"erva; flor azul; pinhal",NA,NA,NA,NA,NA,"2011","03",NA,"Dicotyledoneae","-49.317606","-28.522675",NA,NA,NA,NA
"82","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","66643","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Reitz, P.R.; Klein, R.M.","7525","1958","10","25","Southern America","Brazil","Santa Catarina",NA,"Pinhal da Companhia, Lauro Muller-Uruçanga",NA,NA,"300","300",NA,"erva; flor roxa; capoeira",NA,NA,NA,NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,"30771",NA,NA,NA
"83","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","66645","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Paiva, M.R.C.","FUEL-22980","1998","09","01","Southern America","Brazil","Paraná",NA,"Telemaco Borba, Estanção Uvaranal",NA,NA,NA,NA,NA,"erva escandente; flores brancas; frutos inmaduros verdes; pilosidade em toda a planta",NA,NA,NA,NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,"257065",NA,NA,NA
"84","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","66646","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Liebsch, D.","HFC-6597","2003","10","22","Southern America","Brazil","Paraná",NA,"Bituruma, Fazenda Lageado Grande, Remasa No. 615","-51.6","-26.416667",NA,NA,NA,"rastreira flores amarelas e frutos pretos; formação vegetal: FOM",NA,NA,NA,NA,NA,"2010","01","01","Dicotyledoneae","-51.6","-26.416667","299443",NA,NA,NA
"85","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","66647","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Pedersen, T.M.","13742","1984","03","04","Southern America","Brazil","Santa Catarina",NA,"Rio Negrinho",NA,NA,NA,NA,NA,"climbing to about 1.5 m; flowers purplish-violet; berry black; woodland",NA,NA,NA,NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,"96092",NA,NA,NA
"86","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","66649","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Ribas, O.S.; Cordeiro, J.; Poliquesi, C.S.","1154","1996","02","10","Southern America","Brazil","Santa Catarina","Mun. Lajes","Campo do Areião, BR-282",NA,NA,NA,NA,NA,"trepadeira lenhosa; flor alva, anteras amarelas; frutos pretos; orla da mata",NA,NA,NA,NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,"188749",NA,NA,NA
"87","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","66658","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Martius, C.F.P.","821",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Ouro Preto, M. Morro, Villa Rica",NA,NA,NA,NA,NA,NA,"M0171829",NA,"lectotype",NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"88","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","32350","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Hatschbach, G.","42853","1980","03","21","Southern America","Brazil","Minas Gerais","Grão Mogol","Campo de Aviação","-42.8897","-16.5594","1050","1050",NA,"voluvel; flor alva; clareira da mata alta do morro",NA,NA,NA,"67219","auto","2008","02",NA,"Dicotyledoneae",NA,NA,"F1930858",NA,NA,NA
"89","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","32814","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Mello Barreto, H.L.","9549","1937","11","06","Southern America","Brazil","Minas Gerais","Diamantina","Serra dos Cristais","-43.6003","-18.2494",NA,NA,NA,"flor violacea; trepadeira; capoeira, margem do rio",NA,NA,NA,"101169","auto","2008","06",NA,"Dicotyledoneae",NA,NA,"F944790",NA,NA,NA
"90","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54291","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Macedo, A.","2767","1950","12","28","Southern America","Brazil","Minas Gerais","Ouro Preto","Stacoloni","-43.5081","-20.2875",NA,NA,NA,"arbusto meio escandente; fl. azues; da mata",NA,NA,NA,"44599","auto","2011","02",NA,"Dicotyledoneae",NA,NA,"2196932",NA,NA,NA
"91","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54622","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Hatschbach, G.","6348","1959","10","18","Southern America","Brazil","Paraná","Campina Grande do Sul","Taquari de Baixo","-49.0553","-25.3056",NA,NA,NA,"liana; flor lila",NA,NA,NA,"55154","auto","2011","03",NA,"Dicotyledoneae",NA,NA,"21740",NA,NA,NA
"92","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","54300","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Rambo, B.","51897","1952","01","15","Southern America","Brazil","Rio Grande do Sul",NA,"Passo da Guarda, prope Bom Jesus",NA,NA,NA,NA,NA,"in araucarieto reclinatum",NA,NA,NA,NA,NA,"2011","02",NA,"Dicotyledoneae",NA,NA,"2102234",NA,NA,NA
"93","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18625","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Claussen, P.","137","1842","11",NA,"Southern America","Brazil","Rio de Janeiro",NA,"Nova Friburgo","-42.533697","-22.287136",NA,NA,NA,NA,"G00070169","G00070169","isotype",NA,NA,"2009","12",NA,"Dicotyledoneae","-42.533697","-22.287136",NA,NA,NA,NA
"94","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18626","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Saint-Hilaire, A. de","s.n.","1816","01","01","Southern America","Brazil","Minas Gerais",NA,"Serra de Carassa",NA,NA,NA,NA,NA,NA,"P00325623","P00325623",NA,NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"95","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","18628","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viscosissimum","Solanum viscosissimum","Sendtn.","Knapp, S.","Glaziou, A.F.M.","15304","1884","02","22","Southern America","Brazil","Minas Gerais",NA,"Gandarela",NA,NA,NA,NA,NA,NA,"K000196342",NA,NA,NA,NA,"2010","01","01","Dicotyledoneae",NA,NA,NA,NA,NA,NA
