"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","imagecode","maximumElevationInMeters","minimumElevationInMeters","verbatimLongitude","verbatimLatitude","class","previousCatalogNumber","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","424018","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"A. F. M. Glaziou","1887",NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Praia de Copacabana","-43.185248","-22.973184",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648874' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424018",NA,"Magnoliophyta","Asterales","17106","South America","sheet","NY00424018_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","424024","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"J. A. Steyermark","1974","08","28","Venezuela","Falcón",NA,"Distrito Silva: al SE de Chichiriviche, peninsula entre Punta Paradero y Punta Faustino","-68.25","10.92",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424024",NA,"Magnoliophyta","Asterales","110352","South America","sheet",NA,"1","1",NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 16:40:00-03","NY","NYBG","424009","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri",NA,"E. Asplund",NA,NA,NA,"R. M. Klein","1953","03","05","Brazil","Santa Catarina","Itajaí","Praia Braba, Itajaí","-48.644872","-26.946812",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648863' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424009",NA,"Magnoliophyta","Asterales","384","South America","sheet","NY00424009_01","1","1",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","424017","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"D. S. D. de Araújo","1980","12","03","Brazil","Rio de Janeiro","Angra dos Reis","Ilha Grande, Praia do Leste","-44.276633","-23.177927",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648873' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424017",NA,"Magnoliophyta","Asterales","4170","South America","sheet","NY00424017_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","424019","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Praia de Copacabana","-43.185248","-22.973184",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648875' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424019",NA,"Magnoliophyta","Asterales","17106","South America","sheet","NY00424019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 16:40:00-03","NY","NYBG","424014","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri",NA,"J. P. P. Carauta",NA,NA,NA,"A. S. Moreira","1967","02","14","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara. Restinga de Jacarépaguá, km 17 da Av. Sernambetiba (praia)","-43.2075","-22.9031",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424014",NA,"Magnoliophyta","Asterales","48","South America","sheet","NY00424014_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-30 10:27:00-03","NY","NYBG","1758934","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri",NA,NA,NA,NA,NA,"P. da C. Gadelha Neto","2012","02","02","Brazil","Paraíba",NA,"Mataraca. Millennium Inorganic Chemicals Mineração Ltda.","-34.9769","-6.5022",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2038839' target='other'> <mi>dwc_moreinfo</mi></a>","NY01758934",NA,"Magnoliophyta","Asterales","3155","South America","sheet","NY01758934_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","424020","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","1912","01","03","Brazil","Paraná","Guaratuba","Inter Guaratuba","-48.580045","-25.892616",NA,"Pollen sample taken EKS 3/22/67 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424020",NA,"Magnoliophyta","Asterales","13586","South America","sheet","NY00424020_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","424011","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl","G. G. Hatschbach",NA,NA,NA,"L. R. Landrum","1977","11","19","Brazil","Santa Catarina","Barra Velha","Itajuba beach, ca. 8 km south of Barra Velha","-48.67","-26.67",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648866' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424011",NA,"Magnoliophyta","Asterales","2579","South America","sheet","NY00424011_01","3","3",NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 16:40:00-03","NY","NYBG","424012","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri",NA,NA,NA,NA,NA,"J. R. Pirani","1994","12","03","Brazil","Espírito Santo","Sao Mateus","Praia de Guriri","-39.8589","-18.7161",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=648870' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424012",NA,"Magnoliophyta","Asterales","3329","South America","sheet","NY00424012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2423097","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"A. J. Castelo","2012","06","18","Brazil","Rio de Janeiro","Rio de Janeiro","Restinga da Marambaia","-43.6278","-23.0492",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685251' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423097",NA,"Magnoliophyta","Asterales","90","South America","sheet","NY02423097_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:30:48-03","UFRJ","RFA","18288","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"C. Pereira","1977","06","10","Brasil","Espírito Santo","Espírito Santo","Ora Cruz.",NA,NA,NA,NA,"RFA40805",NA,NA,NA,"298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:30:48-03","UFRJ","RFA","33648","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"Machado, N.C.; Konno, T.U.P. ; Fontella-Perreira, J.; Castilhori, M.F.","2008","08","29","Brasil","Rio de Janeiro","Quissamã","PARNA Restinga de Jurubatiba. Dentro do PARNA -RJ, próximo a Lagoa da Barrinha. Ocorre no primeiro cordão de areia","-41.241944","-22.103611",NA,"Subarbustos, distribuídos em aglomerados, forma moitas. Folhas crassas, alternas; flores com pétalas alvas com borda das lacínias membranosas serreadas. Frutos imaturos observados","RFA33583",NA,NA,NA,"37",NA,NA,NA,NA,NA,"41º14'31''W","22º6'13''S",NA,NA,NA,NA,NA
"24","2020-06-29 11:30:48-03","UFRJ","RFA","35782","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"Machado, N.C.; Konno, T.U.P.; Gestinari, L. M.","2008","11","14","Brasil","Rio de Janeiro","Quissamã","PARNA Restinga de Jurubatiba.","-41.241944","-22.103611",NA,NA,"RFA33599",NA,NA,NA,"53",NA,NA,NA,NA,NA,"41º14'31''W","22º6'13''S",NA,NA,NA,NA,NA
"25","2020-06-29 11:30:48-03","UFRJ","RFA","39012","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl","T. U. P. Konno",NA,NA,NA,"T. U. P. Konno; L. M. S. Gestinari; A. Azevedo; J. M. S. Souza","2006","08","18","Brasil","Rio de Janeiro","Quissamã","PARNA Restinga de Jurubatiba. Próximo a Lagoa do Visgueiro, em direção a Barra do Furado","-41.241944","-22.103611",NA,"Subarbusto ca. 1 m de altura, ramos decumbentes, heliófilo, formando moita densa. Folhas crassas, brilhantes. Flores com corola alva, amarelada no tubo. Frutos carnosos, negros. Crescendo no primeiro cordão arenoso. Rara","RFA32725",NA,NA,NA,"890",NA,NA,NA,NA,NA,"41º14'31''W","22º6'13''S",NA,NA,NA,NA,NA
"26","2020-06-29 11:30:48-03","UFRJ","RFA","9441","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"P. Occhioni","1970","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","G. B., Restinga da Marambaia, km 36","-43.2075004577637","-22.9027996063232","57442","Subarbusto, flores alvas, fruto roxo.","RFA40804","auto",NA,NA,"3862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-19 15:44:10-03","UNEB","HUNEB","1867","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","Vahl.",NA,NA,NA,NA,"Guedes, M.L.","1992","08","27","Brasil","Bahia","Mucuri",NA,"-39.5508003234863","-18.0863990783691","78440",NA,"HUNEB0001867","auto","Angiospermae","Florideophycidae","23824",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"28","2021-03-30 12:38:48-03","EAO","IAN","93905","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"IAN093905",NA,"Dicotiledônea",NA,"17107","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:38:48-03","EAO","IAN","94293","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"IAN094293",NA,"Dicotiledônea",NA,"17106","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-01-20 14:40:31-03","UPM","MACK","319","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl","A. C. V. Crestani",NA,NA,NA,"A. C. V. Crestani","2009","08","21","Brasil","SP","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818","37574",NA,NA,"auto",NA,NA,"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:17:36-03","UFBA","ALCB","04181","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","L. & Vahl","Costa, AL","1974","02","02","Costa, AL","1974","02","02","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Praia de Piatã","-38.5","-12.966667",NA,NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA
"32","2019-10-09 11:17:36-03","UFBA","ALCB","04183","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","L. & Vahl","Bastos, CA","2009","01","22","Costa, AL","1974","07","13","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapoan, entre o aeroporto e Stela Maris","-38.5","-12.966667",NA,NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA
"33","2019-10-09 11:17:36-03","UFBA","ALCB","15575","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","L. & Vahl","Bastos, CA","2009","01","22","Costa, AL; Gusmão, EF de; Brito, Y","1975","04","26","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Pr. Freitas Dias","-38.5","-12.966667",NA,NA,NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA
"34","2019-10-09 11:17:36-03","UFBA","ALCB","16801","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","L. & Vahl",NA,"2009","01","22","Guedes, ML","1986","07","07","Brasil","Bahia",NA,"Praia da Mangabeira",NA,NA,NA,"suculenta, com folhas concolor e suculentas. Flores com corola externamente amarela e internamente alva. Frutos imaturos verdes, suculentos.",NA,NA,"Dicotyledon",NA,"1055","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:17:36-03","UFBA","ALCB","23824","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","L. & Vahl","Guedes, ML","1992","08","27","Guedes, ML","1992","08","27","Brasil","Bahia","Mucurí","Extremo Sul","-39.55","-18.083333",NA,"ca. 40 cm de alt. Folhas crassas. Flores singelas, alvas.",NA,NA,"Dicotyledon",NA,NA,"Southern America",NA,NA,NA,NA,"-39.55","-18.083333",NA,NA,NA,NA,NA
"36","2020-02-14 14:10:27-03","UFBA","ALCB","136437","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","L. & Vahl","Guedes, ML","2019","11",NA,"Guedes, ML; Nascimento, AFS","2019","10","20","Brasil","Alagoas","Maceió","Praia do Pontal da Barra.","-36.231111","-10.116111",NA,"suculento. Folhas crassas, concolor.Flores alvas. Frutos imaturos , drupa.","ALCB065945",NA,"Dicotyledon",NA,"31736","Southern America",NA,NA,NA,NA,"-36.231111","-10.116111",NA,NA,NA,NA,NA
"37","2020-02-08 08:52:30-03","NBC","NL-BOTANY","L.2997493","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"Hatschbach GG","1967","11","22","Brazil",NA,NA,"Est. Paraná, Mun. Guaratuba, Barra do Sai.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2997493 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2997493",NA,NA,"Asterales",NA,"Southern America",NA,"NL-L2997493",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 08:52:30-03","NBC","NL-BOTANY","U.1334424","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"Bamps PRJ","1975","12","24","Brazil",NA,NA,"Bresil. Conceição da Barra. Est. Espirito Santo.","-39.733333","-18.583333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1334424 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1334424",NA,NA,"Asterales",NA,"Southern America",NA,"NL-U1334424",NA,NA,"-39.733333","-18.583333","Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 08:52:30-03","NBC","NL-BOTANY","U.1334426","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"Steyermark JA; Manara BJ","1974","08","28","Venezuela",NA,NA,"Estado Falcon: Distrito Silva: al SE de Chichiriviche, peninsula entre Punta Paradero y Punta Faustino.","-68.25","10.916667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1334426 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1334426",NA,NA,"Asterales",NA,"Southern America",NA,"NL-U1334426",NA,NA,"-68.25","10.916667","Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 08:52:30-03","NBC","NL-BOTANY","U.1334427","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"Steyermark JA; Carreño Espinoza V; Manara BJ","1973","09","09","Venezuela",NA,NA,"Estado Sucre: Isla Caracas del Oeste: Parte Noreste, médanos, Playa Miguel.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1334427 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1334427",NA,NA,"Asterales",NA,"Southern America",NA,"NL-U1334427",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 08:52:30-03","NBC","NL-BOTANY","U.1334428","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl",NA,NA,NA,NA,"Steyermark JA; Carreño Espinoza V; Manara BJ","1973","09","09","Venezuela",NA,NA,"Estado Sucre: Isla Caracas del Oeste: Parte Noreste, médanos, Playa Miguel.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1334428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1334428",NA,NA,"Asterales",NA,"Southern America",NA,"NL-U1334428",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-11-04 11:11:16-03","ESALQ","ESA","31400","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumierii","Scaevola plumierii","(L.) Vahl.","Lopes, E. & Carvalho, L.F.",NA,NA,NA,"Correa, J.A.","1977","10","24","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273","53584",NA,"ESA031400","auto","Magnoliophyta",NA,"145.0",NA,NA,"ESA031400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:11:16-03","ESALQ","ESA","87373","PreservedSpecimen","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri",NA,"Souza, V.C.",NA,NA,NA,"Souza, V.C.; Lorenzi, H.; Medeiros-Costa, J.T.","2004","04","18","Brasil","Bahia","Ituberá","Praia de Pratigi. Dunas à beira da praia.","-39.1492004394531","-13.7321996688843","22399","Subarbusto, ca. 50 cm alt., formando touceira; folhas carnosas; corola alva; fruto negro.","ESA087373","auto","Magnoliophyta",NA,"29940.0",NA,NA,"ESA087373",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-07-02 14:02:18-03","JBP","HPL","9011","S","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri",NA,"V.C. Souza","2004","04","18","V.C. Souza, H. Lorenzi et al.","2004","04","18","Brasil","BA","Ituberá","Coletado na Praia de Pratigi; em dunas à beira da praia.","-39.1492","-13.7322","22399",NA,NA,"auto",NA,NA,"29940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-02-15 11:40:19-02","IPA","IPA","7870","S","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl","Falcão, J.I.A.; Egler, W.",NA,NA,NA,"Falcão, J.I.A.; Egler, W.A.; Pereira, E.; Egler, W.A.; Pereira, E.","1954","09","20","Brasil","Alagoas",NA,"Barra Grande",NA,NA,NA,"Flor branca.","IPA0007870",NA,"Plantae",NA,"1176","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-07-26 11:40:02-03","IPA","IPA","44826","S","Plantae","Goodeniaceae","Scaevola","plumieri","Scaevola plumieri","(L.) Vahl","Ataíde, M.","1972",NA,NA,"Ataíde, M.","1972",NA,NA,"Brasil","Alagoas","Maceió","Praia do Pontal da Barra","-35.7352981567383","-9.6658296585083","34538","Arbusto. Flores alvas.","IPA0044826","auto","Plantae",NA,"44826","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
