"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","identifiedBy","recordNumber","continentOcean","preparationType","occurrenceRemarks","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","typeStatus","fieldNumber","class","individualCount","relatedCatalogItem"
"11","2020-06-29 11:31:36-03","UFRJ","RFA","28350","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","H.M. Dias; A.C. Borges","2003","04","06","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga da Marambaia, as margens da estrada que leva à linha 2, na área do Exército","-43.373056","-23.029444","43º22'23''W","23º1'46''S",NA,NA,"RFA53507",NA,NA,NA,"M.C. Souza","21",NA,NA,"Arbusto ca. 3,3 m de altura, heliófilo; folhas opostas com a parte adaxial mais brilhosa do que a parte abaxial; possui estípulas; pecíolos avermelhados; frequente na comunidade; flores brancas entre o pecíolo e o ramo. Coletada como da","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-13 09:20:23-03","UFRJ","RFA","- Carpo 21857","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","G.B. Fontenelle","1987","07","15","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"RFA-Carpo43193",NA,NA,NA,"G.M. Barroso",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:20:23-03","UFRJ","RFA","- Carpo 22954","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Gerusa","1987","09","30","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"RFA-Carpo43273",NA,NA,NA,NA,"10",NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:31:36-03","UFRJ","RFA","17243","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","P. Occhioni","1976","03",NA,"Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"RFA46351",NA,NA,NA,"M. Sobral","7882",NA,NA,"Arbusto de 4 m, copado, flores alvas aromáticas","2001","20726","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:31:36-03","UFRJ","RFA","22954","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.",NA,"1987","09","30","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"RFA46359",NA,NA,NA,NA,NA,NA,NA,"N° 10, carpoteca n° 01",NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:31:36-03","UFRJ","RFA","22955","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"RFA46360",NA,NA,NA,"G. M. Barroso",NA,NA,NA,"N° 21","1988","20726","auto","03","16",NA,NA,NA,NA,NA
"17","2020-11-13 09:20:23-03","UFRJ","RFA","18569","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","C.M. Rizzini; E.M.O. Martins (362)","1978","02","25","Brasil","Rio de Janeiro","Maricá","Barra de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"RFA46353",NA,NA,NA,"G.M. Barroso","44",NA,NA,"Arbusto, flores brancas",NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:36-03","UFRJ","RFA","18570","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","C.M. Rizzini; E.M. Occhioni 361","1978","02","25","Brasil","Rio de Janeiro","Maricá","Barra de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"RFA46370",NA,NA,NA,"M. Sobral","43",NA,NA,"Arbusto. Flores brancas","2001","20726","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:20:23-03","UFRJ","RFA","18571","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","C.M. Rizzini; E.M. Occhioni (360)","1978","02","25","Brasil","Rio de Janeiro","Maricá","Barra de Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"RFA46356",NA,NA,NA,"G.M. Barroso","42",NA,NA,"Arbusto, flores brancas",NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:31:36-03","UFRJ","RFA","21857","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","G. B. Fontenelle","1987","07","15","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"RFA46357",NA,NA,NA,"G. M. Barroso",NA,NA,NA,"Arbusto, frutos na carpoteca",NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:21:12-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Silva, JM","1991","11","04","Brasil","Paraná","Morretes","Prainhas","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Sobral, M","3493","Southern America",NA,"10 m. Fruto imaturo.; da beira do rio.",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:21:12-03","UFBA","ALCB","60406","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Silva, JM","1991","11","04","Brasil","Paraná","Morretes","Prainhas","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"ALCB057837",NA,"Dicotyledon",NA,"Sobral, M","3493","Southern America",NA,"10 m. Fruto imaturo.; da beira do rio.",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:14:29-03","ESALQ","ESA","56892","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Kollmann, L.","1999","03","22","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA056892",NA,"Magnoliophyta",NA,"Mazine, F.F.","2213.0",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 10:56:23-03","ESALQ","ESA","135409","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk","H.F. Uller","2020","10","13","Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,"ESA135409",NA,NA,NA,"M. Souza","427.0",NA,NA,NA,"2014","40069","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:14:29-03","ESALQ","ESA","85314","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk","Silva, J.M.",NA,NA,NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"ESA085314","ESA085314","Magnoliophyta",NA,"Sobral, M.","3493.0",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:29-03","ESALQ","ESA","17401","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Moraes, P.L.R. et al.","1995","01","19","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA017401","ESA017401","Magnoliophyta",NA,"Kawasaki, M.L.","1150.0",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:28-03","ESALQ","ESA","105475","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis",NA,"Aguiar, O.T.","2002","03","13","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA105475","ESA105475","Magnoliophyta",NA,"Aguiar, O.T.",NA,NA,NA,NA,"2002","27904","auto","03","17",NA,NA,NA,NA,NA
"28","2020-11-04 11:14:29-03","ESALQ","ESA","72867","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis",NA,"Hoehne,F.C.","1932","02","01","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA072867","ESA072867","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:29-03","ESALQ","ESA","109444","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis",NA,"Duarte, A.R.",NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109444","ESA109444","Magnoliophyta",NA,NA,"546.0",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"30","2021-01-17 13:47:49-03","MN","R","232024","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Paula-Souza, J. 5979; Zuloaga, F.O.; Morrone, O.; Tsuji, R. & Silveira, M.F.","2006","04","15","Brasil","Rio de Janeiro","Cabo Frio","Praia Seca. Restinga de Massambaba","-42.327778","-22.925","42°19'40W","22°55'30S",NA,NA,"R010033884",NA,NA,NA,"Faria, J.E.Q",NA,NA,NA,NA,"2012",NA,NA,"11",NA,NA,NA,NA,NA,NA
"31","2015-07-02 14:03:12-03","JBP","HPL","5491","S","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis",NA,"H. Lorenzi","2003","11","12","Brasil","RJ","Rio de Janeiro","Coletado em frente a biblioteca.","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,NA,NA,"H. Lorenzi","4161",NA,NA,NA,"2003","57442","auto","11","12",NA,NA,NA,NA,NA
"32","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034148","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","J. M. Silva; E. Barbosa","1998","8","28","Brazil","Parana","Guaratuba","Estrada para a Colonia Limeira","-38.1","-12.7",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","M. Sobral, 1999.","2439",NA,NA,"coor from www.fallingrain.com/world; Arvore, 25m, fruto imaturo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034149","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","J. M. Silva; C.B. Poliquesi, L.A. Ferreira","1998","12","15","Brazil","Parana","Morretes","Serra da Prata, trilha a Torre da Prata.","-48.8167","-25.4667",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","G. Hatschbach, 1999","2708",NA,NA,"coor from www.fallingrain.com/world; Arvore, 20m, fruto amarelo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034150","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","G. Hatschbach","1977","11","11","Brazil","Parana","Morretes","Fartura","-48.8167","-25.4667",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","M. Sobral, 1993.","40502",NA,NA,"coor from www.fallingrain.com/world; Arvore 6m, flores e frutos levemente avermelhados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034147","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","G. Hatschbach; O. S. Ribas","1988","2","4","Brazil","Parana","Morretes","Rio Bonito","-48.8167","-25.4667",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","M. Sobral, 1988.","51869",NA,NA,"In 5 anthers seen, each had 0-1 gland; coor from www.fallingrain.com/world; Arvore 20m, flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:40:03-03","UFJF","CESJ","41545","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","J.M. Silva","1991","11","04","Brasil","Paraná","Morretes","Prainhas","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"CESJ041545",NA,"Angiosperma",NA,"M. Sobral","3493","América do Sul",NA,"árvore, 10m, fruto imaturo. Floresta da beira do rio",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:40:03-03","UFJF","CESJ","39294","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","M. Sobral; D.Attili","1992","01",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica da Juréia - Itatins","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"CESJ039294",NA,"Angiosperma",NA,"M. Sobral","7243","América do Sul",NA,"região de mata atlântica. Arvoreta 4m, em mata a beira do rio Una, flores brancas, casca rugosa",NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:40:03-03","UFJF","CESJ","35101","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","F.C. Favoreto","1932","02","01","Brasil","São Paulo","São Paulo","cultivada no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"CESJ035101",NA,"Angiosperma",NA,"M.L.Kawasaki","s.n.","América do Sul",NA,"árvore, flores brancas","2000","53584","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:36:14-03","UNICAMP","UEC","166830","S","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Núcleo Santa Virgínia, Parcela K.","-45.068333","-23.325278","-45.068333","-23.325278","1068","1093","UEC039853","UEC039853","Magnoliopsida",NA,NA,"276",NA,NA,"K0312 Árvore, ca. 17 m, com frutos.; Floresta Ombrófila Densa Montana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:36:14-03","UNICAMP","UEC","166950","S","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Stefani, EJF; Belinello, R; Galvão, JC","2011","06","30","Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar, Mata Atlântica.","-45.555","-23.588889","-45.555","-23.588889","800","900","UEC018007","UEC018007","Magnoliopsida",NA,"Stefani, EJF","253",NA,NA,"Árvore com 14 m.","2011",NA,NA,"10",NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:36:14-03","UNICAMP","UEC","172396","S","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1997","05","29","Brazil","São Paulo","Ubatuba","Picinguaba, Morro do Corisco.","-44.812222","-23.311111","-44.812222","-23.311111","300","300","UEC016598","UEC016598","Magnoliopsida",NA,NA,"1294",NA,NA,"Árvore 68 com 28m de altura, vegetativo. &nf;Nome popular: esporão de galo.; Mata Atlântica de Encosta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:36:14-03","UNICAMP","UEC","189001","S","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Silva, BG; Castello, ACD; Kataoka, EY; Vidal Junior, JD","2015","02","11","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.986111","-24.070556","-47.986111","-24.070556","800","800","UEC119540","UEC119540","Magnoliopsida",NA,"Mazine, FF","272",NA,NA,"Árvore, 24 m de altura e 42,8 cm de DAP; Floresta Ombrófila Densa","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:36:14-03","UNICAMP","UEC","133962","S","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Urbanetz, C; Mariuza; Domingos; Lelo","2003","10","02","Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Trilha do Mirante.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"145",NA,NA,"Árvore de 30m, como tronco descamante, frutos imatuos verdes passando a amarelos, depois vermelhos.",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-19 14:08:31-03","UFRPE","PEUFR","40051","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","F.C. Hoehne",NA,NA,NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"PEUFR040051",NA,NA,NA,"M.L. Kawasaki",NA,NA,NA,"Árvore; flores brancas","2000","53584","auto",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-06 09:56:39-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Hoehne, F.C.","1932","11","01","Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,"Kawasaki, M.L.","s.n.",NA,NA,"Árvore, flores brancas","2000","53584","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-02-27 12:51:42-03","FURB","FURB","58467","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","04","06","Brasil","Santa Catarina","Alfredo Wagner",NA,"-49.3222223","-27.8116667","-49.3222223","-27.8116667","112","112","FURB58467","FURB58467",NA,NA,"Ribeiro, C.L.","2497",NA,NA,NA,"2019",NA,NA,"12","18",NA,NA,NA,NA,NA
"47","2020-10-14 10:03:22-03","FURB","FURB","1831","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Sobral, M.","1992","02","01","Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia - Itatins.","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"FURB02435","FURB02435",NA,NA,"Sobral, M",NA,NA,NA,"Casca rugosa. Habitat: Floresta Atlântica; Habito: arvoreta; flor branca","1992","21922","auto","02","01",NA,NA,NA,NA,NA
"48","2021-03-16 17:53:52-03","UCS","HUCS","6442","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Hatschbach, G.","1988","02","04","Brasil","Paraná","Morretes","Rio Bonito","-48.834400177002","-25.476900100708",NA,NA,"100","100",NA,NA,"Angiospermae","Myrtales","Sobral, M.","51869",NA,NA,"árvore 20m, flores alvas.; Mata pluvial, encosta de morro","1988","30514","auto",NA,NA,NA,NA,NA,NA,NA
"49","2019-06-27 10:25:51-03","UFES","VIES","4979","S","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Araújo, D.S.D.","1982","08","25","Brasil","Rio de Janeiro","Macaé","Carapebus.","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,"VIES004979","VIES004979",NA,NA,"Barroso, G.M.","5201",NA,NA,NA,"1987","47209","auto",NA,NA,NA,NA,NA,NA,NA
"50","2021-02-12 18:12:19-03","UFES","VIES","2686","S","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Fontenelle, G.B.","1987","09","30","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"VIES002686","VIES002686",NA,NA,"Barroso, G.M.","s.n.",NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"51","2021-02-12 18:12:19-03","UFES","VIES","14191","S","Plantae","Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Kiaersk.","Hoehne, F.C.","1932","02","01","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"VIES014191","VIES014191",NA,NA,"Kawasaki, M.L.","s.n.",NA,NA,NA,"2000","53584","auto",NA,NA,NA,NA,NA,NA,NA
