"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","individualCount","coordinatePrecision","geoFlag","infraspecificEpithet","continentOcean","preparationType","class","fieldNumber","typeStatus"
"54","2021-03-01 16:19:01-03","UNICAMP","UEC","198795","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Romanini, RP","Romanini, RP; Martins, SE","361","2015","09","18","Brazil","Santa Catarina","Apiúna","Estrada Ribeirão Jundiá, saindo do PARNASI. Zonal rural, em rocha, na frente a um sítio.","-49.506111","-27.146667","-49.506111","-27.146667","243","243","UEC167236","UEC167236","2015","09","18","Pétalas amarelas, sépalas vermelhas.; Epífita em barranco, sobre raízes e serrapilheira.","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:19:01-03","UNICAMP","UEC","198785","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Romanini, RP","Romanini, RP; Castello, ACD; Pereira, ASS","426","2017","06","21","Brazil","Paraná","Curitiba","Campus da UFPR, em frente à Biologia, em jardim","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"UEC167173","UEC167173","2017","06","21","Folhas com manchas azul-escuras mais concentradas no ápice, margem fortemente serreada, espinhos pretos. Flores com brácteas, ovário e cálice vermelhos, pétalas amarelas, múcrons pretos.; Erva terrícola, ao sol.","Liliopsida",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"56","2020-10-14 09:59:58-03","FURB","FURB","12779","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Hoeltgebaum, MP","Verdi, M.; Hasckel, R.P. & Klemz, G.","2352","2009","06","15","Brasil","Santa Catarina","Siderópolis","Reserva Biológica Estadual do Aguaí.","-49.6038889","-28.5494444","-49.6038889","-28.5494444","314","314","FURB19190","FURB19190","2009","09","18","Florística IFFSC 57(Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 09:59:58-03","FURB","FURB","14614","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Gasper, AL de","Dreveck, S.; Carneiro, F.E.","1064","2009","09","16","Brasil","Santa Catarina","Itapoá","Rio Sai-Guaçu, comunidade Quinze.","-48.69","-26.01","-48.6900000","-26.0100000","7","7","FURB19191","FURB19191","2009","10",NA,"Florística IFFSC 1074 (Epífita) Habitat: Floresta Ombrófila Densa de Terras Baixas; interior do fragmento Habito: epífita; flor sépala verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 09:59:58-03","FURB","FURB","14688","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Gasper, AL de","Stival-Santos, A.; Legal, E. & Silveira, S.","960","2009","09","25","Brasil","Santa Catarina","Ilhota","Baú.","-48.8711111","-26.8197223","-48.8711111","-26.8197223","106","106","FURB19208","FURB19208","2009","10","10","Florística IFFSC 752 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 09:59:58-03","FURB","FURB","14758","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Schmitt, JL","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","113","2009","09","30","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","13","13","FURB19211","FURB19211","2009","09","16","Epífita IFFSC e8000a (Acima de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: epífita; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 09:59:58-03","FURB","FURB","15592","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Schmitt, JL","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","380","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","FURB19212","FURB19212","2009","10","27","Epífita IFFSC e518a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 09:59:58-03","FURB","FURB","16266","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Schmitt, JL","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","523","2009","11","02","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4977777","-26.9097222","-49.4977777","-26.9097222","788","788","FURB19195","FURB19195","2009","11","02","Epífita IFFSC e689a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-14 09:59:58-03","FURB","FURB","16949","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Cadorin, TJ","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","729","2009","11","23","Brasil","Santa Catarina","Blumenau","Área Virgem do Parque Nacional da Serra do Itajaí.","-49.1394444","-27.0969444","-49.1394444","-27.0969444","660","660","FURB19188","FURB19188","2009","11","23","Epífita IFFSC e578a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-08 08:50:39-03","FURB","FURB","17358","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.",NA,"Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","829","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576","FURB19189","FURB19189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 09:59:58-03","FURB","FURB","17511","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Rodrigues, AV","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","566","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","FURB19223","FURB19223","2010","08","10","Epífita IFFSC e993a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 09:59:58-03","FURB","FURB","18123","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Bonnet, A","Dreveck, S.; Carneiro, F.E.","1220","2009","10","31","Brasil","Santa Catarina","São Francisco do Sul","Itapema.","-48.6","-26.28","-48.6000000","-26.2800000","3","3","FURB19216","FURB19216","2010","02","03","Florística IFFSC 1031 (Epífita) Habitat: Floresta Ombrófila Densa de Terras Baixas; interior do fragmento Habito: epífita; flor sépalas vermelhas e verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-14 09:59:58-03","FURB","FURB","18197","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Bonnet, A","Dreveck, S.; Carneiro, F.E.","1507","2009","12","08","Brasil","Santa Catarina","Corupá","Rio Mandioca.","-49.3202778","-26.3705556","-49.3202778","-26.3705556","368","368","FURB19194","FURB19194","2010","02","03","Florística IFFSC 992 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: epífita; flor escapo floral laranja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-14 09:59:58-03","FURB","FURB","18202","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Bonnet, A","Dreveck, S.; Carneiro, F.E.","1394","2009","11","24","Brasil","Santa Catarina","Corupá","Sertãozinho.","-49.41","-26.3697223","-49.4100000","-26.3697223","857","857","FURB19193","FURB19193","2010","02","03","Florística IFFSC 991 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor escapo floral vermelho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-10-14 09:59:58-03","FURB","FURB","18529","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Schmitt, J","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","773","2009","12","09","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","445","445","FURB19214","FURB19214","2010","01","25","Epífita IFFSC e142a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-14 09:59:58-03","FURB","FURB","20605","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Costa, A","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1180","2010","02","02","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","770","770","FURB19221","FURB19221","2010","09","29","Forófito 8. Epífita IFFSC e1025a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita; flor inflorescência laranja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-14 09:59:58-03","FURB","FURB","22457","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1469","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","317","317","FURB19215","FURB19215","2010","03","10","Epífita IFFSC e8003a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita; Fruto amarela;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-10-14 09:59:58-03","FURB","FURB","22585","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1705","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","46","46","FURB19219","FURB19219","2010","03","16","Florística IFFSC e8006a (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 09:59:58-03","FURB","FURB","22790","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Schmitt, J","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","812","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","Braço do Solão.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","FURB19213","FURB19213","2010","04","07","Epífita IFFSC e518b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; Fruto verde; flor bráctea vermelha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 09:59:58-03","FURB","FURB","22914","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Venda, AKL","Stival-Santos, A.; Legal, E. & Silveira, S.","2053","2010","03","13","Brasil","Santa Catarina","Florianópolis","Rua: Servidão Marcelino Antônio Nunes, Bairro Vargem do Bom Jesus.","-48.4197223","-27.4513889","-48.4197223","-27.4513889","147","147","FURB19222","FURB19222","2010","11","09","Florística IFFSC 392 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: terrícola; flor brácteas rosas, sépalas salmão, flores amarelas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-14 09:59:58-03","FURB","FURB","23616","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1861","2010","04","07","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","13","13","FURB19209","FURB19209","2010","04","07","Epífita IFFSC e8000b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: epífita; Fruto amarelo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-14 09:59:58-03","FURB","FURB","24204","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Schmitt, JL","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","1760","2010","03","29","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4977777","-26.9097222","-49.4977777","-26.9097222","788","788","FURB19200","FURB19200","2010","03","29","Forófito 17. Epífita IFFSC e689b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; Fruto amarela;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-14 09:59:58-03","FURB","FURB","24840","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Schmitt, J","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","1999","2010","04","23","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","445","445","FURB19197","FURB19197","2010","05","13","Epífita IFFSC e142b (Acima de 4m) - sobre forófito 6 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; Fruto amarela; flor bráctea verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-14 09:59:58-03","FURB","FURB","25240","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Gasper, AL de","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4537","2010","04","28","Brasil","Santa Catarina","Garopaba","Morro da Ressacada.","-48.69","-28.08","-48.6900000","-28.0800000","147","147","FURB19192","FURB19192","2010","05","26","Florística IFFSC 175 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 09:59:58-03","FURB","FURB","25360","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Verdi, M","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4583","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","Laranjal.","-48.78","-28.08","-48.7800000","-28.0800000","126","126","FURB19196","FURB19196","2010","04","30","Florística IFFSC 174 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-10-14 09:59:58-03","FURB","FURB","25751","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2045","2010","05","06","Brasil","Santa Catarina","Joinville","Serra Dona Francisca.","-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576","FURB19206","FURB19206","2010","06","08","Epífita IFFSC e1048b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-10-14 09:59:58-03","FURB","FURB","25843","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Rodrigues, AV","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2157","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","FURB19198","FURB19198","2010","07","22","Epífita IFFSC e993b (Acima de 4m). Forófito 6. Fruto em desenvolvimento. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto laranja;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-14 09:59:58-03","FURB","FURB","26407","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2502","2010","05","29","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","770","770","FURB19205","FURB19205","2010","05","29","Forófito 6. Epífita IFFSC e1025b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita de arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-14 09:59:58-03","FURB","FURB","28057","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Bonnet, A","Korte, A.; Kniess, A.","2737","2010","04","14","Brasil","Santa Catarina","José Boiteux","Rio Laeisz.","-49.5886111","-26.9119444","-49.5886111","-26.9119444","823","823","FURB19204","FURB19204","2010","08","25","Florística IFFSC 688 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-10-14 09:59:58-03","FURB","FURB","28062","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Bonnet, A","Dreveck, S.; Carneiro, F.E.","2066","2010","04","08","Brasil","Santa Catarina","Araquari","Canudo / WEG Floresta.","-48.6888889","-26.5525","-48.6888889","-26.5525000","10","10","FURB19203","FURB19203","2010","08","25","Florística IFFSC 913 Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Médio; interior do fragmento Habito: flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-14 09:59:58-03","FURB","FURB","28069","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Bonnet, A","Dreveck, S.","2172","2010","05","04","Brasil","Santa Catarina","Doutor Pedrinho","Ribeirão Rigo.","-49.4997222","-26.73","-49.4997222","-26.7300000","600","600","FURB19224","FURB19224","2010","08","25","Florística IFFSC 802 Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: flor escapo floral amarelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-10-14 09:59:58-03","FURB","FURB","28142","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Bonnet, A","Stival-Santos, A.; Legal, E. & Silveira, S.","3134","2010","06","23","Brasil","Santa Catarina","Águas Mornas","rio Cubatão.","-48.9608333","-27.8097222","-48.9608333","-27.8097222","620","620","FURB01075","FURB01075","2010","08","25","Florística IFFSC 253 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: epífita; flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-10-14 09:59:58-03","FURB","FURB","28165","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Bonnet, A","Dreveck, S.","2351","2010","07","13","Brasil","Santa Catarina","Rio dos Cedros","Rio Mergulhão.","-49.41","-26.55","-49.4100000","-26.5500000","914","914","FURB19218","FURB19218","2010","08","25","Florística IFFSC 905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-10-14 09:59:58-03","FURB","FURB","28166","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Bonnet, A","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2778","2010","06","22","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","46","46","FURB19217","FURB19217","2010","08","25","Florística IFFSC e8006b (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-10-14 09:59:58-03","FURB","FURB","32635","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Verdi, M","Verdi, M.; Caglioni, E. & Martins, E.M.","5258","2010","08","10","Brasil","Santa Catarina","Apiúna","Anta Gorda.","-49.4122222","-27.1788889","-49.4122222","-27.1788889","783","783","FURB19220","FURB19220","2010","11","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-10-14 09:59:58-03","FURB","FURB","32774","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Romanini, R.P.","Verdi, M.; Martins, E.M. & Veiga, O.N.","5575","2010","08","27","Brasil","Paraná","Guaratuba","Morro dos Perdidos / APA Estadual de Guaratuba.","-48.9666667","-25.8688889","-48.9666667","-25.8688889","954","954","FURB19435","FURB19435","2017","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-10-14 09:59:58-03","FURB","FURB","33752","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Uribbe, FP","Dreveck, S.; Verdi, M.","2524","2010","10","14","Brasil","Santa Catarina","São Bento do Sul","Braço Esquerdo - APA Rio Vermelho/Humbold.","-49.2366666","-26.3669445","-49.2366666","-26.3669445","334","334","FURB19201","FURB19201","2011","10","27","Plano de Manejo APA do Rio Vermelho/Humbold Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor bráctea vermelha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-10-14 09:59:58-03","FURB","FURB","33840","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Uribbe, FP","Dreveck, S.; Verdi, M.","2551","2010","10","10","Brasil","Santa Catarina","São Bento do Sul","Serra do Rio Natal - APA Rio Vermelho/Humbold.","-49.3138889","-26.3311111","-49.3138889","-26.3311111","674","674","FURB19202","FURB19202","2011","10","27","Plano de Manejo APA do Rio Vermelho/Humbold Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: epífita; flor bráctea vermelha e flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-10-14 09:59:58-03","FURB","FURB","35107","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Schmitt, JL","Schmitt, J.L.","3194","2011","05","12","Brasil","Santa Catarina","Corupá",NA,"-49.3505556","-26.4183334","-49.3505556","-26.4183334","292","292","FURB19207","FURB19207","2011","06","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-10-14 09:59:58-03","FURB","FURB","35998","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Cadorin, TJ","Cadorin, T.J.; Oliveira, C.P.L.","3268","2011","04","30","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.1522222","-26.3141667","-49.1522222","-26.3141667","413","413","FURB19210","FURB19210","2011","04","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-08 08:50:39-03","FURB","FURB","3633","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Gasper, AL de","Grippa, C.R.",NA,"2003","03","15","Brasil","Santa Catarina","Indaial","Morro Geisler.","-49.2230556","-26.8966666","-49.2230556","-26.8966666",NA,NA,"FURB19199","FURB19199","2012","07","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-10-14 09:59:58-03","FURB","FURB","50887","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Caglioni, E","Caglioni, E.; Junckes, A.R.","451","2015","01","21","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú.","-48.9338889","-26.8033333","-48.9338889","-26.8033333","540","540","FURB50887","FURB50887","2015","01","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-14 09:59:58-03","FURB","FURB","55366","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Marascalchi, M.N.","Marascalchi, N.M.","14","2017","09","02","Brasil","Santa Catarina","São Francisco do Sul","Proximidades do forte Marechal Luz.","-48.5302778","-26.1663889","-48.5302778","-26.1663889","64","64","FURB55366","FURB55366","2017","10","31","Flores amareladas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-10-14 09:59:58-03","FURB","FURB","9041","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Hoeltgebaum, MP","Godoy, M.B.; Verdi, M. & Dreveck, S.","65","2007","12","12","Brasil","Santa Catarina","Itaiópolis","Moema.","-49.7708334","-26.55","-49.7708334","-26.5500000","943","943","FURB19187","FURB19187","2008","08","26","Forófito IFFSC 901/N/20. Planta:4. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-10-14 09:59:58-03","FURB","FURB","60690","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","Barboza, E.","Engels, M.E.; Imig, D.C.; Nunes, M.G.","2499","2014","05","29","Brasil","Paraná","Guaratuba","Serra do Mar.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"FURB60690","FURB60690","2015","02","12","folhas verdes com bainharoxa azulada. espinhos negros, ápice roxo nigrescente. flores com sépalas vermelhas e pétalas amarelas. Habitat: Floresta Ombrófila Densa Habito: Epífita",NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"99","2019-09-13 16:53:11-03","UTFPR","HCF","29302","S","Plantae","Bromeliaceae","Aechmea","caudata","Aechmea caudata","Lindm.","T.J. Cadorin","T.J. Cadorin","2502","2010","05","29","Brasil","SC","Joinville","Rio Manso","-49.14","-26.28","49°08'24 W","26°16'48 S","770","770",NA,NA,"2010","05","29","epífita de arbórea. Fruto verde. Em estágio primário.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
