"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","sex"
"330","2019-11-08 08:50:45-03","FURB","FURB","17921","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Rodrigues, AV","2010","07","22","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576",NA,"FURB19758","FURB19758","868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2020-10-14 10:00:11-03","FURB","FURB","18087","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Forzza, RC","2010","11","09","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","11","17","Brasil","Santa Catarina","Brusque","Barracão.","-48.8697223","-27.0055556","-48.8697223","-27.0055556","45","45","Florística IFFSC 639 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita; Fruto cinza; flor brácteas verdes","FURB19710","FURB19710","1207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2020-10-14 10:00:11-03","FURB","FURB","18095","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bonnet, A","2010","02","03","Dreveck, S.; Carneiro, F.E.","2009","10","17","Brasil","Santa Catarina","Joinville","Piraberaba - Rio da Prata.","-48.96","-26.19","-48.9600000","-26.1900000","15","15","Florística IFFSC 1049 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita; flor rosa forte","FURB19804","FURB19804","1172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2020-10-14 10:00:11-03","FURB","FURB","18110","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bonnet, A","2010","02","03","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","11","03","Brasil","Santa Catarina","Criciúma","Bairro Universitário (Próximo a Unesc).","-49.4091667","-28.7091667","-49.4091667","-28.7091667","50","50","Florística IFFSC 41 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor roxa","FURB19800","FURB19800","2923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2020-10-14 10:00:11-03","FURB","FURB","18115","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bonnet, A","2010","02","03","Korte, A.; Kniess, A.","2009","11","05","Brasil","Santa Catarina","Leoberto Leal","Rio Feijão.","-49.2305556","-27.4502778","-49.2305556","-27.4502778","850","850","Florística IFFSC 384 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor rosa","FURB19698","FURB19698","732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2020-10-14 10:00:11-03","FURB","FURB","18117","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bonnet, A","2010","02","03","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","10","17","Brasil","Santa Catarina","Timbé do Sul","Vila Belmiro.","-49.86","-28.8","-49.8600000","-28.8000000","360","360","Florística IFFSC 28 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB19810","FURB19810","2780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2020-10-14 10:00:11-03","FURB","FURB","18119","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bonnet, A","2010","02","03","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","11","19","Brasil","Santa Catarina","Siderópolis","Serrinha.","-49.59","-28.62","-49.5900000","-28.6200000","479","479","Epífita IFFSC e47a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; Fruto seco;","FURB19697","FURB19697","643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2020-10-14 10:00:11-03","FURB","FURB","18122","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bonnet, A","2010","02","03","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","12","11","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","203","203","Epífita IFFSC e37a (Acima de 4m), forófito 6 e 7. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB19699","FURB19699","961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2020-10-14 10:00:11-03","FURB","FURB","18526","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Schmitt, J","2010","01","25","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","12","09","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","445","445","Epífita IFFSC e142a (Abaixo de 4m) - Forófito 1 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB19783","FURB19783","792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2020-10-14 10:00:12-03","FURB","FURB","18784","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Korte, A","2009","11","10","Korte, A.; Kniess, A.","2009","11","10","Brasil","Santa Catarina","Presidente Nereu","Rio Novo.","-49.2305556","-27.1802778","-49.2305556","-27.1802778","617","617","Florística IFFSC 518 Florística IFFSC 518 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor rosa","FURB19807","FURB19807","901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-10-14 10:00:12-03","FURB","FURB","19061","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Schmitt, J","2010","01","25","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2009","11","06","Brasil","Santa Catarina","Vitor Meireles","Pratinha.","-49.8591667","-26.7294445","-49.8591667","-26.7294445","590","590","Epífita IFFSC e798a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor bráctea rosa","FURB19813","FURB19813","590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2020-10-14 10:00:12-03","FURB","FURB","19273","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Korte, A","2010","01","25","Korte, A.; Kniess, A.","2009","12","01","Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras.","-49.3211111","-27.6313889","-49.3211111","-27.6313889","942","942","Florística IFFSC 311 (Epífita) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; interior do fragmento Habito: epífita; flor com haste floral rosa","FURB19702","FURB19702","1195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2020-10-14 10:00:12-03","FURB","FURB","19645","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bonnet, A","2010","08","23","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","02","19","Brasil","Santa Catarina","Lauro Muller","Rio Oratório/Cabo Aereo.","-49.4997222","-28.35","-49.4997222","-28.3500000","449","449","Florística IFFSC 95 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita;","FURB19788","FURB19788","3665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2020-10-14 10:00:12-03","FURB","FURB","20495","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Costa, A","2010","09","29","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","22","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275","-50.1322223","-27.2750000","1131","1131","Forófito 11. Epífita IFFSC e456B (Acima de 4m) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: epífita de arbórea;","FURB19795","FURB19795","1473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2020-10-14 10:00:12-03","FURB","FURB","20505","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Costa, A","2011","10","03","Korte, A.; Kniess, A.","2010","02","25","Brasil","Santa Catarina","Rio do Campo","Tamanduá.","-50.1291667","-26.9086111","-50.1291667","-26.9086111","733","733","Florística IFFSC 682 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB19688","FURB19688","2044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2020-10-14 10:00:12-03","FURB","FURB","20617","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Costa, A","2010","09","29","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2010","01","27","Brasil","Santa Catarina","Treviso","Cirenaica.","-49.4972222","-28.5291667","-49.4972222","-28.5291667","197","197","Florística IFFSC 58 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB19769","FURB19769","3429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2020-10-14 10:00:12-03","FURB","FURB","20688","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Cadorin, TJ","2010","02","23","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","02","23","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.4755556","-27.5766667","-48.4755556","-27.5766667","444","444","Forófito 1 e 2. Epífita IFFSC e8004a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB19753","FURB19753","1367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2020-10-14 10:00:12-03","FURB","FURB","21172","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bonnet, A","2010","08","23","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2010","01","26","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.5852777","-26.7275","-49.5852777","-26.7275000","785","785","Epífita IFFSC e801a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;","FURB19794","FURB19794","1029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2020-10-14 10:00:12-03","FURB","FURB","21233","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Schmitt, J","2010","03","15","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","28","Brasil","Santa Catarina","Imaruí","Forquilinha.","-48.8697223","-28.1647222","-48.8697223","-28.1647222","666","666","Epífita IFFSC e148a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;","FURB19801","FURB19801","1084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2020-10-14 10:00:12-03","FURB","FURB","21274","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Schmitt, J","2010","03","15","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","01","26","Brasil","Santa Catarina","São Martinho","Chicão.","-48.87","-28.08","-48.8700000","-28.0800000","526","526","Epífita IFFSC e173a (Acima de 4m) - sobre forófito 3 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; flor bráctea verde","FURB19808","FURB19808","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2020-10-14 10:00:12-03","FURB","FURB","21597","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Schmitt, JL","2010","02","17","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","02","17","Brasil","Santa Catarina","Rio do Sul","Fazenda Mirador.","-49.59","-27.09","-49.5900000","-27.0900000","787","787","Epífita IFFSC e573a (Abaixo de 4m) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado Habito: epífita de arbórea;","FURB19805","FURB19805","1362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2020-10-14 10:00:12-03","FURB","FURB","21637","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Korte, A","2010","02","18","Korte, A.; Kniess, A.","2010","02","18","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1305556","-27.0002778","-50.1305556","-27.0002778","802","802","Florística IFFSC 625 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB19806","FURB19806","1887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2020-10-14 10:00:12-03","FURB","FURB","21643","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Cadorin, TJ","2010","02","16","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249","Epífita IFFSC e8001b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB19712","FURB19712","1319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2020-10-14 10:00:12-03","FURB","FURB","22474","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Cadorin, TJ","2010","03","30","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","12","Brasil","Santa Catarina","Florianópolis","Vargem Grande.","-48.43","-27.4791667","-48.4300000","-27.4791667","211","211","Epífita IFFSC e8005a (Acima de 4m) - sobre forófito 7 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB19755","FURB19755","1598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2020-10-14 10:00:12-03","FURB","FURB","23301","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Schmitt, J","2010","04","20","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2010","04","06","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","Epífita IFFSC e466b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde;","FURB19756","FURB19756","1921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2020-10-14 10:00:12-03","FURB","FURB","23607","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Cadorin, TJ","2010","04","07","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","04","07","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","13","13","Epífita IFFSC e8000b (Acima de 4m), forófito 1. Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: epífita de liana;","FURB19809","FURB19809","1848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2020-10-14 10:00:12-03","FURB","FURB","23702","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Venda, AKL","2010","11","25","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","12","Brasil","Santa Catarina","São Bonifácio","Rio Sete.","-48.9608333","-28.0805556","-48.9608333","-28.0805556","332","332","Florística IFFSC 172 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB19787","FURB19787","4388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-10-14 10:00:12-03","FURB","FURB","24201","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Schmitt, JL","2010","03","29","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2010","03","29","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4977777","-26.9097222","-49.4977777","-26.9097222","788","788","Epífita IFFSC e689b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de tronco caído; Fruto verde;","FURB19754","FURB19754","1746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-10-14 10:00:12-03","FURB","FURB","24256","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Cadorin, TJ","2010","03","30","Cadorin, T.J.; Oliveira, C.P.L. & Boing, E.","2010","03","30","Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36","-48.7800000","-27.3600000","440","440",NA,"FURB19711","FURB19711","1755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2020-10-14 10:00:12-03","FURB","FURB","24639","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Korte, A","2010","04","14","Korte, A.; Kniess, A.","2010","04","14","Brasil","Santa Catarina","José Boiteux","Rio Laeisz.","-49.5886111","-26.9119444","-49.5886111","-26.9119444","823","823","Florística IFFSC 688 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB19693","FURB19693","2763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2019-11-08 08:50:45-03","FURB","FURB","24763","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Cadorin, TJ","2010","05","06","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","2010","05","06","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576",NA,"FURB19798","FURB19798","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-10-14 10:00:12-03","FURB","FURB","25447","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Korte, A","2010","05","28","Korte, A.; Kniess, A.","2010","05","07","Brasil","Santa Catarina","Pouso Redondo","Alto Pombinhas.","-50.0416666","-27.2705556","-50.0416666","-27.2705556","475","475","Florística IFFSC 457 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: epífita;","FURB19799","FURB19799","3161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-10-14 10:00:12-03","FURB","FURB","25461","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Schmitt, J","2010","05","28","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","05","13","Brasil","Santa Catarina","Praia Grande","Serra do Faxinal.","-50.0227778","-29.1788889","-50.0227778","-29.1788889","958","958","Epífita IFFSC e8008a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde;","FURB19757","FURB19757","2211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-10-14 10:00:12-03","FURB","FURB","27878","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Cadorin, TJ","2010","06","24","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","06","24","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","317","317","Epífita IFFSC e8003b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita em galho caido;","FURB19762","FURB19762","2824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2020-10-14 10:00:12-03","FURB","FURB","28052","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bonnet, A","2010","08","25","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","04","27","Brasil","Santa Catarina","Praia Grande","Trilha do Rio do Boi.","-50.0744445","-29.205","-50.0744445","-29.2050000","330","330","Epífita IFFSC e01a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto seco;","FURB19761","FURB19761","2112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2020-10-14 10:00:12-03","FURB","FURB","28053","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bonnet, A","2010","08","25","Verdi, M.; Souza, N.L. de & Klemz, G.","2010","03","15","Brasil","Santa Catarina","Orleans","Brusque do Sul.","-49.4119444","-28.2597222","-49.4119444","-28.2597222","309","309","Florística IFFSC 118 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB19774","FURB19774","3965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2020-10-14 10:00:12-03","FURB","FURB","28058","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bonnet, A","2010","08","25","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2010","04","24","Brasil","Santa Catarina","Angelina","Barra Clara.","-49.14","-27.54","-49.1400000","-27.5400000","630","630","Florística IFFSC 347 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita;","FURB19773","FURB19773","2557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-10-14 10:00:12-03","FURB","FURB","28063","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bonnet, A","2010","08","25","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","03","29","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4977777","-26.9097222","-49.4977777","-26.9097222","788","788","Epífita IFFSC e689b (Acima de 4m), forófito 17. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto verde;","FURB19772","FURB19772","1773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-10-14 10:00:12-03","FURB","FURB","28137","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Bonnet, A","2010","08","25","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2010","05","19","Brasil","Santa Catarina","Águas Mornas","Vargem Grande.","-48.8713889","-27.7188889","-48.8713889","-27.7188889","250","250","Florística IFFSC 285 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita;","FURB19775","FURB19775","2774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2020-10-14 10:00:12-03","FURB","FURB","28375","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Cadorin, TJ","2010","08","25","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","06","19","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.4755556","-27.5766667","-48.4755556","-27.5766667","444","444","Epífita IFFSC e8004b (Acima de 4m) - sobre os forófitos 9 e 10 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB19714","FURB19714","2686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-10-14 10:00:12-03","FURB","FURB","28527","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Verdi, M","2010","08","25","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","06","10","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo/Parque Estadual da Serra do Tabuleiro.","-48.7558333","-27.8933333","-48.7558333","-27.8933333","295","295","Florística IFFSC 226 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio mosaicos de inicial, médio a avançado; interior do fragmento Habito: epífita; flor rosa","FURB19760","FURB19760","4960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2020-10-14 10:00:12-03","FURB","FURB","28815","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","geminiflora","Tillandsia geminiflora","Brongn.","Schmitt, JL","2010","09","22","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","09","Brasil","Santa Catarina","Rio do Sul","Fazenda Mirador.","-49.59","-27.09","-49.5900000","-27.0900000","787","787","Epífita IFFSC e573b (Acima de 4m) - sobre forófito 10 Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto seco;","FURB19789","FURB19789","2724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
