"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"13","2020-11-04 11:12:11-03","ESALQ","ESA","40421","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil.",NA,"Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","87.0","1997","12","12",NA,"Brasil","São Paulo","Rio Verde. Estrada Itararé - Capão Bonito. Campo úmido-cerrado, margem do rio",NA,NA,NA,"Erva de 0,03m. Flores amarelas.","ESA040421",NA,"P.M. Gonella","Bom Sucesso de Itararé","-491.219","-240.514",NA,NA,NA,NA,NA,"-491,219","-240,514",NA,NA,NA,NA
"14","2020-11-04 11:12:11-03","ESALQ","ESA","23956","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil.",NA,"Miyagi, P.H.; Zandoval, J.A.; Souza, J.P.","347.0","1995","02","11",NA,"Brasil","São Paulo","Estrada Itararé - Bonsucesso de Itararé, ca. 10 Km de Itararé.",NA,NA,NA,"Herbáceae, flores amarelas","ESA023956",NA,"P.M. Gonella","Itararé","-491.616","-241.138",NA,NA,NA,NA,NA,"-491,616","-241,138",NA,NA,NA,NA
"15","2020-11-04 11:12:11-03","ESALQ","ESA","60194","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Souza, V.C. ; Souza, J.P.","22195.0","1999","03","14",NA,"Brasil","Minas Gerais","Estrada Diamantina - Conselheiro Mata, 3 - 6 Km da estrada Diamantina - Gouveia. Campo rupestre.",NA,NA,NA,"Erva; flores amarelas.","ESA060194","ESA060194","Gonella, P.M.","Diamantina","-43.6002998352051","-18.2493991851807",NA,"2011","03","31",NA,NA,NA,"101169","auto",NA,NA
"16","2020-11-04 11:12:11-03","ESALQ","ESA","113779","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil.",NA,"Bosquetti, L.B.","534.0","2007","03","23",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,"ESA113779","ESA113779","P.M. Gonella","Cocalzinho de Goiás","-48.7757987976074","-15.7944002151489",NA,NA,NA,NA,NA,NA,NA,"56114","auto",NA,NA
"17","2020-11-04 11:12:11-03","ESALQ","ESA","94088","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Souza, V.C.; Romão, G.O.; Rodrigues, C.D.N.; Dantas, A.P.T.","32134.0","2006","02","16",NA,"Brasil","Paraná","Rodovia PR 151, km 235, próximo à divisa com Piraí do Sul. Campo alagável.",NA,NA,NA,"Erva; flores amarelas.","ESA094088","ESA094088","Gonella, P.M.","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA
"18","2020-11-04 11:12:11-03","ESALQ","ESA","97718","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32616.0","2007","02","18",NA,"Brasil","Minas Gerais","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha para a Cachoeira Bonita. Beira de córrego pedregoso em área de cerrado. 680 m.s.m.","680","680",NA,"Erva; corola amarela.","ESA097718",NA,"Gonella, P.M.","Santana do Pirapama.",NA,NA,NA,"2011","03","31",NA,"-43,776,389","-18,977,778",NA,NA,NA,NA
"19","2020-11-04 11:12:11-03","ESALQ","ESA","113445","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil.",NA,"Bosquetti, L.B.","534.0","2007","02","09",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,"ESA113445",NA,"P.M. Gonella","Cocalzinho de Goiás","-48.7757987976074","-15.7944002151489",NA,NA,NA,NA,NA,NA,NA,"56114","auto",NA,NA
"20","2021-03-31 13:40:25-03","MN","R","232503","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A. St.-Hil. & Girard",NA,"Donza, A. 176; Bove, C.P.; Philbrick, C.T. & Philbrick, P.",NA,"2012","06","30",NA,"Brasil","Bahia","PARNA Chapada Diamantina",NA,NA,NA,NA,NA,NA,"Donza, A.","Abaíra",NA,"-13.329639",NA,"2012","06","30",NA,"41º51'13,1W","13º19'46,7S",NA,NA,NA,NA
"21","2021-04-07 11:45:20-03","UFMS","CGMS","13445","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"V.J. Pott; A. Pott; A.C.M Cristaldo; S. Aragaki","6773","2004","03","28",NA,"Brasil","Mato Grosso do Sul","Fazenda Pouso Frio, Córrego Pouso Frio, cerca de 700 m da nascente (Rio Aporé).","800","800",NA,"Flor amarela. Presença de algas filamentosas. Afloramento de água. Em álcool 70%, nº 37. Coordenada original (etiqueta): 18°40#?#0,2'S. Habitat: Coval: Campo úmido graminoso em vereda com veios de água levemente corrente, 20-30 cm de p","CGMS1042865",NA,"V.J. Pott","Chapadão do Sul","-52.8675","-18.6666667",NA,"2004","04","23",NA,"-52,8675","-18,6666667",NA,NA,NA,NA
"22","2021-04-07 11:45:20-03","UFMS","CGMS","13483","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6813","2004","03","29",NA,"Brasil","Mato Grosso do Sul","Fazenda Pouso Frio, Córrego Pouso Frio e entorno; cerca de 2 Km da nascente.","815","815",NA,"Flor amarela. Habitat: Borda de vereda: Campo graminoso úmido de 1,20-1,60 m de altura, com nascentes e buritis esparsos (Coval). Solo hidromórfico, argiloso com matéria orgânica. Relevo plano. Habito: Erva emergente. Frequente. 3-5","CGMS1042911",NA,"V.J. Pott","Chapadão do Sul","-52.8525","-18.6658333",NA,"2004","04","23",NA,"-52,8525","-18,6658333",NA,NA,NA,NA
"23","2019-11-27 13:49:52-03","UFS","ASE","21834","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Carregosa, T; Santos, LAS; Prata, AP; Déda, RM","219","2011","08","12","Southern America","Brasil","Sergipe","Serra de Itabaiana",NA,NA,NA,"Erva terrestre diminuta. Flores amaleras.; Erva terrestre diminuta. Flores amaleras.","ASE0028247","ASE0028247","Carregosa, T","Areia Branca","-37.315","-10.758056",NA,"2012","07","03",NA,"-37.315","-10.758056",NA,NA,NA,NA
"24","2021-03-01 16:32:54-03","UNICAMP","UEC","180640","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Guarçoni, EAE; Scatigna, AV","346","2012","12","05",NA,"Brazil","Minas Gerais","Parque Estadual da Serra do Cabral. Área do Cuba. Leito de alfuente do Córrego bom retiro.",NA,NA,NA,"Erva aquática ca. 4cm. Corola amarela.; Campo alagado.","UEC086594","UEC086594","Scatigna, AV","Buenópolis","-45.741111","-18.058611",NA,"2012","12",NA,NA,"-45.741111","-18.058611",NA,NA,NA,NA
"25","2021-03-01 16:32:54-03","UNICAMP","UEC","154755","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Costa, SM; Barbosa, TDM","6992","2010","09","12",NA,"Brazil","Roraima","PARNA Viruá, na grade da PPBio, L1/N6","192","192",NA,"Erva diminuta. Flor em botão, planta completamente rósea; Campina","UEC083668","UEC083668",NA,"Caracaraí","-61.056167","1.488417",NA,NA,NA,NA,NA,"-61.056167","1.488417",NA,NA,NA,NA
"26","2021-03-01 16:32:54-03","UNICAMP","UEC","199580","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Piassa, G; Scatigna, AV; Carmo, JAM","5","2014","07","03",NA,"Brazil","Minas Gerais","Pico do Itambé, em nascente do corrego, próximo ao","1150","1150",NA,"Flores amarelas escuras, ca .10-15cm alt.; Úmido, em barranco.","UEC161124","UEC161124","Piassa, G","Santo Antônio do Itambé","-43.324722","-18.397778",NA,"2014","07","03",NA,"-43.324722","-18.397778",NA,NA,NA,NA
"27","2019-08-20 10:16:54-03","UNICAMP","UEC","113180","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Ferreira, MCC; Pansarin, ER; Faria, AD; Belinello, R","104/4","2000","03",NA,NA,"Brazil","São Paulo","Fazenda Ripasa, Ao lado do Rio Verde.",NA,NA,NA,NA,"UEC062136","UEC062136","Anderson, LO","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA
"28","2019-11-19 14:08:13-03","UFRPE","PEUFR","17625","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A. St.-Hil. & Girard",NA,"S.M. Rodrigues; L.P. Félix","109","1994","05","24",NA,"Brasil","Paraíba","Reserva Biológica Guaribas.",NA,NA,NA,"Erva afila, haste floral verde; flores amarelas, ornamentais.","PEUFR017625",NA,"F. M. Guedes","Mamanguape","-35.1260986328125","-6.83861017227173",NA,"2017","05","10",NA,NA,NA,"36853","auto",NA,NA
"29","2020-04-22 16:21:12-03","UFPB","JPB","18053","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Felix, LP; et al.","3968","1991","06","13","Southern America","Brasil","Paraíba",NA,"35","35",NA,"; HABITAT: Terrenos umidos de Fontainha",NA,NA,"Rivadavia-Lopes, F","Mamanguape","-35.125833","-6.838889",NA,NA,NA,NA,NA,"-35.125833","-6.838889",NA,NA,NA,NA
"30","2020-05-27 09:25:07-03","UFPB","JPB","51312","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Silva, CV","8","2012","07","28","Southern America","Brasil","Paraíba","Reserva Biológica Guaribas, Capim Azul","163","163",NA,"; HABITAT: Área de tabuleiro. Alagado formando curso d'água.; DESC: Erva de flor amarela. Planta carnívora.","JPB0051312",NA,"Silva, CV","Mamanguape","-36.213444","-6.717333",NA,"2012","07","28",NA,"-36.213444","-6.717333",NA,NA,NA,NA
"31","2020-10-14 10:02:22-03","FURB","FURB","46020","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Funez, L.A.","3398","2014","11","27",NA,"Brasil","Santa Catarina","joaquina.","33","33",NA,NA,"FURB27917","FURB27917","Funez, L.A.","Florianópolis","-48.4483333","-27.6252778",NA,"2014","11","27",NA,"-48.4483333","-27.6252778",NA,NA,NA,NA
"32","2020-12-21 16:31:31-03","MBM","MBM","385265","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A. St.-Hil. & Girard",NA,"Alves, A.","49","2014","01","19","Southern America","Brazil","Paraná","Cânion do Rio Lajeado, 130m a SE do Rio dos Papagaios, ao lado de riacho na face norte do morro","960","960",NA,"Herbácea perene com flores amarelas, hastes florais esverdeadas. Ocasional.; Crescendo em solo turfoso encharcado entre gramíneas esparsas beirando riacho.","MBM385265","MBM385265","Saridakis, D.P.","Balsa Nova","-49.774442","-25.472914",NA,"2014","02","14",NA,"-49.774442","-25.472914",NA,NA,NA,NA
"33","2020-12-21 16:31:31-03","MBM","MBM","26202","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A. St.-Hil. & Girard",NA,"Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31717",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rodovia Guinda - Conselheiro Mata",NA,NA,NA,NA,"MBM026202","MBM026202","Taylor, P.","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA
"34","2020-12-21 16:31:31-03","MBM","MBM","25651","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A. St.-Hil. & Girard",NA,"Hatschbach, G.","1919","1950","03","12","Southern America","Brazil","Paraná","Itaqui",NA,NA,NA,"Flor amarela.; Brejo.","MBM025651","MBM025651","Hatschbach, G.","Campo Largo","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA
"35","2020-12-21 16:31:31-03","MBM","MBM","25654","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A. St.-Hil. & Girard",NA,"Hatschbach, G.","8581",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Padre Inácio",NA,NA,NA,NA,"MBM025654","MBM025654","Hatschbach, G.","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA
"36","2020-12-21 16:31:31-03","MBM","MBM","25619","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A. St.-Hil. & Girard",NA,"Hatschbach, G.","14173",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Cambiju",NA,NA,NA,NA,"MBM025619","MBM025619","Taylor, P.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA
"37","2020-12-21 16:31:31-03","MBM","MBM","80576","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A. St.-Hil. & Girard",NA,"Tessmann, G.","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Estrada para Rio Negro, 9km da cidade de Curitiba",NA,NA,NA,NA,"MBM080576","MBM080576","Tessmann, G.","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA
"38","2020-12-21 16:31:31-03","MBM","MBM","25623","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A. St.-Hil. & Girard",NA,"Hatschbach, G.; Haas, H.; Haas, H.","13933",NA,NA,NA,"Southern America","Brazil","Paraná","Serra das Furnas, Campo do Cinzas",NA,NA,NA,NA,"MBM025623","MBM025623","Taylor, P.","Piraí do Sul","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,NA,NA,NA,"37171","auto",NA,NA
"39","2015-09-04 08:06:24-03","MNHN","RECOLNAT_MNHN_P","P03573991","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Sastre, C.",NA,"1976","4","8",NA,"Guyane française",NA,"Haut Oyapock, Peola 20 km en aval de Trois Sauts.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573991' target='other'> <mi>dwc_moreinfo</mi></a>","P03573991","P03573991_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4732",NA
"40","2016-05-31 15:33:34-03","MNHN","RECOLNAT_MNHN_P","P00603373","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard","type","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Minas Geraes [Ao scaturigenem] in monte Serra da Candonga prope urbem Villa do Principe",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603373' target='other'> <mi>dwc_moreinfo</mi></a>","P00603373","P00603373_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 927",NA
"41","2015-09-04 08:06:24-03","MNHN","RECOLNAT_MNHN_P","P03573992","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Hoff, M.|Creners, G.",NA,"1989","5","26",NA,"Guyane française",NA,"Savane Macoula- Region littorale.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573992' target='other'> <mi>dwc_moreinfo</mi></a>","P03573992","P03573992_01",NA,NA,"-53.55","5.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5585",NA
"42","2015-09-04 08:06:24-03","MNHN","RECOLNAT_MNHN_P","P03573996","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Regnell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573996' target='other'> <mi>dwc_moreinfo</mi></a>","P03573996","P03573996_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 843",NA
"43","2015-09-04 10:49:59-03","MNHN","RECOLNAT_MNHN_P","P04429008","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Villiers, J.F.|Sarthou, C.",NA,"1997","4","9",NA,"Guyane française",NA,NA,"220",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04429008' target='other'> <mi>dwc_moreinfo</mi></a>","P04429008","P04429008_01",NA,NA,"-53.21667","3.46667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6062",NA
"44","2015-09-04 10:49:59-03","MNHN","RECOLNAT_MNHN_P","P04429009","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","nana",NA,"Utricularia nana","A.St.-Hil. & Girard",NA,"Raynal-Roques, A.|Jérémie, J.",NA,"1979","4","18",NA,"Guiana",NA,"Savane de Corossony, à env. 5km à 1´ W de Sinnamary.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04429009' target='other'> <mi>dwc_moreinfo</mi></a>","P04429009","P04429009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21217",NA
