"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","class","individualCount"
"11","2020-11-04 10:55:08-03","ESALQ","ESA","140640","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Gibau, A.","Gibau, A.; Gissi, D.S.; Orlandini, P.","275.0","2017","03","12",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra da Bocaina - Pedra da Macela -","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Erva ca. 0,30m. Aromática. Invólucro vinoso. Corola rosa.","ESA140640",NA,"Paraty","34470","auto","2017","04","05",NA,NA,NA,NA,NA
"12","2020-11-04 10:55:08-03","ESALQ","ESA","140435","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Gibau, A.","Gibau, A.; Silva-Filho, A.A. ; Brito, T.R.O. ; Santos, P.M.L.A.","70.0","2016","12","12",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Erva ca. 60cm. Cálice verde-arroxeado, corola branco a rosa-claro com base magenta.","ESA140435",NA,"Paraty","34470","auto","2017","03","11",NA,NA,NA,NA,NA
"13","2020-11-04 11:02:12-03","ESALQ","ESA","64417","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Nakajima, J.","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23261.0","2000","02","17",NA,"Brasil","Minas Gerais","Parque Nacional do Caparaó. Arredores do Terreirão. Campo de altitude. 20o25'S; 41o49'W. 2300msm","-41.8683013916016","-20.4333000183105","2300","2300",NA,"Erva, ca. 40cm alt.; flores com tubo vinho e lobos róseos","ESA064417",NA,"Alto Caparaó","21645","auto","2014",NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 10:55:08-03","ESALQ","ESA","141791","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Gibau, A.","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2176.0","2015","11","27",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra da Bocaina - Pedra da Macela - Campo de altitude, próximo a torre de transmissão.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Erva ca. 90cm de alt. Flores roxas.","ESA141791",NA,"Paraty","34470","auto","2016","12","09",NA,NA,NA,NA,NA
"15","2020-11-04 11:02:12-03","ESALQ","ESA","129582","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Lopes, I.T.F.V.","Souza, V.C.; Randle, C; Morawetz, J.; Santos, P.M.L.A.; Servidone, G.B.","38133.0","2014","03","19",NA,"Brasil","Minas Gerais","Parque Nacional do Caparaó. Próximo ao Terreirão. Próximo ao Pico da Cruz do Negro.","-41.8683013916016","-20.4333000183105",NA,NA,NA,"Subarbusto, ca. 80 cm alt.; flores rosa.","ESA129582",NA,"Alto Caparaó","21645","auto","2018","01","23",NA,NA,NA,NA,NA
"16","2021-01-14 15:24:27-03","MN","R","152073","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker",NA,"Glaziou, A.F.M.","6575 a","1873","01","23",NA,"Brasil","Rio de Janeiro",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,"Plantas do Brasil Central","R000152073","R000152073_001","Itatiaia","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-20 21:16:02-03","UFV","VIC","29117","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker",NA,"Almeida, G.S.S.; Custodio, J.","321","2006","03","14",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Trilha da casa do Bruno","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Subarbusto de 0,4 m, brácteas involucrais tomentosas, glandulosa pontuadas, flores de tubo vináceo,e lobos rosas, cipsela dourado setosa, papilho sem aristas.","VIC029117",NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-20 21:16:02-03","UFV","VIC","29116","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker",NA,"Almeida, G.S.S.; Custodio, J.","419","2006","05","31",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Trilha da lagoa seca","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Subarbusto de 0,8 m,flores 5, corola de tubo vináceo e lobos roseos,.","VIC029116",NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-20 21:16:02-03","UFV","VIC","4068","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker",NA,"Irwin, H.S.","2749","1959","03","01",NA,"Brasil","Espírito Santo","Pico da Bandeira - Serra do Caparaó",NA,NA,NA,NA,NA,"Erva ereta, c.a. de 1,0 cm de altura; entre largas pedras e escarpa em declive.","VIC004068","VIC004068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-20 21:16:02-03","UFV","VIC","050903","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker",NA,"Cordeiro, A A C; Campos, P. .V.","s.n.","2015","10","02",NA,"Brasil","Minas Gerais","Parque Nacional do Caparaó, trilha que leva ao Pic","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"VIC050903","VIC050903","Caparaó","15056","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057889","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stevia","camporum","Stevia camporum","Baker","E. Barbosa","J. M. Silva; J. Cordeiro","7525","2010","3","13",NA,"Brazil","Rio de Janeiro","Parque Nacional do Itatiaia, estrada para o Pico das Agulhas Negras (Mun. Itatiaia).","-44.592563","-22.462656",NA,NA,NA,"Subarbusto, flor rosada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057892","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stevia","camporum","Stevia camporum","Baker","E. Barbosa","J. Cordeiro; J. M. Silva","3557","2010","3","8",NA,"Brazil","Minas Gerais","Parque Nacional do Caparaó (Mun. Alto Caparaó).","-41.874666","-20.433066","1970",NA,NA,"Subarbusto, 60 cm, capítulos alvacentos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057893","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stevia","camporum","Stevia camporum","Baker","E. Barbosa","J. Cordeiro; J. M. Silva","3474","2010","3","6",NA,"Brazil","Sao Paulo","Serra da Bocaina (Mun. São José do Barreiro).","-44.576908","-22.645185","1640",NA,NA,"Subarbusto, capítulos rosados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:32:13-03","UFJF","CESJ","71643","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","L.V.V. Cruz","L.V.V. Cruz; S.G. Furtado; D.E.F. Barbosa; L. Menini Neto","243","2018","06","26","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Lagoas","-41.803697","-20.429931","2600","2600",NA,"Arbusto. Ca. 40 cm. Flores violáceas. Em campo úmido próximo as lagoas do parque","CESJ071643",NA,"Alto Caparaó",NA,NA,"2018","10","23","-41.803697","-20.429931",NA,NA,NA
"25","2019-11-21 14:32:13-03","UFJF","CESJ","71690","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","L.N. Gonçalves","L.N. Gonçalves; P. Duffles","374","2017","05","13","América do Sul","Brasil","Minas Gerais","Pico dos Marins, 2º maciço","-45.123611","-22.496111","2246","2246",NA,"Folhas simples, opostas, cruzadas, margem serreada; inflorescência apical, flores lilases, pentâmeras; Ind. 238 Fito; afloramento rochoso, zona de cisalhamento com muitos veios de quartzo;","CESJ071690",NA,"Marmelópolis",NA,NA,"2018","04","07","-45.123611","-22.496111",NA,NA,NA
"26","2019-11-21 14:32:13-03","UFJF","CESJ","72081","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker",NA,"L.N. Gonçalves; P. Duffles","461","2017","10","19","América do Sul","Brasil","Minas Gerais","Pico dos Marins, 1º maciço","-45.135556","-22.500833","1900","1900",NA,"Folhas simples, opostas cruzadas, margem serreada; inflorescência com flores lilases; 1º maciço do Pico dos Marins;","CESJ072081",NA,"Marmelópolis",NA,NA,NA,NA,NA,"-45.135556","-22.500833",NA,NA,NA
"27","2019-11-21 14:32:13-03","UFJF","CESJ","22478","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","I.T.F.V. Lopes","R.F. Novelino; et al.","FPNC40","1988","03","19","América do Sul","Brasil","Minas Gerais","Serra do Caparaó",NA,NA,NA,NA,NA,"Erva lenhosa entre rochas, flores róseas a alvas. Muito frequente.","CESJ022478","CESJ022478",NA,NA,NA,"2018","01","24",NA,NA,NA,NA,NA
"28","2021-03-01 16:25:19-03","UNICAMP","UEC","128685","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Lopes, ITFV","Novelino, RF; et al.","22478","1988","03","19",NA,"Brazil","Minas Gerais","Parque Nacional do Caparaó.",NA,NA,NA,NA,NA,"Erva lenhosa entre rochas. Flores róseas a alvas. Muito frequente.","UEC056931","UEC056931",NA,NA,NA,"2017","01",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:25:19-03","UNICAMP","UEC","137928","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Lopes, ITFV","Meireles, LD; Caiafa, AN; Dutilh, JHA","1291","2003","03","12",NA,"Brazil","Minas Gerais","Extrema- Sera do Lopo",NA,NA,NA,NA,NA,"Erva, flores róseas; Sobre substrato em afloramento. Afloramento Rochoso","UEC127152","UEC127152",NA,NA,NA,"2016","10","18",NA,NA,NA,NA,NA
"30","2021-03-01 16:25:19-03","UNICAMP","UEC","138052","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Shepherd, GJ; Belinello, R","1508","2004","02","19",NA,"Brazil","Minas Gerais","Serra Fina - Hotel Alpina.","-44.816944","-22.374167","2000","2000",NA,"Subarbusto, flores róseas.; Campo de altitude.","UEC068463","UEC068463","Itamonte",NA,NA,"2009",NA,NA,"-44.816944","-22.374167",NA,NA,NA
"31","2021-03-01 16:25:19-03","UNICAMP","UEC","163855","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Nunes, JA; Neto, JOC","3080","2007","04","24",NA,"Brazil","Minas Gerais","Serra Fina, Capim Amarelo.","-44.897111","-22.449556","1575","2042",NA,"Erva com flor rosa.; Campo Quartzítico.","UEC068378","UEC068378","Passa Quatro",NA,NA,"2009",NA,NA,"-44.897111","-22.449556",NA,NA,NA
"32","2021-03-01 16:25:19-03","UNICAMP","UEC","163856","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Nunes, JA; Neto, JOC","2967","2007","03","14",NA,"Brazil","Minas Gerais","Serra Fina, Capim Amarelo (médio).","-44.893222","-22.442056",NA,NA,NA,"Erva com capítulos rosa-escuro.; Campo de Nifelina.","UEC068377","UEC068377","Passa Quatro",NA,NA,"2009",NA,NA,"-44.893222","-22.442056",NA,NA,NA
"33","2021-03-01 16:25:19-03","UNICAMP","UEC","163857","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Nunes, JA; Bagini, LG","1816","2005","06","11",NA,"Brazil","Minas Gerais","Serra Fina, Capim Amarelo - Alto.","-44.889056","-22.432778","2481","2481",NA,"Erva com capítulos rosa.; Campo de Nifelina.","UEC068380","UEC068380","Passa Quatro",NA,NA,"2009",NA,NA,"-44.889056","-22.432778",NA,NA,NA
"34","2021-03-01 16:25:19-03","UNICAMP","UEC","163858","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Nunes, JA; Cordeiro, TR","1646","2005","05","15",NA,"Brazil","Minas Gerais","Serra Fina, Pedra da Mina - Baixa.","-44.847861","-22.414056","2087","2455",NA,"Erva com capítulos rosa.; Campo de altitude.","UEC068379","UEC068379","Passa Quatro",NA,NA,"2009",NA,NA,"-44.847861","-22.414056",NA,NA,NA
"35","2021-03-01 16:25:19-03","UNICAMP","UEC","163896","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Nunes, JA; Bagini, LG","1797","2005","06","11",NA,"Brazil","Minas Gerais","Serra Fina, Capim Amarelo - Médio.","-44.893222","-22.442056","1974","2037",NA,"Erva com capítulos rosa.; Campo de Nifelina.","UEC068468","UEC068468","Passa Quatro",NA,NA,"2009",NA,NA,"-44.893222","-22.442056",NA,NA,NA
"36","2021-03-01 16:25:19-03","UNICAMP","UEC","163898","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Nunes, JA; Cordeiro, TR","1688","2005","05","16",NA,"Brazil","Minas Gerais","Serra Fina, Pedra da Mina - média.","-44.847833","-22.421194","2498","2612",NA,"Erva com capítulos rosa.; Campo de altitude - Entre Picos.","UEC068469","UEC068469","Passa Quatro",NA,NA,"2009",NA,NA,"-44.847833","-22.421194",NA,NA,NA
"37","2021-03-01 16:25:19-03","UNICAMP","UEC","163899","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Nunes, JA","2314","2006","05","04",NA,"Brazil","Minas Gerais","Serra Fina, Capim Amarelo (alto).","-44.889056","-22.432778","2481","2481",NA,"Erva com capítulos rosa.; Campo de Nifelina.","UEC068470","UEC068470","Passa Quatro",NA,NA,"2009",NA,NA,"-44.889056","-22.432778",NA,NA,NA
"38","2021-03-01 16:25:19-03","UNICAMP","UEC","163900","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Nunes, JA; Bagini, LG","1810","2005","06","11",NA,"Brazil","Minas Gerais","Serra Fina, Capim Amarelo - médio.","-44.893222","-22.442056","1974","2037",NA,"Erva com capítulos rosa.; Campo de Nifelina. Local úmido.","UEC068474","UEC068474","Passa Quatro",NA,NA,"2009",NA,NA,"-44.893222","-22.442056",NA,NA,NA
"39","2021-03-01 16:25:19-03","UNICAMP","UEC","163901","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Nunes, JA; Neto, JOC","3154","2007","04","24",NA,"Brazil","Minas Gerais","Serra Fina, Capim Amarelo (alto).","-44.889056","-22.432778","2481","2481",NA,"Erva em moita, flor rosa.; Campo de Nifelina.","UEC068471","UEC068471","Passa Quatro",NA,NA,"2009",NA,NA,"-44.889056","-22.432778",NA,NA,NA
"40","2021-03-01 16:25:19-03","UNICAMP","UEC","163902","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Nunes, JA; Neto, JOC","2954","2007","03","14",NA,"Brazil","Minas Gerais","Serra Fina, Capim Amarelo (médio).","-44.893222","-22.442056","1974","2037",NA,"Erva com capítulos róseos.; Campo de Nifelina.","UEC068473","UEC068473","Passa Quatro",NA,NA,"2009",NA,NA,"-44.893222","-22.442056",NA,NA,NA
"41","2021-03-01 16:25:19-03","UNICAMP","UEC","123718","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Lopes, ITFV","Caiafa, AN; Ribeiro, CA","158","2001","04","24",NA,"Brazil","Minas Gerais","PESB, Serra das Cabeças, 3ª cabeça","-42.5208015441895","-20.6667003631592","1722","1722",NA,"Planta de aproximadamente 0,40m, portando capítulos com flores e pétulas brancas na face adaxial e arroxeadas na face abaxial; Crescendo no campo graminóide e em manchas de solo rasa sobre afloramento de rocha granitóide","UEC133500","UEC133500","Araponga","16385","auto","2016","10","18",NA,NA,NA,NA,NA
"42","2021-03-01 16:25:19-03","UNICAMP","UEC","23430","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Nakajima, JN","Brade, AC; Araújo, S","19018","1948","05","09",NA,"Brazil","Minas Gerais","Itaguaré.","-44.9667015075684","-22.3903007507324","2000","2000",NA,"Flores arroxeadas.","UEC130395","UEC130395","Passa Quatro","17293","auto","1991","04","08",NA,NA,NA,NA,NA
"43","2021-03-01 16:25:19-03","UNICAMP","UEC","163903","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Nunes, JA","2168","2006","03","21",NA,"Brazil","Minas Gerais","Pico do Itaguaré.","-44.9667015075684","-22.3903007507324",NA,NA,NA,"Erva com capítulos rosa.; Afloramento rochoso.","UEC068472","UEC068472","Passa Quatro","17293","auto","2009",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:25:19-03","UNICAMP","UEC","163897","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Nunes, JA","2146","2006","03","21",NA,"Brazil","Minas Gerais","Pico do Itaguaré.","-44.9667015075684","-22.3903007507324",NA,NA,NA,"Erva com capítulos rosa.; Afloramento Rochoso.","UEC068467","UEC068467","Passa Quatro","17293","auto","2009",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:25:19-03","UNICAMP","UEC","164810","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Meireles, LD; Nunes, JA; Neto, JOC","2906","2007","03","14",NA,"Brazil","Minas Gerais","Serra Fina, Capim amarelo.","-44.9667015075684","-22.3903007507324",NA,NA,NA,"Erva com flores roseas.","UEC092470","UEC092470","Passa Quatro","17293","auto","2009",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:25:19-03","UNICAMP","UEC","103009","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Meireles, LD","Shepherd, GJ; Goldenberg, R; Belinello, R; Galvão, JC; Santos, MV","9746","1997","02","18",NA,"Brazil","São Paulo","Crista da montanha vizinha à Pedra da Mina.","-44.7700004577637","-22.5300006866455","2500","2660",NA,"Herbácea 40 cm, capítulos brancos ou lilases.; Vegetação subarbustiva e herbácea sobre pedras.","UEC068466","UEC068466","Queluz","14382","auto","2009",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:25:19-03","UNICAMP","UEC","113041","S","Plantae","Magnoliopsida",NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker",NA,"Freitas, L; Kinoshita, LS","873","2000","05","30",NA,"Brazil","São Paulo","Caminho para Pico do Tira-Chapéu.","-44.5699996948242","-22.6399993896484","1900","1900",NA,"Erva ca. 20 cm; corola branco purpúreo.; Campo de altitude.","UEC130397","UEC130397","São José do Barreiro","30784","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:17:21-03","MBM","MBM","143759","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Robinson, H.","Hatschbach, G.; Hatschbach, M.; Guimarães, O.; Hatschbach, M.; Guimarães, O.","55450","1991","06","14","Southern America","Brazil","Minas Gerais","Parque Nacional do Caparaó, subida para o Pico da Bandeira","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"MBM143759","MBM143759","Caparaó","15056","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:17:21-03","MBM","MBM","423050","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Barboza, E.","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3600","2019","04","10","Southern America","Brazil","Rio de Janeiro","Pedra da Macela, estrada","-44.817778","-23.148611","1550","1550",NA,"Subarbusto com 90 cm de altura; capítulos alvos.; Floresta Ombrófila Densa Altomontana.","MBM423050",NA,"Paraty",NA,NA,"2019","06","26","-44.817778","-23.148611",NA,NA,NA
"50","2020-12-21 16:17:21-03","MBM","MBM","143764","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stevia","camporum","Stevia camporum","Baker","Robinson, H.","Hatschbach, G.; Hatschbach, M.; Guimarães, O.; Hatschbach, M.; Guimarães, O.","55526","1991","06","15","Southern America","Brazil","Minas Gerais","Parque Nacional do Caparaó, Terreirão","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"MBM143764","MBM143764","Caparaó","15056","auto",NA,NA,NA,NA,NA,NA,NA,NA
